date_obj,Obsidian%20platebody price
2017-09-14,1168643
2017-09-15,1164986
2017-09-16,1164986
2017-09-17,1166563
2017-09-19,1147986
2017-09-20,1147986
2017-09-21,1126151
2017-09-22,1126151
2017-09-23,1115174
2017-09-24,1115174
2017-09-25,1113461
2017-09-26,1113461
2017-09-27,1117376
2017-09-28,1117376
2017-09-29,1134127
2017-09-30,1134127
2017-10-01,1143044
2017-10-02,1143044
2017-10-03,1160687
2017-10-04,1160687
2017-10-05,1162389
2017-10-06,1162389
2017-10-07,1158800
2017-10-08,1158800
2017-10-09,1157071
2017-10-10,1157071
2017-10-11,1166707
2017-10-12,1166707
2017-10-13,1190486
2017-10-14,1190486
2017-10-15,1215273
2017-10-16,1215273
2017-10-17,1246925
2017-10-18,1246925
2017-10-19,1280268
2017-10-20,1280268
2017-10-21,1217249
2017-10-22,1176280
2017-10-23,1176280
2017-10-24,1171079
2017-10-25,1189948
2017-10-26,1189948
2017-10-27,1182196
2017-10-28,1182196
2017-10-29,1181935
2017-10-30,1181935
2017-10-31,1217676
2017-11-01,1217676
2017-11-02,1233135
2017-11-03,1233135
2017-11-04,1271955
2017-11-05,1271955
2017-11-06,1271140
2017-11-07,1271140
2017-11-08,1258515
2017-11-09,1258515
2017-11-10,1235187
2017-11-11,1235187
2017-11-12,1215242
2017-11-13,1215242
2017-11-14,1209307
2017-11-15,1209307
2017-11-16,1203457
2017-11-17,1203457
2017-11-18,1176243
2017-11-19,1176243
2017-11-20,1170531
2017-11-21,1170531
2017-11-22,1168536
2017-11-23,1168536
2017-11-24,1150718
2017-11-25,1155707
2017-11-26,1155707
2017-11-27,1202516
2017-11-28,1202516
2017-11-29,1227877
2017-11-30,1227877
2017-12-01,1192318
2017-12-02,1192318
2017-12-03,1198640
2017-12-04,1198640
2017-12-05,1233485
2017-12-06,1244812
2017-12-07,1195846
2017-12-08,1195846
2017-12-09,1140455
2017-12-10,1106234
2017-12-11,1106234
2017-12-12,1085508
2017-12-14,1107264
2017-12-15,1107719
2017-12-16,1107719
2017-12-17,1093146
2017-12-18,1104645
2017-12-19,1104645
2017-12-20,1097105
2017-12-21,1097105
2017-12-22,1071063
2017-12-23,1071063
2017-12-24,1091378
2017-12-25,1091378
2017-12-26,1139928
2017-12-27,1192867
2017-12-28,1192867
2017-12-29,1230076
2017-12-30,1278624
2017-12-31,1278624
2018-01-01,1267733
2018-01-02,1267733
2018-01-03,1252343
2018-01-04,1252343
2018-01-05,1189847
2018-01-06,1130608
2018-01-07,1089325
2018-01-08,1116975
2018-01-09,1083712
2018-01-10,1083712
2018-01-11,1092331
2018-01-12,1090299
2018-01-13,1079703
2018-01-14,1086031
2018-01-15,1107307
2018-01-16,1125160
2018-01-17,1105169
2018-01-18,1136034
2018-01-19,1136034
2018-01-20,1137713
2018-01-21,1162424
2018-01-22,1186192
2018-01-23,1183621
2018-01-24,1181218
2018-01-25,1182535
2018-01-26,1189111
2018-01-27,1179458
2018-01-28,1147583
2018-01-29,1119322
2018-01-31,1118748
2018-02-01,1128078
2018-02-02,1142991
2018-02-03,1124788
2018-02-04,1109712
2018-02-05,1103429
2018-02-06,1102438
2018-02-07,1098075
2018-02-08,1098075
2018-02-09,1114671
2018-02-10,1114671
2018-02-11,1126098
2018-02-12,1128646
2018-02-13,1141099
2018-02-14,1157957
2018-02-15,1142207
2018-02-16,1121357
2018-02-17,1127671
2018-02-18,1123797
2018-02-19,1142517
2018-02-20,1136917
2018-02-21,1119817
2018-02-22,1172261
2018-02-23,1229599
2018-02-24,1229599
2018-02-25,1243133
2018-02-26,1218639
2018-02-27,1233081
2018-03-01,1230183
2018-03-02,1213735
2018-03-03,1190422
2018-03-04,1190422
2018-03-05,1207510
2018-03-06,1258647
2018-03-07,1260548
2018-03-08,1252300
2018-03-09,1238006
2018-03-10,1211631
2018-03-11,1197169
2018-03-12,1209536
2018-03-13,1217372
2018-03-14,1211724
2018-03-15,1219256
2018-03-16,1188932
2018-03-17,1149354
2018-03-18,1152686
2018-03-19,1152686
2018-03-20,1149079
2018-03-21,1152142
2018-03-23,1145847
2018-03-24,1137680
2018-03-26,1150041
2018-03-27,1198202
2018-03-28,1198202
2018-03-29,1210439
2018-03-30,1201078
2018-03-31,1197246
2018-04-01,1225405
2018-04-02,1195108
2018-04-03,1217277
2018-04-04,1235719
2018-04-05,1235719
2018-04-06,1250809
2018-04-08,1226024
2018-04-09,1200851
2018-04-10,1204914
2018-04-11,1202844
2018-04-12,1218565
2018-04-13,1224358
2018-04-14,1238036
2018-04-15,1236158
2018-04-16,1236158
2018-04-17,1227303
2018-04-18,1241354
2018-04-19,1235208
2018-04-20,1223534
2018-04-21,1203381
2018-04-22,1195010
2018-04-23,1207698
2018-04-24,1221157
2018-04-25,1210452
2018-04-26,1210452
2018-04-27,1234901
2018-04-28,1238967
2018-04-29,1264708
2018-04-30,1251543
2018-05-01,1278152
2018-05-02,1267359
2018-05-04,1264902
2018-05-05,1242050
2018-05-06,1242050
2018-05-07,1228750
2018-05-08,1206407
2018-05-09,1192223
2018-05-10,1186050
2018-05-11,1184727
2018-05-12,1174450
2018-05-13,1174450
2018-05-14,1199437
2018-05-15,1220881
2018-05-16,1236612
2018-05-17,1262500
2018-05-18,1243296
2018-05-19,1236388
2018-05-20,1228342
2018-05-21,1285018
2018-05-22,1336151
2018-05-23,1319025
2018-05-24,1302871
2018-05-25,1251955
2018-05-26,1232942
2018-05-27,1212272
2018-05-28,1206163
2018-05-29,1163098
2018-05-30,1118202
2018-05-31,1127800
2018-06-01,1149934
2018-06-02,1169691
2018-06-03,1156301
2018-06-04,1181652
2018-06-05,1153029
2018-06-06,1172546
2018-06-07,1172546
2018-06-08,1146591
2018-06-09,1163413
2018-06-10,1176487
2018-06-11,1193004
2018-06-12,1194139
2018-06-13,1227891
2018-06-14,1271130
2018-06-15,1247699
2018-06-16,1208465
2018-06-17,1180151
2018-06-18,1162630
2018-06-19,1142306
2018-06-20,1142306
2018-06-21,1125294
2018-06-22,1125501
2018-06-23,1125501
2018-06-24,1126113
2018-06-25,1175151
2018-06-26,1169742
2018-06-27,1177100
2018-06-28,1155526
2018-06-29,1145861
2018-06-30,1154024
2018-07-01,1142649
2018-07-02,1135905
2018-07-03,1158532
2018-07-04,1166412
2018-07-05,1206810
2018-07-06,1212512
2018-07-07,1257272
2018-07-08,1304605
2018-07-09,1328981
2018-07-10,1382405
2018-07-11,1397301
2018-07-12,1420147
2018-07-13,1428576
2018-07-14,1394236
2018-07-15,1381353
2018-07-16,1394783
2018-07-17,1404575
2018-07-18,1411279
2018-07-19,1376035
2018-07-20,1314275
2018-07-21,1257724
2018-07-22,1208433
2018-07-23,1225297
2018-07-24,1272018
2018-07-25,1294559
2018-07-26,1294445
2018-07-27,1279170
2018-07-28,1284949
2018-07-29,1259272
2018-07-30,1250147
2018-07-31,1273342
2018-08-01,1308076
2018-08-02,1290317
2018-08-03,1291647
2018-08-04,1323471
2018-08-05,1321177
2018-08-06,1332384
2018-08-07,1371509
2018-08-08,1337879
2018-08-09,1320972
2018-08-10,1314483
2018-08-11,1297819
2018-08-12,1323241
2018-08-14,1262762
2018-08-16,1241428
2018-08-17,1224144
2018-08-18,1221706
2018-08-19,1213721
2018-08-20,1204374
2018-08-21,1205340
2018-08-22,1225339
2018-08-23,1233501
2018-08-24,1260279
2018-08-25,1277330
2018-08-26,1331306
2018-08-27,1320872
2018-08-28,1303725
2018-08-29,1297611
2018-08-30,1325763
2018-08-31,1311256
2018-09-01,1281275
2018-09-02,1259259
2018-09-03,1241116
2018-09-04,1218754
2018-09-05,1197088
2018-09-06,1197088
2018-09-07,1175527
2018-09-08,1192167
2018-09-09,1184678
2018-09-10,1200019
2018-09-11,1242804
2018-09-12,1300389
2018-09-13,1290805
2018-09-14,1256588
2018-09-15,1225599
2018-09-16,1222675
2018-09-17,1216077
2018-09-18,1236500
2018-09-19,1294876
2018-09-20,1307968
2018-09-21,1311485
2018-09-22,1321767
2018-09-23,1325969
2018-09-24,1321716
2018-09-25,1302665
2018-09-26,1291577
2018-09-27,1317685
2018-09-28,1346327
2018-09-29,1298686
2018-09-30,1309914
2018-10-02,1271723
2018-10-03,1251286
2018-10-04,1239432
2018-10-05,1228945
2018-10-06,1254115
2018-10-07,1257657
2018-10-08,1271729
2018-10-09,1324233
2018-10-10,1368593
2018-10-11,1399589
2018-10-12,1419426
2018-10-13,1385207
2018-10-14,1383184
2018-10-15,1349354
2018-10-16,1306593
2018-10-17,1259713
2018-10-18,1215928
2018-10-19,1221035
2018-10-20,1224081
2018-10-21,1238273
2018-10-22,1234934
2018-10-23,1203509
2018-10-24,1220207
2018-10-25,1260737
2018-10-26,1302558
2018-10-27,1291463
2018-10-28,1297378
2018-10-29,1275527
2018-10-30,1303514
2018-10-31,1329122
2018-11-01,1291763
2018-11-03,1386010
2018-11-04,1454330
2018-11-05,1437765
2018-11-06,1433873
2018-11-07,1407537
2018-11-08,1391919
2018-11-09,1373902
2018-11-10,1358161
2018-11-11,1368700
2018-11-12,1350826
2018-11-13,1378232
2018-11-15,1350343
2018-11-16,1355770
2018-11-17,1385796
2018-11-18,1376694
2018-11-19,1374837
2018-11-20,1348890
2018-11-21,1365744
2018-11-22,1346170
2018-11-23,1328461
2018-11-24,1306619
2018-11-25,1283903
2018-11-26,1289968
2018-11-27,1310746
2018-11-28,1330815
2018-11-29,1310661
2018-12-01,1301162
2018-12-02,1299026
2018-12-03,1289038
2018-12-05,1310810
2018-12-07,1279507
2018-12-09,1285645
2018-12-11,1261876
2018-12-12,1259628
2018-12-13,1264144
2018-12-14,1314293
2018-12-15,1316656
2018-12-16,1297778
2018-12-17,1325503
2018-12-18,1292650
2018-12-19,1276991
2018-12-20,1276965
2018-12-21,1282272
2018-12-22,1259311
2018-12-23,1268081
2018-12-24,1264238
2018-12-25,1262642
2018-12-26,1260080
2018-12-27,1268426
2018-12-28,1255196
2018-12-29,1264547
2018-12-30,1309165
2018-12-31,1290160
2019-01-01,1274754
2019-01-02,1258145
2019-01-03,1253060
2019-01-04,1272627
2019-01-05,1283372
2019-01-06,1308090
2019-01-08,1336696
2019-01-10,1272531
2019-01-11,1234167
2019-01-12,1234443
2019-01-13,1255769
2019-01-14,1258505
2019-01-15,1253349
2019-01-16,1278455
2019-01-17,1261145
2019-01-18,1250387
2019-01-19,1284476
2019-01-20,1289360
2019-01-21,1327846
2019-01-22,1300894
2019-01-23,1288447
2019-01-24,1265670
2019-01-25,1291591
2019-01-26,1353178
2019-01-27,1365993
2019-01-28,1368501
2019-01-29,1315550
2019-01-30,1288357
2019-01-31,1297137
2019-02-01,1279417
2019-02-02,1285128
2019-02-03,1287142
2019-02-04,1274589
2019-02-05,1269464
2019-02-06,1270675
2019-02-07,1273188
2019-02-08,1263071
2019-02-09,1249136
2019-02-10,1269457
2019-02-11,1288476
2019-02-12,1249201
2019-02-13,1237585
2019-02-14,1250415
2019-02-15,1258112
2019-02-16,1252367
2019-02-17,1258456
2019-02-18,1250093
2019-02-19,1242399
2019-02-20,1237508
2019-02-21,1255038
2019-02-22,1264934
2019-02-23,1255426
2019-02-24,1248841
2019-02-25,1237512
2019-02-26,1233250
2019-02-27,1226175
2019-02-28,1236985
2019-03-01,1237561
2019-03-02,1238871
2019-03-03,1237809
2019-03-04,1243230
2019-03-05,1244221
2019-03-06,1245715
2019-03-07,1240331
2019-03-08,1237613
2019-03-09,1240799
2019-03-10,1239213
2019-03-11,1239923
2019-03-12,1243898
2019-03-13,1253668
2019-03-14,1250690
2019-03-15,1247236
2019-03-16,1252947
2019-03-17,1247417
2019-03-18,1243410
2019-03-19,1241750
2019-03-20,1243835
2019-03-21,1242915
2019-03-22,1242620
2019-03-23,1249690
2019-03-24,1246521
2019-03-25,1237023
2019-03-26,1234473
2019-03-27,1232389
2019-03-28,1225218
2019-03-29,1216371
2019-03-30,1209175
2019-03-31,1205343
2019-04-01,1209247
2019-04-02,1212511
2019-04-03,1220059
2019-04-04,1212631
2019-04-05,1205908
2019-04-06,1214557
2019-04-07,1203753
2019-04-08,1199427
2019-04-09,1207365
2019-04-10,1206935
2019-04-11,1207942
2019-04-12,1224113
2019-04-13,1218510
2019-04-14,1220325
2019-04-15,1218341
2019-04-16,1238084
2019-04-17,1244616
2019-04-18,1235974
2019-04-19,1230266
2019-04-20,1227576
2019-04-21,1215004
2019-04-22,1214252
2019-04-23,1207938
2019-04-24,1203100
2019-04-25,1201275
2019-04-26,1200019
2019-04-27,1207160
2019-04-28,1211159
2019-04-29,1249112
2019-04-30,1278216
2019-05-01,1262596
2019-05-02,1261070
2019-05-03,1251388
2019-05-04,1211901
2019-05-05,1207865
2019-05-06,1202741
2019-05-07,1205188
2019-05-08,1224598
2019-05-09,1222872
2019-05-10,1215218
2019-05-11,1215062
2019-05-12,1232844
2019-05-13,1254706
2019-05-14,1244265
2019-05-15,1243240
2019-05-16,1240470
2019-05-17,1246783
2019-05-18,1232019
2019-05-19,1226438
2019-05-20,1229908
2019-05-21,1236617
2019-05-22,1245250
2019-05-23,1275126
2019-05-24,1253661
2019-05-25,1239954
2019-05-26,1238661
2019-05-27,1228094
2019-05-28,1228362
2019-05-29,1225876
2019-05-30,1232213
2019-05-31,1230573
2019-06-01,1228103
2019-06-02,1216158
2019-06-03,1214308
2019-06-04,1213107
2019-06-05,1226599
2019-06-06,1226780
2019-06-07,1226188
2019-06-08,1268084
2019-06-09,1249349
2019-06-10,1260115
2019-06-11,1258122
2019-06-12,1234222
2019-06-13,1223243
2019-06-14,1219090
2019-06-15,1217512
2019-06-16,1202699
2019-06-17,1216638
2019-06-18,1215475
2019-06-19,1216891
2019-06-20,1217173
2019-06-21,1204825
2019-06-22,1201233
2019-06-23,1189209
2019-06-24,1160335
2019-06-25,1163628
2019-06-26,1161075
2019-06-27,1154945
2019-06-28,1160816
2019-06-29,1162839
2019-06-30,1198296
2019-07-01,1220003
2019-07-02,1221350
2019-07-03,1235107
2019-07-04,1233755
2019-07-05,1250670
2019-07-06,1237606
2019-07-07,1226480
2019-07-08,1223418
2019-07-09,1213056
2019-07-10,1212740
2019-07-11,1198140
2019-07-12,1192644
2019-07-13,1188894
2019-07-14,1190345
2019-07-15,1215855
2019-07-16,1204200
2019-07-17,1187840
2019-07-18,1171441
2019-07-19,1152502
2019-07-20,1141490
2019-07-21,1138363
2019-07-22,1137925
2019-07-23,1118361
2019-07-24,1120234
2019-07-25,1112214
2019-07-26,1096223
2019-07-27,1091191
2019-07-28,1090270
2019-07-29,1079701
2019-07-30,1042625
2019-07-31,1021627
2019-08-01,1017901
2019-08-02,1019030
2019-08-03,1014217
2019-08-04,1005958
2019-08-05,994011
2019-08-06,991789
2019-08-07,983291
2019-08-08,992512
2019-08-09,992858
2019-08-10,984406
2019-08-11,981241
2019-08-12,990525
2019-08-13,987940
2019-08-14,971605
2019-08-15,959042
2019-08-16,941766
2019-08-17,931745
2019-08-18,930959
2019-08-19,939298
2019-08-20,940346
2019-08-21,949050
2019-08-22,970321
2019-08-23,970506
2019-08-24,963484
2019-08-24,963484
2019-08-25,965552
2019-08-25,965552
2019-08-26,955580
2019-08-26,955580
2019-08-27,951117
2019-08-27,951117
2019-08-28,955297
2019-08-29,981304
2019-08-30,1022558
2019-08-31,1014765
2019-09-01,1016676
2019-09-02,1010572
2019-09-03,992813
2019-09-04,983053
2019-09-05,968723
2019-09-06,944648
2019-09-07,930745
2019-09-08,946351
2019-09-09,970718
2019-09-10,973247
2019-09-11,971234
2019-09-12,960451
2019-09-13,961998
2019-09-14,957568
2019-09-15,983485
2019-09-16,1025462
2019-09-17,1014513
2019-09-18,1006841
2019-09-19,1001829
2019-09-20,1000034
2019-09-21,1005080
2019-09-22,999658
2019-09-23,995133
2019-09-24,1017395
2019-09-25,1028854
2019-09-26,1027333
2019-09-27,1025615
2019-09-28,1016218
2019-09-29,1021537
2019-09-30,1071850
2019-10-01,1040103
2019-10-02,1041545
2019-10-03,1029600
2019-10-04,1019034
2019-10-05,1018986
2019-10-06,1021353
2019-10-07,1036126
2019-10-08,1026842
2019-10-09,1026944
2019-10-10,1021049
2019-10-11,1015484
2019-10-12,1000608
2019-10-13,990652
2019-10-14,986225
2019-10-15,989643
2019-10-16,994911
2019-10-17,994941
2019-10-18,988559
2019-10-19,976031
2019-10-20,962415
2019-10-21,943965
2019-10-22,940709
2019-10-23,936169
2019-10-24,934528
2019-10-25,940250
2019-10-26,938133
2019-10-27,923062
2019-10-28,895932
2019-10-29,877263
2019-10-30,868666
2019-10-31,873604
2019-11-01,885260
2019-11-02,882261
2019-11-03,880995
2019-11-04,873435
2019-11-05,871751
2019-11-06,873468
2019-11-07,871212
2019-11-08,873834
2019-11-09,861651
2019-11-10,855981
2019-11-11,848977
2019-11-12,859721
2019-11-13,877168
2019-11-14,900242
2019-11-15,899425
2019-11-16,880903
2019-11-17,875603
2019-11-18,871063
2019-11-19,866501
2019-11-20,873227
2019-11-21,886492
2019-11-22,881216
2019-11-23,896372
2019-11-24,888963
2019-11-25,866359
2019-11-26,854487
2019-11-27,847436
2019-11-28,841664
2019-11-29,839194
2019-11-30,820371
2019-12-01,817985
2019-12-02,827910
2019-12-03,839232
2019-12-04,849850
2019-12-05,871397
2019-12-06,852496
2019-12-07,834211
2019-12-08,829640
2019-12-09,832618
2019-12-10,851928
2019-12-11,883821
2019-12-12,867499
2019-12-13,853185
2019-12-14,833036
2019-12-15,830508
2019-12-16,828975
2019-12-17,824423
2019-12-18,813608
2019-12-19,807838
2019-12-20,783906
2019-12-21,766075
2019-12-22,774365
2019-12-23,783113
2019-12-24,768960
2019-12-25,773556
2019-12-26,800566
2019-12-27,788186
2019-12-28,786771
2019-12-29,800197
2019-12-30,792322
2019-12-31,773521
2020-01-01,775430
2020-01-02,779158
2020-01-03,791755
2020-01-04,781234
2020-01-05,795511
2020-01-06,811216
2020-01-07,821742
2020-01-08,861952
2020-01-09,905050
2020-01-10,943228
2020-01-11,910084
2020-01-12,901029
2020-01-13,890054
2020-01-14,849739
2020-01-15,832845
2020-01-16,822401
2020-01-17,838751
2020-01-18,836482
2020-01-19,841769
2020-01-20,849534
2020-01-21,860229
2020-01-22,858728
2020-01-23,865406
2020-01-24,868833
2020-01-25,861296
2020-01-26,848531
2020-01-27,841950
2020-01-28,837360
2020-01-29,852746
2020-01-30,871574
2020-01-31,888054
2020-02-01,888971
2020-02-02,933051
2020-02-03,953612
2020-02-04,932395
2020-02-05,910934
2020-02-06,878553
2020-02-07,867536
2020-02-08,847434
2020-02-09,835321
2020-02-10,863250
2020-02-11,871356
2020-02-12,902729
2020-02-13,927611
2020-02-14,949275
2020-02-15,995718
2020-02-16,1031124
2020-02-17,982030
2020-02-18,947431
2020-02-19,922473
2020-02-20,919458
2020-02-21,912961
2020-02-22,918670
2020-02-23,934743
2020-02-24,915612
2020-02-25,882812
2020-02-26,877533
2020-02-27,882731
2020-02-28,900256
2020-02-29,894550
2020-03-01,925438
2020-03-02,926829
2020-03-03,938389
2020-03-04,947083
2020-03-05,965742
2020-03-06,983220
2020-03-07,999257
2020-03-08,979834
2020-03-09,981115
2020-03-10,1012679
2020-03-11,1038786
2020-03-12,1074690
2020-03-13,1066775
2020-03-14,1019749
2020-03-15,1001321
2020-03-16,995328
2020-03-17,985116
2020-03-18,982114
2020-03-19,982139
2020-03-20,992538
2020-03-21,1019536
2020-03-22,1025598
2020-03-23,1017874
2020-03-24,1001042
2020-03-25,996947
2020-03-26,988972
2020-03-27,985445
2020-03-28,1011872
2020-03-29,1052185
2020-03-30,1066397
2020-03-31,1076936
2020-04-01,1077170
2020-04-02,1106849
2020-04-03,1140395
2020-04-04,1109632
2020-04-05,1124763
2020-04-06,1146383
2020-04-07,1160740
2020-04-08,1138007
2020-04-09,1107738
2020-04-10,1057605
2020-04-11,1032186
2020-04-12,1048568
2020-04-13,1044614
2020-04-14,1092433
2020-04-15,1135837
2020-04-16,1155420
2020-04-17,1132967
2020-04-18,1114151
2020-04-19,1115004
2020-04-20,1115753
2020-04-21,1122501
2020-04-22,1133062
2020-04-23,1164151
2020-04-24,1180194
2020-04-25,1156778
2020-04-26,1173956
2020-04-27,1179440
2020-04-28,1162428
2020-04-29,1152106
2020-04-30,1181991
2020-05-01,1189644
2020-05-02,1180052
2020-05-03,1172231
2020-05-04,1167737
2020-05-05,1201635
2020-05-06,1212295
2020-05-07,1183391
2020-05-08,1181296
2020-05-09,1180843
2020-05-10,1200824
2020-05-11,1213050
2020-05-12,1272099
2020-05-13,1295159
