date_obj,Black%20plateskirt%20(g) price
2019-03-23,3416
2019-03-24,3416
2019-03-25,3416
2019-03-26,3529
2019-03-27,3529
2019-03-28,3529
2019-03-29,3586
2019-03-30,3586
2019-03-31,3586
2019-04-01,3586
2019-04-02,3569
2019-04-03,3569
2019-04-04,3569
2019-04-05,3450
2019-04-06,3450
2019-04-07,3450
2019-04-08,3504
2019-04-09,3504
2019-04-10,3504
2019-04-11,3518
2019-04-12,3518
2019-04-13,3388
2019-04-14,3388
2019-04-15,3330
2019-04-16,3330
2019-04-17,3191
2019-04-18,3191
2019-04-19,3043
2019-04-20,3043
2019-04-21,2949
2019-04-22,2949
2019-04-23,2941
2019-04-24,2941
2019-04-25,2914
2019-04-26,2914
2019-04-27,2914
2019-04-28,2913
2019-04-29,2913
2019-04-30,2949
2019-05-01,2949
2019-05-02,2949
2019-05-03,2944
2019-05-04,2944
2019-05-05,2944
2019-05-06,2903
2019-05-07,2903
2019-05-08,2903
2019-05-09,2819
2019-05-10,2819
2019-05-11,2819
2019-05-12,2751
2019-05-13,2751
2019-05-14,2751
2019-05-15,2695
2019-05-16,2695
2019-05-17,2695
2019-05-18,2671
2019-05-19,2671
2019-05-20,2671
2019-05-21,2674
2019-05-22,2674
2019-05-23,2674
2019-05-24,2682
2019-05-25,2682
2019-05-26,2682
2019-05-27,2585
2019-05-28,2585
2019-05-29,2585
2019-05-30,2537
2019-05-31,2537
2019-06-01,2537
2019-06-02,2502
2019-06-03,2502
2019-06-04,2409
2019-06-05,2409
2019-06-06,2459
2019-06-07,2459
2019-06-08,2459
2019-06-09,2466
2019-06-10,2466
2019-06-11,2466
2019-06-12,2420
2019-06-13,2420
2019-06-14,2420
2019-06-15,2357
2019-06-16,2357
2019-06-17,2303
2019-06-18,2303
2019-06-19,2303
2019-06-20,2276
2019-06-21,2276
2019-06-22,2276
2019-06-23,2170
2019-06-24,2170
2019-06-25,2170
2019-06-26,2118
2019-06-27,2118
2019-06-28,2118
2019-06-29,2100
2019-06-30,2100
2019-07-01,2100
2019-07-02,2167
2019-07-03,2167
2019-07-04,2234
2019-07-05,2234
2019-07-06,2234
2019-07-07,2257
2019-07-08,2257
2019-07-09,2261
2019-07-10,2261
2019-07-11,2261
2019-07-12,2203
2019-07-13,2203
2019-07-14,2203
2019-07-15,2156
2019-07-16,2156
2019-07-17,2156
2019-07-18,2121
2019-07-19,2121
2019-07-20,2121
2019-07-21,2121
2019-07-22,2211
2019-07-23,2211
2019-07-24,2211
2019-07-25,2233
2019-07-26,2233
2019-07-27,2233
2019-07-28,2213
2019-07-29,2213
2019-07-30,2213
2019-07-31,2308
2019-08-01,2308
2019-08-02,2308
2019-08-03,2308
2019-08-04,2408
2019-08-05,2408
2019-08-06,2408
2019-08-07,2458
2019-08-08,2458
2019-08-09,2458
2019-08-10,2480
2019-08-11,2480
2019-08-12,2480
2019-08-13,2461
2019-08-14,2461
2019-08-15,2461
2019-08-16,2560
2019-08-17,2560
2019-08-18,2560
2019-08-19,2560
2019-08-20,2565
2019-08-21,2565
2019-08-22,2565
2019-08-23,2476
2019-08-24,2476
2019-08-24,2476
2019-08-25,2476
2019-08-25,2476
2019-08-26,2496
2019-08-27,2496
2019-08-27,2496
2019-08-28,2496
2019-08-29,2496
2019-08-30,2593
2019-08-31,2593
2019-09-01,2593
2019-09-02,2522
2019-09-03,2522
2019-09-04,2628
2019-09-05,2628
2019-09-06,2628
2019-09-07,2741
2019-09-08,2741
2019-09-09,2741
2019-09-10,2873
2019-09-11,2873
2019-09-12,2873
2019-09-13,2967
2019-09-14,2967
2019-09-15,2967
2019-09-16,3034
2019-09-17,3034
2019-09-18,3034
2019-09-19,3034
2019-09-20,3037
2019-09-21,3037
2019-09-22,3037
2019-09-23,3084
2019-09-24,3084
2019-09-25,3084
2019-09-26,3069
2019-09-27,3069
2019-09-28,3069
2019-09-29,3069
2019-09-30,3034
2019-10-01,3034
2019-10-02,3034
2019-10-03,3058
2019-10-04,3058
2019-10-05,3058
2019-10-06,2918
2019-10-07,2918
2019-10-08,2918
2019-10-09,2911
2019-10-10,2911
2019-10-11,2911
2019-10-12,2856
2019-10-13,2856
2019-10-14,2856
2019-10-15,2804
2019-10-16,2804
2019-10-17,2804
2019-10-18,2804
2019-10-19,2713
2019-10-20,2713
2019-10-21,2713
2019-10-22,2713
2019-10-23,2585
2019-10-24,2585
2019-10-25,2585
2019-10-26,2537
2019-10-27,2537
2019-10-28,2537
2019-10-29,2537
2019-10-30,2536
2019-10-31,2536
2019-11-01,2536
2019-11-02,2612
2019-11-03,2612
2019-11-04,2612
2019-11-05,2587
2019-11-06,2587
2019-11-07,2587
2019-11-08,2587
2019-11-09,2690
2019-11-10,2690
2019-11-11,2690
2019-11-12,2768
2019-11-13,2768
2019-11-14,2768
2019-11-15,2768
2019-11-16,2832
2019-11-17,2832
2019-11-18,2832
2019-11-19,2832
2019-11-20,2810
2019-11-21,2810
2019-11-22,2810
2019-11-23,2810
2019-11-24,2884
2019-11-25,2884
2019-11-26,2884
2019-11-27,2884
2019-11-28,2775
2019-11-29,2775
2019-11-30,2775
2019-12-01,2775
2019-12-02,2775
2019-12-03,2788
2019-12-04,2788
2019-12-05,2788
2019-12-06,2788
2019-12-07,2738
2019-12-08,2738
2019-12-09,2738
2019-12-10,2703
2019-12-11,2703
2019-12-12,2703
2019-12-13,2703
2019-12-14,2703
2019-12-15,2649
2019-12-16,2649
2019-12-17,2649
2019-12-18,2649
2019-12-19,2649
2019-12-20,2596
2019-12-21,2596
2019-12-22,2596
2019-12-23,2514
2019-12-24,2514
2019-12-25,2514
2019-12-26,2514
2019-12-27,2497
2019-12-28,2497
2019-12-29,2497
2019-12-30,2497
2019-12-31,2474
2020-01-01,2474
2020-01-02,2474
2020-01-03,2389
2020-01-04,2389
2020-01-05,2389
2020-01-06,2389
2020-01-07,2313
2020-01-08,2313
2020-01-09,2313
2020-01-10,2313
2020-01-11,2221
2020-01-12,2221
2020-01-13,2221
2020-01-14,2221
2020-01-15,2196
2020-01-16,2196
2020-01-17,2196
2020-01-18,2196
2020-01-19,2176
2020-01-20,2176
2020-01-21,2176
2020-01-22,2167
2020-01-23,2167
2020-01-24,2167
2020-01-25,2161
2020-01-26,2161
2020-01-27,2161
2020-01-28,2163
2020-01-29,2163
2020-01-30,2163
2020-01-31,2163
2020-02-01,2158
2020-02-02,2158
2020-02-03,2158
2020-02-04,2158
2020-02-05,2191
2020-02-06,2191
2020-02-07,2191
2020-02-08,2191
2020-02-09,2163
2020-02-10,2163
2020-02-11,2163
2020-02-12,2203
2020-02-13,2203
2020-02-14,2203
2020-02-15,2203
2020-02-16,2189
2020-02-17,2189
2020-02-18,2189
2020-02-19,2189
2020-02-20,2288
2020-02-21,2288
2020-02-22,2288
2020-02-23,2288
2020-02-24,2338
2020-02-25,2338
2020-02-26,2338
2020-02-27,2338
2020-02-28,2316
2020-02-29,2316
2020-03-01,2316
2020-03-02,2316
2020-03-03,2357
2020-03-04,2357
2020-03-05,2357
2020-03-06,2357
2020-03-07,2457
2020-03-08,2457
2020-03-09,2457
2020-03-10,2522
2020-03-11,2522
2020-03-12,2522
2020-03-13,2522
2020-03-14,2559
2020-03-15,2559
2020-03-16,2559
2020-03-17,2559
2020-03-18,2681
2020-03-19,2681
2020-03-20,2681
2020-03-21,2806
2020-03-22,2806
2020-03-23,2806
2020-03-24,2895
2020-03-25,2895
2020-03-26,2895
2020-03-27,3006
2020-03-28,3006
2020-03-29,2996
2020-03-30,2996
2020-03-31,2996
2020-04-01,2962
2020-04-02,2962
2020-04-03,2962
2020-04-04,2819
2020-04-05,2819
2020-04-06,2685
2020-04-07,2685
2020-04-08,2550
2020-04-09,2550
2020-04-10,2435
2020-04-11,2363
2020-04-12,2363
2020-04-13,2363
2020-04-14,2333
2020-04-15,2333
2020-04-16,2333
2020-04-17,2418
2020-04-18,2418
2020-04-19,2525
2020-04-20,2525
2020-04-21,2525
2020-04-22,2633
2020-04-23,2633
2020-04-24,2633
2020-04-25,2744
2020-04-26,2744
2020-04-27,2791
2020-04-28,2791
2020-04-29,2791
2020-04-30,2792
2020-05-01,2792
2020-05-02,2792
2020-05-03,2714
2020-05-04,2714
2020-05-05,2714
2020-05-06,2697
2020-05-07,2697
2020-05-08,2697
2020-05-09,2644
2020-05-10,2644
2020-05-11,2644
2020-05-12,2620
2020-05-13,2620
