date_obj,Rune%20plateskirt%20(g) price
2019-04-03,39219
2019-04-04,39463
2019-04-05,39384
2019-04-06,39748
2019-04-07,39504
2019-04-08,39513
2019-04-09,38971
2019-04-10,39220
2019-04-11,38825
2019-04-12,38107
2019-04-13,38554
2019-04-14,38688
2019-04-15,38778
2019-04-16,38861
2019-04-17,39382
2019-04-18,39204
2019-04-19,39397
2019-04-20,39286
2019-04-21,39286
2019-04-22,39302
2019-04-23,38786
2019-04-24,39087
2019-04-25,38669
2019-04-26,38866
2019-04-27,39348
2019-04-28,38781
2019-04-29,39024
2019-04-30,39068
2019-05-01,39068
2019-05-02,39234
2019-05-03,39380
2019-05-04,39619
2019-05-05,39361
2019-05-06,39361
2019-05-07,39045
2019-05-08,38975
2019-05-09,39160
2019-05-10,38980
2019-05-11,38885
2019-05-12,39295
2019-05-13,39341
2019-05-14,39116
2019-05-15,39116
2019-05-16,39449
2019-05-17,39449
2019-05-18,39383
2019-05-19,39383
2019-05-20,39206
2019-05-21,39206
2019-05-22,39370
2019-05-23,39488
2019-05-24,39183
2019-05-25,39568
2019-05-26,39318
2019-05-27,39895
2019-05-28,39424
2019-05-29,39545
2019-05-30,39295
2019-05-31,39295
2019-06-01,39240
2019-06-02,39502
2019-06-03,40010
2019-06-04,40105
2019-06-05,39953
2019-06-06,39857
2019-06-07,40076
2019-06-08,39687
2019-06-09,39519
2019-06-10,39519
2019-06-11,39918
2019-06-12,39561
2019-06-13,39649
2019-06-14,39981
2019-06-15,39941
2019-06-16,40214
2019-06-17,40486
2019-06-18,41443
2019-06-19,40351
2019-06-20,39868
2019-06-21,40050
2019-06-22,40014
2019-06-23,39994
2019-06-24,39814
2019-06-25,39083
2019-06-26,38899
2019-06-27,38694
2019-06-28,38694
2019-06-29,38984
2019-06-30,39295
2019-07-01,39295
2019-07-02,39923
2019-07-03,39177
2019-07-04,39136
2019-07-05,38993
2019-07-06,38979
2019-07-07,39203
2019-07-08,39203
2019-07-09,38905
2019-07-10,39405
2019-07-11,39150
2019-07-12,38524
2019-07-13,38524
2019-07-14,39080
2019-07-15,39080
2019-07-16,39220
2019-07-17,38985
2019-07-18,39359
2019-07-19,39438
2019-07-20,39458
2019-07-21,39350
2019-07-22,39350
2019-07-23,40065
2019-07-24,40065
2019-07-25,39813
2019-07-26,39813
2019-07-27,39367
2019-07-28,38668
2019-07-29,38364
2019-07-30,38776
2019-07-31,38748
2019-08-01,38748
2019-08-02,39547
2019-08-03,39026
2019-08-04,39026
2019-08-05,39447
2019-08-06,40502
2019-08-07,40187
2019-08-08,40187
2019-08-09,39683
2019-08-10,39573
2019-08-11,39573
2019-08-12,39731
2019-08-13,39731
2019-08-14,38899
2019-08-15,39225
2019-08-16,38768
2019-08-17,38768
2019-08-18,38897
2019-08-19,38701
2019-08-20,38701
2019-08-21,38427
2019-08-22,38698
2019-08-23,38698
2019-08-24,39239
2019-08-24,39239
2019-08-25,39239
2019-08-25,39239
2019-08-26,38957
2019-08-26,38957
2019-08-27,39299
2019-08-27,39299
2019-08-28,38746
2019-08-29,38746
2019-08-30,38956
2019-08-31,38956
2019-09-01,38712
2019-09-02,38712
2019-09-03,38459
2019-09-04,38900
2019-09-05,38900
2019-09-06,38944
2019-09-07,39395
2019-09-08,38787
2019-09-09,38787
2019-09-10,38849
2019-09-11,38619
2019-09-12,38619
2019-09-13,38829
2019-09-14,39157
2019-09-15,39140
2019-09-16,38612
2019-09-17,38612
2019-09-18,38709
2019-09-19,38709
2019-09-20,38799
2019-09-21,38882
2019-09-22,38659
2019-09-23,38514
2019-09-24,38514
2019-09-25,38835
2019-09-26,38949
2019-09-27,38949
2019-09-28,38648
2019-09-29,38648
2019-09-30,38587
2019-10-01,38705
2019-10-02,38705
2019-10-03,38828
2019-10-04,38828
2019-10-05,38865
2019-10-06,39268
2019-10-07,39268
2019-10-08,39402
2019-10-09,39402
2019-10-10,39165
2019-10-11,39165
2019-10-12,38310
2019-10-13,38198
2019-10-14,37980
2019-10-15,37980
2019-10-16,38191
2019-10-17,38191
2019-10-18,38233
2019-10-19,38143
2019-10-20,38053
2019-10-21,38102
2019-10-22,38102
2019-10-23,38626
2019-10-24,38626
2019-10-25,38491
2019-10-26,38324
2019-10-27,38324
2019-10-28,38867
2019-10-29,38867
2019-10-30,38830
2019-10-31,39002
2019-11-01,39002
2019-11-02,38929
2019-11-03,38761
2019-11-04,37778
2019-11-05,37778
2019-11-06,38084
2019-11-07,38084
2019-11-08,38593
2019-11-09,38472
2019-11-10,38855
2019-11-11,38855
2019-11-12,40014
2019-11-13,40014
2019-11-14,40528
2019-11-15,40528
2019-11-16,40723
2019-11-17,40723
2019-11-18,40372
2019-11-19,40372
2019-11-20,40831
2019-11-21,40831
2019-11-22,40676
2019-11-23,40114
2019-11-24,40114
2019-11-25,39326
2019-11-26,38836
2019-11-27,38836
2019-11-28,38998
2019-11-29,38998
2019-11-30,38649
2019-12-01,38923
2019-12-02,38923
2019-12-03,38641
2019-12-04,38507
2019-12-05,38507
2019-12-06,39052
2019-12-07,39052
2019-12-08,38748
2019-12-09,38748
2019-12-10,39215
2019-12-11,39215
2019-12-12,38951
2019-12-13,38951
2019-12-14,39142
2019-12-15,38884
2019-12-16,38884
2019-12-17,38825
2019-12-18,38825
2019-12-19,39144
2019-12-20,39115
2019-12-21,39115
2019-12-22,38562
2019-12-23,38562
2019-12-24,38715
2019-12-25,39064
2019-12-26,39064
2019-12-27,39232
2019-12-28,38453
2019-12-29,38453
2019-12-30,38491
2019-12-31,38491
2020-01-01,38388
2020-01-02,38357
2020-01-03,38357
2020-01-04,38539
2020-01-05,39013
2020-01-06,39013
2020-01-07,39760
2020-01-08,39760
2020-01-09,39889
2020-01-10,39314
2020-01-11,38753
2020-01-12,38874
2020-01-13,38874
2020-01-14,38750
2020-01-15,38933
2020-01-16,39425
2020-01-17,39554
2020-01-18,39554
2020-01-19,39193
2020-01-20,39345
2020-01-21,39345
2020-01-22,39183
2020-01-23,39072
2020-01-24,39072
2020-01-25,38949
2020-01-26,38459
2020-01-27,38906
2020-01-28,38906
2020-01-29,38370
2020-01-30,38370
2020-01-31,38690
2020-02-01,38587
2020-02-02,38864
2020-02-03,38864
2020-02-04,38696
2020-02-05,39051
2020-02-06,38538
2020-02-07,38538
2020-02-08,38613
2020-02-09,38613
2020-02-10,38338
2020-02-11,38338
2020-02-12,38306
2020-02-13,38306
2020-02-14,38024
2020-02-15,38024
2020-02-16,38354
2020-02-17,38239
2020-02-18,38813
2020-02-19,38813
2020-02-20,38732
2020-02-21,38732
2020-02-22,39007
2020-02-23,39007
2020-02-24,39135
2020-02-25,39135
2020-02-26,38762
2020-02-27,38762
2020-02-28,38587
2020-02-29,38587
2020-03-01,38366
2020-03-02,38119
2020-03-03,37993
2020-03-04,37993
2020-03-05,38469
2020-03-06,38884
2020-03-07,38884
2020-03-08,38823
2020-03-09,39054
2020-03-10,38902
2020-03-11,38902
2020-03-12,38797
2020-03-13,38797
2020-03-14,38608
2020-03-15,38682
2020-03-16,38850
2020-03-17,38640
2020-03-18,38692
2020-03-19,38500
2020-03-20,38287
2020-03-21,38599
2020-03-22,38673
2020-03-23,38511
2020-03-24,38433
2020-03-25,39013
2020-03-26,39400
2020-03-27,39339
2020-03-28,39751
2020-03-29,39651
2020-03-30,39532
2020-03-31,39074
2020-04-01,39245
2020-04-02,38992
2020-04-03,38992
2020-04-04,38790
2020-04-05,38654
2020-04-06,39076
2020-04-07,39061
2020-04-08,38994
2020-04-09,39123
2020-04-10,39123
2020-04-11,38626
2020-04-12,38390
2020-04-13,38036
2020-04-14,38579
2020-04-15,38378
2020-04-16,39200
2020-04-17,38707
2020-04-18,38540
2020-04-19,38445
2020-04-20,38180
2020-04-21,38306
2020-04-22,38479
2020-04-23,38228
2020-04-24,38478
2020-04-25,38588
2020-04-26,38489
2020-04-27,38612
2020-04-28,38421
2020-04-29,38335
2020-04-30,38245
2020-05-01,38373
2020-05-02,38265
2020-05-03,38223
2020-05-04,37626
2020-05-05,37887
2020-05-06,37846
2020-05-07,38476
2020-05-08,38597
2020-05-09,38330
2020-05-10,38400
2020-05-11,38360
2020-05-12,38691
2020-05-13,38631
