date_obj,Elder%20chaos%20robe price
2017-08-27,322478
2017-08-28,319090
2017-08-29,323720
2017-08-30,339585
2017-08-31,355646
2017-09-01,355646
2017-09-03,363353
2017-09-04,353251
2017-09-05,355942
2017-09-06,355347
2017-09-07,369636
2017-09-08,369636
2017-09-09,361932
2017-09-10,369870
2017-09-11,368963
2017-09-12,368963
2017-09-13,362006
2017-09-14,352320
2017-09-15,352320
2017-09-16,341228
2017-09-17,327030
2017-09-18,317392
2017-09-19,325491
2017-09-20,339337
2017-09-21,339025
2017-09-22,339967
2017-09-23,339967
2017-09-24,339884
2017-09-25,337644
2017-09-26,339874
2017-09-27,339874
2017-09-28,334800
2017-09-29,337402
2017-09-30,341237
2017-10-01,350858
2017-10-02,355980
2017-10-03,355980
2017-10-04,348687
2017-10-05,340638
2017-10-06,334103
2017-10-07,328482
2017-10-08,331414
2017-10-09,336129
2017-10-10,352268
2017-10-11,352268
2017-10-12,369862
2017-10-13,385511
2017-10-14,392883
2017-10-15,392883
2017-10-16,383900
2017-10-17,383900
2017-10-18,364705
2017-10-19,346469
2017-10-20,333174
2017-10-21,328369
2017-10-22,324521
2017-10-23,322246
2017-10-24,322275
2017-10-25,319915
2017-10-26,326554
2017-10-27,342615
2017-10-28,342615
2017-10-29,359262
2017-10-30,377161
2017-10-31,395951
2017-11-01,395951
2017-11-02,415749
2017-11-03,436417
2017-11-04,458238
2017-11-05,481023
2017-11-06,505075
2017-11-07,530329
2017-11-08,548708
2017-11-09,553582
2017-11-10,554287
2017-11-11,559090
2017-11-12,557487
2017-11-13,558956
2017-11-14,558956
2017-11-15,563584
2017-11-16,565583
2017-11-17,568438
2017-11-18,568438
2017-11-19,578126
2017-11-20,581956
2017-11-21,552858
2017-11-22,525215
2017-11-23,498960
2017-11-24,496273
2017-11-25,486202
2017-11-26,503783
2017-11-27,503783
2017-11-28,528973
2017-11-29,555422
2017-11-30,580816
2017-12-01,583898
2017-12-02,607965
2017-12-03,619483
2017-12-04,625018
2017-12-05,608795
2017-12-06,601498
2017-12-07,583741
2017-12-08,583741
2017-12-09,588329
2017-12-10,590419
2017-12-11,588775
2017-12-12,595812
2017-12-13,595586
2017-12-14,578566
2017-12-15,579129
2017-12-16,579910
2017-12-17,589146
2017-12-18,585161
2017-12-19,590972
2017-12-20,592203
2017-12-21,583761
2017-12-22,583219
2017-12-23,576354
2017-12-24,575526
2017-12-25,579518
2017-12-26,581375
2017-12-27,587594
2017-12-28,596242
2017-12-29,595741
2017-12-30,595702
2017-12-31,594673
2018-01-01,589734
2018-01-02,590315
2018-01-03,579332
2018-01-04,576672
2018-01-05,577807
2018-01-06,580425
2018-01-07,579938
2018-01-08,581384
2018-01-09,583959
2018-01-10,609543
2018-01-11,600998
2018-01-12,594040
2018-01-13,583307
2018-01-14,580072
2018-01-15,569991
2018-01-16,544023
2018-01-17,523840
2018-01-18,504067
2018-01-19,504067
2018-01-20,478863
2018-01-21,469530
2018-01-22,462357
2018-01-23,461301
2018-01-25,432771
2018-01-26,429241
2018-01-27,427502
2018-01-28,423136
2018-01-29,411079
2018-01-30,410619
2018-01-31,410380
2018-02-01,410651
2018-02-02,410495
2018-02-03,400582
2018-02-04,383086
2018-02-05,364030
2018-02-06,356836
2018-02-07,358392
2018-02-08,368767
2018-02-09,369696
2018-02-10,379588
2018-02-11,376105
2018-02-12,393011
2018-02-13,412662
2018-02-14,430181
2018-02-15,436748
2018-02-16,421222
2018-02-17,400259
2018-02-18,382536
2018-02-19,367514
2018-02-20,360018
2018-02-21,364045
2018-02-22,369215
2018-02-23,377940
2018-02-24,384711
2018-02-25,396749
2018-02-26,414352
2018-02-27,408850
2018-02-28,402308
2018-03-01,384368
2018-03-02,385866
2018-03-03,389278
2018-03-04,389187
2018-03-05,382878
2018-03-06,386148
2018-03-07,375007
2018-03-09,364242
2018-03-10,362155
2018-03-11,349227
2018-03-12,344196
2018-03-13,358131
2018-03-14,371904
2018-03-15,369704
2018-03-16,370262
2018-03-17,359211
2018-03-18,359159
2018-03-20,363126
2018-03-21,354857
2018-03-23,345403
2018-03-24,346391
2018-03-25,356218
2018-03-26,353355
2018-03-27,356878
2018-03-28,351618
2018-03-29,358694
2018-03-30,370900
2018-03-31,369112
2018-04-01,358531
2018-04-02,363316
2018-04-03,368019
2018-04-04,372080
2018-04-05,372496
2018-04-06,367901
2018-04-07,361686
2018-04-08,358447
2018-04-09,351932
2018-04-10,350204
2018-04-11,336387
2018-04-12,323700
2018-04-13,332758
2018-04-14,347561
2018-04-15,355892
2018-04-16,350740
2018-04-17,346047
2018-04-18,339420
2018-04-19,344693
2018-04-20,345867
2018-04-21,345835
2018-04-22,329625
2018-04-23,332142
2018-04-24,338260
2018-04-25,335104
2018-04-26,329559
2018-04-27,322065
2018-04-28,322185
2018-04-29,320458
2018-04-30,329029
2018-05-01,341084
2018-05-03,361422
2018-05-04,357949
2018-05-05,348069
2018-05-07,330637
2018-05-08,331071
2018-05-09,334258
2018-05-10,337590
2018-05-11,330744
2018-05-12,318658
2018-05-13,314439
2018-05-14,314116
2018-05-15,311410
2018-05-16,318558
2018-05-17,325831
2018-05-18,331407
2018-05-19,347865
2018-05-20,360695
2018-05-21,356178
2018-05-22,353495
2018-05-23,343978
2018-05-24,329345
2018-05-25,329790
2018-05-26,329504
2018-05-27,331540
2018-05-28,332085
2018-05-29,333781
2018-05-30,334970
2018-05-31,339596
2018-06-01,337695
2018-06-02,342401
2018-06-03,341972
2018-06-04,335551
2018-06-05,335547
2018-06-06,340176
2018-06-07,350987
2018-06-08,352665
2018-06-09,342154
2018-06-10,328715
2018-06-11,318415
2018-06-12,303186
2018-06-13,291748
2018-06-14,277948
2018-06-15,271737
2018-06-16,282200
2018-06-17,293641
2018-06-18,285315
2018-06-19,289256
2018-06-20,298446
2018-06-21,309657
2018-06-22,305362
2018-06-23,292738
2018-06-24,282387
2018-06-25,282498
2018-06-26,279045
2018-06-27,268517
2018-06-28,269126
2018-06-29,272925
2018-06-30,286204
2018-07-01,296864
2018-07-02,294579
2018-07-03,289718
2018-07-04,300349
2018-07-05,306571
2018-07-06,300401
2018-07-07,293702
2018-07-08,293665
2018-07-09,300894
2018-07-10,302751
2018-07-11,297733
2018-07-12,298453
2018-07-13,300027
2018-07-14,312846
2018-07-15,320669
2018-07-16,327786
2018-07-17,333913
2018-07-18,348780
2018-07-19,358911
2018-07-20,352932
2018-07-21,341789
2018-07-22,334502
2018-07-23,351173
2018-07-24,364270
2018-07-25,362995
2018-07-26,363899
2018-07-27,355706
2018-07-28,348648
2018-07-29,347191
2018-07-30,346231
2018-07-31,334885
2018-08-01,333698
2018-08-02,347014
2018-08-03,359520
2018-08-04,367874
2018-08-05,367514
2018-08-06,360355
2018-08-07,357393
2018-08-08,348693
2018-08-09,345869
2018-08-10,331309
2018-08-11,323406
2018-08-12,322390
2018-08-14,304208
2018-08-16,310522
2018-08-17,297768
2018-08-18,302401
2018-08-19,311840
2018-08-20,326852
2018-08-21,343195
2018-08-22,356346
2018-08-23,374130
2018-08-24,392794
2018-08-25,410687
2018-08-26,422119
2018-08-27,437208
2018-08-28,459069
2018-08-29,481361
2018-08-30,503463
2018-08-31,527849
2018-09-01,553818
2018-09-02,551306
2018-09-03,535161
2018-09-04,509946
2018-09-05,488571
2018-09-06,486115
2018-09-07,479100
2018-09-08,468801
2018-09-09,454519
2018-09-10,439677
2018-09-11,423463
2018-09-12,415820
2018-09-13,395207
2018-09-14,382215
2018-09-15,378483
2018-09-16,377218
2018-09-17,372334
2018-09-18,361208
2018-09-19,353561
2018-09-20,344313
2018-09-21,352675
2018-09-22,352053
2018-09-23,350127
2018-09-24,346189
2018-09-25,339088
2018-09-26,333181
2018-09-27,334171
2018-09-28,338739
2018-09-29,339423
2018-09-30,329863
2018-10-01,332611
2018-10-02,347466
2018-10-03,364362
2018-10-04,377079
2018-10-05,381229
2018-10-06,376774
2018-10-07,374403
2018-10-08,362251
2018-10-09,347472
2018-10-10,342032
2018-10-11,339652
2018-10-12,338531
2018-10-13,330499
2018-10-14,326543
2018-10-15,315927
2018-10-16,314941
2018-10-17,319754
2018-10-18,323734
2018-10-19,322581
2018-10-20,309241
2018-10-21,302779
2018-10-22,290917
2018-10-23,292760
2018-10-24,288520
2018-10-25,299322
2018-10-26,308173
2018-10-27,306551
2018-10-28,297431
2018-10-29,285305
2018-10-30,272904
2018-10-31,271279
2018-11-01,282750
2018-11-03,287357
2018-11-04,301725
2018-11-05,315838
2018-11-06,330051
2018-11-07,345965
2018-11-08,355103
2018-11-09,358863
2018-11-10,376582
2018-11-11,384116
2018-11-12,400358
2018-11-13,420376
2018-11-14,440286
2018-11-15,441242
2018-11-16,445903
2018-11-17,465087
2018-11-18,476933
2018-11-19,462874
2018-11-20,451152
2018-11-21,462261
2018-11-22,479783
2018-11-23,464797
2018-11-24,465039
2018-11-25,485697
2018-11-26,508015
2018-11-27,527597
2018-11-28,553977
2018-11-29,580112
2018-12-01,570571
2018-12-02,542042
2018-12-03,518586
2018-12-04,500403
2018-12-05,502840
2018-12-07,470968
2018-12-09,460816
2018-12-10,454475
2018-12-11,438297
2018-12-12,433975
2018-12-13,424783
2018-12-14,419781
2018-12-15,428442
2018-12-16,432569
2018-12-17,442237
2018-12-18,425636
2018-12-19,412902
2018-12-20,410616
2018-12-21,416425
2018-12-22,432521
2018-12-23,432693
2018-12-24,454010
2018-12-25,468168
2018-12-26,484177
2018-12-27,484028
2018-12-28,471929
2018-12-29,463188
2018-12-30,455508
2018-12-31,445516
2019-01-01,443777
2019-01-02,433822
2019-01-03,435656
2019-01-04,431267
2019-01-05,425041
2019-01-06,429027
2019-01-08,443814
2019-01-10,445465
2019-01-11,431459
2019-01-12,427562
2019-01-13,414296
2019-01-14,415705
2019-01-15,416071
2019-01-16,414933
2019-01-17,408783
2019-01-18,399719
2019-01-19,407062
2019-01-20,409361
2019-01-21,409083
2019-01-22,427459
2019-01-23,420524
2019-01-24,416874
2019-01-25,415276
2019-01-26,407592
2019-01-27,404608
2019-01-28,399854
2019-01-29,400715
2019-01-30,406518
2019-01-31,411357
2019-02-01,409221
2019-02-02,417483
2019-02-03,408648
2019-02-04,405591
2019-02-05,394603
2019-02-06,376157
2019-02-07,369684
2019-02-08,368324
2019-02-09,360990
2019-02-10,355546
2019-02-11,349225
2019-02-12,338927
2019-02-13,340879
2019-02-14,351693
2019-02-15,356345
2019-02-16,344130
2019-02-17,333184
2019-02-18,331388
2019-02-19,318739
2019-02-20,315907
2019-02-21,310155
2019-02-22,308648
2019-02-23,301666
2019-02-24,292284
2019-02-25,288932
2019-02-26,282512
2019-02-27,276295
2019-02-28,267562
2019-03-01,265061
2019-03-02,277290
2019-03-03,284111
2019-03-04,276953
2019-03-05,266861
2019-03-06,263179
2019-03-07,265890
2019-03-08,265463
2019-03-09,274489
2019-03-10,283626
2019-03-11,286964
2019-03-12,292358
2019-03-13,294128
2019-03-14,281802
2019-03-15,279565
2019-03-16,278253
2019-03-17,284759
2019-03-18,298997
2019-03-19,313915
2019-03-20,322453
2019-03-21,338145
2019-03-22,355053
2019-03-23,372806
2019-03-24,391447
2019-03-25,409958
2019-03-26,405931
2019-03-27,391266
2019-03-28,378973
2019-03-29,384660
2019-03-30,384316
2019-03-31,375281
2019-04-01,361551
2019-04-02,353341
2019-04-03,345509
2019-04-04,345918
2019-04-05,330527
2019-04-06,314188
2019-04-07,299383
2019-04-08,294722
2019-04-09,294764
2019-04-10,302026
2019-04-11,306730
2019-04-12,317276
2019-04-13,316590
2019-04-14,315948
2019-04-15,326200
2019-04-16,320636
2019-04-17,312241
2019-04-18,311325
2019-04-19,313881
2019-04-20,317596
2019-04-21,313759
2019-04-22,328018
2019-04-23,341193
2019-04-24,348646
2019-04-25,355506
2019-04-26,362072
2019-04-27,370073
2019-04-28,378449
2019-04-29,377162
2019-04-30,376903
2019-05-01,377986
2019-05-02,369637
2019-05-03,365803
2019-05-04,365757
2019-05-05,364617
2019-05-06,357707
2019-05-07,353756
2019-05-08,348471
2019-05-09,347470
2019-05-10,340697
2019-05-11,325910
2019-05-12,316161
2019-05-13,308351
2019-05-14,312018
2019-05-15,324148
2019-05-16,325226
2019-05-17,332562
2019-05-18,341777
2019-05-19,336792
2019-05-20,337013
2019-05-21,332413
2019-05-22,331709
2019-05-23,327844
2019-05-24,323480
2019-05-25,321723
2019-05-26,313326
2019-05-27,311381
2019-05-28,313054
2019-05-29,309017
2019-05-30,308803
2019-05-31,310737
2019-06-01,309011
2019-06-02,304486
2019-06-03,303000
2019-06-04,307789
2019-06-05,299043
2019-06-06,300717
2019-06-07,300803
2019-06-08,296260
2019-06-09,294049
2019-06-10,291481
2019-06-11,289745
2019-06-12,289551
2019-06-13,289901
2019-06-14,304136
2019-06-15,318021
2019-06-16,329259
2019-06-17,345722
2019-06-18,355315
2019-06-19,358884
2019-06-20,370748
2019-06-21,365943
2019-06-22,347645
2019-06-23,341169
2019-06-24,334310
2019-06-25,337200
2019-06-26,340406
2019-06-27,343990
2019-06-28,346922
2019-06-29,346899
2019-06-30,341735
2019-07-01,342055
2019-07-02,333667
2019-07-03,329472
2019-07-04,324659
2019-07-05,324572
2019-07-06,326273
2019-07-07,325517
2019-07-08,323450
2019-07-09,332604
2019-07-10,342232
2019-07-11,351455
2019-07-12,345559
2019-07-13,342271
2019-07-14,327865
2019-07-15,336838
2019-07-16,335640
2019-07-17,331185
2019-07-18,330546
2019-07-19,328425
2019-07-20,318242
2019-07-21,312479
2019-07-22,326175
2019-07-23,328005
2019-07-24,318195
2019-07-25,312232
2019-07-26,303663
2019-07-27,291068
2019-07-28,284794
2019-07-29,273329
2019-07-30,278959
2019-07-31,292709
2019-08-01,306110
2019-08-02,317058
2019-08-03,309611
2019-08-04,294942
2019-08-05,297386
2019-08-06,294752
2019-08-07,290671
2019-08-08,291197
2019-08-09,285221
2019-08-10,283891
2019-08-11,285246
2019-08-12,282496
2019-08-13,282087
2019-08-14,289186
2019-08-15,284128
2019-08-16,295917
2019-08-17,310713
2019-08-18,320661
2019-08-19,329352
2019-08-20,340889
2019-08-21,356926
2019-08-22,349629
2019-08-23,350315
2019-08-24,341739
2019-08-24,341739
2019-08-25,331475
2019-08-25,331475
2019-08-26,324567
2019-08-27,315221
2019-08-27,315221
2019-08-28,311765
2019-08-29,304326
2019-08-30,300808
2019-08-31,302373
2019-09-01,308682
2019-09-02,310075
2019-09-03,305116
2019-09-04,304035
2019-09-05,300482
2019-09-06,297648
2019-09-07,310249
2019-09-08,316504
2019-09-09,332275
2019-09-10,338551
2019-09-11,322317
2019-09-12,323109
2019-09-13,339265
2019-09-14,356229
2019-09-15,374041
2019-09-16,392622
2019-09-17,412254
2019-09-18,432867
2019-09-19,431326
2019-09-20,426901
2019-09-21,425121
2019-09-22,412056
2019-09-23,410522
2019-09-24,431049
2019-09-25,452568
2019-09-26,467179
2019-09-27,468676
2019-09-28,467700
2019-09-29,487711
2019-09-30,509383
2019-10-01,521785
2019-10-02,532533
2019-10-03,558185
2019-10-04,582287
2019-10-05,586392
2019-10-06,589518
2019-10-07,599365
2019-10-08,580707
2019-10-09,551671
2019-10-10,524152
2019-10-11,497944
2019-10-12,473046
2019-10-13,451608
2019-10-14,432676
2019-10-15,414995
2019-10-16,405044
2019-10-17,392398
2019-10-18,385765
2019-10-19,381770
2019-10-20,376047
2019-10-21,372359
2019-10-22,375309
2019-10-23,372306
2019-10-24,370659
2019-10-25,370256
2019-10-26,366412
2019-10-27,365699
2019-10-28,362470
2019-10-29,358687
2019-10-30,352652
2019-10-31,354097
2019-11-01,356281
2019-11-02,346411
2019-11-03,344899
2019-11-04,341813
2019-11-05,339920
2019-11-06,333459
2019-11-07,329280
2019-11-08,330870
2019-11-09,334840
2019-11-10,346357
2019-11-11,341406
2019-11-12,335114
2019-11-13,332695
2019-11-14,335292
2019-11-15,338276
2019-11-16,345954
2019-11-17,359076
2019-11-18,368129
2019-11-19,377798
2019-11-20,368574
2019-11-21,369292
2019-11-22,362127
2019-11-23,361597
2019-11-24,355718
2019-11-25,339684
2019-11-26,350071
2019-11-27,339459
2019-11-28,350792
2019-11-29,368332
2019-11-30,386749
2019-12-01,399955
2019-12-02,382224
2019-12-03,363834
2019-12-04,347338
2019-12-05,337649
2019-12-06,333744
2019-12-07,320456
2019-12-08,312208
2019-12-09,307460
2019-12-10,303160
2019-12-11,316113
2019-12-12,330740
2019-12-13,319288
2019-12-14,303323
2019-12-15,293819
2019-12-16,286416
2019-12-17,276670
2019-12-18,262836
2019-12-19,251100
2019-12-20,240512
2019-12-21,252304
2019-12-22,264920
2019-12-23,269777
2019-12-24,260903
2019-12-25,267689
2019-12-26,278321
2019-12-27,282690
2019-12-28,293827
2019-12-29,296079
2019-12-30,292772
2019-12-31,290640
2020-01-01,286288
2020-01-02,286013
2020-01-03,283060
2020-01-04,277444
2020-01-05,270833
2020-01-06,257539
2020-01-07,244973
2020-01-08,249334
2020-01-09,252160
2020-01-10,256921
2020-01-11,252048
2020-01-12,263377
2020-01-13,273990
2020-01-14,272995
2020-01-15,263438
2020-01-16,260627
2020-01-17,254973
2020-01-18,251313
2020-01-19,249103
2020-01-20,249355
2020-01-21,248264
2020-01-22,244347
2020-01-23,243470
2020-01-24,243155
2020-01-25,245390
2020-01-26,251260
2020-01-27,260873
2020-01-28,273813
2020-01-29,284964
2020-01-30,298712
2020-01-31,313514
2020-02-01,329152
2020-02-02,342608
2020-02-03,325800
2020-02-04,310697
2020-02-05,299518
2020-02-06,284542
2020-02-07,270927
2020-02-08,257499
2020-02-09,245307
2020-02-10,238283
2020-02-11,238212
2020-02-12,240590
2020-02-13,244179
2020-02-14,243088
2020-02-15,238923
2020-02-16,241594
2020-02-17,251307
2020-02-18,261557
2020-02-19,260113
2020-02-20,256537
2020-02-21,258185
2020-02-22,262079
2020-02-23,255878
2020-02-24,253228
2020-02-25,252577
2020-02-26,248782
2020-02-27,244838
2020-02-28,243907
2020-02-29,239671
2020-03-01,238233
2020-03-02,237817
2020-03-03,234821
2020-03-04,233950
2020-03-05,239506
2020-03-06,251482
2020-03-07,264057
2020-03-08,275701
2020-03-09,289487
2020-03-10,301383
2020-03-11,294215
2020-03-12,284991
2020-03-13,271467
2020-03-14,259619
2020-03-15,246700
2020-03-16,248237
2020-03-17,259771
2020-03-18,272760
2020-03-19,286344
2020-03-20,290021
2020-03-21,275519
2020-03-22,265782
2020-03-23,256709
2020-03-24,250320
2020-03-25,249923
2020-03-26,252271
2020-03-27,248113
2020-03-28,245209
2020-03-29,238038
2020-03-30,229902
2020-03-31,231191
2020-04-01,237925
2020-04-02,244436
2020-04-03,244053
2020-04-04,244409
2020-04-05,248389
2020-04-06,245655
2020-04-07,241970
2020-04-08,235823
2020-04-09,237112
2020-04-10,235280
2020-04-11,232002
2020-04-12,242566
2020-04-13,253716
2020-04-14,257915
2020-04-15,255710
2020-04-16,251859
2020-04-17,251565
2020-04-18,256916
2020-04-19,257578
2020-04-20,249310
2020-04-21,245277
2020-04-22,247211
2020-04-23,245709
2020-04-24,244615
2020-04-25,246619
2020-04-26,245192
2020-04-27,241037
2020-04-28,242004
2020-04-29,243427
2020-04-30,245394
2020-05-01,245852
2020-05-02,245574
2020-05-03,243672
2020-05-04,237691
2020-05-05,235029
2020-05-06,234898
2020-05-07,237387
2020-05-08,237986
2020-05-09,238192
2020-05-10,237065
2020-05-11,237679
2020-05-12,239055
2020-05-13,240621
