date_obj,Yew%20comp%20bow price
2019-08-27,883
2019-08-27,883
2019-08-28,893
2019-08-29,850
2019-08-30,808
2019-08-31,844
2019-09-01,882
2019-09-02,882
2019-09-03,894
2019-09-04,892
2019-09-05,906
2019-09-06,906
2019-09-07,904
2019-09-08,905
2019-09-09,863
2019-09-10,882
2019-09-11,904
2019-09-12,877
2019-09-13,905
2019-09-14,914
2019-09-15,912
2019-09-16,894
2019-09-17,889
2019-09-18,898
2019-09-19,909
2019-09-20,902
2019-09-21,905
2019-09-22,910
2019-09-23,903
2019-09-24,903
2019-09-25,906
2019-09-26,906
2019-09-27,913
2019-09-28,892
2019-09-29,898
2019-09-30,905
2019-10-01,917
2019-10-02,903
2019-10-03,917
2019-10-04,902
2019-10-05,896
2019-10-06,874
2019-10-07,875
2019-10-08,863
2019-10-09,863
2019-10-10,861
2019-10-11,868
2019-10-12,882
2019-10-13,888
2019-10-14,895
2019-10-15,894
2019-10-16,895
2019-10-17,899
2019-10-18,917
2019-10-19,905
2019-10-20,869
2019-10-21,893
2019-10-22,886
2019-10-23,911
2019-10-24,922
2019-10-25,922
2019-10-26,902
2019-10-27,925
2019-10-28,932
2019-10-29,932
2019-10-30,936
2019-10-31,934
2019-11-01,939
2019-11-02,957
2019-11-03,962
2019-11-04,954
2019-11-05,954
2019-11-06,966
2019-11-07,978
2019-11-08,954
2019-11-09,972
2019-11-10,952
2019-11-11,930
2019-11-12,959
2019-11-13,968
2019-11-14,961
2019-11-15,963
2019-11-16,972
2019-11-17,972
2019-11-18,982
2019-11-19,982
2019-11-20,957
2019-11-21,957
2019-11-22,975
2019-11-23,986
2019-11-24,976
2019-11-25,994
2019-11-26,992
2019-11-27,992
2019-11-28,1003
2019-11-29,972
2019-11-30,987
2019-12-01,1006
2019-12-02,1032
2019-12-03,1035
2019-12-04,1021
2019-12-05,1021
2019-12-06,1030
2019-12-07,1037
2019-12-08,1023
2019-12-09,997
2019-12-10,985
2019-12-11,995
2019-12-12,995
2019-12-13,1011
2019-12-14,1043
2019-12-15,1060
2019-12-16,1047
2019-12-17,1030
2019-12-18,1020
2019-12-19,1021
2019-12-20,1048
2019-12-21,1036
2019-12-22,1035
2019-12-23,1029
2019-12-24,1031
2019-12-25,1017
2019-12-26,1017
2019-12-27,1009
2019-12-28,1010
2019-12-29,993
2019-12-30,1020
2019-12-31,1035
2020-01-01,1005
2020-01-02,1011
2020-01-03,1020
2020-01-04,1017
2020-01-05,1007
2020-01-06,996
2020-01-07,1021
2020-01-08,1021
2020-01-09,1029
2020-01-10,1032
2020-01-11,1012
2020-01-12,1021
2020-01-13,1021
2020-01-14,1024
2020-01-15,1044
2020-01-16,1048
2020-01-17,1051
2020-01-18,1047
2020-01-19,1053
2020-01-20,1040
2020-01-21,1045
2020-01-22,1037
2020-01-23,1047
2020-01-24,1050
2020-01-25,1041
2020-01-26,1032
2020-01-27,1034
2020-01-28,1042
2020-01-29,1043
2020-01-30,1025
2020-01-31,1039
2020-02-01,1047
2020-02-02,1026
2020-02-03,1056
2020-02-04,1069
2020-02-05,1033
2020-02-06,1013
2020-02-07,1019
2020-02-08,1036
2020-02-09,1039
2020-02-10,1045
2020-02-11,1031
2020-02-12,1046
2020-02-13,1047
2020-02-14,1027
2020-02-15,996
2020-02-16,1022
2020-02-17,1038
2020-02-18,1048
2020-02-19,1063
2020-02-20,1060
2020-02-21,1060
2020-02-22,1052
2020-02-23,1020
2020-02-24,988
2020-02-25,1014
2020-02-26,1037
2020-02-27,1038
2020-02-28,1055
2020-02-29,1055
2020-03-01,1044
2020-03-02,1041
2020-03-03,1046
2020-03-04,1030
2020-03-05,1031
2020-03-06,1041
2020-03-07,1042
2020-03-08,1039
2020-03-09,1035
2020-03-10,1037
2020-03-11,1033
2020-03-12,1031
2020-03-13,1025
2020-03-14,1004
2020-03-15,1001
2020-03-16,1013
2020-03-17,1017
2020-03-18,1002
2020-03-19,991
2020-03-20,979
2020-03-21,944
2020-03-22,917
2020-03-23,894
2020-03-24,893
2020-03-25,887
2020-03-26,876
2020-03-27,867
2020-03-28,856
2020-03-29,833
2020-03-30,815
2020-03-31,806
2020-04-01,806
2020-04-02,782
2020-04-03,773
2020-04-04,775
2020-04-05,774
2020-04-06,773
2020-04-07,760
2020-04-08,768
2020-04-09,749
2020-04-10,755
2020-04-11,759
2020-04-12,763
2020-04-13,757
2020-04-14,764
2020-04-15,765
2020-04-16,763
2020-04-17,770
2020-04-18,773
2020-04-19,799
2020-04-20,817
2020-04-21,784
2020-04-22,812
2020-04-23,835
2020-04-24,843
2020-04-25,849
2020-04-26,843
2020-04-27,850
2020-04-28,853
2020-04-29,856
2020-04-30,869
2020-05-01,872
2020-05-02,877
2020-05-03,881
2020-05-04,867
2020-05-05,878
2020-05-06,878
2020-05-07,889
2020-05-08,896
2020-05-09,894
2020-05-10,883
2020-05-11,872
2020-05-12,872
2020-05-13,889
