date_obj,Mithril%20kiteshield price
2019-04-09,1065
2019-04-10,1093
2019-04-11,1083
2019-04-12,1073
2019-04-13,1058
2019-04-14,1068
2019-04-15,1074
2019-04-16,1093
2019-04-17,1079
2019-04-18,1069
2019-04-19,1060
2019-04-20,1059
2019-04-21,1086
2019-04-22,1099
2019-04-23,1091
2019-04-24,1099
2019-04-25,1099
2019-04-26,1091
2019-04-27,1094
2019-04-28,1073
2019-04-29,1099
2019-04-30,1082
2019-05-01,1106
2019-05-02,1097
2019-05-03,1085
2019-05-04,1064
2019-05-05,1049
2019-05-06,1098
2019-05-07,1106
2019-05-08,1107
2019-05-09,1106
2019-05-10,1106
2019-05-11,1109
2019-05-12,1086
2019-05-13,1101
2019-05-14,1082
2019-05-15,1074
2019-05-16,1077
2019-05-17,1081
2019-05-18,1080
2019-05-19,1071
2019-05-20,1072
2019-05-21,1064
2019-05-22,1061
2019-05-23,1073
2019-05-24,1084
2019-05-25,1076
2019-05-26,1061
2019-05-27,1070
2019-05-28,1067
2019-05-29,1059
2019-05-30,1057
2019-05-31,1070
2019-06-01,1070
2019-06-02,1063
2019-06-03,1068
2019-06-04,1078
2019-06-05,1100
2019-06-06,1110
2019-06-07,1114
2019-06-08,1097
2019-06-09,1076
2019-06-10,1056
2019-06-11,1070
2019-06-12,1101
2019-06-13,1119
2019-06-14,1151
2019-06-15,1131
2019-06-16,1117
2019-06-17,1069
2019-06-18,1068
2019-06-19,1084
2019-06-20,1086
2019-06-21,1087
2019-06-22,1136
2019-06-23,1092
2019-06-24,1061
2019-06-25,1047
2019-06-26,1052
2019-06-27,1044
2019-06-28,1041
2019-06-29,1032
2019-06-30,1032
2019-07-01,1078
2019-07-02,1116
2019-07-03,1125
2019-07-04,1127
2019-07-05,1095
2019-07-06,1086
2019-07-07,1138
2019-07-08,1095
2019-07-09,1085
2019-07-10,1094
2019-07-11,1072
2019-07-12,1082
2019-07-13,1079
2019-07-14,1096
2019-07-15,1081
2019-07-16,1080
2019-07-17,1083
2019-07-18,1068
2019-07-19,1057
2019-07-20,1055
2019-07-21,1049
2019-07-22,1075
2019-07-23,1074
2019-07-24,1064
2019-07-25,1042
2019-07-26,1034
2019-07-27,1032
2019-07-28,1023
2019-07-29,1039
2019-07-30,1036
2019-07-31,1035
2019-08-01,1031
2019-08-02,1041
2019-08-03,1040
2019-08-04,1035
2019-08-05,1025
2019-08-06,1022
2019-08-07,1037
2019-08-08,1043
2019-08-09,1017
2019-08-10,1014
2019-08-11,1012
2019-08-12,1018
2019-08-13,1011
2019-08-14,1012
2019-08-15,1024
2019-08-16,1023
2019-08-17,1015
2019-08-18,1017
2019-08-19,1028
2019-08-20,1018
2019-08-21,1018
2019-08-22,1026
2019-08-23,1021
2019-08-24,1018
2019-08-24,1018
2019-08-25,1014
2019-08-25,1014
2019-08-26,1015
2019-08-26,1015
2019-08-27,1019
2019-08-27,1019
2019-08-28,1015
2019-08-29,1032
2019-08-30,1023
2019-08-31,1017
2019-09-01,1015
2019-09-02,1011
2019-09-03,1023
2019-09-04,1036
2019-09-05,1053
2019-09-06,1057
2019-09-07,1061
2019-09-08,1065
2019-09-09,1050
2019-09-10,1037
2019-09-11,1046
2019-09-12,1052
2019-09-13,1057
2019-09-14,1060
2019-09-15,1060
2019-09-16,1055
2019-09-17,1060
2019-09-18,1060
2019-09-19,1068
2019-09-20,1061
2019-09-21,1067
2019-09-22,1051
2019-09-23,1043
2019-09-24,1026
2019-09-25,1039
2019-09-26,1033
2019-09-27,1030
2019-09-28,1015
2019-09-29,986
2019-09-30,988
2019-10-01,997
2019-10-02,1020
2019-10-03,1019
2019-10-04,1017
2019-10-05,1023
2019-10-06,1032
2019-10-07,1032
2019-10-08,1044
2019-10-09,1033
2019-10-10,1036
2019-10-11,1042
2019-10-12,1024
2019-10-13,1018
2019-10-14,1011
2019-10-15,1036
2019-10-16,1040
2019-10-17,1024
2019-10-18,1037
2019-10-19,1021
2019-10-20,1000
2019-10-21,991
2019-10-22,989
2019-10-23,1006
2019-10-24,1040
2019-10-25,1049
2019-10-26,1035
2019-10-27,1045
2019-10-28,1042
2019-10-29,1012
2019-10-30,1018
2019-10-31,1030
2019-11-01,1024
2019-11-02,1030
2019-11-03,1013
2019-11-04,1001
2019-11-05,995
2019-11-06,1002
2019-11-07,1012
2019-11-08,1009
2019-11-09,1021
2019-11-10,1006
2019-11-11,1019
2019-11-12,1004
2019-11-13,1022
2019-11-14,1023
2019-11-15,1029
2019-11-16,1022
2019-11-17,991
2019-11-18,1012
2019-11-19,1002
2019-11-20,1002
2019-11-21,1015
2019-11-22,1015
2019-11-23,1012
2019-11-24,1011
2019-11-25,1016
2019-11-26,1022
2019-11-27,1015
2019-11-28,1014
2019-11-29,1002
2019-11-30,1003
2019-12-01,1005
2019-12-02,1021
2019-12-03,1027
2019-12-04,1011
2019-12-05,1031
2019-12-06,1038
2019-12-07,1049
2019-12-08,1038
2019-12-09,1046
2019-12-10,1047
2019-12-11,1026
2019-12-12,1040
2019-12-13,1050
2019-12-14,1053
2019-12-15,1045
2019-12-16,1031
2019-12-17,1014
2019-12-18,996
2019-12-19,1010
2019-12-20,1012
2019-12-21,1028
2019-12-22,1028
2019-12-23,1023
2019-12-24,1037
2019-12-25,1048
2019-12-26,1035
2019-12-27,1028
2019-12-28,1026
2019-12-29,1009
2019-12-30,1010
2019-12-31,1030
2020-01-01,1032
2020-01-02,1033
2020-01-03,1031
2020-01-04,1019
2020-01-05,1002
2020-01-06,1002
2020-01-07,1007
2020-01-08,1002
2020-01-09,998
2020-01-10,1010
2020-01-11,1014
2020-01-12,1022
2020-01-13,1037
2020-01-14,1031
2020-01-15,1020
2020-01-16,1032
2020-01-17,1035
2020-01-18,1034
2020-01-19,1039
2020-01-20,1034
2020-01-21,1032
2020-01-22,1044
2020-01-23,1026
2020-01-24,1031
2020-01-25,1020
2020-01-26,1019
2020-01-27,1011
2020-01-28,1006
2020-01-29,1022
2020-01-30,1024
2020-01-31,1016
2020-02-01,1004
2020-02-02,999
2020-02-03,990
2020-02-04,1005
2020-02-05,1010
2020-02-06,1009
2020-02-07,1031
2020-02-08,1008
2020-02-09,999
2020-02-10,1006
2020-02-11,1006
2020-02-12,1022
2020-02-13,1048
2020-02-14,1037
2020-02-15,1011
2020-02-16,988
2020-02-17,993
2020-02-18,1005
2020-02-19,998
2020-02-20,998
2020-02-21,1012
2020-02-22,1008
2020-02-23,984
2020-02-24,1003
2020-02-25,997
2020-02-26,995
2020-02-27,1011
2020-02-28,1005
2020-02-29,993
2020-03-01,1003
2020-03-02,1020
2020-03-03,1015
2020-03-04,1023
2020-03-05,1031
2020-03-06,1034
2020-03-07,1028
2020-03-08,1014
2020-03-09,1022
2020-03-10,1025
2020-03-11,1024
2020-03-12,1040
2020-03-13,1034
2020-03-14,1030
2020-03-15,1021
2020-03-16,1017
2020-03-17,1025
2020-03-18,1030
2020-03-19,1040
2020-03-20,1025
2020-03-21,1021
2020-03-22,1017
2020-03-23,1023
2020-03-24,1024
2020-03-25,1027
2020-03-26,1034
2020-03-27,1027
2020-03-28,995
2020-03-29,994
2020-03-30,1013
2020-03-31,1005
2020-04-01,1004
2020-04-02,1001
2020-04-03,986
2020-04-04,1003
2020-04-05,1008
2020-04-06,1005
2020-04-07,989
2020-04-08,1003
2020-04-09,991
2020-04-10,998
2020-04-11,1013
2020-04-12,1013
2020-04-13,1013
2020-04-14,1017
2020-04-15,1030
2020-04-16,1036
2020-04-17,1030
2020-04-18,1025
2020-04-19,1015
2020-04-20,1034
2020-04-21,1038
2020-04-22,1044
2020-04-23,1037
2020-04-24,1036
2020-04-25,1021
2020-04-26,1026
2020-04-27,1031
2020-04-28,1032
2020-04-29,1020
2020-04-30,1035
2020-05-01,1035
2020-05-02,1034
2020-05-03,1037
2020-05-04,1048
2020-05-05,1059
2020-05-06,1059
2020-05-07,1066
2020-05-08,1057
2020-05-09,1043
2020-05-10,1035
2020-05-11,1048
2020-05-12,1040
2020-05-13,1036
