date_obj,Torture%20ornament%20kit price
2020-02-28,5055421
2020-02-29,5184072
2020-03-01,5175326
2020-03-02,5131559
2020-03-03,5092297
2020-03-04,5077610
2020-03-05,5052100
2020-03-06,5003264
2020-03-07,5045747
2020-03-08,5100139
2020-03-09,5128714
2020-03-10,5106307
2020-03-11,5086160
2020-03-12,5136109
2020-03-13,5103427
2020-03-14,5092541
2020-03-15,5148224
2020-03-16,5254117
2020-03-17,5204983
2020-03-18,5190675
2020-03-19,5153703
2020-03-20,5162378
2020-03-21,5241933
2020-03-22,5437287
2020-03-23,5396364
2020-03-24,5375328
2020-03-25,5337976
2020-03-26,5320919
2020-03-27,5295942
2020-03-28,5267682
2020-03-29,5146776
2020-03-30,5083021
2020-03-31,5042121
2020-04-01,5010616
2020-04-02,4919583
2020-04-03,4892996
2020-04-04,4767123
2020-04-05,4631454
2020-04-06,4564644
2020-04-07,4450120
2020-04-08,4410216
2020-04-09,4499152
2020-04-10,4600718
2020-04-11,4768309
2020-04-12,4937937
2020-04-13,4958914
2020-04-14,4916630
2020-04-15,4876157
2020-04-16,4857687
2020-04-17,4837537
2020-04-18,4832144
2020-04-19,4885279
2020-04-20,4899130
2020-04-21,4895887
2020-04-22,4916846
2020-04-23,4892452
2020-04-24,4864815
2020-04-25,4889277
2020-04-26,4882051
2020-04-27,4849883
2020-04-28,4820243
2020-04-29,4772344
2020-04-30,4744111
2020-05-01,4737775
2020-05-02,4710682
2020-05-03,4706820
2020-05-04,4773473
2020-05-05,4781104
2020-05-06,4762951
2020-05-07,4730646
2020-05-08,4640625
2020-05-09,4500871
2020-05-10,4525423
2020-05-11,4585958
2020-05-12,4559971
2020-05-13,4552587
