date_obj,Royal%20sceptre price
2019-04-07,31935
2019-04-08,31935
2019-04-09,31657
2019-04-10,31657
2019-04-11,31962
2019-04-12,31871
2019-04-13,32736
2019-04-14,32736
2019-04-15,33524
2019-04-16,34672
2019-04-17,34672
2019-04-18,35593
2019-04-19,35593
2019-04-20,35742
2019-04-21,35742
2019-04-22,36192
2019-04-23,36192
2019-04-24,36399
2019-04-25,36399
2019-04-26,36108
2019-04-27,36108
2019-04-28,37173
2019-04-29,37173
2019-04-30,38868
2019-05-01,38868
2019-05-02,38868
2019-05-03,38506
2019-05-04,38506
2019-05-05,38570
2019-05-06,38570
2019-05-07,39131
2019-05-08,39131
2019-05-09,39131
2019-05-10,40569
2019-05-11,40569
2019-05-12,41598
2019-05-13,42431
2019-05-14,42431
2019-05-15,43783
2019-05-16,43783
2019-05-17,43783
2019-05-18,45137
2019-05-19,45137
2019-05-20,45636
2019-05-21,45636
2019-05-22,45636
2019-05-23,45565
2019-05-24,45565
2019-05-25,44441
2019-05-26,44441
2019-05-27,42337
2019-05-28,42337
2019-05-29,41034
2019-05-30,41034
2019-05-31,39622
2019-06-01,39622
2019-06-02,37750
2019-06-03,37750
2019-06-04,36070
2019-06-05,36070
2019-06-06,34806
2019-06-07,34806
2019-06-08,33065
2019-06-09,33065
2019-06-10,31411
2019-06-11,31411
2019-06-12,30213
2019-06-13,30213
2019-06-14,28945
2019-06-15,28945
2019-06-16,27497
2019-06-17,27497
2019-06-18,26333
2019-06-19,26333
2019-06-20,25182
2019-06-21,25182
2019-06-22,24268
2019-06-23,24268
2019-06-24,23724
2019-06-25,23724
2019-06-26,23038
2019-06-27,23038
2019-06-28,23038
2019-06-29,22563
2019-06-30,22224
2019-07-01,22224
2019-07-02,22890
2019-07-03,22890
2019-07-04,23703
2019-07-05,23703
2019-07-06,24511
2019-07-07,24511
2019-07-08,24889
2019-07-09,24889
2019-07-10,24163
2019-07-11,24163
2019-07-12,23745
2019-07-13,23745
2019-07-14,22763
2019-07-15,22763
2019-07-16,22763
2019-07-17,21754
2019-07-18,21754
2019-07-19,21421
2019-07-20,21421
2019-07-21,21744
2019-07-22,21744
2019-07-23,21829
2019-07-24,21829
2019-07-25,21829
2019-07-26,21565
2019-07-27,21565
2019-07-28,20815
2019-07-29,20815
2019-07-30,19966
2019-07-31,19966
2019-08-01,19966
2019-08-02,19083
2019-08-03,19083
2019-08-04,18145
2019-08-05,18145
2019-08-06,17317
2019-08-07,17317
2019-08-08,16610
2019-08-09,16610
2019-08-10,15970
2019-08-11,15970
2019-08-12,15387
2019-08-13,15387
2019-08-14,15387
2019-08-15,15068
2019-08-16,14516
2019-08-17,14516
2019-08-18,14318
2019-08-19,14318
2019-08-20,14212
2019-08-21,14212
2019-08-22,13819
2019-08-23,13819
2019-08-24,13128
2019-08-24,13128
2019-08-25,13128
2019-08-25,13128
2019-08-26,13128
2019-08-26,13128
2019-08-27,12640
2019-08-27,12640
2019-08-28,12640
2019-08-29,12172
2019-08-30,12172
2019-08-31,12172
2019-09-01,11771
2019-09-02,11771
2019-09-03,12188
2019-09-04,12188
2019-09-05,12188
2019-09-06,12329
2019-09-07,12329
2019-09-08,12871
2019-09-09,12871
2019-09-10,12871
2019-09-11,13471
2019-09-12,13471
2019-09-13,13471
2019-09-14,14052
2019-09-15,14052
2019-09-16,14699
2019-09-17,14699
2019-09-18,15406
2019-09-19,15406
2019-09-20,15406
2019-09-21,16177
2019-09-22,16177
2019-09-23,16986
2019-09-24,16986
2019-09-25,16986
2019-09-26,17836
2019-09-27,17836
2019-09-28,17836
2019-09-29,18682
2019-09-30,18682
2019-10-01,19617
2019-10-02,19617
2019-10-03,19617
2019-10-04,20535
2019-10-05,20535
2019-10-06,21562
2019-10-07,21562
2019-10-08,22551
2019-10-09,22551
2019-10-10,22551
2019-10-11,23524
2019-10-12,23524
2019-10-13,24306
2019-10-14,24306
2019-10-15,25084
2019-10-16,25084
2019-10-17,25582
2019-10-18,25582
2019-10-19,26225
2019-10-20,26225
2019-10-21,26225
2019-10-22,25824
2019-10-23,25824
2019-10-24,26565
2019-10-25,26565
2019-10-26,27321
2019-10-27,27321
2019-10-28,27037
2019-10-29,27037
2019-10-30,27037
2019-10-31,26389
2019-11-01,26389
2019-11-02,26042
2019-11-03,26042
2019-11-04,25831
2019-11-05,25831
2019-11-06,25831
2019-11-07,25079
2019-11-08,25079
2019-11-09,25380
2019-11-10,25380
2019-11-11,25274
2019-11-12,25274
2019-11-13,25274
2019-11-14,24705
2019-11-15,24705
2019-11-16,25700
2019-11-17,25700
2019-11-18,25700
2019-11-19,25749
2019-11-20,25749
2019-11-21,25749
2019-11-22,25009
2019-11-23,25009
2019-11-24,25009
2019-11-25,24371
2019-11-26,24371
2019-11-27,24371
2019-11-28,23706
2019-11-29,23706
2019-11-30,23706
2019-12-01,23176
2019-12-02,23176
2019-12-03,23176
2019-12-04,22216
2019-12-05,22216
2019-12-06,22216
2019-12-07,21763
2019-12-08,21763
2019-12-09,21763
2019-12-10,20695
2019-12-11,20695
2019-12-12,20695
2019-12-13,19767
2019-12-14,19767
2019-12-15,19024
2019-12-16,19024
2019-12-17,19024
2019-12-18,18471
2019-12-19,18471
2019-12-20,17925
2019-12-21,17925
2019-12-22,17028
2019-12-23,17028
2019-12-24,16236
2019-12-25,16236
2019-12-26,15724
2019-12-27,15724
2019-12-28,15303
2019-12-29,15303
2019-12-30,15379
2019-12-31,15379
2020-01-01,15509
2020-01-02,15509
2020-01-03,15491
2020-01-04,15491
2020-01-05,15491
2020-01-06,15311
2020-01-07,15311
2020-01-08,14983
2020-01-09,14983
2020-01-10,14739
2020-01-11,14739
2020-01-12,14404
2020-01-13,14404
2020-01-14,14404
2020-01-15,14293
2020-01-16,14293
2020-01-17,14443
2020-01-18,14443
2020-01-19,14502
2020-01-20,14502
2020-01-21,14502
2020-01-22,14302
2020-01-23,14302
2020-01-24,14007
2020-01-25,14007
2020-01-26,13962
2020-01-27,13962
2020-01-28,13873
2020-01-29,13873
2020-01-30,13660
2020-01-31,13660
2020-02-01,13050
2020-02-02,13050
2020-02-03,12798
2020-02-04,12798
2020-02-05,12222
2020-02-06,12222
2020-02-07,11610
2020-02-08,11610
2020-02-09,11173
2020-02-10,11173
2020-02-11,10911
2020-02-12,10911
2020-02-13,10597
2020-02-14,10597
2020-02-15,10191
2020-02-16,10191
2020-02-17,9980
2020-02-18,9980
2020-02-19,9980
2020-02-20,9568
2020-02-21,9568
2020-02-22,9270
2020-02-23,9270
2020-02-24,8976
2020-02-25,8976
2020-02-26,8827
2020-02-27,8827
2020-02-28,8544
2020-02-29,8544
2020-03-01,8175
2020-03-02,8175
2020-03-03,7771
2020-03-04,7771
2020-03-05,7573
2020-03-06,7573
2020-03-07,7479
2020-03-08,7479
2020-03-09,7254
2020-03-10,7126
2020-03-11,7126
2020-03-12,7146
2020-03-13,7146
2020-03-14,7250
2020-03-15,7250
2020-03-16,7130
2020-03-17,7130
2020-03-18,7116
2020-03-19,7116
2020-03-20,7093
2020-03-21,7093
2020-03-22,7198
2020-03-23,7198
2020-03-24,7346
2020-03-25,7346
2020-03-26,7679
2020-03-27,7679
2020-03-28,7972
2020-03-29,7917
2020-03-30,7989
2020-03-31,7989
2020-04-01,8129
2020-04-02,8129
2020-04-03,8182
2020-04-04,8161
2020-04-05,8161
2020-04-06,8077
2020-04-07,8077
2020-04-08,8107
2020-04-09,8107
2020-04-10,7882
2020-04-11,7944
2020-04-12,7944
2020-04-13,8217
2020-04-14,8217
2020-04-15,8450
2020-04-16,8450
2020-04-17,8545
2020-04-18,8497
2020-04-19,8461
2020-04-20,8336
2020-04-21,8336
2020-04-22,8482
2020-04-23,8482
2020-04-24,8689
2020-04-25,8689
2020-04-26,8827
2020-04-27,9060
2020-04-28,9060
2020-04-29,9187
2020-04-30,9146
2020-05-01,9146
2020-05-02,9418
2020-05-03,9889
2020-05-04,9889
2020-05-05,10370
2020-05-06,10757
2020-05-07,10757
2020-05-08,11092
2020-05-09,11241
2020-05-10,11461
2020-05-11,11461
2020-05-12,11620
2020-05-13,11762
