date_obj,Superior%20dragon%20bones price
2018-12-31,12251
2019-01-01,12266
2019-01-02,12270
2019-01-03,12167
2019-01-04,12176
2019-01-05,12152
2019-01-06,12135
2019-01-08,12020
2019-01-10,11368
2019-01-11,10885
2019-01-12,10681
2019-01-13,10612
2019-01-14,10694
2019-01-15,10647
2019-01-16,10683
2019-01-17,10878
2019-01-18,11105
2019-01-19,11135
2019-01-20,11393
2019-01-21,11291
2019-01-22,11293
2019-01-23,11363
2019-01-24,11742
2019-01-25,11775
2019-01-26,11690
2019-01-27,11735
2019-01-28,11614
2019-01-29,11631
2019-01-30,11769
2019-01-31,12192
2019-02-01,12426
2019-02-02,12878
2019-02-03,12674
2019-02-04,12858
2019-02-05,12847
2019-02-06,12781
2019-02-07,12901
2019-02-08,12981
2019-02-09,13057
2019-02-10,13017
2019-02-11,13072
2019-02-12,12867
2019-02-13,12551
2019-02-14,12430
2019-02-15,12261
2019-02-16,12232
2019-02-17,12248
2019-02-18,12187
2019-02-19,12067
2019-02-20,11685
2019-02-21,11682
2019-02-22,11828
2019-02-23,12009
2019-02-24,12339
2019-02-25,12507
2019-02-26,12379
2019-02-27,12209
2019-02-28,11999
2019-03-01,11975
2019-03-02,11958
2019-03-03,11980
2019-03-04,12093
2019-03-05,12039
2019-03-06,12000
2019-03-07,12030
2019-03-08,12001
2019-03-09,11992
2019-03-10,11960
2019-03-11,11946
2019-03-12,11848
2019-03-13,12029
2019-03-14,12188
2019-03-15,12181
2019-03-16,12164
2019-03-17,12260
2019-03-18,12102
2019-03-19,11986
2019-03-20,11865
2019-03-21,11795
2019-03-22,11760
2019-03-23,11747
2019-03-24,11783
2019-03-25,11754
2019-03-26,11738
2019-03-27,11630
2019-03-28,11570
2019-03-29,11696
2019-03-30,11750
2019-03-31,11775
2019-04-01,11796
2019-04-02,11605
2019-04-03,11529
2019-04-04,11597
2019-04-05,11576
2019-04-06,11548
2019-04-07,11640
2019-04-08,11633
2019-04-09,11697
2019-04-10,11754
2019-04-11,11758
2019-04-12,11687
2019-04-13,11761
2019-04-14,11668
2019-04-15,11514
2019-04-16,11166
2019-04-17,11165
2019-04-18,11215
2019-04-19,11281
2019-04-20,11393
2019-04-21,11324
2019-04-22,11252
2019-04-23,11212
2019-04-24,11255
2019-04-25,11329
2019-04-26,11313
2019-04-27,11360
2019-04-28,11332
2019-04-29,11299
2019-04-30,11259
2019-05-01,11258
2019-05-02,11264
2019-05-03,11367
2019-05-04,11509
2019-05-05,11486
2019-05-06,11548
2019-05-07,11623
2019-05-08,11578
2019-05-09,11652
2019-05-10,11778
2019-05-11,11767
2019-05-12,11659
2019-05-13,11547
2019-05-14,11436
2019-05-15,11433
2019-05-16,11355
2019-05-17,11204
2019-05-18,11126
2019-05-19,11252
2019-05-20,11481
2019-05-21,11596
2019-05-22,11450
2019-05-23,11435
2019-05-24,11436
2019-05-25,11382
2019-05-26,11370
2019-05-27,11349
2019-05-28,11294
2019-05-29,11330
2019-05-30,11471
2019-05-31,11457
2019-06-01,11667
2019-06-02,11927
2019-06-03,12010
2019-06-04,12258
2019-06-05,12147
2019-06-06,12050
2019-06-07,12077
2019-06-08,12053
2019-06-09,11960
2019-06-10,11749
2019-06-11,11916
2019-06-12,12072
2019-06-13,12259
2019-06-14,12359
2019-06-15,12187
2019-06-16,12119
2019-06-17,12021
2019-06-18,11969
2019-06-19,11882
2019-06-20,11726
2019-06-21,11635
2019-06-22,11584
2019-06-23,11354
2019-06-24,11266
2019-06-25,11278
2019-06-26,11278
2019-06-27,11278
2019-06-28,11287
2019-06-29,11452
2019-06-30,11674
2019-07-01,11727
2019-07-02,11516
2019-07-03,11420
2019-07-04,11381
2019-07-05,11308
2019-07-06,11338
2019-07-07,11426
2019-07-08,11409
2019-07-09,11595
2019-07-10,11767
2019-07-11,11915
2019-07-12,11836
2019-07-13,11821
2019-07-14,11935
2019-07-15,11969
2019-07-16,11937
2019-07-17,11978
2019-07-18,11929
2019-07-19,11735
2019-07-20,11614
2019-07-21,11544
2019-07-22,11543
2019-07-23,11500
2019-07-24,11453
2019-07-25,11416
2019-07-26,11321
2019-07-27,11493
2019-07-28,11512
2019-07-29,11457
2019-07-30,11525
2019-07-31,11487
2019-08-01,11473
2019-08-02,11454
2019-08-03,11527
2019-08-04,11664
2019-08-05,11681
2019-08-06,11718
2019-08-07,11683
2019-08-08,11613
2019-08-09,11570
2019-08-10,11573
2019-08-11,11614
2019-08-12,11608
2019-08-13,11534
2019-08-14,11523
2019-08-15,11490
2019-08-16,11550
2019-08-17,11579
2019-08-18,11756
2019-08-19,11765
2019-08-20,11758
2019-08-21,11832
2019-08-22,11935
2019-08-23,11964
2019-08-24,11953
2019-08-24,11953
2019-08-25,11925
2019-08-25,11925
2019-08-26,11997
2019-08-26,11997
2019-08-27,11934
2019-08-27,11934
2019-08-28,11978
2019-08-29,11963
2019-08-30,12131
2019-08-31,12315
2019-09-01,12244
2019-09-02,12122
2019-09-03,12039
2019-09-04,11936
2019-09-05,11878
2019-09-06,11948
2019-09-07,12130
2019-09-08,12068
2019-09-09,12349
2019-09-10,12818
2019-09-11,13242
2019-09-12,13607
2019-09-13,13622
2019-09-14,13332
2019-09-15,13413
2019-09-16,13208
2019-09-17,13072
2019-09-18,13090
2019-09-19,12982
2019-09-20,12927
2019-09-21,13200
2019-09-22,13753
2019-09-23,13819
2019-09-24,13837
2019-09-25,13882
2019-09-26,13560
2019-09-27,13020
2019-09-28,13178
2019-09-29,13338
2019-09-30,13622
2019-10-01,13725
2019-10-02,13759
2019-10-03,14004
2019-10-04,13880
2019-10-05,13661
2019-10-06,13572
2019-10-07,13220
2019-10-08,12749
2019-10-09,12476
2019-10-10,12424
2019-10-11,12587
2019-10-12,12688
2019-10-13,12760
2019-10-14,12712
2019-10-15,12649
2019-10-16,12637
2019-10-17,12683
2019-10-18,12707
2019-10-19,12765
2019-10-20,12869
2019-10-21,12759
2019-10-22,12707
2019-10-23,12701
2019-10-24,12641
2019-10-25,12634
2019-10-26,12637
2019-10-27,12632
2019-10-28,12697
2019-10-29,12705
2019-10-30,12664
2019-10-31,12693
2019-11-01,12993
2019-11-02,13129
2019-11-03,13306
2019-11-04,13365
2019-11-05,13435
2019-11-06,13669
2019-11-07,13553
2019-11-08,13564
2019-11-09,13475
2019-11-10,13350
2019-11-11,13093
2019-11-12,13033
2019-11-13,13235
2019-11-14,13241
2019-11-15,13203
2019-11-16,13592
2019-11-17,13838
2019-11-18,14114
2019-11-19,14317
2019-11-20,14698
2019-11-21,15261
2019-11-22,15534
2019-11-23,15233
2019-11-24,15008
2019-11-25,14294
2019-11-26,13964
2019-11-27,13938
2019-11-28,13983
2019-11-29,13837
2019-11-30,13846
2019-12-01,13888
2019-12-02,13905
2019-12-03,13979
2019-12-04,14029
2019-12-05,14016
2019-12-06,13937
2019-12-07,13922
2019-12-08,14027
2019-12-09,14086
2019-12-10,14218
2019-12-11,13911
2019-12-12,13842
2019-12-13,13685
2019-12-14,13659
2019-12-15,13646
2019-12-16,13682
2019-12-17,13696
2019-12-18,13642
2019-12-19,13599
2019-12-20,13442
2019-12-21,13316
2019-12-22,13371
2019-12-23,13467
2019-12-24,13722
2019-12-25,14387
2019-12-26,14564
2019-12-27,14718
2019-12-28,14639
2019-12-29,14641
2019-12-30,14554
2019-12-31,14507
2020-01-01,14452
2020-01-02,14441
2020-01-03,14765
2020-01-04,14915
2020-01-05,15089
2020-01-06,14957
2020-01-07,14719
2020-01-08,14248
2020-01-09,14145
2020-01-10,14020
2020-01-11,14174
2020-01-12,14303
2020-01-13,14508
2020-01-14,14466
2020-01-15,14314
2020-01-16,14263
2020-01-17,14068
2020-01-18,13879
2020-01-19,13754
2020-01-20,13606
2020-01-21,13541
2020-01-22,13432
2020-01-23,13099
2020-01-24,12943
2020-01-25,12864
2020-01-26,12592
2020-01-27,12453
2020-01-28,12439
2020-01-29,12364
2020-01-30,12332
2020-01-31,12307
2020-02-01,12294
2020-02-02,12597
2020-02-03,12743
2020-02-04,12832
2020-02-05,12729
2020-02-06,12355
2020-02-07,12177
2020-02-08,12153
2020-02-09,12177
2020-02-10,12173
2020-02-11,12261
2020-02-12,12294
2020-02-13,12209
2020-02-14,12208
2020-02-15,12325
2020-02-16,12362
2020-02-17,12496
2020-02-18,12445
2020-02-19,12362
2020-02-20,12372
2020-02-21,12324
2020-02-22,12281
2020-02-23,12230
2020-02-24,12177
2020-02-25,12142
2020-02-26,12121
2020-02-27,12072
2020-02-28,12106
2020-02-29,12146
2020-03-01,12244
2020-03-02,12270
2020-03-03,12322
2020-03-04,12363
2020-03-05,12335
2020-03-06,12376
2020-03-07,12411
2020-03-08,12354
2020-03-09,12295
2020-03-10,12282
2020-03-11,12208
2020-03-12,12224
2020-03-13,12239
2020-03-14,12196
2020-03-15,12171
2020-03-16,12102
2020-03-17,12088
2020-03-18,12045
2020-03-19,12114
2020-03-20,12161
2020-03-21,12354
2020-03-22,12574
2020-03-23,12702
2020-03-24,12594
2020-03-25,12442
2020-03-26,12295
2020-03-27,12243
2020-03-28,12284
2020-03-29,12314
2020-03-30,12293
2020-03-31,12313
2020-04-01,12289
2020-04-02,12425
2020-04-03,12480
2020-04-04,12447
2020-04-05,12434
2020-04-06,12480
2020-04-07,12544
2020-04-08,12555
2020-04-09,12525
2020-04-10,12494
2020-04-11,12521
2020-04-12,12474
2020-04-13,12449
2020-04-14,12421
2020-04-15,12332
2020-04-16,12293
2020-04-17,12254
2020-04-18,12224
2020-04-19,12243
2020-04-20,12278
2020-04-21,12241
2020-04-22,12207
2020-04-23,12256
2020-04-24,12166
2020-04-25,12109
2020-04-26,12051
2020-04-27,12035
2020-04-28,12027
2020-04-29,11988
2020-04-30,11930
2020-05-01,11981
2020-05-02,12124
2020-05-03,12225
2020-05-04,12225
2020-05-05,12168
2020-05-06,12104
2020-05-07,12042
2020-05-08,12024
2020-05-09,11987
2020-05-10,11996
2020-05-11,11990
2020-05-12,11893
2020-05-13,11856
