date_obj,Justiciar%20armour%20set price
2018-12-01,81744352
2018-12-02,83768645
2018-12-03,83724736
2018-12-04,83821046
2018-12-05,84901106
2018-12-07,91911052
2018-12-09,98480057
2018-12-10,98592034
2018-12-11,98572347
2018-12-12,99622884
2018-12-13,100824260
2018-12-14,101563185
2018-12-15,102692890
2018-12-16,104426945
2018-12-17,104380751
2018-12-18,106697081
2018-12-19,111985094
2018-12-20,117584349
2018-12-21,123311744
2018-12-22,121153674
2018-12-23,115681266
2018-12-24,110206023
2018-12-25,105014607
2018-12-26,102035037
2018-12-27,103086341
2018-12-28,104779424
2018-12-29,109495592
2018-12-30,111550333
2018-12-31,111023277
2019-01-01,107388850
2019-01-02,105917392
2019-01-03,107443214
2019-01-04,108880678
2019-01-05,110358020
2019-01-06,113494589
2019-01-08,110861338
2019-01-10,103047025
2019-01-11,97894673
2019-01-12,96404995
2019-01-13,97422098
2019-01-14,99196356
2019-01-15,102092302
2019-01-16,100635991
2019-01-17,102849587
2019-01-18,106612137
2019-01-19,107930665
2019-01-20,108550872
2019-01-21,111432942
2019-01-22,111629533
2019-01-23,113900579
2019-01-24,114241988
2019-01-25,115804295
2019-01-26,115378665
2019-01-27,111828671
2019-01-29,106474721
2019-01-30,108163163
2019-01-31,110484126
2019-02-01,108552817
2019-02-02,109104441
2019-02-03,110183107
2019-02-04,109022680
2019-02-05,108138163
2019-02-06,106739269
2019-02-07,105490910
2019-02-08,105546384
2019-02-09,105425209
2019-02-10,106180860
2019-02-11,104984352
2019-02-12,103406441
2019-02-13,100923332
2019-02-14,100988561
2019-02-15,101747234
2019-02-16,103281713
2019-02-17,103728702
2019-02-18,103906906
2019-02-19,103048550
2019-02-20,103122436
2019-02-21,102489413
2019-02-22,102298617
2019-02-23,103192141
2019-02-24,103525752
2019-02-25,103876230
2019-02-26,104229472
2019-02-27,103811322
2019-02-28,102677867
2019-03-01,100970327
2019-03-02,100462962
2019-03-03,99054254
2019-03-04,97754942
2019-03-05,97848105
2019-03-06,98408071
2019-03-07,97654729
2019-03-08,97401394
2019-03-09,96485654
2019-03-10,93839491
2019-03-11,89858773
2019-03-12,87319269
2019-03-13,84595842
2019-03-14,82051843
2019-03-15,80383065
2019-03-16,82268206
2019-03-17,86229752
2019-03-18,87288128
2019-03-19,88576711
2019-03-20,88650460
2019-03-21,86648840
2019-03-22,86512768
2019-03-23,86682613
2019-03-24,87745061
2019-03-25,87737566
2019-03-26,88183142
2019-03-27,88358337
2019-03-28,87647599
2019-03-29,86944553
2019-03-30,86692375
2019-03-31,86045908
2019-04-01,85412780
2019-04-02,84800021
2019-04-03,84242305
2019-04-04,83450453
2019-04-05,83105268
2019-04-06,83338676
2019-04-07,83378474
2019-04-08,83319399
2019-04-09,82761500
2019-04-10,82027208
2019-04-11,81058717
2019-04-12,80308144
2019-04-13,78181391
2019-04-14,77032883
2019-04-15,75004752
2019-04-16,72218061
2019-04-17,74793838
2019-04-18,77368548
2019-04-19,79736439
2019-04-20,80518942
2019-04-21,80112018
2019-04-22,81071676
2019-04-23,80221398
2019-04-24,78524536
2019-04-25,77506578
2019-04-26,77793154
2019-04-27,77191136
2019-04-28,76716452
2019-04-29,76124850
2019-04-30,75511171
2019-05-01,75124335
2019-05-02,74474603
2019-05-03,74787373
2019-05-04,75059793
2019-05-05,75620331
2019-05-06,76148735
2019-05-07,76503923
2019-05-08,76848727
2019-05-09,76885765
2019-05-10,76345228
2019-05-11,76215066
2019-05-12,75780007
2019-05-13,74942017
2019-05-14,74223969
2019-05-15,73862332
2019-05-16,73226693
2019-05-17,72895868
2019-05-18,72332761
2019-05-19,72136682
2019-05-20,71753875
2019-05-21,71229351
2019-05-22,70768288
2019-05-23,69760114
2019-05-24,68602746
2019-05-25,67352087
2019-05-26,65528448
2019-05-27,64863426
2019-05-28,64938273
2019-05-29,66986489
2019-05-30,67874035
2019-05-31,68778494
2019-06-01,69661850
2019-06-02,70065251
2019-06-03,70354244
2019-06-04,69564456
2019-06-05,68629516
2019-06-06,67546878
2019-06-07,66879522
2019-06-08,66241310
2019-06-09,64990735
2019-06-10,64580916
2019-06-11,64225809
2019-06-12,64274282
2019-06-13,64258567
2019-06-14,64745287
2019-06-15,64484620
2019-06-16,64019369
2019-06-17,63104446
2019-06-18,62380158
2019-06-19,61182301
2019-06-20,58730726
2019-06-21,57674666
2019-06-22,56398930
2019-06-23,54775650
2019-06-24,55661811
2019-06-25,58376728
2019-06-26,61295565
2019-06-27,64360344
2019-06-28,67575757
2019-06-29,69893824
2019-06-30,72573608
2019-07-01,71653500
2019-07-02,69807387
2019-07-03,67296181
2019-07-04,65168807
2019-07-05,64711781
2019-07-06,65969504
2019-07-07,66147057
2019-07-08,67783969
2019-07-09,69540362
2019-07-10,69216940
2019-07-11,69229189
2019-07-12,69665120
2019-07-13,71065833
2019-07-14,71085338
2019-07-15,71214730
2019-07-16,71105571
2019-07-17,70982484
2019-07-18,70692209
2019-07-19,70588271
2019-07-20,70869748
2019-07-21,71269249
2019-07-22,71406012
2019-07-23,71164851
2019-07-24,71071512
2019-07-25,70219370
2019-07-26,68668994
2019-07-27,67391683
2019-07-28,66996919
2019-07-29,67365476
2019-07-30,67948014
2019-07-31,69217969
2019-08-01,70057171
2019-08-02,70317798
2019-08-03,69894697
2019-08-04,69705153
2019-08-05,69140194
2019-08-06,68850057
2019-08-07,68749732
2019-08-08,68383492
2019-08-09,68304622
2019-08-10,67980916
2019-08-11,67645168
2019-08-12,67507600
2019-08-13,67258826
2019-08-14,66968675
2019-08-15,66478314
2019-08-16,66323447
2019-08-17,66164797
2019-08-18,65871046
2019-08-19,65262344
2019-08-20,64839671
2019-08-21,64727566
2019-08-22,64451285
2019-08-23,64435248
2019-08-24,65323075
2019-08-24,65323075
2019-08-25,66179617
2019-08-25,66179617
2019-08-26,66544541
2019-08-26,66544541
2019-08-27,66667158
2019-08-27,66667158
2019-08-28,67026503
2019-08-29,66835111
2019-08-30,66855655
2019-08-31,66736219
2019-09-01,67154704
2019-09-02,67352226
2019-09-03,68015458
2019-09-04,70135723
2019-09-05,70304797
2019-09-06,71274138
2019-09-07,73529443
2019-09-08,72909270
2019-09-09,71976993
2019-09-10,69430049
2019-09-11,67366891
2019-09-12,66700204
2019-09-13,66768270
2019-09-14,67905829
2019-09-15,68419420
2019-09-16,69300919
2019-09-17,69525758
2019-09-18,70081441
2019-09-19,70575855
2019-09-20,70675749
2019-09-21,71341416
2019-09-22,72999242
2019-09-23,73189182
2019-09-24,72802508
2019-09-25,73034368
2019-09-26,72902106
2019-09-27,74565400
2019-09-28,77524817
2019-09-29,78723343
2019-09-30,78610570
2019-10-01,77294304
2019-10-02,75493314
2019-10-03,74215124
2019-10-04,75475053
2019-10-05,77061461
2019-10-06,76011723
2019-10-07,76384292
2019-10-08,76707464
2019-10-09,77347978
2019-10-10,76133798
2019-10-11,73977763
2019-10-12,73611562
2019-10-13,73540020
2019-10-14,74503801
2019-10-15,74951594
2019-10-16,75396960
2019-10-17,75269528
2019-10-18,75317463
2019-10-19,75262557
2019-10-20,75124739
2019-10-21,74988336
2019-10-22,74721164
2019-10-23,74377836
2019-10-24,74200706
2019-10-25,73920894
2019-10-26,73706669
2019-10-27,73381448
2019-10-28,72787302
2019-10-29,71340877
2019-10-30,70867336
2019-10-31,70019307
2019-11-01,70336513
2019-11-02,70897823
2019-11-03,70780706
2019-11-04,70854909
2019-11-05,70787047
2019-11-06,70715785
2019-11-07,70447407
2019-11-08,70155145
2019-11-09,69630360
2019-11-10,69057909
2019-11-11,68452521
2019-11-12,68260202
2019-11-13,68067402
2019-11-14,67898184
2019-11-15,68254328
2019-11-16,69144068
2019-11-17,69061906
2019-11-18,69011241
2019-11-19,68927514
2019-11-20,68583906
2019-11-21,68247078
2019-11-22,67981506
2019-11-23,67743439
2019-11-24,67724124
2019-11-25,67721951
2019-11-26,67694746
2019-11-27,67475917
2019-11-28,67056695
2019-11-29,67048561
2019-11-30,66709234
2019-12-01,66363538
2019-12-02,66055405
2019-12-03,65639616
2019-12-04,64903223
2019-12-05,64312297
2019-12-06,63332403
2019-12-07,63589293
2019-12-08,63836887
2019-12-09,64647026
2019-12-10,64502236
2019-12-11,64499511
2019-12-12,64361610
2019-12-13,64192041
2019-12-14,64100737
2019-12-15,64115879
2019-12-16,63923886
2019-12-17,63782668
2019-12-18,63897065
2019-12-19,64358094
2019-12-20,64475429
2019-12-21,64729720
2019-12-22,64778818
2019-12-23,64864900
2019-12-24,64839073
2019-12-25,65594903
2019-12-26,66137690
2019-12-27,67062998
2019-12-28,67778807
2019-12-29,68731614
2019-12-30,70947737
2019-12-31,72207583
2020-01-01,73208023
2020-01-02,73444124
2020-01-03,72606587
2020-01-04,71948219
2020-01-05,71316838
2020-01-06,70281163
2020-01-07,69013752
2020-01-08,68538262
2020-01-09,68029218
2020-01-10,68270670
2020-01-11,70074396
2020-01-12,71154828
2020-01-13,71320922
2020-01-14,72101117
2020-01-15,71942235
2020-01-16,71558123
2020-01-17,70941405
2020-01-18,70775142
2020-01-19,70536992
2020-01-20,70625566
2020-01-21,70483571
2020-01-22,70000206
2020-01-23,69730292
2020-01-24,69810069
2020-01-25,70285237
2020-01-26,70557494
2020-01-27,70509871
2020-01-28,70335763
2020-01-29,70278949
2020-01-30,70219909
2020-01-31,70081407
2020-02-01,69970642
2020-02-02,70156580
2020-02-03,70111565
2020-02-04,70124829
2020-02-05,70710657
2020-02-06,68432080
2020-02-07,66074838
2020-02-08,65890558
2020-02-09,65847813
2020-02-10,65818650
2020-02-11,65706693
2020-02-12,66037942
2020-02-13,66006212
2020-02-14,66314402
2020-02-15,67331421
2020-02-16,67458719
2020-02-17,67386383
2020-02-18,67659489
2020-02-19,68459458
2020-02-20,69396498
2020-02-21,69241604
2020-02-22,68954609
2020-02-23,68441333
2020-02-24,67859805
2020-02-25,67111821
2020-02-26,66306060
2020-02-27,65808962
2020-02-28,65153481
2020-02-29,65009229
2020-03-01,64908420
2020-03-02,65024058
2020-03-03,65224795
2020-03-04,64989905
2020-03-05,64792129
2020-03-06,64494195
2020-03-07,64300645
2020-03-08,64151137
2020-03-09,63883996
2020-03-10,63980861
2020-03-11,65315245
2020-03-12,67066962
2020-03-13,68135668
2020-03-14,68605167
2020-03-15,69013756
2020-03-16,69768315
2020-03-17,69386514
2020-03-18,69326869
2020-03-19,69630529
2020-03-20,71647000
2020-03-21,72086928
2020-03-22,73249306
2020-03-23,73205791
2020-03-24,72741365
2020-03-25,72491794
2020-03-26,71428760
2020-03-27,70359803
2020-03-28,69440617
2020-03-29,67792229
2020-03-30,67051718
2020-03-31,67297547
2020-04-01,67826798
2020-04-02,68545337
2020-04-03,68601319
2020-04-04,68494530
2020-04-05,68473450
2020-04-06,68308428
2020-04-07,68245379
2020-04-08,67939513
2020-04-09,67686929
2020-04-10,67850677
2020-04-11,67700285
2020-04-12,67619374
2020-04-13,67486356
2020-04-14,67442502
2020-04-15,67299187
2020-04-16,67136891
2020-04-17,66710660
2020-04-18,66327573
2020-04-19,66708459
2020-04-20,66767137
2020-04-21,66852538
2020-04-22,66896555
2020-04-23,66665692
2020-04-24,66692035
2020-04-25,66679641
2020-04-26,66917992
2020-04-27,66740883
2020-04-28,66763102
2020-04-29,66788774
2020-04-30,66750375
2020-05-01,67028173
2020-05-02,67309054
2020-05-03,67777871
2020-05-04,67727858
2020-05-05,67457493
2020-05-06,66967918
2020-05-07,66558757
2020-05-08,66428659
2020-05-09,66196824
2020-05-10,66097017
2020-05-11,65820734
2020-05-12,65606136
2020-05-13,65292245
