date_obj,Saradomin%20plateskirt price
2019-04-06,45629
2019-04-07,45764
2019-04-08,45924
2019-04-09,45924
2019-04-10,45637
2019-04-11,44340
2019-04-12,42901
2019-04-13,41215
2019-04-14,39180
2019-04-15,39180
2019-04-16,38142
2019-04-17,38393
2019-04-18,38340
2019-04-19,38515
2019-04-20,38359
2019-04-21,38359
2019-04-22,38640
2019-04-23,38582
2019-04-24,38582
2019-04-25,38254
2019-04-26,38530
2019-04-27,38530
2019-04-28,38842
2019-04-29,38842
2019-04-30,38418
2019-05-01,38418
2019-05-02,38602
2019-05-03,38817
2019-05-04,38716
2019-05-05,38716
2019-05-06,38897
2019-05-07,38897
2019-05-08,38601
2019-05-09,38601
2019-05-10,38206
2019-05-11,38206
2019-05-12,38404
2019-05-13,38788
2019-05-14,38788
2019-05-15,39690
2019-05-16,39690
2019-05-17,38822
2019-05-18,38841
2019-05-19,38841
2019-05-20,38535
2019-05-21,38535
2019-05-22,38578
2019-05-23,39206
2019-05-24,39206
2019-05-25,39671
2019-05-26,39671
2019-05-27,39677
2019-05-28,39677
2019-05-29,38589
2019-05-30,38589
2019-05-31,38476
2019-06-01,38476
2019-06-02,38402
2019-06-03,37408
2019-06-04,38371
2019-06-05,38371
2019-06-06,38095
2019-06-07,38095
2019-06-08,38505
2019-06-09,39337
2019-06-10,39337
2019-06-11,38982
2019-06-12,38982
2019-06-13,39109
2019-06-14,39109
2019-06-15,39016
2019-06-16,39097
2019-06-17,37677
2019-06-18,37677
2019-06-19,38590
2019-06-20,38717
2019-06-21,38717
2019-06-22,39145
2019-06-23,39532
2019-06-24,39532
2019-06-25,38839
2019-06-26,38839
2019-06-27,38051
2019-06-28,38051
2019-06-29,38323
2019-06-30,38507
2019-07-01,38507
2019-07-02,38002
2019-07-03,38002
2019-07-04,38425
2019-07-05,38425
2019-07-06,38719
2019-07-07,38719
2019-07-08,39426
2019-07-09,39426
2019-07-10,40130
2019-07-11,40130
2019-07-12,39817
2019-07-13,39817
2019-07-14,41000
2019-07-15,41000
2019-07-16,41605
2019-07-17,40980
2019-07-18,40980
2019-07-19,39656
2019-07-20,39656
2019-07-21,38945
2019-07-22,38945
2019-07-23,38714
2019-07-24,38714
2019-07-25,38423
2019-07-26,38423
2019-07-27,38359
2019-07-28,38359
2019-07-29,39094
2019-07-30,39537
2019-07-31,39537
2019-08-01,38739
2019-08-02,38739
2019-08-03,38610
2019-08-04,38610
2019-08-05,39259
2019-08-06,39259
2019-08-07,39324
2019-08-08,39324
2019-08-09,38551
2019-08-10,38069
2019-08-11,38069
2019-08-12,36700
2019-08-13,37138
2019-08-14,37138
2019-08-15,37748
2019-08-16,38162
2019-08-17,38162
2019-08-18,38367
2019-08-19,38367
2019-08-20,38201
2019-08-21,38201
2019-08-22,39322
2019-08-23,39322
2019-08-24,40626
2019-08-24,40626
2019-08-25,40626
2019-08-25,40626
2019-08-26,40798
2019-08-26,40798
2019-08-27,40798
2019-08-27,40798
2019-08-28,39734
2019-08-29,39734
2019-08-30,38859
2019-08-31,38859
2019-09-01,38589
2019-09-02,38589
2019-09-03,38372
2019-09-04,38372
2019-09-05,38420
2019-09-06,38420
2019-09-07,38521
2019-09-08,38521
2019-09-09,38437
2019-09-10,38437
2019-09-11,38252
2019-09-12,38252
2019-09-13,38493
2019-09-14,38493
2019-09-15,37933
2019-09-16,38240
2019-09-17,38240
2019-09-18,38387
2019-09-19,38387
2019-09-20,38387
2019-09-21,38509
2019-09-22,38509
2019-09-23,37905
2019-09-24,37905
2019-09-25,37974
2019-09-26,37974
2019-09-27,38346
2019-09-28,38346
2019-09-29,38446
2019-09-30,38446
2019-10-01,38559
2019-10-02,38559
2019-10-03,38290
2019-10-04,38290
2019-10-05,38059
2019-10-06,38059
2019-10-07,38162
2019-10-08,38162
2019-10-09,37742
2019-10-10,37742
2019-10-11,38408
2019-10-12,38408
2019-10-13,38739
2019-10-14,38739
2019-10-15,38612
2019-10-16,38612
2019-10-17,38420
2019-10-18,38420
2019-10-19,38263
2019-10-20,38263
2019-10-21,38177
2019-10-22,38177
2019-10-23,38583
2019-10-24,38583
2019-10-25,38298
2019-10-26,38298
2019-10-27,38509
2019-10-28,38509
2019-10-29,38212
2019-10-30,38212
2019-10-31,38294
2019-11-01,38294
2019-11-02,38461
2019-11-03,38461
2019-11-04,38362
2019-11-05,38362
2019-11-06,38391
2019-11-07,38391
2019-11-08,38762
2019-11-09,38762
2019-11-10,38348
2019-11-11,38348
2019-11-12,38732
2019-11-13,38732
2019-11-14,38736
2019-11-15,38736
2019-11-16,38505
2019-11-17,38505
2019-11-18,39421
2019-11-19,39421
2019-11-20,40588
2019-11-21,40588
2019-11-22,39426
2019-11-23,39426
2019-11-24,39370
2019-11-25,39370
2019-11-26,39570
2019-11-27,39570
2019-11-28,39756
2019-11-29,39756
2019-11-30,39983
2019-12-01,39983
2019-12-02,41619
2019-12-03,41619
2019-12-04,41915
2019-12-05,41915
2019-12-06,41915
2019-12-07,41648
2019-12-08,41648
2019-12-09,40737
2019-12-10,40737
2019-12-11,40787
2019-12-12,40787
2019-12-13,40442
2019-12-14,40442
2019-12-15,40492
2019-12-16,40492
2019-12-17,40822
2019-12-18,40822
2019-12-19,40552
2019-12-20,40552
2019-12-21,40253
2019-12-22,40253
2019-12-23,40503
2019-12-24,40503
2019-12-25,40929
2019-12-26,40929
2019-12-27,41039
2019-12-28,41039
2019-12-29,40207
2019-12-30,40207
2019-12-31,40114
2020-01-01,40114
2020-01-02,39274
2020-01-03,39274
2020-01-04,39364
2020-01-05,39102
2020-01-06,39102
2020-01-07,38700
2020-01-08,38700
2020-01-09,39143
2020-01-10,38998
2020-01-11,38861
2020-01-12,38359
2020-01-13,38359
2020-01-14,38115
2020-01-15,38125
2020-01-16,38125
2020-01-17,38255
2020-01-18,38255
2020-01-19,38407
2020-01-20,38407
2020-01-21,38290
2020-01-22,38290
2020-01-23,38132
2020-01-24,38132
2020-01-25,38153
2020-01-26,38153
2020-01-27,38251
2020-01-28,38251
2020-01-29,38289
2020-01-30,38289
2020-01-31,38477
2020-02-01,38477
2020-02-02,38473
2020-02-03,38473
2020-02-04,38381
2020-02-05,38381
2020-02-06,38696
2020-02-07,38696
2020-02-08,37985
2020-02-09,37473
2020-02-10,37695
2020-02-11,37695
2020-02-12,38002
2020-02-13,38002
2020-02-14,38040
2020-02-15,38040
2020-02-16,37823
2020-02-17,38002
2020-02-18,38105
2020-02-19,38105
2020-02-20,38032
2020-02-21,38032
2020-02-22,37968
2020-02-23,37968
2020-02-24,37770
2020-02-25,37770
2020-02-26,37554
2020-02-27,37554
2020-02-28,38050
2020-02-29,38050
2020-03-01,37876
2020-03-02,37876
2020-03-03,37622
2020-03-04,37622
2020-03-05,37830
2020-03-06,37816
2020-03-07,37816
2020-03-08,37607
2020-03-09,37873
2020-03-10,37873
2020-03-11,37386
2020-03-12,37386
2020-03-13,37775
2020-03-14,37775
2020-03-15,37852
2020-03-16,37870
2020-03-17,37941
2020-03-18,37941
2020-03-19,37882
2020-03-20,37933
2020-03-21,37757
2020-03-22,38562
2020-03-23,38562
2020-03-24,39303
2020-03-25,39303
2020-03-26,38929
2020-03-27,37763
2020-03-28,37732
2020-03-29,37520
2020-03-30,38282
2020-03-31,38766
2020-04-01,38625
2020-04-02,38190
2020-04-03,38190
2020-04-04,37750
2020-04-05,37900
2020-04-06,37838
2020-04-07,37908
2020-04-08,38024
2020-04-09,38024
2020-04-10,37648
2020-04-11,38511
2020-04-12,39683
2020-04-13,39252
2020-04-14,39000
2020-04-15,38600
2020-04-16,38600
2020-04-17,38200
2020-04-18,38233
2020-04-19,37790
2020-04-20,38108
2020-04-21,38108
2020-04-22,37813
2020-04-23,37813
2020-04-24,38174
2020-04-25,38821
2020-04-26,38526
2020-04-27,38205
2020-04-28,37819
2020-04-29,37819
2020-04-30,38173
2020-05-01,38173
2020-05-02,38686
2020-05-03,38269
2020-05-04,38269
2020-05-05,38129
2020-05-06,37836
2020-05-07,38009
2020-05-08,38009
2020-05-09,37834
2020-05-10,38002
2020-05-11,38002
2020-05-12,38188
2020-05-13,38546
