date_obj,Black%20longsword price
2019-08-23,358
2019-08-24,357
2019-08-24,357
2019-08-25,374
2019-08-25,374
2019-08-26,369
2019-08-27,359
2019-08-27,359
2019-08-28,361
2019-08-29,356
2019-08-30,359
2019-08-31,363
2019-09-01,364
2019-09-02,363
2019-09-03,368
2019-09-04,364
2019-09-05,361
2019-09-06,360
2019-09-07,355
2019-09-08,353
2019-09-09,340
2019-09-10,323
2019-09-11,306
2019-09-12,294
2019-09-13,303
2019-09-14,316
2019-09-15,325
2019-09-16,331
2019-09-17,341
2019-09-18,351
2019-09-19,359
2019-09-20,359
2019-09-21,359
2019-09-22,355
2019-09-23,354
2019-09-24,354
2019-09-25,362
2019-09-26,358
2019-09-27,358
2019-09-28,356
2019-09-29,356
2019-09-30,344
2019-10-01,348
2019-10-02,348
2019-10-03,349
2019-10-04,349
2019-10-05,348
2019-10-06,357
2019-10-07,354
2019-10-08,344
2019-10-09,344
2019-10-10,338
2019-10-11,338
2019-10-12,338
2019-10-13,354
2019-10-14,353
2019-10-15,353
2019-10-16,357
2019-10-17,357
2019-10-18,359
2019-10-19,358
2019-10-20,346
2019-10-21,348
2019-10-22,348
2019-10-23,342
2019-10-24,342
2019-10-25,342
2019-10-26,339
2019-10-27,326
2019-10-28,321
2019-10-29,321
2019-10-30,315
2019-10-31,307
2019-11-01,306
2019-11-02,305
2019-11-03,306
2019-11-04,311
2019-11-05,311
2019-11-06,299
2019-11-07,295
2019-11-08,291
2019-11-09,293
2019-11-10,289
2019-11-11,283
2019-11-12,280
2019-11-13,287
2019-11-14,291
2019-11-15,296
2019-11-16,298
2019-11-17,298
2019-11-18,297
2019-11-19,307
2019-11-20,318
2019-11-21,318
2019-11-22,310
2019-11-23,309
2019-11-24,305
2019-11-25,300
2019-11-26,299
2019-11-27,299
2019-11-28,298
2019-11-29,300
2019-11-30,305
2019-12-01,318
2019-12-02,328
2019-12-03,325
2019-12-04,322
2019-12-05,322
2019-12-06,327
2019-12-07,321
2019-12-08,328
2019-12-09,333
2019-12-10,336
2019-12-11,332
2019-12-12,339
2019-12-13,340
2019-12-14,338
2019-12-15,338
2019-12-16,340
2019-12-17,347
2019-12-18,344
2019-12-19,345
2019-12-20,349
2019-12-21,361
2019-12-22,374
2019-12-23,369
2019-12-24,364
2019-12-25,358
2019-12-26,345
2019-12-27,345
2019-12-28,341
2019-12-29,335
2019-12-30,339
2019-12-31,332
2020-01-01,331
2020-01-02,324
2020-01-03,323
2020-01-04,335
2020-01-05,331
2020-01-06,329
2020-01-07,337
2020-01-08,337
2020-01-09,338
2020-01-10,337
2020-01-11,332
2020-01-12,338
2020-01-13,334
2020-01-14,330
2020-01-15,333
2020-01-16,332
2020-01-17,315
2020-01-18,304
2020-01-19,317
2020-01-20,316
2020-01-21,320
2020-01-22,319
2020-01-23,321
2020-01-24,320
2020-01-25,324
2020-01-26,330
2020-01-27,342
2020-01-28,342
2020-01-29,343
2020-01-30,333
2020-01-31,337
2020-02-01,341
2020-02-02,334
2020-02-03,340
2020-02-04,352
2020-02-05,362
2020-02-06,354
2020-02-07,346
2020-02-08,341
2020-02-09,336
2020-02-10,340
2020-02-11,353
2020-02-12,358
2020-02-13,351
2020-02-14,345
2020-02-15,332
2020-02-16,322
2020-02-17,315
2020-02-18,311
2020-02-19,321
2020-02-20,312
2020-02-21,303
2020-02-22,304
2020-02-23,306
2020-02-24,309
2020-02-25,306
2020-02-26,305
2020-02-27,302
2020-02-28,300
2020-02-29,305
2020-03-01,311
2020-03-02,309
2020-03-03,306
2020-03-04,307
2020-03-05,310
2020-03-06,310
2020-03-07,306
2020-03-08,315
2020-03-09,316
2020-03-10,311
2020-03-11,311
2020-03-12,313
2020-03-13,322
2020-03-14,327
2020-03-15,322
2020-03-16,329
2020-03-17,325
2020-03-18,326
2020-03-19,328
2020-03-20,323
2020-03-21,318
2020-03-22,327
2020-03-23,325
2020-03-24,321
2020-03-25,322
2020-03-26,327
2020-03-27,326
2020-03-28,329
2020-03-29,331
2020-03-30,332
2020-03-31,324
2020-04-01,329
2020-04-02,341
2020-04-03,356
2020-04-04,370
2020-04-05,372
2020-04-06,370
2020-04-07,373
2020-04-08,374
2020-04-09,371
2020-04-10,368
2020-04-11,368
2020-04-12,353
2020-04-13,341
2020-04-14,334
2020-04-15,325
2020-04-16,321
2020-04-17,317
2020-04-18,323
2020-04-19,318
2020-04-20,307
2020-04-21,307
2020-04-22,309
2020-04-23,303
2020-04-24,306
2020-04-25,307
2020-04-26,310
2020-04-27,314
2020-04-28,324
2020-04-29,327
2020-04-30,324
2020-05-01,327
2020-05-02,326
2020-05-03,330
2020-05-04,334
2020-05-05,334
2020-05-06,341
2020-05-07,338
2020-05-08,339
2020-05-09,335
2020-05-10,336
2020-05-11,342
2020-05-12,339
2020-05-13,344
