date_obj,Grimy%20cadantine price
2019-04-02,1278
2019-04-03,1278
2019-04-04,1282
2019-04-05,1270
2019-04-06,1268
2019-04-07,1257
2019-04-08,1275
2019-04-09,1284
2019-04-10,1288
2019-04-11,1299
2019-04-12,1300
2019-04-13,1274
2019-04-14,1301
2019-04-15,1315
2019-04-16,1323
2019-04-17,1313
2019-04-18,1282
2019-04-19,1230
2019-04-20,1231
2019-04-21,1212
2019-04-22,1196
2019-04-23,1214
2019-04-24,1209
2019-04-25,1214
2019-04-26,1232
2019-04-27,1233
2019-04-28,1243
2019-04-29,1223
2019-04-30,1201
2019-05-01,1159
2019-05-02,1138
2019-05-03,1166
2019-05-04,1210
2019-05-05,1261
2019-05-06,1307
2019-05-07,1355
2019-05-08,1417
2019-05-09,1446
2019-05-10,1449
2019-05-11,1423
2019-05-12,1389
2019-05-13,1334
2019-05-14,1310
2019-05-15,1293
2019-05-16,1269
2019-05-17,1247
2019-05-18,1253
2019-05-19,1275
2019-05-20,1301
2019-05-21,1358
2019-05-22,1393
2019-05-23,1393
2019-05-24,1364
2019-05-25,1328
2019-05-26,1294
2019-05-27,1256
2019-05-28,1235
2019-05-29,1239
2019-05-30,1271
2019-05-31,1288
2019-06-01,1295
2019-06-02,1308
2019-06-03,1327
2019-06-04,1286
2019-06-05,1247
2019-06-06,1208
2019-06-07,1203
2019-06-08,1188
2019-06-09,1192
2019-06-10,1186
2019-06-11,1193
2019-06-12,1207
2019-06-13,1214
2019-06-14,1231
2019-06-15,1247
2019-06-16,1254
2019-06-17,1241
2019-06-18,1213
2019-06-19,1230
2019-06-20,1245
2019-06-21,1255
2019-06-22,1264
2019-06-23,1247
2019-06-24,1244
2019-06-25,1236
2019-06-26,1233
2019-06-27,1233
2019-06-28,1266
2019-06-29,1289
2019-06-30,1272
2019-07-01,1248
2019-07-02,1290
2019-07-03,1346
2019-07-04,1378
2019-07-05,1390
2019-07-06,1367
2019-07-07,1342
2019-07-08,1339
2019-07-09,1327
2019-07-10,1313
2019-07-11,1319
2019-07-12,1341
2019-07-13,1349
2019-07-14,1380
2019-07-15,1386
2019-07-16,1399
2019-07-17,1452
2019-07-18,1522
2019-07-19,1554
2019-07-20,1512
2019-07-21,1579
2019-07-22,1646
2019-07-23,1689
2019-07-24,1725
2019-07-25,1801
2019-07-26,1884
2019-07-27,1975
2019-07-28,2058
2019-07-29,2022
2019-07-30,1934
2019-07-31,1850
2019-08-01,1822
2019-08-02,1769
2019-08-03,1688
2019-08-04,1603
2019-08-05,1527
2019-08-06,1508
2019-08-07,1497
2019-08-08,1523
2019-08-09,1534
2019-08-10,1505
2019-08-11,1507
2019-08-12,1504
2019-08-13,1547
2019-08-14,1609
2019-08-15,1650
2019-08-16,1663
2019-08-17,1654
2019-08-18,1663
2019-08-19,1658
2019-08-20,1646
2019-08-21,1623
2019-08-22,1599
2019-08-23,1566
2019-08-24,1564
2019-08-24,1564
2019-08-25,1611
2019-08-25,1611
2019-08-26,1641
2019-08-26,1641
2019-08-27,1618
2019-08-27,1618
2019-08-28,1579
2019-08-29,1566
2019-08-30,1571
2019-08-31,1513
2019-09-01,1522
2019-09-02,1535
2019-09-03,1519
2019-09-04,1470
2019-09-05,1430
2019-09-06,1447
2019-09-07,1443
2019-09-08,1422
2019-09-09,1420
2019-09-10,1468
2019-09-11,1529
2019-09-12,1580
2019-09-13,1602
2019-09-14,1583
2019-09-15,1521
2019-09-16,1559
2019-09-17,1616
2019-09-18,1591
2019-09-19,1580
2019-09-20,1540
2019-09-21,1554
2019-09-22,1591
2019-09-23,1579
2019-09-24,1547
2019-09-25,1585
2019-09-26,1625
2019-09-27,1627
2019-09-28,1627
2019-09-29,1572
2019-09-30,1553
2019-10-01,1558
2019-10-02,1573
2019-10-03,1547
2019-10-04,1555
2019-10-05,1562
2019-10-06,1562
2019-10-07,1584
2019-10-08,1594
2019-10-09,1617
2019-10-10,1621
2019-10-11,1570
2019-10-12,1583
2019-10-13,1558
2019-10-14,1544
2019-10-15,1550
2019-10-16,1562
2019-10-17,1561
2019-10-18,1592
2019-10-19,1575
2019-10-20,1568
2019-10-21,1551
2019-10-22,1565
2019-10-23,1600
2019-10-24,1611
2019-10-25,1645
2019-10-26,1668
2019-10-27,1648
2019-10-28,1650
2019-10-29,1652
2019-10-30,1623
2019-10-31,1598
2019-11-01,1583
2019-11-02,1550
2019-11-03,1561
2019-11-04,1585
2019-11-05,1589
2019-11-06,1588
2019-11-07,1569
2019-11-08,1562
2019-11-09,1570
2019-11-10,1544
2019-11-11,1555
2019-11-12,1600
2019-11-13,1588
2019-11-14,1549
2019-11-15,1546
2019-11-16,1549
2019-11-17,1568
2019-11-18,1579
2019-11-19,1583
2019-11-20,1597
2019-11-21,1625
2019-11-22,1655
2019-11-23,1644
2019-11-24,1631
2019-11-25,1606
2019-11-26,1661
2019-11-27,1668
2019-11-28,1675
2019-11-29,1674
2019-11-30,1697
2019-12-01,1693
2019-12-02,1699
2019-12-03,1689
2019-12-04,1694
2019-12-05,1677
2019-12-06,1661
2019-12-07,1605
2019-12-08,1586
2019-12-09,1613
2019-12-10,1679
2019-12-11,1672
2019-12-12,1671
2019-12-13,1642
2019-12-14,1612
2019-12-15,1548
2019-12-16,1534
2019-12-17,1544
2019-12-18,1538
2019-12-19,1513
2019-12-20,1503
2019-12-21,1521
2019-12-22,1577
2019-12-23,1612
2019-12-24,1641
2019-12-25,1675
2019-12-26,1695
2019-12-27,1749
2019-12-28,1807
2019-12-29,1816
2019-12-30,1790
2019-12-31,1727
2020-01-01,1669
2020-01-02,1656
2020-01-03,1657
2020-01-04,1685
2020-01-05,1626
2020-01-06,1601
2020-01-07,1570
2020-01-08,1515
2020-01-09,1511
2020-01-10,1525
2020-01-11,1505
2020-01-12,1487
2020-01-13,1519
2020-01-14,1532
2020-01-15,1567
2020-01-16,1595
2020-01-17,1582
2020-01-18,1516
2020-01-19,1520
2020-01-20,1487
2020-01-21,1494
2020-01-22,1488
2020-01-23,1473
2020-01-24,1493
2020-01-25,1506
2020-01-26,1494
2020-01-27,1443
2020-01-28,1390
2020-01-29,1396
2020-01-30,1387
2020-01-31,1364
2020-02-01,1363
2020-02-02,1369
2020-02-03,1409
2020-02-04,1444
2020-02-05,1415
2020-02-06,1363
2020-02-07,1306
2020-02-08,1258
2020-02-09,1212
2020-02-10,1224
2020-02-11,1266
2020-02-12,1309
2020-02-13,1342
2020-02-14,1382
2020-02-15,1366
2020-02-16,1356
2020-02-17,1374
2020-02-18,1409
2020-02-19,1440
2020-02-20,1438
2020-02-21,1433
2020-02-22,1410
2020-02-23,1415
2020-02-24,1451
2020-02-25,1483
2020-02-26,1484
2020-02-27,1483
2020-02-28,1503
2020-02-29,1482
2020-03-01,1460
2020-03-02,1433
2020-03-03,1399
2020-03-04,1412
2020-03-05,1459
2020-03-06,1490
2020-03-07,1472
2020-03-08,1445
2020-03-09,1437
2020-03-10,1394
2020-03-11,1394
2020-03-12,1381
2020-03-13,1408
2020-03-14,1420
2020-03-15,1407
2020-03-16,1383
2020-03-17,1345
2020-03-18,1340
2020-03-19,1329
2020-03-20,1344
2020-03-21,1334
2020-03-22,1379
2020-03-23,1380
2020-03-24,1397
2020-03-25,1412
2020-03-26,1439
2020-03-27,1466
2020-03-28,1480
2020-03-29,1507
2020-03-30,1516
2020-03-31,1486
2020-04-01,1470
2020-04-02,1469
2020-04-03,1448
2020-04-04,1473
2020-04-05,1534
2020-04-06,1574
2020-04-07,1641
2020-04-08,1690
2020-04-09,1655
2020-04-10,1612
2020-04-11,1548
2020-04-12,1487
2020-04-13,1495
2020-04-14,1534
2020-04-15,1579
2020-04-16,1599
2020-04-17,1600
2020-04-18,1635
2020-04-19,1661
2020-04-20,1658
2020-04-21,1616
2020-04-22,1582
2020-04-23,1574
2020-04-24,1536
2020-04-25,1536
2020-04-26,1550
2020-04-27,1492
2020-04-28,1483
2020-04-29,1484
2020-04-30,1487
2020-05-01,1484
2020-05-02,1489
2020-05-03,1499
2020-05-04,1503
2020-05-05,1491
2020-05-06,1518
2020-05-07,1528
2020-05-08,1544
2020-05-09,1538
2020-05-10,1514
2020-05-11,1521
2020-05-12,1508
2020-05-13,1529
