date_obj,Dharok's%20armour%20set price
2015-07-29,1818782
2015-07-30,1845311
2015-07-31,1844456
2015-08-01,1833195
2015-08-02,1817073
2015-08-03,1804089
2015-08-04,1796025
2015-08-05,1777086
2015-08-06,1775181
2015-08-07,1825170
2015-08-08,1866012
2015-08-09,1841152
2015-08-10,1802126
2015-08-11,1786061
2015-08-12,1738185
2015-08-13,1700732
2015-08-14,1679183
2015-08-15,1658642
2015-08-16,1650933
2015-08-17,1631442
2015-08-18,1629066
2015-08-19,1629189
2015-08-20,1638939
2015-08-21,1663088
2015-08-22,1629328
2015-08-23,1605031
2015-08-24,1582740
2015-08-25,1588688
2015-08-26,1575240
2015-08-27,1550964
2015-08-28,1562892
2015-08-29,1613367
2015-08-30,1649360
2015-08-31,1689805
2015-09-01,1669330
2015-09-02,1644315
2015-09-03,1641779
2015-09-04,1670879
2015-09-05,1664981
2015-09-06,1670093
2015-09-07,1748499
2015-09-08,1765210
2015-09-09,1720138
2015-09-10,1767044
2015-09-11,1855338
2015-09-12,1946970
2015-09-13,1989446
2015-09-14,2023664
2015-09-15,2043020
2015-09-16,2019943
2015-09-17,1996224
2015-09-18,1990035
2015-09-19,1933818
2015-09-20,1855967
2015-09-21,1843388
2015-09-22,1909025
2015-09-23,1889917
2015-09-24,1795510
2015-09-25,1779397
2015-09-27,1784328
2015-09-28,1759143
2015-09-29,1823000
2015-09-30,1810645
2015-10-05,1795507
2015-10-06,1764023
2015-10-07,1726783
2015-10-08,1680306
2015-10-09,1701339
2015-10-10,1687814
2015-10-11,1701246
2015-10-12,1694779
2015-10-13,1713301
2015-10-14,1721236
2015-10-15,1709413
2015-10-16,1730431
2015-10-17,1816728
2015-10-18,1802775
2015-10-19,1771031
2015-10-20,1758016
2015-10-22,1709538
2015-10-23,1721998
2015-10-24,1735474
2015-10-25,1734539
2015-10-26,1777408
2015-10-27,1804656
2015-10-29,1876323
2015-10-30,1913255
2015-10-31,1901817
2015-11-01,1886664
2015-11-02,1913580
2015-11-03,1930869
2015-11-04,1909231
2015-11-05,1864470
2015-11-06,1859469
2015-11-07,1849803
2015-11-08,1843165
2015-11-09,1909801
2015-11-10,1950288
2015-11-11,1934484
2015-11-12,2001464
2015-11-13,1962401
2015-11-14,1959701
2015-11-15,1964420
2015-11-16,1968521
2015-11-17,1955221
2015-11-18,1939488
2015-11-19,1922202
2015-11-20,1900543
2015-11-21,1907330
2015-11-22,1922603
2015-11-23,1918028
2015-11-24,1924331
2015-11-25,1921636
2015-11-26,1934216
2015-11-27,1947011
2015-11-28,1969240
2015-11-29,1973627
2015-11-30,1983439
2015-12-01,2002043
2015-12-02,2019108
2015-12-03,2018378
2015-12-04,2029042
2015-12-05,2040352
2015-12-06,2071803
2015-12-07,2051492
2015-12-08,2062214
2015-12-09,2087006
2015-12-10,2081787
2015-12-11,2094370
2015-12-12,2101674
2015-12-13,2100290
2015-12-14,2146001
2015-12-15,2161082
2015-12-16,2190416
2015-12-17,2180721
2015-12-18,2169497
2015-12-19,2139684
2015-12-20,2065611
2015-12-21,2019368
2015-12-22,1985128
2015-12-23,1968490
2015-12-24,1962324
2015-12-25,1985473
2015-12-26,2080266
2015-12-27,2130225
2015-12-28,2182556
2015-12-29,2210503
2015-12-30,2161536
2015-12-31,2164576
2016-01-01,2173908
2016-01-02,2176709
2016-01-03,2184857
2016-01-04,2179402
2016-01-05,2173580
2016-01-06,2148454
2016-01-07,2092654
2016-01-08,2141866
2016-01-09,2141284
2016-01-10,2114569
2016-01-11,2088427
2016-01-12,2064286
2016-01-13,2067113
2016-01-14,2058495
2016-01-15,2065291
2016-01-16,2065810
2016-01-17,2061652
2016-01-18,2062636
2016-01-19,2058177
2016-01-20,2070596
2016-01-21,2170049
2016-01-22,2161003
2016-01-23,2177948
2016-01-24,2168002
2016-01-25,2138169
2016-01-26,2144087
2016-01-27,2146392
2016-01-28,2123657
2016-01-29,2146942
2016-01-30,2173575
2016-01-31,2204850
2016-02-01,2170329
2016-02-02,2135926
2016-02-03,2105122
2016-02-04,2107042
2016-02-05,2101744
2016-02-06,2111177
2016-02-07,2102880
2016-02-08,2096453
2016-02-09,2110142
2016-02-10,2145999
2016-02-11,2158529
2016-02-12,2154754
2016-02-13,2176631
2016-02-14,2171821
2016-02-15,2171671
2016-02-16,2182210
2016-02-17,2242703
2016-02-18,2253194
2016-02-19,2262644
2016-02-20,2283714
2016-02-21,2303901
2016-02-22,2369819
2016-02-23,2362323
2016-02-24,2331209
2016-02-25,2283435
2016-02-26,2269350
2016-02-27,2252834
2016-02-28,2200929
2016-03-01,2145513
2016-03-02,2094143
2016-03-03,2093945
2016-03-04,2131251
2016-03-05,2127441
2016-03-06,2103417
2016-03-07,2152200
2016-03-08,2142000
2016-03-09,2185684
2016-03-10,2247823
2016-03-11,2216563
2016-03-12,2245799
2016-03-13,2252924
2016-03-14,2294070
2016-03-15,2278349
2016-03-16,2254381
2016-03-17,2265143
2016-03-18,2282612
2016-03-19,2331331
2016-03-20,2414094
2016-03-21,2398328
2016-03-22,2431550
2016-03-23,2398246
2016-03-24,2360277
2016-03-25,2325770
2016-03-26,2256321
2016-03-27,2205803
2016-03-28,2187384
2016-03-29,2130848
2016-03-30,2122090
2016-03-31,2147706
2016-04-01,2179978
2016-04-02,2185568
2016-04-03,2175552
2016-04-04,2187339
2016-04-05,2184602
2016-04-06,2170820
2016-04-07,2165242
2016-04-08,2154237
2016-04-09,2140812
2016-04-10,2099722
2016-04-11,2082701
2016-04-12,2065138
2016-04-13,2054235
2016-04-14,2038245
2016-04-15,2038615
2016-04-16,2058278
2016-04-17,2065237
2016-04-18,2087650
2016-04-19,2137401
2016-04-20,2158778
2016-04-21,2182103
2016-04-22,2213107
2016-04-23,2250333
2016-04-24,2253579
2016-04-25,2273050
2016-04-26,2274396
2016-04-27,2269730
2016-04-28,2239510
2016-04-29,2250326
2016-04-30,2238313
2016-05-01,2273761
2016-05-02,2265456
2016-05-03,2255316
2016-05-04,2250977
2016-05-05,2259608
2016-05-06,2255292
2016-05-07,2263248
2016-05-08,2254749
2016-05-09,2256189
2016-05-10,2287700
2016-05-11,2262536
2016-05-12,2258376
2016-05-13,2255292
2016-05-14,2252367
2016-05-15,2253783
2016-05-16,2230596
2016-05-17,2197849
2016-05-18,2175203
2016-05-19,2186133
2016-05-22,2239689
2016-05-23,2265261
2016-05-24,2240072
2016-05-25,2233011
2016-05-26,2225213
2016-05-27,2231639
2016-05-28,2271094
2016-05-29,2334746
2016-05-30,2322321
2016-05-31,2301039
2016-06-01,2292949
2016-06-02,2287775
2016-06-03,2275001
2016-06-04,2258627
2016-06-05,2225787
2016-06-06,2227679
2016-06-07,2236733
2016-06-08,2238351
2016-06-09,2233232
2016-06-10,2248341
2016-06-11,2241839
2016-06-12,2239544
2016-06-13,2232053
2016-06-14,2207377
2016-06-15,2207980
2016-06-16,2196808
2016-06-17,2183306
2016-06-18,2216254
2016-06-19,2232483
2016-06-20,2246250
2016-06-21,2252953
2016-06-22,2269971
2016-06-23,2276366
2016-06-24,2274684
2016-06-25,2261528
2016-06-26,2298693
2016-06-27,2344215
2016-06-28,2320212
2016-06-29,2324787
2016-06-30,2343726
2016-07-01,2338754
2016-07-02,2336416
2016-07-03,2326072
2016-07-04,2318330
2016-07-05,2273967
2016-07-06,2187474
2016-07-07,2151763
2016-07-08,2147838
2016-07-09,2141838
2016-07-10,2131399
2016-07-11,2067894
2016-07-12,2020437
2016-07-13,1987426
2016-07-14,1947376
2016-07-15,1918640
2016-07-16,1928340
2016-07-17,1946596
2016-07-18,1941465
2016-07-23,1975381
2016-07-24,1963532
2016-07-25,1959332
2016-07-26,1922391
2016-07-27,1917554
2016-07-28,1915466
2016-07-29,1940150
2016-07-30,1953668
2016-07-31,1953970
2016-08-01,1991830
2016-08-02,1993231
2016-08-03,1998052
2016-08-04,1995882
2016-08-05,1992094
2016-08-06,1980606
2016-08-07,1969984
2016-08-08,1965426
2016-08-09,1977949
2016-08-10,2015716
2016-08-11,2091011
2016-08-12,2054119
2016-08-13,2047664
2016-08-14,2039777
2016-08-15,2059230
2016-08-16,2159251
2016-08-17,2259720
2016-08-18,2223016
2016-08-19,2171738
2016-08-20,2162468
2016-08-21,2158213
2016-08-22,2130862
2016-08-23,2048371
2016-08-24,2149918
2016-08-25,2210749
2016-08-26,2205215
2016-08-28,2124761
2016-08-31,2128148
2016-09-01,2050842
2016-09-02,2010741
2016-09-03,1972993
2016-09-04,1931771
2016-09-05,1960842
2016-09-06,1999955
2016-09-07,2023719
2016-09-08,2011608
2016-09-09,2008233
2016-09-10,2005823
2016-09-11,2001565
2016-09-12,1962875
2016-09-13,1958817
2016-09-14,1948936
2016-09-15,1947821
2016-09-16,1956719
2016-09-17,1977205
2016-09-18,1995248
2016-09-19,1995787
2016-09-20,2028421
2016-09-21,2014977
2016-09-22,1999407
2016-09-23,2020578
2016-09-24,2022852
2016-09-25,2045552
2016-09-26,2049427
2016-09-27,2071717
2016-09-28,2091511
2016-09-29,2078855
2016-09-30,2131263
2016-10-01,2164654
2016-10-02,2177509
2016-10-03,2163627
2016-10-04,2170554
2016-10-05,2188192
2016-10-06,2216477
2016-10-07,2322839
2016-10-08,2396706
2016-10-09,2327191
2016-10-10,2275909
2016-10-11,2265685
2016-10-12,2270480
2016-10-13,2258683
2016-10-14,2269835
2016-10-15,2237644
2016-10-16,2231426
2016-10-17,2236782
2016-10-18,2247068
2016-10-19,2213347
2016-10-20,2203997
2016-10-21,2211916
2016-10-22,2224403
2016-10-23,2281813
2016-10-24,2332192
2016-10-25,2363454
2016-10-26,2388911
2016-10-27,2439428
2016-10-28,2503695
2016-10-29,2541727
2016-10-30,2556584
2016-10-31,2625267
2016-11-01,2587957
2016-11-02,2600735
2016-11-03,2623513
2016-11-04,2620004
2016-11-05,2616568
2016-11-06,2628775
2016-11-07,2629367
2016-11-08,2625661
2016-11-09,2616149
2016-11-10,2613760
2016-11-11,2593167
2016-11-12,2613411
2016-11-13,2616519
2016-11-14,2621958
2016-11-15,2625627
2016-12-07,2723566
2016-12-08,2779431
2016-12-09,2789616
2016-12-10,2777864
2016-12-11,2796945
2016-12-12,2786706
2016-12-13,2767472
2016-12-14,2796867
2016-12-15,2850325
2016-12-16,2908967
2016-12-17,2958969
2016-12-18,2905326
2016-12-19,2844285
2016-12-20,2870041
2016-12-21,2881756
2016-12-22,2881028
2016-12-23,2876922
2016-12-24,2850117
2016-12-25,2866627
2016-12-26,2886580
2016-12-27,2953017
2016-12-28,2932168
2016-12-29,2938385
2016-12-30,3070635
2016-12-31,3190685
2017-01-01,3256241
2017-01-02,3235534
2017-01-03,3234030
2017-01-04,3206286
2017-01-05,3183239
2017-01-06,3142864
2017-01-07,3019371
2017-01-08,2941948
2017-01-09,2902091
2017-01-10,2875970
2017-01-11,2829463
2017-01-12,2827727
2017-01-13,2880372
2017-01-14,3001433
2017-01-15,3019572
2017-01-16,3018274
2017-01-17,3012814
2017-01-18,3001260
2017-01-19,3004662
2017-01-20,3009814
2017-01-21,3019904
2017-01-22,3008046
2017-01-23,2983062
2017-01-27,2947184
2017-01-28,2923439
2017-01-29,2925328
2017-01-30,2919307
2017-01-31,2914426
2017-02-01,2915960
2017-02-02,2931643
2017-02-03,2931267
2017-02-04,2928053
2017-02-05,2917113
2017-02-06,2916146
2017-02-07,2913606
2017-02-08,2909360
2017-02-09,2895429
2017-02-10,2885896
2017-02-11,2865960
2017-02-12,2852369
2017-02-13,2838296
2017-02-14,2832408
2017-02-15,2774707
2017-02-16,2667089
2017-02-18,2720974
2017-02-19,2699935
2017-02-20,2648238
2017-02-21,2645895
2017-02-22,2605104
2017-02-23,2490810
2017-02-24,2366269
2017-02-25,2313779
2017-02-26,2303662
2017-02-27,2316742
2017-02-28,2345328
2017-03-01,2405060
2017-03-02,2437196
2017-03-03,2518725
2017-03-04,2516180
2017-03-05,2512200
2017-03-06,2504993
2017-03-07,2508663
2017-03-08,2505205
2017-03-09,2506099
2017-03-10,2510144
2017-03-11,2509410
2017-03-12,2510231
2017-03-13,2509121
2017-03-14,2508776
2017-03-15,2505168
2017-03-16,2507423
2017-03-17,2510938
2017-03-18,2510833
2017-03-19,2512753
2017-03-20,2510819
2017-03-21,2493262
2017-03-22,2478778
2017-03-23,2476484
2017-03-24,2474266
2017-03-25,2478678
2017-03-26,2463222
2017-03-27,2463924
2017-03-28,2464585
2017-03-29,2465382
2017-03-30,2468163
2017-03-31,2473029
2017-04-01,2471890
2017-04-02,2477981
2017-04-03,2491904
2017-04-04,2498405
2017-04-12,2368858
2017-04-13,2372657
2017-04-14,2374017
2017-04-15,2379298
2017-04-16,2378784
2017-04-17,2379774
2017-04-18,2380210
2017-04-19,2377330
2017-04-20,2400073
2017-04-21,2406449
2017-04-22,2427324
2017-04-23,2501460
2017-04-24,2561707
2017-04-25,2654970
2017-04-26,2635362
2017-04-27,2595706
2017-04-28,2636813
2017-04-29,2710282
2017-04-30,2774205
2017-05-01,2792737
2017-05-02,2812564
2017-05-03,2865719
2017-05-04,3004114
2017-05-05,3081364
2017-05-06,3228325
2017-05-07,3256140
2017-05-08,3290408
2017-05-09,3271844
2017-05-10,3275663
2017-05-11,3266217
2017-05-12,3279969
2017-05-13,3282226
2017-05-14,3285915
2017-05-15,3258145
2017-05-16,3267471
2017-05-17,3277712
2017-05-18,3273015
2017-05-19,3291126
2017-05-20,3267807
2017-05-21,3269624
2017-05-22,3270220
2017-05-23,3263943
2017-05-24,3265597
2017-05-25,3238782
2017-05-26,3273640
2017-05-27,3273553
2017-05-28,3267373
2017-05-29,3270124
2017-05-30,3268779
2017-05-31,3269145
2017-06-01,3250231
2017-06-02,3264761
2017-06-03,3274395
2017-06-04,3277037
2017-06-05,3273166
2017-06-06,3271197
2017-06-07,3272023
2017-06-08,3262083
2017-06-09,3237241
2017-06-10,3246118
2017-06-11,3238370
2017-06-12,3201957
2017-06-13,3210436
2017-06-14,3210560
2017-06-15,3212612
2017-06-16,3213898
2017-06-17,3213450
2017-06-18,3209002
2017-06-19,3209589
2017-06-20,3213532
2017-06-21,3215781
2017-06-22,3210516
2017-06-23,3211317
2017-06-24,3215918
2017-06-25,3212744
2017-06-26,3213637
2017-06-27,3216107
2017-06-28,3210772
2017-06-29,3206984
2017-06-30,3211752
2017-07-01,3195996
2017-07-02,3177487
2017-07-03,3179280
2017-07-04,3177812
2017-07-05,3175798
2017-07-06,3176983
2017-07-07,3180275
2017-07-08,3189230
2017-07-13,3173373
2017-07-14,3175068
2017-07-15,3176564
2017-07-16,3179364
2017-07-17,3180054
2017-07-18,3172724
2017-07-19,3175457
2017-07-20,3176887
2017-07-21,3179404
2017-07-22,3182715
2017-07-23,3184069
2017-07-24,3190612
2017-07-25,3191318
2017-07-26,3190307
2017-07-27,3188465
2017-07-28,3185100
2017-07-29,3189251
2017-07-30,3191965
2017-07-31,3204643
2017-08-01,3192432
2017-08-02,3203073
2017-08-03,3204281
2017-08-04,3209240
2017-08-05,3235103
2017-08-06,3214686
2017-08-09,3216636
2017-08-10,3210659
2017-08-11,3190184
2017-08-12,3194370
2017-08-13,3196306
2017-08-14,3193476
2017-08-15,3194632
2017-08-16,3196117
2017-08-17,3194601
2017-08-18,3196395
2017-08-19,3197031
2017-08-20,3143835
2017-08-21,3093943
2017-08-22,3099586
2017-08-23,3090098
2017-08-24,3092582
2017-08-25,3089557
2017-08-26,3091115
2017-08-27,3062728
2017-08-28,2909591
2017-08-29,2779910
2017-08-30,2819493
2017-08-31,2813608
2017-09-01,2816063
2017-09-03,2815855
2017-09-04,2811792
2017-09-05,2803296
2017-09-06,2803861
2017-09-07,2798765
2017-09-08,2794859
2017-09-09,2798731
2017-09-10,2802459
2017-09-11,2799779
2017-09-12,2800393
2017-09-13,2800930
2017-09-14,2803429
2017-09-15,2801160
2017-09-16,2809598
2017-09-17,2827645
2017-09-18,2844826
2017-09-19,2830179
2017-09-20,2802430
2017-09-21,2825443
2017-09-22,2851562
2017-09-23,2853407
2017-09-24,2861049
2017-09-25,2854147
2017-09-26,2864325
2017-09-27,2852563
2017-09-28,2887057
2017-09-29,2947299
2017-09-30,3007039
2017-10-01,3065662
2017-10-02,3066826
2017-10-03,3110784
2017-10-04,3109997
2017-10-05,3114310
2017-10-06,3117081
2017-10-07,3169903
2017-10-08,3125419
2017-10-09,3113215
2017-10-10,3114530
2017-10-11,3114238
2017-10-12,3096111
2017-10-13,3095890
2017-10-14,3096859
2017-10-15,3100067
2017-10-16,3096611
2017-10-17,3085871
2017-10-18,3090231
2017-10-19,3091787
2017-10-20,3101395
2017-10-21,3108006
2017-10-22,3108537
2017-10-23,3109105
2017-10-24,3108873
2017-10-25,3071003
2017-10-26,3070687
2017-10-27,3084924
2017-10-28,3086648
2017-10-29,3088062
2017-10-30,3087060
2017-10-31,3086129
2017-11-01,3083404
2017-11-02,3084819
2017-11-03,3086063
2017-11-04,3085783
2017-11-05,3085101
2017-11-06,3083471
2017-11-07,3083490
2017-11-08,3084740
2017-11-09,3085482
2017-11-10,3086926
2017-11-11,3086904
2017-11-12,3080925
2017-11-13,3084721
2017-11-14,3086696
2017-11-15,3087107
2017-11-16,3085883
2017-11-17,3086627
2017-11-18,3085739
2017-11-19,3086704
2017-11-20,3085779
2017-11-21,3086783
2017-11-22,3086347
2017-11-23,3091743
2017-11-24,3085803
2017-11-25,3086153
2017-11-26,3086797
2017-11-27,3086236
2017-11-28,3085922
2017-11-29,3086902
2017-11-30,3086651
2017-12-01,3086473
2017-12-02,3087593
2017-12-03,3086512
2017-12-04,3086758
2017-12-05,3086960
2017-12-06,3085447
2017-12-07,3085638
2017-12-08,3086103
2017-12-09,3086707
2017-12-10,3085922
2017-12-11,3086509
2017-12-12,3088047
2017-12-13,3087008
2017-12-14,3100076
2017-12-15,3130507
2017-12-16,3176913
2017-12-17,3204258
2017-12-18,3269143
2017-12-19,3334697
2017-12-20,3310108
2017-12-21,3282347
2017-12-22,3264864
2017-12-23,3248241
2017-12-24,3252845
2017-12-25,3253787
2017-12-26,3250684
2017-12-27,3277675
2017-12-28,3286344
2017-12-29,3290120
2017-12-30,3284433
2017-12-31,3273040
2018-01-01,3270622
2018-01-02,3275511
2018-01-03,3274051
2018-01-04,3261190
2018-01-05,3243466
2018-01-06,3258145
2018-01-07,3308833
2018-01-08,3447616
2018-01-09,3510168
2018-01-10,3519081
2018-01-11,3519259
2018-01-12,3517847
2018-01-13,3514314
2018-01-14,3566290
2018-01-15,3626038
2018-01-16,3624600
2018-01-17,3610075
2018-01-18,3614006
2018-01-19,3613533
2018-01-20,3614831
2018-01-21,3629313
2018-01-22,3615765
2018-01-23,3616285
2018-01-25,3606512
2018-01-26,3602875
2018-01-27,3607669
2018-01-28,3611265
2018-01-29,3614396
2018-01-30,3611247
2018-01-31,3606064
2018-02-01,3607539
2018-02-02,3607505
2018-02-03,3604592
2018-02-04,3606175
2018-02-05,3610048
2018-02-06,3612332
2018-02-07,3610756
2018-02-08,3613734
2018-02-09,3615221
2018-02-10,3610912
2018-02-11,3612008
2018-02-12,3615155
2018-02-13,3618659
2018-02-14,3614326
2018-02-15,3616338
2018-02-16,3621734
2018-02-17,3621567
2018-02-18,3616369
2018-02-19,3619409
2018-02-20,3620727
2018-02-21,3619956
2018-02-22,3622852
2018-02-23,3624933
2018-02-24,3628191
2018-02-25,3629583
2018-02-26,3613525
2018-02-27,3613359
2018-02-28,3614789
2018-03-01,3616220
2018-03-02,3618268
2018-03-03,3621048
2018-03-04,3520789
2018-03-05,3492412
2018-03-06,3497103
2018-03-07,3511118
2018-03-08,3510529
2018-03-09,3519445
2018-03-10,3526780
2018-03-11,3528595
2018-03-12,3529013
2018-03-13,3532145
2018-03-14,3530852
2018-03-15,3528307
2018-03-16,3530088
2018-03-17,3534184
2018-03-18,3535607
2018-03-19,3534222
2018-03-20,3530111
2018-03-21,3534734
2018-03-23,3536281
2018-03-24,3537824
2018-03-25,3534981
2018-03-26,3536052
2018-03-27,3536823
2018-03-28,3536772
2018-03-29,3538284
2018-03-30,3537336
2018-03-31,3537810
2018-04-01,3536234
2018-04-02,3537865
2018-04-03,3538081
2018-04-04,3541212
2018-04-05,3541602
2018-04-06,3544915
2018-04-07,3547552
2018-04-08,3547507
2018-04-09,3543013
2018-04-10,3532697
2018-04-11,3536679
2018-04-12,3525839
2018-04-13,3527916
2018-04-14,3528295
2018-04-15,3531943
2018-04-16,3525786
2018-04-17,3523531
2018-04-18,3522333
2018-04-19,3525472
2018-04-20,3528121
2018-04-21,3529595
2018-04-22,3528668
2018-04-23,3528612
2018-04-24,3528847
2018-04-25,3527429
2018-04-26,3528214
2018-04-27,3529122
2018-04-28,3529292
2018-04-29,3529193
2018-04-30,3530395
2018-05-01,3526381
2018-05-03,3431051
2018-05-04,3431361
2018-05-05,3423724
2018-05-07,3431016
2018-05-08,3430352
2018-05-09,3429916
2018-05-10,3425730
2018-05-11,3418012
2018-05-12,3430108
2018-05-13,3433682
2018-05-14,3432137
2018-05-15,3433528
2018-05-16,3435300
2018-05-17,3433623
2018-05-18,3438961
2018-05-19,3439263
2018-05-20,3439909
2018-05-21,3439281
2018-05-22,3443071
2018-05-23,3442641
2018-05-24,3442896
2018-05-25,3440421
2018-05-26,3379505
2018-05-27,3244046
2018-05-28,3242815
2018-05-29,3245633
2018-05-30,3245996
2018-05-31,3239173
2018-06-01,3245687
2018-06-02,3248157
2018-06-03,3249936
2018-06-04,3250559
2018-06-05,3233918
2018-06-06,3139035
2018-06-07,3098649
2018-06-08,3040002
2018-06-09,3045780
2018-06-10,3048081
2018-06-11,3050824
2018-06-12,3049535
2018-06-13,3045181
2018-06-14,3049693
2018-06-15,3052479
2018-06-16,3052602
2018-06-17,3053221
2018-06-18,3051459
2018-06-19,3053110
2018-06-20,3054561
2018-06-21,3054983
2018-06-22,3055722
2018-06-23,3056613
2018-06-24,3059599
2018-06-25,3061556
2018-06-26,3060305
2018-06-27,3061368
2018-06-28,3060207
2018-06-29,3106415
2018-06-30,3124383
2018-07-01,3108078
2018-07-02,3093683
2018-07-03,3094030
2018-07-04,3093383
2018-07-05,3091456
2018-07-06,3107688
2018-07-07,3115948
2018-07-08,3125152
2018-07-09,3128697
2018-07-10,3191220
2018-07-11,3243562
2018-07-12,3247858
2018-07-13,3252508
2018-07-14,3257349
2018-07-15,3257707
2018-07-16,3255948
2018-07-17,3257260
2018-07-18,3257153
2018-07-19,3258846
2018-07-20,3257059
2018-07-21,3256575
2018-07-22,3256258
2018-07-23,3255667
2018-07-24,3258517
2018-07-25,3258744
2018-07-26,3168499
2018-07-27,3106696
2018-07-28,3122162
2018-07-29,3050794
2018-07-30,3026986
2018-07-31,3028827
2018-08-01,3028480
2018-08-02,3030782
2018-08-03,3031027
2018-08-04,3031076
2018-08-05,3073195
2018-08-06,3213854
2018-08-07,3366403
2018-08-08,3506375
2018-08-09,3632940
2018-08-10,3730384
2018-08-11,3867607
2018-08-12,3952850
2018-08-14,3845692
2018-08-16,3494272
2018-08-17,3319558
2018-08-18,3153580
2018-08-19,3085897
2018-08-20,3132247
2018-08-21,3182109
2018-08-22,3190140
2018-08-23,3188390
2018-08-24,3190630
2018-08-25,3189213
2018-08-26,3189655
2018-08-27,3191613
2018-08-28,3238324
2018-08-29,3285117
2018-08-30,3289392
2018-08-31,3289510
2018-09-01,3290143
2018-09-02,3292026
2018-09-03,3290770
2018-09-04,3290634
2018-09-05,3297714
2018-09-06,3367476
2018-09-07,3473202
2018-09-08,3515220
2018-09-09,3474274
2018-09-10,3486935
2018-09-11,3483439
2018-09-12,3487850
2018-09-13,3434599
2018-09-14,3382298
2018-09-15,3379078
2018-09-16,3385243
2018-09-17,3386095
2018-09-18,3311508
2018-09-19,3284541
2018-09-20,3287483
2018-09-21,3185449
2018-09-22,3118936
2018-09-23,3123912
2018-09-24,3183195
2018-09-25,3226421
2018-09-26,3244250
2018-09-27,3361179
2018-09-28,3389877
2018-09-29,3354855
2018-09-30,3357048
2018-10-01,3356365
2018-10-02,3354900
2018-10-03,3357417
2018-10-04,3360749
2018-10-05,3363085
2018-10-06,3354035
2018-10-07,3316288
2018-10-08,3327029
2018-10-09,3328805
2018-10-10,3331804
2018-10-11,3331528
2018-10-12,3333206
2018-10-13,3332106
2018-10-14,3322763
2018-10-15,3321414
2018-10-16,3323055
2018-10-17,3322254
2018-10-18,3316639
2018-10-19,3320341
2018-10-20,3330695
2018-10-21,3329755
2018-10-22,3345488
2018-10-23,3329975
2018-10-24,3331943
2018-10-25,3332378
2018-10-26,3402453
2018-10-27,3466137
2018-10-28,3474710
2018-10-29,3516342
2018-10-30,3523700
2018-10-31,3523888
2018-11-01,3598290
2018-11-03,3643711
2018-11-04,3644162
2018-11-05,3658876
2018-11-06,3782831
2018-11-07,3818960
2018-11-08,3865417
2018-11-09,3859998
2018-11-10,3844666
2018-11-11,3845061
2018-11-12,3885742
2018-11-13,3944983
2018-11-14,3941934
2018-11-15,3941155
2018-11-16,3963752
