date_obj,Dark%20bow price
2019-02-16,617319
2019-02-17,615123
2019-02-18,631638
2019-02-19,629229
2019-02-20,621875
2019-02-21,625998
2019-02-22,620140
2019-02-23,618845
2019-02-24,626713
2019-02-25,623824
2019-02-26,618974
2019-02-27,623071
2019-02-28,650461
2019-03-01,657033
2019-03-02,651849
2019-03-03,665669
2019-03-04,671550
2019-03-05,668455
2019-03-06,680034
2019-03-07,679217
2019-03-08,673595
2019-03-09,679321
2019-03-10,672813
2019-03-11,664542
2019-03-12,651213
2019-03-13,647487
2019-03-14,634121
2019-03-15,631764
2019-03-16,624494
2019-03-17,621437
2019-03-18,616936
2019-03-19,614342
2019-03-20,621331
2019-03-21,622671
2019-03-22,635608
2019-03-23,662441
2019-03-24,695564
2019-03-25,729755
2019-03-26,736683
2019-03-27,732915
2019-03-28,726878
2019-03-29,704336
2019-03-30,669119
2019-03-31,638858
2019-04-01,606915
2019-04-02,597561
2019-04-03,576999
2019-04-04,585473
2019-04-05,592950
2019-04-06,597349
2019-04-07,598175
2019-04-08,600343
2019-04-09,601747
2019-04-10,617326
2019-04-11,616647
2019-04-12,614562
2019-04-13,610772
2019-04-14,619449
2019-04-15,617125
2019-04-16,615819
2019-04-17,609632
2019-04-18,606946
2019-04-19,604824
2019-04-20,596420
2019-04-21,594845
2019-04-22,597434
2019-04-23,594609
2019-04-24,593928
2019-04-25,582196
2019-04-26,578623
2019-04-27,581762
2019-04-28,580804
2019-04-29,584891
2019-04-30,588297
2019-05-01,587068
2019-05-02,584658
2019-05-03,581368
2019-05-04,590583
2019-05-05,584921
2019-05-06,582481
2019-05-07,598180
2019-05-08,593827
2019-05-09,596367
2019-05-10,611618
2019-05-11,613422
2019-05-12,609709
2019-05-13,602384
2019-05-14,597664
2019-05-15,594893
2019-05-16,601016
2019-05-17,602562
2019-05-18,610592
2019-05-19,631140
2019-05-20,628477
2019-05-21,630913
2019-05-22,634529
2019-05-23,651080
2019-05-24,682866
2019-05-25,708236
2019-05-26,702048
2019-05-27,694545
2019-05-28,687840
2019-05-29,679090
2019-05-30,674323
2019-05-31,672579
2019-06-01,666523
2019-06-02,657892
2019-06-03,648855
2019-06-04,647643
2019-06-05,649284
2019-06-06,644729
2019-06-07,654552
2019-06-08,653217
2019-06-09,651349
2019-06-10,644049
2019-06-11,638894
2019-06-12,633097
2019-06-13,619453
2019-06-14,641260
2019-06-15,673323
2019-06-16,706990
2019-06-17,742312
2019-06-18,775920
2019-06-19,763642
2019-06-20,725544
2019-06-21,705312
2019-06-22,699189
2019-06-23,693116
2019-06-24,686013
2019-06-25,674877
2019-06-26,652524
2019-06-27,628197
2019-06-28,620554
2019-06-29,616937
2019-06-30,619610
2019-07-01,616314
2019-07-02,628142
2019-07-03,640367
2019-07-04,640212
2019-07-05,639951
2019-07-06,653524
2019-07-07,646352
2019-07-08,639347
2019-07-09,641468
2019-07-10,668459
2019-07-11,662842
2019-07-12,672489
2019-07-13,691792
2019-07-14,697021
2019-07-15,687823
2019-07-16,674862
2019-07-17,663337
2019-07-18,650038
2019-07-19,634656
2019-07-20,630375
2019-07-21,623819
2019-07-22,606642
2019-07-23,580692
2019-07-24,581219
2019-07-25,583625
2019-07-26,574993
2019-07-27,548051
2019-07-28,528857
2019-07-29,536545
2019-07-30,547540
2019-07-31,560992
2019-08-01,577158
2019-08-02,598011
2019-08-03,614680
2019-08-04,614096
2019-08-05,613567
2019-08-06,605005
2019-08-07,607585
2019-08-08,597717
2019-08-09,594967
2019-08-10,599187
2019-08-11,601781
2019-08-12,613675
2019-08-13,601089
2019-08-14,600690
2019-08-15,603105
2019-08-16,601815
2019-08-17,610539
2019-08-18,614611
2019-08-19,606628
2019-08-20,605858
2019-08-21,608358
2019-08-22,617823
2019-08-23,625354
2019-08-24,616992
2019-08-24,616992
2019-08-25,600095
2019-08-25,600095
2019-08-26,590012
2019-08-27,593512
2019-08-27,593512
2019-08-28,602124
2019-08-29,597465
2019-08-30,596381
2019-08-31,589536
2019-09-01,595433
2019-09-02,598726
2019-09-03,599223
2019-09-04,616198
2019-09-05,634527
2019-09-06,664007
2019-09-07,671275
2019-09-08,650531
2019-09-09,637560
2019-09-10,622167
2019-09-11,608848
2019-09-12,605793
2019-09-13,604224
2019-09-14,606118
2019-09-15,604105
2019-09-16,598654
2019-09-17,593158
2019-09-18,586838
2019-09-19,588663
2019-09-20,584969
2019-09-21,593134
2019-09-22,591941
2019-09-23,589259
2019-09-24,585634
2019-09-25,582223
2019-09-26,576384
2019-09-27,570338
2019-09-28,562477
2019-09-29,557414
2019-09-30,553651
2019-10-01,549539
2019-10-02,553274
2019-10-03,552569
2019-10-04,559932
2019-10-05,572049
2019-10-06,570645
2019-10-07,573140
2019-10-08,572834
2019-10-09,570199
2019-10-10,567478
2019-10-11,563807
2019-10-12,555203
2019-10-13,545161
2019-10-14,534791
2019-10-15,530462
2019-10-16,531034
2019-10-17,530606
2019-10-18,525423
2019-10-19,517025
2019-10-20,513220
2019-10-21,505330
2019-10-22,497389
2019-10-23,500912
2019-10-24,501824
2019-10-25,498560
2019-10-26,504795
2019-10-27,510714
2019-10-28,503460
2019-10-29,497809
2019-10-30,489427
2019-10-31,485007
2019-11-01,477633
2019-11-02,471350
2019-11-03,462767
2019-11-04,458543
2019-11-05,453153
2019-11-06,450974
2019-11-07,462578
2019-11-08,475152
2019-11-09,492930
2019-11-10,507766
2019-11-11,504449
2019-11-12,505365
2019-11-13,522700
2019-11-14,513303
2019-11-15,524987
2019-11-16,525278
2019-11-17,518978
2019-11-18,508001
2019-11-19,510677
2019-11-20,505805
2019-11-21,500243
2019-11-22,501291
2019-11-23,490772
2019-11-24,485280
2019-11-25,477282
2019-11-26,469320
2019-11-27,477821
2019-11-28,486067
2019-11-29,486804
2019-11-30,499573
2019-12-01,504537
2019-12-02,504664
2019-12-03,508506
2019-12-04,501612
2019-12-05,500384
2019-12-06,502206
2019-12-07,508170
2019-12-08,519534
2019-12-09,518706
2019-12-10,513980
2019-12-11,514465
2019-12-12,509499
2019-12-13,507453
2019-12-14,520562
2019-12-15,534393
2019-12-16,527208
2019-12-17,520583
2019-12-18,517413
2019-12-19,512793
2019-12-20,522574
2019-12-21,544145
2019-12-22,564569
2019-12-23,569513
2019-12-24,572740
2019-12-25,576578
2019-12-26,576669
2019-12-27,573376
2019-12-28,587973
2019-12-29,606301
2019-12-30,606008
2019-12-31,601923
2020-01-01,591592
2020-01-02,576576
2020-01-03,577389
2020-01-04,555280
2020-01-05,545973
2020-01-06,536463
2020-01-07,528846
2020-01-08,517422
2020-01-09,510069
2020-01-10,520993
2020-01-11,522320
2020-01-12,522107
2020-01-13,517118
2020-01-14,519799
2020-01-15,522430
2020-01-16,513252
2020-01-17,512300
2020-01-18,510691
2020-01-19,508319
2020-01-20,507391
2020-01-21,503791
2020-01-22,503513
2020-01-23,505101
2020-01-24,512054
2020-01-25,507359
2020-01-26,510827
2020-01-27,510043
2020-01-28,507287
2020-01-29,503806
2020-01-30,497257
2020-01-31,490101
2020-02-01,484454
2020-02-02,484522
2020-02-03,480993
2020-02-04,480464
2020-02-05,478967
2020-02-06,472815
2020-02-07,471709
2020-02-08,471996
2020-02-09,467172
2020-02-10,467954
2020-02-11,467067
2020-02-12,463835
2020-02-13,457724
2020-02-14,449562
2020-02-15,451682
2020-02-16,452240
2020-02-17,454530
2020-02-18,451365
2020-02-19,447263
2020-02-20,443595
2020-02-21,441604
2020-02-22,447585
2020-02-23,468202
2020-02-24,477624
2020-02-25,474813
2020-02-26,484610
2020-02-27,481846
2020-02-28,488207
2020-02-29,490011
2020-03-01,488312
2020-03-02,482638
2020-03-03,478812
2020-03-04,474035
2020-03-05,481901
2020-03-06,479900
2020-03-07,485710
2020-03-08,496589
2020-03-09,494326
2020-03-10,494004
2020-03-11,499937
2020-03-12,496878
2020-03-13,498294
2020-03-14,496807
2020-03-15,495109
2020-03-16,490062
2020-03-17,478795
2020-03-18,464403
2020-03-19,456066
2020-03-20,448652
2020-03-21,452165
2020-03-22,466010
2020-03-23,479278
2020-03-24,486829
2020-03-25,492028
2020-03-26,507004
2020-03-27,517227
2020-03-28,518589
2020-03-29,512941
2020-03-30,502766
2020-03-31,495010
2020-04-01,485277
2020-04-02,476178
2020-04-03,464655
2020-04-04,458631
2020-04-05,458529
2020-04-06,455082
2020-04-07,454140
2020-04-08,455962
2020-04-09,459600
2020-04-10,459840
2020-04-11,461264
2020-04-12,458555
2020-04-13,454039
2020-04-14,448662
2020-04-15,446061
2020-04-16,446896
2020-04-17,444905
2020-04-18,444881
2020-04-19,440943
2020-04-20,437132
2020-04-21,435838
2020-04-22,440564
2020-04-23,452676
2020-04-24,461784
2020-04-25,464789
2020-04-26,469597
2020-04-27,463610
2020-04-28,457909
2020-04-29,458318
2020-04-30,465461
2020-05-01,461709
2020-05-02,460150
2020-05-03,462092
2020-05-04,461712
2020-05-05,456253
2020-05-06,449998
2020-05-07,443010
2020-05-08,438014
2020-05-09,427874
2020-05-10,425427
2020-05-11,416836
2020-05-12,411460
2020-05-13,416120
