date_obj,Pestle%20and%20mortar price
2016-07-25,272
2016-07-26,286
2016-07-27,286
2016-07-28,299
2016-07-29,312
2016-07-30,312
2016-07-31,325
2016-08-01,325
2016-08-02,342
2016-08-03,342
2016-08-04,357
2016-08-05,357
2016-08-06,364
2016-08-07,364
2016-08-08,346
2016-08-09,328
2016-08-10,328
2016-08-11,311
2016-08-12,311
2016-08-13,295
2016-08-14,295
2016-08-15,280
2016-08-16,280
2016-08-17,266
2016-08-18,266
2016-08-19,252
2016-08-20,252
2016-08-21,242
2016-08-22,242
2016-08-23,237
2016-08-24,237
2016-08-25,233
2016-08-26,233
2016-08-28,240
2016-08-31,239
2016-09-01,239
2016-09-02,237
2016-09-03,237
2016-09-04,235
2016-09-05,235
2016-09-06,233
2016-09-07,233
2016-09-08,233
2016-09-09,223
2016-09-10,223
2016-09-11,218
2016-09-12,218
2016-09-13,207
2016-09-14,207
2016-09-15,199
2016-09-16,199
2016-09-17,197
2016-09-18,197
2016-09-19,195
2016-09-20,195
2016-09-21,195
2016-09-22,197
2016-09-23,197
2016-09-24,197
2016-09-25,194
2016-09-26,194
2016-09-27,194
2016-09-28,194
2016-09-29,194
2016-09-30,194
2016-10-01,194
2016-10-02,194
2016-10-03,194
2016-10-04,194
2016-10-05,194
2016-10-06,193
2016-10-07,193
2016-10-08,193
2016-10-09,193
2016-10-10,191
2016-10-11,191
2016-10-12,192
2016-10-13,192
2016-10-14,192
2016-10-15,192
2016-10-16,200
2016-10-17,207
2016-10-18,207
2016-10-19,212
2016-10-20,212
2016-10-21,223
2016-10-22,223
2016-10-23,222
2016-10-24,210
2016-10-25,210
2016-10-26,205
2016-10-27,205
2016-10-28,205
2016-10-29,207
2016-10-30,207
2016-10-31,206
2016-11-01,206
2016-11-02,207
2016-11-03,207
2016-11-04,199
2016-11-05,199
2016-11-06,189
2016-11-07,189
2016-11-08,184
2016-11-09,184
2016-11-10,182
2016-11-11,182
2016-11-12,182
2016-11-13,182
2016-11-14,181
2016-12-07,220
2016-12-08,229
2016-12-09,229
2016-12-10,239
2016-12-11,247
2016-12-12,247
2016-12-13,259
2016-12-14,271
2016-12-15,271
2016-12-16,285
2016-12-17,300
2016-12-18,300
2016-12-19,315
2016-12-20,329
2016-12-21,346
2016-12-22,360
2016-12-23,378
2016-12-24,396
2016-12-25,415
2016-12-26,433
2016-12-27,455
2016-12-28,475
2016-12-29,499
2016-12-30,519
2016-12-31,532
2017-01-01,534
2017-01-02,550
2017-01-03,575
2017-01-04,594
2017-01-05,594
2017-01-06,590
2017-01-07,561
2017-01-08,572
2017-01-09,590
2017-01-10,607
2017-01-11,615
2017-01-12,633
2017-01-13,633
2017-01-14,643
2017-01-15,651
2017-01-16,662
2017-01-17,664
2017-01-18,663
2017-01-19,663
2017-01-20,658
2017-01-21,675
2017-01-22,683
2017-01-27,731
2017-01-28,750
2017-01-29,753
2017-01-30,753
2017-01-31,770
2017-02-01,790
2017-02-02,790
2017-02-03,814
2017-02-04,822
2017-02-05,822
2017-02-06,824
2017-02-07,824
2017-02-08,823
2017-02-09,823
2017-02-10,807
2017-02-11,797
2017-02-12,797
2017-02-13,764
2017-02-14,726
2017-02-15,726
2017-02-16,722
2017-02-18,699
2017-02-19,707
2017-02-20,707
2017-02-21,707
2017-02-22,707
2017-02-23,717
2017-02-24,717
2017-02-25,720
2017-02-26,720
2017-02-27,692
2017-02-28,686
2017-03-01,686
2017-03-02,677
2017-03-03,677
2017-03-04,674
2017-03-05,674
2017-03-06,664
2017-03-07,664
2017-03-08,632
2017-03-09,632
2017-03-10,600
2017-03-11,586
2017-03-12,586
2017-03-13,580
2017-03-14,552
2017-03-15,541
2017-03-16,549
2017-03-17,549
2017-03-18,561
2017-03-19,565
2017-03-20,536
2017-03-21,535
2017-03-22,535
2017-03-23,508
2017-03-24,509
2017-03-25,509
2017-03-26,513
2017-03-27,501
2017-03-28,501
2017-03-29,492
2017-03-30,492
2017-03-31,486
2017-04-01,486
2017-04-02,481
2017-04-03,487
2017-04-04,487
2017-04-12,563
2017-04-13,575
2017-04-14,575
2017-04-15,589
2017-04-16,613
2017-04-17,629
2017-04-18,629
2017-04-19,625
2017-04-20,625
2017-04-21,594
2017-04-22,594
2017-04-23,581
2017-04-24,555
2017-04-25,541
2017-04-26,541
2017-04-27,539
2017-04-28,530
2017-04-29,525
2017-04-30,525
2017-05-01,510
2017-05-02,506
2017-05-03,506
2017-05-04,498
2017-05-05,492
2017-05-06,492
2017-05-07,487
2017-05-08,487
2017-05-09,492
2017-05-10,492
2017-05-11,496
2017-05-12,501
2017-05-13,522
2017-05-14,522
2017-05-15,528
2017-05-16,536
2017-05-17,536
2017-05-18,546
2017-05-19,546
2017-05-20,536
2017-05-21,536
2017-05-22,539
2017-05-23,539
2017-05-24,555
2017-05-25,555
2017-05-26,562
2017-05-27,554
2017-05-28,554
2017-05-29,532
2017-05-30,532
2017-05-31,530
2017-06-01,550
2017-06-02,560
2017-06-03,560
2017-06-06,539
2017-06-07,512
2017-06-08,512
2017-06-09,486
2017-06-10,461
2017-06-11,437
2017-06-12,437
2017-06-13,415
2017-06-14,394
2017-06-15,394
2017-06-16,374
2017-06-17,374
2017-06-18,355
2017-06-19,355
2017-06-20,337
2017-06-21,320
2017-06-22,320
2017-06-23,304
2017-06-24,288
2017-06-25,288
2017-06-26,297
2017-06-27,310
2017-06-28,310
2017-06-29,323
2017-06-30,323
2017-07-01,336
2017-07-02,336
2017-07-03,351
2017-07-04,360
2017-07-05,360
2017-07-06,371
2017-07-07,371
2017-07-08,382
2017-07-13,434
2017-07-14,453
2017-07-15,453
2017-07-16,468
2017-07-17,484
2017-07-18,484
2017-07-19,489
2017-07-20,497
2017-07-21,492
2017-07-22,502
2017-07-23,507
2017-07-24,507
2017-07-25,481
2017-07-26,456
2017-07-27,433
2017-07-28,433
2017-07-29,411
2017-07-30,390
2017-07-31,390
2017-08-01,370
2017-08-02,351
2017-08-03,351
2017-08-04,333
2017-08-05,316
2017-08-06,316
2017-08-09,285
2017-08-10,282
2017-08-11,282
2017-08-12,281
2017-08-13,281
2017-08-14,276
2017-08-15,272
2017-08-17,262
2017-08-18,262
2017-08-19,248
2017-08-20,235
2017-08-22,223
2017-08-23,223
2017-08-24,212
2017-08-25,212
2017-08-26,201
2017-08-27,190
2017-08-28,190
2017-08-29,180
2017-08-30,171
2017-08-31,171
2017-09-01,162
2017-09-02,169
2017-09-03,169
2017-09-04,176
2017-09-05,185
2017-09-06,185
2017-09-07,195
2017-09-08,195
2017-09-09,205
2017-09-10,209
2017-09-11,209
2017-09-12,200
2017-09-13,190
2017-09-14,180
2017-09-15,180
2017-09-16,171
2017-09-17,163
2017-09-19,158
2017-09-20,157
2017-09-21,157
2017-09-22,150
2017-09-23,150
2017-09-24,146
2017-09-25,145
2017-09-26,145
2017-09-27,145
2017-09-28,148
2017-09-29,144
2017-09-30,144
2017-10-01,140
2017-10-02,140
2017-10-03,140
2017-10-04,141
2017-10-05,141
2017-10-06,145
2017-10-07,140
2017-10-08,140
2017-10-09,140
2017-10-10,145
2017-10-11,145
2017-10-12,150
2017-10-13,145
2017-10-14,144
2017-10-15,144
2017-10-16,149
2017-10-17,149
2017-10-18,148
2017-10-19,148
2017-10-20,153
2017-10-21,153
2017-10-22,159
2017-10-23,159
2017-10-24,155
2017-10-25,156
2017-10-26,156
2017-10-27,162
2017-10-28,162
2017-10-29,171
2017-10-30,178
2017-10-31,178
2017-11-01,185
2017-11-02,185
2017-11-03,194
2017-11-04,184
2017-11-05,184
2017-11-06,175
2017-11-07,175
2017-11-08,171
2017-11-09,176
2017-11-10,176
2017-11-11,181
2017-11-12,184
2017-11-13,184
2017-11-14,193
2017-11-15,193
2017-11-16,203
2017-11-17,203
2017-11-18,207
2017-11-19,217
2017-11-20,217
2017-11-21,228
2017-11-22,228
2017-11-23,240
2017-11-24,240
2017-11-25,252
2017-11-26,265
2017-11-27,265
2017-11-28,278
2017-11-29,278
2017-11-30,291
2017-12-01,304
2017-12-02,304
2017-12-03,299
2017-12-04,299
2017-12-05,287
2017-12-06,287
2017-12-07,278
2017-12-08,278
2017-12-09,264
2017-12-10,254
2017-12-11,254
2017-12-12,248
2017-12-14,238
2017-12-15,233
2017-12-16,233
2017-12-17,228
2017-12-18,220
2017-12-19,220
2017-12-20,211
2017-12-21,203
2017-12-22,203
2017-12-23,196
2017-12-24,196
2017-12-25,193
2017-12-26,186
2017-12-27,180
2017-12-28,180
2017-12-29,178
2017-12-30,175
2017-12-31,175
2018-01-01,168
2018-01-02,166
2018-01-03,160
2018-01-04,153
2018-01-05,152
2018-01-06,152
2018-01-07,152
2018-01-08,151
2018-01-09,152
2018-01-10,152
2018-01-11,152
2018-01-12,152
2018-01-13,152
2018-01-14,152
2018-01-15,152
2018-01-16,154
2018-01-17,161
2018-01-18,169
2018-01-19,169
2018-01-20,178
2018-01-21,182
2018-01-22,192
2018-01-23,200
2018-01-24,206
2018-01-25,206
2018-01-26,211
2018-01-27,220
2018-01-28,228
2018-01-29,230
2018-01-31,231
2018-02-01,231
2018-02-02,239
2018-02-03,240
2018-02-04,246
2018-02-05,256
2018-02-06,264
2018-02-07,267
2018-02-08,267
2018-02-09,270
2018-02-10,270
2018-02-11,282
2018-02-12,293
2018-02-13,303
2018-02-14,315
2018-02-15,319
2018-02-16,307
2018-02-17,291
2018-02-18,276
2018-02-19,262
2018-02-20,248
2018-02-21,235
2018-02-22,235
2018-02-23,223
2018-02-24,223
2018-02-25,211
2018-02-26,200
2018-02-27,190
2018-03-01,185
2018-03-02,194
2018-03-03,202
2018-03-04,202
2018-03-05,212
2018-03-06,219
2018-03-07,228
2018-03-08,237
2018-03-09,230
2018-03-10,218
2018-03-11,207
2018-03-12,196
2018-03-13,186
2018-03-14,176
2018-03-15,167
2018-03-16,167
2018-03-17,158
2018-03-18,150
2018-03-19,150
2018-03-20,144
2018-03-21,144
2018-03-23,142
2018-03-24,138
2018-03-26,128
2018-03-27,128
2018-03-28,128
2018-03-29,126
2018-03-30,126
2018-03-31,126
2018-04-01,126
2018-04-02,127
2018-04-03,134
2018-04-04,140
2018-04-05,140
2018-04-06,136
2018-04-08,131
2018-04-09,129
2018-04-10,129
2018-04-11,122
2018-04-12,115
2018-04-13,115
2018-04-14,109
2018-04-15,105
2018-04-16,105
2018-04-17,108
2018-04-18,108
2018-04-19,114
2018-04-20,119
2018-04-21,124
2018-04-22,124
2018-04-23,129
2018-04-24,129
2018-04-25,135
2018-04-26,135
2018-04-27,140
2018-04-28,147
2018-04-29,153
2018-04-30,160
2018-05-01,168
2018-05-02,168
2018-05-03,174
2018-05-04,174
2018-05-05,181
2018-05-06,181
2018-05-07,189
2018-05-08,189
2018-05-09,191
2018-05-10,201
2018-05-11,212
2018-05-12,222
2018-05-13,222
2018-05-14,222
2018-05-15,222
2018-05-16,218
2018-05-17,216
2018-05-18,217
2018-05-19,219
2018-05-20,230
2018-05-21,240
2018-05-22,240
2018-05-23,252
2018-05-24,265
2018-05-25,279
2018-05-26,293
2018-05-27,293
2018-05-28,301
2018-05-29,317
2018-05-30,317
2018-05-31,333
2018-06-01,347
2018-06-02,365
2018-06-03,365
2018-06-04,382
2018-06-05,398
2018-06-06,414
2018-06-07,414
2018-06-08,433
2018-06-09,433
2018-06-10,452
2018-06-11,469
2018-06-12,490
2018-06-13,508
2018-06-14,519
2018-06-15,519
2018-06-16,531
2018-06-17,543
2018-06-18,561
2018-06-19,587
2018-06-20,587
2018-06-21,589
2018-06-22,591
2018-06-23,591
2018-06-24,605
2018-06-25,620
2018-06-26,620
2018-06-27,610
2018-06-28,613
2018-06-29,634
2018-06-30,643
2018-07-01,646
2018-07-02,646
2018-07-03,633
2018-07-04,633
2018-07-05,645
2018-07-06,658
2018-07-07,650
2018-07-08,646
2018-07-09,631
2018-07-10,639
2018-07-11,647
2018-07-12,647
2018-07-13,646
2018-07-14,654
2018-07-15,654
2018-07-16,664
2018-07-17,680
2018-07-18,685
2018-07-19,685
2018-07-20,701
2018-07-21,720
2018-07-22,730
2018-07-23,717
2018-07-24,725
2018-07-25,725
2018-07-26,715
2018-07-27,712
2018-07-28,714
2018-07-29,702
2018-07-30,689
2018-07-31,688
2018-08-01,688
2018-08-02,674
2018-08-03,661
2018-08-04,642
2018-08-05,639
2018-08-06,625
2018-08-07,611
2018-08-08,581
2018-08-09,553
2018-08-10,525
2018-08-11,498
2018-08-12,493
2018-08-14,514
2018-08-16,519
2018-08-17,523
2018-08-18,535
2018-08-19,537
2018-08-20,532
2018-08-21,523
2018-08-22,531
2018-08-23,522
2018-08-24,502
2018-08-25,493
2018-08-26,493
2018-08-27,496
2018-08-28,482
2018-08-29,499
2018-08-30,517
2018-08-31,513
2018-09-01,497
2018-09-02,491
2018-09-03,487
2018-09-04,503
2018-09-05,510
2018-09-06,510
2018-09-07,528
2018-09-08,551
2018-09-09,575
2018-09-10,592
2018-09-11,592
2018-09-12,604
2018-09-13,615
2018-09-14,637
2018-09-15,649
2018-09-16,649
2018-09-17,659
2018-09-18,673
2018-09-19,667
2018-09-20,672
2018-09-21,655
2018-09-22,624
2018-09-23,592
2018-09-24,562
2018-09-25,562
2018-09-26,533
2018-09-27,506
2018-09-28,480
2018-09-29,456
2018-09-30,433
2018-10-02,417
2018-10-03,397
2018-10-04,397
2018-10-05,407
2018-10-06,424
2018-10-07,424
2018-10-08,445
2018-10-09,466
2018-10-10,486
2018-10-11,505
2018-10-12,505
2018-10-13,512
2018-10-14,522
2018-10-15,538
2018-10-16,551
2018-10-17,564
2018-10-18,586
2018-10-19,590
2018-10-20,590
2018-10-21,608
2018-10-22,631
2018-10-23,652
2018-10-24,660
2018-10-25,641
2018-10-26,633
2018-10-27,624
2018-10-28,633
2018-10-29,633
2018-10-30,640
2018-10-31,620
2018-11-01,625
2018-11-03,650
2018-11-04,673
2018-11-05,696
2018-11-06,686
2018-11-07,689
2018-11-08,691
2018-11-09,691
2018-11-10,686
2018-11-11,689
2018-11-12,698
2018-11-13,715
2018-11-15,708
2018-11-16,703
2018-11-17,702
2018-11-18,707
2018-11-19,712
2018-11-20,720
2018-11-21,732
2018-11-22,722
2018-11-23,686
2018-11-24,662
2018-11-25,628
2018-11-26,596
2018-11-27,566
2018-11-28,539
2018-11-29,542
2018-12-01,560
2018-12-02,567
2018-12-03,581
2018-12-04,590
2018-12-05,597
2018-12-07,597
2018-12-09,585
2018-12-10,585
2018-12-11,584
2018-12-12,574
2018-12-13,549
2018-12-14,553
2018-12-15,560
2018-12-16,574
2018-12-17,578
2018-12-18,585
2018-12-19,605
2018-12-20,608
2018-12-21,616
2018-12-22,611
2018-12-23,607
2018-12-24,608
2018-12-25,602
2018-12-26,598
2018-12-27,608
2018-12-28,625
2018-12-29,633
2018-12-30,641
2018-12-31,608
2019-01-01,577
2019-01-02,552
2019-01-03,552
2019-01-04,552
2019-01-05,562
2019-01-06,562
2019-01-08,568
2019-01-10,588
2019-01-11,586
2019-01-12,595
2019-01-13,605
2019-01-14,601
2019-01-15,594
2019-01-16,567
2019-01-17,553
2019-01-18,554
2019-01-19,536
2019-01-20,546
2019-01-21,539
2019-01-22,534
2019-01-23,537
2019-01-24,548
2019-01-25,565
2019-01-26,582
2019-01-27,555
2019-01-28,563
2019-01-29,560
2019-01-30,548
2019-01-31,526
2019-02-01,501
2019-02-02,484
2019-02-03,481
2019-02-04,480
2019-02-05,465
2019-02-06,441
2019-02-07,438
2019-02-08,446
2019-02-09,428
2019-02-10,419
2019-02-11,434
2019-02-12,450
2019-02-13,441
2019-02-14,438
2019-02-15,424
2019-02-16,412
2019-02-17,409
2019-02-18,403
2019-02-19,399
2019-02-20,394
2019-02-21,380
2019-02-22,387
2019-02-23,385
2019-02-24,388
2019-02-25,386
2019-02-26,366
2019-02-27,347
2019-02-28,336
2019-03-01,320
2019-03-02,315
2019-03-03,307
2019-03-04,312
2019-03-05,315
2019-03-06,315
2019-03-07,329
2019-03-08,329
2019-03-09,342
2019-03-10,355
2019-03-11,360
2019-03-12,374
2019-03-13,389
2019-03-14,407
2019-03-15,419
2019-03-16,431
2019-03-17,430
2019-03-18,430
2019-03-19,414
2019-03-20,403
2019-03-21,389
2019-03-22,385
2019-03-23,392
2019-03-24,408
2019-03-25,423
2019-03-26,434
2019-03-27,434
2019-03-28,444
2019-03-29,462
2019-03-30,462
2019-03-31,473
2019-04-01,467
2019-04-02,443
2019-04-03,420
2019-04-04,399
2019-04-05,379
2019-04-06,360
2019-04-07,342
2019-04-08,324
2019-04-09,307
2019-04-10,299
2019-04-11,298
2019-04-12,299
2019-04-13,298
2019-04-14,298
2019-04-15,298
2019-04-16,298
2019-04-17,298
2019-04-18,297
2019-04-19,297
2019-04-20,295
2019-04-21,288
2019-04-22,295
2019-04-23,297
2019-04-24,296
2019-04-25,297
2019-04-26,298
2019-04-27,296
2019-04-28,295
2019-04-29,292
2019-04-30,294
2019-05-01,296
2019-05-02,297
2019-05-03,294
2019-05-04,297
2019-05-05,298
2019-05-06,297
2019-05-07,307
2019-05-08,318
2019-05-09,325
2019-05-10,340
2019-05-11,356
2019-05-12,372
2019-05-13,390
2019-05-14,408
2019-05-15,428
2019-05-16,447
2019-05-17,453
2019-05-18,462
2019-05-19,486
2019-05-20,466
2019-05-21,442
2019-05-22,439
2019-05-23,417
2019-05-24,398
2019-05-25,391
2019-05-26,371
2019-05-27,352
2019-05-28,359
2019-05-29,364
2019-05-30,374
2019-05-31,384
2019-06-01,394
2019-06-02,401
2019-06-03,409
2019-06-04,420
2019-06-05,435
2019-06-06,451
2019-06-07,466
2019-06-08,467
2019-06-09,474
2019-06-10,474
2019-06-11,488
2019-06-12,499
2019-06-13,507
2019-06-14,519
2019-06-15,532
2019-06-16,538
2019-06-17,531
2019-06-18,525
2019-06-19,503
2019-06-20,477
2019-06-21,453
2019-06-22,463
2019-06-23,469
2019-06-24,471
2019-06-25,465
2019-06-26,468
2019-06-27,466
2019-06-28,466
2019-06-29,470
2019-06-30,490
2019-07-01,496
2019-07-02,502
2019-07-03,503
2019-07-04,484
2019-07-05,483
2019-07-06,479
2019-07-07,484
2019-07-08,496
2019-07-09,511
2019-07-10,517
2019-07-11,520
2019-07-12,528
2019-07-13,528
2019-07-14,532
2019-07-15,532
2019-07-16,538
2019-07-17,552
2019-07-18,547
2019-07-19,558
2019-07-20,567
2019-07-21,538
2019-07-22,512
2019-07-23,494
2019-07-24,494
2019-07-25,489
2019-07-26,505
2019-07-27,523
2019-07-28,546
2019-07-29,555
2019-07-30,556
2019-07-31,546
2019-08-01,560
2019-08-02,571
2019-08-03,580
2019-08-04,583
2019-08-05,597
2019-08-06,602
2019-08-07,609
2019-08-08,609
2019-08-09,605
2019-08-10,602
2019-08-11,589
2019-08-12,602
2019-08-13,590
2019-08-14,610
2019-08-15,611
2019-08-16,629
2019-08-17,629
2019-08-18,610
2019-08-19,619
2019-08-20,622
2019-08-21,616
2019-08-22,642
2019-08-23,645
2019-08-24,656
2019-08-24,656
2019-08-25,656
2019-08-25,656
2019-08-26,669
2019-08-26,669
2019-08-27,679
2019-08-27,679
2019-08-28,687
2019-08-29,703
2019-08-30,703
2019-08-31,703
2019-09-01,725
2019-09-02,725
2019-09-03,734
2019-09-04,699
