date_obj,Berserker%20helm price
2015-11-23,55425
2015-11-24,56312
2015-11-25,56364
2015-11-26,56683
2015-11-27,57033
2015-11-28,55989
2015-11-29,55241
2015-11-30,54703
2015-12-01,54965
2015-12-02,55050
2015-12-03,55648
2015-12-04,56477
2015-12-05,57499
2015-12-06,57929
2015-12-07,56562
2015-12-08,55983
2015-12-09,56455
2015-12-10,57096
2015-12-11,58377
2015-12-12,58024
2015-12-13,58868
2015-12-14,59638
2015-12-15,59084
2015-12-16,58478
2015-12-17,57658
2015-12-18,57172
2015-12-19,57099
2015-12-20,57077
2015-12-21,57359
2015-12-22,58818
2015-12-23,60849
2015-12-24,63338
2015-12-25,64454
2015-12-26,63268
2015-12-27,62252
2015-12-28,60634
2015-12-29,59138
2015-12-30,58714
2015-12-31,58199
2016-01-01,58399
2016-01-02,58362
2016-01-03,58790
2016-01-04,59570
2016-01-05,60482
2016-01-06,60481
2016-01-07,58692
2016-01-08,56999
2016-01-09,55629
2016-01-10,55191
2016-01-11,56222
2016-01-12,56988
2016-01-13,57775
2016-01-14,57514
2016-01-15,57412
2016-01-16,57313
2016-01-17,57674
2016-01-18,57599
2016-01-19,56502
2016-01-20,55926
2016-01-21,54295
2016-01-22,53470
2016-01-23,53754
2016-01-24,53733
2016-01-25,53112
2016-01-26,53155
2016-01-27,53533
2016-01-28,53738
2016-01-29,53589
2016-01-30,54094
2016-01-31,54104
2016-02-01,55866
2016-02-02,58085
2016-02-03,59908
2016-02-04,59975
2016-02-05,62372
2016-02-06,62023
2016-02-07,61796
2016-02-08,60183
2016-02-09,61425
2016-02-10,61535
2016-02-11,61013
2016-02-12,60423
2016-02-13,58638
2016-02-14,59447
2016-02-15,56627
2016-02-16,53882
2016-02-17,52592
2016-02-18,51637
2016-02-19,51998
2016-02-20,53213
2016-02-21,54223
2016-02-22,54046
2016-02-23,53407
2016-02-24,52484
2016-02-25,50707
2016-02-26,48713
2016-02-27,49055
2016-02-28,50656
2016-02-29,51352
2016-03-01,51933
2016-03-02,52180
2016-03-03,52152
2016-03-04,52081
2016-03-05,51943
2016-03-06,51733
2016-03-07,51658
2016-03-08,51151
2016-03-09,49218
2016-03-10,49369
2016-03-11,49161
2016-03-12,50530
2016-03-13,52316
2016-03-14,53433
2016-03-15,54395
2016-03-16,55231
2016-03-17,55184
2016-03-18,55141
2016-03-19,53958
2016-03-20,53723
2016-03-21,52945
2016-03-22,53971
2016-03-23,53038
2016-03-24,53394
2016-03-25,53037
2016-03-26,54325
2016-03-27,53712
2016-03-28,54705
2016-03-29,53981
2016-03-30,53999
2016-03-31,53805
2016-04-01,54084
2016-04-02,54971
2016-04-03,55680
2016-04-04,55906
2016-04-05,57359
2016-04-06,56809
2016-04-07,55930
2016-04-08,55045
2016-04-09,54235
2016-04-10,55038
2016-04-11,54668
2016-04-12,54684
2016-04-13,54211
2016-04-14,54092
2016-04-15,54062
2016-04-16,54511
2016-04-17,54989
2016-04-18,54840
2016-04-19,55844
2016-04-20,55696
2016-04-21,56455
2016-04-22,59191
2016-04-23,58958
2016-04-24,57635
2016-04-25,60293
2016-04-26,60820
2016-04-27,62871
2016-04-28,65932
2016-04-29,66433
2016-04-30,65175
2016-05-01,62846
2016-05-02,60176
2016-05-03,58259
2016-05-04,58255
2016-05-05,57621
2016-05-06,57161
2016-05-07,55418
2016-05-08,53297
2016-05-09,52565
2016-05-10,51805
2016-05-11,52029
2016-05-12,51029
2016-05-13,48669
2016-05-14,48325
2016-05-15,48029
2016-05-16,48933
2016-05-17,50033
2016-05-18,51647
2016-05-19,52643
2016-05-22,51168
2016-05-23,50706
2016-05-24,50511
2016-05-25,49533
2016-05-26,51165
2016-05-27,52470
2016-05-28,51789
2016-05-29,51323
2016-05-30,49913
2016-05-31,50403
2016-06-01,50702
2016-06-02,50684
2016-06-03,50895
2016-06-04,50704
2016-06-05,50984
2016-06-06,50428
2016-06-07,49788
2016-06-08,50461
2016-06-09,51293
2016-06-10,51328
2016-06-11,50603
2016-06-12,51268
2016-06-13,50833
2016-06-14,50123
2016-06-15,49800
2016-06-16,49751
2016-06-17,50640
2016-06-18,50119
2016-06-19,50606
2016-06-20,50529
2016-06-21,49622
2016-06-22,49089
2016-06-23,49113
2016-06-24,49918
2016-06-25,49576
2016-06-26,50643
2016-06-27,50882
2016-06-28,50868
2016-06-29,50204
2016-06-30,51512
2016-07-01,52853
2016-07-02,52694
2016-07-03,51986
2016-07-04,51099
2016-07-05,51745
2016-07-06,52228
2016-07-07,52206
2016-07-08,51249
2016-07-09,51135
2016-07-10,51234
2016-07-11,51277
2016-07-12,51809
2016-07-13,52805
2016-07-14,54320
2016-07-15,54934
2016-07-16,55093
2016-07-17,55164
2016-07-18,56473
2016-07-23,55101
2016-07-24,55013
2016-07-25,55002
2016-07-26,54993
2016-07-27,55303
2016-07-28,54731
2016-07-29,53698
2016-07-30,53835
2016-07-31,55588
2016-08-01,57968
2016-08-02,60867
2016-08-03,63749
2016-08-04,63150
2016-08-05,60273
2016-08-06,57647
2016-08-07,58569
2016-08-08,57984
2016-08-09,59064
2016-08-10,58581
2016-08-11,57828
2016-08-12,56291
2016-08-13,55664
2016-08-14,54316
2016-08-15,52947
2016-08-16,53034
2016-08-17,52603
2016-08-18,51846
2016-08-19,51158
2016-08-20,50547
2016-08-21,51935
2016-08-22,53567
2016-08-23,55320
2016-08-24,54382
2016-08-25,54936
2016-08-26,55280
2016-08-28,52725
2016-08-31,49190
2016-09-01,48539
2016-09-02,48539
2016-09-03,48649
2016-09-04,50374
2016-09-05,51170
2016-09-06,51636
2016-09-07,51018
2016-09-08,49841
2016-09-09,50012
2016-09-10,50479
2016-09-11,49422
2016-09-12,48665
2016-09-13,49304
2016-09-14,50045
2016-09-15,50446
2016-09-16,49822
2016-09-17,49821
2016-09-18,49040
2016-09-19,49173
2016-09-20,47766
2016-09-21,46260
2016-09-22,45978
2016-09-23,46916
2016-09-24,47756
2016-09-25,47152
2016-09-26,46509
2016-09-27,46547
2016-09-28,47010
2016-09-29,46727
2016-09-30,47008
2016-10-01,46249
2016-10-02,46105
2016-10-03,46485
2016-10-04,46740
2016-10-05,46530
2016-10-06,47312
2016-10-07,47859
2016-10-08,49625
2016-10-09,50581
2016-10-10,49231
2016-10-11,49151
2016-10-12,49094
2016-10-13,49108
2016-10-14,49237
2016-10-15,49433
2016-10-16,49238
2016-10-17,49303
2016-10-18,49898
2016-10-19,49227
2016-10-20,50131
2016-10-21,52241
2016-10-22,52980
2016-10-23,55273
2016-10-24,56926
2016-10-25,55026
2016-10-26,55117
2016-10-27,55712
2016-10-28,57698
2016-10-29,58990
2016-10-30,61237
2016-10-31,59765
2016-11-01,57014
2016-11-02,55186
2016-11-03,55008
2016-11-04,55572
2016-11-05,54857
2016-11-06,54611
2016-11-07,54485
2016-11-08,55674
2016-11-09,55965
2016-11-10,54112
2016-11-11,52577
2016-11-12,51348
2016-11-13,50804
2016-11-14,51604
2016-11-15,51220
2016-12-07,57998
2016-12-08,58777
2016-12-09,59157
2016-12-10,58084
2016-12-11,58045
2016-12-12,55696
2016-12-13,53456
2016-12-14,51937
2016-12-15,51026
2016-12-16,49373
2016-12-17,49411
2016-12-18,49267
2016-12-19,49729
2016-12-20,51170
2016-12-21,52879
2016-12-22,53987
2016-12-23,54716
2016-12-24,55198
2016-12-25,56335
2016-12-26,56746
2016-12-27,58059
2016-12-28,57841
2016-12-29,59428
2016-12-30,61762
2016-12-31,64453
2017-01-01,62701
2017-01-02,60188
2017-01-03,59709
2017-01-04,57854
2017-01-05,54998
2017-01-06,52338
2017-01-07,50175
2017-01-08,49940
2017-01-09,48266
2017-01-10,46221
2017-01-11,44391
2017-01-12,45346
2017-01-13,46586
2017-01-14,48453
2017-01-15,50089
2017-01-16,52180
2017-01-17,51374
2017-01-18,49633
2017-01-19,48838
2017-01-20,48374
2017-01-21,48973
2017-01-23,50146
2017-01-27,47541
2017-01-28,48202
2017-01-29,49600
2017-01-30,49084
2017-01-31,48360
2017-02-01,48953
2017-02-02,50234
2017-02-03,49779
2017-02-04,49196
2017-02-05,47079
2017-02-06,46568
2017-02-07,46460
2017-02-08,46264
2017-02-09,46256
2017-02-10,46971
2017-02-11,47797
2017-02-12,49375
2017-02-13,50873
2017-02-14,51436
2017-02-15,52855
2017-02-16,53647
2017-02-18,53519
2017-02-19,54356
2017-02-20,53453
2017-02-21,54410
2017-02-22,54266
2017-02-23,53599
2017-02-24,53664
2017-02-25,53425
2017-02-26,52300
2017-02-27,50856
2017-02-28,51638
2017-03-01,50597
2017-03-02,50908
2017-03-03,51440
2017-03-04,51803
2017-03-05,52256
2017-03-06,52470
2017-03-07,53994
2017-03-08,55541
2017-03-09,57491
2017-03-10,58293
2017-03-11,58343
2017-03-12,58806
2017-03-13,58133
2017-03-14,57108
2017-03-15,54344
2017-03-16,52725
2017-03-17,52814
2017-03-18,52257
2017-03-19,51841
2017-03-20,51874
2017-03-21,51851
2017-03-22,50348
2017-03-23,49519
2017-03-24,49411
2017-03-25,48989
2017-03-26,49103
2017-03-27,48516
2017-03-28,49921
2017-03-29,52214
2017-03-30,54612
2017-03-31,53870
2017-04-01,52391
2017-04-02,52037
2017-04-03,52295
2017-04-04,52700
2017-04-12,54983
2017-04-13,54845
2017-04-14,56418
2017-04-15,56412
2017-04-16,55376
2017-04-17,56885
2017-04-18,56291
2017-04-19,54076
2017-04-20,54119
2017-04-21,54889
2017-04-22,56281
2017-04-23,54792
2017-04-24,54275
2017-04-25,53527
2017-04-26,53596
2017-04-27,53488
2017-04-28,52975
2017-04-29,53268
2017-04-30,53466
2017-05-01,54177
2017-05-02,54479
2017-05-03,54706
2017-05-04,54018
2017-05-05,53107
2017-05-06,53419
2017-05-07,54151
2017-05-08,54329
2017-05-09,54070
2017-05-10,54800
2017-05-11,56521
2017-05-12,56307
2017-05-13,55179
2017-05-14,54410
2017-05-15,54212
2017-05-16,53212
2017-05-17,52997
2017-05-18,53378
2017-05-19,54487
2017-05-20,54899
2017-05-21,54926
2017-05-22,55327
2017-05-23,55049
2017-05-24,54884
2017-05-25,54269
2017-05-26,54392
2017-05-27,54451
2017-05-28,55617
2017-05-29,55911
2017-05-30,55736
2017-05-31,57505
2017-06-01,59992
2017-06-02,61772
2017-06-03,64286
2017-06-04,64359
2017-06-05,64711
2017-06-06,63352
2017-06-07,60392
2017-06-08,57372
2017-06-09,54834
2017-06-10,53856
2017-06-11,52417
2017-06-12,53510
2017-06-13,53044
2017-06-14,54871
2017-06-15,56902
2017-06-16,59478
2017-06-17,61132
2017-06-18,60353
2017-06-19,60623
2017-06-20,60100
2017-06-21,58566
2017-06-22,57591
2017-06-23,58004
2017-06-24,55880
2017-06-25,54662
2017-06-26,52962
2017-06-27,52918
2017-06-28,55069
2017-06-29,55807
2017-06-30,54000
2017-07-01,53497
2017-07-02,52641
2017-07-03,54124
2017-07-04,53020
2017-07-05,53395
2017-07-06,51484
2017-07-07,51433
2017-07-08,53548
2017-07-13,56517
2017-07-14,55988
2017-07-15,55602
2017-07-16,54594
2017-07-17,53880
2017-07-18,53383
2017-07-19,52965
2017-07-20,52696
2017-07-21,51776
2017-07-22,51264
2017-07-23,52092
2017-07-24,52786
2017-07-25,51535
2017-07-26,50184
2017-07-27,48385
2017-07-28,48410
2017-07-29,47744
2017-07-30,47476
2017-07-31,48708
2017-08-01,51053
2017-08-02,50582
2017-08-03,50539
2017-08-04,49154
2017-08-05,50340
2017-08-06,51828
2017-08-07,51676
2017-08-08,51924
2017-08-09,51133
2017-08-10,49787
2017-08-11,50412
2017-08-12,50109
2017-08-13,49368
2017-08-14,49057
2017-08-15,48569
2017-08-16,47877
2017-08-17,48855
2017-08-18,47893
2017-08-19,48311
2017-08-20,48955
2017-08-21,48132
2017-08-22,48117
2017-08-23,48735
2017-08-24,49538
2017-08-25,48735
2017-08-26,50230
2017-08-27,52564
2017-08-28,54556
2017-08-29,57035
2017-08-30,55220
2017-08-31,53846
2017-09-01,51644
2017-09-02,51643
2017-09-03,51959
2017-09-04,52050
2017-09-05,50861
2017-09-06,50021
2017-09-07,49902
2017-09-08,50627
2017-09-09,52191
2017-09-10,53943
2017-09-11,56592
2017-09-12,58759
2017-09-13,57775
2017-09-14,56528
2017-09-15,55046
2017-09-16,55770
2017-09-17,55516
2017-09-18,54044
2017-09-19,51759
2017-09-20,51045
2017-09-22,49970
2017-09-23,49752
2017-09-24,48769
2017-09-25,48815
2017-09-26,48839
2017-09-27,49127
2017-09-28,49229
2017-09-29,48421
2017-09-30,48030
2017-10-01,47558
2017-10-02,47320
2017-10-03,47297
2017-10-04,47777
2017-10-05,49010
2017-10-06,49274
2017-10-07,48232
2017-10-08,47897
2017-10-09,47000
2017-10-10,47379
2017-10-11,48144
2017-10-12,48201
2017-10-13,48230
2017-10-14,47758
2017-10-15,47774
2017-10-16,47475
2017-10-17,47222
2017-10-18,48225
2017-10-19,48570
2017-10-20,48898
2017-10-21,49028
2017-10-22,48427
2017-10-23,47966
2017-10-24,47578
2017-10-25,46937
2017-10-26,46794
2017-10-27,46759
2017-10-28,46937
2017-10-29,47082
2017-10-30,47176
2017-10-31,46273
2017-11-01,46684
2017-11-02,46292
2017-11-03,47036
2017-11-04,49351
2017-11-05,51453
2017-11-06,52113
2017-11-07,50235
2017-11-08,49608
2017-11-09,49271
2017-11-10,49426
2017-11-11,49482
2017-11-12,49257
2017-11-13,48732
2017-11-14,48603
2017-11-15,47760
2017-11-16,46806
2017-11-17,47100
2017-11-18,47659
2017-11-19,47446
2017-11-20,47154
2017-11-21,48046
2017-11-22,49708
2017-11-23,48633
2017-11-24,47498
2017-11-25,46038
2017-11-26,47253
2017-11-27,46275
2017-11-28,46312
2017-11-29,47964
2017-11-30,48684
2017-12-01,48542
2017-12-02,47262
2017-12-03,47789
2017-12-04,47341
2017-12-05,46909
2017-12-06,46658
2017-12-07,47637
2017-12-08,47880
2017-12-09,48341
2017-12-10,48348
2017-12-11,47745
2017-12-12,48109
2017-12-13,48114
2017-12-14,50081
2017-12-15,51403
2017-12-16,52579
2017-12-17,51202
2017-12-18,49018
2017-12-19,47352
2017-12-20,46467
2017-12-21,46360
2017-12-22,45457
2017-12-23,44622
2017-12-24,44539
2017-12-25,44614
2017-12-26,44520
2017-12-27,44097
2017-12-28,44306
2017-12-29,43620
2017-12-30,43117
2017-12-31,42678
2018-01-01,41853
2018-01-02,41204
2018-01-03,40672
2018-01-04,40344
2018-01-05,40631
2018-01-06,41469
2018-01-07,41708
2018-01-08,41246
2018-01-09,41592
2018-01-10,42966
2018-01-11,45108
2018-01-12,47047
2018-01-13,48656
2018-01-14,46406
2018-01-15,44144
2018-01-16,42528
2018-01-17,43109
2018-01-18,43809
2018-01-19,43501
2018-01-20,42878
2018-01-21,41673
2018-01-22,42618
2018-01-23,43109
2018-01-24,44852
2018-01-25,44981
2018-01-26,45002
2018-01-27,44352
2018-01-28,44338
2018-01-29,44860
2018-01-30,46649
2018-01-31,48592
2018-02-01,50684
2018-02-02,50031
2018-02-03,50257
2018-02-04,51833
2018-02-05,50832
2018-02-06,49856
2018-02-07,51221
2018-02-08,52101
2018-02-09,51577
2018-02-10,51300
2018-02-11,50662
2018-02-12,52031
2018-02-13,54235
2018-02-14,53494
2018-02-15,52604
2018-02-16,52968
2018-02-17,53181
2018-02-18,52714
2018-02-19,51502
2018-02-20,51182
2018-02-21,50892
2018-02-22,50681
2018-02-23,49748
2018-02-24,47684
2018-02-25,47101
2018-02-26,47150
2018-02-27,46100
2018-02-28,45883
2018-03-01,45562
2018-03-02,46414
2018-03-03,46510
2018-03-04,48029
2018-03-05,48712
2018-03-06,48970
2018-03-07,49295
2018-03-08,48438
2018-03-09,48177
2018-03-10,48567
2018-03-11,49664
2018-03-12,50251
2018-03-13,49252
2018-03-14,50067
2018-03-15,50121
2018-03-16,49945
2018-03-17,49859
2018-03-18,49135
2018-03-19,49232
2018-03-20,49467
2018-03-21,49303
2018-03-22,49339
2018-03-23,50212
2018-03-24,50619
2018-03-25,51224
2018-03-26,49231
2018-03-27,50026
2018-03-28,50211
2018-03-29,50467
2018-03-30,49323
2018-03-31,48903
2018-04-01,48290
2018-04-02,47991
2018-04-03,48340
2018-04-04,48618
2018-04-05,48609
2018-04-06,48680
2018-04-07,48587
2018-04-08,48590
2018-04-09,48649
2018-04-10,49000
2018-04-11,49008
2018-04-12,50920
2018-04-13,51091
2018-04-14,50558
2018-04-15,50724
2018-04-16,50817
2018-04-17,50819
2018-04-18,49705
2018-04-19,50307
2018-04-20,50374
2018-04-21,51110
2018-04-22,50672
2018-04-23,51282
2018-04-24,52377
2018-04-25,52748
2018-04-26,51894
2018-04-27,53000
2018-04-28,52659
2018-04-29,52129
2018-04-30,51872
2018-05-01,51637
2018-05-02,51756
2018-05-03,54185
2018-05-04,56187
2018-05-05,54245
2018-05-06,53572
2018-05-07,52006
2018-05-08,52437
2018-05-09,51556
2018-05-10,49783
2018-05-11,49671
2018-05-12,49212
2018-05-13,47250
2018-05-14,47455
2018-05-15,48477
2018-05-16,47871
2018-05-17,47829
2018-05-18,47956
2018-05-19,48146
2018-05-20,47725
2018-05-21,48492
2018-05-22,47464
2018-05-23,46973
2018-05-24,47193
2018-05-25,46162
2018-05-26,45645
2018-05-27,46637
2018-05-28,46630
2018-05-29,46481
2018-05-30,47990
2018-05-31,48423
2018-06-01,49002
2018-06-02,50191
2018-06-03,50578
2018-06-04,51106
2018-06-05,49721
2018-06-06,48385
2018-06-07,46460
2018-06-08,47453
2018-06-09,46049
2018-06-10,45929
2018-06-11,44793
2018-06-12,46027
2018-06-13,46141
2018-06-14,46331
2018-06-15,46791
2018-06-16,48041
2018-06-17,48910
2018-06-18,49541
2018-06-19,50343
2018-06-20,50439
2018-06-21,52043
2018-06-22,53310
2018-06-23,51897
2018-06-24,52472
2018-06-25,52592
2018-06-26,52223
2018-06-27,52225
2018-06-28,52833
2018-06-29,53369
2018-06-30,53339
2018-07-01,52511
2018-07-02,52570
2018-07-03,52785
2018-07-04,51944
2018-07-05,51502
2018-07-06,50777
2018-07-07,49880
2018-07-08,48932
2018-07-09,50057
2018-07-10,50606
2018-07-11,50645
2018-07-12,50428
2018-07-13,50643
2018-07-14,49051
2018-07-15,48064
2018-07-16,47585
2018-07-17,47736
2018-07-18,48548
2018-07-19,48571
2018-07-20,48133
2018-07-21,48693
2018-07-22,48686
2018-07-23,48880
2018-07-24,49674
2018-07-25,49116
2018-07-26,49563
2018-07-27,49299
2018-07-28,49572
2018-07-29,50568
2018-07-30,51431
2018-07-31,52362
2018-08-01,52958
2018-08-02,54062
2018-08-03,56647
2018-08-04,59065
2018-08-05,60827
2018-08-06,62741
2018-08-07,62329
2018-08-08,64695
2018-08-09,66105
2018-08-10,68004
2018-08-11,68540
2018-08-12,67642
2018-08-14,69850
2018-08-16,66489
2018-08-17,63537
2018-08-18,60862
2018-08-19,62847
2018-08-20,61508
2018-08-21,63044
2018-08-22,65215
2018-08-23,66689
2018-08-24,70017
2018-08-25,72687
2018-08-26,73177
2018-08-27,74233
2018-08-28,71613
2018-08-29,70896
2018-08-30,69575
2018-08-31,66351
2018-09-01,64368
2018-09-02,62112
2018-09-03,61668
2018-09-04,61554
2018-09-05,59776
2018-09-06,58520
2018-09-07,58456
2018-09-08,56359
2018-09-09,55241
2018-09-10,54505
2018-09-11,53893
2018-09-12,54203
2018-09-13,54820
2018-09-14,53439
2018-09-15,51664
2018-09-16,50558
2018-09-17,49399
2018-09-18,49191
2018-09-19,49357
2018-09-20,50699
2018-09-21,53211
2018-09-22,54128
2018-09-23,53633
2018-09-24,56044
2018-09-25,57996
2018-09-26,57745
2018-09-27,57284
2018-09-28,56230
2018-09-29,57418
2018-09-30,59515
2018-10-01,61454
2018-10-02,61078
2018-10-03,60930
2018-10-04,60219
2018-10-05,59213
2018-10-06,57636
2018-10-07,55607
2018-10-08,53559
2018-10-09,52214
2018-10-10,51454
2018-10-11,51402
2018-10-12,52143
2018-10-13,51955
2018-10-14,51385
2018-10-15,50624
2018-10-16,49583
2018-10-17,49424
2018-10-18,49466
2018-10-19,50398
2018-10-20,50978
2018-10-21,51455
2018-10-22,52183
2018-10-23,51153
2018-10-24,50302
2018-10-25,50317
2018-10-26,51241
2018-10-27,50945
2018-10-28,51701
2018-10-29,51376
2018-10-30,52045
2018-10-31,51439
2018-11-01,51148
2018-11-03,50306
2018-11-04,50735
2018-11-05,50682
2018-11-06,50995
2018-11-07,50450
2018-11-08,50694
2018-11-09,50541
2018-11-10,51176
2018-11-11,51021
2018-11-12,51121
2018-11-13,51518
2018-11-15,52044
2018-11-16,52542
2018-11-17,51138
2018-11-18,50225
2018-11-19,50767
2018-11-20,50288
2018-11-21,50321
2018-11-22,50268
2018-11-23,49804
2018-11-24,49646
2018-11-25,48923
2018-11-26,48878
2018-11-27,48105
2018-11-28,47534
2018-11-29,47628
2018-12-01,49027
2018-12-02,50057
2018-12-03,50494
2018-12-04,50828
2018-12-05,49916
2018-12-07,48398
2018-12-09,47822
2018-12-10,49328
2018-12-11,49489
2018-12-12,49686
2018-12-13,49658
2018-12-14,49501
2018-12-15,49503
2018-12-16,49708
2018-12-17,49550
2018-12-18,49819
2018-12-19,49223
2018-12-20,49701
2018-12-21,49988
2018-12-22,49747
2018-12-23,50277
2018-12-24,50675
2018-12-25,51030
2018-12-26,50626
2018-12-27,51237
2018-12-28,53323
2018-12-29,55939
2018-12-30,58736
2018-12-31,61613
2019-01-01,60627
2019-01-02,57595
2019-01-03,54715
2019-01-04,51979
2019-01-05,49612
2019-01-06,48652
2019-01-08,46793
2019-01-10,46480
2019-01-11,46730
2019-01-12,45708
2019-01-13,45088
2019-01-14,44969
2019-01-15,44576
2019-01-16,44378
2019-01-17,44290
2019-01-18,44146
2019-01-19,43796
2019-01-20,44657
2019-01-21,46133
2019-01-22,45712
2019-01-23,45817
2019-01-24,45912
2019-01-25,45737
2019-01-26,46147
2019-01-27,45996
2019-01-28,45903
2019-01-29,45853
2019-01-30,46242
2019-01-31,45765
2019-02-01,46053
2019-02-02,46288
2019-02-03,45951
2019-02-04,45740
2019-02-05,45572
2019-02-06,45179
2019-02-07,45909
2019-02-08,45725
2019-02-09,45332
2019-02-10,45543
2019-02-11,46273
2019-02-12,46071
2019-02-13,46466
2019-02-14,48738
2019-02-15,48596
2019-02-16,48339
2019-02-17,48830
2019-02-18,48783
2019-02-19,48516
2019-02-20,48493
2019-02-21,49240
2019-02-22,48137
2019-02-23,46913
2019-02-24,45801
2019-02-25,45395
2019-02-26,46924
2019-02-27,46747
2019-02-28,46118
2019-03-01,45107
2019-03-02,44643
2019-03-03,45266
2019-03-04,45563
2019-03-05,45749
2019-03-06,45943
2019-03-07,45770
2019-03-08,45740
2019-03-09,46347
2019-03-10,45496
2019-03-11,45099
2019-03-12,46491
2019-03-13,48000
2019-03-14,49694
2019-03-15,50804
2019-03-16,50673
2019-03-17,51668
2019-03-18,51385
2019-03-19,50041
2019-03-20,49814
2019-03-21,48225
2019-03-22,48257
2019-03-23,47588
