date_obj,Leaf-bladed%20battleaxe price
2018-04-08,133697
2018-04-09,133801
2018-04-10,133065
2018-04-11,131655
2018-04-12,134247
2018-04-13,135306
2018-04-14,133845
2018-04-15,134332
2018-04-16,133539
2018-04-17,134464
2018-04-18,135353
2018-04-19,134579
2018-04-20,133249
2018-04-21,133495
2018-04-22,134036
2018-04-23,134025
2018-04-24,135470
2018-04-25,134158
2018-04-26,133546
2018-04-27,131915
2018-04-28,134282
2018-04-29,136801
2018-04-30,137248
2018-05-01,133847
2018-05-04,133976
2018-05-05,133310
2018-05-06,133393
2018-05-08,133514
2018-05-09,132854
2018-05-10,131843
2018-05-11,132216
2018-05-12,133665
2018-05-13,136113
2018-05-14,134273
2018-05-15,133709
2018-05-16,133554
2018-05-17,133076
2018-05-18,134626
2018-05-19,134366
2018-05-20,134346
2018-05-21,133998
2018-05-22,134113
2018-05-23,134122
2018-05-24,134683
2018-05-25,134835
2018-05-26,134651
2018-05-27,137653
2018-05-28,144400
2018-05-29,141714
2018-05-30,138332
2018-05-31,134915
2018-06-01,134165
2018-06-02,139152
2018-06-03,144004
2018-06-04,149267
2018-06-05,153236
2018-06-06,146430
2018-06-07,139532
2018-06-08,132953
2018-06-09,126946
2018-06-10,122884
2018-06-11,117253
2018-06-12,112002
2018-06-13,106698
2018-06-14,105403
2018-06-15,105540
2018-06-16,110092
2018-06-17,111604
2018-06-18,110866
2018-06-19,107658
2018-06-20,105951
2018-06-21,110865
2018-06-22,111489
2018-06-23,111788
2018-06-24,113319
2018-06-25,117873
2018-06-26,122195
2018-06-27,127781
2018-06-28,133925
2018-06-29,140622
2018-06-30,146386
2018-07-01,145146
2018-07-02,139899
2018-07-03,137355
2018-07-04,133097
2018-07-05,127231
2018-07-06,123792
2018-07-07,124230
2018-07-08,122887
2018-07-09,125734
2018-07-10,131775
2018-07-11,135948
2018-07-12,139470
2018-07-13,139910
2018-07-14,142940
2018-07-15,146735
2018-07-16,140200
2018-07-17,139561
2018-07-18,139957
2018-07-19,140748
2018-07-20,138258
2018-07-21,136666
2018-07-22,135602
2018-07-23,136420
2018-07-24,137010
2018-07-25,138509
2018-07-26,136014
2018-07-27,137947
2018-07-28,143872
2018-07-29,148804
2018-07-30,155870
2018-07-31,163008
2018-08-01,171147
2018-08-02,179122
2018-08-03,180460
2018-08-04,179955
2018-08-05,183795
2018-08-06,182713
2018-08-07,183315
2018-08-08,188639
2018-08-09,190117
2018-08-10,194016
2018-08-11,199833
2018-08-12,198607
2018-08-14,185046
2018-08-16,169028
2018-08-17,160771
2018-08-18,158480
2018-08-19,154909
2018-08-20,158260
2018-08-21,156583
2018-08-22,153632
2018-08-23,152700
2018-08-24,149830
2018-08-25,148082
2018-08-26,148222
2018-08-27,149298
2018-08-28,148342
2018-08-29,145122
2018-08-30,143357
2018-08-31,146928
2018-09-01,149576
2018-09-02,150850
2018-09-03,147438
2018-09-04,141723
2018-09-05,139119
2018-09-06,140489
2018-09-07,138061
2018-09-08,133235
2018-09-09,131995
2018-09-10,128074
2018-09-11,128400
2018-09-12,128423
2018-09-13,129340
2018-09-14,130961
2018-09-15,132119
2018-09-16,133317
2018-09-17,131789
2018-09-18,131217
2018-09-19,130887
2018-09-20,129322
2018-09-21,129122
2018-09-22,127724
2018-09-23,130180
2018-09-24,130468
2018-09-25,130431
2018-09-26,130323
2018-09-27,130441
2018-09-28,131032
2018-09-29,133456
2018-09-30,133115
2018-10-02,134609
2018-10-03,135970
2018-10-04,135081
2018-10-05,133820
2018-10-06,133545
2018-10-07,132393
2018-10-08,134089
2018-10-09,132662
2018-10-10,133067
2018-10-11,133107
2018-10-12,132839
2018-10-13,132175
2018-10-14,133690
2018-10-15,134643
2018-10-16,133200
2018-10-17,134517
2018-10-18,139089
2018-10-19,140262
2018-10-20,135967
2018-10-21,136060
2018-10-22,134507
2018-10-23,134180
2018-10-24,138618
2018-10-25,141226
2018-10-26,139350
2018-10-27,136760
2018-10-28,135249
2018-10-29,133520
2018-10-30,132074
2018-10-31,130819
2018-11-01,132233
2018-11-03,136101
2018-11-04,136323
2018-11-05,134706
2018-11-06,133865
2018-11-07,133804
2018-11-08,133307
2018-11-09,132815
2018-11-10,132117
2018-11-11,132924
2018-11-12,133598
2018-11-13,135171
2018-11-14,135800
2018-11-15,135052
2018-11-16,133692
2018-11-17,132558
2018-11-18,132594
2018-11-19,132184
2018-11-20,131155
2018-11-21,130804
2018-11-22,130274
2018-11-23,129970
2018-11-24,129303
2018-11-25,130612
2018-11-26,130444
2018-11-27,129501
2018-11-28,129792
2018-11-29,130392
2018-12-01,134335
2018-12-02,132928
2018-12-03,131990
2018-12-04,130826
2018-12-05,129322
2018-12-07,127204
2018-12-09,131732
2018-12-10,132086
2018-12-11,131779
2018-12-12,132272
2018-12-13,134597
2018-12-14,135756
2018-12-15,134761
2018-12-16,134612
2018-12-17,136884
2018-12-18,141715
2018-12-19,148795
2018-12-20,156144
2018-12-21,160205
2018-12-22,166804
2018-12-23,174610
2018-12-24,183024
2018-12-25,186026
2018-12-26,182133
2018-12-27,173989
2018-12-28,168237
2018-12-29,170873
2018-12-30,175418
2018-12-31,182364
2019-01-01,183658
2019-01-02,188788
2019-01-03,194490
2019-01-04,193095
2019-01-05,193469
2019-01-06,195503
2019-01-08,196000
2019-01-10,185628
2019-01-11,188833
2019-01-12,188509
2019-01-13,192654
2019-01-14,201022
2019-01-15,206997
2019-01-16,198866
2019-01-17,197912
2019-01-18,194674
2019-01-19,186117
2019-01-20,186098
2019-01-21,185328
2019-01-22,182023
2019-01-23,175595
2019-01-24,167112
2019-01-25,159376
2019-01-26,151490
2019-01-27,146711
2019-01-28,142697
2019-01-29,144799
2019-01-30,144151
2019-01-31,141719
2019-02-01,137392
2019-02-02,134873
2019-02-03,137679
2019-02-04,139094
2019-02-05,138481
2019-02-06,138046
2019-02-07,137773
2019-02-08,135015
2019-02-09,137179
2019-02-10,143133
2019-02-11,140549
2019-02-12,139259
2019-02-13,138044
2019-02-14,136437
2019-02-15,136709
2019-02-16,137837
2019-02-17,141111
2019-02-18,147965
2019-02-19,150498
2019-02-20,149193
2019-02-21,154558
2019-02-22,151686
2019-02-23,145975
2019-02-24,143610
2019-02-25,137160
2019-02-26,136192
2019-02-27,135521
2019-02-28,133543
2019-03-01,132685
2019-03-02,133337
2019-03-03,133544
2019-03-04,134398
2019-03-05,134656
2019-03-06,136890
2019-03-07,142229
2019-03-08,146453
2019-03-09,143427
2019-03-10,142245
2019-03-11,141686
2019-03-12,142576
2019-03-13,138917
2019-03-14,139130
2019-03-15,137825
2019-03-16,141052
2019-03-17,143158
2019-03-18,141983
2019-03-19,138407
2019-03-20,133622
2019-03-21,131084
2019-03-22,128607
2019-03-23,125334
2019-03-24,120242
2019-03-25,116009
2019-03-26,117818
2019-03-27,119639
2019-03-28,117620
2019-03-29,114364
2019-03-30,111746
2019-03-31,113265
2019-04-01,112358
2019-04-02,113551
2019-04-03,113670
2019-04-04,115015
2019-04-05,116634
2019-04-06,119406
2019-04-07,119864
2019-04-08,118129
2019-04-09,117765
2019-04-10,117169
2019-04-11,115467
2019-04-12,114773
2019-04-13,113845
2019-04-14,113881
2019-04-15,113780
2019-04-16,114479
2019-04-17,113679
2019-04-18,114096
2019-04-19,114262
2019-04-20,114220
2019-04-21,114099
2019-04-22,114031
2019-04-23,114033
2019-04-24,113967
2019-04-25,113660
2019-04-26,113977
2019-04-27,113437
2019-04-28,112815
2019-04-29,112136
2019-04-30,111684
2019-05-01,110920
2019-05-02,111453
2019-05-03,110662
2019-05-04,111101
2019-05-05,111491
2019-05-06,111587
2019-05-07,111443
2019-05-08,111246
2019-05-09,111306
2019-05-10,110290
2019-05-11,110394
2019-05-12,110180
2019-05-13,111002
2019-05-14,110386
2019-05-15,110043
2019-05-16,109634
2019-05-17,110650
2019-05-18,110967
2019-05-19,110740
2019-05-20,110770
2019-05-21,110442
2019-05-22,110194
2019-05-23,109302
2019-05-24,108632
2019-05-25,107922
2019-05-26,107426
2019-05-27,107405
2019-05-28,107587
2019-05-29,108373
2019-05-30,109164
2019-05-31,108944
2019-06-01,108384
2019-06-02,109843
2019-06-03,110810
2019-06-04,113754
2019-06-05,113421
2019-06-06,113227
2019-06-07,112979
2019-06-08,117011
2019-06-09,116808
2019-06-10,114715
2019-06-11,116902
2019-06-12,120261
2019-06-13,118524
2019-06-14,116828
2019-06-15,116422
2019-06-16,115837
2019-06-17,115021
2019-06-18,113744
2019-06-19,113298
2019-06-20,111788
2019-06-21,110307
2019-06-22,110348
2019-06-23,110804
2019-06-24,111681
2019-06-25,110731
2019-06-26,110387
2019-06-27,109836
2019-06-28,110017
2019-06-29,108156
2019-06-30,109879
2019-07-01,111223
2019-07-02,109631
2019-07-03,108424
2019-07-04,108466
2019-07-05,108464
2019-07-06,111390
2019-07-07,113688
2019-07-08,110817
2019-07-09,112944
2019-07-10,112751
2019-07-11,110321
2019-07-12,110690
2019-07-13,112951
2019-07-14,113176
2019-07-15,112392
2019-07-16,111929
2019-07-17,110880
2019-07-18,109878
2019-07-19,107151
2019-07-20,106154
2019-07-21,106198
2019-07-22,104477
2019-07-23,105561
2019-07-24,104628
2019-07-25,104216
2019-07-26,102367
2019-07-27,100412
2019-07-28,98797
2019-07-29,98264
2019-07-30,98245
2019-07-31,97803
2019-08-01,96426
2019-08-02,98522
2019-08-03,96996
2019-08-04,96306
2019-08-05,95703
2019-08-06,94604
2019-08-07,94130
2019-08-08,94262
2019-08-09,93650
2019-08-10,91793
2019-08-11,90049
2019-08-12,89477
2019-08-13,87860
2019-08-14,88070
2019-08-15,88301
2019-08-16,86148
2019-08-17,84286
2019-08-18,86641
2019-08-19,90030
2019-08-20,91257
2019-08-21,94269
2019-08-22,97501
2019-08-23,99194
2019-08-24,95968
2019-08-24,95968
2019-08-25,94013
2019-08-25,94013
2019-08-26,91543
2019-08-26,91543
2019-08-27,91681
2019-08-27,91681
2019-08-28,92807
2019-08-29,92218
2019-08-30,92072
2019-08-31,93427
2019-09-01,92277
2019-09-02,90227
2019-09-03,89614
2019-09-04,89229
2019-09-05,89502
2019-09-06,89943
2019-09-07,89679
2019-09-08,89162
2019-09-09,90495
2019-09-10,92177
2019-09-11,92452
2019-09-12,90192
2019-09-13,89155
2019-09-14,90031
2019-09-15,89620
2019-09-16,89785
2019-09-17,89828
2019-09-18,90614
2019-09-19,91488
2019-09-20,90825
2019-09-21,89401
2019-09-22,90312
2019-09-23,90875
2019-09-24,90784
2019-09-25,89915
2019-09-26,89625
2019-09-27,91401
2019-09-28,90260
2019-09-29,90162
2019-09-30,90365
2019-10-01,90271
2019-10-02,88463
2019-10-03,88239
2019-10-04,87091
2019-10-05,88407
2019-10-06,87409
2019-10-07,85934
2019-10-08,84013
2019-10-09,80738
2019-10-10,79628
2019-10-11,77596
2019-10-12,74718
2019-10-13,75697
2019-10-14,77859
2019-10-15,79384
2019-10-16,79954
2019-10-17,77906
2019-10-18,76091
2019-10-19,75203
2019-10-20,77654
2019-10-21,77116
2019-10-22,77414
2019-10-23,76477
2019-10-24,73470
2019-10-25,71452
2019-10-26,70923
2019-10-27,70385
2019-10-28,71130
2019-10-29,71658
2019-10-30,70083
2019-10-31,68979
2019-11-01,67953
2019-11-02,65587
2019-11-03,67632
2019-11-04,69204
2019-11-05,70236
2019-11-06,70928
2019-11-07,70693
2019-11-08,70740
2019-11-09,70384
2019-11-10,70469
2019-11-11,69602
2019-11-12,69823
2019-11-13,70068
2019-11-14,69145
2019-11-15,67508
2019-11-16,66297
2019-11-17,66484
2019-11-18,65825
2019-11-19,63994
2019-11-20,64704
2019-11-21,63940
2019-11-22,62919
2019-11-23,63872
2019-11-24,62562
2019-11-25,61168
2019-11-26,59599
2019-11-27,59746
2019-11-28,61456
2019-11-29,62042
2019-11-30,64245
2019-12-01,63153
2019-12-02,65190
2019-12-03,66355
2019-12-04,65703
2019-12-05,66717
2019-12-06,67599
2019-12-07,68443
2019-12-08,68745
2019-12-09,67893
2019-12-10,67731
2019-12-11,67454
2019-12-12,67612
2019-12-13,66406
2019-12-14,66312
2019-12-15,65688
2019-12-16,65544
2019-12-17,63845
2019-12-18,62615
2019-12-19,64277
2019-12-20,64700
2019-12-21,63796
2019-12-22,62672
2019-12-23,62965
2019-12-24,62669
2019-12-25,61500
2019-12-26,59904
2019-12-27,60481
2019-12-28,61944
2019-12-29,62033
2019-12-30,63011
2019-12-31,63675
2020-01-01,63884
2020-01-02,65708
2020-01-03,66425
2020-01-04,66588
2020-01-05,67805
2020-01-06,66852
2020-01-07,65682
2020-01-08,63969
2020-01-09,64458
2020-01-10,66977
2020-01-11,68108
2020-01-12,71510
2020-01-13,73840
2020-01-14,75495
2020-01-15,73704
2020-01-16,71186
2020-01-17,70690
2020-01-18,71280
2020-01-19,72118
2020-01-20,70325
2020-01-21,69741
2020-01-22,68448
2020-01-23,65854
2020-01-24,65686
2020-01-25,63967
2020-01-26,64481
2020-01-27,64821
2020-01-28,64596
2020-01-29,64265
2020-01-30,64095
2020-01-31,63784
2020-02-01,63643
2020-02-02,64663
2020-02-03,63395
2020-02-04,62191
2020-02-05,64058
2020-02-06,65945
2020-02-07,64906
2020-02-08,64109
2020-02-09,65898
2020-02-10,65340
2020-02-11,65434
2020-02-12,64588
2020-02-13,63403
2020-02-14,63050
2020-02-15,63370
2020-02-16,64095
2020-02-17,64489
2020-02-18,67161
2020-02-19,68230
2020-02-20,68712
2020-02-21,68930
2020-02-22,67118
2020-02-23,64781
2020-02-24,65176
2020-02-25,64922
2020-02-26,64994
2020-02-27,65251
2020-02-28,66394
2020-02-29,65852
2020-03-01,64658
2020-03-02,63417
2020-03-03,64268
2020-03-04,65388
2020-03-05,63850
2020-03-06,63012
2020-03-07,63211
2020-03-08,63006
2020-03-09,63279
2020-03-10,63287
2020-03-11,62792
2020-03-12,62946
2020-03-13,63278
2020-03-14,62416
2020-03-15,63042
2020-03-16,62614
2020-03-17,63609
2020-03-18,65806
2020-03-19,67436
2020-03-20,69427
2020-03-21,68434
2020-03-22,65923
2020-03-23,65622
2020-03-24,65516
2020-03-25,68396
2020-03-26,68158
2020-03-27,66520
2020-03-28,65222
2020-03-29,65015
2020-03-30,66695
2020-03-31,68563
2020-04-01,70681
2020-04-02,67264
2020-04-03,65884
2020-04-04,65443
2020-04-05,67196
2020-04-06,66135
2020-04-07,65395
2020-04-08,64974
2020-04-09,63728
2020-04-10,63087
2020-04-11,63014
2020-04-12,63382
2020-04-13,63058
2020-04-14,62048
2020-04-15,62556
2020-04-16,62991
2020-04-17,62867
2020-04-18,64588
2020-04-19,67014
2020-04-20,70246
2020-04-21,73690
2020-04-22,72771
2020-04-23,69511
2020-04-24,69668
2020-04-25,72177
2020-04-26,74548
2020-04-27,77312
2020-04-28,78322
2020-04-29,79689
2020-04-30,83508
2020-05-01,83408
2020-05-02,79393
2020-05-03,76446
2020-05-04,77114
2020-05-05,79149
2020-05-06,78584
2020-05-07,77403
2020-05-08,76928
2020-05-09,78886
2020-05-10,82831
2020-05-11,85342
2020-05-12,89597
2020-05-13,91795
