date_obj,Ensouled%20abyssal%20head price
2019-12-31,6744
2020-01-01,6931
2020-01-02,7278
2020-01-03,7396
2020-01-04,7320
2020-01-05,7055
2020-01-06,6789
2020-01-07,7059
2020-01-08,7246
2020-01-09,7396
2020-01-10,7391
2020-01-11,7094
2020-01-12,7316
2020-01-13,7128
2020-01-14,7397
2020-01-15,7184
2020-01-16,7173
2020-01-17,7233
2020-01-18,7247
2020-01-19,7123
2020-01-20,7085
2020-01-21,7084
2020-01-22,7211
2020-01-23,7317
2020-01-24,7200
2020-01-25,7427
2020-01-26,7356
2020-01-27,7244
2020-01-28,7228
2020-01-29,7181
2020-01-30,7187
2020-01-31,7204
2020-02-01,7228
2020-02-02,7407
2020-02-03,7644
2020-02-04,7775
2020-02-05,7625
2020-02-06,7377
2020-02-07,7119
2020-02-08,7084
2020-02-09,7137
2020-02-10,7332
2020-02-11,7321
2020-02-12,7192
2020-02-13,7096
2020-02-14,6762
2020-02-15,6685
2020-02-16,6739
2020-02-17,6712
2020-02-18,6750
2020-02-19,6819
2020-02-20,6826
2020-02-21,6817
2020-02-22,6853
2020-02-23,6798
2020-02-24,7008
2020-02-25,7041
2020-02-26,6997
2020-02-27,6949
2020-02-28,6916
2020-02-29,6961
2020-03-01,6965
2020-03-02,7015
2020-03-03,6954
2020-03-04,6809
2020-03-05,6800
2020-03-06,6669
2020-03-07,6629
2020-03-08,6826
2020-03-09,7092
2020-03-10,7342
2020-03-11,7308
2020-03-12,7324
2020-03-13,7237
2020-03-14,7217
2020-03-15,7145
2020-03-16,7192
2020-03-17,7191
2020-03-18,7182
2020-03-19,7169
2020-03-20,7103
2020-03-21,7041
2020-03-22,6889
2020-03-23,6902
2020-03-24,6888
2020-03-25,6897
2020-03-26,7117
2020-03-27,7357
2020-03-28,7473
2020-03-29,7259
2020-03-30,7196
2020-03-31,7000
2020-04-01,7074
2020-04-02,7167
2020-04-03,7362
2020-04-04,7585
2020-04-05,7796
2020-04-06,7663
2020-04-07,7473
2020-04-08,7261
2020-04-09,7313
2020-04-10,7435
2020-04-11,7406
2020-04-12,7441
2020-04-13,7486
2020-04-14,7610
2020-04-15,7437
2020-04-16,7238
2020-04-17,7457
2020-04-18,7474
2020-04-19,7747
2020-04-20,7750
2020-04-21,7551
2020-04-22,7542
2020-04-23,7509
2020-04-24,7532
2020-04-25,7379
2020-04-26,7302
2020-04-27,7149
2020-04-28,7185
2020-04-29,7263
2020-04-30,7284
2020-05-01,7499
2020-05-02,7537
2020-05-03,7504
2020-05-04,7519
2020-05-05,7401
2020-05-06,7430
2020-05-07,7449
2020-05-08,7518
2020-05-09,7868
2020-05-10,8094
2020-05-11,7906
2020-05-12,7812
2020-05-13,7868
