date_obj,Peaceful%20blessing price
2019-08-06,7230
2019-08-07,7295
2019-08-08,7138
2019-08-09,7125
2019-08-10,7096
2019-08-11,7065
2019-08-12,7033
2019-08-13,6957
2019-08-14,6925
2019-08-15,6831
2019-08-16,6761
2019-08-17,6700
2019-08-18,6699
2019-08-19,6571
2019-08-20,6653
2019-08-21,6591
2019-08-22,6639
2019-08-23,6634
2019-08-24,6474
2019-08-24,6474
2019-08-25,6505
2019-08-25,6505
2019-08-26,6586
2019-08-26,6586
2019-08-27,6646
2019-08-27,6646
2019-08-28,6609
2019-08-29,6432
2019-08-30,6383
2019-08-31,6131
2019-09-01,6033
2019-09-02,6061
2019-09-03,5996
2019-09-04,5968
2019-09-05,5971
2019-09-06,5973
2019-09-07,6039
2019-09-08,6022
2019-09-09,6076
2019-09-10,6096
2019-09-11,6081
2019-09-12,6021
2019-09-13,5903
2019-09-14,5899
2019-09-15,5838
2019-09-16,5844
2019-09-17,5744
2019-09-18,5698
2019-09-19,5737
2019-09-20,5721
2019-09-21,5771
2019-09-22,5723
2019-09-23,5756
2019-09-24,5753
2019-09-25,5755
2019-09-26,5811
2019-09-27,5792
2019-09-28,5746
2019-09-29,5683
2019-09-30,5760
2019-10-01,5842
2019-10-02,5905
2019-10-03,5853
2019-10-04,5847
2019-10-05,5798
2019-10-06,5785
2019-10-07,5753
2019-10-08,5689
2019-10-09,5633
2019-10-10,5525
2019-10-11,5465
2019-10-12,5464
2019-10-13,5473
2019-10-14,5516
2019-10-15,5547
2019-10-16,5551
2019-10-17,5518
2019-10-18,5413
2019-10-19,5427
2019-10-20,5422
2019-10-21,5435
2019-10-22,5509
2019-10-23,5533
2019-10-24,5525
2019-10-25,5612
2019-10-26,5664
2019-10-27,5700
2019-10-28,5766
2019-10-29,5821
2019-10-30,5794
2019-10-31,5898
2019-11-01,5948
2019-11-02,5880
2019-11-03,5814
2019-11-04,5795
2019-11-05,5827
2019-11-06,5889
2019-11-07,5857
2019-11-08,5782
2019-11-09,5720
2019-11-10,5625
2019-11-11,5569
2019-11-12,5535
2019-11-13,5496
2019-11-14,5465
2019-11-15,5387
2019-11-16,5403
2019-11-17,5260
2019-11-18,5274
2019-11-19,5278
2019-11-20,5412
2019-11-21,5460
2019-11-22,5493
2019-11-23,5539
2019-11-24,5629
2019-11-25,5784
2019-11-26,5965
2019-11-27,6098
2019-11-28,6315
2019-11-29,6511
2019-11-30,6711
2019-12-01,6789
2019-12-02,6913
2019-12-03,7090
2019-12-04,7313
2019-12-05,7491
2019-12-06,7503
2019-12-07,7445
2019-12-08,7372
2019-12-09,7323
2019-12-10,7011
2019-12-11,7003
2019-12-12,6788
2019-12-13,6596
2019-12-14,6545
2019-12-15,6531
2019-12-16,6565
2019-12-17,6390
2019-12-18,6207
2019-12-19,6175
2019-12-20,6143
2019-12-21,5983
2019-12-22,5894
2019-12-23,5718
2019-12-24,5744
2019-12-25,5541
2019-12-26,5467
2019-12-27,5408
2019-12-28,5361
2019-12-29,5374
2019-12-30,5356
2019-12-31,5427
2020-01-01,5486
2020-01-02,5610
2020-01-03,5684
2020-01-04,5776
2020-01-05,5827
2020-01-06,5862
2020-01-07,5914
2020-01-08,6028
2020-01-09,6150
2020-01-10,5885
2020-01-11,5675
2020-01-12,5754
2020-01-13,5746
2020-01-14,5746
2020-01-15,5811
2020-01-16,5849
2020-01-17,5776
2020-01-18,5768
2020-01-19,5796
2020-01-20,5871
2020-01-21,5860
2020-01-22,5910
2020-01-23,5910
2020-01-24,5898
2020-01-25,5678
2020-01-26,5636
2020-01-27,5635
2020-01-28,5642
2020-01-29,5663
2020-01-30,5682
2020-01-31,5650
2020-02-01,5567
2020-02-02,5513
2020-02-03,5421
2020-02-04,5398
2020-02-05,5353
2020-02-06,5286
2020-02-07,5228
2020-02-08,5094
2020-02-09,4966
2020-02-10,4997
2020-02-11,5112
2020-02-12,5173
2020-02-13,5238
2020-02-14,5181
2020-02-15,5142
2020-02-16,5028
2020-02-17,4883
2020-02-18,4638
2020-02-19,4529
2020-02-20,4531
2020-02-21,4500
2020-02-22,4428
2020-02-23,4429
2020-02-24,4492
2020-02-25,4491
2020-02-26,4346
2020-02-27,4322
2020-02-28,4404
2020-02-29,4467
2020-03-01,4540
2020-03-02,4536
2020-03-03,4577
2020-03-04,4515
2020-03-05,4527
2020-03-06,4540
2020-03-07,4539
2020-03-08,4504
2020-03-09,4525
2020-03-10,4662
2020-03-11,4759
2020-03-12,4839
2020-03-13,4848
2020-03-14,4986
2020-03-15,5072
2020-03-16,5168
2020-03-17,5201
2020-03-18,5257
2020-03-19,5335
2020-03-20,5333
2020-03-21,5298
2020-03-22,5128
2020-03-23,5083
2020-03-24,5093
2020-03-25,5072
2020-03-26,5071
2020-03-27,4990
2020-03-28,4910
2020-03-29,4935
2020-03-30,4942
2020-03-31,4959
2020-04-01,4983
2020-04-02,4956
2020-04-03,5036
2020-04-04,5024
2020-04-05,5056
2020-04-06,5014
2020-04-07,5017
2020-04-08,5029
2020-04-09,5020
2020-04-10,4949
2020-04-11,4985
2020-04-12,4892
2020-04-13,4755
2020-04-14,4726
2020-04-15,4767
2020-04-16,4756
2020-04-17,4759
2020-04-18,4828
2020-04-19,4900
2020-04-20,4904
2020-04-21,4937
2020-04-22,4935
2020-04-23,4918
2020-04-24,4928
2020-04-25,4982
2020-04-26,4920
2020-04-27,4948
2020-04-28,4959
2020-04-29,4991
2020-04-30,5048
2020-05-01,5077
2020-05-02,5035
2020-05-03,5074
2020-05-04,5055
2020-05-05,4994
2020-05-06,5023
2020-05-07,4987
2020-05-08,4964
2020-05-09,4945
2020-05-10,4951
2020-05-11,4950
2020-05-12,4988
2020-05-13,5055
