date_obj,Ghrazi%20rapier price
2018-10-12,378845156
2018-10-13,383474644
2018-10-14,383360370
2018-10-15,384431681
2018-10-16,385196713
2018-10-17,383341897
2018-10-18,369987780
2018-10-19,372546552
2018-10-20,374008935
2018-10-21,373379822
2018-10-22,371304482
2018-10-23,371719802
2018-10-24,372343726
2018-10-25,373946191
2018-10-26,376544388
2018-10-27,378619753
2018-10-28,378381581
2018-10-29,380110091
2018-10-30,382741806
2018-10-31,379792125
2018-11-01,376390748
2018-11-03,377567963
2018-11-04,380719274
2018-11-05,381972617
2018-11-06,379563130
2018-11-07,376131102
2018-11-08,374232313
2018-11-09,368538519
2018-11-10,362145318
2018-11-11,352230820
2018-11-12,337174059
2018-11-13,334793777
2018-11-14,326946020
2018-11-15,324037446
2018-11-16,317807042
2018-11-17,302246014
2018-11-18,288038703
2018-11-19,273667233
2018-11-20,266563957
2018-11-21,270768226
2018-11-22,279389336
2018-11-23,288629747
2018-11-24,299344877
2018-11-25,311016126
2018-11-26,302849185
2018-11-27,291260904
2018-11-28,284458729
2018-11-29,289254967
2018-12-01,293205571
2018-12-02,294421569
2018-12-03,291114234
2018-12-04,292737138
2018-12-05,293063893
2018-12-07,297449496
2018-12-09,296835087
2018-12-10,296623512
2018-12-11,299040076
2018-12-12,301713473
2018-12-13,301625812
2018-12-14,304714284
2018-12-15,305092587
2018-12-16,304903332
2018-12-17,306205112
2018-12-18,315730386
2018-12-19,327893463
2018-12-20,321544142
2018-12-21,321926756
2018-12-22,324047754
2018-12-23,329287399
2018-12-24,336970399
2018-12-25,337959399
2018-12-26,338494674
2018-12-27,335396082
2018-12-28,322555809
2018-12-29,310431922
2018-12-30,312407983
2018-12-31,316079273
2019-01-01,316396156
2019-01-02,323623209
2019-01-03,323516127
2019-01-04,324282556
2019-01-05,327728851
2019-01-06,329887791
2019-01-08,330292634
2019-01-10,322167502
2019-01-11,306197092
2019-01-12,294374493
2019-01-13,289456309
2019-01-14,276564051
2019-01-15,277988737
2019-01-16,283809076
2019-01-17,291974333
2019-01-18,294810328
2019-01-19,295591111
2019-01-20,290879150
2019-01-21,284024615
2019-01-22,283020185
2019-01-23,283737251
2019-01-24,281943907
2019-01-25,279651668
2019-01-26,278037164
2019-01-27,276579403
2019-01-28,278082923
2019-01-29,280466021
2019-01-30,281513523
2019-01-31,279586773
2019-02-01,275873671
2019-02-02,274194367
2019-02-03,271138130
2019-02-04,265670153
2019-02-05,261170480
2019-02-06,260284693
2019-02-07,250249745
2019-02-08,239187427
2019-02-09,238113462
2019-02-10,242092160
2019-02-11,248026734
2019-02-12,248979786
2019-02-13,245482751
2019-02-14,244851746
2019-02-15,245266615
2019-02-16,245520385
2019-02-17,246451166
2019-02-18,248271104
2019-02-19,245219818
2019-02-20,243699407
2019-02-21,240282239
2019-02-22,237014642
2019-02-23,232592500
2019-02-24,222898692
2019-02-25,215225267
2019-02-26,205169180
2019-02-27,195643407
2019-02-28,195553580
2019-03-01,203718653
2019-03-02,209559638
2019-03-03,207596400
2019-03-04,208373869
2019-03-05,205214943
2019-03-06,204561266
2019-03-07,201174089
2019-03-08,201537114
2019-03-09,198938761
2019-03-10,190752122
2019-03-11,183045375
2019-03-12,175465620
2019-03-13,177363588
2019-03-14,180713453
2019-03-15,179642448
2019-03-16,178647656
2019-03-17,178709500
2019-03-18,177458251
2019-03-19,175789361
2019-03-20,169465354
2019-03-21,161335284
2019-03-22,153546584
2019-03-23,147454122
2019-03-24,140149911
2019-03-25,138290636
2019-03-26,139922018
2019-03-27,146918119
2019-03-28,153886058
2019-03-29,161523877
2019-03-30,169600071
2019-03-31,171691735
2019-04-01,168907186
2019-04-02,162585529
2019-04-03,161094766
2019-04-04,163725053
2019-04-05,166402516
2019-04-06,169236443
2019-04-07,171515823
2019-04-08,172127831
2019-04-09,171043497
2019-04-10,170341475
2019-04-11,167601243
2019-04-12,167941511
2019-04-13,171839197
2019-04-14,172835219
2019-04-15,176126109
2019-04-16,177945496
2019-04-17,181759584
2019-04-18,182469504
2019-04-19,183118809
2019-04-20,188208539
2019-04-21,188708701
2019-04-22,188573727
2019-04-23,181067896
2019-04-24,176276081
2019-04-25,174132099
2019-04-26,176797310
2019-04-27,179832924
2019-04-28,182219029
2019-04-29,183861463
2019-04-30,185785060
2019-05-01,187271659
2019-05-02,188142597
2019-05-03,188678752
2019-05-04,190167868
2019-05-05,189918095
2019-05-06,188086671
2019-05-07,186034160
2019-05-08,180134491
2019-05-09,182763302
2019-05-10,182851240
2019-05-11,183742221
2019-05-12,185579002
2019-05-13,185103011
2019-05-14,184593658
2019-05-15,183695067
2019-05-16,181348254
2019-05-17,181114252
2019-05-18,179654668
2019-05-19,180073347
2019-05-20,181716510
2019-05-21,182634978
2019-05-22,182618342
2019-05-23,181952416
2019-05-24,182061868
2019-05-25,181575008
2019-05-26,181593331
2019-05-27,181202880
2019-05-28,180566391
2019-05-29,177519538
2019-05-30,170130231
2019-05-31,165992322
2019-06-01,161154916
2019-06-02,155185085
2019-06-03,151420971
2019-06-04,158020690
2019-06-05,165034972
2019-06-06,165441988
2019-06-07,166993497
2019-06-08,169232573
2019-06-09,168983626
2019-06-10,167675536
2019-06-11,166046388
2019-06-12,165176075
2019-06-13,162987739
2019-06-14,162025443
2019-06-15,162637143
2019-06-16,164114369
2019-06-17,163504959
2019-06-18,163130891
2019-06-19,162765534
2019-06-20,157183279
2019-06-21,152704769
2019-06-22,149348777
2019-06-23,144040212
2019-06-24,148744413
2019-06-25,155960950
2019-06-26,162045501
2019-06-27,165197510
2019-06-28,164571034
2019-06-29,164407859
2019-06-30,163699001
2019-07-01,162828850
2019-07-02,159057791
2019-07-03,157771993
2019-07-04,158730246
2019-07-05,161690454
2019-07-06,162585429
2019-07-07,163982723
2019-07-08,164672417
2019-07-09,163376291
2019-07-10,162877526
2019-07-11,164456884
2019-07-12,165882455
2019-07-13,166323207
2019-07-14,168325584
2019-07-15,170138534
2019-07-16,168626324
2019-07-17,168909095
2019-07-18,168382696
2019-07-19,167895346
2019-07-20,167987688
2019-07-21,168014630
2019-07-22,167266425
2019-07-23,160967733
2019-07-24,157936696
2019-07-25,153616713
2019-07-26,155491182
2019-07-27,161958108
2019-07-28,162752234
2019-07-29,163610759
2019-07-30,164340615
2019-07-31,165235903
2019-08-01,166906475
2019-08-02,168075397
2019-08-03,169720932
2019-08-04,169348236
2019-08-05,169022866
2019-08-06,169235185
2019-08-07,169615193
2019-08-08,170073550
2019-08-09,170812507
2019-08-10,171608689
2019-08-11,171938588
2019-08-12,172593768
2019-08-13,171807116
2019-08-14,171587245
2019-08-15,171312646
2019-08-16,171517236
2019-08-17,172210516
2019-08-18,173456407
2019-08-19,175649334
2019-08-20,176879174
2019-08-21,178060901
2019-08-22,178077894
2019-08-23,178899290
2019-08-24,180438993
2019-08-24,180438993
2019-08-25,182922447
2019-08-25,182922447
2019-08-26,186998502
2019-08-27,189668100
2019-08-27,189668100
2019-08-28,184465748
2019-08-29,177485349
2019-08-30,177178818
2019-08-31,178688318
2019-09-01,179660543
2019-09-02,181301112
2019-09-03,181697977
2019-09-04,180799511
2019-09-05,179976359
2019-09-06,180710138
2019-09-07,180276858
2019-09-08,179323464
2019-09-09,179712294
2019-09-10,179222628
2019-09-11,179488172
2019-09-12,180009604
2019-09-13,180060761
2019-09-14,181463586
2019-09-15,181569416
2019-09-16,182370433
2019-09-17,182309828
2019-09-18,182223460
2019-09-19,182188304
2019-09-20,181627936
2019-09-21,182551780
2019-09-22,182465388
2019-09-23,182370729
2019-09-24,182188739
2019-09-25,181943579
2019-09-26,186289444
2019-09-27,188328760
2019-09-28,191735927
2019-09-29,191269187
2019-09-30,190230364
2019-10-01,187570122
2019-10-02,183002679
2019-10-03,182734664
2019-10-04,185529605
2019-10-05,188273056
2019-10-06,189954505
2019-10-07,189117751
2019-10-08,188525263
2019-10-09,188853413
2019-10-10,188766398
2019-10-11,188959450
2019-10-12,189980549
2019-10-13,189838666
2019-10-14,190674549
2019-10-15,190523369
2019-10-16,190241861
2019-10-17,190145668
2019-10-18,190684625
2019-10-19,189958982
2019-10-20,189161461
2019-10-21,188100108
2019-10-22,187576856
2019-10-23,185222746
2019-10-24,185897925
2019-10-25,186017175
2019-10-26,187980090
2019-10-27,188216628
2019-10-28,188670459
2019-10-29,188961142
2019-10-30,188498760
2019-10-31,188270741
2019-11-01,188980786
2019-11-02,188950110
2019-11-03,188427927
2019-11-04,188421682
2019-11-05,188746474
2019-11-06,190329065
2019-11-07,189980747
2019-11-08,189874332
2019-11-09,190641974
2019-11-10,191909283
2019-11-11,190913548
2019-11-12,189992500
2019-11-13,189271033
2019-11-14,188723824
2019-11-15,188150970
2019-11-16,189232217
2019-11-17,188706357
2019-11-18,189468379
2019-11-19,190022754
2019-11-20,191415023
2019-11-21,191528500
2019-11-22,191311747
2019-11-23,192724269
2019-11-24,192002805
2019-11-25,192048391
2019-11-26,191687610
2019-11-27,191579964
2019-11-28,191303517
2019-11-29,191271974
2019-11-30,191149359
2019-12-01,190853700
2019-12-02,190470522
2019-12-03,189076444
2019-12-04,187481615
2019-12-05,186969022
2019-12-06,181526845
2019-12-07,180572557
2019-12-08,179218319
2019-12-09,177978758
2019-12-10,174787634
2019-12-11,174670794
2019-12-12,174515205
2019-12-13,176342776
2019-12-14,178657778
2019-12-15,184419074
2019-12-16,184385554
2019-12-17,185103907
2019-12-18,184353379
2019-12-19,184136577
2019-12-20,183423102
2019-12-21,183704565
2019-12-22,184641546
2019-12-23,186521878
2019-12-24,187336484
2019-12-25,188385180
2019-12-26,189120509
2019-12-27,190237302
2019-12-28,190583252
2019-12-29,190234233
2019-12-30,188556104
2019-12-31,186503174
2020-01-01,186489907
2020-01-02,187078341
2020-01-03,185586477
2020-01-04,185195562
2020-01-05,185667377
2020-01-06,185969696
2020-01-07,185460015
2020-01-08,185307113
2020-01-09,185303264
2020-01-10,185632667
2020-01-11,186277354
2020-01-12,186910898
2020-01-13,186360965
2020-01-14,186230657
2020-01-15,185762870
2020-01-16,185992757
2020-01-17,185991446
2020-01-18,186260875
2020-01-19,186419289
2020-01-20,186430352
2020-01-21,186599532
2020-01-22,186400471
2020-01-23,186153725
2020-01-24,185161922
2020-01-25,185791755
2020-01-26,185739317
2020-01-27,185801493
2020-01-28,185674208
2020-01-29,184957993
2020-01-30,183834799
2020-01-31,183471370
2020-02-01,182816625
2020-02-02,182396711
2020-02-03,181801799
2020-02-04,180231960
2020-02-05,174635267
2020-02-06,167545302
2020-02-07,171750059
2020-02-08,175836133
2020-02-09,178179350
2020-02-10,176646863
2020-02-11,175485934
2020-02-12,174290051
2020-02-13,174372903
2020-02-14,174690213
2020-02-15,174890018
2020-02-16,175375998
2020-02-17,175805612
2020-02-18,175561027
2020-02-19,175509200
2020-02-20,175739812
2020-02-21,176113691
2020-02-22,176681356
2020-02-23,176146659
2020-02-24,175918434
2020-02-25,176128777
2020-02-26,175880796
2020-02-27,176011872
2020-02-28,176506016
2020-02-29,177452521
2020-03-01,178606184
2020-03-02,179698586
2020-03-03,179820180
2020-03-04,180100573
2020-03-05,180209062
2020-03-06,180283330
2020-03-07,179625989
2020-03-08,179427493
2020-03-09,178525745
2020-03-10,178925357
2020-03-11,178862976
2020-03-12,178558139
2020-03-13,178349061
2020-03-14,177819429
2020-03-15,178107826
2020-03-16,178939144
2020-03-17,179232596
2020-03-18,180718910
2020-03-19,182830332
2020-03-20,183370335
2020-03-21,183119901
2020-03-22,183166762
2020-03-23,182722393
2020-03-24,183230526
2020-03-25,184884449
2020-03-26,185349086
2020-03-27,185043896
2020-03-28,184446326
2020-03-29,181407019
2020-03-30,179034282
2020-03-31,179437798
2020-04-01,179220241
2020-04-02,179784738
2020-04-03,180239869
2020-04-04,181010901
2020-04-05,181170966
2020-04-06,181546750
2020-04-07,181186399
2020-04-08,179793305
2020-04-09,179015845
2020-04-10,178141486
2020-04-11,178005178
2020-04-12,178423803
2020-04-13,178513042
2020-04-14,178740014
2020-04-15,179098919
2020-04-16,179170773
2020-04-17,179455164
2020-04-18,179623218
2020-04-19,179378206
2020-04-20,178793588
2020-04-21,178572250
2020-04-22,177512189
2020-04-23,176430157
2020-04-24,175949176
2020-04-25,175088945
2020-04-26,172944314
2020-04-27,171839287
2020-04-28,171765197
2020-04-29,171893579
2020-04-30,171737350
2020-05-01,172086220
2020-05-02,173428312
2020-05-03,174292960
2020-05-04,174786793
2020-05-05,174906592
2020-05-06,174842175
2020-05-07,174437468
2020-05-08,174520715
2020-05-09,174820001
2020-05-10,175241742
2020-05-11,175516592
2020-05-12,176693173
2020-05-13,176152372
