date_obj,Bronze%20platebody%20(t) price
2015-11-26,18043
2015-11-27,18043
2015-11-28,18289
2015-11-29,18289
2015-11-30,18023
2015-12-01,18023
2015-12-02,18023
2015-12-03,17881
2015-12-04,17881
2015-12-05,17881
2015-12-06,17928
2015-12-07,17928
2015-12-08,17928
2015-12-09,17873
2015-12-10,17873
2015-12-11,17873
2015-12-12,17786
2015-12-13,17786
2015-12-14,17786
2015-12-15,17288
2015-12-16,17288
2015-12-17,17288
2015-12-18,16608
2015-12-19,16608
2015-12-20,16207
2015-12-21,16207
2015-12-22,16043
2015-12-23,16043
2015-12-24,16325
2015-12-25,16325
2015-12-26,16325
2015-12-27,16337
2015-12-28,16337
2015-12-29,16956
2015-12-30,16956
2015-12-31,16956
2016-01-01,16779
2016-01-02,16779
2016-01-03,17186
2016-01-04,17186
2016-01-05,16896
2016-01-06,16896
2016-01-07,16896
2016-01-08,17029
2016-01-09,17029
2016-01-10,16527
2016-01-11,16527
2016-01-12,16789
2016-01-13,16789
2016-01-14,16789
2016-01-15,17466
2016-01-16,17466
2016-01-17,17466
2016-01-18,18214
2016-01-19,18214
2016-01-20,18214
2016-01-21,18904
2016-01-22,18904
2016-01-23,18883
2016-01-24,18883
2016-01-25,18518
2016-01-26,18518
2016-01-27,18037
2016-01-28,18037
2016-01-29,18345
2016-01-30,18345
2016-01-31,18345
2016-02-01,18811
2016-02-02,18811
2016-02-03,18811
2016-02-04,19484
2016-02-05,19484
2016-02-06,19671
2016-02-07,19671
2016-02-08,19671
2016-02-09,19129
2016-02-10,19129
2016-02-11,19632
2016-02-12,19632
2016-02-13,19837
2016-02-14,19837
2016-02-15,19837
2016-02-16,19289
2016-02-17,19289
2016-02-18,19289
2016-02-19,19152
2016-02-20,19152
2016-02-21,19150
2016-02-22,19150
2016-02-23,19150
2016-02-24,19778
2016-02-25,19778
2016-02-26,20252
2016-02-27,20252
2016-02-28,20073
2016-02-29,20073
2016-03-01,20928
2016-03-02,20928
2016-03-03,20928
2016-03-04,21856
2016-03-05,21856
2016-03-06,21821
2016-03-07,21821
2016-03-08,21821
2016-03-09,22607
2016-03-10,22607
2016-03-11,22979
2016-03-12,22979
2016-03-13,22801
2016-03-14,22801
2016-03-15,22801
2016-03-16,23942
2016-03-17,23942
2016-03-18,23942
2016-03-19,23463
2016-03-20,23463
2016-03-21,23463
2016-03-22,23141
2016-03-23,23141
2016-03-24,23325
2016-03-25,23325
2016-03-26,23842
2016-03-27,23842
2016-03-28,23356
2016-03-29,23356
2016-03-30,23356
2016-03-31,22978
2016-04-01,22978
2016-04-02,22978
2016-04-03,22945
2016-04-04,22945
2016-04-05,22945
2016-04-06,22835
2016-04-07,22835
2016-04-08,22746
2016-04-09,22746
2016-04-10,23411
2016-04-11,23411
2016-04-12,23411
2016-04-13,23411
2016-04-14,23742
2016-04-15,23742
2016-04-16,23742
2016-04-17,23677
2016-04-18,23677
2016-04-19,23493
2016-04-20,23493
2016-04-21,23493
2016-04-22,23416
2016-04-23,23416
2016-04-24,22416
2016-04-25,22416
2016-04-26,22558
2016-04-27,22558
2016-04-28,23017
2016-04-29,23017
2016-04-30,23017
2016-05-01,22398
2016-05-02,22398
2016-05-03,22398
2016-05-04,21491
2016-05-05,21491
2016-05-06,21491
2016-05-07,22161
2016-05-08,22161
2016-05-09,22161
2016-05-10,22489
2016-05-11,22489
2016-05-12,22489
2016-05-13,22018
2016-05-14,22018
2016-05-15,21070
2016-05-16,21070
2016-05-17,20777
2016-05-18,20777
2016-05-19,20920
2016-05-22,21158
2016-05-23,21158
2016-05-24,22013
2016-05-25,22013
2016-05-26,22013
2016-05-27,22992
2016-05-28,22992
2016-05-29,22992
2016-05-30,23574
2016-05-31,23574
2016-06-01,24005
2016-06-02,24005
2016-06-03,24005
2016-06-04,23482
2016-06-05,23482
2016-06-06,23338
2016-06-07,23338
2016-06-08,22501
2016-06-09,22501
2016-06-10,22625
2016-06-11,22625
2016-06-12,22984
2016-06-13,22984
2016-06-14,22342
2016-06-15,22342
2016-06-16,22342
2016-06-17,22334
2016-06-18,22334
2016-06-19,22334
2016-06-20,22895
2016-06-21,22895
2016-06-22,23354
2016-06-23,23354
2016-06-24,23354
2016-06-25,23141
2016-06-26,23141
2016-06-27,23141
2016-06-28,23400
2016-06-29,23400
2016-06-30,23400
2016-07-01,23345
2016-07-02,23345
2016-07-03,23345
2016-07-04,22626
2016-07-05,22626
2016-07-06,21494
2016-07-07,21494
2016-07-08,20419
2016-07-09,20419
2016-07-10,19423
2016-07-11,18536
2016-07-12,18536
2016-07-13,17751
2016-07-14,17751
2016-07-15,17061
2016-07-16,17061
2016-07-17,16360
2016-07-18,16360
2016-07-23,14764
2016-07-24,14041
2016-07-25,14041
2016-07-26,13491
2016-07-27,13491
2016-07-28,12905
2016-07-29,12310
2016-07-30,12310
2016-07-31,11769
2016-08-01,11769
2016-08-02,11183
2016-08-03,11183
2016-08-04,10807
2016-08-05,10807
2016-08-06,10674
2016-08-07,10674
2016-08-08,10659
2016-08-09,10659
2016-08-10,10136
2016-08-11,10136
2016-08-12,9765
2016-08-13,9765
2016-08-14,9540
2016-08-15,9540
2016-08-16,9302
2016-08-17,9302
2016-08-18,9302
2016-08-19,9171
2016-08-20,9171
2016-08-21,9171
2016-08-22,8888
2016-08-23,8888
2016-08-24,9058
2016-08-25,9058
2016-08-26,9058
2016-08-28,8886
2016-08-31,8883
2016-09-01,8787
2016-09-02,8787
2016-09-03,8787
2016-09-04,8833
2016-09-05,8833
2016-09-06,9168
2016-09-07,9168
2016-09-08,9168
2016-09-09,9400
2016-09-10,9400
2016-09-11,9400
2016-09-12,9386
2016-09-13,9386
2016-09-14,9386
2016-09-15,9758
2016-09-16,9758
2016-09-17,9758
2016-09-18,9907
2016-09-19,9907
2016-09-20,9907
2016-09-21,10139
2016-09-22,10139
2016-09-23,10139
2016-09-24,10463
2016-09-25,10463
2016-09-26,10463
2016-09-27,10555
2016-09-28,10555
2016-09-29,10555
2016-09-30,10923
2016-10-01,10923
2016-10-02,10923
2016-10-03,11055
2016-10-04,11055
2016-10-05,11095
2016-10-06,11095
2016-10-07,11095
2016-10-08,11505
2016-10-09,11505
2016-10-10,11505
2016-10-11,11949
2016-10-12,11949
2016-10-13,11949
2016-10-14,11924
2016-10-15,11924
2016-10-16,11924
2016-10-17,11648
2016-10-18,11648
2016-10-19,11648
2016-10-20,11856
2016-10-21,11856
2016-10-22,11856
2016-10-23,11751
2016-10-24,11751
2016-10-25,11751
2016-10-26,12021
2016-10-27,12021
2016-10-28,12021
2016-10-29,11807
2016-10-30,11807
2016-10-31,11807
2016-11-01,11831
2016-11-02,11831
2016-11-03,11831
2016-11-04,11600
2016-11-05,11600
2016-11-06,11600
2016-11-07,12042
2016-11-08,12042
2016-11-09,12042
2016-11-10,12042
2016-11-11,12567
2016-11-12,12567
2016-11-13,12567
2016-11-14,13092
2016-11-15,13092
2016-12-07,13380
2016-12-08,13280
2016-12-09,13280
2016-12-10,13280
2016-12-11,13678
2016-12-12,13678
2016-12-13,13678
2016-12-14,13275
2016-12-15,13275
2016-12-16,13275
2016-12-17,12689
2016-12-18,12689
2016-12-19,12250
2016-12-20,12250
2016-12-21,11951
2016-12-22,11951
2016-12-23,11951
2016-12-24,12041
2016-12-25,12041
2016-12-26,11734
2016-12-27,11734
2016-12-28,11671
2016-12-29,11671
2016-12-30,11671
2016-12-31,11826
2017-01-01,11826
2017-01-02,11826
2017-01-03,11977
2017-01-04,11977
2017-01-05,11915
2017-01-06,11915
2017-01-07,11608
2017-01-08,11608
2017-01-09,11539
2017-01-10,11539
2017-01-11,11475
2017-01-12,11475
2017-01-13,11585
2017-01-14,11585
2017-01-15,11338
2017-01-16,11338
2017-01-17,11237
2017-01-18,11237
2017-01-19,11174
2017-01-20,11174
2017-01-21,11150
2017-01-22,11150
2017-01-23,11202
2017-01-27,11623
2017-01-28,11623
2017-01-29,11980
2017-01-30,11980
2017-01-31,11980
2017-02-01,12552
2017-02-02,12552
2017-02-03,12552
2017-02-04,12988
2017-02-05,12988
2017-02-06,12988
2017-02-07,13525
2017-02-08,13525
2017-02-09,13525
2017-02-10,13495
2017-02-11,13495
2017-02-12,13495
2017-02-13,13430
2017-02-14,13430
2017-02-15,13430
2017-02-16,13233
2017-02-18,13233
2017-02-19,13096
2017-02-20,13096
2017-02-21,13096
2017-02-22,13079
2017-02-23,13079
2017-02-24,13079
2017-02-25,13380
2017-02-26,13380
2017-02-27,13380
2017-02-28,13219
2017-03-01,13219
2017-03-02,13219
2017-03-03,12895
2017-03-04,12895
2017-03-05,12895
2017-03-06,13033
2017-03-07,13033
2017-03-08,13033
2017-03-09,13033
2017-03-10,13122
2017-03-11,13122
2017-03-12,13122
2017-03-13,13442
2017-03-14,13442
2017-03-15,13576
2017-03-16,13576
2017-03-17,13576
2017-03-18,13611
2017-03-19,13611
2017-03-20,14137
2017-03-21,14137
2017-03-22,14137
2017-03-23,14392
2017-03-24,14392
2017-03-25,14392
2017-03-26,14618
2017-03-27,14618
2017-03-28,14618
2017-03-29,15140
2017-03-30,15140
2017-03-31,15643
2017-04-01,15643
2017-04-02,15643
2017-04-03,15564
2017-04-04,15564
2017-04-12,14647
2017-04-13,14647
2017-04-14,14647
2017-04-15,14055
2017-04-16,14055
2017-04-17,13477
2017-04-18,13477
2017-04-19,12881
2017-04-20,12881
2017-04-21,12881
2017-04-22,12275
2017-04-23,12275
2017-04-24,11701
2017-04-25,11166
2017-04-26,11166
2017-04-27,10688
2017-04-28,10688
2017-04-29,10153
2017-04-30,10153
2017-05-01,9690
2017-05-02,9690
2017-05-03,9265
2017-05-04,9265
2017-05-05,8849
2017-05-06,8849
2017-05-07,8849
2017-05-08,8548
2017-05-09,8548
2017-05-10,8565
2017-05-11,8565
2017-05-12,8565
2017-05-13,8282
2017-05-14,8282
2017-05-15,8282
2017-05-16,8050
2017-05-17,8050
2017-05-18,8050
2017-05-19,7837
2017-05-20,7837
2017-05-21,7837
2017-05-22,7590
2017-05-23,7590
2017-05-24,7859
2017-05-25,7859
2017-05-26,7859
2017-05-27,8107
2017-05-28,8107
2017-05-29,8107
2017-05-30,8353
2017-05-31,8353
2017-06-01,8638
2017-06-02,8638
2017-06-03,8638
2017-06-04,8727
2017-06-05,8727
2017-06-06,8522
2017-06-07,8522
2017-06-08,8522
2017-06-09,8399
2017-06-10,8399
2017-06-11,8172
2017-06-12,8172
2017-06-13,8404
2017-06-14,8404
2017-06-15,8404
2017-06-16,8493
2017-06-17,8493
2017-06-18,8493
2017-06-19,8536
2017-06-20,8536
2017-06-21,8536
2017-06-22,8727
2017-06-23,8727
2017-06-24,8727
2017-06-25,9024
2017-06-26,9024
2017-06-27,9024
2017-06-28,9195
2017-06-29,9195
2017-06-30,9195
2017-07-01,9439
2017-07-02,9439
2017-07-03,9439
2017-07-04,9897
2017-07-05,9897
2017-07-06,9897
2017-07-07,10150
2017-07-08,10150
2017-07-13,10062
2017-07-14,10062
2017-07-15,10062
2017-07-16,10239
2017-07-17,10239
2017-07-18,9906
2017-07-19,9906
2017-07-20,9480
2017-07-21,9480
2017-07-22,9522
2017-07-23,9522
2017-07-24,9522
2017-07-25,9647
2017-07-26,9647
2017-07-27,9647
2017-07-28,9991
2017-07-29,9991
2017-07-30,9991
2017-07-31,10256
2017-08-01,10256
2017-08-02,10488
2017-08-03,10488
2017-08-04,10488
2017-08-05,10654
2017-08-06,10654
2017-08-09,10927
2017-08-10,11331
2017-08-11,11331
2017-08-12,11331
2017-08-13,11447
2017-08-14,11447
2017-08-15,11737
2017-08-16,11737
2017-08-17,11737
2017-08-18,12161
2017-08-19,12161
2017-08-20,12161
2017-08-21,12741
2017-08-22,12741
2017-08-23,12741
2017-08-24,13288
2017-08-25,13288
2017-08-26,13288
2017-08-27,13817
2017-08-28,13817
2017-08-29,13817
2017-08-30,14150
2017-08-31,14150
2017-09-01,14150
2017-09-02,14531
2017-09-03,14531
2017-09-04,14531
2017-09-05,14575
2017-09-06,14575
2017-09-07,14877
2017-09-08,14877
2017-09-09,14877
2017-09-10,15200
2017-09-11,15200
2017-09-12,15200
2017-09-13,14673
2017-09-14,14673
2017-09-15,14087
2017-09-16,14087
2017-09-17,13438
2017-09-18,13438
2017-09-19,13438
2017-09-20,13914
2017-09-21,13914
2017-09-22,14535
2017-09-23,14535
2017-09-24,14535
2017-09-25,15018
2017-09-26,15018
2017-09-27,15018
2017-09-28,15141
2017-09-29,15141
2017-09-30,15693
2017-10-01,15693
2017-10-02,16368
2017-10-03,16368
2017-10-04,16368
2017-10-05,17105
2017-10-06,17105
2017-10-07,17105
2017-10-08,17811
2017-10-09,17811
2017-10-10,17811
2017-10-11,18195
2017-10-12,18195
2017-10-13,18195
2017-10-14,17882
2017-10-15,17882
2017-10-16,17882
2017-10-17,17882
2017-10-18,17628
2017-10-19,17628
2017-10-20,17628
2017-10-21,17628
2017-10-22,18331
2017-10-23,18331
2017-10-24,18331
2017-10-25,18297
2017-10-26,18297
2017-10-27,18297
2017-10-28,18416
2017-10-29,18416
2017-10-30,18416
2017-10-31,18403
2017-11-01,18403
2017-11-02,18403
2017-11-03,18403
2017-11-04,17948
2017-11-05,17948
2017-11-06,17948
2017-11-07,17948
2017-11-08,17645
2017-11-09,17645
2017-11-10,17645
2017-11-11,17674
2017-11-12,17674
2017-11-13,17674
2017-11-14,17422
2017-11-15,17422
2017-11-16,17422
2017-11-17,17238
2017-11-18,17238
2017-11-19,17238
2017-11-20,16470
2017-11-21,16470
2017-11-22,16470
2017-11-23,15868
2017-11-24,15868
2017-11-25,15868
2017-11-26,15418
2017-11-27,15418
2017-11-28,15418
2017-11-29,15317
2017-11-30,15317
2017-12-01,15317
2017-12-02,15140
2017-12-03,15140
2017-12-04,15140
2017-12-05,15669
2017-12-06,15669
2017-12-07,15247
2017-12-08,15247
2017-12-09,15247
2017-12-10,15722
2017-12-11,15722
2017-12-12,15722
2017-12-13,15653
2017-12-14,15653
2017-12-15,15653
2017-12-16,15626
2017-12-17,15626
2017-12-18,15626
2017-12-19,15354
2017-12-20,15354
2017-12-21,14685
2017-12-22,14685
2017-12-23,14685
2017-12-24,14909
2017-12-25,14909
2017-12-26,14909
2017-12-27,14824
2017-12-28,14824
2017-12-29,14824
2017-12-30,15154
2017-12-31,15154
2018-01-01,15154
2018-01-02,15421
2018-01-03,15421
2018-01-04,15421
2018-01-05,15473
2018-01-06,15473
2018-01-07,15584
2018-01-08,15584
2018-01-09,15584
2018-01-10,15777
2018-01-11,15777
2018-01-12,15514
2018-01-13,15514
2018-01-14,15514
2018-01-15,15127
2018-01-16,15127
2018-01-17,15072
2018-01-18,15072
2018-01-19,15072
2018-01-20,15072
2018-01-21,14819
2018-01-22,14819
2018-01-23,14691
2018-01-24,14691
2018-01-25,14691
2018-01-26,15046
2018-01-27,15046
2018-01-28,14717
2018-01-29,14717
2018-01-30,14522
2018-01-31,14522
2018-02-01,14522
2018-02-02,14522
2018-02-03,14540
2018-02-04,14540
2018-02-05,14540
2018-02-06,14854
2018-02-07,14854
2018-02-08,14854
2018-02-09,15031
2018-02-10,15031
2018-02-11,15031
2018-02-12,15218
2018-02-13,15218
2018-02-14,15218
2018-02-15,15382
2018-02-16,15382
2018-02-17,15382
2018-02-18,15531
2018-02-19,15531
2018-02-20,15531
2018-02-21,15496
2018-02-22,15496
2018-02-23,15496
2018-02-24,15496
2018-02-25,15767
2018-02-26,15767
2018-02-27,15767
2018-02-28,16435
2018-03-01,16435
2018-03-02,16435
2018-03-03,16991
2018-03-04,16991
2018-03-05,16991
2018-03-06,17501
2018-03-07,17501
2018-03-08,17501
2018-03-09,17163
2018-03-10,17163
2018-03-11,17163
2018-03-12,17339
2018-03-13,17339
2018-03-14,17339
2018-03-15,16976
2018-03-16,16976
2018-03-17,16976
2018-03-18,16785
2018-03-19,16785
2018-03-20,16785
2018-03-21,16178
2018-03-23,16178
2018-03-24,16178
2018-03-25,15903
2018-03-26,15903
2018-03-27,15903
2018-03-28,15716
2018-03-29,15716
2018-03-30,15716
2018-03-31,16044
2018-04-01,16044
2018-04-02,16044
2018-04-03,15878
2018-04-04,15878
2018-04-05,15878
2018-04-06,16044
2018-04-07,16044
2018-04-08,16044
2018-04-09,16798
2018-04-10,16798
2018-04-11,16798
2018-04-12,17314
2018-04-13,17314
2018-04-14,17314
2018-04-15,17314
2018-04-16,17569
2018-04-17,17569
2018-04-18,17569
2018-04-19,17079
2018-04-20,17079
2018-04-21,17079
2018-04-22,17079
2018-04-23,16796
2018-04-24,16796
2018-04-25,16796
2018-04-26,16317
2018-04-27,16317
2018-04-28,16317
2018-04-29,15630
2018-04-30,15630
2018-05-01,15237
2018-05-02,15237
2018-05-03,15237
2018-05-04,15237
2018-05-05,15521
2018-05-06,15521
2018-05-07,15521
2018-05-08,15521
2018-05-09,15651
2018-05-10,15651
2018-05-11,15651
2018-05-12,15607
2018-05-13,15607
2018-05-14,15607
2018-05-15,15064
2018-05-16,15064
2018-05-17,15064
2018-05-18,15109
2018-05-19,15109
2018-05-20,15055
2018-05-21,15055
2018-05-22,15055
2018-05-23,15081
2018-05-24,15081
2018-05-25,15081
2018-05-26,15300
2018-05-27,15300
2018-05-28,15300
2018-05-29,15460
2018-05-30,15460
2018-05-31,15460
2018-06-01,14984
2018-06-02,14984
2018-06-03,14984
2018-06-04,14939
2018-06-05,14939
2018-06-06,14730
2018-06-07,14730
2018-06-08,14730
2018-06-09,15148
2018-06-10,15148
2018-06-11,15148
2018-06-12,14952
2018-06-13,14952
2018-06-14,14952
2018-06-15,15555
2018-06-16,15555
2018-06-17,16182
2018-06-18,16182
2018-06-19,16182
2018-06-20,16705
2018-06-21,16705
2018-06-22,16583
2018-06-23,16583
2018-06-24,16583
2018-06-25,16981
2018-06-26,16981
2018-06-27,16981
2018-06-28,17136
2018-06-29,17136
2018-06-30,16417
2018-07-01,16417
2018-07-02,16441
2018-07-03,16441
2018-07-04,16441
2018-07-05,17162
2018-07-06,17162
2018-07-07,17698
2018-07-08,17698
2018-07-09,17698
2018-07-10,17625
2018-07-11,17625
2018-07-12,17625
2018-07-13,17625
2018-07-14,17613
2018-07-15,17613
2018-07-16,17613
2018-07-17,17493
2018-07-18,17493
2018-07-19,17493
2018-07-20,17826
2018-07-21,17826
2018-07-22,18204
2018-07-23,18204
2018-07-24,18466
2018-07-25,18466
2018-07-26,18466
2018-07-27,18689
2018-07-28,18689
2018-07-29,18689
2018-07-30,18969
2018-07-31,18969
2018-08-01,18969
2018-08-02,19416
2018-08-03,19416
2018-08-04,19416
2018-08-05,19708
2018-08-06,19708
2018-08-07,19708
2018-08-08,20256
2018-08-09,20256
2018-08-10,20256
2018-08-11,19335
2018-08-12,19335
2018-08-14,19727
2018-08-16,20075
2018-08-17,20075
2018-08-18,20608
2018-08-19,20608
2018-08-20,20608
2018-08-21,20924
2018-08-22,20924
2018-08-23,20874
2018-08-24,20874
2018-08-25,19874
2018-08-26,19874
2018-08-27,19874
2018-08-28,19217
2018-08-29,19217
2018-08-30,19217
2018-08-31,19019
2018-09-01,19019
2018-09-02,18376
2018-09-03,18376
2018-09-04,18766
2018-09-05,18766
2018-09-06,18766
2018-09-07,19252
2018-09-08,19252
2018-09-09,20064
2018-09-10,20064
2018-09-11,20064
2018-09-12,20377
2018-09-13,20377
2018-09-14,20377
2018-09-15,20182
2018-09-16,20182
2018-09-17,20182
2018-09-18,20664
2018-09-19,20664
2018-09-20,20664
2018-09-21,20856
2018-09-22,20856
2018-09-23,21287
2018-09-24,21287
2018-09-25,21287
2018-09-26,21099
2018-09-27,21099
2018-09-28,21099
2018-09-29,20998
2018-09-30,20998
2018-10-01,20998
2018-10-02,20772
2018-10-03,20772
2018-10-04,20772
2018-10-05,21550
2018-10-06,21550
2018-10-07,21550
2018-10-08,21642
2018-10-09,21642
2018-10-10,21642
2018-10-11,21429
2018-10-12,21429
2018-10-13,21429
2018-10-14,21792
2018-10-15,21792
2018-10-16,21792
2018-10-17,22203
2018-10-18,22203
2018-10-19,22904
2018-10-20,22904
2018-10-21,22904
2018-10-22,23022
2018-10-23,23022
2018-10-24,23022
2018-10-25,23408
2018-10-26,23408
2018-10-27,23408
2018-10-28,24419
2018-10-29,24419
2018-10-30,24419
2018-10-31,24034
2018-11-01,24658
2018-11-03,24687
2018-11-04,24687
2018-11-05,25393
2018-11-06,25670
2018-11-07,25670
2018-11-08,26372
2018-11-09,26372
2018-11-10,26923
2018-11-11,26923
2018-11-12,26809
2018-11-13,26914
2018-11-15,27423
2018-11-16,28600
2018-11-17,28600
2018-11-18,29040
2018-11-19,29040
2018-11-20,28822
2018-11-21,28822
2018-11-22,27588
2018-11-23,27588
2018-11-24,26558
2018-11-25,25550
2018-11-26,25550
2018-11-27,25535
2018-11-28,24491
2018-11-29,24491
2018-12-01,22452
2018-12-02,21867
2018-12-03,21867
2018-12-04,21844
2018-12-05,22190
2018-12-07,22343
2018-12-09,22086
2018-12-10,21679
2018-12-11,21679
2018-12-12,20831
2018-12-13,20130
2018-12-14,20130
2018-12-15,19192
2018-12-16,18727
2018-12-17,18727
2018-12-18,18078
2018-12-19,18078
2018-12-20,17292
2018-12-21,16591
2018-12-22,16591
2018-12-23,16079
2018-12-24,16079
2018-12-25,15713
2018-12-26,15713
2018-12-27,15995
2018-12-28,15995
2018-12-29,16190
2018-12-30,16190
2018-12-31,16330
2019-01-01,16330
2019-01-02,16441
2019-01-03,16441
2019-01-04,16896
2019-01-05,16463
2019-01-06,16575
2019-01-08,17206
2019-01-10,17534
2019-01-11,17534
2019-01-12,17661
2019-01-13,17661
2019-01-14,18237
2019-01-15,18237
2019-01-16,18577
2019-01-17,18577
2019-01-18,19375
2019-01-19,19375
2019-01-20,19669
2019-01-21,19669
2019-01-22,19363
2019-01-23,19363
2019-01-24,19163
2019-01-25,19163
2019-01-26,18739
2019-01-27,18739
2019-01-28,18086
2019-01-29,17311
2019-01-30,17311
2019-01-31,16787
2019-02-01,16074
2019-02-02,16074
2019-02-03,15272
2019-02-04,15272
2019-02-05,14953
2019-02-06,14953
2019-02-07,14568
2019-02-08,14568
2019-02-09,14588
2019-02-10,14588
2019-02-11,14943
2019-02-12,14943
2019-02-13,15120
2019-02-14,15120
2019-02-15,15019
2019-02-16,15019
2019-02-17,14422
2019-02-18,14422
2019-02-19,13800
2019-02-20,13800
2019-02-21,13359
2019-02-22,13359
2019-02-23,12729
2019-02-24,12729
2019-02-25,12557
2019-02-26,12514
2019-02-27,12514
2019-02-28,12514
2019-03-01,12616
2019-03-02,12616
2019-03-03,12419
2019-03-04,12419
2019-03-05,12257
2019-03-06,12257
2019-03-07,12307
2019-03-08,12307
2019-03-09,12307
2019-03-10,12094
2019-03-11,12094
2019-03-12,12013
2019-03-13,12013
2019-03-14,12013
2019-03-15,11603
2019-03-16,11603
2019-03-17,11213
2019-03-18,11213
2019-03-19,11213
2019-03-20,10793
2019-03-21,10793
2019-03-22,10396
2019-03-23,9964
