date_obj,Royal%20gown%20bottom price
2019-04-06,47661
2019-04-07,46005
2019-04-08,45963
2019-04-09,45963
2019-04-10,45944
2019-04-11,44864
2019-04-12,43896
2019-04-13,44263
2019-04-14,45676
2019-04-15,45676
2019-04-16,47930
2019-04-17,50100
2019-04-18,52315
2019-04-19,54860
2019-04-20,57533
2019-04-21,57533
2019-04-22,59974
2019-04-23,62269
2019-04-24,64341
2019-04-25,67294
2019-04-26,70185
2019-04-27,70185
2019-04-28,73664
2019-04-29,77197
2019-04-30,81057
2019-05-01,81057
2019-05-02,84392
2019-05-03,88612
2019-05-04,92860
2019-05-05,92860
2019-05-06,96133
2019-05-07,96133
2019-05-08,99782
2019-05-09,99782
2019-05-10,101474
2019-05-11,101474
2019-05-12,101901
2019-05-13,101901
2019-05-14,99508
2019-05-15,99508
2019-05-16,96367
2019-05-17,96367
2019-05-18,92859
2019-05-19,92859
2019-05-20,89467
2019-05-21,89467
2019-05-22,87698
2019-05-23,87698
2019-05-24,84211
2019-05-25,84211
2019-05-26,84259
2019-05-27,83363
2019-05-28,83363
2019-05-29,84047
2019-05-30,84047
2019-05-31,84778
2019-06-01,84778
2019-06-02,85026
2019-06-03,89038
2019-06-04,88065
2019-06-05,88065
2019-06-06,89118
2019-06-07,89118
2019-06-08,90665
2019-06-09,95002
2019-06-10,95002
2019-06-11,99753
2019-06-12,99753
2019-06-13,101551
2019-06-14,101551
2019-06-15,105063
2019-06-16,108522
2019-06-17,108522
2019-06-18,109780
2019-06-19,109780
2019-06-20,114047
2019-06-21,114047
2019-06-22,119606
2019-06-23,125515
2019-06-24,125515
2019-06-25,131561
2019-06-26,137720
2019-06-27,144179
2019-06-28,144179
2019-06-29,151005
2019-06-30,158020
2019-07-01,158020
2019-07-02,165921
2019-07-03,165921
2019-07-04,173959
2019-07-05,173959
2019-07-06,181204
2019-07-07,181204
2019-07-08,189339
2019-07-09,189339
2019-07-10,197376
2019-07-11,197376
2019-07-12,203460
2019-07-13,203460
2019-07-14,210990
2019-07-15,210990
2019-07-16,210990
2019-07-17,217864
2019-07-18,217864
2019-07-19,217864
2019-07-20,220176
2019-07-21,220176
2019-07-22,210019
2019-07-23,210019
2019-07-24,203336
2019-07-25,203336
2019-07-26,203336
2019-07-27,196226
2019-07-28,196226
2019-07-29,194857
2019-07-30,194857
2019-07-31,187911
2019-08-01,187911
2019-08-02,187911
2019-08-03,179943
2019-08-04,179943
2019-08-05,172245
2019-08-06,172245
2019-08-07,164834
2019-08-08,164834
2019-08-09,164834
2019-08-10,156592
2019-08-11,156592
2019-08-12,149365
2019-08-13,149365
2019-08-14,142809
2019-08-15,142809
2019-08-16,135668
2019-08-17,135668
2019-08-18,128884
2019-08-19,128884
2019-08-20,122439
2019-08-21,122439
2019-08-22,116317
2019-08-23,116317
2019-08-24,111104
2019-08-24,111104
2019-08-25,111104
2019-08-25,111104
2019-08-26,106302
2019-08-26,106302
2019-08-27,106302
2019-08-27,106302
2019-08-28,101644
2019-08-29,101644
2019-08-30,96561
2019-08-31,96561
2019-09-01,93519
2019-09-02,93519
2019-09-03,91125
2019-09-04,91125
2019-09-05,88426
2019-09-06,88426
2019-09-07,87020
2019-09-08,87020
2019-09-09,85217
2019-09-10,85217
2019-09-11,84708
2019-09-12,84708
2019-09-13,81486
2019-09-14,81486
2019-09-15,79320
2019-09-16,79320
2019-09-17,78479
2019-09-18,78479
2019-09-19,77173
2019-09-20,77173
2019-09-21,79860
2019-09-22,79860
2019-09-23,83390
2019-09-24,83390
2019-09-25,87199
2019-09-26,87199
2019-09-27,91521
2019-09-28,91521
2019-09-29,94917
2019-09-30,94917
2019-10-01,99663
2019-10-02,99663
2019-10-03,99663
2019-10-04,104379
2019-10-05,104379
2019-10-06,109598
2019-10-07,109598
2019-10-08,113839
2019-10-09,113839
2019-10-10,112359
2019-10-11,112359
2019-10-12,107223
2019-10-13,102971
2019-10-14,102971
2019-10-15,98316
2019-10-16,98316
2019-10-17,93975
2019-10-18,93975
2019-10-19,89628
2019-10-20,89628
2019-10-21,85631
2019-10-22,85631
2019-10-23,81627
2019-10-24,81627
2019-10-25,77975
2019-10-26,77975
2019-10-27,74423
2019-10-28,74423
2019-10-29,71277
2019-10-30,71277
2019-10-31,69367
2019-11-01,69367
2019-11-02,68767
2019-11-03,68767
2019-11-04,67139
2019-11-05,67139
2019-11-06,67139
2019-11-07,65159
2019-11-08,65159
2019-11-09,65393
2019-11-10,65393
2019-11-11,64352
2019-11-12,64352
2019-11-13,64352
2019-11-14,62381
2019-11-15,62381
2019-11-16,62194
2019-11-17,62194
2019-11-18,61740
2019-11-19,61740
2019-11-20,59588
2019-11-21,59588
2019-11-22,59588
2019-11-23,59020
2019-11-24,59020
2019-11-25,59442
2019-11-26,59442
2019-11-27,60107
2019-11-28,60107
2019-11-29,62776
2019-11-30,62776
2019-12-01,65761
2019-12-02,65761
2019-12-03,68766
2019-12-04,68766
2019-12-05,68766
2019-12-06,72127
2019-12-07,72127
2019-12-08,72127
2019-12-09,71126
2019-12-10,71126
2019-12-11,68406
2019-12-12,68406
2019-12-13,68406
2019-12-14,66169
2019-12-15,66169
2019-12-16,64085
2019-12-17,64085
2019-12-18,64085
2019-12-19,61341
2019-12-20,61341
2019-12-21,60328
2019-12-22,60328
2019-12-23,62188
2019-12-24,62188
2019-12-25,65298
2019-12-26,65298
2019-12-27,68514
2019-12-28,68514
2019-12-29,68514
2019-12-30,71623
2019-12-31,71623
2020-01-01,75040
2020-01-02,75040
2020-01-03,78713
2020-01-04,78713
2020-01-05,82642
2020-01-06,82642
2020-01-07,86733
2020-01-08,86733
2020-01-09,86733
2020-01-10,90672
2020-01-11,90672
2020-01-12,94275
2020-01-13,94275
2020-01-14,94275
2020-01-15,97205
2020-01-16,97205
2020-01-17,99347
2020-01-18,99347
2020-01-19,99290
2020-01-20,99290
2020-01-21,99290
2020-01-22,102476
2020-01-23,102476
2020-01-24,103622
2020-01-25,103622
2020-01-26,103666
2020-01-27,103666
2020-01-28,103410
2020-01-29,103410
2020-01-30,102013
2020-01-31,102013
2020-02-01,101179
2020-02-02,101179
2020-02-03,99399
2020-02-04,99399
2020-02-05,95340
2020-02-06,91256
2020-02-07,91256
2020-02-08,87013
2020-02-09,87013
2020-02-10,82878
2020-02-11,82878
2020-02-12,80434
2020-02-13,80434
2020-02-14,77804
2020-02-15,77804
2020-02-16,74550
2020-02-17,71009
2020-02-18,71009
2020-02-19,67536
2020-02-20,64634
2020-02-21,64634
2020-02-22,61715
2020-02-23,61715
2020-02-24,58656
2020-02-25,58656
2020-02-26,56390
2020-02-27,56390
2020-02-28,54532
2020-02-29,54532
2020-03-01,53669
2020-03-02,53669
2020-03-03,51972
2020-03-04,51972
2020-03-05,50118
2020-03-06,47816
2020-03-07,47816
2020-03-08,45690
2020-03-09,45690
2020-03-10,44060
2020-03-11,44060
2020-03-12,42558
2020-03-13,42558
2020-03-14,40720
2020-03-15,40720
2020-03-16,39079
2020-03-17,39079
2020-03-18,37731
2020-03-19,37731
2020-03-20,36068
2020-03-21,36068
2020-03-22,34764
2020-03-23,34764
2020-03-24,33691
2020-03-25,33691
2020-03-26,32265
2020-03-27,32265
2020-03-28,30738
2020-03-29,29307
2020-03-30,28498
2020-03-31,28498
2020-04-01,27200
2020-04-02,25840
2020-04-03,25840
2020-04-04,24870
2020-04-05,24870
2020-04-06,24400
2020-04-07,24479
2020-04-08,24694
2020-04-09,24694
2020-04-10,24319
2020-04-11,24636
2020-04-12,24636
2020-04-13,25110
2020-04-14,25110
2020-04-15,26126
2020-04-16,26126
2020-04-17,27356
2020-04-18,27977
2020-04-19,28519
2020-04-20,28847
2020-04-21,28847
2020-04-22,28797
2020-04-23,29185
2020-04-24,29185
2020-04-25,30053
2020-04-26,30792
2020-04-27,31252
2020-04-28,31936
2020-04-29,31936
2020-04-30,32371
2020-05-01,32371
2020-05-02,32901
2020-05-03,33050
2020-05-04,33050
2020-05-05,32938
2020-05-06,33360
2020-05-07,33679
2020-05-08,33679
2020-05-09,35247
2020-05-10,35791
2020-05-11,35791
2020-05-12,35161
2020-05-13,35522
