date_obj,Rune%20platelegs%20(t) price
2015-10-05,45766
2015-10-06,45660
2015-10-07,45660
2015-10-08,46081
2015-10-09,46081
2015-10-10,45694
2015-10-11,45651
2015-10-12,45651
2015-10-13,45651
2015-10-14,45930
2015-10-15,45930
2015-10-16,46120
2015-10-17,46120
2015-10-18,46120
2015-10-19,46090
2015-10-20,46090
2015-10-22,46108
2015-10-23,46163
2015-10-24,46163
2015-10-25,45742
2015-10-26,45742
2015-10-27,46067
2015-10-29,47031
2015-10-30,47031
2015-10-31,47051
2015-11-01,47051
2015-11-02,47051
2015-11-03,45636
2015-11-04,45636
2015-11-05,45612
2015-11-06,45612
2015-11-07,44642
2015-11-08,44642
2015-11-09,44642
2015-11-10,44871
2015-11-11,44871
2015-11-12,45617
2015-11-13,45617
2015-11-14,45617
2015-11-15,45810
2015-11-16,45810
2015-11-17,45810
2015-11-18,46312
2015-11-19,46316
2015-11-20,46316
2015-11-21,46316
2015-11-22,46601
2015-11-23,46601
2015-11-24,46601
2015-11-25,46783
2015-11-26,46783
2015-11-27,45461
2015-11-28,45461
2015-11-29,44204
2015-11-30,44204
2015-12-01,42632
2015-12-02,42632
2015-12-03,41944
2015-12-04,41944
2015-12-05,41944
2015-12-06,41578
2015-12-07,41578
2015-12-08,41578
2015-12-09,41927
2015-12-10,41927
2015-12-11,41657
2015-12-12,41657
2015-12-13,41059
2015-12-14,41059
2015-12-15,40922
2015-12-16,40922
2015-12-17,40225
2015-12-18,40225
2015-12-19,41115
2015-12-20,42055
2015-12-21,42055
2015-12-22,42999
2015-12-23,42999
2015-12-24,43388
2015-12-25,43388
2015-12-26,44086
2015-12-27,44589
2015-12-28,44589
2015-12-29,44910
2015-12-30,44910
2015-12-31,44821
2016-01-01,44821
2016-01-02,44821
2016-01-03,44982
2016-01-04,44982
2016-01-05,45174
2016-01-06,45174
2016-01-07,45742
2016-01-08,45742
2016-01-09,45280
2016-01-10,45280
2016-01-11,45480
2016-01-12,45480
2016-01-13,45521
2016-01-14,45521
2016-01-15,45298
2016-01-16,45298
2016-01-17,45914
2016-01-18,45914
2016-01-19,45923
2016-01-20,45923
2016-01-21,45394
2016-01-22,43372
2016-01-23,43372
2016-01-24,42731
2016-01-25,42656
2016-01-26,42656
2016-01-27,41977
2016-01-28,41977
2016-01-29,42341
2016-01-30,42341
2016-01-31,42829
2016-02-01,43486
2016-02-02,43486
2016-02-03,44377
2016-02-04,44377
2016-02-05,43625
2016-02-06,42847
2016-02-07,42847
2016-02-08,42011
2016-02-09,42011
2016-02-10,42456
2016-02-11,42456
2016-02-12,42489
2016-02-13,42443
2016-02-14,42443
2016-02-15,42669
2016-02-16,42669
2016-02-17,42456
2016-02-18,42456
2016-02-19,42918
2016-02-20,42918
2016-02-21,42002
2016-02-22,42002
2016-02-23,41072
2016-02-24,41072
2016-02-25,40343
2016-02-26,40343
2016-02-27,40310
2016-02-28,40310
2016-02-29,41020
2016-03-01,41020
2016-03-02,41356
2016-03-03,41356
2016-03-04,41713
2016-03-05,41713
2016-03-06,41605
2016-03-07,41605
2016-03-08,41998
2016-03-09,41998
2016-03-10,42610
2016-03-11,42610
2016-03-12,42948
2016-03-13,42948
2016-03-14,42742
2016-03-15,42742
2016-03-16,43151
2016-03-17,43151
2016-03-18,42835
2016-03-19,42835
2016-03-20,42100
2016-03-21,42100
2016-03-22,42083
2016-03-23,41807
2016-03-24,41807
2016-03-25,41417
2016-03-26,41417
2016-03-27,41560
2016-03-28,41465
2016-03-29,41465
2016-03-30,41262
2016-03-31,41262
2016-04-01,41746
2016-04-02,41746
2016-04-03,41472
2016-04-04,41472
2016-04-05,41579
2016-04-06,41431
2016-04-07,41431
2016-04-08,41766
2016-04-09,41766
2016-04-10,42013
2016-04-11,42013
2016-04-12,41979
2016-04-13,41979
2016-04-14,41565
2016-04-15,41565
2016-04-16,40694
2016-04-17,40694
2016-04-18,40141
2016-04-19,40141
2016-04-20,40956
2016-04-21,40956
2016-04-22,41955
2016-04-23,41955
2016-04-24,41796
2016-04-25,41944
2016-04-26,41944
2016-04-27,41919
2016-04-28,41919
2016-04-29,41920
2016-04-30,41920
2016-05-01,41870
2016-05-02,41870
2016-05-03,41264
2016-05-04,41264
2016-05-05,40968
2016-05-06,40968
2016-05-07,40832
2016-05-08,40832
2016-05-09,40442
2016-05-10,40954
2016-05-11,40954
2016-05-12,40852
2016-05-13,40941
2016-05-14,40941
2016-05-15,41217
2016-05-16,41217
2016-05-17,41564
2016-05-18,42073
2016-05-19,42073
2016-05-22,42728
2016-05-23,43125
2016-05-24,43125
2016-05-25,43022
2016-05-26,43977
2016-05-27,43473
2016-05-28,43473
2016-05-29,43545
2016-05-30,43545
2016-05-31,43280
2016-06-01,42601
2016-06-02,42601
2016-06-03,42277
2016-06-04,41993
2016-06-05,41993
2016-06-06,42535
2016-06-07,42535
2016-06-08,42991
2016-06-09,42991
2016-06-10,43020
2016-06-11,43020
2016-06-12,42583
2016-06-13,42583
2016-06-14,42740
2016-06-15,42740
2016-06-16,42679
2016-06-17,41910
2016-06-18,41910
2016-06-19,41919
2016-06-20,41919
2016-06-21,42473
2016-06-22,42473
2016-06-23,42118
2016-06-24,42118
2016-06-25,41117
2016-06-26,41117
2016-06-27,40922
2016-06-28,40922
2016-06-29,41271
2016-06-30,41440
2016-07-01,41286
2016-07-02,41286
2016-07-03,40987
2016-07-04,40637
2016-07-05,40637
2016-07-06,40387
2016-07-07,40387
2016-07-08,40520
2016-07-09,40520
2016-07-10,40511
2016-07-11,40171
2016-07-12,40171
2016-07-13,40491
2016-07-14,40491
2016-07-15,40536
2016-07-16,40536
2016-07-17,40734
2016-07-18,41483
2016-07-23,41929
2016-07-24,41525
2016-07-25,41525
2016-07-26,41546
2016-07-27,41546
2016-07-28,41241
2016-07-29,40683
2016-07-30,40170
2016-07-31,40170
2016-08-01,40821
2016-08-02,41097
2016-08-03,41097
2016-08-04,40984
2016-08-05,40984
2016-08-06,40868
2016-08-07,40907
2016-08-08,40907
2016-08-09,41459
2016-08-10,41459
2016-08-11,41568
2016-08-12,41568
2016-08-13,41559
2016-08-14,41559
2016-08-15,41768
2016-08-16,41768
2016-08-17,42898
2016-08-18,42898
2016-08-19,43040
2016-08-20,43040
2016-08-21,42997
2016-08-22,42997
2016-08-23,42824
2016-08-24,42824
2016-08-25,42608
2016-08-26,42608
2016-08-28,42401
2016-08-31,41664
2016-09-01,41664
2016-09-02,41975
2016-09-03,41975
2016-09-04,41504
2016-09-05,41504
2016-09-06,42297
2016-09-07,42297
2016-09-08,42859
2016-09-09,42859
2016-09-10,43423
2016-09-11,43423
2016-09-12,43423
2016-09-13,43590
2016-09-14,43590
2016-09-15,44106
2016-09-16,44106
2016-09-17,43956
2016-09-18,43956
2016-09-19,42957
2016-09-20,42957
2016-09-21,42238
2016-09-22,42238
2016-09-23,41718
2016-09-24,41718
2016-09-25,41809
2016-09-26,41809
2016-09-27,41038
2016-09-28,41038
2016-09-29,40985
2016-09-30,40985
2016-10-01,40755
2016-10-02,40755
2016-10-03,40755
2016-10-04,40955
2016-10-05,40955
2016-10-06,40930
2016-10-07,40930
2016-10-08,41238
2016-10-09,41238
2016-10-10,41762
2016-10-11,41762
2016-10-12,41971
2016-10-13,41971
2016-10-14,41962
2016-10-15,41962
2016-10-16,42016
2016-10-17,42016
2016-10-18,41470
2016-10-19,41470
2016-10-20,41174
2016-10-21,41174
2016-10-22,41352
2016-10-23,41352
2016-10-24,42092
2016-10-25,42092
2016-10-26,42277
2016-10-27,42277
2016-10-28,42277
2016-10-29,41998
2016-10-30,41998
2016-10-31,41765
2016-11-01,41765
2016-11-02,41893
2016-11-03,41893
2016-11-04,41834
2016-11-05,41834
2016-11-06,41787
2016-11-07,41787
2016-11-08,41295
2016-11-09,41295
2016-11-10,41286
2016-11-11,41286
2016-11-12,41939
2016-11-13,41939
2016-11-14,41823
2016-12-08,43390
2016-12-09,43524
2016-12-10,43524
2016-12-11,42955
2016-12-12,42955
2016-12-13,42293
2016-12-14,42293
2016-12-15,42027
2016-12-16,42027
2016-12-17,42182
2016-12-18,42182
2016-12-19,42088
2016-12-20,42088
2016-12-21,41777
2016-12-22,41777
2016-12-23,41404
2016-12-24,41404
2016-12-25,41469
2016-12-26,41469
2016-12-27,40520
2016-12-28,40520
2016-12-29,40487
2016-12-30,40487
2016-12-31,40896
2017-01-01,40896
2017-01-02,40921
2017-01-03,40921
2017-01-04,40619
2017-01-05,40619
2017-01-06,40770
2017-01-07,40822
2017-01-08,40822
2017-01-09,40454
2017-01-10,40454
2017-01-11,40547
2017-01-12,40801
2017-01-13,40801
2017-01-14,40483
2017-01-15,40942
2017-01-16,40942
2017-01-17,41005
2017-01-18,40615
2017-01-19,40615
2017-01-20,40615
2017-01-21,40801
2017-01-22,40801
2017-01-27,40959
2017-01-28,40857
2017-01-29,40857
2017-01-30,40715
2017-01-31,40715
2017-02-01,41330
2017-02-02,41330
2017-02-03,40950
2017-02-04,41861
2017-02-05,41861
2017-02-06,42015
2017-02-07,42015
2017-02-08,41766
2017-02-09,41766
2017-02-10,42106
2017-02-11,42106
2017-02-12,42248
2017-02-13,42082
2017-02-14,42181
2017-02-15,42181
2017-02-16,42179
2017-02-18,42179
2017-02-19,41523
2017-02-20,41523
2017-02-21,41355
2017-02-22,41355
2017-02-23,41231
2017-02-24,41231
2017-02-25,41017
2017-02-26,41017
2017-02-27,41300
2017-02-28,41475
2017-03-01,41475
2017-03-02,41237
2017-03-03,41237
2017-03-04,41001
2017-03-05,41001
2017-03-06,41359
2017-03-07,41359
2017-03-08,41944
2017-03-09,41944
2017-03-10,42192
2017-03-11,41778
2017-03-12,41778
2017-03-13,41644
2017-03-14,41644
2017-03-15,41493
2017-03-16,41493
2017-03-17,41694
2017-03-18,41694
2017-03-19,40799
2017-03-20,40920
2017-03-21,40420
2017-03-22,40420
2017-03-23,40910
2017-03-24,40910
2017-03-25,40918
2017-03-26,40918
2017-03-27,40856
2017-03-28,40856
2017-03-29,41046
2017-03-30,41046
2017-03-31,41463
2017-04-01,41463
2017-04-02,41551
2017-04-03,41640
2017-04-04,41640
2017-04-12,41819
2017-04-13,41157
2017-04-14,41157
2017-04-15,41221
2017-04-16,41627
2017-04-17,41799
2017-04-18,41799
2017-04-19,41864
2017-04-20,41864
2017-04-21,41329
2017-04-22,41329
2017-04-23,40700
2017-04-24,40700
2017-04-25,41413
2017-04-26,41413
2017-04-27,42046
2017-04-28,42046
2017-04-29,42207
2017-04-30,42207
2017-05-01,41873
2017-05-02,41873
2017-05-03,42194
2017-05-04,41851
2017-05-05,41851
2017-05-06,41035
2017-05-07,41035
2017-05-08,40835
2017-05-09,40666
2017-05-10,40666
2017-05-11,40840
2017-05-12,40942
2017-05-13,40634
2017-05-14,40634
2017-05-15,40490
2017-05-16,40335
2017-05-17,40335
2017-05-18,40177
2017-05-19,40177
2017-05-20,40266
2017-05-21,40266
2017-05-22,40436
2017-05-23,40436
2017-05-24,40557
2017-05-25,40557
2017-05-26,40714
2017-05-27,40714
2017-05-28,40268
2017-05-29,40268
2017-05-30,39684
2017-05-31,40360
2017-06-01,40360
2017-06-02,40183
2017-06-03,40183
2017-06-06,40897
2017-06-07,40897
2017-06-08,40842
2017-06-09,40842
2017-06-10,39913
2017-06-11,39514
2017-06-12,39514
2017-06-13,39260
2017-06-14,39260
2017-06-15,39026
2017-06-16,39026
2017-06-17,39445
2017-06-18,40210
2017-06-19,40210
2017-06-20,40753
2017-06-21,40753
2017-06-22,40969
2017-06-23,40969
2017-06-24,40977
2017-06-25,40977
2017-06-26,40611
2017-06-27,40611
2017-06-28,40833
2017-06-29,40833
2017-06-30,40728
2017-07-01,40728
2017-07-02,40728
2017-07-03,40477
2017-07-04,40477
2017-07-05,40403
2017-07-06,40403
2017-07-07,39759
2017-07-08,39759
2017-07-13,39662
2017-07-14,40034
2017-07-15,40034
2017-07-16,40034
2017-07-17,39505
2017-07-18,39505
2017-07-19,39565
2017-07-20,40415
2017-07-21,40415
2017-07-22,40030
2017-07-23,40030
2017-07-24,39773
2017-07-25,39773
2017-07-26,40164
2017-07-27,40164
2017-07-28,40878
2017-07-29,40878
2017-07-30,41003
2017-07-31,41003
2017-08-01,41759
2017-08-02,42457
2017-08-03,42457
2017-08-04,43576
2017-08-05,42535
2017-08-06,42535
2017-08-09,43187
2017-08-10,43187
2017-08-11,42373
2017-08-12,42373
2017-08-13,41677
2017-08-14,41677
2017-08-15,40834
2017-08-17,41516
2017-08-18,41516
2017-08-19,41516
2017-08-20,41664
2017-08-21,41664
2017-08-22,40665
2017-08-23,40665
2017-08-24,40369
2017-08-25,40369
2017-08-26,39974
2017-08-27,39974
2017-08-28,39772
2017-08-29,39772
2017-08-30,39954
2017-08-31,39954
2017-09-01,39954
2017-09-02,40454
2017-09-03,40454
2017-09-04,40264
2017-09-05,40264
2017-09-06,40372
2017-09-07,40372
2017-09-08,40327
2017-09-09,40204
2017-09-10,40204
2017-09-11,40232
2017-09-12,40232
2017-09-13,40015
2017-09-14,39901
2017-09-15,39901
2017-09-16,40391
2017-09-17,41136
2017-09-19,41229
2017-09-20,41197
2017-09-21,41197
2017-09-22,41955
2017-09-23,41955
2017-09-24,42027
2017-09-25,42027
2017-09-26,42102
2017-09-27,42102
2017-09-28,41687
2017-09-29,42015
2017-09-30,42015
2017-10-01,42030
2017-10-02,42030
2017-10-03,41752
2017-10-04,41752
2017-10-05,42208
2017-10-06,42208
2017-10-07,42133
2017-10-08,42133
2017-10-09,42128
2017-10-10,42128
2017-10-11,42382
2017-10-12,42382
2017-10-13,42602
2017-10-14,42602
2017-10-15,42304
2017-10-16,42090
2017-10-17,42090
2017-10-18,41471
2017-10-19,41471
2017-10-20,41476
2017-10-21,41476
2017-10-22,41275
2017-10-23,41275
2017-10-24,40984
2017-10-25,39934
2017-10-26,39934
2017-10-27,38460
2017-10-28,38460
2017-10-29,38523
2017-10-30,38523
2017-10-31,38471
2017-11-01,38471
2017-11-02,39266
2017-11-03,39266
2017-11-04,40156
2017-11-05,40156
2017-11-06,40113
2017-11-07,40113
2017-11-08,39694
2017-11-09,39645
2017-11-10,39645
2017-11-11,39646
2017-11-12,39646
2017-11-13,38951
2017-11-14,38951
2017-11-15,39592
2017-11-16,39592
2017-11-17,39443
2017-11-18,39443
2017-11-19,39850
2017-11-20,39850
2017-11-21,40080
2017-11-22,40080
2017-11-23,39773
2017-11-24,39773
2017-11-25,40140
2017-11-26,40140
2017-11-27,39867
2017-11-28,39867
2017-11-29,39595
2017-11-30,39595
2017-12-01,39123
2017-12-02,39123
2017-12-03,39239
2017-12-04,39239
2017-12-05,39336
2017-12-06,39336
2017-12-07,39609
2017-12-08,39609
2017-12-09,39641
2017-12-10,39870
2017-12-11,39870
2017-12-12,39610
2017-12-13,39610
2017-12-14,39728
2017-12-15,39740
2017-12-16,39740
2017-12-17,40434
2017-12-18,40710
2017-12-19,40710
2017-12-20,40495
2017-12-21,40495
2017-12-22,40585
2017-12-23,40585
2017-12-24,41346
2017-12-25,41346
2017-12-26,41348
2017-12-27,41348
2017-12-28,41264
2017-12-29,41264
2017-12-30,41250
2017-12-31,41250
2018-01-01,41360
2018-01-02,41360
2018-01-03,40828
2018-01-04,40828
2018-01-05,40346
2018-01-06,40649
2018-01-07,40649
2018-01-08,40723
2018-01-09,40723
2018-01-10,40882
2018-01-11,40061
2018-01-12,40061
2018-01-13,39577
2018-01-14,39577
2018-01-15,39860
2018-01-16,38979
2018-01-17,39295
2018-01-18,39463
2018-01-19,39463
2018-01-20,39553
2018-01-21,39553
2018-01-22,39558
2018-01-23,39869
2018-01-24,40050
2018-01-25,40393
2018-01-26,40744
2018-01-27,40202
2018-01-28,39272
2018-01-29,39107
2018-01-30,39324
2018-02-01,40677
2018-02-02,41326
2018-02-03,40739
2018-02-04,40260
2018-02-05,39806
2018-02-06,39503
2018-02-07,40185
2018-02-08,40185
2018-02-09,40329
2018-02-10,40649
2018-02-11,40156
2018-02-12,39803
2018-02-13,40235
2018-02-14,40669
2018-02-15,41118
2018-02-16,41796
2018-02-17,42401
2018-02-18,42100
2018-02-19,41739
2018-02-20,40907
2018-02-21,41681
2018-02-22,41936
2018-02-23,41931
2018-02-24,41931
2018-02-25,41555
2018-02-26,40977
2018-02-27,41023
2018-02-28,40077
2018-03-01,40060
2018-03-02,40382
2018-03-03,40296
2018-03-04,40296
2018-03-05,40702
2018-03-06,41099
2018-03-07,40468
2018-03-08,40675
2018-03-09,41204
2018-03-10,41712
2018-03-11,41915
2018-03-12,42665
2018-03-13,43741
2018-03-14,43289
2018-03-15,42531
2018-03-16,41668
2018-03-17,40970
2018-03-18,41109
2018-03-19,41109
2018-03-20,40199
2018-03-21,40067
2018-03-23,40477
2018-03-24,40243
2018-03-26,41330
2018-03-27,41729
2018-03-28,41443
2018-03-29,41439
2018-03-30,41298
2018-03-31,40598
2018-04-01,40943
2018-04-02,41589
2018-04-03,41448
2018-04-04,40933
2018-04-05,40933
2018-04-06,40939
2018-04-08,41282
2018-04-09,40863
2018-04-10,40324
2018-04-11,41108
2018-04-12,42148
2018-04-13,41852
2018-04-14,41770
2018-04-15,41530
2018-04-16,41530
2018-04-17,41679
2018-04-18,41679
2018-04-19,41503
2018-04-20,41918
2018-04-21,41181
2018-04-22,41181
2018-04-23,40974
2018-04-24,40663
2018-04-25,40959
2018-04-26,40959
2018-04-27,41557
2018-04-28,41355
2018-04-29,41571
2018-04-30,41910
2018-05-01,41315
2018-05-02,41251
2018-05-03,41414
2018-05-04,41561
2018-05-05,41421
2018-05-06,41421
2018-05-07,42362
2018-05-08,42362
2018-05-09,42533
2018-05-10,42945
2018-05-11,43173
2018-05-12,42362
2018-05-13,42362
2018-05-14,42230
2018-05-15,41936
2018-05-16,41964
2018-05-17,41761
2018-05-18,41981
2018-05-19,41766
2018-05-20,40958
2018-05-21,40621
2018-05-22,40621
2018-05-23,40422
2018-05-24,39739
2018-05-25,39886
2018-05-26,40136
2018-05-27,40136
2018-05-28,40876
2018-05-29,40998
2018-05-30,41297
2018-05-31,41543
2018-06-01,40651
2018-06-02,39633
2018-06-03,39814
2018-06-04,40370
2018-06-05,40535
2018-06-06,40862
2018-06-07,40862
2018-06-08,40538
2018-06-09,39758
2018-06-10,39191
2018-06-11,39597
2018-06-12,40006
2018-06-13,40630
2018-06-14,40545
2018-06-15,40327
2018-06-16,40651
2018-06-17,40115
2018-06-18,39934
2018-06-19,39698
2018-06-20,39698
2018-06-21,40172
2018-06-22,40456
2018-06-23,40456
2018-06-24,40451
2018-06-25,40157
2018-06-26,39710
2018-06-27,39727
2018-06-28,40205
2018-06-29,40026
2018-06-30,40399
2018-07-01,40726
2018-07-02,40726
2018-07-03,40554
2018-07-04,40778
2018-07-05,40778
2018-07-06,41037
2018-07-07,41520
2018-07-08,40875
2018-07-09,39843
2018-07-10,40225
2018-07-11,40397
2018-07-12,39943
2018-07-13,39710
2018-07-14,39407
2018-07-15,39407
2018-07-16,39606
2018-07-17,40557
2018-07-18,40724
2018-07-19,41320
2018-07-20,41343
2018-07-21,41836
2018-07-22,41378
2018-07-23,42106
2018-07-24,42689
2018-07-25,43164
2018-07-26,42022
2018-07-27,41689
2018-07-28,41713
2018-07-29,40725
2018-07-30,40852
2018-07-31,41154
2018-08-01,41154
2018-08-02,40958
2018-08-03,40667
2018-08-04,40379
2018-08-05,41057
2018-08-06,41337
2018-08-07,40941
2018-08-08,40987
2018-08-09,41293
2018-08-10,40824
2018-08-11,41008
2018-08-12,41025
2018-08-14,41263
2018-08-16,41097
2018-08-17,41406
2018-08-18,41347
2018-08-19,41407
2018-08-20,41241
2018-08-21,41104
2018-08-22,40811
2018-08-23,40709
2018-08-24,40266
2018-08-25,39307
2018-08-26,38706
2018-08-27,39599
2018-08-28,40239
2018-08-29,41042
2018-08-30,41492
2018-08-31,41326
2018-09-01,42448
2018-09-02,41537
2018-09-03,41463
2018-09-04,42114
2018-09-05,42963
2018-09-06,42963
2018-09-07,42297
2018-09-08,42479
2018-09-09,40575
2018-09-10,41092
2018-09-11,41541
2018-09-12,41656
2018-09-13,42389
2018-09-14,42177
2018-09-15,41735
2018-09-16,42041
2018-09-17,42182
2018-09-18,43042
2018-09-19,43076
2018-09-20,42428
2018-09-21,42102
2018-09-22,42545
2018-09-23,42031
2018-09-24,41354
2018-09-25,42372
2018-09-26,41521
2018-09-27,41347
2018-09-28,41260
2018-09-29,42144
2018-09-30,42565
2018-10-02,41664
2018-10-03,42716
2018-10-04,42716
2018-10-05,42330
2018-10-06,42914
2018-10-07,43019
2018-10-08,42242
2018-10-09,41810
2018-10-10,41150
2018-10-11,41553
2018-10-12,41453
2018-10-13,41381
2018-10-14,41751
2018-10-15,42368
2018-10-16,41197
2018-10-17,42213
2018-10-18,42568
2018-10-19,42591
2018-10-20,42591
2018-10-21,42687
2018-10-22,42165
2018-10-23,41386
2018-10-24,40917
2018-10-25,40823
2018-10-26,40777
2018-10-27,41274
2018-10-28,41782
2018-10-29,41171
2018-10-30,41427
2018-10-31,42061
2018-11-01,42613
2018-11-03,44446
2018-11-04,45581
2018-11-05,46845
2018-11-06,48755
2018-11-07,49785
2018-11-08,51042
2018-11-09,52421
2018-11-10,52857
2018-11-11,54022
2018-11-12,56364
2018-11-13,58194
2018-11-14,60434
2018-11-15,63283
2018-11-16,66398
2018-11-17,68778
2018-11-18,71397
2018-11-19,74335
2018-11-20,77830
2018-11-21,81381
2018-11-22,83263
2018-11-23,85685
2018-11-24,86259
2018-11-25,90294
2018-11-26,89333
2018-11-27,88203
2018-11-28,89971
2018-11-29,87370
2018-12-01,82068
2018-12-02,80964
2018-12-03,79854
2018-12-04,77489
2018-12-05,75084
2018-12-07,71615
2018-12-09,68189
2018-12-10,66456
2018-12-11,66618
2018-12-12,66178
2018-12-13,64743
2018-12-14,63551
2018-12-15,61583
2018-12-16,60236
2018-12-17,59477
2018-12-18,59053
2018-12-19,58486
2018-12-20,57008
2018-12-21,56757
2018-12-22,56124
2018-12-23,55328
2018-12-24,55246
2018-12-25,55175
2018-12-26,55463
2018-12-27,54979
2018-12-28,54508
2018-12-29,56327
2018-12-30,57862
2018-12-31,59169
2019-01-01,58824
2019-01-02,57962
2019-01-03,55673
2019-01-04,54066
2019-01-05,52638
2019-01-06,53121
2019-01-08,53971
2019-01-10,53556
2019-01-11,51724
2019-01-12,49137
2019-01-13,47418
2019-01-14,46843
2019-01-15,46309
2019-01-16,46081
2019-01-17,45955
2019-01-18,46725
2019-01-19,46880
2019-01-20,46884
2019-01-21,47016
2019-01-22,46771
2019-01-23,46876
2019-01-24,47359
2019-01-25,48454
2019-01-26,49502
2019-01-27,49039
2019-01-28,47598
2019-01-29,46951
2019-01-30,46384
2019-01-31,46120
2019-02-01,45439
2019-02-02,44564
2019-02-03,43910
2019-02-04,44347
2019-02-05,44116
2019-02-06,43575
2019-02-07,43679
2019-02-08,43721
2019-02-09,43377
2019-02-10,42813
2019-02-11,43061
2019-02-12,42636
2019-02-13,42823
2019-02-14,43233
2019-02-15,43025
2019-02-16,42551
2019-02-17,42249
2019-02-18,42464
2019-02-19,42380
2019-02-20,42426
2019-02-21,42188
2019-02-22,41932
2019-02-23,41936
2019-02-24,41310
2019-02-25,40894
2019-02-26,40250
2019-02-27,39979
2019-02-28,39547
2019-03-01,39960
2019-03-02,40436
2019-03-03,40361
2019-03-04,40164
2019-03-05,39611
2019-03-06,39571
2019-03-07,39132
2019-03-08,38837
2019-03-09,38749
2019-03-10,39222
2019-03-11,39331
2019-03-12,39501
2019-03-13,39494
2019-03-14,39538
2019-03-15,39623
2019-03-16,39747
2019-03-17,39636
2019-03-18,38844
2019-03-19,39380
2019-03-20,39415
2019-03-21,39781
2019-03-22,40202
2019-03-23,39855
2019-03-24,39981
2019-03-25,40049
2019-03-26,39916
2019-03-27,39916
2019-03-28,39638
2019-03-29,39947
2019-03-30,39947
2019-03-31,39618
2019-04-01,39457
2019-04-02,39827
