date_obj,Jar%20of%20darkness price
2018-03-28,2245065
2018-03-29,2245065
2018-03-30,2245065
2018-03-31,2245065
2018-04-01,2245065
2018-04-02,2245065
2018-04-03,2245065
2018-04-04,2344512
2018-04-05,2344512
2018-04-06,2344512
2018-04-07,2344512
2018-04-08,2344512
2018-04-09,2344512
2018-04-10,2344512
2018-04-11,2344512
2018-04-12,2344512
2018-04-13,2344512
2018-04-14,2344512
2018-04-15,2344512
2018-04-16,2344512
2018-04-17,2344512
2018-04-18,2344512
2018-04-19,2344512
2018-04-20,2446716
2018-04-21,2446716
2018-04-22,2446716
2018-04-23,2446716
2018-04-24,2446716
2018-04-25,2446716
2018-04-26,2446716
2018-04-27,2446716
2018-04-28,2446716
2018-04-29,2446716
2018-04-30,2446716
2018-05-01,2446716
2018-05-04,2446716
2018-05-05,2446716
2018-05-06,2446716
2018-05-07,2555197
2018-05-08,2555197
2018-05-09,2555197
2018-05-10,2555197
2018-05-11,2555197
2018-05-12,2555197
2018-05-13,2555197
2018-05-14,2555197
2018-05-15,2555197
2018-05-16,2555197
2018-05-17,2555197
2018-05-18,2555197
2018-05-19,2668600
2018-05-20,2668600
2018-05-21,2668600
2018-05-22,2668600
2018-05-23,2668600
2018-05-24,2668600
2018-05-25,2668600
2018-05-26,2668600
2018-05-27,2668600
2018-05-28,2668600
2018-05-29,2668600
2018-05-30,2787381
2018-05-31,2787381
2018-06-01,2787381
2018-06-02,2787381
2018-06-03,2787381
2018-06-04,2787381
2018-06-05,2787381
2018-06-06,2787381
2018-06-07,2787381
2018-06-08,2787381
2018-06-09,2787381
2018-06-10,2787381
2018-06-11,2787381
2018-06-12,2787381
2018-06-13,2787381
2018-06-14,2915679
2018-06-15,2915679
2018-06-16,2915679
2018-06-17,2915679
2018-06-18,2915679
2018-06-19,2915679
2018-06-20,2915679
2018-06-21,2915679
2018-06-22,2915679
2018-06-23,2915679
2018-06-24,2915679
2018-06-25,2915679
2018-06-26,2915679
2018-06-27,2915679
2018-06-28,2915679
2018-06-29,2915679
2018-06-30,2915679
2018-07-01,3049357
2018-07-02,3049357
2018-07-03,3049357
2018-07-04,3049357
2018-07-05,3049357
2018-07-06,3049357
2018-07-07,3049357
2018-07-08,3049357
2018-07-09,3049357
2018-07-10,3049357
2018-07-11,3049357
2018-07-12,3049357
2018-07-13,3049357
2018-07-14,3049357
2018-07-15,3049357
2018-07-16,3049357
2018-07-17,3049357
2018-07-18,3049357
2018-07-19,3049357
2018-07-20,3049357
2018-07-21,3049357
2018-07-22,3049357
2018-07-23,3049357
2018-07-24,3049357
2018-07-25,3049357
2018-07-26,3049357
2018-07-27,3185546
2018-07-28,3185546
2018-07-29,3185546
2018-07-30,3185546
2018-07-31,3185546
2018-08-01,3185546
2018-08-02,3185546
2018-08-03,3185546
2018-08-04,3185546
2018-08-05,3185546
2018-08-06,3185546
2018-08-07,3185546
2018-08-08,3185546
2018-08-09,3185546
2018-08-10,3185546
2018-08-11,3185546
2018-08-12,3185546
2018-08-14,3185546
2018-08-16,3185546
2018-08-17,3328381
2018-08-18,3328381
2018-08-19,3328381
2018-08-20,3328381
2018-08-21,3328381
2018-08-22,3328381
2018-08-23,3328381
2018-08-24,3328381
2018-08-25,3328381
2018-08-26,3328381
2018-08-27,3328381
2018-08-28,3328381
2018-08-29,3328381
2018-08-30,3328381
2018-08-31,3328381
2018-09-01,3328381
2018-09-02,3328381
2018-09-03,3328381
2018-09-04,3328381
2018-09-05,3482453
2018-09-06,3482453
2018-09-07,3482453
2018-09-08,3482453
2018-09-09,3482453
2018-09-10,3482453
2018-09-11,3482453
2018-09-12,3482453
2018-09-13,3482453
2018-09-14,3482453
2018-09-15,3482453
2018-09-16,3482453
2018-09-17,3482453
2018-09-18,3482453
2018-09-19,3482453
2018-09-20,3482453
2018-09-21,3482453
2018-09-22,3482453
2018-09-23,3482453
2018-09-24,3642560
2018-09-25,3642560
2018-09-26,3642560
2018-09-27,3642560
2018-09-28,3642560
2018-09-29,3642560
2018-09-30,3642560
2018-10-02,3642560
2018-10-03,3642560
2018-10-04,3642560
2018-10-05,3642560
2018-10-06,3642560
2018-10-07,3642560
2018-10-08,3642560
2018-10-09,3642560
2018-10-10,3642560
2018-10-11,3642560
2018-10-12,3642560
2018-10-13,3642560
2018-10-14,3642560
2018-10-15,3642560
2018-10-16,3809635
2018-10-17,3809635
2018-10-18,3809635
2018-10-19,3809635
2018-10-20,3809635
2018-10-21,3809635
2018-10-22,3809635
2018-10-23,3809635
2018-10-24,3809635
2018-10-25,3809635
2018-10-26,3809635
2018-10-27,3809635
2018-10-28,3809635
2018-10-29,3809635
2018-10-30,3809635
2018-10-31,3809635
2018-11-01,3809635
2018-11-03,3809635
2018-11-04,3987197
2018-11-05,3987197
2018-11-06,3987197
2018-11-07,3987197
2018-11-08,3987197
2018-11-09,3987197
2018-11-10,3987197
2018-11-11,3987197
2018-11-12,3987197
2018-11-13,3987197
2018-11-14,3987197
2018-11-15,3987197
2018-11-16,3987197
2018-11-17,4156126
2018-11-18,4156126
2018-11-19,4156126
2018-11-20,4156126
2018-11-21,4156126
2018-11-22,4156126
2018-11-23,4156126
2018-11-24,4156126
2018-11-25,4156126
2018-11-26,4156126
2018-11-27,4156126
2018-11-28,4156126
2018-11-29,4156126
2018-12-01,4156126
2018-12-02,4156126
2018-12-03,4156126
2018-12-04,4156126
2018-12-05,4156126
2018-12-07,4352033
2018-12-09,4352033
2018-12-10,4352033
2018-12-11,4352033
2018-12-12,4352033
2018-12-13,4352033
2018-12-14,4352033
2018-12-15,4352033
2018-12-16,4352033
2018-12-17,4352033
2018-12-18,4352033
2018-12-19,4352033
2018-12-20,4352033
2018-12-21,4352033
2018-12-22,4352033
2018-12-23,4352033
2018-12-24,4352033
2018-12-25,4536816
2018-12-26,4536816
2018-12-27,4536816
2018-12-28,4536816
2018-12-29,4536816
2018-12-30,4536816
2018-12-31,4536816
2019-01-01,4536816
2019-01-02,4536816
2019-01-03,4536816
2019-01-04,4536816
2019-01-05,4536816
2019-01-06,4536816
2019-01-08,4536816
2019-01-10,4536816
2019-01-11,4536816
2019-01-12,4700272
2019-01-13,4700272
2019-01-14,4700272
2019-01-15,4700272
2019-01-16,4700272
2019-01-17,4700272
2019-01-18,4700272
2019-01-19,4700272
2019-01-20,4700272
2019-01-21,4700272
2019-01-22,4700272
2019-01-23,4700272
2019-01-24,4700272
2019-01-25,4700272
2019-01-26,4700272
2019-01-27,4700272
2019-01-28,4700272
2019-01-29,4700272
2019-01-30,4679650
2019-01-31,4679650
2019-02-01,4679650
2019-02-02,4679650
2019-02-03,4679650
2019-02-04,4679650
2019-02-05,4679650
2019-02-06,4679650
2019-02-07,4679650
2019-02-08,4679650
2019-02-09,4679650
2019-02-10,4679650
2019-02-11,4679650
2019-02-12,4855804
2019-02-13,4855804
2019-02-14,4855804
2019-02-15,4855804
2019-02-16,4855804
2019-02-17,4855804
2019-02-18,4855804
2019-02-19,4855804
2019-02-20,4855804
2019-02-21,4855804
2019-02-22,4855804
2019-02-23,4855804
2019-02-24,5045680
2019-02-25,5045680
2019-02-26,5045680
2019-02-27,5045680
2019-02-28,5045680
2019-03-01,5045680
2019-03-02,5045680
2019-03-03,5045680
2019-03-04,5045680
2019-03-05,5045680
2019-03-06,5045680
2019-03-07,5045680
2019-03-08,5045680
2019-03-09,5045680
2019-03-10,5045680
2019-03-11,5045680
2019-03-12,5045680
2019-03-13,5045680
2019-03-14,5244350
2019-03-15,5244350
2019-03-16,5244350
2019-03-17,5244350
2019-03-18,5244350
2019-03-19,5244350
2019-03-20,5244350
2019-03-21,5244350
2019-03-22,5244350
2019-03-23,5244350
2019-03-24,5244350
2019-03-25,5244350
2019-03-26,5244350
2019-03-27,5244350
2019-03-28,5244350
2019-03-29,5244350
2019-03-30,5481134
2019-03-31,5481134
2019-04-01,5481134
2019-04-02,5481134
2019-04-03,5481134
2019-04-04,5481134
2019-04-05,5481134
2019-04-06,5481134
2019-04-07,5481134
2019-04-08,5481134
2019-04-09,5481134
2019-04-10,5481134
2019-04-11,5481134
2019-04-12,5481134
2019-04-13,5481134
2019-04-14,5481134
2019-04-15,5481134
2019-04-16,5481134
2019-04-17,5481134
2019-04-18,5686554
2019-04-19,5686554
2019-04-20,5686554
2019-04-21,5686554
2019-04-22,5686554
2019-04-23,5686554
2019-04-24,5686554
2019-04-25,5686554
2019-04-26,5686554
2019-04-27,5686554
2019-04-28,5686554
2019-04-29,5686554
2019-04-30,5686554
2019-05-01,5686554
2019-05-02,5686554
2019-05-03,5686554
2019-05-04,5686554
2019-05-05,5686554
2019-05-06,5686554
2019-05-07,5728408
2019-05-08,5728408
2019-05-09,5728408
2019-05-10,5728408
2019-05-11,5728408
2019-05-12,5728408
2019-05-13,5728408
2019-05-14,5728408
2019-05-15,5728408
2019-05-16,5728408
2019-05-17,5728408
2019-05-18,5728408
2019-05-19,5728408
2019-05-20,5728408
2019-05-21,5728408
2019-05-22,5728408
2019-05-23,5728408
2019-05-24,5728408
2019-05-25,5728408
2019-05-26,5728408
2019-05-27,5887140
2019-05-28,5887140
2019-05-29,5887140
2019-05-30,5887140
2019-05-31,5887140
2019-06-01,5887140
2019-06-02,5887140
2019-06-03,5887140
2019-06-04,5887140
2019-06-05,5887140
2019-06-06,5887140
2019-06-07,5887140
2019-06-08,5887140
2019-06-09,5887140
2019-06-10,5887140
2019-06-11,5887140
2019-06-12,5887140
2019-06-13,5887140
2019-06-14,5887140
2019-06-15,5887140
2019-06-16,5939037
2019-06-17,5939037
2019-06-18,5939037
2019-06-19,5939037
2019-06-20,5939037
2019-06-21,5939037
2019-06-22,5939037
2019-06-23,5939037
2019-06-24,5939037
2019-06-25,5939037
2019-06-26,5939037
2019-06-27,5939037
2019-06-28,5939037
2019-06-29,5939037
2019-06-30,5939037
2019-07-01,5939037
2019-07-02,5939037
2019-07-03,5939037
2019-07-04,5939037
2019-07-05,5939037
2019-07-06,5939037
2019-07-07,5939037
2019-07-08,5939037
2019-07-09,5939037
2019-07-10,6099257
2019-07-11,6099257
2019-07-12,6099257
2019-07-13,6099257
2019-07-14,6099257
2019-07-15,6099257
2019-07-16,6099257
2019-07-17,6099257
2019-07-18,6099257
2019-07-19,6099257
2019-07-20,6099257
2019-07-21,6099257
2019-07-22,6099257
2019-07-23,6099257
2019-07-24,6099257
2019-07-25,6099257
2019-07-26,6099257
2019-07-27,6099257
2019-07-28,6099257
2019-07-29,6099257
2019-07-30,6099257
2019-07-31,6099257
2019-08-01,6329863
2019-08-02,6329863
2019-08-03,6329863
2019-08-04,6329863
2019-08-05,6329863
2019-08-06,6329863
2019-08-07,6329863
2019-08-08,6329863
2019-08-09,6329863
2019-08-10,6329863
2019-08-11,6329863
2019-08-12,6329863
2019-08-13,6329863
2019-08-14,6329863
2019-08-15,6329863
2019-08-16,6329863
2019-08-17,6329863
2019-08-18,6329863
2019-08-19,6329863
2019-08-20,6329863
2019-08-21,6329863
2019-08-22,6329863
2019-08-23,6568130
2019-08-24,6568130
2019-08-24,6568130
2019-08-25,6568130
2019-08-25,6568130
2019-08-26,6568130
2019-08-26,6568130
2019-08-27,6568130
2019-08-27,6568130
2019-08-28,6568130
2019-08-29,6568130
2019-08-30,6568130
2019-08-31,6568130
2019-09-01,6568130
2019-09-02,6568130
2019-09-03,6568130
2019-09-04,6568130
2019-09-05,6568130
2019-09-06,6568130
2019-09-07,6568130
2019-09-08,6568130
2019-09-09,6568130
2019-09-10,6568130
2019-09-11,6568130
2019-09-12,6568130
2019-09-13,6568130
2019-09-14,6568130
2019-09-15,6568130
2019-09-16,6366448
2019-09-17,6366448
2019-09-18,6366448
2019-09-19,6366448
2019-09-20,6366448
2019-09-21,6366448
2019-09-22,6366448
2019-09-23,6366448
2019-09-24,6366448
2019-09-25,6366448
2019-09-26,6366448
2019-09-27,6366448
2019-09-28,6366448
2019-09-29,6366448
2019-09-30,6366448
2019-10-01,6366448
2019-10-02,6366448
2019-10-03,6366448
2019-10-04,6366448
2019-10-05,6366448
2019-10-06,6366448
2019-10-07,6366448
2019-10-08,6366448
2019-10-09,6366448
2019-10-10,6366448
2019-10-11,6366448
2019-10-12,6366448
2019-10-13,6186611
2019-10-14,6186611
2019-10-15,6186611
2019-10-16,6186611
2019-10-17,6186611
2019-10-18,6186611
2019-10-19,6186611
2019-10-20,6186611
2019-10-21,6186611
2019-10-22,6186611
2019-10-23,6186611
2019-10-24,6186611
2019-10-25,6186611
2019-10-26,6186611
2019-10-27,6186611
2019-10-28,6186611
2019-10-29,6186611
2019-10-30,6186611
2019-10-31,6186611
2019-11-01,6186611
2019-11-02,6186611
2019-11-03,6186611
2019-11-04,6375001
2019-11-05,6375001
2019-11-06,6375001
2019-11-07,6375001
2019-11-08,6375001
2019-11-09,6375001
2019-11-10,6375001
2019-11-11,6375001
2019-11-12,6375001
2019-11-13,6375001
2019-11-14,6375001
2019-11-15,6375001
2019-11-16,6375001
2019-11-17,6375001
2019-11-18,6375001
2019-11-19,6375001
2019-11-20,6375001
2019-11-21,6375001
2019-11-22,6375001
2019-11-23,6375001
2019-11-24,6375001
2019-11-25,6375001
2019-11-26,6375001
2019-11-27,6375001
2019-11-28,6375001
2019-11-29,6375001
2019-11-30,6587864
2019-12-01,6587864
2019-12-02,6587864
2019-12-03,6587864
2019-12-04,6587864
2019-12-05,6587864
2019-12-06,6587864
2019-12-07,6587864
2019-12-08,6587864
2019-12-09,6587864
2019-12-10,6587864
2019-12-11,6587864
2019-12-12,6587864
2019-12-13,6587864
2019-12-14,6587864
2019-12-15,6587864
2019-12-16,6587864
2019-12-17,6587864
2019-12-18,6587864
2019-12-19,6587864
2019-12-20,6587864
2019-12-21,6587864
2019-12-22,6587864
2019-12-23,6587864
2019-12-24,6587864
2019-12-25,6587864
2019-12-26,6587864
2019-12-27,6587864
2019-12-28,6587864
2019-12-29,6587864
2019-12-30,6653112
2019-12-31,6653112
2020-01-01,6653112
2020-01-02,6653112
2020-01-03,6653112
2020-01-04,6653112
2020-01-05,6653112
2020-01-06,6653112
2020-01-07,6653112
2020-01-08,6653112
2020-01-09,6653112
2020-01-10,6653112
2020-01-11,6653112
2020-01-12,6653112
2020-01-13,6653112
2020-01-14,6653112
2020-01-15,6653112
2020-01-16,6653112
2020-01-17,6660249
2020-01-18,6660249
2020-01-19,6660249
2020-01-20,6660249
2020-01-21,6660249
2020-01-22,6660249
2020-01-23,6660249
2020-01-24,6660249
2020-01-25,6660249
2020-01-26,6660249
2020-01-27,6660249
2020-01-28,6660249
2020-01-29,6660249
2020-01-30,6660249
2020-01-31,6660249
2020-02-01,6660249
2020-02-02,6660249
2020-02-03,6660249
2020-02-04,6660249
2020-02-05,6660249
2020-02-06,6660249
2020-02-07,6877155
2020-02-08,6877155
2020-02-09,6877155
2020-02-10,6877155
2020-02-11,6877155
2020-02-12,6877155
2020-02-13,6877155
2020-02-14,6877155
2020-02-15,6877155
2020-02-16,6877155
2020-02-17,6877155
2020-02-18,6877155
2020-02-19,6877155
2020-02-20,6877155
2020-02-21,6877155
