date_obj,White%20bead price
2019-04-10,1124
2019-04-11,1130
2019-04-12,1129
2019-04-13,1117
2019-04-14,1121
2019-04-15,1089
2019-04-16,1084
2019-04-17,1095
2019-04-18,1101
2019-04-19,1146
2019-04-20,1204
2019-04-21,1257
2019-04-22,1275
2019-04-23,1281
2019-04-24,1279
2019-04-25,1255
2019-04-26,1221
2019-04-27,1248
2019-04-28,1198
2019-04-29,1138
2019-04-30,1180
2019-05-01,1232
2019-05-02,1251
2019-05-03,1248
2019-05-04,1213
2019-05-05,1172
2019-05-06,1166
2019-05-07,1173
2019-05-08,1209
2019-05-09,1200
2019-05-10,1163
2019-05-11,1125
2019-05-12,1097
2019-05-13,1088
2019-05-14,1101
2019-05-15,1071
2019-05-16,1060
2019-05-17,1061
2019-05-18,1074
2019-05-19,1076
2019-05-20,1064
2019-05-21,1103
2019-05-22,1084
2019-05-23,1134
2019-05-24,1116
2019-05-25,1091
2019-05-26,1083
2019-05-27,1137
2019-05-28,1194
2019-05-29,1254
2019-05-30,1317
2019-05-31,1383
2019-06-01,1451
2019-06-02,1519
2019-06-03,1595
2019-06-04,1667
2019-06-05,1628
2019-06-06,1646
2019-06-07,1563
2019-06-08,1484
2019-06-09,1409
2019-06-10,1409
2019-06-11,1338
2019-06-12,1271
2019-06-13,1207
2019-06-14,1146
2019-06-15,1097
2019-06-16,1043
2019-06-17,1018
2019-06-18,981
2019-06-19,973
2019-06-20,972
2019-06-21,1004
2019-06-22,957
2019-06-23,951
2019-06-24,946
2019-06-25,932
2019-06-26,923
2019-06-27,888
2019-06-28,888
2019-06-29,867
2019-06-30,869
2019-07-01,889
2019-07-02,903
2019-07-03,943
2019-07-04,945
2019-07-05,921
2019-07-06,910
2019-07-07,918
2019-07-08,888
2019-07-09,880
2019-07-10,887
2019-07-11,900
2019-07-12,934
2019-07-13,934
2019-07-14,954
2019-07-15,954
2019-07-16,941
2019-07-17,920
2019-07-18,920
2019-07-19,923
2019-07-20,936
2019-07-21,952
2019-07-22,950
2019-07-23,947
2019-07-24,947
2019-07-25,934
2019-07-26,956
2019-07-27,965
2019-07-28,930
2019-07-29,935
2019-07-30,923
2019-07-31,923
2019-08-01,936
2019-08-02,939
2019-08-03,952
2019-08-04,971
2019-08-05,960
2019-08-06,936
2019-08-07,928
2019-08-08,904
2019-08-09,920
2019-08-10,923
2019-08-11,965
2019-08-12,1006
2019-08-13,1033
2019-08-14,1041
2019-08-15,1043
2019-08-16,1010
2019-08-17,1010
2019-08-18,1012
2019-08-19,995
2019-08-20,985
2019-08-21,971
2019-08-22,967
2019-08-23,931
2019-08-24,884
2019-08-24,884
2019-08-25,872
2019-08-25,872
2019-08-26,862
2019-08-26,862
2019-08-27,904
2019-08-27,904
2019-08-28,936
2019-08-29,959
2019-08-30,968
2019-08-31,968
2019-09-01,969
2019-09-02,969
2019-09-03,964
2019-09-04,979
2019-09-05,998
2019-09-06,998
2019-09-07,1012
2019-09-08,1039
2019-09-09,1005
2019-09-10,1000
2019-09-11,1016
2019-09-12,1029
2019-09-13,1045
2019-09-14,1054
2019-09-15,1024
2019-09-16,1018
2019-09-17,989
2019-09-18,982
2019-09-19,953
2019-09-20,952
2019-09-21,946
2019-09-22,929
2019-09-23,926
2019-09-24,926
2019-09-25,916
2019-09-26,910
2019-09-27,910
2019-09-28,902
2019-09-29,894
2019-09-30,891
2019-10-01,893
2019-10-02,893
2019-10-03,913
2019-10-04,951
2019-10-05,970
2019-10-06,986
2019-10-07,1036
2019-10-08,1085
2019-10-09,1085
2019-10-10,1131
2019-10-11,1188
2019-10-12,1245
2019-10-13,1308
2019-10-14,1374
2019-10-15,1374
2019-10-16,1354
2019-10-17,1354
2019-10-18,1348
2019-10-19,1339
2019-10-20,1339
2019-10-21,1356
2019-10-22,1391
2019-10-23,1434
2019-10-24,1429
2019-10-25,1456
2019-10-26,1391
2019-10-27,1360
2019-10-28,1319
2019-10-29,1319
2019-10-30,1281
2019-10-31,1253
2019-11-01,1219
2019-11-02,1219
2019-11-03,1177
2019-11-04,1128
2019-11-05,1128
2019-11-06,1080
2019-11-07,1082
2019-11-08,1105
2019-11-09,1106
2019-11-10,1117
2019-11-11,1120
2019-11-12,1112
2019-11-13,1113
2019-11-14,1111
2019-11-15,1126
2019-11-16,1113
2019-11-17,1113
2019-11-18,1107
2019-11-19,1107
2019-11-20,1081
2019-11-21,1081
2019-11-22,1063
2019-11-23,1062
2019-11-24,1056
2019-11-25,1020
2019-11-26,1003
2019-11-27,1003
2019-11-28,993
2019-11-29,995
2019-11-30,996
2019-12-01,990
2019-12-02,1004
2019-12-03,998
2019-12-04,982
2019-12-05,982
2019-12-06,975
2019-12-07,969
2019-12-08,969
2019-12-09,953
2019-12-10,983
2019-12-11,969
2019-12-12,969
2019-12-13,945
2019-12-14,952
2019-12-15,927
2019-12-16,932
2019-12-17,895
2019-12-18,895
2019-12-19,900
2019-12-20,914
2019-12-21,917
2019-12-22,926
2019-12-23,926
2019-12-24,936
2019-12-25,938
2019-12-26,938
2019-12-27,937
2019-12-28,947
2019-12-29,947
2019-12-30,945
2019-12-31,943
2020-01-01,939
2020-01-02,944
2020-01-03,946
2020-01-04,945
2020-01-05,931
2020-01-06,928
2020-01-07,922
2020-01-08,922
2020-01-09,910
2020-01-10,901
2020-01-11,896
2020-01-12,883
2020-01-13,883
2020-01-14,890
2020-01-15,889
2020-01-16,864
2020-01-17,840
2020-01-18,840
2020-01-19,801
2020-01-20,764
2020-01-21,764
2020-01-22,760
2020-01-23,761
2020-01-24,786
2020-01-25,775
2020-01-26,746
2020-01-27,763
2020-01-28,757
2020-01-29,738
2020-01-30,716
2020-01-31,697
2020-02-01,696
2020-02-02,675
2020-02-03,656
2020-02-04,649
2020-02-05,663
2020-02-06,656
2020-02-07,656
2020-02-08,645
2020-02-09,651
2020-02-10,665
2020-02-11,660
2020-02-12,653
2020-02-13,653
2020-02-14,642
2020-02-15,658
2020-02-16,656
2020-02-17,667
2020-02-18,660
2020-02-19,640
2020-02-20,650
2020-02-21,650
2020-02-22,634
2020-02-23,628
2020-02-24,617
2020-02-25,611
2020-02-26,600
2020-02-27,587
2020-02-28,594
2020-02-29,594
2020-03-01,600
2020-03-02,574
2020-03-03,570
2020-03-04,570
2020-03-05,592
2020-03-06,589
2020-03-07,590
2020-03-08,590
2020-03-09,608
2020-03-10,608
2020-03-11,589
2020-03-12,577
2020-03-13,566
2020-03-14,553
2020-03-15,557
2020-03-16,576
2020-03-17,576
2020-03-18,586
2020-03-19,606
2020-03-20,604
2020-03-21,590
2020-03-22,598
2020-03-23,628
2020-03-24,646
2020-03-25,665
2020-03-26,699
2020-03-27,734
2020-03-28,771
2020-03-29,810
2020-03-30,851
2020-03-31,894
2020-04-01,939
2020-04-02,986
2020-04-03,1033
2020-04-04,1085
2020-04-05,1140
2020-04-06,1197
2020-04-07,1257
2020-04-08,1320
2020-04-09,1386
2020-04-10,1424
2020-04-11,1397
2020-04-12,1354
2020-04-13,1333
2020-04-14,1285
2020-04-15,1301
2020-04-16,1270
2020-04-17,1242
2020-04-18,1281
2020-04-19,1346
2020-04-20,1414
2020-04-21,1485
2020-04-22,1560
2020-04-23,1638
2020-04-24,1720
2020-04-25,1806
2020-04-26,1814
2020-04-27,1738
2020-04-28,1731
2020-04-29,1707
2020-04-30,1684
2020-05-01,1674
2020-05-02,1672
2020-05-03,1656
2020-05-04,1640
2020-05-05,1621
2020-05-06,1640
2020-05-07,1625
2020-05-08,1609
2020-05-09,1588
2020-05-10,1550
2020-05-11,1521
2020-05-12,1482
2020-05-13,1486
