date_obj,Black%20wizard%20hat%20(g) price
2019-03-23,392130
2019-03-24,394824
2019-03-25,392138
2019-03-26,389086
2019-03-27,386551
2019-03-28,383522
2019-03-29,378312
2019-03-30,377676
2019-03-31,374491
2019-04-01,369349
2019-04-02,370762
2019-04-03,371502
2019-04-04,370797
2019-04-05,371366
2019-04-06,375335
2019-04-07,373280
2019-04-08,367888
2019-04-09,364772
2019-04-10,363359
2019-04-11,358603
2019-04-12,350725
2019-04-13,340095
2019-04-14,328257
2019-04-15,315102
2019-04-16,300341
2019-04-17,285947
2019-04-18,271906
2019-04-19,258310
2019-04-20,245723
2019-04-21,234273
2019-04-22,227443
2019-04-23,216706
2019-04-24,208352
2019-04-25,199084
2019-04-26,194368
2019-04-27,193767
2019-04-28,192887
2019-04-29,195664
2019-04-30,195404
2019-05-01,200008
2019-05-02,203894
2019-05-03,205206
2019-05-04,206757
2019-05-05,211593
2019-05-06,216061
2019-05-07,221672
2019-05-08,226689
2019-05-09,236088
2019-05-10,236965
2019-05-11,240165
2019-05-12,244009
2019-05-13,249574
2019-05-14,254545
2019-05-15,261975
2019-05-16,263335
2019-05-17,266638
2019-05-18,271313
2019-05-19,274616
2019-05-20,280862
2019-05-21,282832
2019-05-22,286984
2019-05-23,289494
2019-05-24,292143
2019-05-25,294943
2019-05-26,299212
2019-05-27,305957
2019-05-28,310447
2019-05-29,320237
2019-05-30,332828
2019-05-31,340871
2019-06-01,352490
2019-06-02,367058
2019-06-03,379073
2019-06-04,388355
2019-06-05,406409
2019-06-06,412783
2019-06-07,427671
2019-06-08,440189
2019-06-09,456960
2019-06-10,472626
2019-06-11,495841
2019-06-12,517159
2019-06-13,526925
2019-06-14,542720
2019-06-15,548403
2019-06-16,555564
2019-06-17,559198
2019-06-18,565803
2019-06-19,573270
2019-06-20,573504
2019-06-21,574229
2019-06-22,565564
2019-06-23,543819
2019-06-24,520134
2019-06-25,500465
2019-06-26,488200
2019-06-27,479199
2019-06-28,469171
2019-06-29,468561
2019-06-30,468267
2019-07-01,464899
2019-07-02,454437
2019-07-03,463516
2019-07-04,468446
2019-07-05,473459
2019-07-06,476797
2019-07-07,472754
2019-07-08,469950
2019-07-09,467553
2019-07-10,461394
2019-07-11,454177
2019-07-12,448526
2019-07-13,447201
2019-07-14,442206
2019-07-15,434003
2019-07-16,424461
2019-07-17,416442
2019-07-18,417224
2019-07-19,415903
2019-07-20,413468
2019-07-21,401837
2019-07-22,385892
2019-07-23,375631
2019-07-24,371517
2019-07-25,367385
2019-07-26,359640
2019-07-27,352549
2019-07-28,337318
2019-07-29,326530
2019-07-30,320034
2019-07-31,320967
2019-08-01,324953
2019-08-02,324049
2019-08-03,324742
2019-08-04,325708
2019-08-05,320863
2019-08-06,314757
2019-08-07,309244
2019-08-08,307055
2019-08-09,303978
2019-08-10,305602
2019-08-11,307718
2019-08-12,309684
2019-08-13,307841
2019-08-14,308788
2019-08-15,305387
2019-08-16,309335
2019-08-17,316366
2019-08-18,313624
2019-08-19,313735
2019-08-20,313886
2019-08-21,313857
2019-08-22,312527
2019-08-23,317165
2019-08-24,331445
2019-08-24,331445
2019-08-25,337045
2019-08-25,337045
2019-08-26,340795
2019-08-27,340170
2019-08-27,340170
2019-08-28,340227
2019-08-29,339268
2019-08-30,336337
2019-08-31,338600
2019-09-01,334675
2019-09-02,339275
2019-09-03,332398
2019-09-04,333095
2019-09-05,329248
2019-09-06,329223
2019-09-07,324179
2019-09-08,322817
2019-09-09,319121
2019-09-10,316914
2019-09-11,317535
2019-09-12,322524
2019-09-13,320869
2019-09-14,325084
2019-09-15,322752
2019-09-16,319183
2019-09-17,319993
2019-09-18,319513
2019-09-19,325029
2019-09-20,330533
2019-09-21,328123
2019-09-22,334858
2019-09-23,340482
2019-09-24,340482
2019-09-25,344266
2019-09-26,351009
2019-09-27,356184
2019-09-28,358454
2019-09-29,361742
2019-09-30,366529
2019-10-01,366492
2019-10-02,368082
2019-10-03,368058
2019-10-04,370680
2019-10-05,374283
2019-10-06,373301
2019-10-07,378396
2019-10-08,383229
2019-10-09,383229
2019-10-10,389139
2019-10-11,393428
2019-10-12,389847
2019-10-13,389819
2019-10-14,391424
2019-10-15,388345
2019-10-16,384639
2019-10-17,382843
2019-10-18,382244
2019-10-19,378790
2019-10-20,374977
2019-10-21,369560
2019-10-22,364334
2019-10-23,356158
2019-10-24,351150
2019-10-25,347538
2019-10-26,352378
2019-10-27,353941
2019-10-28,361755
2019-10-29,366547
2019-10-30,373807
2019-10-31,381028
2019-11-01,389013
2019-11-02,396836
2019-11-03,403436
2019-11-04,409019
2019-11-05,417628
2019-11-06,423725
2019-11-07,418366
2019-11-08,415596
2019-11-09,413193
2019-11-10,414945
2019-11-11,409220
2019-11-12,415553
2019-11-13,418270
2019-11-14,419382
2019-11-15,424020
2019-11-16,422945
2019-11-17,422945
2019-11-18,423294
2019-11-19,424986
2019-11-20,422555
2019-11-21,422555
2019-11-22,425784
2019-11-23,426196
2019-11-24,426989
2019-11-25,426676
2019-11-26,423337
2019-11-27,422894
2019-11-28,424591
2019-11-29,421808
2019-11-30,422885
2019-12-01,418308
2019-12-02,415850
2019-12-03,411015
2019-12-04,412846
2019-12-05,407785
2019-12-06,399980
2019-12-07,397311
2019-12-08,393207
2019-12-09,394560
2019-12-10,395062
2019-12-11,395759
2019-12-12,394504
2019-12-13,393934
2019-12-14,395820
2019-12-15,395647
2019-12-16,396273
2019-12-17,394199
2019-12-18,390975
2019-12-19,387244
2019-12-20,385986
2019-12-21,387453
2019-12-22,390119
2019-12-23,386433
2019-12-24,387249
2019-12-25,391922
2019-12-26,393061
2019-12-27,390561
2019-12-28,392757
2019-12-29,389676
2019-12-30,387649
2019-12-31,390839
2020-01-01,389351
2020-01-02,390396
2020-01-03,395920
2020-01-04,395326
2020-01-05,390500
2020-01-06,389620
2020-01-07,387875
2020-01-08,387345
2020-01-09,388306
2020-01-10,391093
2020-01-11,398484
2020-01-12,402558
2020-01-13,402558
2020-01-14,402715
2020-01-15,397493
2020-01-16,393977
2020-01-17,386825
2020-01-18,387167
2020-01-19,390329
2020-01-20,394089
2020-01-21,392284
2020-01-22,389851
2020-01-23,387288
2020-01-24,386736
2020-01-25,391456
2020-01-26,389493
2020-01-27,388855
2020-01-28,390252
2020-01-29,388647
2020-01-30,384889
2020-01-31,385564
2020-02-01,388178
2020-02-02,383033
2020-02-03,378017
2020-02-04,372938
2020-02-05,367696
2020-02-06,361123
2020-02-07,354533
2020-02-08,351175
2020-02-09,351177
2020-02-10,348011
2020-02-11,345010
2020-02-12,344509
2020-02-13,344181
2020-02-14,341896
2020-02-15,342575
2020-02-16,335693
2020-02-17,331204
2020-02-18,332714
2020-02-19,329539
2020-02-20,333267
2020-02-21,333267
2020-02-22,333012
2020-02-23,328534
2020-02-24,332358
2020-02-25,335464
2020-02-26,338910
2020-02-27,334777
2020-02-28,338885
2020-02-29,340362
2020-03-01,342563
2020-03-02,354208
2020-03-03,360952
2020-03-04,367456
2020-03-05,370518
2020-03-06,378097
2020-03-07,377005
2020-03-08,375627
2020-03-09,374510
2020-03-10,373840
2020-03-11,373518
2020-03-12,373344
2020-03-13,372238
2020-03-14,375284
2020-03-15,383996
2020-03-16,378965
2020-03-17,382461
2020-03-18,392261
2020-03-19,391665
2020-03-20,393990
2020-03-21,400894
2020-03-22,406218
2020-03-23,413298
2020-03-24,406327
2020-03-25,409674
2020-03-26,405935
2020-03-27,407332
2020-03-28,410790
2020-03-29,405390
2020-03-30,401868
2020-03-31,397786
2020-04-01,395356
2020-04-02,394369
2020-04-03,394369
2020-04-04,394608
2020-04-05,395863
2020-04-06,392103
2020-04-07,392455
2020-04-08,386083
2020-04-09,384204
2020-04-10,382445
2020-04-11,379764
2020-04-12,371379
2020-04-13,368336
2020-04-14,364179
2020-04-15,360176
2020-04-16,356748
2020-04-17,357613
2020-04-18,357070
2020-04-19,354110
2020-04-20,353331
2020-04-21,349364
2020-04-22,347876
2020-04-23,344299
2020-04-24,341413
2020-04-25,336454
2020-04-26,332274
2020-04-27,331621
2020-04-28,330937
2020-04-29,327867
2020-04-30,323880
2020-05-01,324178
2020-05-02,327022
2020-05-03,324287
2020-05-04,326191
2020-05-05,325100
2020-05-06,322532
2020-05-07,323100
2020-05-08,320122
2020-05-09,318865
2020-05-10,317150
2020-05-11,316867
2020-05-12,313840
2020-05-13,310364
