date_obj,Zul-andra%20teleport price
2019-05-08,15713
2019-05-09,15262
2019-05-10,15175
2019-05-11,15403
2019-05-12,15388
2019-05-13,15585
2019-05-14,15951
2019-05-15,16540
2019-05-16,17174
2019-05-17,17795
2019-05-18,17498
2019-05-19,16635
2019-05-20,16264
2019-05-21,16417
2019-05-22,16516
2019-05-23,16831
2019-05-24,17065
2019-05-25,16702
2019-05-26,16607
2019-05-27,16005
2019-05-28,16273
2019-05-29,16134
2019-05-30,16115
2019-05-31,16060
2019-06-01,16269
2019-06-02,16159
2019-06-03,15765
2019-06-04,15348
2019-06-05,15162
2019-06-06,15673
2019-06-07,16259
2019-06-08,16052
2019-06-09,15533
2019-06-10,15092
2019-06-11,15245
2019-06-12,15362
2019-06-13,15524
2019-06-14,15288
2019-06-15,15125
2019-06-16,14773
2019-06-17,14393
2019-06-18,14161
2019-06-19,13843
2019-06-20,13469
2019-06-21,12827
2019-06-22,13028
2019-06-23,12826
2019-06-24,12673
2019-06-25,12830
2019-06-26,13406
2019-06-27,13956
2019-06-28,13848
2019-06-29,13916
2019-06-30,14490
2019-07-01,13964
2019-07-02,13453
2019-07-03,13285
2019-07-04,13160
2019-07-05,13083
2019-07-06,13091
2019-07-07,13007
2019-07-08,12638
2019-07-09,12531
2019-07-10,12906
2019-07-11,13519
2019-07-12,13710
2019-07-13,13760
2019-07-14,13765
2019-07-15,14130
2019-07-16,14054
2019-07-17,13840
2019-07-18,14139
2019-07-19,14352
2019-07-20,14393
2019-07-21,14083
2019-07-22,14636
2019-07-23,14480
2019-07-24,14397
2019-07-25,14449
2019-07-26,14661
2019-07-27,14655
2019-07-28,14411
2019-07-29,14308
2019-07-30,14311
2019-07-31,14263
2019-08-01,14714
2019-08-02,14937
2019-08-03,15566
2019-08-04,15558
2019-08-05,15325
2019-08-06,14848
2019-08-07,14923
2019-08-08,15027
2019-08-09,15109
2019-08-10,15292
2019-08-11,15805
2019-08-12,15642
2019-08-13,15709
2019-08-14,16008
2019-08-15,16422
2019-08-16,17173
2019-08-17,18028
2019-08-18,18863
2019-08-19,18562
2019-08-20,18536
2019-08-21,19366
2019-08-22,20297
2019-08-23,20785
2019-08-24,20027
2019-08-24,20027
2019-08-25,20462
2019-08-25,20462
2019-08-26,19931
2019-08-26,19931
2019-08-27,19135
2019-08-27,19135
2019-08-28,18210
2019-08-29,17300
2019-08-30,16731
2019-08-31,16648
2019-09-01,16631
2019-09-02,16557
2019-09-03,16687
2019-09-04,17233
2019-09-05,17091
2019-09-06,17092
2019-09-07,17001
2019-09-08,16860
2019-09-09,16202
2019-09-10,15894
2019-09-11,15607
2019-09-12,14980
2019-09-13,15356
2019-09-14,15346
2019-09-15,15412
2019-09-16,15798
2019-09-17,16481
2019-09-18,16416
2019-09-19,16408
2019-09-20,16365
2019-09-21,16338
2019-09-22,16277
2019-09-23,15956
2019-09-24,16012
2019-09-25,15965
2019-09-26,16144
2019-09-27,16540
2019-09-28,16647
2019-09-29,16359
2019-09-30,16223
2019-10-01,15978
2019-10-02,15747
2019-10-03,15774
2019-10-04,15672
2019-10-05,15695
2019-10-06,16354
2019-10-07,16580
2019-10-08,16125
2019-10-09,15843
2019-10-10,15709
2019-10-11,15712
2019-10-12,15937
2019-10-13,16009
2019-10-14,15909
2019-10-15,15814
2019-10-16,15707
2019-10-17,15477
2019-10-18,15658
2019-10-19,15640
2019-10-20,15564
2019-10-21,15431
2019-10-22,15260
2019-10-23,14742
2019-10-24,14957
2019-10-25,15068
2019-10-26,15433
2019-10-27,15416
2019-10-28,15058
2019-10-29,14990
2019-10-30,14940
2019-10-31,15058
2019-11-01,14998
2019-11-02,15286
2019-11-03,15331
2019-11-04,15472
2019-11-05,15488
2019-11-06,15325
2019-11-07,15300
2019-11-08,15272
2019-11-09,15022
2019-11-10,14925
2019-11-11,14946
2019-11-12,15025
2019-11-13,14873
2019-11-14,14313
2019-11-15,14105
2019-11-16,13963
2019-11-17,13773
2019-11-18,13372
2019-11-19,13332
2019-11-20,13114
2019-11-21,13052
2019-11-22,12875
2019-11-23,13403
2019-11-24,13676
2019-11-25,13648
2019-11-26,13798
2019-11-27,13787
2019-11-28,13629
2019-11-29,13785
2019-11-30,14452
2019-12-01,14349
2019-12-02,13920
2019-12-03,13658
2019-12-04,13538
2019-12-05,13524
2019-12-06,13683
2019-12-07,13700
2019-12-08,13846
2019-12-09,13663
2019-12-10,13790
2019-12-11,13937
2019-12-12,13775
2019-12-13,13659
2019-12-14,13728
2019-12-15,13780
2019-12-16,13661
2019-12-17,13874
2019-12-18,14557
2019-12-19,15096
2019-12-20,15770
2019-12-21,15912
2019-12-22,15356
2019-12-23,15728
2019-12-24,16441
2019-12-25,16654
2019-12-26,17487
2019-12-27,18362
2019-12-28,18703
2019-12-29,19637
2019-12-30,20512
2019-12-31,19495
2020-01-01,18520
2020-01-02,17664
2020-01-03,17128
2020-01-04,17541
2020-01-05,16665
2020-01-06,15933
2020-01-07,15136
2020-01-08,14420
2020-01-09,14835
2020-01-10,15466
2020-01-11,16175
2020-01-12,16120
2020-01-13,15724
2020-01-14,15845
2020-01-15,15867
2020-01-16,16121
2020-01-17,16301
2020-01-18,16304
2020-01-19,16652
2020-01-20,16798
2020-01-21,16409
2020-01-22,16280
2020-01-23,16052
2020-01-24,16438
2020-01-25,16798
2020-01-26,16790
2020-01-27,16538
2020-01-28,16396
2020-01-29,16152
2020-01-30,15659
2020-01-31,15991
2020-02-01,16287
2020-02-02,16329
2020-02-03,15810
2020-02-04,15503
2020-02-05,15009
2020-02-06,14474
2020-02-07,14650
2020-02-08,14724
2020-02-09,15180
2020-02-10,14740
2020-02-11,14584
2020-02-12,14544
2020-02-13,14401
2020-02-14,14993
2020-02-15,15120
2020-02-16,15204
2020-02-17,15560
2020-02-18,15428
2020-02-19,14991
2020-02-20,14937
2020-02-21,15226
2020-02-22,15161
2020-02-23,15206
2020-02-24,14984
2020-02-25,14765
2020-02-26,14598
2020-02-27,14671
2020-02-28,15100
2020-02-29,15637
2020-03-01,15736
2020-03-02,15039
2020-03-03,14804
2020-03-04,14757
2020-03-05,14874
2020-03-06,15153
2020-03-07,15323
2020-03-08,15228
2020-03-09,15044
2020-03-10,14976
2020-03-11,14964
2020-03-12,15127
2020-03-13,15114
2020-03-14,14940
2020-03-15,14827
2020-03-16,14948
2020-03-17,14835
2020-03-18,15098
2020-03-19,15198
2020-03-20,15277
2020-03-21,15373
2020-03-22,15433
2020-03-23,15466
2020-03-24,14972
2020-03-25,15066
2020-03-26,15179
2020-03-27,15273
2020-03-28,15606
2020-03-29,15496
2020-03-30,15961
2020-03-31,16544
2020-04-01,16683
2020-04-02,15950
2020-04-03,15561
2020-04-04,15763
2020-04-05,16221
2020-04-06,15869
2020-04-07,15710
2020-04-08,15632
2020-04-09,15546
2020-04-10,15616
2020-04-11,16348
2020-04-12,17166
2020-04-13,17292
2020-04-14,17580
2020-04-15,17577
2020-04-16,17267
2020-04-17,17384
2020-04-18,17387
2020-04-19,17942
2020-04-20,18402
2020-04-21,18229
2020-04-22,18084
2020-04-23,17394
2020-04-24,16907
2020-04-25,17174
2020-04-26,17730
2020-04-27,17699
2020-04-28,16987
2020-04-29,16210
2020-04-30,15877
2020-05-01,16608
2020-05-02,16512
2020-05-03,16288
2020-05-04,15696
2020-05-05,15171
2020-05-06,15199
2020-05-07,15487
2020-05-08,15658
2020-05-09,16157
2020-05-10,16459
2020-05-11,16088
2020-05-12,15704
2020-05-13,15641
