date_obj,Light%20infinity%20colour%20kit price
2019-04-05,5470
2019-04-06,5609
2019-04-07,5855
2019-04-08,5855
2019-04-09,6096
2019-04-10,6096
2019-04-11,6339
2019-04-12,6339
2019-04-13,6605
2019-04-14,6786
2019-04-15,6786
2019-04-16,7073
2019-04-17,7073
2019-04-18,7373
2019-04-19,7373
2019-04-20,7374
2019-04-21,7374
2019-04-22,7338
2019-04-23,7338
2019-04-24,7198
2019-04-25,7198
2019-04-26,7122
2019-04-27,7122
2019-04-28,7183
2019-04-29,7183
2019-04-30,7284
2019-05-01,7284
2019-05-02,7412
2019-05-03,7735
2019-05-04,7735
2019-05-05,8054
2019-05-06,8054
2019-05-07,8289
2019-05-08,8289
2019-05-09,8519
2019-05-10,8519
2019-05-11,8797
2019-05-12,8797
2019-05-13,9109
2019-05-14,9109
2019-05-15,9301
2019-05-16,9301
2019-05-17,9449
2019-05-18,9702
2019-05-19,9702
2019-05-20,9895
2019-05-21,9895
2019-05-22,10023
2019-05-23,10023
2019-05-24,10142
2019-05-25,10142
2019-05-26,10270
2019-05-27,10270
2019-05-28,10404
2019-05-29,10404
2019-05-30,10543
2019-05-31,10543
2019-06-01,10314
2019-06-02,10314
2019-06-03,9937
2019-06-04,9937
2019-06-05,9960
2019-06-06,9960
2019-06-07,10215
2019-06-08,10356
2019-06-09,10356
2019-06-10,10149
2019-06-11,10149
2019-06-12,10358
2019-06-13,10358
2019-06-14,10407
2019-06-15,10407
2019-06-16,10729
2019-06-17,10729
2019-06-18,10920
2019-06-19,10920
2019-06-20,11148
2019-06-21,11148
2019-06-22,11159
2019-06-23,11159
2019-06-24,10889
2019-06-25,10889
2019-06-26,10724
2019-06-27,10635
2019-06-28,10635
2019-06-29,10321
2019-06-30,10321
2019-07-01,9966
2019-07-02,9966
2019-07-03,9804
2019-07-04,9804
2019-07-05,9840
2019-07-06,9840
2019-07-07,9853
2019-07-08,9853
2019-07-09,9791
2019-07-10,9791
2019-07-11,10009
2019-07-12,10009
2019-07-13,10446
2019-07-14,10961
2019-07-15,10961
2019-07-16,11510
2019-07-17,12059
2019-07-18,12059
2019-07-19,12635
2019-07-20,12635
2019-07-21,13259
2019-07-22,13259
2019-07-23,13778
2019-07-24,13778
2019-07-25,14155
2019-07-26,14155
2019-07-27,14648
2019-07-28,14648
2019-07-29,15054
2019-07-30,15054
2019-07-31,14699
2019-08-01,14699
2019-08-02,14411
2019-08-03,13996
2019-08-04,13996
2019-08-05,13870
2019-08-06,13870
2019-08-07,13416
2019-08-08,13416
2019-08-09,13066
2019-08-10,12864
2019-08-11,12864
2019-08-12,12877
2019-08-13,12877
2019-08-14,13006
2019-08-15,13006
2019-08-16,13266
2019-08-17,13266
2019-08-18,12940
2019-08-19,12940
2019-08-20,12735
2019-08-21,12735
2019-08-22,12506
2019-08-23,12506
2019-08-24,12188
2019-08-24,12188
2019-08-25,12188
2019-08-25,12188
2019-08-26,11816
2019-08-26,11816
2019-08-27,11816
2019-08-27,11816
2019-08-28,11527
2019-08-29,11527
2019-08-30,11156
2019-08-31,11156
2019-09-01,10598
2019-09-02,10598
2019-09-03,10225
2019-09-04,10225
2019-09-05,10247
2019-09-06,10247
2019-09-07,10202
2019-09-08,10202
2019-09-09,10202
2019-09-10,10202
2019-09-11,10119
2019-09-12,10119
2019-09-13,9907
2019-09-14,9656
2019-09-15,9656
2019-09-16,9435
2019-09-17,9435
2019-09-18,9591
2019-09-19,9591
2019-09-20,9591
2019-09-21,9597
2019-09-22,9597
2019-09-23,9639
2019-09-24,9639
2019-09-25,9659
2019-09-26,9659
2019-09-27,9988
2019-09-28,9988
2019-09-29,10387
2019-09-30,10387
2019-10-01,10618
2019-10-02,10618
2019-10-03,10817
2019-10-04,10817
2019-10-05,10996
2019-10-06,10806
2019-10-07,10806
2019-10-08,10752
2019-10-09,10752
2019-10-10,10624
2019-10-11,10624
2019-10-12,10174
2019-10-13,10287
2019-10-14,10211
2019-10-15,10211
2019-10-16,10089
2019-10-17,10089
2019-10-18,9928
2019-10-19,10053
2019-10-20,10053
2019-10-21,10175
2019-10-22,10175
2019-10-23,9869
2019-10-24,9869
2019-10-25,9582
2019-10-26,9582
2019-10-27,9457
2019-10-28,9457
2019-10-29,9183
2019-10-30,9183
2019-10-31,8820
2019-11-01,8820
2019-11-02,8697
2019-11-03,8697
2019-11-04,8617
2019-11-05,8617
2019-11-06,8617
2019-11-07,8880
2019-11-08,8880
2019-11-09,8982
2019-11-10,9146
2019-11-11,9146
2019-11-12,9159
2019-11-13,9159
2019-11-14,9159
2019-11-15,9315
2019-11-16,9442
2019-11-17,9442
2019-11-18,9451
2019-11-19,9451
2019-11-20,9484
2019-11-21,9484
2019-11-22,9484
2019-11-23,9784
2019-11-24,9784
2019-11-25,10058
2019-11-26,10058
2019-11-27,10058
2019-11-28,10453
2019-11-29,10453
2019-11-30,10453
2019-12-01,10640
2019-12-02,10640
2019-12-03,10656
2019-12-04,10656
2019-12-05,10656
2019-12-06,10428
2019-12-07,10428
2019-12-08,10754
2019-12-09,10754
2019-12-10,11074
2019-12-11,11074
2019-12-12,11074
2019-12-13,11086
2019-12-14,11086
2019-12-15,11175
2019-12-16,11175
2019-12-17,11175
2019-12-18,11220
2019-12-19,11220
2019-12-20,10925
2019-12-21,10925
2019-12-22,10999
2019-12-23,10999
2019-12-24,10999
2019-12-25,11108
2019-12-26,11108
2019-12-27,11289
2019-12-28,11289
2019-12-29,11289
2019-12-30,11149
2019-12-31,11149
2020-01-01,11019
2020-01-02,11019
2020-01-03,10883
2020-01-04,10883
2020-01-05,10745
2020-01-06,10745
2020-01-07,11118
2020-01-08,11118
2020-01-09,11118
2020-01-10,11181
2020-01-11,10984
2020-01-12,10984
2020-01-13,10984
2020-01-14,10519
2020-01-15,10519
2020-01-16,10151
2020-01-17,10151
2020-01-18,9799
2020-01-19,9799
2020-01-20,9425
2020-01-21,9425
2020-01-22,9005
2020-01-23,9005
2020-01-24,8845
2020-01-25,8845
2020-01-26,8534
2020-01-27,8534
2020-01-28,8241
2020-01-29,8241
2020-01-30,8057
2020-01-31,8057
2020-02-01,7726
2020-02-02,7726
2020-02-03,7440
2020-02-04,7440
2020-02-05,7262
2020-02-06,7262
2020-02-07,6965
2020-02-08,6965
2020-02-09,6683
2020-02-10,6683
2020-02-11,6460
2020-02-12,6460
2020-02-13,6165
2020-02-14,6165
2020-02-15,5883
2020-02-16,5883
2020-02-17,5700
2020-02-18,5700
2020-02-19,5718
2020-02-20,5718
2020-02-21,5611
2020-02-22,5611
2020-02-23,5545
2020-02-24,5545
2020-02-25,5527
2020-02-26,5527
2020-02-27,5506
2020-02-28,5522
2020-02-29,5522
2020-03-01,5439
2020-03-02,5439
2020-03-03,5456
2020-03-04,5456
2020-03-05,5456
2020-03-06,5485
2020-03-07,5485
2020-03-08,5485
2020-03-09,5422
2020-03-10,5422
2020-03-11,5465
2020-03-12,5465
2020-03-13,5584
2020-03-14,5584
2020-03-15,5711
2020-03-16,5711
2020-03-17,5732
2020-03-18,5732
2020-03-19,5898
2020-03-20,5898
2020-03-21,5827
2020-03-22,5827
2020-03-23,5698
2020-03-24,5698
2020-03-25,5660
2020-03-26,5650
2020-03-27,5650
2020-03-28,5530
2020-03-29,5324
2020-03-30,5324
2020-03-31,5230
2020-04-01,5230
2020-04-02,5224
2020-04-03,5224
2020-04-04,5251
2020-04-05,5251
2020-04-06,5192
2020-04-07,5192
2020-04-08,5138
2020-04-09,5138
2020-04-10,5062
2020-04-11,4873
2020-04-12,4873
2020-04-13,4914
2020-04-14,4843
2020-04-15,4813
2020-04-16,4813
2020-04-17,4861
2020-04-18,4874
2020-04-19,4921
2020-04-20,4921
2020-04-21,4876
2020-04-22,4913
2020-04-23,4913
2020-04-24,4905
2020-04-25,4905
2020-04-26,4987
2020-04-27,5088
2020-04-28,5264
2020-04-29,5264
2020-04-30,5477
2020-05-01,5477
2020-05-02,5623
2020-05-03,5623
2020-05-04,5783
2020-05-05,5783
2020-05-06,5804
2020-05-07,5804
2020-05-08,5902
2020-05-09,5942
2020-05-10,5942
2020-05-11,6079
2020-05-12,6079
2020-05-13,6098
