date_obj,Zamorak%20robe%20top price
2015-10-13,143409
2015-10-14,143318
2015-10-15,142887
2015-10-16,141383
2015-10-17,141383
2015-10-18,142470
2015-10-19,142196
2015-10-20,141942
2015-10-22,141214
2015-10-23,141281
2015-10-24,143557
2015-10-25,144215
2015-10-26,144113
2015-10-27,144113
2015-10-29,144138
2015-10-30,144138
2015-10-31,147963
2015-11-01,147963
2015-11-02,152099
2015-11-03,153985
2015-11-05,159585
2015-11-06,159585
2015-11-07,159337
2015-11-08,159337
2015-11-09,158845
2015-11-10,161449
2015-11-11,161941
2015-11-12,162717
2015-11-13,163932
2015-11-14,163932
2015-11-15,167019
2015-11-16,172559
2015-11-17,176427
2015-11-18,180985
2015-11-19,183884
2015-11-20,185519
2015-11-21,185519
2015-11-22,186780
2015-11-23,186780
2015-11-24,193549
2015-11-25,202856
2015-11-26,202856
2015-11-27,209544
2015-11-28,211474
2015-11-29,211653
2015-11-30,208784
2015-12-01,208784
2015-12-02,210684
2015-12-03,209828
2015-12-04,209828
2015-12-05,209104
2015-12-06,208703
2015-12-07,208703
2015-12-08,201740
2015-12-09,195444
2015-12-10,190168
2015-12-11,188833
2015-12-13,187220
2015-12-14,187220
2015-12-15,184248
2015-12-16,184043
2015-12-17,183559
2015-12-18,187578
2015-12-19,185396
2015-12-20,187058
2015-12-21,185588
2015-12-22,183437
2015-12-23,183294
2015-12-24,185287
2015-12-25,187131
2015-12-26,191080
2015-12-27,189976
2015-12-28,188550
2015-12-29,187952
2015-12-30,188593
2015-12-31,188281
2016-01-01,188624
2016-01-02,187558
2016-01-03,186289
2016-01-04,186977
2016-01-05,186196
2016-01-06,187011
2016-01-07,188352
2016-01-08,188642
2016-01-09,189757
2016-01-10,188626
2016-01-11,188374
2016-01-12,187511
2016-01-13,187446
2016-01-14,189046
2016-01-15,186708
2016-01-16,183659
2016-01-17,182361
2016-01-18,180452
2016-01-19,178574
2016-01-20,175106
2016-01-21,174510
2016-01-22,170998
2016-01-23,169908
2016-01-24,169211
2016-01-25,165206
2016-01-26,162371
2016-01-27,160872
2016-01-28,160872
2016-01-29,161870
2016-01-30,161870
2016-01-31,162019
2016-02-01,162803
2016-02-02,163420
2016-02-03,163270
2016-02-04,161927
2016-02-05,161306
2016-02-06,162904
2016-02-07,160446
2016-02-08,161476
2016-02-09,163398
2016-02-10,165672
2016-02-11,165101
2016-02-12,167217
2016-02-13,164406
2016-02-14,164406
2016-02-15,159784
2016-02-16,151925
2016-02-17,147044
2016-02-18,143919
2016-02-19,139941
2016-02-20,137117
2016-02-21,134022
2016-02-22,134022
2016-02-23,131858
2016-02-24,133524
2016-02-25,135007
2016-02-26,135007
2016-02-27,138470
2016-02-28,142599
2016-02-29,143681
2016-03-01,143873
2016-03-02,143999
2016-03-03,145882
2016-03-04,151394
2016-03-05,158641
2016-03-06,162165
2016-03-07,165625
2016-03-08,157628
2016-03-09,150255
2016-03-10,144141
2016-03-11,141073
2016-03-12,137530
2016-03-13,133059
2016-03-14,136329
2016-03-15,139485
2016-03-16,139324
2016-03-17,139237
2016-03-18,140357
2016-03-19,143223
2016-03-20,148183
2016-03-21,151547
2016-03-22,150350
2016-03-23,152268
2016-03-24,157825
2016-03-25,161995
2016-03-26,156321
2016-03-27,153762
2016-03-28,147828
2016-03-29,142726
2016-03-30,142726
2016-03-31,136806
2016-04-01,135905
2016-04-02,134908
2016-04-03,131417
2016-04-04,131250
2016-04-05,127698
2016-04-06,130692
2016-04-07,133125
2016-04-08,134669
2016-04-09,138449
2016-04-10,135574
2016-04-11,135574
2016-04-12,134011
2016-04-13,133990
2016-04-14,133451
2016-04-15,130138
2016-04-16,125460
2016-04-17,122683
2016-04-18,122369
2016-04-19,120056
2016-04-20,116788
2016-04-21,119487
2016-04-22,119487
2016-04-23,124204
2016-04-24,128883
2016-04-25,133699
2016-04-26,134001
2016-04-27,137344
2016-04-28,142815
2016-04-29,148432
2016-04-30,155712
2016-05-01,163106
2016-05-02,170480
2016-05-03,173773
2016-05-04,167403
2016-05-05,161050
2016-05-06,161050
2016-05-07,155975
2016-05-08,150910
2016-05-09,146473
2016-05-10,147676
2016-05-11,151243
2016-05-12,148161
2016-05-13,141619
2016-05-14,138155
2016-05-15,132546
2016-05-16,128084
2016-05-17,124770
2016-05-18,121100
2016-05-19,117981
2016-05-22,126994
2016-05-23,125349
2016-05-24,123194
2016-05-25,124156
2016-05-26,120386
2016-05-27,117507
2016-05-28,117507
2016-05-29,115405
2016-05-30,115405
2016-05-31,116555
2016-06-01,117741
2016-06-02,118147
2016-06-03,119314
2016-06-04,117582
2016-06-05,118616
2016-06-06,123204
2016-06-07,123204
2016-06-08,124112
2016-06-09,124491
2016-06-10,125559
2016-06-11,127721
2016-06-12,131945
2016-06-13,135659
2016-06-14,138120
2016-06-15,138735
2016-06-16,132306
2016-06-17,125977
2016-06-18,126518
2016-06-19,130395
2016-06-20,136205
2016-06-21,142631
2016-06-22,149119
2016-06-23,151094
2016-06-24,148755
2016-06-25,146886
2016-06-26,148329
2016-06-27,153362
2016-06-28,157132
2016-06-29,149825
2016-06-30,146141
2016-07-01,141920
2016-07-02,147123
2016-07-03,144354
2016-07-04,142219
2016-07-05,144294
2016-07-06,141471
2016-07-07,134555
2016-07-08,127827
2016-07-09,121561
2016-07-10,115482
2016-07-11,110685
2016-07-12,105578
2016-07-13,101748
2016-07-14,98620
2016-07-15,95898
2016-07-16,92099
2016-07-17,94976
2016-07-18,97980
2016-07-24,94722
2016-07-25,96364
2016-07-26,99585
2016-07-27,98842
2016-07-28,98438
2016-07-29,97150
2016-07-30,96772
2016-07-31,96772
2016-08-01,95201
2016-08-02,93364
2016-08-03,91666
2016-08-04,91174
2016-08-05,91126
2016-08-06,90417
2016-08-07,92268
2016-08-08,89470
2016-08-09,88248
2016-08-10,87588
2016-08-11,84364
2016-08-12,84370
2016-08-13,83628
2016-08-14,84114
2016-08-15,84014
2016-08-16,84201
2016-08-17,82333
2016-08-18,80583
2016-08-19,80741
2016-08-20,81004
2016-08-21,79854
2016-08-22,79808
2016-08-23,78650
2016-08-24,76968
2016-08-25,79634
2016-08-26,79634
2016-08-28,75945
2016-08-31,72157
2016-09-01,72434
2016-09-02,72434
2016-09-03,71701
2016-09-04,71334
2016-09-05,69798
2016-09-06,69079
2016-09-07,65873
2016-09-08,62638
2016-09-09,59673
2016-09-10,58101
2016-09-11,58101
2016-09-12,59085
2016-09-13,59199
2016-09-14,59873
2016-09-15,61724
2016-09-16,61724
2016-09-17,63885
2016-09-18,66871
2016-09-19,67151
2016-09-20,67151
2016-09-21,67707
2016-09-22,68535
2016-09-23,69394
2016-09-24,69394
2016-09-25,69844
2016-09-26,69844
2016-09-27,72720
2016-09-28,75754
2016-09-29,75754
2016-09-30,78632
2016-10-01,81862
2016-10-02,81862
2016-10-03,85886
2016-10-04,90181
2016-10-05,94457
2016-10-06,97130
2016-10-07,97130
2016-10-08,100516
2016-10-09,104336
2016-10-10,107105
2016-10-11,107149
2016-10-12,107149
2016-10-13,106502
2016-10-14,105999
2016-10-15,106080
2016-10-16,106088
2016-10-17,107282
2016-10-18,109719
2016-10-19,104809
2016-10-20,100031
2016-10-21,96784
2016-10-22,96784
2016-10-23,93061
2016-10-24,88945
2016-10-25,88945
2016-10-26,84973
2016-10-27,80724
2016-10-28,77168
2016-10-29,74535
2016-10-30,73685
2016-10-31,72786
2016-11-01,72786
2016-11-02,70363
2016-11-03,70363
2016-11-04,68563
2016-11-05,68563
2016-11-06,68999
2016-11-07,71834
2016-11-08,75426
2016-11-09,78362
2016-11-10,80024
2016-11-11,81107
2016-11-12,80936
2016-11-13,80936
2016-11-14,81467
2016-12-08,84771
2016-12-09,87506
2016-12-10,89076
2016-12-11,90239
2016-12-12,90887
2016-12-13,93140
2016-12-14,95341
2016-12-15,95341
2016-12-16,97408
2016-12-17,98269
2016-12-18,98269
2016-12-19,97546
2016-12-20,97338
2016-12-21,97705
2016-12-22,98811
2016-12-23,101988
2016-12-24,103883
2016-12-25,106803
2016-12-26,109287
2016-12-27,109254
2016-12-28,111581
2016-12-29,113179
2016-12-30,113759
2016-12-31,112037
2017-01-01,111841
2017-01-02,114907
2017-01-03,115800
2017-01-04,117655
2017-01-05,117655
2017-01-06,116475
2017-01-07,112643
2017-01-08,110919
2017-01-09,106846
2017-01-10,105439
2017-01-11,105280
2017-01-12,105158
2017-01-13,108118
2017-01-14,111990
2017-01-15,114658
2017-01-16,119026
2017-01-17,122271
2017-01-18,123860
2017-01-19,125664
2017-01-20,125920
2017-01-21,122131
2017-01-22,119603
2017-01-27,117914
2017-01-28,116936
2017-01-29,114204
2017-01-30,110927
2017-01-31,109304
2017-02-01,107328
2017-02-02,106115
2017-02-03,105794
2017-02-04,104417
2017-02-05,102388
2017-02-06,99564
2017-02-07,96825
2017-02-08,93507
2017-02-09,93507
2017-02-10,90476
2017-02-11,88447
2017-02-12,89218
2017-02-13,88997
2017-02-14,91346
2017-02-15,92834
2017-02-16,94083
2017-02-18,97574
2017-02-19,98976
2017-02-20,100561
2017-02-21,100883
2017-02-22,103237
2017-02-23,104356
2017-02-24,104350
2017-02-25,104381
2017-02-26,105123
2017-02-27,104929
2017-02-28,104878
2017-03-01,107295
2017-03-02,108610
2017-03-03,110155
2017-03-04,111076
2017-03-05,110810
2017-03-06,112531
2017-03-07,114753
2017-03-08,115008
2017-03-09,114597
2017-03-10,114760
2017-03-11,114244
2017-03-12,113153
2017-03-13,113047
2017-03-14,112652
2017-03-15,113365
2017-03-16,114366
2017-03-17,115258
2017-03-18,116241
2017-03-19,116027
2017-03-20,117009
2017-03-21,117521
2017-03-22,119086
2017-03-23,119796
2017-03-24,120347
2017-03-25,120347
2017-03-26,121817
2017-03-27,121926
2017-03-28,124047
2017-03-29,124511
2017-03-30,124691
2017-03-31,126720
2017-04-01,127359
2017-04-02,127667
2017-04-03,128368
2017-04-04,128961
2017-04-12,126109
2017-04-13,126666
2017-04-14,129205
2017-04-15,132204
2017-04-16,134558
2017-04-17,133287
2017-04-18,130523
2017-04-19,128868
2017-04-20,129235
2017-04-21,129512
2017-04-22,130210
2017-04-23,129650
2017-04-24,131051
2017-04-25,129742
2017-04-26,129742
2017-04-27,129539
2017-04-28,130358
2017-04-29,129626
2017-04-30,127766
2017-05-01,125633
2017-05-02,127943
2017-05-03,129270
2017-05-04,133646
2017-05-05,138075
2017-05-06,139307
2017-05-07,139753
2017-05-08,140282
2017-05-09,140651
2017-05-10,139568
2017-05-11,139279
2017-05-12,138927
2017-05-13,140116
2017-05-14,141431
2017-05-15,143303
2017-05-16,143456
2017-05-17,144827
2017-05-18,146749
2017-05-19,148784
2017-05-20,151885
2017-05-21,151885
2017-05-22,155066
2017-05-23,155934
2017-05-24,157589
2017-05-25,158794
2017-05-26,159801
2017-05-27,160829
2017-05-28,160946
2017-05-29,159830
2017-05-30,155972
2017-05-31,151406
2017-06-01,150154
2017-06-02,151478
2017-06-03,152147
2017-06-06,156351
2017-06-07,157319
2017-06-08,157319
2017-06-09,158257
2017-06-10,158628
2017-06-11,158556
2017-06-12,158722
2017-06-13,155177
2017-06-14,149894
2017-06-15,146801
2017-06-16,144016
2017-06-17,146193
2017-06-18,147367
2017-06-19,147367
2017-06-20,148307
2017-06-21,147914
2017-06-22,147563
2017-06-23,149332
2017-06-24,150672
2017-06-25,146330
2017-06-26,148943
2017-06-27,152303
2017-06-28,152684
2017-06-29,153791
2017-06-30,155400
2017-07-01,155400
2017-07-02,154780
2017-07-03,152546
2017-07-04,148058
2017-07-05,148058
2017-07-06,144380
2017-07-07,144380
2017-07-08,143207
2017-07-13,143357
2017-07-14,145232
2017-07-15,145232
2017-07-16,144787
2017-07-17,141643
2017-07-18,139995
2017-07-19,140123
2017-07-20,140841
2017-07-21,138185
2017-07-22,138170
2017-07-23,137564
2017-07-24,137289
2017-07-25,137485
2017-07-26,136693
2017-07-27,136130
2017-07-28,137840
2017-07-29,135564
2017-07-30,135796
2017-07-31,135796
2017-08-01,136560
2017-08-02,136917
2017-08-03,138089
2017-08-04,138383
2017-08-05,135972
2017-08-06,134685
2017-08-09,136937
2017-08-10,137729
2017-08-11,139428
2017-08-12,141740
2017-08-13,139629
2017-08-14,135969
2017-08-15,132441
2017-08-16,128428
2017-08-17,128876
2017-08-18,127855
2017-08-19,127225
2017-08-20,126167
2017-08-21,127466
2017-08-22,129662
2017-08-23,129106
2017-08-24,130783
2017-08-25,131906
2017-08-26,133677
2017-08-27,133807
2017-08-28,134606
2017-08-29,136627
2017-08-30,139194
2017-08-31,140172
2017-09-01,142782
2017-09-02,144472
2017-09-03,147169
2017-09-04,147735
2017-09-05,150767
2017-09-06,151144
2017-09-07,151364
2017-09-08,150746
2017-09-09,153492
2017-09-10,154826
2017-09-11,153065
2017-09-12,154845
2017-09-13,152693
2017-09-14,153091
2017-09-15,153091
2017-09-16,151735
2017-09-17,152470
2017-09-18,153456
2017-09-19,151065
2017-09-20,152623
2017-09-21,153425
2017-09-22,152748
2017-09-23,153529
2017-09-24,156589
2017-09-25,156104
2017-09-26,157996
2017-09-27,159403
2017-09-28,159651
2017-09-29,159784
2017-09-30,160999
2017-10-01,161148
2017-10-02,163149
2017-10-03,170196
2017-10-04,170196
2017-10-05,171004
2017-10-06,170810
2017-10-07,170091
2017-10-08,170158
2017-10-09,170090
2017-10-10,169280
2017-10-11,169280
2017-10-12,167927
2017-10-13,169167
2017-10-14,171769
2017-10-15,171769
2017-10-16,170417
2017-10-17,170417
2017-10-18,172346
2017-10-19,171679
2017-10-20,174642
2017-10-21,176051
2017-10-22,175538
2017-10-23,175834
2017-10-24,175955
2017-10-25,179598
2017-10-26,178016
2017-10-27,180175
2017-10-28,180175
2017-10-29,181146
2017-10-30,180456
2017-10-31,181479
2017-11-01,181479
2017-11-02,182464
2017-11-03,185091
2017-11-04,184822
2017-11-05,189800
2017-11-06,189573
2017-11-07,189573
2017-11-08,186079
2017-11-09,182146
2017-11-10,180703
2017-11-11,182902
2017-11-12,184754
2017-11-13,188445
2017-11-14,191610
2017-11-15,185653
2017-11-16,186557
2017-11-17,193884
2017-11-18,198438
2017-11-19,198870
2017-11-20,196185
2017-11-21,193554
2017-11-22,189911
2017-11-23,183943
2017-11-24,180783
2017-11-25,178026
2017-11-26,176206
2017-11-27,176206
2017-11-28,177265
2017-11-29,177542
2017-11-30,178812
2017-12-01,179708
2017-12-02,179027
2017-12-03,187347
2017-12-04,191531
2017-12-05,193744
2017-12-06,196059
2017-12-07,191794
2017-12-08,188479
2017-12-09,189024
2017-12-10,189953
2017-12-11,190624
2017-12-12,191011
2017-12-13,192154
2017-12-14,191850
2017-12-15,193528
2017-12-16,197147
2017-12-17,191797
2017-12-18,187947
2017-12-19,184903
2017-12-20,184260
2017-12-21,184449
2017-12-22,181980
2017-12-23,182751
2017-12-24,183416
2017-12-25,183580
2017-12-26,187569
2017-12-27,188857
2017-12-28,190160
2017-12-29,190915
2017-12-30,194089
2017-12-31,189605
2018-01-01,191915
2018-01-02,191853
2018-01-03,196632
2018-01-04,193907
2018-01-05,189190
2018-01-06,190231
2018-01-07,191947
2018-01-08,188291
2018-01-09,184950
2018-01-10,183669
2018-01-11,177807
2018-01-12,175346
2018-01-13,176055
2018-01-14,175520
2018-01-15,175984
2018-01-16,177628
2018-01-17,180778
2018-01-18,183592
2018-01-19,183592
2018-01-20,184133
2018-01-21,183947
2018-01-22,181451
2018-01-23,182280
2018-01-24,183566
2018-01-25,183837
2018-01-26,181074
2018-01-27,177643
2018-01-28,176807
2018-01-29,174516
2018-01-30,175076
2018-02-01,174140
2018-02-02,176009
2018-02-03,177963
2018-02-04,184474
2018-02-05,189874
2018-02-06,192886
2018-02-07,195675
2018-02-08,195675
2018-02-09,193863
2018-02-10,191431
2018-02-11,193067
2018-02-12,193291
2018-02-13,187362
2018-02-14,184670
2018-02-15,185019
2018-02-16,188335
2018-02-17,188465
2018-02-18,188921
2018-02-19,186593
2018-02-20,181037
2018-02-21,177867
2018-02-22,177213
2018-02-23,177758
2018-02-24,176775
2018-02-25,179786
2018-02-26,183434
2018-02-27,184265
2018-02-28,182865
2018-03-01,182816
2018-03-02,184034
2018-03-03,186381
2018-03-04,186381
2018-03-05,189632
2018-03-06,189709
2018-03-07,190181
2018-03-08,190220
2018-03-09,187741
2018-03-10,189605
2018-03-11,189051
2018-03-12,191071
2018-03-13,193234
2018-03-14,191505
2018-03-15,190702
2018-03-16,195361
2018-03-17,194161
2018-03-18,193846
2018-03-20,194929
2018-03-21,195431
2018-03-23,191796
2018-03-24,191680
2018-03-26,191929
2018-03-27,190320
2018-03-28,192136
2018-03-29,193279
2018-03-30,194059
2018-03-31,191728
2018-04-01,192824
2018-04-02,195913
2018-04-03,199866
2018-04-04,204518
2018-04-05,204518
2018-04-06,207951
2018-04-08,211124
2018-04-09,215370
2018-04-10,221249
2018-04-11,223404
2018-04-12,223363
2018-04-13,225008
2018-04-14,228446
2018-04-16,233284
2018-04-17,235547
2018-04-18,235547
2018-04-19,237043
2018-04-20,239710
2018-04-21,245140
2018-04-22,253066
2018-04-23,255389
2018-04-24,254814
2018-04-25,258094
2018-04-26,258094
2018-04-27,258562
2018-04-28,259687
2018-04-29,258417
2018-04-30,264026
2018-05-02,267115
2018-05-03,265607
2018-05-04,268726
2018-05-05,268730
2018-05-06,268730
2018-05-07,265793
2018-05-08,257445
2018-05-09,250794
2018-05-10,243887
2018-05-11,240205
2018-05-12,231949
2018-05-13,223374
2018-05-14,213608
2018-05-15,204863
2018-05-16,201989
2018-05-17,196229
2018-05-18,192503
2018-05-19,189418
2018-05-20,187229
2018-05-21,188871
2018-05-22,188871
2018-05-23,185016
2018-05-24,183569
2018-05-25,179976
2018-05-26,187143
2018-05-27,192415
2018-05-28,200045
2018-05-29,206036
2018-05-30,206664
2018-05-31,205486
2018-06-01,203502
2018-06-02,209633
2018-06-03,219479
2018-06-04,224218
2018-06-05,226460
2018-06-06,224726
2018-06-07,224726
2018-06-08,219683
2018-06-09,215190
2018-06-10,211915
2018-06-11,207772
2018-06-12,200222
2018-06-13,193569
2018-06-14,192181
2018-06-15,189942
2018-06-16,187835
2018-06-17,188829
2018-06-18,192242
2018-06-19,198987
2018-06-20,198987
2018-06-21,201233
2018-06-22,204162
2018-06-23,206342
2018-06-24,204924
2018-06-25,204357
2018-06-26,200619
2018-06-27,199572
2018-06-28,206426
2018-06-29,215029
2018-06-30,216556
2018-07-01,226180
2018-07-02,236235
2018-07-03,242454
2018-07-04,242432
2018-07-05,239035
2018-07-06,240315
2018-07-07,237359
2018-07-08,243302
2018-07-09,252274
2018-07-10,256705
2018-07-11,258186
2018-07-12,253258
2018-07-13,246539
2018-07-14,238340
2018-07-15,237276
2018-07-16,234178
2018-07-17,237138
2018-07-18,241074
2018-07-19,243278
2018-07-20,246671
2018-07-21,257744
2018-07-22,267477
2018-07-23,277986
2018-07-24,285546
2018-07-25,287822
2018-07-26,281252
2018-07-27,271535
2018-07-28,268729
2018-07-29,272954
2018-07-30,278970
2018-07-31,274566
2018-08-01,274566
2018-08-02,270233
2018-08-03,268795
2018-08-04,265547
2018-08-05,269981
2018-08-06,272352
2018-08-07,274756
2018-08-08,275892
2018-08-09,276742
2018-08-10,278998
2018-08-11,282905
2018-08-12,285124
2018-08-14,282895
2018-08-16,286717
2018-08-17,286692
2018-08-18,284471
2018-08-19,284650
2018-08-20,280444
2018-08-21,280561
2018-08-22,282905
2018-08-23,286163
2018-08-24,285879
2018-08-25,286268
2018-08-26,293280
2018-08-27,306484
2018-08-28,314951
2018-08-29,311722
2018-08-30,307569
2018-08-31,302800
2018-09-01,297044
2018-09-02,292085
2018-09-03,292312
2018-09-04,295954
2018-09-05,289286
2018-09-06,289286
2018-09-07,286887
2018-09-08,276122
2018-09-09,272577
2018-09-10,266305
2018-09-11,267978
2018-09-12,271364
2018-09-13,278867
2018-09-14,285753
2018-09-15,296271
2018-09-16,300734
2018-09-17,308373
2018-09-18,317835
2018-09-19,321233
2018-09-20,324251
2018-09-21,323548
2018-09-22,322695
2018-09-23,319094
2018-09-24,321930
2018-09-25,327064
2018-09-26,333833
2018-09-27,338754
2018-09-28,336522
2018-09-29,326724
2018-09-30,320417
2018-10-02,329343
2018-10-03,335652
2018-10-04,332290
2018-10-05,328937
2018-10-06,324194
2018-10-07,317651
2018-10-08,318677
2018-10-09,318872
2018-10-10,317854
2018-10-11,318052
2018-10-12,318538
2018-10-13,319473
2018-10-14,320854
2018-10-15,322158
2018-10-16,328326
2018-10-17,332465
2018-10-18,330215
2018-10-19,328146
2018-10-20,328146
2018-10-21,325068
2018-10-22,322090
2018-10-23,325290
2018-10-24,321427
2018-10-25,309233
2018-10-26,303293
2018-10-27,300147
2018-10-28,289383
2018-10-29,285492
2018-10-30,278036
2018-10-31,272518
2018-11-01,268542
2018-11-03,266251
2018-11-04,270680
2018-11-05,275101
2018-11-06,275268
2018-11-07,272609
2018-11-08,274938
2018-11-09,285248
2018-11-10,289378
2018-11-11,299188
2018-11-12,306895
2018-11-13,312719
2018-11-14,327626
2018-11-15,344008
2018-11-16,360152
2018-11-17,372823
2018-11-18,372888
2018-11-19,370961
2018-11-20,364437
2018-11-21,358386
2018-11-22,351601
2018-11-23,348272
2018-11-24,347087
2018-11-25,339601
2018-11-26,325600
2018-11-27,315511
2018-11-28,312200
2018-12-01,296120
2018-12-02,295664
2018-12-03,295894
2018-12-04,294138
2018-12-05,288026
2018-12-07,288940
2018-12-09,293905
2018-12-10,292307
2018-12-11,290929
2018-12-12,293182
2018-12-13,295059
2018-12-14,296103
2018-12-15,294406
2018-12-16,291916
2018-12-17,296623
2018-12-18,301057
2018-12-19,304103
2018-12-20,300815
2018-12-21,300757
2018-12-22,305356
2018-12-23,302709
2018-12-24,300880
2018-12-25,300647
2018-12-26,301890
2018-12-27,301697
2018-12-28,306231
2018-12-29,302617
2018-12-30,304855
2018-12-31,303422
2019-01-01,305245
2019-01-02,313085
2019-01-03,312824
2019-01-04,310366
2019-01-05,309282
2019-01-06,306681
2019-01-08,308853
2019-01-10,308093
2019-01-11,307055
2019-01-12,305044
2019-01-13,298563
2019-01-14,292685
2019-01-15,284806
2019-01-16,281377
2019-01-17,280534
2019-01-18,281035
2019-01-19,279503
2019-01-20,277284
2019-01-21,279248
2019-01-22,277140
2019-01-23,275396
2019-01-24,277110
2019-01-25,278643
2019-01-26,280660
2019-01-27,282623
2019-01-28,287346
2019-01-29,283644
2019-01-30,285712
2019-01-31,287381
2019-02-01,280890
2019-02-02,275511
2019-02-03,267472
2019-02-04,264996
2019-02-05,265856
2019-02-06,271633
2019-02-07,269348
2019-02-08,270719
2019-02-09,268933
2019-02-10,266182
2019-02-11,271568
2019-02-12,274477
2019-02-13,276300
2019-02-14,275365
2019-02-15,274728
2019-02-16,276931
2019-02-17,280037
2019-02-18,280808
2019-02-19,283740
2019-02-20,282974
2019-02-21,284862
2019-02-22,284006
2019-02-23,281745
2019-02-24,283431
2019-02-25,281459
2019-02-26,277493
2019-02-27,279321
2019-02-28,281980
2019-03-01,289645
2019-03-02,300475
2019-03-03,297875
2019-03-04,297854
2019-03-05,302650
2019-03-06,309828
2019-03-07,315506
2019-03-08,318359
2019-03-09,324880
2019-03-10,326499
2019-03-11,320597
2019-03-12,315320
2019-03-13,307575
2019-03-14,297955
2019-03-15,285844
2019-03-16,283547
2019-03-17,276972
2019-03-18,270560
2019-03-19,265493
2019-03-20,269836
2019-03-21,275977
2019-03-22,280340
2019-03-23,283547
2019-03-24,291503
2019-03-25,297549
2019-03-26,300954
2019-03-27,299777
2019-03-28,301290
2019-03-29,301462
2019-03-30,299190
2019-03-31,298820
2019-04-01,295454
2019-04-02,294476
2019-04-03,292047
2019-04-04,291643
2019-04-05,293112
2019-04-06,295547
2019-04-07,298545
2019-04-08,296747
