date_obj,Supercompost price
2015-08-22,659
2015-08-23,652
2015-08-24,645
2015-08-25,641
2015-08-26,631
2015-08-27,617
2015-08-28,614
2015-08-29,614
2015-08-30,597
2015-08-31,600
2015-09-01,606
2015-09-02,613
2015-09-03,613
2015-09-04,620
2015-09-05,618
2015-09-06,615
2015-09-07,606
2015-09-08,601
2015-09-09,591
2015-09-10,592
2015-09-11,582
2015-09-12,579
2015-09-13,582
2015-09-14,581
2015-09-15,583
2015-09-16,589
2015-09-17,592
2015-09-18,582
2015-09-19,574
2015-09-20,568
2015-09-21,574
2015-09-22,578
2015-09-23,574
2015-09-24,578
2015-09-25,568
2015-09-27,565
2015-09-28,571
2015-09-29,569
2015-09-30,562
2015-10-05,556
2015-10-06,557
2015-10-07,560
2015-10-08,563
2015-10-09,557
2015-10-10,557
2015-10-11,564
2015-10-12,569
2015-10-13,581
2015-10-14,592
2015-10-15,599
2015-10-16,601
2015-10-17,605
2015-10-18,616
2015-10-19,620
2015-10-20,633
2015-10-22,649
2015-10-23,653
2015-10-24,660
2015-10-25,664
2015-10-26,668
2015-10-27,649
2015-10-29,651
2015-10-30,649
2015-10-31,646
2015-11-01,653
2015-11-02,649
2015-11-03,651
2015-11-04,653
2015-11-05,659
2015-11-06,661
2015-11-07,668
2015-11-08,675
2015-11-09,684
2015-11-10,696
2015-11-11,707
2015-11-12,697
2015-11-13,689
2015-11-14,681
2015-11-15,678
2015-11-16,677
2015-11-17,686
2015-11-18,696
2015-11-19,712
2015-11-20,723
2015-11-21,723
2015-11-22,743
2015-11-23,743
2015-11-24,767
2015-11-25,801
2015-11-26,801
2015-11-27,824
2015-11-28,835
2015-11-29,848
2015-11-30,861
2015-12-01,879
2015-12-02,904
2015-12-03,915
2015-12-04,919
2015-12-05,921
2015-12-06,912
2015-12-07,916
2015-12-08,916
2015-12-09,911
2015-12-10,898
2015-12-11,888
2015-12-13,866
2015-12-14,847
2015-12-15,836
2015-12-16,851
2015-12-17,866
2015-12-18,873
2015-12-19,891
2015-12-20,892
2015-12-21,899
2015-12-22,910
2015-12-23,932
2015-12-24,947
2015-12-25,951
2015-12-26,954
2015-12-27,955
2015-12-28,935
2015-12-29,947
2015-12-30,942
2015-12-31,949
2016-01-01,940
2016-01-02,948
2016-01-03,950
2016-01-04,954
2016-01-05,953
2016-01-06,929
2016-01-07,901
2016-01-08,878
2016-01-09,861
2016-01-10,851
2016-01-11,836
2016-01-12,831
2016-01-13,821
2016-01-14,817
2016-01-15,805
2016-01-16,779
2016-01-17,768
2016-01-18,772
2016-01-19,757
2016-01-20,742
2016-01-21,740
2016-01-22,748
2016-01-23,734
2016-01-24,728
2016-01-25,720
2016-01-26,711
2016-01-27,716
2016-01-28,743
2016-01-29,754
2016-01-30,757
2016-01-31,769
2016-02-01,781
2016-02-02,782
2016-02-03,790
2016-02-04,798
2016-02-05,794
2016-02-06,778
2016-02-07,773
2016-02-08,773
2016-02-09,777
2016-02-10,770
2016-02-11,758
2016-02-12,758
2016-02-13,755
2016-02-14,738
2016-02-15,723
2016-02-16,720
2016-02-17,710
2016-02-18,709
2016-02-19,711
2016-02-20,711
2016-02-21,703
2016-02-22,692
2016-02-23,690
2016-02-24,701
2016-02-25,701
2016-02-26,700
2016-02-27,699
2016-02-28,699
2016-02-29,706
2016-03-01,702
2016-03-02,706
2016-03-03,706
2016-03-04,699
2016-03-05,710
2016-03-06,717
2016-03-07,705
2016-03-08,710
2016-03-09,718
2016-03-10,731
2016-03-11,750
2016-03-12,782
2016-03-13,811
2016-03-14,843
2016-03-15,871
2016-03-16,912
2016-03-17,941
2016-03-18,942
2016-03-19,920
2016-03-20,911
2016-03-21,897
2016-03-22,906
2016-03-23,890
2016-03-24,860
2016-03-25,838
2016-03-26,810
2016-03-27,781
2016-03-28,773
2016-03-29,778
2016-03-30,779
2016-03-31,789
2016-04-01,801
2016-04-02,816
2016-04-03,805
2016-04-04,789
2016-04-05,761
2016-04-06,754
2016-04-07,760
2016-04-08,773
2016-04-09,772
2016-04-10,764
2016-04-11,764
2016-04-12,765
2016-04-13,771
2016-04-14,767
2016-04-15,764
2016-04-16,760
2016-04-17,768
2016-04-18,769
2016-04-19,756
2016-04-20,744
2016-04-21,730
2016-04-22,722
2016-04-23,713
2016-04-24,695
2016-04-25,674
2016-04-26,658
2016-04-27,651
2016-04-28,637
2016-04-29,639
2016-04-30,642
2016-05-01,635
2016-05-02,648
2016-05-03,664
2016-05-04,678
2016-05-05,673
2016-05-06,656
2016-05-07,654
2016-05-08,650
2016-05-09,642
2016-05-10,645
2016-05-11,649
2016-05-12,652
2016-05-13,658
2016-05-14,665
2016-05-15,680
2016-05-16,695
2016-05-17,719
2016-05-18,727
2016-05-19,708
2016-05-22,708
2016-05-23,722
2016-05-24,726
2016-05-25,743
2016-05-26,758
2016-05-27,770
2016-05-28,786
2016-05-29,809
2016-05-30,833
2016-05-31,841
2016-06-01,837
2016-06-02,835
2016-06-03,834
2016-06-04,836
2016-06-05,850
2016-06-06,858
2016-06-07,864
2016-06-08,868
2016-06-09,886
2016-06-10,885
2016-06-11,883
2016-06-12,887
2016-06-13,885
2016-06-14,890
2016-06-15,898
2016-06-16,892
2016-06-17,885
2016-06-18,903
2016-06-19,908
2016-06-20,895
2016-06-21,893
2016-06-22,892
2016-06-23,897
2016-06-24,893
2016-06-25,903
2016-06-26,903
2016-06-27,893
2016-06-28,905
2016-06-29,910
2016-06-30,907
2016-07-01,904
2016-07-02,911
2016-07-03,917
2016-07-04,902
2016-07-05,878
2016-07-06,862
2016-07-07,840
2016-07-08,836
2016-07-09,842
2016-07-10,841
2016-07-11,839
2016-07-12,849
2016-07-13,857
2016-07-14,851
2016-07-15,849
2016-07-16,821
2016-07-17,797
2016-07-18,765
2016-07-24,625
2016-07-25,594
2016-07-26,584
2016-07-27,601
2016-07-28,609
2016-07-29,631
2016-07-30,653
2016-07-31,664
2016-08-01,657
2016-08-02,666
2016-08-03,672
2016-08-04,682
2016-08-05,683
2016-08-06,688
2016-08-07,692
2016-08-08,691
2016-08-09,695
2016-08-10,702
2016-08-11,692
2016-08-12,701
2016-08-13,694
2016-08-14,694
2016-08-15,692
2016-08-16,679
2016-08-17,674
2016-08-18,664
2016-08-19,671
2016-08-20,673
2016-08-21,665
2016-08-22,663
2016-08-23,671
2016-08-24,673
2016-08-25,675
2016-08-26,668
2016-08-28,662
2016-08-31,675
2016-09-01,682
2016-09-02,682
2016-09-03,680
2016-09-04,681
2016-09-05,684
2016-09-06,690
2016-09-07,706
2016-09-08,718
2016-09-09,724
2016-09-10,743
2016-09-11,759
2016-09-12,772
2016-09-13,788
2016-09-14,798
2016-09-15,787
2016-09-16,790
2016-09-17,806
2016-09-18,823
2016-09-19,840
2016-09-20,853
2016-09-21,857
2016-09-22,855
2016-09-23,889
2016-09-24,906
2016-09-25,939
2016-09-26,960
2016-09-27,988
2016-09-28,1007
2016-09-29,1020
2016-09-30,1022
2016-10-01,986
2016-10-02,943
2016-10-03,921
2016-10-04,911
2016-10-05,906
2016-10-06,911
2016-10-07,928
2016-10-08,925
2016-10-09,940
2016-10-10,936
2016-10-11,942
2016-10-12,949
2016-10-13,933
2016-10-14,917
2016-10-15,908
2016-10-16,897
2016-10-17,902
2016-10-18,906
2016-10-19,912
2016-10-20,895
2016-10-21,906
2016-10-22,914
2016-10-23,917
2016-10-24,905
2016-10-25,898
2016-10-26,902
2016-10-27,893
2016-10-28,895
2016-10-29,904
2016-10-30,905
2016-10-31,895
2016-11-01,905
2016-11-02,905
2016-11-03,911
2016-11-04,911
2016-11-05,893
2016-11-06,868
2016-11-07,825
2016-11-08,783
2016-11-09,743
2016-11-10,705
2016-11-11,669
2016-11-12,636
2016-11-13,618
2016-11-14,613
2016-12-08,576
2016-12-09,555
2016-12-10,554
2016-12-11,548
2016-12-12,544
2016-12-13,549
2016-12-14,554
2016-12-15,552
2016-12-16,549
2016-12-17,557
2016-12-18,572
2016-12-19,579
2016-12-20,582
2016-12-21,581
2016-12-22,559
2016-12-23,563
2016-12-24,562
2016-12-25,566
2016-12-26,582
2016-12-27,603
2016-12-28,623
2016-12-29,635
2016-12-30,653
2016-12-31,650
2017-01-01,637
2017-01-02,620
2017-01-03,618
2017-01-04,624
2017-01-05,608
2017-01-06,599
2017-01-07,599
2017-01-08,604
2017-01-09,616
2017-01-10,631
2017-01-11,627
2017-01-12,607
2017-01-13,598
2017-01-14,588
2017-01-15,566
2017-01-16,556
2017-01-17,554
2017-01-18,551
2017-01-19,557
2017-01-20,554
2017-01-21,555
2017-01-22,551
2017-01-27,560
2017-01-28,560
2017-01-29,557
2017-01-30,555
2017-01-31,564
2017-02-01,561
2017-02-02,554
2017-02-03,536
2017-02-04,531
2017-02-05,522
2017-02-06,518
2017-02-07,519
2017-02-08,518
2017-02-09,516
2017-02-10,514
2017-02-11,507
2017-02-12,508
2017-02-13,512
2017-02-14,510
2017-02-15,508
2017-02-16,507
2017-02-18,493
2017-02-19,498
2017-02-20,507
2017-02-21,511
2017-02-22,511
2017-02-23,506
2017-02-24,497
2017-02-25,499
2017-02-26,495
2017-02-27,499
2017-02-28,498
2017-03-01,495
2017-03-02,494
2017-03-03,474
2017-03-04,466
2017-03-05,467
2017-03-06,464
2017-03-07,472
2017-03-08,482
2017-03-09,480
2017-03-10,476
2017-03-11,475
2017-03-12,489
2017-03-13,500
2017-03-14,512
2017-03-15,522
2017-03-16,537
2017-03-17,549
2017-03-18,548
2017-03-19,560
2017-03-20,564
2017-03-21,558
2017-03-22,563
2017-03-23,579
2017-03-24,585
2017-03-25,581
2017-03-26,566
2017-03-27,541
2017-03-28,519
2017-03-29,509
2017-03-30,498
2017-03-31,498
2017-04-01,488
2017-04-02,485
2017-04-03,487
2017-04-04,491
2017-04-12,599
2017-04-13,601
2017-04-14,584
2017-04-15,571
2017-04-16,563
2017-04-17,553
2017-04-18,552
2017-04-19,548
2017-04-20,560
2017-04-21,573
2017-04-22,584
2017-04-23,589
2017-04-24,597
2017-04-25,592
2017-04-26,578
2017-04-27,583
2017-04-28,566
2017-04-29,555
2017-04-30,546
2017-05-01,533
2017-05-02,529
2017-05-03,531
2017-05-04,523
2017-05-05,526
2017-05-06,528
2017-05-07,523
2017-05-08,515
2017-05-09,506
2017-05-10,501
2017-05-11,498
2017-05-12,501
2017-05-13,508
2017-05-14,514
2017-05-15,513
2017-05-16,503
2017-05-17,509
2017-05-18,512
2017-05-19,503
2017-05-20,496
2017-05-21,484
2017-05-22,474
2017-05-23,461
2017-05-24,470
2017-05-25,471
2017-05-26,467
2017-05-27,478
2017-05-28,488
2017-05-29,500
2017-05-30,506
2017-05-31,508
2017-06-01,501
2017-06-02,495
2017-06-03,500
2017-06-06,476
2017-06-07,463
2017-06-08,451
2017-06-09,445
2017-06-10,446
2017-06-11,439
2017-06-12,436
2017-06-13,425
2017-06-14,423
2017-06-15,426
2017-06-16,430
2017-06-17,434
2017-06-18,449
2017-06-19,466
2017-06-20,478
2017-06-21,489
2017-06-22,504
2017-06-23,502
2017-06-24,492
2017-06-25,482
2017-06-26,482
2017-06-27,483
2017-06-28,473
2017-06-29,486
2017-06-30,491
2017-07-01,496
2017-07-02,498
2017-07-03,500
2017-07-04,510
2017-07-05,502
2017-07-06,495
2017-07-07,503
2017-07-08,494
2017-07-13,492
2017-07-14,497
2017-07-15,495
2017-07-16,497
2017-07-17,508
2017-07-18,503
2017-07-19,495
2017-07-20,495
2017-07-21,491
2017-07-22,488
2017-07-23,485
2017-07-24,482
2017-07-25,482
2017-07-26,480
2017-07-27,484
2017-07-28,484
2017-07-29,485
2017-07-30,472
2017-07-31,469
2017-08-01,472
2017-08-02,478
2017-08-03,479
2017-08-04,476
2017-08-05,486
2017-08-06,499
2017-08-09,491
2017-08-10,497
2017-08-11,508
2017-08-12,515
2017-08-13,519
2017-08-14,516
2017-08-15,509
2017-08-16,510
2017-08-17,514
2017-08-18,521
2017-08-19,515
2017-08-20,520
2017-08-21,514
2017-08-22,520
2017-08-23,521
2017-08-24,518
2017-08-25,524
2017-08-26,522
2017-08-27,531
2017-08-28,527
2017-08-29,541
2017-08-30,567
2017-08-31,590
2017-09-01,588
2017-09-02,586
2017-09-03,564
2017-09-04,559
2017-09-05,557
2017-09-06,542
2017-09-07,515
2017-09-08,489
2017-09-09,464
2017-09-10,452
2017-09-11,439
2017-09-12,420
2017-09-13,416
2017-09-14,421
2017-09-15,411
2017-09-16,416
2017-09-17,424
2017-09-19,436
2017-09-20,426
2017-09-21,432
2017-09-22,440
2017-09-23,443
2017-09-24,452
2017-09-25,449
2017-09-26,454
2017-09-27,447
2017-09-28,449
2017-09-29,460
2017-09-30,475
2017-10-01,478
2017-10-02,478
2017-10-03,473
2017-10-04,485
2017-10-05,498
2017-10-06,502
2017-10-07,499
2017-10-08,495
2017-10-09,486
2017-10-10,486
2017-10-11,493
2017-10-12,493
2017-10-13,501
2017-10-14,502
2017-10-15,502
2017-10-16,511
2017-10-17,511
2017-10-18,499
2017-10-19,496
2017-10-20,495
2017-10-21,496
2017-10-22,485
2017-10-23,478
2017-10-24,488
2017-10-25,468
2017-10-26,444
2017-10-27,429
2017-10-28,426
2017-10-29,415
2017-10-30,403
2017-10-31,411
2017-11-01,419
2017-11-02,436
2017-11-03,449
2017-11-04,445
2017-11-05,435
2017-11-06,442
2017-11-07,448
2017-11-08,449
2017-11-09,457
2017-11-10,470
2017-11-11,487
2017-11-12,500
2017-11-13,506
2017-11-14,515
2017-11-15,523
2017-11-16,525
2017-11-17,517
2017-11-18,516
2017-11-19,506
2017-11-20,498
2017-11-21,511
2017-11-22,511
2017-11-23,502
2017-11-24,485
2017-11-25,479
2017-11-26,477
2017-11-27,484
2017-11-28,492
2017-11-29,498
2017-11-30,513
2017-12-01,527
2017-12-02,540
2017-12-03,541
2017-12-04,549
2017-12-05,563
2017-12-06,574
2017-12-07,575
2017-12-08,559
2017-12-09,555
2017-12-10,540
2017-12-11,523
2017-12-12,516
2017-12-13,512
2017-12-14,508
2017-12-15,491
2017-12-16,468
2017-12-17,446
2017-12-18,434
2017-12-19,429
2017-12-20,435
2017-12-21,424
2017-12-22,421
2017-12-23,434
2017-12-24,451
2017-12-25,459
2017-12-26,470
2017-12-27,475
2017-12-28,471
2017-12-29,470
2017-12-30,455
2017-12-31,458
2018-01-01,457
2018-01-02,454
2018-01-03,464
2018-01-04,461
2018-01-05,451
2018-01-06,439
2018-01-07,436
2018-01-08,433
2018-01-09,442
2018-01-10,442
2018-01-11,429
2018-01-12,430
2018-01-13,426
2018-01-14,424
2018-01-15,419
2018-01-16,432
2018-01-17,448
2018-01-18,468
2018-01-19,467
2018-01-20,464
2018-01-21,458
2018-01-22,441
2018-01-23,438
2018-01-24,442
2018-01-25,440
2018-01-26,438
2018-01-27,437
2018-01-28,444
2018-01-29,446
2018-01-30,450
2018-02-01,439
2018-02-02,436
2018-02-03,431
2018-02-04,425
2018-02-05,412
2018-02-06,407
2018-02-07,407
2018-02-08,391
2018-02-09,378
2018-02-10,377
2018-02-11,372
2018-02-12,373
2018-02-13,384
2018-02-14,396
2018-02-15,395
2018-02-16,405
2018-02-17,417
2018-02-18,420
2018-02-19,436
2018-02-20,453
2018-02-21,470
2018-02-22,482
2018-02-23,483
2018-02-24,470
2018-02-25,470
2018-02-26,487
2018-02-27,476
2018-02-28,457
2018-03-01,452
2018-03-02,467
2018-03-03,467
2018-03-04,456
2018-03-05,458
2018-03-06,462
2018-03-07,465
2018-03-08,481
2018-03-09,492
2018-03-10,502
2018-03-11,514
2018-03-12,527
2018-03-13,545
2018-03-14,544
2018-03-15,555
2018-03-16,548
2018-03-17,529
2018-03-18,530
2018-03-19,512
2018-03-20,516
2018-03-21,505
2018-03-23,491
2018-03-24,480
2018-03-26,443
2018-03-27,442
2018-03-28,438
2018-03-29,438
2018-03-30,451
2018-03-31,463
2018-04-01,478
2018-04-02,468
2018-04-03,476
2018-04-04,468
2018-04-05,468
2018-04-06,450
2018-04-08,429
2018-04-09,430
2018-04-10,434
2018-04-11,441
2018-04-12,448
2018-04-13,441
2018-04-14,432
2018-04-16,432
2018-04-17,431
2018-04-18,435
2018-04-19,439
2018-04-20,436
2018-04-21,431
2018-04-22,435
2018-04-23,446
2018-04-24,460
2018-04-25,475
2018-04-26,490
2018-04-27,496
2018-04-28,502
2018-04-29,519
2018-04-30,540
2018-05-02,557
2018-05-03,554
2018-05-04,560
2018-05-05,539
2018-05-06,519
2018-05-07,496
2018-05-08,484
2018-05-09,486
2018-05-10,488
2018-05-11,486
2018-05-12,489
2018-05-13,469
2018-05-14,457
2018-05-15,458
2018-05-16,472
2018-05-17,491
2018-05-18,512
2018-05-19,524
2018-05-20,543
2018-05-21,558
2018-05-22,572
2018-05-23,594
2018-05-24,606
2018-05-25,599
2018-05-26,587
2018-05-27,596
2018-05-28,595
2018-05-29,600
2018-05-30,615
2018-05-31,626
2018-06-01,632
2018-06-02,606
2018-06-03,576
2018-06-04,566
2018-06-05,570
2018-06-06,594
2018-06-07,610
2018-06-08,585
2018-06-09,565
2018-06-10,564
2018-06-11,553
2018-06-12,559
2018-06-13,557
2018-06-14,561
2018-06-15,553
2018-06-16,548
2018-06-17,552
2018-06-18,564
2018-06-19,566
2018-06-20,552
2018-06-21,535
2018-06-22,508
2018-06-23,482
2018-06-24,462
2018-06-25,463
2018-06-26,467
2018-06-27,466
2018-06-28,464
2018-06-29,475
2018-06-30,488
2018-07-01,483
2018-07-02,496
2018-07-03,492
2018-07-04,491
2018-07-05,495
2018-07-06,511
2018-07-07,503
2018-07-08,509
2018-07-09,519
2018-07-10,521
2018-07-11,518
2018-07-12,506
2018-07-13,506
2018-07-14,512
2018-07-15,504
2018-07-16,500
2018-07-17,511
2018-07-18,516
2018-07-19,507
2018-07-20,499
2018-07-21,500
2018-07-22,508
2018-07-23,527
2018-07-24,548
2018-07-25,572
2018-07-26,575
2018-07-27,590
2018-07-28,589
2018-07-29,596
2018-07-30,603
2018-07-31,604
2018-08-01,605
2018-08-02,601
2018-08-03,581
2018-08-04,577
2018-08-05,558
2018-08-06,541
2018-08-07,553
2018-08-08,565
2018-08-09,569
2018-08-10,582
2018-08-11,573
2018-08-12,556
2018-08-14,533
2018-08-16,520
2018-08-17,515
2018-08-18,505
2018-08-19,502
2018-08-20,513
2018-08-21,533
2018-08-22,548
2018-08-23,566
2018-08-24,573
2018-08-25,574
2018-08-26,550
2018-08-27,552
2018-08-28,561
2018-08-29,579
2018-08-30,598
2018-08-31,617
2018-09-01,636
2018-09-02,625
2018-09-03,649
2018-09-04,659
2018-09-05,672
2018-09-06,660
2018-09-07,662
2018-09-08,628
2018-09-09,606
2018-09-10,605
2018-09-11,588
2018-09-12,585
2018-09-13,578
2018-09-14,563
2018-09-15,574
2018-09-16,589
2018-09-17,564
2018-09-18,564
2018-09-19,554
2018-09-20,538
2018-09-21,513
2018-09-22,519
2018-09-23,525
2018-09-24,541
2018-09-25,556
2018-09-26,545
2018-09-27,542
2018-09-28,527
2018-09-29,511
2018-09-30,502
2018-10-02,504
2018-10-03,501
2018-10-04,502
2018-10-05,503
2018-10-06,515
2018-10-07,538
2018-10-08,559
2018-10-09,572
2018-10-10,573
2018-10-11,582
2018-10-12,593
2018-10-13,602
2018-10-14,603
2018-10-15,605
2018-10-16,611
2018-10-17,634
2018-10-18,665
2018-10-19,686
2018-10-20,696
2018-10-21,724
2018-10-22,752
2018-10-23,785
2018-10-24,824
2018-10-25,842
2018-10-26,812
2018-10-27,771
2018-10-28,732
2018-10-29,695
2018-10-30,663
2018-10-31,650
2018-11-01,661
2018-11-03,658
2018-11-04,671
2018-11-05,698
2018-11-06,732
2018-11-07,756
2018-11-08,756
2018-11-09,742
2018-11-10,707
2018-11-11,676
2018-11-12,667
2018-11-13,661
2018-11-14,659
2018-11-15,654
2018-11-16,665
2018-11-17,689
2018-11-18,714
2018-11-19,733
2018-11-20,741
2018-11-21,769
2018-11-22,767
2018-11-23,762
2018-11-24,745
2018-11-25,745
2018-11-26,754
2018-11-27,736
2018-11-28,723
2018-11-29,710
2018-12-01,684
2018-12-02,682
2018-12-03,680
2018-12-04,689
2018-12-05,699
2018-12-07,684
2018-12-09,671
2018-12-10,668
2018-12-11,660
2018-12-12,649
2018-12-13,645
2018-12-14,622
2018-12-15,599
2018-12-16,608
2018-12-17,591
2018-12-18,586
2018-12-19,587
2018-12-20,580
2018-12-21,572
2018-12-22,577
2018-12-23,594
2018-12-24,611
2018-12-25,632
2018-12-26,649
2018-12-27,649
2018-12-28,639
2018-12-29,636
2018-12-30,640
2018-12-31,657
2019-01-01,682
2019-01-02,702
2019-01-03,714
2019-01-04,726
2019-01-05,723
2019-01-06,730
2019-01-08,719
2019-01-10,684
2019-01-11,649
2019-01-12,617
2019-01-13,626
2019-01-14,648
2019-01-15,669
2019-01-16,667
2019-01-17,659
2019-01-18,632
2019-01-19,640
2019-01-20,668
2019-01-21,686
2019-01-22,703
2019-01-23,702
2019-01-24,693
2019-01-25,677
2019-01-26,653
2019-01-27,637
2019-01-28,621
2019-01-29,626
2019-01-30,638
2019-01-31,620
2019-02-01,600
2019-02-02,587
2019-02-03,589
2019-02-04,595
2019-02-05,612
2019-02-06,623
2019-02-07,619
2019-02-08,598
2019-02-09,583
2019-02-10,598
2019-02-11,600
2019-02-12,597
2019-02-13,579
2019-02-14,554
2019-02-15,533
2019-02-16,521
2019-02-17,529
2019-02-18,531
2019-02-19,531
2019-02-20,533
2019-02-21,537
2019-02-22,541
2019-02-23,539
2019-02-24,541
2019-02-25,539
2019-02-26,534
2019-02-27,522
2019-02-28,521
2019-03-01,511
2019-03-02,490
2019-03-03,483
2019-03-04,465
2019-03-05,441
2019-03-06,435
2019-03-07,445
2019-03-08,463
2019-03-09,475
2019-03-10,494
2019-03-11,513
2019-03-12,518
2019-03-13,507
2019-03-14,500
2019-03-15,487
2019-03-16,474
2019-03-17,471
2019-03-18,456
2019-03-19,452
2019-03-20,448
2019-03-21,439
2019-03-22,421
2019-03-23,407
2019-03-24,403
2019-03-25,408
2019-03-26,409
2019-03-27,406
2019-03-28,402
2019-03-29,410
2019-03-30,421
2019-03-31,432
2019-04-01,443
2019-04-02,461
2019-04-03,468
2019-04-04,471
2019-04-05,472
2019-04-06,472
2019-04-07,477
2019-04-08,475
2019-04-09,473
2019-04-10,472
2019-04-11,456
2019-04-12,435
2019-04-13,422
2019-04-14,415
2019-04-15,407
2019-04-16,401
2019-04-17,404
2019-04-18,415
2019-04-19,426
2019-04-20,433
2019-04-21,437
2019-04-22,440
2019-04-23,443
2019-04-24,437
2019-04-25,418
2019-04-26,402
2019-04-27,388
2019-04-28,381
2019-04-29,377
2019-04-30,375
2019-05-01,373
2019-05-02,379
2019-05-03,378
2019-05-04,384
2019-05-05,384
2019-05-06,380
2019-05-07,383
2019-05-08,383
2019-05-09,372
2019-05-10,377
2019-05-11,382
2019-05-12,388
2019-05-13,397
2019-05-14,400
2019-05-15,398
2019-05-16,403
2019-05-17,396
2019-05-18,394
2019-05-19,399
2019-05-20,409
2019-05-21,418
2019-05-22,424
2019-05-23,422
2019-05-24,416
2019-05-25,407
2019-05-26,399
2019-05-27,405
2019-05-28,418
2019-05-29,429
2019-05-30,424
2019-05-31,416
2019-06-01,433
2019-06-02,441
2019-06-03,451
2019-06-04,469
2019-06-05,493
2019-06-06,516
2019-06-07,518
2019-06-08,503
2019-06-09,479
2019-06-10,471
2019-06-11,466
2019-06-12,474
2019-06-13,475
2019-06-14,472
2019-06-15,466
2019-06-16,457
2019-06-17,436
2019-06-18,416
2019-06-19,402
2019-06-20,384
2019-06-21,368
2019-06-22,356
2019-06-23,347
2019-06-24,335
2019-06-25,342
2019-06-26,341
2019-06-27,331
2019-06-28,321
2019-06-29,319
2019-06-30,330
2019-07-01,346
2019-07-02,360
2019-07-03,365
2019-07-04,356
2019-07-05,348
2019-07-06,346
2019-07-07,351
2019-07-08,362
2019-07-09,372
2019-07-10,368
2019-07-11,379
2019-07-12,390
2019-07-13,392
2019-07-14,391
2019-07-15,391
2019-07-16,392
2019-07-17,389
2019-07-18,376
2019-07-19,363
2019-07-20,362
2019-07-21,355
2019-07-22,356
2019-07-23,355
2019-07-24,354
2019-07-25,353
2019-07-26,356
2019-07-27,360
2019-07-28,368
2019-07-29,372
2019-07-30,374
2019-07-31,368
2019-08-01,372
2019-08-02,375
2019-08-03,371
2019-08-04,377
2019-08-05,373
2019-08-06,381
2019-08-07,381
2019-08-08,375
2019-08-09,366
2019-08-10,367
2019-08-11,372
2019-08-12,380
2019-08-13,389
2019-08-14,394
2019-08-15,396
2019-08-16,398
2019-08-17,393
2019-08-18,391
2019-08-19,389
2019-08-20,387
2019-08-21,389
2019-08-22,377
2019-08-23,373
2019-08-24,365
2019-08-24,365
2019-08-25,361
2019-08-25,361
2019-08-26,364
2019-08-26,364
2019-08-27,364
2019-08-27,364
2019-08-28,365
2019-08-29,352
2019-08-30,348
2019-08-31,336
2019-09-01,339
2019-09-02,342
2019-09-03,344
2019-09-04,344
2019-09-05,345
