date_obj,Jangerberries price
2019-08-17,430
2019-08-18,452
2019-08-19,452
2019-08-20,475
2019-08-21,475
2019-08-22,499
2019-08-23,499
2019-08-24,524
2019-08-24,524
2019-08-25,524
2019-08-25,524
2019-08-26,550
2019-08-26,550
2019-08-27,550
2019-08-27,550
2019-08-28,573
2019-08-29,573
2019-08-30,602
2019-08-31,602
2019-09-01,627
2019-09-02,627
2019-09-03,596
2019-09-04,572
2019-09-05,546
2019-09-06,546
2019-09-07,518
2019-09-08,495
2019-09-09,495
2019-09-10,475
2019-09-11,455
2019-09-12,437
2019-09-13,437
2019-09-14,415
2019-09-15,399
2019-09-16,385
2019-09-17,367
2019-09-18,352
2019-09-19,352
2019-09-20,337
2019-09-21,337
2019-09-22,320
2019-09-23,307
2019-09-24,307
2019-09-25,293
2019-09-26,281
2019-09-27,281
2019-09-28,269
2019-09-29,269
2019-09-30,258
2019-10-01,256
2019-10-02,256
2019-10-03,256
2019-10-04,258
2019-10-05,258
2019-10-06,252
2019-10-07,252
2019-10-08,246
2019-10-09,246
2019-10-10,245
2019-10-11,245
2019-10-12,243
2019-10-13,243
2019-10-14,247
2019-10-15,247
2019-10-16,247
2019-10-17,247
2019-10-18,248
2019-10-19,248
2019-10-20,247
2019-10-21,247
2019-10-22,246
2019-10-23,246
2019-10-24,252
2019-10-25,252
2019-10-26,254
2019-10-27,254
2019-10-28,253
2019-10-29,253
2019-10-30,253
2019-10-31,260
2019-11-01,260
2019-11-02,265
2019-11-03,265
2019-11-04,278
2019-11-05,278
2019-11-06,278
2019-11-07,292
2019-11-08,292
2019-11-09,307
2019-11-10,307
2019-11-11,323
2019-11-12,323
2019-11-13,340
2019-11-14,340
2019-11-15,343
2019-11-16,343
2019-11-17,348
2019-11-18,348
2019-11-19,359
2019-11-20,359
2019-11-21,360
2019-11-22,360
2019-11-23,359
2019-11-24,359
2019-11-25,355
2019-11-26,355
2019-11-27,365
2019-11-28,365
2019-11-29,372
2019-11-30,372
2019-12-01,361
2019-12-02,361
2019-12-03,346
2019-12-04,346
2019-12-05,346
2019-12-06,333
2019-12-07,333
2019-12-08,319
2019-12-09,319
2019-12-10,316
2019-12-11,316
2019-12-12,316
2019-12-13,316
2019-12-14,316
2019-12-15,313
2019-12-16,313
2019-12-17,315
2019-12-18,315
2019-12-19,315
2019-12-20,313
2019-12-21,313
2019-12-22,310
2019-12-23,310
2019-12-24,309
2019-12-25,309
2019-12-26,307
2019-12-27,307
2019-12-28,305
2019-12-29,305
2019-12-30,305
2019-12-31,305
2020-01-01,305
2020-01-02,305
2020-01-03,310
2020-01-04,310
2020-01-05,323
2020-01-06,323
2020-01-07,320
2020-01-08,320
2020-01-09,316
2020-01-10,316
2020-01-11,313
2020-01-12,313
2020-01-13,312
2020-01-14,312
2020-01-15,321
2020-01-16,321
2020-01-17,319
2020-01-18,319
2020-01-19,317
2020-01-20,317
2020-01-21,315
2020-01-22,315
2020-01-23,310
2020-01-24,310
2020-01-25,307
2020-01-26,304
2020-01-27,304
2020-01-28,301
2020-01-29,301
2020-01-30,299
2020-01-31,299
2020-02-01,297
2020-02-02,295
2020-02-03,295
2020-02-04,293
2020-02-05,293
2020-02-06,290
2020-02-07,290
2020-02-08,289
2020-02-09,289
2020-02-10,286
2020-02-11,286
2020-02-12,283
2020-02-13,283
2020-02-14,281
2020-02-15,281
2020-02-16,279
2020-02-17,275
2020-02-18,275
2020-02-19,274
2020-02-20,272
2020-02-21,272
2020-02-22,271
2020-02-23,271
2020-02-24,269
2020-02-25,269
2020-02-26,266
2020-02-27,266
2020-02-28,264
2020-02-29,264
2020-03-01,263
2020-03-02,263
2020-03-03,261
2020-03-04,261
2020-03-05,259
2020-03-06,259
2020-03-07,263
2020-03-08,263
2020-03-09,277
2020-03-10,291
2020-03-11,291
2020-03-12,293
2020-03-13,293
2020-03-14,293
2020-03-15,293
2020-03-16,289
2020-03-17,289
2020-03-18,289
2020-03-19,289
2020-03-20,289
2020-03-21,289
2020-03-22,290
2020-03-23,290
2020-03-24,291
2020-03-25,291
2020-03-26,287
2020-03-27,289
2020-03-28,287
2020-03-29,288
2020-03-30,294
2020-03-31,287
2020-04-01,287
2020-04-02,285
2020-04-03,285
2020-04-04,283
2020-04-05,282
2020-04-06,289
2020-04-07,303
2020-04-08,315
2020-04-09,313
2020-04-10,313
2020-04-11,308
2020-04-12,312
2020-04-13,315
2020-04-14,319
2020-04-15,314
2020-04-16,314
2020-04-17,307
2020-04-18,310
2020-04-19,326
2020-04-20,343
2020-04-21,361
2020-04-22,380
2020-04-23,399
2020-04-24,418
2020-04-25,412
2020-04-26,392
2020-04-27,379
2020-04-28,376
2020-04-29,374
2020-04-30,371
2020-05-01,370
2020-05-02,365
2020-05-03,350
2020-05-04,334
2020-05-05,321
2020-05-06,306
2020-05-07,293
2020-05-08,287
2020-05-09,275
2020-05-10,262
2020-05-11,252
2020-05-12,251
2020-05-13,249
