date_obj,Torstol%20seed price
2015-11-18,29031
2015-11-19,28801
2015-11-20,28180
2015-11-21,27874
2015-11-22,26834
2015-11-23,26582
2015-11-24,27304
2015-11-25,28364
2015-11-26,28170
2015-11-27,27507
2015-11-28,26640
2015-11-29,26354
2015-11-30,26999
2015-12-01,27676
2015-12-02,28573
2015-12-03,28510
2015-12-04,27876
2015-12-05,27422
2015-12-06,27229
2015-12-07,27646
2015-12-08,27028
2015-12-09,27109
2015-12-10,26392
2015-12-11,27136
2015-12-13,27637
2015-12-14,27619
2015-12-15,28142
2015-12-16,28840
2015-12-17,29386
2015-12-18,28985
2015-12-19,28545
2015-12-20,28261
2015-12-21,28204
2015-12-22,27251
2015-12-23,26828
2015-12-24,26436
2015-12-25,26182
2015-12-26,26686
2015-12-27,27263
2015-12-28,27915
2015-12-29,27588
2015-12-30,28123
2015-12-31,29324
2016-01-01,30239
2016-01-02,30739
2016-01-03,31514
2016-01-04,32976
2016-01-05,33142
2016-01-06,33858
2016-01-07,33028
2016-01-08,31733
2016-01-09,32663
2016-01-10,32437
2016-01-11,31822
2016-01-12,31784
2016-01-13,32967
2016-01-14,33304
2016-01-15,32852
2016-01-16,31862
2016-01-17,31282
2016-01-18,31739
2016-01-19,32812
2016-01-20,33706
2016-01-21,33552
2016-01-22,33788
2016-01-23,34272
2016-01-24,35126
2016-01-25,35946
2016-01-26,36937
2016-01-27,37338
2016-01-28,36908
2016-01-29,37906
2016-01-30,37807
2016-01-31,36308
2016-02-01,34564
2016-02-02,34337
2016-02-03,34790
2016-02-04,33951
2016-02-05,33982
2016-02-06,34817
2016-02-07,36135
2016-02-08,36996
2016-02-09,36637
2016-02-10,36075
2016-02-11,35856
2016-02-12,35288
2016-02-13,35463
2016-02-14,35199
2016-02-15,35202
2016-02-16,35374
2016-02-17,35830
2016-02-18,35828
2016-02-19,35557
2016-02-20,35094
2016-02-21,35531
2016-02-22,35531
2016-02-23,35170
2016-02-24,35159
2016-02-25,35416
2016-02-26,35476
2016-02-27,34955
2016-02-28,34380
2016-02-29,33085
2016-03-01,33558
2016-03-02,33770
2016-03-03,33766
2016-03-04,34669
2016-03-05,34888
2016-03-06,34896
2016-03-07,35162
2016-03-08,34027
2016-03-09,34383
2016-03-10,34157
2016-03-11,33485
2016-03-12,32827
2016-03-13,31736
2016-03-14,32848
2016-03-15,33211
2016-03-16,34852
2016-03-17,36053
2016-03-18,35996
2016-03-19,36522
2016-03-20,37210
2016-03-21,36798
2016-03-22,37174
2016-03-23,37347
2016-03-24,38087
2016-03-25,38809
2016-03-26,39341
2016-03-27,39076
2016-03-28,39851
2016-03-29,40824
2016-03-30,41826
2016-03-31,40673
2016-04-01,38680
2016-04-02,38437
2016-04-03,38139
2016-04-04,38826
2016-04-05,38257
2016-04-06,38127
2016-04-07,39905
2016-04-08,39580
2016-04-09,38854
2016-04-10,37632
2016-04-11,38056
2016-04-12,37835
2016-04-13,38404
2016-04-14,38501
2016-04-15,38967
2016-04-16,38089
2016-04-17,37857
2016-04-18,38863
2016-04-19,39791
2016-04-20,39645
2016-04-21,38166
2016-04-22,37175
2016-04-23,36282
2016-04-24,35891
2016-04-25,37131
2016-04-26,36832
2016-04-27,37348
2016-04-28,36973
2016-04-29,36840
2016-04-30,37657
2016-05-01,38545
2016-05-02,39004
2016-05-03,38352
2016-05-04,37254
2016-05-05,37706
2016-05-06,36794
2016-05-07,36297
2016-05-08,34822
2016-05-09,33969
2016-05-10,34619
2016-05-11,35510
2016-05-12,35241
2016-05-13,34008
2016-05-14,33706
2016-05-15,34252
2016-05-16,34656
2016-05-17,35392
2016-05-18,36246
2016-05-19,37565
2016-05-22,37758
2016-05-23,36802
2016-05-24,37437
2016-05-25,38826
2016-05-26,40140
2016-05-27,40685
2016-05-28,38721
2016-05-29,38977
2016-05-30,39311
2016-05-31,39787
2016-06-01,40162
2016-06-02,41555
2016-06-03,42192
2016-06-04,43028
2016-06-05,43583
2016-06-06,45001
2016-06-07,45662
2016-06-08,45933
2016-06-09,44103
2016-06-10,43489
2016-06-11,42138
2016-06-12,41594
2016-06-13,40334
2016-06-14,40732
2016-06-15,41402
2016-06-16,40869
2016-06-17,40829
2016-06-18,40661
2016-06-19,40405
2016-06-20,39622
2016-06-21,40364
2016-06-22,40807
2016-06-23,40450
2016-06-24,40287
2016-06-25,40216
2016-06-26,40975
2016-06-27,40247
2016-06-28,40684
2016-06-29,41625
2016-06-30,40919
2016-07-01,40303
2016-07-02,40773
2016-07-03,39886
2016-07-04,40033
2016-07-05,39524
2016-07-06,39322
2016-07-07,39452
2016-07-08,39030
2016-07-09,39005
2016-07-10,38406
2016-07-11,37153
2016-07-12,37422
2016-07-13,37982
2016-07-14,38453
2016-07-15,38455
2016-07-16,36896
2016-07-17,35292
2016-07-18,34046
2016-07-24,40162
2016-07-25,38964
2016-07-26,39732
2016-07-27,40552
2016-07-28,39424
2016-07-29,39384
2016-07-30,40011
2016-07-31,39615
2016-08-01,39118
2016-08-02,39475
2016-08-03,39919
2016-08-04,40741
2016-08-05,39757
2016-08-06,41142
2016-08-07,40226
2016-08-08,39069
2016-08-09,38629
2016-08-10,37871
2016-08-11,38308
2016-08-12,38221
2016-08-13,38687
2016-08-14,39302
2016-08-15,38228
2016-08-16,38126
2016-08-17,37920
2016-08-18,39593
2016-08-19,40241
2016-08-20,41073
2016-08-21,40048
2016-08-22,39829
2016-08-23,40530
2016-08-24,41208
2016-08-25,42176
2016-08-26,40877
2016-08-28,39257
2016-08-31,39823
2016-09-01,41797
2016-09-02,43887
2016-09-03,45359
2016-09-04,46794
2016-09-05,47749
2016-09-06,48410
2016-09-07,47615
2016-09-08,45474
2016-09-09,45231
2016-09-10,43333
2016-09-11,41765
2016-09-12,42707
2016-09-13,42520
2016-09-14,42471
2016-09-15,41175
2016-09-16,41455
2016-09-17,39898
2016-09-18,38043
2016-09-19,36584
2016-09-20,35858
2016-09-21,36965
2016-09-22,36671
2016-09-23,34985
2016-09-24,34512
2016-09-25,33184
2016-09-26,34110
2016-09-27,34714
2016-09-28,34268
2016-09-29,35071
2016-09-30,35253
2016-10-01,33648
2016-10-02,32480
2016-10-03,32169
2016-10-04,33475
2016-10-05,34345
2016-10-06,35284
2016-10-07,35246
2016-10-08,34241
2016-10-09,34064
2016-10-10,35183
2016-10-11,34333
2016-10-12,34270
2016-10-13,33858
2016-10-14,33426
2016-10-15,32964
2016-10-16,33352
2016-10-17,32944
2016-10-18,33650
2016-10-19,33343
2016-10-20,34647
2016-10-21,34189
2016-10-22,33783
2016-10-23,34074
2016-10-24,34275
2016-10-25,34755
2016-10-26,34780
2016-10-27,35461
2016-10-28,36146
2016-10-29,35274
2016-10-30,35501
2016-10-31,35065
2016-11-01,35083
2016-11-02,35385
2016-11-03,35555
2016-11-04,35470
2016-11-05,36374
2016-11-06,35743
2016-11-07,35108
2016-11-08,34878
2016-11-09,35225
2016-11-10,35392
2016-11-11,34837
2016-11-12,34628
2016-11-13,34522
2016-11-14,34431
2016-12-08,38822
2016-12-09,38702
2016-12-10,37431
2016-12-11,36721
2016-12-12,37683
2016-12-13,38354
2016-12-14,38416
2016-12-15,38380
2016-12-16,38217
2016-12-17,37636
2016-12-18,37377
2016-12-19,36862
2016-12-20,36113
2016-12-21,35678
2016-12-22,36115
2016-12-23,35568
2016-12-24,34877
2016-12-25,33870
2016-12-26,32406
2016-12-27,32656
2016-12-28,33414
2016-12-29,33356
2016-12-30,33184
2016-12-31,32709
2017-01-01,32615
2017-01-02,32015
2017-01-03,31706
2017-01-04,30308
2017-01-05,28848
2017-01-06,27594
2017-01-07,26971
2017-01-08,27386
2017-01-09,28212
2017-01-10,29185
2017-01-11,30275
2017-01-12,30155
2017-01-13,29981
2017-01-14,29167
2017-01-15,29089
2017-01-16,29165
2017-01-17,30050
2017-01-18,29237
2017-01-19,29049
2017-01-20,29743
2017-01-21,29666
2017-01-22,30234
2017-01-27,30797
2017-01-28,30773
2017-01-29,29720
2017-01-30,29074
2017-01-31,27977
2017-02-01,28627
2017-02-02,28279
2017-02-03,28378
2017-02-04,27889
2017-02-05,27338
2017-02-06,27428
2017-02-07,27845
2017-02-08,26785
2017-02-09,25538
2017-02-10,24551
2017-02-11,23957
2017-02-12,23270
2017-02-13,23629
2017-02-14,24474
2017-02-15,24610
2017-02-16,24994
2017-02-18,24411
2017-02-19,23526
2017-02-20,24322
2017-02-21,24489
2017-02-22,24182
2017-02-23,23911
2017-02-24,22786
2017-02-25,21696
2017-02-26,20611
2017-02-27,19625
2017-02-28,19393
2017-03-01,19630
2017-03-02,20200
2017-03-03,19864
2017-03-04,19773
2017-03-05,19604
2017-03-06,19652
2017-03-07,19471
2017-03-08,20106
2017-03-09,20594
2017-03-10,19899
2017-03-11,19114
2017-03-12,19137
2017-03-13,19487
2017-03-14,19101
2017-03-15,18801
2017-03-16,18898
2017-03-17,18820
2017-03-18,18865
2017-03-19,18281
2017-03-20,18264
2017-03-21,18218
2017-03-22,18624
2017-03-23,19077
2017-03-24,19219
2017-03-25,19726
2017-03-26,20273
2017-03-27,20975
2017-03-28,20842
2017-03-29,21383
2017-03-30,20456
2017-03-31,19868
2017-04-01,19468
2017-04-02,19612
2017-04-03,19717
2017-04-04,19209
2017-04-12,18866
2017-04-13,18029
2017-04-14,17466
2017-04-15,17905
2017-04-16,17832
2017-04-17,17672
2017-04-18,17714
2017-04-19,18178
2017-04-20,18407
2017-04-21,18251
2017-04-22,18105
2017-04-23,17667
2017-04-24,17603
2017-04-25,17817
2017-04-26,17974
2017-04-27,18104
2017-04-28,17843
2017-04-29,17772
2017-04-30,17499
2017-05-01,17834
2017-05-02,18108
2017-05-03,18239
2017-05-04,18308
2017-05-05,18061
2017-05-06,17714
2017-05-07,17236
2017-05-08,16913
2017-05-09,17052
2017-05-10,17473
2017-05-11,17413
2017-05-12,17660
2017-05-13,17948
2017-05-14,18119
2017-05-15,17864
2017-05-16,18194
2017-05-17,18486
2017-05-18,18488
2017-05-19,18723
2017-05-20,18909
2017-05-21,18769
2017-05-22,18695
2017-05-23,18088
2017-05-24,18130
2017-05-25,18781
2017-05-26,19692
2017-05-27,20518
2017-05-28,21260
2017-05-29,21391
2017-05-30,21213
2017-05-31,20541
2017-06-01,20415
2017-06-02,20139
2017-06-03,19813
2017-06-06,20529
2017-06-07,20242
2017-06-08,20356
2017-06-09,20959
2017-06-10,21117
2017-06-11,21347
2017-06-12,20876
2017-06-13,20643
2017-06-14,20884
2017-06-15,21298
2017-06-16,21578
2017-06-17,21732
2017-06-18,21801
2017-06-19,21360
2017-06-20,21621
2017-06-21,21740
2017-06-22,21927
2017-06-23,22010
2017-06-24,21614
2017-06-25,21566
2017-06-26,21386
2017-06-27,21388
2017-06-28,21608
2017-06-29,21574
2017-06-30,21370
2017-07-01,21252
2017-07-02,20949
2017-07-03,20299
2017-07-04,19536
2017-07-05,19098
2017-07-06,19613
2017-07-07,19972
2017-07-08,19986
2017-07-13,21464
2017-07-14,22480
2017-07-15,23480
2017-07-16,23763
2017-07-17,24686
2017-07-18,25762
2017-07-19,26385
2017-07-20,25977
2017-07-21,25132
2017-07-22,24184
2017-07-23,24212
2017-07-24,24496
2017-07-25,25579
2017-07-26,26829
2017-07-27,27972
2017-07-28,27528
2017-07-29,27572
2017-07-30,28110
2017-07-31,29332
2017-08-01,30261
2017-08-02,30164
2017-08-03,30973
2017-08-04,30699
2017-08-05,30177
2017-08-06,30761
2017-08-09,30945
2017-08-10,31564
2017-08-11,32647
2017-08-12,33250
2017-08-13,33759
2017-08-14,34485
2017-08-15,35512
2017-08-16,37066
2017-08-17,38505
2017-08-18,38621
2017-08-19,37301
2017-08-20,36684
2017-08-21,36304
2017-08-22,34636
2017-08-23,33621
2017-08-24,34317
2017-08-25,35137
2017-08-26,34810
2017-08-27,35998
2017-08-28,37589
2017-08-29,38217
2017-08-30,39392
2017-08-31,40822
2017-09-01,42216
2017-09-02,41755
2017-09-03,39947
2017-09-04,40819
2017-09-05,40535
2017-09-06,40232
2017-09-07,38809
2017-09-08,38986
2017-09-09,39821
2017-09-10,41704
2017-09-11,43736
2017-09-12,45553
2017-09-13,46862
2017-09-14,48952
2017-09-15,47963
2017-09-16,47646
2017-09-17,49607
2017-09-19,50605
2017-09-20,50674
2017-09-21,49717
2017-09-22,49372
2017-09-23,49187
2017-09-24,49629
2017-09-25,49429
2017-09-26,49603
2017-09-27,50007
2017-09-28,50852
2017-09-29,51187
2017-09-30,51255
2017-10-01,50484
2017-10-02,49639
2017-10-03,47876
2017-10-04,46442
2017-10-05,46435
2017-10-06,46484
2017-10-07,46468
2017-10-08,46798
2017-10-09,45563
2017-10-10,44110
2017-10-11,43867
2017-10-12,44662
2017-10-13,44644
2017-10-14,44801
2017-10-15,44167
2017-10-16,43837
2017-10-17,43789
2017-10-18,42741
2017-10-19,42386
2017-10-20,41710
2017-10-21,41831
2017-10-22,41268
2017-10-23,42196
2017-10-24,42434
2017-10-25,43352
2017-10-26,43570
2017-10-27,44787
2017-10-28,44336
2017-10-29,44786
2017-10-30,45709
2017-10-31,46023
2017-11-01,45684
2017-11-02,47211
2017-11-03,47382
2017-11-04,47171
2017-11-05,47089
2017-11-06,47563
2017-11-07,47598
2017-11-08,48549
2017-11-09,49462
2017-11-10,49433
2017-11-11,49351
2017-11-12,49377
2017-11-13,49271
2017-11-14,48961
2017-11-15,48858
2017-11-16,48426
2017-11-17,48132
2017-11-18,48232
2017-11-19,49156
2017-11-20,49027
2017-11-21,49796
2017-11-22,50565
2017-11-23,50390
2017-11-24,49694
2017-11-25,49163
2017-11-26,48757
2017-11-27,48645
2017-11-28,48923
2017-11-29,49601
2017-11-30,50764
2017-12-01,51043
2017-12-02,52317
2017-12-03,54317
2017-12-04,55541
2017-12-05,57675
2017-12-06,59702
2017-12-07,60011
2017-12-08,58588
2017-12-09,57530
2017-12-10,57149
2017-12-11,57232
2017-12-12,57503
2017-12-13,57219
2017-12-14,57042
2017-12-15,57424
2017-12-16,57246
2017-12-17,56115
2017-12-18,54420
2017-12-19,52348
2017-12-20,51052
2017-12-21,48708
2017-12-22,48814
2017-12-23,49386
2017-12-24,50095
2017-12-25,50548
2017-12-26,51091
2017-12-27,52831
2017-12-28,53843
2017-12-29,53357
2017-12-30,51855
2017-12-31,51329
2018-01-01,50995
2018-01-02,50796
2018-01-03,50684
2018-01-04,48385
2018-01-05,47191
2018-01-06,48653
2018-01-07,50935
2018-01-08,51140
2018-01-09,52355
2018-01-10,53762
2018-01-11,55613
2018-01-12,58005
2018-01-13,60366
2018-01-14,62271
2018-01-15,65252
2018-01-16,68418
2018-01-17,71466
2018-01-18,70916
2018-01-19,69854
2018-01-20,67047
2018-01-21,65307
2018-01-22,62298
2018-01-23,64562
2018-01-24,67101
2018-01-25,69431
2018-01-26,68137
2018-01-27,66697
2018-01-28,68049
2018-01-29,70703
2018-01-30,71572
2018-02-01,72207
2018-02-02,71966
2018-02-03,72000
2018-02-04,72168
2018-02-05,73312
2018-02-06,73585
2018-02-07,74509
2018-02-08,74528
2018-02-09,74694
2018-02-10,72612
2018-02-11,69569
2018-02-12,68081
2018-02-13,69838
2018-02-14,69686
2018-02-15,71075
2018-02-16,71517
2018-02-17,71662
2018-02-18,71475
2018-02-19,71449
2018-02-20,71995
2018-02-21,72604
2018-02-22,74533
2018-02-23,74425
2018-02-24,74308
2018-02-25,73248
2018-02-26,73043
2018-02-27,73167
2018-02-28,74532
2018-03-01,74057
2018-03-02,73668
2018-03-03,73251
2018-03-04,72700
2018-03-05,74145
2018-03-06,76737
2018-03-07,80563
2018-03-08,84186
2018-03-09,87107
2018-03-10,83708
2018-03-11,82023
2018-03-12,80736
2018-03-13,80686
2018-03-14,80817
2018-03-15,82664
2018-03-16,83582
2018-03-17,84417
2018-03-18,85229
2018-03-19,85394
2018-03-20,85445
2018-03-21,86152
2018-03-23,83635
2018-03-24,83343
2018-03-26,80986
2018-03-27,80095
2018-03-28,79582
2018-03-29,78124
2018-03-30,76265
2018-03-31,73332
2018-04-01,73280
2018-04-02,75471
2018-04-03,78775
2018-04-04,80789
2018-04-05,80795
2018-04-06,81741
2018-04-08,80778
2018-04-09,80729
2018-04-10,82218
2018-04-11,82042
2018-04-12,84964
2018-04-13,84104
2018-04-14,83022
2018-04-16,81307
2018-04-17,81116
2018-04-18,81702
2018-04-19,82387
2018-04-20,83381
2018-04-21,83359
2018-04-22,82822
2018-04-23,83608
2018-04-24,83869
2018-04-25,83573
2018-04-26,83126
2018-04-27,82923
2018-04-28,81833
2018-04-29,81377
2018-04-30,81468
2018-05-01,81152
2018-05-02,80836
2018-05-03,80920
2018-05-04,80155
2018-05-05,80160
2018-05-06,80086
2018-05-07,80073
2018-05-08,80311
2018-05-09,80990
2018-05-10,80338
2018-05-11,80255
2018-05-12,80130
2018-05-13,79881
2018-05-14,79994
2018-05-15,80076
2018-05-16,80284
2018-05-17,80345
2018-05-18,80272
2018-05-19,80215
2018-05-20,79865
2018-05-21,80175
2018-05-22,80709
2018-05-23,80351
2018-05-24,80431
2018-05-25,80188
2018-05-26,80717
2018-05-27,80808
2018-05-28,81130
2018-05-29,82122
2018-05-30,82695
2018-05-31,83343
2018-06-01,82978
2018-06-02,82674
2018-06-03,82388
2018-06-04,82139
2018-06-05,82577
2018-06-06,81791
2018-06-07,80414
2018-06-08,78831
2018-06-09,77870
2018-06-10,76021
2018-06-11,74207
2018-06-12,70902
2018-06-13,68304
2018-06-14,68022
2018-06-15,67608
2018-06-16,68543
2018-06-17,69123
2018-06-18,70359
2018-06-19,70730
2018-06-20,71510
2018-06-21,73515
2018-06-22,74615
2018-06-23,74479
2018-06-24,74356
2018-06-25,74139
2018-06-26,73822
2018-06-27,73761
2018-06-28,71268
2018-06-29,69316
2018-06-30,66987
2018-07-01,66472
2018-07-02,66790
2018-07-03,67229
2018-07-04,67065
2018-07-05,67623
2018-07-06,68229
2018-07-07,66971
2018-07-08,66246
2018-07-09,66261
2018-07-10,66938
2018-07-11,68146
2018-07-12,70051
2018-07-13,69865
2018-07-14,70460
2018-07-15,69699
2018-07-16,69945
2018-07-17,70393
2018-07-18,70674
2018-07-19,70327
2018-07-20,69209
2018-07-21,67894
2018-07-22,66892
2018-07-23,67404
2018-07-24,70565
2018-07-25,72508
2018-07-26,74187
2018-07-27,74134
2018-07-28,71945
2018-07-29,71439
2018-07-30,71543
2018-07-31,72215
2018-08-01,72541
2018-08-02,74189
2018-08-03,74979
2018-08-04,75264
2018-08-05,74593
2018-08-06,74100
2018-08-07,73367
2018-08-08,73485
2018-08-09,73174
2018-08-10,73128
2018-08-11,73081
2018-08-12,72916
2018-08-14,73472
2018-08-16,76322
2018-08-17,76970
2018-08-18,77295
2018-08-19,76516
2018-08-20,76347
2018-08-21,78593
2018-08-22,80728
2018-08-23,81004
2018-08-24,80505
2018-08-25,78266
2018-08-26,75798
2018-08-27,76321
2018-08-28,76741
2018-08-29,77384
2018-08-30,77837
2018-08-31,78276
2018-09-01,78501
2018-09-02,77066
2018-09-03,77427
2018-09-04,79470
2018-09-05,82052
2018-09-06,85379
2018-09-07,87359
2018-09-08,86819
2018-09-09,86367
2018-09-10,86783
2018-09-11,87149
2018-09-12,86417
2018-09-13,86293
2018-09-14,83978
2018-09-15,81489
2018-09-16,81280
2018-09-17,79831
2018-09-18,77749
2018-09-19,78827
2018-09-20,79797
2018-09-21,79803
2018-09-22,79589
2018-09-23,79515
2018-09-24,80130
2018-09-25,80606
2018-09-26,81562
2018-09-27,83236
2018-09-28,85270
2018-09-29,84658
2018-09-30,85756
2018-10-02,87624
2018-10-03,88706
2018-10-04,88268
2018-10-05,91318
2018-10-06,90950
2018-10-07,91374
2018-10-08,90997
2018-10-09,90312
2018-10-10,90547
2018-10-11,89398
2018-10-12,87840
2018-10-13,86268
2018-10-14,85273
2018-10-15,84883
2018-10-16,85971
2018-10-17,87112
2018-10-18,89236
2018-10-19,90056
2018-10-20,88900
2018-10-21,88271
2018-10-22,87513
2018-10-23,87424
2018-10-24,87015
2018-10-25,87062
2018-10-26,87555
2018-10-27,87093
2018-10-28,86042
2018-10-29,86270
2018-10-30,85975
2018-10-31,86647
2018-11-01,87387
2018-11-03,87974
2018-11-04,86869
2018-11-05,86659
2018-11-06,87489
2018-11-07,88626
2018-11-08,89380
2018-11-09,89868
2018-11-10,89152
2018-11-11,87968
2018-11-12,88242
2018-11-13,89480
2018-11-14,89106
2018-11-15,88998
2018-11-16,87730
2018-11-17,86192
2018-11-18,83675
2018-11-19,83882
2018-11-20,83117
2018-11-21,81541
2018-11-22,80211
2018-11-23,79199
2018-11-24,77034
2018-11-25,78672
2018-11-26,79862
2018-11-27,81950
2018-11-28,82883
2018-11-29,82856
2018-12-01,80968
2018-12-02,81428
2018-12-03,81078
2018-12-04,81329
2018-12-05,81461
2018-12-07,80127
2018-12-09,77013
2018-12-10,75950
2018-12-11,74949
2018-12-12,75293
2018-12-13,76873
2018-12-14,75966
2018-12-15,75024
2018-12-16,73523
2018-12-17,73806
2018-12-18,74641
2018-12-19,75501
2018-12-20,75363
2018-12-21,75284
2018-12-22,75609
2018-12-23,75895
2018-12-24,76053
2018-12-25,77918
2018-12-26,78557
2018-12-27,78395
2018-12-28,79214
2018-12-29,77902
2018-12-30,76782
2018-12-31,75957
2019-01-01,75031
2019-01-02,76182
2019-01-03,78285
2019-01-04,81367
2019-01-05,82277
2019-01-06,80101
2019-01-08,79872
2019-01-10,76395
2019-01-11,77345
2019-01-12,77614
2019-01-13,79016
2019-01-14,78283
2019-01-15,76865
2019-01-16,73972
2019-01-17,71626
2019-01-18,72217
2019-01-19,73379
2019-01-20,74062
2019-01-21,74957
2019-01-22,75330
2019-01-23,74958
2019-01-24,73923
2019-01-25,73765
2019-01-26,71054
2019-01-27,69483
2019-01-28,69592
2019-01-29,70164
2019-01-30,70419
2019-01-31,69850
2019-02-01,68184
2019-02-02,66127
2019-02-03,64221
2019-02-04,62969
2019-02-05,61482
2019-02-06,60055
2019-02-07,57711
2019-02-08,55470
2019-02-09,56047
2019-02-10,56949
2019-02-11,56082
2019-02-12,55814
2019-02-13,57267
2019-02-14,59727
2019-02-15,59866
2019-02-16,57664
2019-02-17,56486
2019-02-18,55209
2019-02-19,54870
2019-02-20,57146
2019-02-21,58566
2019-02-22,58121
2019-02-23,57668
2019-02-24,56431
2019-02-25,56405
2019-02-26,55607
2019-02-27,55394
2019-02-28,55091
2019-03-01,55065
2019-03-02,55097
2019-03-03,55042
2019-03-04,54834
2019-03-05,53514
2019-03-06,53006
2019-03-07,53251
2019-03-08,53422
2019-03-09,51951
2019-03-10,52380
2019-03-11,53723
2019-03-12,53999
2019-03-13,53804
2019-03-14,53552
2019-03-15,53083
2019-03-16,52794
2019-03-17,51852
2019-03-18,51492
2019-03-19,50496
2019-03-20,50517
2019-03-21,50228
2019-03-22,49149
2019-03-23,47622
2019-03-24,46980
2019-03-25,47022
2019-03-26,47487
2019-03-27,47663
2019-03-28,47863
2019-03-29,47896
2019-03-30,47815
2019-03-31,47843
