date_obj,Dragon%20sword price
2017-06-28,981109
2017-06-29,964807
2017-06-30,948978
2017-07-01,945983
2017-07-02,937949
2017-07-03,925836
2017-07-04,923416
2017-07-05,958409
2017-07-06,982084
2017-07-07,970960
2017-07-08,960928
2017-07-13,1047571
2017-07-14,1030122
2017-07-15,1077624
2017-07-16,1126136
2017-07-17,1127568
2017-07-18,1113635
2017-07-19,1117108
2017-07-20,1119191
2017-07-21,1151259
2017-07-22,1167117
2017-07-23,1152111
2017-07-24,1144373
2017-07-25,1131146
2017-07-26,1100028
2017-07-27,1045745
2017-07-28,1005104
2017-07-29,1019395
2017-07-30,988342
2017-07-31,975525
2017-08-01,957248
2017-08-02,934449
2017-08-03,927254
2017-08-04,910821
2017-08-05,876387
2017-08-06,848575
2017-08-09,844445
2017-08-10,870289
2017-08-11,889755
2017-08-12,900185
2017-08-13,901197
2017-08-14,904323
2017-08-15,906944
2017-08-16,922170
2017-08-17,919943
2017-08-18,911175
2017-08-19,917527
2017-08-20,957837
2017-08-21,971436
2017-08-22,961085
2017-08-23,957061
2017-08-24,978001
2017-08-25,1025949
2017-08-26,1044539
2017-08-27,995811
2017-08-28,989872
2017-08-29,990584
2017-08-30,986041
2017-08-31,984952
2017-09-01,983698
2017-09-03,950120
2017-09-04,912160
2017-09-05,909073
2017-09-06,906666
2017-09-07,930548
2017-09-08,922042
2017-09-09,934504
2017-09-10,939039
2017-09-11,898203
2017-09-12,876806
2017-09-13,856331
2017-09-14,863779
2017-09-15,840179
2017-09-16,824020
2017-09-17,803179
2017-09-18,780205
2017-09-19,803941
2017-09-20,839649
2017-09-21,837482
2017-09-22,825313
2017-09-23,811423
2017-09-24,819706
2017-09-25,852833
2017-09-26,838692
2017-09-27,841363
2017-09-28,801412
2017-09-29,780370
2017-09-30,772591
2017-10-01,775192
2017-10-02,791256
2017-10-03,829382
2017-10-04,857224
2017-10-05,853880
2017-10-06,852565
2017-10-07,865684
2017-10-08,884097
2017-10-09,928302
2017-10-10,974718
2017-10-11,1023454
2017-10-12,1074627
2017-10-13,1072443
2017-10-14,1025205
2017-10-15,988559
2017-10-16,949025
2017-10-17,909447
2017-10-18,875622
2017-10-19,856640
2017-10-20,829504
2017-10-21,821149
2017-10-22,853251
2017-10-23,869727
2017-10-24,879794
2017-10-25,914798
2017-10-26,946526
2017-10-27,965281
2017-10-28,961027
2017-10-29,979574
2017-10-30,979224
2017-10-31,991231
2017-11-01,986734
2017-11-02,972744
2017-11-03,954724
2017-11-04,933171
2017-11-05,900087
2017-11-06,861453
2017-11-07,850282
2017-11-08,845749
2017-11-09,828942
2017-11-10,819178
2017-11-11,843069
2017-11-12,885222
2017-11-13,902772
2017-11-14,901593
2017-11-15,883857
2017-11-16,856499
2017-11-17,819214
2017-11-18,781363
2017-11-19,777398
2017-11-20,807534
2017-11-21,847911
2017-11-22,890307
2017-11-23,934349
2017-11-24,972100
2017-11-25,925169
2017-11-26,878910
2017-11-27,835657
2017-11-28,803478
2017-11-29,774354
2017-11-30,738828
2017-12-01,744829
2017-12-02,782071
2017-12-03,789559
2017-12-04,787718
2017-12-05,762463
2017-12-06,735788
2017-12-07,721795
2017-12-08,720184
2017-12-09,738771
2017-12-10,725483
2017-12-11,709375
2017-12-12,708793
2017-12-13,710947
2017-12-14,698509
2017-12-15,688275
2017-12-16,694940
2017-12-17,692768
2017-12-18,678337
2017-12-19,667866
2017-12-20,652480
2017-12-21,642700
2017-12-22,632102
2017-12-23,616317
2017-12-24,600100
2017-12-25,587864
2017-12-26,570871
2017-12-27,592250
2017-12-28,620915
2017-12-29,644827
2017-12-30,637110
2017-12-31,635989
2018-01-01,629983
2018-01-02,623895
2018-01-03,622728
2018-01-04,619636
2018-01-05,621421
2018-01-06,594864
2018-01-07,598062
2018-01-08,588310
2018-01-09,577232
2018-01-10,569643
2018-01-11,564905
2018-01-12,567386
2018-01-13,568313
2018-01-14,552479
2018-01-15,548923
2018-01-16,571945
2018-01-17,578947
2018-01-18,588296
2018-01-19,581316
2018-01-20,586405
2018-01-21,585182
2018-01-22,567167
2018-01-23,555878
2018-01-25,540987
2018-01-26,554014
2018-01-27,549363
2018-01-28,546640
2018-01-29,542948
2018-01-30,547272
2018-01-31,538942
2018-02-01,522243
2018-02-02,521795
2018-02-03,509157
2018-02-04,494800
2018-02-05,485562
2018-02-06,468981
2018-02-07,453968
2018-02-08,449680
2018-02-09,437881
2018-02-10,422517
2018-02-11,438320
2018-02-12,441573
2018-02-13,424494
2018-02-14,414117
2018-02-15,418354
2018-02-16,428820
2018-02-17,433230
2018-02-18,411814
2018-02-19,413418
2018-02-20,428729
2018-02-21,446876
2018-02-22,466345
2018-02-23,479726
2018-02-24,503713
2018-02-25,527733
2018-02-26,553793
2018-02-27,574008
2018-02-28,602709
2018-03-01,631896
2018-03-02,659223
2018-03-03,674699
2018-03-04,663907
2018-03-05,653295
2018-03-06,634729
2018-03-07,621809
2018-03-09,624513
2018-03-10,604605
2018-03-11,574774
2018-03-12,546035
2018-03-13,518733
2018-03-14,509907
2018-03-15,504833
2018-03-16,510937
2018-03-17,505068
2018-03-18,502998
2018-03-20,496273
2018-03-21,495595
2018-03-23,472321
2018-03-24,451660
2018-03-25,435708
2018-03-26,418644
2018-03-27,399276
2018-03-28,395735
2018-03-29,406457
2018-03-30,426197
2018-03-31,437614
2018-04-01,445190
2018-04-02,467116
2018-04-03,490472
2018-04-04,508493
2018-04-05,504602
2018-04-06,507645
2018-04-07,532299
2018-04-08,528904
2018-04-09,510906
2018-04-10,495113
2018-04-11,475015
2018-04-12,465178
2018-04-13,458887
2018-04-14,463043
2018-04-15,466641
2018-04-16,471327
2018-04-17,464321
2018-04-18,461749
2018-04-19,461100
2018-04-20,462347
2018-04-21,455574
2018-04-22,462387
2018-04-23,476939
2018-04-24,499521
2018-04-25,521901
2018-04-26,537684
2018-04-27,549900
2018-04-28,551611
2018-04-29,569267
2018-04-30,588847
2018-05-01,605537
2018-05-03,597513
2018-05-04,571936
2018-05-05,573711
2018-05-07,597889
2018-05-08,616522
2018-05-09,622529
2018-05-10,641992
2018-05-11,645903
2018-05-12,673235
2018-05-13,706897
2018-05-14,742242
2018-05-15,770983
2018-05-16,807347
2018-05-17,843468
2018-05-18,885113
2018-05-19,926442
2018-05-20,942979
2018-05-21,923522
2018-05-22,892405
2018-05-23,855485
2018-05-24,815693
2018-05-25,786586
2018-05-26,757252
2018-05-27,745053
2018-05-28,732273
2018-05-29,711820
2018-05-30,682577
2018-05-31,668963
2018-06-01,660667
2018-06-02,670549
2018-06-03,685118
2018-06-04,683364
2018-06-05,687136
2018-06-06,697875
2018-06-07,681270
2018-06-08,689610
2018-06-09,708887
2018-06-10,741324
2018-06-11,774866
2018-06-12,754501
2018-06-13,737321
2018-06-14,706138
2018-06-15,698288
2018-06-16,667594
2018-06-17,644745
2018-06-18,649007
2018-06-19,653235
2018-06-20,665015
2018-06-21,644115
2018-06-22,631457
2018-06-23,635376
2018-06-24,643927
2018-06-25,659537
2018-06-26,676481
2018-06-27,674997
2018-06-28,684786
2018-06-29,703054
2018-06-30,697263
2018-07-01,690106
2018-07-02,679118
2018-07-03,676838
2018-07-04,674087
2018-07-05,666621
2018-07-06,655689
2018-07-07,661144
2018-07-08,674605
2018-07-09,683146
2018-07-10,683615
2018-07-11,710324
2018-07-12,726484
2018-07-13,720231
2018-07-14,726969
2018-07-15,736740
2018-07-16,751887
2018-07-17,761239
2018-07-18,763111
2018-07-19,774282
2018-07-20,774913
2018-07-21,778542
2018-07-22,800465
2018-07-23,822265
2018-07-24,827773
2018-07-25,822173
2018-07-26,814558
2018-07-27,798309
2018-07-28,777313
2018-07-29,762003
2018-07-30,749841
2018-07-31,734056
2018-08-01,728497
2018-08-02,722692
2018-08-03,730308
2018-08-04,757064
2018-08-05,788062
2018-08-06,825718
2018-08-07,847791
2018-08-08,863961
2018-08-09,873221
2018-08-10,902307
2018-08-11,914634
2018-08-12,951879
2018-08-14,936968
2018-08-16,974549
2018-08-17,979410
2018-08-18,993964
2018-08-19,990779
2018-08-20,974711
2018-08-21,973715
2018-08-22,961043
2018-08-23,937252
2018-08-24,915631
2018-08-25,906729
2018-08-26,901659
2018-08-27,896927
2018-08-28,892383
2018-08-29,878866
2018-08-30,879772
2018-08-31,872074
2018-09-01,849702
2018-09-02,857251
2018-09-03,829536
2018-09-04,824903
2018-09-05,824706
2018-09-06,819189
2018-09-07,820843
2018-09-08,823634
2018-09-09,808174
2018-09-10,794875
2018-09-11,816111
2018-09-12,843106
2018-09-13,850507
2018-09-14,836153
2018-09-15,833436
2018-09-16,857147
2018-09-17,872676
2018-09-18,899942
2018-09-19,888343
2018-09-20,896363
2018-09-21,895853
2018-09-22,913837
2018-09-23,941141
2018-09-24,959344
2018-09-25,978084
2018-09-26,997145
2018-09-27,999325
2018-09-28,992214
2018-09-29,977779
2018-09-30,987563
2018-10-01,1004273
2018-10-02,1023523
2018-10-03,1020982
2018-10-04,1001103
2018-10-05,976222
2018-10-06,960144
2018-10-07,959926
2018-10-08,970290
2018-10-09,941570
2018-10-10,903179
2018-10-11,881267
2018-10-12,894938
2018-10-13,899402
2018-10-14,885459
2018-10-15,887813
2018-10-16,892421
2018-10-17,905871
2018-10-18,931452
2018-10-19,977954
2018-10-20,1026852
2018-10-21,1076660
2018-10-22,1115878
2018-10-23,1144417
2018-10-24,1119058
2018-10-25,1122294
2018-10-26,1126859
2018-10-27,1107673
2018-10-28,1065958
2018-10-29,1033838
2018-10-30,1035946
2018-10-31,1082995
2018-11-01,1121938
2018-11-03,1109325
2018-11-04,1134709
2018-11-05,1144422
2018-11-06,1166263
2018-11-07,1149828
2018-11-08,1127637
2018-11-09,1164881
2018-11-10,1193660
2018-11-11,1250891
2018-11-12,1312583
2018-11-13,1375811
2018-11-14,1438294
2018-11-15,1502822
2018-11-16,1576763
2018-11-17,1653053
2018-11-18,1723316
2018-11-19,1807022
2018-11-20,1871365
2018-11-21,1873769
2018-11-22,1814438
2018-11-23,1730126
2018-11-24,1712770
2018-11-25,1693114
2018-11-26,1688228
2018-11-27,1735908
2018-11-28,1803249
2018-11-29,1819580
2018-12-01,1858548
2018-12-02,1939140
2018-12-03,1982032
2018-12-04,1955105
2018-12-05,1931067
2018-12-07,1790446
2018-12-09,1679523
2018-12-10,1618030
2018-12-11,1556663
2018-12-12,1540508
2018-12-13,1494833
2018-12-14,1477103
2018-12-15,1507943
2018-12-16,1447169
2018-12-17,1432871
2018-12-18,1380982
2018-12-19,1331949
2018-12-20,1311808
2018-12-21,1320194
2018-12-22,1319647
2018-12-23,1302812
2018-12-24,1334650
2018-12-25,1307091
2018-12-26,1313744
2018-12-27,1306467
2018-12-28,1309878
2018-12-29,1321109
2018-12-30,1304717
2018-12-31,1283904
2019-01-01,1257795
2019-01-02,1259714
2019-01-03,1263872
2019-01-04,1310545
2019-01-05,1367856
2019-01-06,1405485
2019-01-08,1476032
2019-01-10,1444311
2019-01-11,1372095
2019-01-12,1303490
2019-01-13,1238315
2019-01-14,1176399
2019-01-15,557452
2019-01-16,529579
2019-01-17,503100
2019-01-18,477945
2019-01-19,454065
2019-01-20,431361
2019-01-21,409792
2019-01-22,389302
2019-01-23,369836
2019-01-24,351344
2019-01-25,333776
2019-01-26,317087
2019-01-27,301232
2019-01-28,286170
2019-01-29,271861
2019-01-30,258267
2019-01-31,245353
2019-02-01,233085
2019-02-02,221430
2019-02-03,210446
2019-02-04,201270
2019-02-05,193263
2019-02-06,185779
2019-02-07,176490
2019-02-08,167665
2019-02-09,159281
2019-02-10,151316
2019-02-11,143750
2019-02-12,136562
2019-02-13,129733
2019-02-14,123246
2019-02-15,117083
2019-02-16,111228
2019-02-17,105666
2019-02-18,100382
2019-02-19,95362
2019-02-20,90593
2019-02-21,86063
2019-02-22,81778
2019-02-23,78790
2019-02-24,77340
2019-02-25,80070
2019-02-26,84074
2019-02-27,88278
2019-02-28,92676
2019-03-01,96936
2019-03-02,101764
2019-03-03,106847
2019-03-04,112160
2019-03-05,117699
2019-03-06,123566
2019-03-07,129555
2019-03-08,135962
2019-03-09,141994
2019-03-10,147556
2019-03-11,149035
2019-03-12,142925
2019-03-13,135778
2019-03-14,128989
2019-03-15,122539
2019-03-16,116412
2019-03-17,110591
2019-03-18,105061
2019-03-19,102470
2019-03-20,101226
2019-03-21,98801
2019-03-22,99730
2019-03-23,103123
2019-03-24,98590
2019-03-25,97475
2019-03-26,99217
2019-03-27,100087
2019-03-28,99245
2019-03-29,98715
2019-03-30,101633
2019-03-31,100555
2019-04-01,97578
2019-04-02,98902
2019-04-03,99945
2019-04-04,99301
2019-04-05,102341
2019-04-06,99677
2019-04-07,99457
2019-04-08,99614
2019-04-09,104136
2019-04-10,107249
2019-04-11,102913
2019-04-12,104743
2019-04-13,109324
2019-04-14,112805
2019-04-15,117155
2019-04-16,122525
2019-04-17,119210
2019-04-18,116258
2019-04-19,118163
2019-04-20,117777
2019-04-21,115577
2019-04-22,113333
2019-04-23,108622
2019-04-24,103325
2019-04-25,98622
2019-04-26,94216
2019-04-27,90927
2019-04-28,88453
2019-04-29,88496
2019-04-30,90212
2019-05-01,89644
2019-05-02,85487
2019-05-03,81993
2019-05-04,79751
2019-05-05,79312
2019-05-06,79853
2019-05-07,82994
2019-05-08,85443
2019-05-09,86230
2019-05-10,87415
2019-05-11,86306
2019-05-12,88119
2019-05-13,87666
2019-05-14,86881
2019-05-15,86595
2019-05-16,85025
2019-05-17,85114
2019-05-18,86020
2019-05-19,88941
2019-05-20,91147
2019-05-21,92884
2019-05-22,92562
2019-05-23,93334
2019-05-24,95844
2019-05-25,98984
2019-05-26,98196
2019-05-27,98498
2019-05-28,100512
2019-05-29,98925
2019-05-30,93978
2019-05-31,91102
2019-06-01,87661
2019-06-02,84129
2019-06-03,82849
2019-06-04,80487
2019-06-05,79850
2019-06-06,80007
2019-06-07,81707
2019-06-08,80967
2019-06-09,80665
2019-06-10,79333
2019-06-11,77780
2019-06-12,77274
2019-06-13,76468
2019-06-14,76311
2019-06-15,76373
2019-06-16,76978
2019-06-17,77465
2019-06-18,78437
2019-06-19,77242
2019-06-20,75819
2019-06-21,75408
2019-06-22,75708
2019-06-23,76461
2019-06-24,76594
2019-06-25,76759
2019-06-26,77836
2019-06-27,78424
2019-06-28,77802
2019-06-29,78361
2019-06-30,78690
2019-07-01,78292
2019-07-02,79172
2019-07-03,78851
2019-07-04,78502
2019-07-05,78604
2019-07-06,77972
2019-07-07,77515
2019-07-08,77947
2019-07-09,77465
2019-07-10,76614
2019-07-11,76641
2019-07-12,77231
2019-07-13,77633
2019-07-14,77500
2019-07-15,77529
2019-07-16,81145
2019-07-17,79552
2019-07-18,78601
2019-07-19,78133
2019-07-20,78271
2019-07-21,78173
2019-07-22,78427
2019-07-23,79657
2019-07-24,78335
2019-07-25,77759
2019-07-26,78341
2019-07-27,77323
2019-07-28,76083
2019-07-29,73912
2019-07-30,70617
2019-07-31,67506
2019-08-01,65222
2019-08-02,62836
2019-08-03,65236
2019-08-04,66053
2019-08-05,63197
2019-08-06,60990
2019-08-07,58934
2019-08-08,56166
2019-08-09,53698
2019-08-10,56070
2019-08-11,57768
2019-08-12,60126
2019-08-13,60301
2019-08-14,61128
2019-08-15,58547
2019-08-16,56125
2019-08-17,55676
2019-08-18,57597
2019-08-19,58757
2019-08-20,59125
2019-08-21,59965
2019-08-22,60741
2019-08-23,60679
2019-08-24,59842
2019-08-24,59842
2019-08-25,59385
2019-08-25,59385
2019-08-26,58641
2019-08-27,58652
2019-08-27,58652
2019-08-28,58354
2019-08-29,58919
2019-08-30,59188
2019-08-31,58289
2019-09-01,58339
2019-09-02,59313
2019-09-03,58850
2019-09-04,56781
2019-09-05,53945
2019-09-06,51448
2019-09-07,49840
2019-09-08,50175
2019-09-09,51210
2019-09-10,52941
2019-09-11,54482
2019-09-12,55581
2019-09-13,56886
2019-09-14,57261
2019-09-15,58600
2019-09-16,58929
2019-09-17,59638
2019-09-18,58741
2019-09-19,57804
2019-09-20,57886
2019-09-21,59862
2019-09-22,61023
2019-09-23,61324
2019-09-24,60067
2019-09-25,59680
2019-09-26,60467
2019-09-27,63260
2019-09-28,62121
2019-09-29,59525
2019-09-30,57568
2019-10-01,59173
2019-10-02,60542
2019-10-03,62370
2019-10-04,62202
2019-10-05,60641
2019-10-06,59962
2019-10-07,58658
2019-10-08,56777
2019-10-09,56534
2019-10-10,54223
2019-10-11,56031
2019-10-12,56393
2019-10-13,55367
2019-10-14,55452
2019-10-15,54276
2019-10-16,53688
2019-10-17,53103
2019-10-18,53463
2019-10-19,53555
2019-10-20,55513
2019-10-21,56894
2019-10-22,57647
2019-10-23,58915
2019-10-24,59937
2019-10-25,58386
2019-10-26,57275
2019-10-27,56790
2019-10-28,53951
2019-10-29,51895
2019-10-30,50676
2019-10-31,50252
2019-11-01,51910
2019-11-02,54043
2019-11-03,54397
2019-11-04,54682
2019-11-05,56023
2019-11-06,55873
2019-11-07,54467
2019-11-08,52778
2019-11-09,50402
2019-11-10,48940
2019-11-11,47564
2019-11-12,47655
2019-11-13,48329
2019-11-14,48771
2019-11-15,49167
2019-11-16,49386
2019-11-17,51856
2019-11-18,51519
2019-11-19,51976
2019-11-20,52080
2019-11-21,51393
2019-11-22,51734
2019-11-23,51661
2019-11-24,52254
2019-11-25,52019
2019-11-26,51861
2019-11-27,52942
2019-11-28,52699
2019-11-29,54092
2019-11-30,56472
2019-12-01,58992
2019-12-02,61683
2019-12-03,62273
2019-12-04,60450
2019-12-05,59913
2019-12-06,62383
2019-12-07,64451
2019-12-08,66976
2019-12-09,65359
2019-12-10,62839
2019-12-11,60491
2019-12-12,59558
2019-12-13,58471
2019-12-14,58139
2019-12-15,57174
2019-12-16,58777
2019-12-17,61704
2019-12-18,64278
2019-12-19,65607
2019-12-20,68882
2019-12-21,70031
2019-12-22,70439
2019-12-23,73534
2019-12-24,72769
2019-12-25,72304
2019-12-26,69493
2019-12-27,69383
2019-12-28,70033
2019-12-29,72541
2019-12-30,72552
2019-12-31,71523
2020-01-01,70907
2020-01-02,70926
2020-01-03,72466
2020-01-04,75256
2020-01-05,77295
2020-01-06,74846
2020-01-07,75947
2020-01-08,76980
2020-01-09,78654
2020-01-10,77846
2020-01-11,75646
2020-01-12,76991
2020-01-13,79455
2020-01-14,80659
2020-01-15,79889
2020-01-16,81073
2020-01-17,81196
2020-01-18,81550
2020-01-19,82207
2020-01-20,82726
2020-01-21,82426
2020-01-22,83835
2020-01-23,83238
2020-01-24,81495
2020-01-25,82482
2020-01-26,82917
2020-01-27,81300
2020-01-28,81741
2020-01-29,83127
2020-01-30,82483
2020-01-31,83824
2020-02-01,84304
2020-02-02,83541
2020-02-03,83238
2020-02-04,81993
2020-02-05,79718
2020-02-06,78809
2020-02-07,77560
2020-02-08,76583
2020-02-09,75007
2020-02-10,74509
2020-02-11,75587
2020-02-12,73606
2020-02-13,73577
2020-02-14,73067
2020-02-15,71580
2020-02-16,71685
2020-02-17,70022
2020-02-18,69561
2020-02-19,68858
2020-02-20,68822
2020-02-21,68881
2020-02-22,67744
2020-02-23,67254
2020-02-24,67693
2020-02-25,65959
2020-02-26,64451
2020-02-27,61998
2020-02-28,61911
2020-02-29,61541
2020-03-01,59164
2020-03-02,56810
2020-03-03,54458
2020-03-04,53834
2020-03-05,54034
2020-03-06,52426
2020-03-07,51508
2020-03-08,52046
2020-03-09,50638
2020-03-10,49161
2020-03-11,47614
2020-03-12,47213
2020-03-13,46173
2020-03-14,47497
2020-03-15,49250
2020-03-16,50553
2020-03-17,50365
2020-03-18,50220
2020-03-19,50384
2020-03-20,51949
2020-03-21,52070
2020-03-22,52106
2020-03-23,51630
2020-03-24,51667
2020-03-25,51513
2020-03-26,52332
2020-03-27,54724
2020-03-28,56964
2020-03-29,58258
2020-03-30,56509
2020-03-31,56071
2020-04-01,55956
2020-04-02,55778
2020-04-03,56523
2020-04-04,55140
2020-04-05,53438
2020-04-06,53017
2020-04-07,53406
2020-04-08,51956
2020-04-09,53692
2020-04-10,54688
2020-04-11,53656
2020-04-12,53364
2020-04-13,53758
2020-04-14,52539
2020-04-15,53165
2020-04-16,53251
2020-04-17,54911
2020-04-18,57078
2020-04-19,55943
2020-04-20,55820
2020-04-21,54227
2020-04-22,53078
2020-04-23,52447
2020-04-24,51860
2020-04-25,51159
2020-04-26,51523
2020-04-27,51532
2020-04-28,51019
2020-04-29,51071
2020-04-30,51070
2020-05-01,50538
2020-05-02,51058
2020-05-03,51537
2020-05-04,50277
2020-05-05,50184
2020-05-06,50167
2020-05-07,51409
2020-05-08,51817
2020-05-09,52638
2020-05-10,51659
2020-05-11,49899
2020-05-12,49670
2020-05-13,48568
