date_obj,Steel%20platelegs%20(t) price
2017-04-17,14446
2017-04-18,14446
2017-04-19,14446
2017-04-20,14446
2017-04-21,14446
2017-04-22,14446
2017-04-23,14446
2017-04-24,14446
2017-04-25,13774
2017-04-26,13774
2017-04-27,13774
2017-04-28,13774
2017-04-29,13774
2017-04-30,13774
2017-05-01,13774
2017-05-02,13774
2017-05-03,13120
2017-05-04,13120
2017-05-05,13120
2017-05-06,13120
2017-05-07,13120
2017-05-08,13120
2017-05-09,13120
2017-05-10,13120
2017-05-11,13120
2017-05-12,12509
2017-05-13,12509
2017-05-14,12509
2017-05-15,12509
2017-05-16,12509
2017-05-17,12509
2017-05-18,12509
2017-05-19,12509
2017-05-20,12509
2017-05-21,12509
2017-05-22,11939
2017-05-23,11939
2017-05-24,11939
2017-05-25,11939
2017-05-26,11939
2017-05-27,11939
2017-05-28,11939
2017-05-29,11939
2017-05-30,11939
2017-05-31,11939
2017-06-01,11401
2017-06-02,11401
2017-06-03,11401
2017-06-06,11401
2017-06-07,11401
2017-06-08,11401
2017-06-09,11401
2017-06-10,10877
2017-06-11,10877
2017-06-12,10877
2017-06-13,10877
2017-06-14,10877
2017-06-15,10877
2017-06-16,10877
2017-06-17,10877
2017-06-18,10377
2017-06-19,10377
2017-06-20,10377
2017-06-21,10377
2017-06-22,10377
2017-06-23,10377
2017-06-24,10377
2017-06-25,10377
2017-06-26,10377
2017-06-27,10377
2017-06-28,10015
2017-06-29,10015
2017-06-30,10015
2017-07-01,10015
2017-07-02,10015
2017-07-03,10015
2017-07-04,10015
2017-07-05,10015
2017-07-06,10015
2017-07-07,10015
2017-07-08,10015
2017-07-13,9634
2017-07-14,9634
2017-07-15,9634
2017-07-16,9634
2017-07-17,9634
2017-07-18,9634
2017-07-19,9634
2017-07-20,9228
2017-07-21,9228
2017-07-22,9228
2017-07-23,9228
2017-07-24,9228
2017-07-25,9228
2017-07-26,9228
2017-07-27,9228
2017-07-28,9228
2017-07-29,8789
2017-07-30,8789
2017-07-31,8789
2017-08-01,8789
2017-08-02,8789
2017-08-03,8789
2017-08-04,8789
2017-08-05,8789
2017-08-06,8789
2017-08-09,8543
2017-08-10,8543
2017-08-11,8543
2017-08-12,8543
2017-08-13,8543
2017-08-14,8543
2017-08-15,8453
2017-08-17,8453
2017-08-18,8453
2017-08-19,8453
2017-08-20,8453
2017-08-21,8453
2017-08-22,8453
2017-08-23,8453
2017-08-24,8453
2017-08-25,8453
2017-08-26,8308
2017-08-27,8308
2017-08-28,8308
2017-08-29,8308
2017-08-30,8308
2017-08-31,8308
2017-09-01,8308
2017-09-02,8308
2017-09-03,8308
2017-09-04,7993
2017-09-05,7993
2017-09-06,7993
2017-09-07,7993
2017-09-08,7993
2017-09-09,7993
2017-09-10,7993
2017-09-11,7993
2017-09-12,7691
2017-09-13,7691
2017-09-14,7691
2017-09-15,7691
2017-09-16,7691
2017-09-17,7691
2017-09-19,7691
2017-09-20,7642
2017-09-21,7642
2017-09-22,7642
2017-09-23,7642
2017-09-24,7642
2017-09-25,7642
2017-09-26,7642
2017-09-27,7642
2017-09-28,7642
2017-09-29,7642
2017-09-30,7642
2017-10-01,7569
2017-10-02,7569
2017-10-03,7569
2017-10-04,7569
2017-10-05,7569
2017-10-06,7569
2017-10-07,7569
2017-10-08,7569
2017-10-09,7360
2017-10-10,7360
2017-10-11,7360
2017-10-12,7360
2017-10-13,7360
2017-10-14,7360
2017-10-15,7360
2017-10-16,7360
2017-10-17,7360
2017-10-18,7360
2017-10-19,7360
2017-10-20,7680
2017-10-21,7680
2017-10-22,7680
2017-10-23,7680
2017-10-24,7680
2017-10-25,7680
2017-10-26,7680
2017-10-27,7680
2017-10-28,7680
2017-10-29,7680
2017-10-30,7680
2017-10-31,7680
2017-11-01,7680
2017-11-02,7804
2017-11-03,7804
2017-11-04,7804
2017-11-05,7804
2017-11-06,7804
2017-11-07,7804
2017-11-08,7804
2017-11-09,7804
2017-11-10,7804
2017-11-11,7804
2017-11-12,7804
2017-11-13,7616
2017-11-14,7616
2017-11-15,7616
2017-11-16,7616
2017-11-17,7616
2017-11-18,7616
2017-11-19,7616
2017-11-20,7616
2017-11-21,7616
2017-11-22,7616
2017-11-23,7616
2017-11-24,7350
2017-11-25,7350
2017-11-26,7350
2017-11-27,7350
2017-11-28,7350
2017-11-29,7350
2017-11-30,7350
2017-12-01,7350
2017-12-02,7350
2017-12-03,7350
2017-12-04,7350
2017-12-05,7413
2017-12-06,7413
2017-12-07,7413
2017-12-08,7413
2017-12-09,7413
2017-12-10,7413
2017-12-11,7413
2017-12-12,7413
2017-12-13,7413
2017-12-14,7413
2017-12-15,7294
2017-12-16,7294
2017-12-17,7294
2017-12-18,7294
2017-12-19,7294
2017-12-20,7294
2017-12-21,7294
2017-12-22,7294
2017-12-23,7294
2017-12-24,7294
2017-12-25,7294
2017-12-26,7183
2017-12-27,7183
2017-12-28,7183
2017-12-29,7183
2017-12-30,7183
2017-12-31,7183
2018-01-01,7183
2018-01-02,7183
2018-01-03,7183
2018-01-04,6978
2018-01-05,6978
2018-01-06,6978
2018-01-07,6978
2018-01-08,6978
2018-01-09,6978
2018-01-10,6978
2018-01-11,6978
2018-01-12,6695
2018-01-13,6695
2018-01-14,6695
2018-01-15,6695
2018-01-16,6695
2018-01-17,6695
2018-01-18,6695
2018-01-19,6695
2018-01-20,6474
2018-01-21,6474
2018-01-22,6474
2018-01-23,6474
2018-01-24,6253
2018-01-25,6253
2018-01-26,6253
2018-01-27,6253
2018-01-28,6118
2018-01-29,6118
2018-01-30,6118
2018-02-01,6118
2018-02-02,5831
2018-02-03,5831
2018-02-04,5831
2018-02-05,5576
2018-02-06,5576
2018-02-07,5576
2018-02-08,5576
2018-02-09,5307
2018-02-10,5307
2018-02-11,5307
2018-02-12,5080
2018-02-13,5080
2018-02-14,5080
2018-02-15,5080
2018-02-16,5080
2018-02-17,4840
2018-02-18,4840
2018-02-19,4840
2018-02-20,4840
2018-02-21,4615
2018-02-22,4615
2018-02-23,4615
2018-02-24,4615
2018-02-25,4558
2018-02-26,4558
2018-02-27,4558
2018-02-28,4558
2018-03-01,4384
2018-03-02,4384
2018-03-03,4384
2018-03-04,4384
2018-03-05,4219
2018-03-06,4219
2018-03-07,4219
2018-03-08,4219
2018-03-09,4009
2018-03-10,4009
2018-03-11,4009
2018-03-12,4009
2018-03-13,4009
2018-03-14,3837
2018-03-15,3837
2018-03-16,3837
2018-03-17,3837
2018-03-18,3837
2018-03-19,3764
2018-03-20,3764
2018-03-21,3764
2018-03-23,3764
2018-03-24,3786
2018-03-26,3786
2018-03-27,3786
2018-03-28,3692
2018-03-29,3692
2018-03-30,3692
2018-03-31,3692
2018-04-01,3692
2018-04-02,3637
2018-04-03,3637
2018-04-04,3637
2018-04-05,3637
2018-04-06,3637
2018-04-08,3645
2018-04-09,3645
2018-04-10,3645
2018-04-11,3645
2018-04-12,3816
2018-04-13,3816
2018-04-14,3816
2018-04-16,3816
2018-04-17,3816
2018-04-18,3952
2018-04-19,3952
2018-04-20,3952
2018-04-21,3952
2018-04-22,3952
2018-04-23,3952
2018-04-24,4134
2018-04-25,4134
2018-04-26,4134
2018-04-27,4134
2018-04-28,4134
2018-04-29,4247
2018-04-30,4247
2018-05-01,4247
2018-05-02,4247
2018-05-03,4247
2018-05-04,4247
2018-05-05,4380
2018-05-06,4380
2018-05-07,4380
2018-05-08,4380
2018-05-09,4380
2018-05-10,4380
2018-05-11,4510
2018-05-12,4510
2018-05-13,4510
2018-05-14,4510
2018-05-15,4510
2018-05-16,4513
2018-05-17,4513
2018-05-18,4513
2018-05-19,4521
2018-05-20,4521
2018-05-21,4521
2018-05-22,4521
2018-05-23,4484
2018-05-24,4484
2018-05-25,4484
2018-05-26,4484
2018-05-27,4484
2018-05-28,4469
2018-05-29,4469
2018-05-30,4469
2018-05-31,4469
2018-06-01,4469
2018-06-02,4469
2018-06-03,4399
2018-06-04,4399
2018-06-05,4399
2018-06-06,4399
2018-06-07,4399
2018-06-08,4302
2018-06-09,4302
2018-06-10,4302
2018-06-11,4302
2018-06-12,4302
2018-06-13,4208
2018-06-14,4208
2018-06-15,4208
2018-06-16,4208
2018-06-17,4208
2018-06-18,4097
2018-06-19,4097
2018-06-20,4097
2018-06-21,4097
2018-06-22,4097
2018-06-23,3999
2018-06-24,3999
2018-06-25,3999
2018-06-26,3999
2018-06-27,3999
2018-06-28,3926
2018-06-29,3926
2018-06-30,3926
2018-07-01,3926
2018-07-02,3959
2018-07-03,3959
2018-07-04,3959
2018-07-05,3959
2018-07-06,4119
2018-07-07,4119
2018-07-08,4119
2018-07-09,4119
2018-07-10,4224
2018-07-11,4224
2018-07-12,4224
2018-07-13,4224
2018-07-14,4224
2018-07-15,4224
2018-07-16,4133
2018-07-17,4133
2018-07-18,4133
2018-07-19,4133
2018-07-20,4133
2018-07-21,4229
2018-07-22,4229
2018-07-23,4229
2018-07-24,4068
2018-07-25,4068
2018-07-26,4068
2018-07-27,4068
2018-07-28,4122
2018-07-29,4122
2018-07-30,4122
2018-07-31,4122
2018-08-01,4240
2018-08-02,4240
2018-08-03,4240
2018-08-04,4240
2018-08-05,4240
2018-08-06,4407
2018-08-07,4407
2018-08-08,4407
2018-08-09,4407
2018-08-10,4617
2018-08-11,4617
2018-08-12,4617
2018-08-14,4795
2018-08-16,4795
2018-08-17,4795
2018-08-18,4795
2018-08-19,4987
2018-08-20,4987
2018-08-21,4987
2018-08-22,4987
2018-08-23,5112
2018-08-24,5112
2018-08-25,5112
2018-08-26,5112
2018-08-27,5305
2018-08-28,5305
2018-08-29,5305
2018-08-30,5305
2018-08-31,5524
2018-09-01,5524
2018-09-02,5524
2018-09-03,5524
2018-09-04,5715
2018-09-05,5715
2018-09-06,5715
2018-09-07,5715
2018-09-08,5886
2018-09-09,5886
2018-09-10,5886
2018-09-11,5886
2018-09-12,6015
2018-09-13,6015
2018-09-14,6015
2018-09-15,6176
2018-09-16,6176
2018-09-17,6176
2018-09-18,6176
2018-09-19,6406
2018-09-20,6406
2018-09-21,6406
2018-09-22,6632
2018-09-23,6632
2018-09-24,6632
2018-09-25,6632
2018-09-26,6798
2018-09-27,6798
2018-09-28,6798
2018-09-29,6798
2018-09-30,6798
2018-10-02,7005
2018-10-03,7005
2018-10-04,7005
2018-10-05,7005
2018-10-06,7280
2018-10-07,7280
2018-10-08,7280
2018-10-09,7280
2018-10-10,7618
2018-10-11,7618
2018-10-12,7618
2018-10-13,7618
2018-10-14,7820
2018-10-15,7820
2018-10-16,7820
2018-10-17,7820
2018-10-18,7820
2018-10-19,8168
2018-10-20,8168
2018-10-21,8168
2018-10-22,8168
2018-10-23,8168
2018-10-24,8194
2018-10-25,8194
2018-10-26,8194
2018-10-27,8194
2018-10-28,8545
2018-10-29,8545
2018-10-30,8545
2018-10-31,8889
2018-11-01,8889
2018-11-03,9104
2018-11-04,9420
2018-11-05,9641
2018-11-06,10011
2018-11-07,10011
2018-11-08,10264
2018-11-09,10264
2018-11-10,10690
2018-11-11,10690
2018-11-12,11135
2018-11-13,11135
2018-11-14,11653
2018-11-15,11653
2018-11-16,12141
2018-11-17,12141
2018-11-18,12141
2018-11-19,12663
2018-11-20,12663
2018-11-21,12885
2018-11-22,13371
2018-11-23,13371
2018-11-24,13718
2018-11-25,13718
2018-11-26,13894
2018-11-27,13894
2018-11-28,13772
2018-11-29,13772
2018-12-01,13983
2018-12-02,13983
2018-12-03,14353
2018-12-04,14353
2018-12-05,14067
2018-12-07,13534
2018-12-09,13267
2018-12-10,13267
2018-12-11,13092
2018-12-12,13092
2018-12-13,13242
2018-12-14,13242
2018-12-15,13242
2018-12-16,13329
2018-12-17,13329
2018-12-18,13646
2018-12-19,13646
2018-12-20,13646
2018-12-21,13334
2018-12-22,13334
2018-12-23,12757
2018-12-24,12757
2018-12-25,12210
2018-12-26,12210
2018-12-27,11912
2018-12-28,11912
2018-12-29,11475
2018-12-30,11475
2018-12-31,10939
2019-01-01,10939
2019-01-02,10736
2019-01-03,10736
2019-01-04,10473
2019-01-05,10473
2019-01-06,10049
2019-01-08,10049
2019-01-10,9597
2019-01-11,9164
2019-01-12,9164
2019-01-13,8880
2019-01-14,8880
2019-01-15,8576
2019-01-16,8576
2019-01-17,8292
2019-01-18,8292
2019-01-19,8131
2019-01-20,8131
2019-01-21,8131
2019-01-22,8059
2019-01-23,8059
2019-01-24,8059
2019-01-25,8093
2019-01-26,8093
2019-01-27,8062
2019-01-28,8062
2019-01-29,8062
2019-01-30,7994
2019-01-31,7994
2019-02-01,7994
2019-02-02,8012
2019-02-03,8012
2019-02-04,8012
2019-02-05,7777
2019-02-06,7777
2019-02-07,7777
2019-02-08,7619
2019-02-09,7619
2019-02-10,7619
2019-02-11,7266
2019-02-12,7266
2019-02-13,7078
2019-02-14,7078
2019-02-15,7078
2019-02-16,6858
2019-02-17,6858
2019-02-18,6619
2019-02-19,6619
2019-02-20,6619
2019-02-21,6427
2019-02-22,6427
2019-02-23,6427
2019-02-24,6156
2019-02-25,6156
2019-02-26,5959
2019-02-27,5959
2019-02-28,5959
2019-03-01,5959
2019-03-02,5824
2019-03-03,5824
2019-03-04,5824
2019-03-05,5585
2019-03-06,5585
2019-03-07,5486
2019-03-08,5486
2019-03-09,5486
2019-03-10,5654
2019-03-11,5654
2019-03-12,5654
2019-03-13,5554
2019-03-14,5554
2019-03-15,5554
2019-03-16,5559
2019-03-17,5559
2019-03-18,5559
2019-03-19,5433
2019-03-20,5433
2019-03-21,5433
2019-03-22,5194
2019-03-23,5194
2019-03-24,5259
2019-03-25,5259
2019-03-26,5259
2019-03-27,5259
2019-03-28,5299
2019-03-29,5299
2019-03-30,5299
2019-03-31,5472
2019-04-01,5472
2019-04-02,5472
2019-04-03,5472
2019-04-04,5546
2019-04-05,5546
2019-04-06,5546
2019-04-07,5546
2019-04-08,5308
2019-04-09,5308
2019-04-10,5308
2019-04-11,5189
2019-04-12,5189
2019-04-13,5309
2019-04-14,5309
2019-04-15,5050
2019-04-16,5050
2019-04-17,5052
2019-04-18,5052
2019-04-19,4852
2019-04-20,4686
2019-04-21,4686
2019-04-22,4494
2019-04-23,4494
2019-04-24,4494
2019-04-25,4324
2019-04-26,4324
2019-04-27,4369
2019-04-28,4369
2019-04-29,4369
2019-04-30,4204
2019-05-01,4204
2019-05-02,4204
2019-05-03,4125
2019-05-04,4125
2019-05-05,4125
2019-05-06,4026
2019-05-07,4026
2019-05-08,4026
2019-05-09,4026
2019-05-10,3929
2019-05-11,3929
2019-05-12,3929
2019-05-13,3798
2019-05-14,3798
2019-05-15,3798
2019-05-16,3688
2019-05-17,3688
2019-05-18,3554
2019-05-19,3554
2019-05-20,3554
2019-05-21,3497
2019-05-22,3497
2019-05-23,3497
2019-05-24,3383
2019-05-25,3383
2019-05-26,3383
2019-05-27,3234
2019-05-28,3234
2019-05-29,3234
2019-05-30,3080
2019-05-31,3080
2019-06-01,3080
2019-06-02,2946
2019-06-03,2946
2019-06-04,2946
2019-06-05,2853
2019-06-06,2853
2019-06-07,2853
2019-06-08,2881
2019-06-09,2881
2019-06-10,2881
2019-06-11,2881
2019-06-12,2836
2019-06-13,2836
2019-06-14,2836
2019-06-15,2836
2019-06-16,2840
2019-06-17,2840
2019-06-18,2840
2019-06-19,2840
2019-06-20,2844
2019-06-21,2844
2019-06-22,2844
2019-06-23,2844
2019-06-24,2930
2019-06-25,2930
2019-06-26,2930
2019-06-27,3057
2019-06-28,3057
2019-06-29,3057
2019-06-30,3057
2019-07-01,3145
2019-07-02,3145
2019-07-03,3145
2019-07-04,3259
2019-07-05,3259
2019-07-06,3259
2019-07-07,3183
2019-07-08,3183
2019-07-09,3183
2019-07-10,3143
2019-07-11,3143
2019-07-12,3143
2019-07-13,3143
2019-07-14,3152
2019-07-15,3152
2019-07-16,3152
2019-07-17,3152
2019-07-18,3296
2019-07-19,3296
2019-07-20,3296
2019-07-21,3363
2019-07-22,3363
2019-07-23,3363
2019-07-24,3363
2019-07-25,3386
2019-07-26,3386
2019-07-27,3386
2019-07-28,3386
2019-07-29,3374
2019-07-30,3374
2019-07-31,3374
2019-08-01,3374
2019-08-02,3514
2019-08-03,3514
2019-08-04,3514
2019-08-05,3514
2019-08-06,3677
2019-08-07,3677
2019-08-08,3677
2019-08-09,3677
2019-08-10,3769
2019-08-11,3769
2019-08-12,3769
2019-08-13,3769
2019-08-14,3881
2019-08-15,3881
2019-08-16,3881
2019-08-17,3881
2019-08-18,3930
2019-08-19,3930
2019-08-20,3930
2019-08-21,3930
2019-08-22,3883
2019-08-23,3883
2019-08-24,3883
2019-08-24,3883
2019-08-25,3803
2019-08-25,3803
2019-08-26,3803
2019-08-26,3803
2019-08-27,3803
2019-08-27,3803
2019-08-28,3892
2019-08-29,3892
2019-08-30,3892
2019-08-31,3892
2019-09-01,3925
2019-09-02,3925
2019-09-03,3925
2019-09-04,4098
2019-09-05,4098
2019-09-06,4098
2019-09-07,4098
2019-09-08,4098
2019-09-09,4290
2019-09-10,4290
2019-09-11,4290
2019-09-12,4290
2019-09-13,4290
2019-09-14,4483
2019-09-15,4483
2019-09-16,4483
2019-09-17,4483
2019-09-18,4367
2019-09-19,4367
2019-09-20,4367
2019-09-21,4367
2019-09-22,4367
2019-09-23,4332
2019-09-24,4332
2019-09-25,4332
2019-09-26,4332
2019-09-27,4332
2019-09-28,4417
2019-09-29,4417
2019-09-30,4417
2019-10-01,4417
2019-10-02,4417
2019-10-03,4417
2019-10-04,4573
2019-10-05,4573
2019-10-06,4573
2019-10-07,4573
2019-10-08,4792
2019-10-09,4792
2019-10-10,4792
2019-10-11,4792
2019-10-12,4792
2019-10-13,4941
2019-10-14,4941
2019-10-15,4941
2019-10-16,4941
2019-10-17,4941
2019-10-18,4848
2019-10-19,4848
2019-10-20,4848
2019-10-21,4848
2019-10-22,4917
2019-10-23,4917
2019-10-24,4917
2019-10-25,4917
2019-10-26,4798
2019-10-27,4798
2019-10-28,4798
2019-10-29,4798
2019-10-30,4590
2019-10-31,4590
2019-11-01,4590
2019-11-02,4590
2019-11-03,4384
2019-11-04,4384
2019-11-05,4384
2019-11-06,4384
2019-11-07,4288
2019-11-08,4288
2019-11-09,4288
2019-11-10,4288
2019-11-11,4315
2019-11-12,4315
2019-11-13,4315
2019-11-14,4315
2019-11-15,4315
2019-11-16,4121
2019-11-17,4121
2019-11-18,4121
2019-11-19,4121
2019-11-20,3991
2019-11-21,3991
2019-11-22,3991
2019-11-23,3991
2019-11-24,3991
2019-11-25,3824
2019-11-26,3824
2019-11-27,3824
2019-11-28,3824
2019-11-29,3800
2019-11-30,3800
2019-12-01,3800
2019-12-02,3800
2019-12-03,3892
2019-12-04,3892
2019-12-05,3892
2019-12-06,3892
2019-12-07,3892
2019-12-08,3892
2019-12-09,3908
2019-12-10,3908
2019-12-11,3908
2019-12-12,3908
2019-12-13,3908
2019-12-14,3769
2019-12-15,3769
2019-12-16,3769
2019-12-17,3769
2019-12-18,3812
2019-12-19,3812
2019-12-20,3812
2019-12-21,3812
2019-12-22,3719
2019-12-23,3719
2019-12-24,3719
2019-12-25,3719
2019-12-26,3719
2019-12-27,3619
2019-12-28,3619
2019-12-29,3619
2019-12-30,3619
2019-12-31,3619
2020-01-01,3482
2020-01-02,3482
2020-01-03,3482
2020-01-04,3482
2020-01-05,3482
2020-01-06,3448
2020-01-07,3448
2020-01-08,3448
2020-01-09,3448
2020-01-10,3475
2020-01-11,3475
2020-01-12,3475
2020-01-13,3475
2020-01-14,3475
2020-01-15,3458
2020-01-16,3458
2020-01-17,3458
2020-01-18,3341
2020-01-19,3341
2020-01-20,3341
2020-01-21,3221
2020-01-22,3221
2020-01-23,3221
2020-01-24,3126
2020-01-25,3126
2020-01-26,3126
2020-01-27,3054
2020-01-28,3054
2020-01-29,3054
2020-01-30,3054
2020-01-31,3005
2020-02-01,3005
2020-02-02,3005
2020-02-03,3005
2020-02-04,2869
2020-02-05,2869
2020-02-06,2869
2020-02-07,2962
2020-02-08,2962
2020-02-09,2962
2020-02-10,2962
2020-02-11,2968
2020-02-12,2968
2020-02-13,2968
2020-02-14,2893
2020-02-15,2893
2020-02-16,2893
2020-02-17,2893
2020-02-18,2956
2020-02-19,2956
2020-02-20,2956
2020-02-21,2956
2020-02-22,3082
2020-02-23,3082
2020-02-24,3082
2020-02-25,3082
2020-02-26,3006
2020-02-27,3006
2020-02-28,3006
2020-02-29,3006
2020-03-01,2880
2020-03-02,2880
2020-03-03,2880
2020-03-04,2880
2020-03-05,2751
2020-03-06,2751
2020-03-07,2751
2020-03-08,2751
2020-03-09,2628
2020-03-10,2628
2020-03-11,2628
2020-03-12,2511
2020-03-13,2511
2020-03-14,2511
2020-03-15,2511
2020-03-16,2461
2020-03-17,2461
2020-03-18,2461
2020-03-19,2461
2020-03-20,2577
2020-03-21,2577
2020-03-22,2577
2020-03-23,2577
2020-03-24,2694
2020-03-25,2694
2020-03-26,2758
2020-03-27,2758
2020-03-28,2758
2020-03-29,2896
2020-03-30,2896
2020-03-31,2896
2020-04-01,2974
2020-04-02,2974
2020-04-03,2974
2020-04-04,3094
2020-04-05,3094
2020-04-06,3086
2020-04-07,3086
2020-04-08,3086
2020-04-09,3123
2020-04-10,3123
2020-04-11,3123
2020-04-12,3167
2020-04-13,3167
2020-04-14,3167
2020-04-15,3325
2020-04-16,3325
2020-04-17,3325
2020-04-18,3406
2020-04-19,3406
2020-04-20,3367
2020-04-21,3367
2020-04-22,3367
2020-04-23,3245
2020-04-24,3245
2020-04-25,3245
2020-04-26,3112
2020-04-27,3112
2020-04-28,3112
2020-04-29,3085
2020-04-30,3085
2020-05-01,3085
2020-05-02,3037
2020-05-03,3037
2020-05-04,3037
2020-05-05,3020
2020-05-06,3020
2020-05-07,3020
2020-05-08,3044
2020-05-09,3044
2020-05-10,3042
2020-05-11,3042
2020-05-12,3042
2020-05-13,3042
