date_obj,Papaya%20sapling price
2019-04-08,4158
2019-04-09,4215
2019-04-10,4349
2019-04-11,4471
2019-04-12,4604
2019-04-13,4776
2019-04-14,4836
2019-04-15,4934
2019-04-16,4960
2019-04-17,4893
2019-04-18,4868
2019-04-19,4854
2019-04-20,4842
2019-04-21,4735
2019-04-22,4697
2019-04-23,4519
2019-04-24,4383
2019-04-25,4272
2019-04-26,4211
2019-04-27,4032
2019-04-28,3924
2019-04-29,3862
2019-04-30,3870
2019-05-01,3833
2019-05-02,3789
2019-05-03,3893
2019-05-04,3871
2019-05-05,3931
2019-05-06,3941
2019-05-07,3882
2019-05-08,3833
2019-05-09,3719
2019-05-10,3610
2019-05-11,3571
2019-05-12,3530
2019-05-13,3475
2019-05-14,3329
2019-05-15,3216
2019-05-16,3160
2019-05-17,3066
2019-05-18,3014
2019-05-19,3017
2019-05-20,3020
2019-05-21,3112
2019-05-22,3169
2019-05-23,3237
2019-05-24,3102
2019-05-25,3063
2019-05-26,3004
2019-05-27,3065
2019-05-28,3032
2019-05-29,3106
2019-05-30,3187
2019-05-31,3183
2019-06-01,3274
2019-06-02,3235
2019-06-03,3188
2019-06-04,3292
2019-06-05,3404
2019-06-06,3396
2019-06-07,3414
2019-06-08,3342
2019-06-09,3254
2019-06-10,3239
2019-06-11,3176
2019-06-12,3146
2019-06-13,3127
2019-06-14,3070
2019-06-15,3014
2019-06-16,2963
2019-06-17,2942
2019-06-18,2995
2019-06-19,3064
2019-06-20,3150
2019-06-21,3111
2019-06-22,3094
2019-06-23,3039
2019-06-24,3011
2019-06-25,3052
2019-06-26,3022
2019-06-27,3049
2019-06-28,2931
2019-06-29,2955
2019-06-30,2936
2019-07-01,2903
2019-07-02,2864
2019-07-03,2900
2019-07-04,2954
2019-07-05,2971
2019-07-06,3001
2019-07-07,2934
2019-07-08,2881
2019-07-09,2864
2019-07-10,2856
2019-07-11,2779
2019-07-12,2744
2019-07-13,2823
2019-07-14,2833
2019-07-15,2802
2019-07-16,2817
2019-07-17,2759
2019-07-18,2723
2019-07-19,2715
2019-07-20,2741
2019-07-21,2649
2019-07-22,2686
2019-07-23,2755
2019-07-24,2739
2019-07-25,2774
2019-07-26,2734
2019-07-27,2810
2019-07-28,2799
2019-07-29,2790
2019-07-30,2859
2019-07-31,2852
2019-08-01,2756
2019-08-02,2658
2019-08-03,2664
2019-08-04,2651
2019-08-05,2687
2019-08-06,2650
2019-08-07,2630
2019-08-08,2599
2019-08-09,2606
2019-08-10,2637
2019-08-11,2653
2019-08-12,2662
2019-08-13,2565
2019-08-14,2549
2019-08-15,2497
2019-08-16,2482
2019-08-17,2525
2019-08-18,2519
2019-08-19,2434
2019-08-20,2445
2019-08-21,2436
2019-08-22,2483
2019-08-23,2474
2019-08-24,2445
2019-08-24,2445
2019-08-25,2476
2019-08-25,2476
2019-08-26,2542
2019-08-26,2542
2019-08-27,2499
2019-08-27,2499
2019-08-28,2496
2019-08-29,2551
2019-08-30,2518
2019-08-31,2478
2019-09-01,2448
2019-09-02,2445
2019-09-03,2434
2019-09-04,2479
2019-09-05,2432
2019-09-06,2445
2019-09-07,2501
2019-09-08,2586
2019-09-09,2633
2019-09-10,2699
2019-09-11,2803
2019-09-12,2913
2019-09-13,3042
2019-09-14,3184
2019-09-15,3344
2019-09-16,3512
2019-09-17,3688
2019-09-18,3873
2019-09-19,4067
2019-09-20,4236
2019-09-21,4442
2019-09-22,4665
2019-09-23,4899
2019-09-24,5141
2019-09-25,5399
2019-09-26,5669
2019-09-27,5953
2019-09-28,6222
2019-09-29,6493
2019-09-30,6744
2019-10-01,6712
2019-10-02,6911
2019-10-03,7136
2019-10-04,7405
2019-10-05,7584
2019-10-06,7575
2019-10-07,7275
2019-10-08,7348
2019-10-09,7370
2019-10-10,7523
2019-10-11,7519
2019-10-12,7381
2019-10-13,7268
2019-10-14,7172
2019-10-15,7019
2019-10-16,6884
2019-10-17,6723
2019-10-18,6668
2019-10-19,6667
2019-10-20,6515
2019-10-21,6408
2019-10-22,6517
2019-10-23,6440
2019-10-24,6372
2019-10-25,6312
2019-10-26,6479
2019-10-27,6369
2019-10-28,6399
2019-10-29,6508
2019-10-30,6621
2019-10-31,6615
2019-11-01,6691
2019-11-02,6707
2019-11-03,6731
2019-11-04,6644
2019-11-05,6499
2019-11-06,6513
2019-11-07,6593
2019-11-08,6855
2019-11-09,6942
2019-11-10,6727
2019-11-11,6651
2019-11-12,6542
2019-11-13,6406
2019-11-14,6340
2019-11-15,6134
2019-11-16,5994
2019-11-17,5813
2019-11-18,5620
2019-11-19,5406
2019-11-20,5237
2019-11-21,5011
2019-11-22,4876
2019-11-23,4751
2019-11-24,4583
2019-11-25,4598
2019-11-26,4639
2019-11-27,4834
2019-11-28,4937
2019-11-29,4959
2019-11-30,4992
2019-12-01,4966
2019-12-02,4904
2019-12-03,5105
2019-12-04,5263
2019-12-05,5385
2019-12-06,5376
2019-12-07,5459
2019-12-08,5466
2019-12-09,5664
2019-12-10,5777
2019-12-11,5769
2019-12-12,5806
2019-12-13,5766
2019-12-14,5731
2019-12-15,5580
2019-12-16,5492
2019-12-17,5450
2019-12-18,5344
2019-12-19,5252
2019-12-20,5091
2019-12-21,4922
2019-12-22,4777
2019-12-23,4588
2019-12-24,4439
2019-12-25,4219
2019-12-26,4008
2019-12-27,3814
2019-12-28,3652
2019-12-29,3470
2019-12-30,3311
2019-12-31,3171
2020-01-01,3152
2020-01-02,3182
2020-01-03,3325
2020-01-04,3480
2020-01-05,3583
2020-01-06,3762
2020-01-07,3951
2020-01-08,4149
2020-01-09,4357
2020-01-10,4574
2020-01-11,4800
2020-01-12,4919
2020-01-13,4747
2020-01-14,4636
2020-01-15,4555
2020-01-16,4524
2020-01-17,4435
2020-01-18,4355
2020-01-19,4285
2020-01-20,4131
2020-01-21,4142
2020-01-22,4195
2020-01-23,4203
2020-01-24,4239
2020-01-25,4374
2020-01-26,4267
2020-01-27,4134
2020-01-28,4033
2020-01-29,3991
2020-01-30,4110
2020-01-31,4150
2020-02-01,4093
2020-02-02,3973
2020-02-03,3859
2020-02-04,3810
2020-02-05,3746
2020-02-06,3765
2020-02-07,3753
2020-02-08,3787
2020-02-09,3730
2020-02-10,3793
2020-02-11,3827
2020-02-12,3949
2020-02-13,4051
2020-02-14,4072
2020-02-15,3927
2020-02-16,3867
2020-02-17,3950
2020-02-18,3961
2020-02-19,4011
2020-02-20,3994
2020-02-21,3885
2020-02-22,3747
2020-02-23,3649
2020-02-24,3562
2020-02-25,3523
2020-02-26,3599
2020-02-27,3725
2020-02-28,3760
2020-02-29,3884
2020-03-01,3794
2020-03-02,3715
2020-03-03,3707
2020-03-04,3588
2020-03-05,3598
2020-03-06,3570
2020-03-07,3478
2020-03-08,3482
2020-03-09,3508
2020-03-10,3547
2020-03-11,3594
2020-03-12,3687
2020-03-13,3719
2020-03-14,3616
2020-03-15,3533
2020-03-16,3376
2020-03-17,3310
2020-03-18,3245
2020-03-19,3187
2020-03-20,3185
2020-03-21,3188
2020-03-22,3237
2020-03-23,3243
2020-03-24,3319
2020-03-25,3309
2020-03-26,3289
2020-03-27,3332
2020-03-28,3374
2020-03-29,3395
2020-03-30,3287
2020-03-31,3138
2020-04-01,3044
2020-04-02,3143
2020-04-03,3203
2020-04-04,3298
2020-04-05,3347
2020-04-06,3351
2020-04-07,3382
2020-04-08,3388
2020-04-09,3373
2020-04-10,3364
2020-04-11,3274
2020-04-12,3176
2020-04-13,3098
2020-04-14,3057
2020-04-15,3157
2020-04-16,3194
2020-04-17,3160
2020-04-18,3133
2020-04-19,3153
2020-04-20,3138
2020-04-21,3126
2020-04-22,3245
2020-04-23,3356
2020-04-24,3485
2020-04-25,3636
2020-04-26,3716
2020-04-27,3642
2020-04-28,3617
2020-04-29,3658
2020-04-30,3653
2020-05-01,3651
2020-05-02,3605
2020-05-03,3567
2020-05-04,3659
2020-05-05,3686
2020-05-06,3862
2020-05-07,4049
2020-05-08,4251
2020-05-09,4450
2020-05-10,4491
2020-05-11,4495
2020-05-12,4616
2020-05-13,4827
