date_obj,Rune%20sword price
2019-04-05,12217
2019-04-06,12190
2019-04-07,12205
2019-04-08,12267
2019-04-09,12279
2019-04-10,12262
2019-04-11,12135
2019-04-12,12217
2019-04-13,12329
2019-04-14,12386
2019-04-15,12306
2019-04-16,12314
2019-04-17,12272
2019-04-18,12185
2019-04-19,12202
2019-04-20,12238
2019-04-21,12249
2019-04-22,12274
2019-04-23,12266
2019-04-24,12224
2019-04-25,12321
2019-04-26,12277
2019-04-27,12225
2019-04-28,12178
2019-04-29,12094
2019-04-30,12192
2019-05-01,12214
2019-05-02,12210
2019-05-03,12194
2019-05-04,12246
2019-05-05,11928
2019-05-06,12156
2019-05-07,12204
2019-05-08,12227
2019-05-09,12234
2019-05-10,12185
2019-05-11,12188
2019-05-12,12160
2019-05-13,12255
2019-05-14,12205
2019-05-15,12243
2019-05-16,12263
2019-05-17,12183
2019-05-18,12228
2019-05-19,12329
2019-05-20,12310
2019-05-21,12332
2019-05-22,12246
2019-05-23,12205
2019-05-24,12239
2019-05-25,12286
2019-05-26,12322
2019-05-27,12176
2019-05-28,12239
2019-05-29,12203
2019-05-30,12185
2019-05-31,12231
2019-06-01,12195
2019-06-02,12247
2019-06-03,12279
2019-06-04,12161
2019-06-05,12179
2019-06-06,12229
2019-06-07,12184
2019-06-08,12157
2019-06-09,12159
2019-06-10,12268
2019-06-11,12225
2019-06-12,12067
2019-06-13,12209
2019-06-14,12294
2019-06-15,12360
2019-06-16,12314
2019-06-17,12299
2019-06-18,12272
2019-06-19,12246
2019-06-20,12185
2019-06-21,12180
2019-06-22,12284
2019-06-23,12299
2019-06-24,12281
2019-06-25,12198
2019-06-26,12247
2019-06-27,12282
2019-06-28,12347
2019-06-29,12385
2019-06-30,12258
2019-07-01,12193
2019-07-02,12225
2019-07-03,12304
2019-07-04,12282
2019-07-05,12197
2019-07-06,12207
2019-07-07,12212
2019-07-08,12209
2019-07-09,12231
2019-07-10,12246
2019-07-11,12337
2019-07-12,12269
2019-07-13,12203
2019-07-14,12209
2019-07-15,12226
2019-07-16,12259
2019-07-17,12129
2019-07-18,12250
2019-07-19,12250
2019-07-20,12286
2019-07-21,12228
2019-07-22,12268
2019-07-23,12170
2019-07-24,12193
2019-07-25,12244
2019-07-26,12142
2019-07-27,12198
2019-07-28,12284
2019-07-29,12301
2019-07-30,12251
2019-07-31,12134
2019-08-01,12192
2019-08-02,12082
2019-08-03,12131
2019-08-04,12147
2019-08-05,12159
2019-08-06,12194
2019-08-07,12311
2019-08-08,12264
2019-08-09,12225
2019-08-10,12101
2019-08-11,12112
2019-08-12,12198
2019-08-13,12239
2019-08-14,12230
2019-08-15,12211
2019-08-16,12252
2019-08-17,12308
2019-08-18,12223
2019-08-19,12248
2019-08-20,12229
2019-08-21,12232
2019-08-22,12192
2019-08-23,12310
2019-08-24,12302
2019-08-24,12302
2019-08-25,12259
2019-08-25,12259
2019-08-26,12121
2019-08-26,12121
2019-08-27,12243
2019-08-27,12243
2019-08-28,12294
2019-08-29,12230
2019-08-30,12235
2019-08-31,12177
2019-09-01,12119
2019-09-02,12226
2019-09-03,12177
2019-09-04,11934
2019-09-05,12115
2019-09-06,12294
2019-09-07,12263
2019-09-08,12284
2019-09-09,12283
2019-09-10,12345
2019-09-11,12244
2019-09-12,12200
2019-09-13,12299
2019-09-14,12313
2019-09-15,12172
2019-09-16,12240
2019-09-17,12302
2019-09-18,12237
2019-09-19,12179
2019-09-20,12249
2019-09-21,12116
2019-09-22,12160
2019-09-23,12154
2019-09-24,12141
2019-09-25,12176
2019-09-26,12140
2019-09-27,12211
2019-09-28,12251
2019-09-29,12166
2019-09-30,12198
2019-10-01,12194
2019-10-02,12160
2019-10-03,12151
2019-10-04,12148
2019-10-05,12180
2019-10-06,12292
2019-10-07,12276
2019-10-08,12213
2019-10-09,12140
2019-10-10,12172
2019-10-11,12148
2019-10-12,12112
2019-10-13,12123
2019-10-14,12196
2019-10-15,12169
2019-10-16,12291
2019-10-17,12177
2019-10-18,12150
2019-10-19,12092
2019-10-20,12108
2019-10-21,12160
2019-10-22,12173
2019-10-23,12170
2019-10-24,12194
2019-10-25,12175
2019-10-26,12198
2019-10-27,12225
2019-10-28,12118
2019-10-29,12198
2019-10-30,12170
2019-10-31,12156
2019-11-01,12152
2019-11-02,12090
2019-11-03,12188
2019-11-04,12122
2019-11-05,11957
2019-11-06,12086
2019-11-07,12218
2019-11-08,12122
2019-11-09,12145
2019-11-10,12162
2019-11-11,11943
2019-11-12,11565
2019-11-13,12002
2019-11-14,12070
2019-11-15,12173
2019-11-16,12200
2019-11-17,12200
2019-11-18,12196
2019-11-19,12165
2019-11-20,12132
2019-11-21,12249
2019-11-22,12215
2019-11-23,12185
2019-11-24,12152
2019-11-25,12140
2019-11-26,12094
2019-11-27,12057
2019-11-28,12089
2019-11-29,12117
2019-11-30,12068
2019-12-01,12109
2019-12-02,12117
2019-12-03,12096
2019-12-04,12079
2019-12-05,12061
2019-12-06,12149
2019-12-07,12126
2019-12-08,12093
2019-12-09,12186
2019-12-10,12228
2019-12-11,12163
2019-12-12,12202
2019-12-13,12220
2019-12-14,12193
2019-12-15,12242
2019-12-16,12211
2019-12-17,12141
2019-12-18,12183
2019-12-19,12155
2019-12-20,12138
2019-12-21,12102
2019-12-22,12199
2019-12-23,12262
2019-12-24,12150
2019-12-25,12112
2019-12-26,12162
2019-12-27,12221
2019-12-28,12219
2019-12-29,12126
2019-12-30,12129
2019-12-31,12257
2020-01-01,12178
2020-01-02,12232
2020-01-03,12370
2020-01-04,12284
2020-01-05,12269
2020-01-06,12203
2020-01-07,12178
2020-01-08,12117
2020-01-09,12092
2020-01-10,12133
2020-01-11,12210
2020-01-12,12212
2020-01-13,12240
2020-01-14,12222
2020-01-15,12245
2020-01-16,12155
2020-01-17,12134
2020-01-18,12209
2020-01-19,12149
2020-01-20,12218
2020-01-21,12261
2020-01-22,12164
2020-01-23,11944
2020-01-24,12028
2020-01-25,12094
2020-01-26,12133
2020-01-27,12175
2020-01-28,12248
2020-01-29,12154
2020-01-30,12147
2020-01-31,12125
2020-02-01,12133
2020-02-02,12242
2020-02-03,12314
2020-02-04,12228
2020-02-05,12086
2020-02-06,12128
2020-02-07,12168
2020-02-08,12218
2020-02-09,12080
2020-02-10,12136
2020-02-11,12203
2020-02-12,12301
2020-02-13,12131
2020-02-14,12102
2020-02-15,12026
2020-02-16,12116
2020-02-17,12134
2020-02-18,12065
2020-02-19,12070
2020-02-20,12093
2020-02-21,12131
2020-02-22,12103
2020-02-23,12156
2020-02-24,12075
2020-02-25,12116
2020-02-26,12090
2020-02-27,12161
2020-02-28,12056
2020-02-29,12050
2020-03-01,12072
2020-03-02,12196
2020-03-03,12222
2020-03-04,12221
2020-03-05,12151
2020-03-06,12040
2020-03-07,12121
2020-03-08,12168
2020-03-09,12157
2020-03-10,12104
2020-03-11,12160
2020-03-12,12173
2020-03-13,12219
2020-03-14,12222
2020-03-15,12176
2020-03-16,12123
2020-03-17,12146
2020-03-18,12203
2020-03-19,12182
2020-03-20,12086
2020-03-21,12096
2020-03-22,12178
2020-03-23,12158
2020-03-24,12143
2020-03-25,12087
2020-03-26,12138
2020-03-27,12142
2020-03-28,12095
2020-03-29,12121
2020-03-30,12183
2020-03-31,12235
2020-04-01,12169
2020-04-02,12163
2020-04-03,12128
2020-04-04,12122
2020-04-05,12152
2020-04-06,12115
2020-04-07,12123
2020-04-08,12031
2020-04-09,12121
2020-04-10,12165
2020-04-11,12115
2020-04-12,12081
2020-04-13,12169
2020-04-14,12169
2020-04-15,12123
2020-04-16,12108
2020-04-17,12121
2020-04-18,12155
2020-04-19,12213
2020-04-20,12200
2020-04-21,12193
2020-04-22,12176
2020-04-23,12144
2020-04-24,12117
2020-04-25,12176
2020-04-26,12158
2020-04-27,12157
2020-04-28,12074
2020-04-29,12067
2020-04-30,12166
2020-05-01,12234
2020-05-02,12142
2020-05-03,12114
2020-05-04,12152
2020-05-05,12161
2020-05-06,12155
2020-05-07,12184
2020-05-08,12182
2020-05-09,12080
2020-05-10,12185
2020-05-11,12228
2020-05-12,12180
2020-05-13,12201
