date_obj,Mystic%20boots%20(dark) price
2015-12-01,26698
2015-12-02,26624
2015-12-03,26762
2015-12-04,26762
2015-12-05,26959
2015-12-06,26945
2015-12-07,26945
2015-12-08,27123
2015-12-09,27917
2015-12-10,27917
2015-12-11,29313
2015-12-12,29313
2015-12-13,29970
2015-12-14,29970
2015-12-15,30093
2015-12-16,30443
2015-12-17,30443
2015-12-18,30691
2015-12-19,30691
2015-12-20,31069
2015-12-21,31069
2015-12-22,31444
2015-12-23,31266
2015-12-24,31266
2015-12-25,31086
2015-12-26,31465
2015-12-27,31167
2015-12-28,31167
2015-12-29,31373
2015-12-30,32398
2015-12-31,32398
2016-01-01,32392
2016-01-02,32392
2016-01-03,31142
2016-01-04,30737
2016-01-05,29969
2016-01-06,30214
2016-01-07,30214
2016-01-08,30314
2016-01-09,30314
2016-01-10,30475
2016-01-11,30465
2016-01-12,31618
2016-01-13,31618
2016-01-14,31436
2016-01-15,31979
2016-01-16,31727
2016-01-17,31509
2016-01-18,31381
2016-01-19,31381
2016-01-20,32022
2016-01-21,32022
2016-01-22,32035
2016-01-23,31860
2016-01-24,31931
2016-01-25,31611
2016-01-26,31611
2016-01-27,31604
2016-01-28,31604
2016-01-29,31311
2016-01-30,31311
2016-01-31,31175
2016-02-01,31238
2016-02-02,31238
2016-02-03,31073
2016-02-04,31073
2016-02-05,30967
2016-02-06,31009
2016-02-07,31009
2016-02-08,31079
2016-02-09,31079
2016-02-10,31139
2016-02-11,31139
2016-02-12,30982
2016-02-13,31533
2016-02-14,31533
2016-02-15,31740
2016-02-16,31740
2016-02-17,32234
2016-02-18,32234
2016-02-19,32027
2016-02-20,31653
2016-02-21,31224
2016-02-22,31224
2016-02-23,30228
2016-02-24,30228
2016-02-25,28933
2016-02-26,28933
2016-02-27,28051
2016-02-28,28051
2016-02-29,28380
2016-03-01,28635
2016-03-02,28635
2016-03-03,29349
2016-03-04,29349
2016-03-05,30371
2016-03-06,31316
2016-03-07,31316
2016-03-08,31937
2016-03-09,32494
2016-03-10,32744
2016-03-11,32744
2016-03-12,32862
2016-03-13,32862
2016-03-14,33231
2016-03-15,33176
2016-03-16,33463
2016-03-17,33463
2016-03-18,33666
2016-03-19,33666
2016-03-20,33687
2016-03-21,33687
2016-03-22,33954
2016-03-23,34871
2016-03-24,34871
2016-03-25,35433
2016-03-26,36035
2016-03-27,36035
2016-03-28,36777
2016-03-29,37392
2016-03-30,37392
2016-03-31,37613
2016-04-01,37613
2016-04-02,38132
2016-04-03,39966
2016-04-04,41309
2016-04-05,41309
2016-04-06,42860
2016-04-07,42860
2016-04-08,44261
2016-04-09,45629
2016-04-10,46295
2016-04-11,46295
2016-04-12,47875
2016-04-13,47875
2016-04-14,47665
2016-04-15,46542
2016-04-16,46259
2016-04-17,46332
2016-04-18,45973
2016-04-19,45973
2016-04-20,44982
2016-04-21,44982
2016-04-22,44465
2016-04-23,44153
2016-04-24,44333
2016-04-25,44000
2016-04-26,44000
2016-04-27,42800
2016-04-28,42800
2016-04-29,41444
2016-04-30,40435
2016-05-01,38777
2016-05-02,37716
2016-05-03,37271
2016-05-04,37271
2016-05-05,37742
2016-05-06,37742
2016-05-07,38073
2016-05-08,38073
2016-05-09,37790
2016-05-10,37616
2016-05-11,37616
2016-05-12,37504
2016-05-13,36656
2016-05-14,36355
2016-05-15,37123
2016-05-16,37123
2016-05-17,37718
2016-05-18,38113
2016-05-19,38113
2016-05-22,38064
2016-05-23,38170
2016-05-24,38308
2016-05-25,38308
2016-05-26,39326
2016-05-27,41293
2016-05-28,41293
2016-05-29,42915
2016-05-30,42915
2016-05-31,43821
2016-06-01,44555
2016-06-02,44340
2016-06-03,44340
2016-06-04,43807
2016-06-05,43807
2016-06-06,43758
2016-06-07,43758
2016-06-08,43066
2016-06-09,42837
2016-06-10,42329
2016-06-11,42329
2016-06-12,42154
2016-06-13,42154
2016-06-14,41694
2016-06-15,41694
2016-06-16,40314
2016-06-17,38911
2016-06-18,38911
2016-06-19,37143
2016-06-20,36368
2016-06-21,35601
2016-06-22,34829
2016-06-23,34186
2016-06-24,34186
2016-06-25,33226
2016-06-26,33226
2016-06-27,33293
2016-06-28,33742
2016-06-29,34046
2016-06-30,34391
2016-07-01,34281
2016-07-02,34671
2016-07-03,34661
2016-07-04,34598
2016-07-05,34598
2016-07-06,34539
2016-07-07,34298
2016-07-08,34179
2016-07-09,35585
2016-07-10,37361
2016-07-11,38698
2016-07-12,38698
2016-07-13,39432
2016-07-14,40511
2016-07-15,40925
2016-07-16,41583
2016-07-17,41583
2016-07-18,41719
2016-07-23,43443
2016-07-24,43015
2016-07-25,41680
2016-07-26,41680
2016-07-27,40093
2016-07-28,40093
2016-07-29,38088
2016-07-30,36833
2016-07-31,36833
2016-08-01,35982
2016-08-02,35590
2016-08-03,35465
2016-08-04,35465
2016-08-05,36922
2016-08-06,38441
2016-08-07,39554
2016-08-08,39554
2016-08-09,41315
2016-08-10,41315
2016-08-11,41782
2016-08-12,41782
2016-08-13,40271
2016-08-14,38959
2016-08-15,38672
2016-08-16,38672
2016-08-17,38328
2016-08-18,38328
2016-08-19,38150
2016-08-20,38843
2016-08-21,38843
2016-08-22,39264
2016-08-23,39198
2016-08-24,39198
2016-08-25,39373
2016-08-26,39373
2016-08-28,39755
2016-08-31,39948
2016-09-01,39369
2016-09-02,39369
2016-09-03,37985
2016-09-04,36161
2016-09-05,34581
2016-09-06,34581
2016-09-07,35626
2016-09-08,35626
2016-09-09,34775
2016-09-10,34114
2016-09-11,34114
2016-09-12,34823
2016-09-13,35911
2016-09-14,35911
2016-09-15,37044
2016-09-16,37044
2016-09-17,36696
2016-09-18,36696
2016-09-19,36166
2016-09-20,36166
2016-09-21,37008
2016-09-22,37008
2016-09-23,37377
2016-09-24,37377
2016-09-25,38075
2016-09-26,38075
2016-09-27,38310
2016-09-28,38310
2016-09-29,38493
2016-09-30,38074
2016-10-01,38074
2016-10-02,38407
2016-10-03,38407
2016-10-04,38671
2016-10-05,38671
2016-10-06,37942
2016-10-07,37942
2016-10-08,38316
2016-10-09,38316
2016-10-10,38757
2016-10-11,38938
2016-10-12,38938
2016-10-13,38619
2016-10-14,39375
2016-10-15,39901
2016-10-16,39901
2016-10-17,40298
2016-10-18,40298
2016-10-19,39988
2016-10-20,39374
2016-10-21,39441
2016-10-22,39441
2016-10-23,40292
2016-10-24,41204
2016-10-25,41204
2016-10-26,42065
2016-10-27,42065
2016-10-28,42076
2016-10-29,39973
2016-10-30,39973
2016-10-31,39622
2016-11-01,39622
2016-11-02,39944
2016-11-03,39944
2016-11-04,40113
2016-11-05,40113
2016-11-06,40629
2016-11-07,40629
2016-11-08,39783
2016-11-09,39783
2016-11-10,39600
2016-11-11,39600
2016-11-12,38817
2016-11-13,38817
2016-11-14,37977
2016-12-07,36507
2016-12-08,36240
2016-12-09,35986
2016-12-10,35986
2016-12-11,36359
2016-12-12,36359
2016-12-13,36928
2016-12-14,38092
2016-12-15,38092
2016-12-16,39982
2016-12-17,41165
2016-12-18,41165
2016-12-19,42498
2016-12-20,42840
2016-12-21,41966
2016-12-22,41966
2016-12-23,41536
2016-12-24,41536
2016-12-25,40939
2016-12-26,40939
2016-12-27,41091
2016-12-28,40882
2016-12-29,40721
2016-12-30,40721
2016-12-31,40996
2017-01-01,42268
2017-01-02,41839
2017-01-03,41839
2017-01-04,41726
2017-01-05,41726
2017-01-06,41436
2017-01-07,41102
2017-01-08,40626
2017-01-09,41108
2017-01-10,41375
2017-01-11,41424
2017-01-12,41547
2017-01-13,41547
2017-01-14,43190
2017-01-15,44091
2017-01-16,43312
2017-01-17,41933
2017-01-18,42093
2017-01-19,42870
2017-01-20,42731
2017-01-21,42194
2017-01-22,43566
2017-01-27,42232
2017-01-28,42088
2017-01-29,42152
2017-01-30,42152
2017-01-31,42391
2017-02-01,42583
2017-02-02,42892
2017-02-03,43040
2017-02-04,43290
2017-02-05,43645
2017-02-06,43924
2017-02-07,43824
2017-02-08,43965
2017-02-09,43965
2017-02-10,43665
2017-02-11,43502
2017-02-12,43502
2017-02-13,43221
2017-02-14,44761
2017-02-15,44761
2017-02-16,45457
2017-02-18,45069
2017-02-19,45386
2017-02-20,45396
2017-02-21,44830
2017-02-22,44830
2017-02-23,43982
2017-02-24,43982
2017-02-25,43654
2017-02-26,43875
2017-02-27,44743
2017-02-28,44703
2017-03-01,44523
2017-03-02,44700
2017-03-03,44700
2017-03-04,44739
2017-03-05,45080
2017-03-06,45186
2017-03-07,45479
2017-03-08,45479
2017-03-09,44635
2017-03-10,44317
2017-03-11,45575
2017-03-12,45510
2017-03-13,44961
2017-03-14,44469
2017-03-15,44172
2017-03-16,44817
2017-03-17,44725
2017-03-18,44924
2017-03-19,45032
2017-03-20,45176
2017-03-21,45620
2017-03-22,44987
2017-03-23,44061
2017-03-24,43956
2017-03-25,43956
2017-03-26,44354
2017-03-27,45210
2017-03-28,45603
2017-03-29,46013
2017-03-30,46302
2017-03-31,46087
2017-04-01,46267
2017-04-02,46882
2017-04-03,46779
2017-04-04,46662
2017-04-12,46541
2017-04-13,46879
2017-04-14,47264
2017-04-15,47465
2017-04-16,47726
2017-04-17,47869
2017-04-18,48512
2017-04-19,50277
2017-04-20,51615
2017-04-21,52466
2017-04-22,52466
2017-04-23,51393
2017-04-24,52291
2017-04-25,52752
2017-04-26,52752
2017-04-27,51829
2017-04-28,51355
2017-04-29,51919
2017-04-30,52344
2017-05-01,52760
2017-05-02,53340
2017-05-03,52520
2017-05-04,52386
2017-05-05,52893
2017-05-06,52893
2017-05-07,53348
2017-05-08,53029
2017-05-09,53442
2017-05-10,52735
2017-05-11,52735
2017-05-12,51527
2017-05-13,51320
2017-05-14,51320
2017-05-15,51372
2017-05-16,51155
2017-05-17,51155
2017-05-18,51137
2017-05-19,51137
2017-05-20,49569
2017-05-21,49569
2017-05-22,49481
2017-05-23,48891
2017-05-24,48549
2017-05-25,48549
2017-05-26,47204
2017-05-27,44976
2017-05-28,42843
2017-05-29,41336
2017-05-30,40342
2017-05-31,39611
2017-06-01,38644
2017-06-02,38711
2017-06-03,38711
2017-06-06,39248
2017-06-07,39542
2017-06-08,39542
2017-06-09,40329
2017-06-10,40445
2017-06-11,39965
2017-06-12,39965
2017-06-13,39274
2017-06-14,38423
2017-06-15,38423
2017-06-16,38709
2017-06-17,38709
2017-06-18,39039
2017-06-19,39039
2017-06-20,39244
2017-06-21,39996
2017-06-22,39996
2017-06-23,40948
2017-06-24,40946
2017-06-25,40621
2017-06-26,40552
2017-06-27,41144
2017-06-28,41144
2017-06-29,41009
2017-06-30,40542
2017-07-01,40542
2017-07-02,40874
2017-07-03,41129
2017-07-04,41110
2017-07-05,41110
2017-07-06,41687
2017-07-07,41687
2017-07-08,41898
2017-07-13,43286
2017-07-14,43543
2017-07-15,43543
2017-07-16,43852
2017-07-17,44490
2017-07-18,44490
2017-07-19,45083
2017-07-20,45139
2017-07-21,45175
2017-07-22,45646
2017-07-23,45478
2017-07-24,45478
2017-07-25,45838
2017-07-26,46984
2017-07-27,47019
2017-07-28,46437
2017-07-29,46437
2017-07-30,46951
2017-07-31,46951
2017-08-01,47880
2017-08-02,48582
2017-08-03,48318
2017-08-04,48318
2017-08-05,48773
2017-08-06,48773
2017-08-09,55600
2017-08-10,56473
2017-08-11,56473
2017-08-12,56255
2017-08-13,56255
2017-08-14,55829
2017-08-15,55618
2017-08-16,55523
2017-08-17,55668
2017-08-18,55668
2017-08-19,55660
2017-08-20,55818
2017-08-22,55632
2017-08-23,55632
2017-08-24,55698
2017-08-25,55698
2017-08-26,55630
2017-08-27,54312
2017-08-28,54312
2017-08-29,53059
2017-08-30,53378
2017-08-31,53378
2017-09-01,53302
2017-09-02,53005
2017-09-03,53005
2017-09-04,53411
2017-09-05,53156
2017-09-06,54103
2017-09-07,54876
2017-09-08,54876
2017-09-09,56650
2017-09-10,57162
2017-09-11,57162
2017-09-12,57451
2017-09-13,57443
2017-09-14,57510
2017-09-15,57510
2017-09-16,55243
2017-09-17,54250
2017-09-19,53069
2017-09-20,52326
2017-09-21,52785
2017-09-22,53891
2017-09-23,53891
2017-09-24,54434
2017-09-25,54304
2017-09-26,54212
2017-09-27,54212
2017-09-28,54360
2017-09-29,54618
2017-09-30,54618
2017-10-01,53635
2017-10-02,53216
2017-10-03,53216
2017-10-04,52705
2017-10-05,52978
2017-10-06,53796
2017-10-07,54471
2017-10-08,54696
2017-10-09,55444
2017-10-10,55534
2017-10-11,55534
2017-10-12,56725
2017-10-13,58548
2017-10-14,59977
2017-10-15,59977
2017-10-16,61159
2017-10-17,61159
2017-10-18,62480
2017-10-19,63700
2017-10-20,63700
2017-10-21,63812
2017-10-22,64439
2017-10-23,67597
2017-10-24,67597
2017-10-25,69557
2017-10-26,69557
2017-10-27,70630
2017-10-28,70630
2017-10-29,70295
2017-10-30,70504
2017-10-31,69848
2017-11-01,69848
2017-11-02,67984
2017-11-03,67984
2017-11-04,66985
2017-11-05,66985
2017-11-06,66285
2017-11-07,66285
2017-11-08,66832
2017-11-09,67765
2017-11-10,67765
2017-11-11,64706
2017-11-12,61551
2017-11-13,61551
2017-11-14,59297
2017-11-15,58864
2017-11-16,59130
2017-11-17,59511
2017-11-18,59511
2017-11-19,58509
2017-11-20,57321
2017-11-21,55919
2017-11-22,55919
2017-11-23,54675
2017-11-24,55054
2017-11-25,55767
2017-11-26,57476
2017-11-27,57476
2017-11-28,57689
2017-11-29,56782
2017-11-30,56782
2017-12-01,55864
2017-12-02,55864
2017-12-03,56030
2017-12-04,56030
2017-12-05,54773
2017-12-06,53094
2017-12-07,51337
2017-12-08,51337
2017-12-09,49220
2017-12-10,49076
2017-12-11,49956
2017-12-12,50878
2017-12-14,52302
2017-12-15,53295
2017-12-17,54484
2017-12-18,54359
2017-12-19,54359
2017-12-20,54439
2017-12-21,55405
2017-12-22,54557
2017-12-23,54578
2017-12-24,54578
2017-12-25,55389
2017-12-26,54863
2017-12-27,53903
2017-12-28,53903
2017-12-29,54807
2017-12-30,55463
2017-12-31,55463
2018-01-01,55703
2018-01-02,57545
2018-01-03,57691
2018-01-04,58605
2018-01-05,59810
2018-01-06,60691
2018-01-07,60559
2018-01-08,60822
2018-01-09,59453
2018-01-10,59453
2018-01-11,58610
2018-01-12,59189
2018-01-13,59774
2018-01-14,61665
2018-01-15,63125
2018-01-16,61912
2018-01-17,61958
2018-01-18,62359
2018-01-19,62359
2018-01-20,62127
2018-01-21,60668
2018-01-22,60679
2018-01-23,60920
2018-01-25,62363
2018-01-26,62315
2018-01-27,62744
2018-01-28,65299
2018-01-29,67242
2018-01-31,64386
2018-02-01,63443
2018-02-02,62739
2018-02-03,63217
2018-02-04,62627
2018-02-05,62078
2018-02-06,62124
2018-02-07,60776
2018-02-08,61317
2018-02-09,61272
2018-02-10,61396
2018-02-11,62186
2018-02-12,63698
2018-02-13,62954
2018-02-14,62261
2018-02-15,61821
2018-02-16,60922
2018-02-17,61599
2018-02-18,60909
2018-02-19,61189
2018-02-20,60787
2018-02-21,61556
2018-02-22,63429
2018-02-23,64068
2018-02-24,65086
2018-02-25,64820
2018-02-26,65875
2018-02-27,64883
2018-03-01,63777
2018-03-02,62097
2018-03-03,60684
2018-03-04,60684
2018-03-05,60015
2018-03-06,57862
2018-03-07,58721
2018-03-08,59891
2018-03-09,60135
2018-03-10,60079
2018-03-11,59202
2018-03-12,59812
2018-03-13,61358
2018-03-14,61188
2018-03-15,60991
2018-03-16,61032
2018-03-17,61064
2018-03-18,62078
2018-03-19,62248
2018-03-20,63218
2018-03-21,64771
2018-03-23,64901
2018-03-24,64756
2018-03-26,66590
2018-03-27,67765
2018-03-28,68841
2018-03-29,69019
2018-03-30,71139
2018-03-31,72503
2018-04-01,73886
2018-04-02,75251
2018-04-03,75534
2018-04-04,74853
2018-04-05,74853
2018-04-06,75463
2018-04-07,75463
2018-04-08,76794
2018-04-09,76749
2018-04-10,77458
2018-04-11,78102
2018-04-12,79529
2018-04-13,80342
2018-04-14,83177
2018-04-15,85384
2018-04-16,87998
2018-04-17,90455
2018-04-18,89916
2018-04-19,89884
2018-04-20,88484
2018-04-21,87349
2018-04-22,85891
2018-04-23,83107
2018-04-24,79735
2018-04-25,76266
2018-04-26,72929
2018-04-27,71246
2018-04-28,70208
2018-04-29,70899
2018-04-30,70771
2018-05-01,70643
2018-05-04,70390
2018-05-05,70358
2018-05-06,70358
2018-05-07,68761
2018-05-08,69015
2018-05-09,68762
2018-05-10,67576
2018-05-11,66908
2018-05-12,69569
2018-05-13,72109
2018-05-14,75522
2018-05-15,77554
2018-05-16,76341
2018-05-17,76694
2018-05-18,79783
2018-05-19,82653
2018-05-20,83822
2018-05-21,86198
2018-05-22,86198
2018-05-23,85662
2018-05-24,84899
2018-05-25,83696
2018-05-26,83866
2018-05-27,81318
2018-05-28,79236
2018-05-29,77114
2018-05-30,76147
2018-05-31,76389
2018-06-01,76970
2018-06-02,76264
2018-06-03,73571
2018-06-04,72713
2018-06-05,72015
2018-06-06,72255
2018-06-07,72255
2018-06-08,68997
2018-06-09,66247
2018-06-10,63718
2018-06-11,62999
2018-06-12,61200
2018-06-13,59499
2018-06-14,58958
2018-06-15,59457
2018-06-16,60069
2018-06-17,60315
2018-06-18,61705
2018-06-19,63210
2018-06-20,63210
2018-06-21,62576
2018-06-22,60684
2018-06-23,59685
2018-06-24,58438
2018-06-25,60220
2018-06-26,61405
2018-06-27,61994
2018-06-28,61051
2018-06-29,61212
2018-06-30,63121
2018-07-01,66162
2018-07-02,69225
2018-07-03,70953
2018-07-04,73140
2018-07-05,75804
2018-07-06,73198
2018-07-07,72081
2018-07-08,72275
2018-07-09,74496
2018-07-10,75886
2018-07-11,77127
2018-07-12,76050
2018-07-13,76237
2018-07-14,76818
2018-07-15,78803
2018-07-16,80826
2018-07-17,83575
2018-07-18,85273
2018-07-19,86258
2018-07-20,83372
2018-07-21,83767
2018-07-22,82633
2018-07-23,81179
2018-07-24,79928
2018-07-25,80165
2018-07-26,80530
2018-07-27,84163
2018-07-28,86680
2018-07-29,85989
2018-07-30,89021
2018-07-31,89069
2018-08-01,88449
2018-08-02,86976
2018-08-03,88878
2018-08-04,88657
2018-08-05,90478
2018-08-06,92178
2018-08-07,93919
2018-08-08,94284
2018-08-09,94254
2018-08-10,93944
2018-08-11,93557
2018-08-12,93677
2018-08-14,95562
2018-08-16,97154
2018-08-17,97264
2018-08-18,98300
2018-08-19,98383
2018-08-20,97667
2018-08-21,98239
2018-08-22,98114
2018-08-23,96805
2018-08-24,95246
2018-08-25,92547
2018-08-26,88324
2018-08-27,86269
2018-08-28,88384
2018-08-29,88461
2018-08-30,89633
2018-08-31,92111
2018-09-01,93426
2018-09-02,91020
2018-09-03,91227
2018-09-04,90480
2018-09-05,89233
2018-09-06,89233
2018-09-07,90201
2018-09-08,90592
2018-09-09,90540
2018-09-10,88569
2018-09-11,88845
2018-09-12,89636
2018-09-13,89738
2018-09-14,89808
2018-09-15,89180
2018-09-16,89566
2018-09-17,89600
2018-09-18,91835
2018-09-19,92507
2018-09-20,93310
2018-09-21,92806
2018-09-22,95218
2018-09-23,93537
2018-09-24,92360
2018-09-25,92515
2018-09-26,91403
2018-09-27,89540
2018-09-28,87923
2018-09-29,88930
2018-09-30,88319
2018-10-02,86716
2018-10-03,87295
2018-10-04,88142
2018-10-05,86828
2018-10-06,86785
2018-10-07,85152
2018-10-08,83381
2018-10-09,79955
2018-10-10,76489
2018-10-11,73177
2018-10-12,71352
2018-10-13,69829
2018-10-14,67442
2018-10-15,68214
2018-10-16,71325
2018-10-17,73028
2018-10-18,74592
2018-10-19,74962
2018-10-20,71796
2018-10-21,70071
2018-10-22,70001
2018-10-23,70549
2018-10-24,70786
2018-10-25,70006
2018-10-26,70493
2018-10-27,70821
2018-10-28,70705
2018-10-29,70140
2018-10-30,70224
2018-10-31,70449
2018-11-01,71488
2018-11-03,75365
2018-11-04,79038
2018-11-05,82642
2018-11-06,86775
2018-11-07,90868
2018-11-08,95245
2018-11-09,96150
2018-11-10,98717
2018-11-11,101977
2018-11-12,107027
2018-11-13,112365
2018-11-15,117310
2018-11-16,119071
2018-11-17,119345
2018-11-18,124625
2018-11-19,130544
2018-11-20,137063
2018-11-21,142397
2018-11-22,145843
2018-11-23,149422
2018-11-24,152162
2018-11-25,153411
2018-11-26,157391
2018-11-27,160035
2018-11-28,163208
2018-11-29,160288
2018-12-01,159400
2018-12-02,157891
2018-12-03,151116
2018-12-04,145022
2018-12-05,137964
2018-12-07,124511
2018-12-09,113023
2018-12-10,107739
2018-12-11,105197
2018-12-12,100900
2018-12-13,97268
2018-12-14,96243
2018-12-15,97227
2018-12-16,101326
2018-12-17,100459
2018-12-18,98011
2018-12-19,96358
2018-12-20,96115
2018-12-21,95086
2018-12-22,93820
2018-12-23,92942
2018-12-24,93783
2018-12-25,95339
2018-12-26,93918
2018-12-27,92379
2018-12-28,91610
2018-12-29,93019
2018-12-30,94528
2018-12-31,95341
2019-01-01,96286
2019-01-02,95756
2019-01-03,95276
2019-01-04,98042
2019-01-05,98980
2019-01-06,97977
2019-01-08,95851
2019-01-10,92771
2019-01-11,89285
2019-01-12,86284
2019-01-13,81971
2019-01-14,79895
2019-01-15,81970
2019-01-16,81957
2019-01-17,82991
2019-01-18,83205
2019-01-19,82119
2019-01-20,80109
2019-01-21,77656
2019-01-22,77935
2019-01-23,80801
2019-01-24,80981
2019-01-25,81262
2019-01-26,78300
2019-01-28,77051
2019-01-29,77838
2019-01-30,81126
2019-01-31,84373
2019-02-01,83148
2019-02-02,83482
2019-02-03,81070
2019-02-04,79336
2019-02-05,78967
2019-02-06,78542
2019-02-07,78505
2019-02-08,78516
2019-02-09,77705
2019-02-10,77306
2019-02-11,75681
2019-02-12,76248
2019-02-13,77955
2019-02-14,78872
2019-02-15,79103
2019-02-16,79682
2019-02-17,79869
2019-02-18,81654
2019-02-19,81913
2019-02-20,82401
2019-02-21,79360
2019-02-22,79014
2019-02-23,79298
2019-02-24,80360
2019-02-25,80186
2019-02-26,81636
2019-02-27,81384
2019-02-28,78978
2019-03-01,78231
2019-03-02,78686
2019-03-03,80207
2019-03-04,78855
2019-03-05,77942
2019-03-06,75809
2019-03-07,76556
2019-03-08,78011
2019-03-09,78724
2019-03-10,79474
2019-03-11,79612
2019-03-12,79978
2019-03-13,80218
2019-03-14,79615
2019-03-15,78837
2019-03-16,79596
2019-03-17,79071
2019-03-18,79310
2019-03-19,79217
2019-03-20,79661
2019-03-21,81001
2019-03-22,84877
2019-03-23,86300
2019-03-24,87482
2019-03-25,89463
2019-03-26,89571
2019-03-27,90094
2019-03-28,93219
2019-03-29,95147
2019-03-30,95147
2019-03-31,98799
2019-04-01,102628
