date_obj,Limpwurt%20root price
2016-01-08,2245
2016-01-09,2273
2016-01-10,2292
2016-01-11,2242
2016-01-12,2251
2016-01-13,2262
2016-01-14,2226
2016-01-15,2216
2016-01-16,2182
2016-01-17,2240
2016-01-18,2304
2016-01-19,2259
2016-01-20,2224
2016-01-21,2244
2016-01-22,2246
2016-01-23,2314
2016-01-24,2403
2016-01-25,2512
2016-01-26,2514
2016-01-27,2554
2016-01-28,2584
2016-01-29,2499
2016-01-30,2490
2016-01-31,2498
2016-02-01,2541
2016-02-02,2528
2016-02-03,2532
2016-02-04,2491
2016-02-05,2468
2016-02-06,2470
2016-02-07,2420
2016-02-08,2335
2016-02-09,2272
2016-02-10,2345
2016-02-11,2283
2016-02-12,2208
2016-02-13,2178
2016-02-14,2170
2016-02-15,2194
2016-02-16,2236
2016-02-17,2186
2016-02-18,2140
2016-02-19,2124
2016-02-20,2115
2016-02-21,2204
2016-02-22,2257
2016-02-23,2212
2016-02-24,2266
2016-02-25,2362
2016-02-26,2328
2016-02-27,2294
2016-02-28,2205
2016-02-29,2140
2016-03-01,2221
2016-03-02,2248
2016-03-03,2187
2016-03-04,2158
2016-03-05,2174
2016-03-06,2217
2016-03-07,2326
2016-03-08,2308
2016-03-09,2282
2016-03-10,2256
2016-03-11,2227
2016-03-12,2225
2016-03-13,2218
2016-03-14,2201
2016-03-15,2187
2016-03-16,2262
2016-03-17,2366
2016-03-18,2374
2016-03-19,2358
2016-03-20,2426
2016-03-21,2459
2016-03-22,2427
2016-03-23,2405
2016-03-24,2418
2016-03-25,2395
2016-03-26,2379
2016-03-27,2400
2016-03-28,2454
2016-03-29,2438
2016-03-30,2392
2016-03-31,2374
2016-04-01,2436
2016-04-02,2494
2016-04-03,2455
2016-04-04,2521
2016-04-05,2581
2016-04-06,2560
2016-04-07,2588
2016-04-08,2576
2016-04-09,2478
2016-04-10,2456
2016-04-11,2444
2016-04-12,2449
2016-04-13,2456
2016-04-14,2495
2016-04-15,2572
2016-04-16,2533
2016-04-17,2446
2016-04-18,2432
2016-04-19,2405
2016-04-20,2448
2016-04-21,2413
2016-04-22,2402
2016-04-23,2368
2016-04-24,2340
2016-04-25,2380
2016-04-26,2368
2016-04-27,2382
2016-04-28,2383
2016-04-29,2383
2016-04-30,2344
2016-05-01,2326
2016-05-02,2320
2016-05-03,2294
2016-05-04,2266
2016-05-05,2200
2016-05-06,2127
2016-05-07,2182
2016-05-08,2283
2016-05-09,2260
2016-05-10,2270
2016-05-11,2343
2016-05-12,2384
2016-05-13,2400
2016-05-14,2363
2016-05-15,2323
2016-05-16,2315
2016-05-17,2354
2016-05-18,2351
2016-05-19,2386
2016-05-22,2301
2016-05-23,2275
2016-05-24,2261
2016-05-25,2238
2016-05-26,2219
2016-05-27,2179
2016-05-28,2182
2016-05-29,2150
2016-05-30,2164
2016-05-31,2259
2016-06-01,2358
2016-06-02,2306
2016-06-03,2319
2016-06-04,2414
2016-06-05,2526
2016-06-06,2481
2016-06-07,2448
2016-06-08,2408
2016-06-09,2371
2016-06-10,2401
2016-06-11,2408
2016-06-12,2351
2016-06-13,2317
2016-06-14,2313
2016-06-15,2316
2016-06-16,2327
2016-06-17,2301
2016-06-18,2288
2016-06-19,2258
2016-06-20,2208
2016-06-21,2185
2016-06-22,2164
2016-06-23,2136
2016-06-24,2127
2016-06-25,2119
2016-06-26,2128
2016-06-27,2115
2016-06-28,2106
2016-06-29,2063
2016-06-30,2056
2016-07-01,2026
2016-07-02,2057
2016-07-03,2109
2016-07-04,2097
2016-07-05,2092
2016-07-06,2077
2016-07-07,2105
2016-07-08,2098
2016-07-09,2073
2016-07-10,2089
2016-07-11,2091
2016-07-12,2074
2016-07-13,2064
2016-07-14,2034
2016-07-15,1997
2016-07-16,1995
2016-07-17,1987
2016-07-18,1943
2016-07-23,1928
2016-07-24,1931
2016-07-25,1955
2016-07-26,1943
2016-07-27,1935
2016-07-28,1938
2016-07-29,1916
2016-07-30,1900
2016-07-31,1913
2016-08-01,1957
2016-08-02,1913
2016-08-03,1897
2016-08-04,1891
2016-08-05,1875
2016-08-06,1899
2016-08-07,1884
2016-08-08,1886
2016-08-09,1880
2016-08-10,1876
2016-08-11,1910
2016-08-12,1941
2016-08-13,1939
2016-08-14,1936
2016-08-15,1929
2016-08-16,1956
2016-08-17,1978
2016-08-18,1978
2016-08-19,1994
2016-08-20,2030
2016-08-21,2012
2016-08-22,1991
2016-08-23,1950
2016-08-24,1936
2016-08-25,1916
2016-08-26,1917
2016-08-28,1968
2016-08-31,1923
2016-09-01,1963
2016-09-02,2060
2016-09-03,2112
2016-09-04,2113
2016-09-05,2128
2016-09-06,2100
2016-09-07,2145
2016-09-08,2154
2016-09-09,2206
2016-09-10,2155
2016-09-11,2114
2016-09-12,2187
2016-09-13,2225
2016-09-14,2173
2016-09-15,2075
2016-09-16,1984
2016-09-17,1889
2016-09-18,1794
2016-09-19,1704
2016-09-20,1618
2016-09-21,1537
2016-09-22,1460
2016-09-23,1387
2016-09-24,1317
2016-09-25,1251
2016-09-26,1188
2016-09-27,1128
2016-09-28,1071
2016-09-29,1017
2016-09-30,966
2016-10-01,919
2016-10-02,873
2016-10-03,829
2016-10-04,787
2016-10-05,758
2016-10-06,792
2016-10-07,814
2016-10-08,823
2016-10-09,812
2016-10-10,832
2016-10-11,826
2016-10-12,839
2016-10-13,858
2016-10-14,877
2016-10-15,883
2016-10-16,852
2016-10-17,815
2016-10-18,779
2016-10-19,741
2016-10-20,704
2016-10-21,673
2016-10-22,639
2016-10-23,613
2016-10-24,629
2016-10-25,637
2016-10-26,669
2016-10-27,688
2016-10-28,691
2016-10-29,670
2016-10-30,668
2016-10-31,677
2016-11-01,673
2016-11-02,694
2016-11-03,703
2016-11-04,686
2016-11-05,652
2016-11-06,622
2016-11-07,605
2016-11-08,607
2016-11-09,619
2016-11-10,600
2016-11-11,576
2016-11-12,584
2016-11-13,585
2016-11-14,592
2016-12-07,483
2016-12-08,496
2016-12-09,521
2016-12-10,548
2016-12-11,575
2016-12-12,571
2016-12-13,593
2016-12-14,600
2016-12-15,587
2016-12-16,585
2016-12-17,561
2016-12-18,534
2016-12-19,511
2016-12-20,506
2016-12-21,504
2016-12-22,517
2016-12-23,511
2016-12-24,513
2016-12-25,509
2016-12-26,503
2016-12-27,487
2016-12-28,470
2016-12-29,476
2016-12-30,478
2016-12-31,470
2017-01-01,463
2017-01-02,455
2017-01-03,468
2017-01-04,480
2017-01-05,485
2017-01-06,494
2017-01-07,481
2017-01-08,461
2017-01-09,456
2017-01-10,457
2017-01-11,451
2017-01-12,437
2017-01-13,416
2017-01-14,400
2017-01-15,419
2017-01-16,440
2017-01-17,447
2017-01-18,436
2017-01-19,424
2017-01-20,408
2017-01-21,413
2017-01-22,424
2017-01-27,363
2017-01-28,358
2017-01-29,346
2017-01-30,331
2017-01-31,315
2017-02-01,317
2017-02-02,319
2017-02-03,310
2017-02-04,296
2017-02-05,291
2017-02-06,292
2017-02-07,300
2017-02-08,300
2017-02-09,301
2017-02-10,307
2017-02-11,299
2017-02-12,298
2017-02-13,299
2017-02-14,303
2017-02-15,305
2017-02-16,303
2017-02-18,308
2017-02-19,299
2017-02-20,298
2017-02-21,304
2017-02-22,301
2017-02-23,300
2017-02-24,307
2017-02-25,308
2017-02-26,319
2017-02-27,327
2017-02-28,331
2017-03-01,343
2017-03-02,344
2017-03-03,342
2017-03-04,343
2017-03-05,346
2017-03-06,347
2017-03-07,353
2017-03-08,370
2017-03-09,367
2017-03-10,348
2017-03-11,331
2017-03-12,314
2017-03-13,303
2017-03-14,311
2017-03-15,314
2017-03-16,317
2017-03-17,322
2017-03-18,314
2017-03-19,314
2017-03-20,318
2017-03-21,315
2017-03-22,314
2017-03-23,309
2017-03-24,305
2017-03-25,304
2017-03-26,304
2017-03-27,304
2017-03-28,305
2017-03-29,302
2017-03-30,302
2017-03-31,294
2017-04-01,294
2017-04-02,279
2017-04-03,272
2017-04-04,270
2017-04-12,256
2017-04-13,252
2017-04-14,244
2017-04-15,244
2017-04-16,250
2017-04-17,249
2017-04-18,249
2017-04-19,256
2017-04-20,268
2017-04-21,282
2017-04-22,294
2017-04-23,304
2017-04-24,290
2017-04-25,290
2017-04-26,297
2017-04-27,302
2017-04-28,295
2017-04-29,291
2017-04-30,291
2017-05-01,288
2017-05-02,295
2017-05-03,281
2017-05-04,277
2017-05-05,282
2017-05-06,284
2017-05-07,285
2017-05-08,282
2017-05-09,283
2017-05-10,288
2017-05-11,288
2017-05-12,283
2017-05-13,280
2017-05-14,282
2017-05-15,293
2017-05-16,297
2017-05-17,296
2017-05-18,296
2017-05-19,301
2017-05-20,298
2017-05-21,296
2017-05-22,304
2017-05-23,300
2017-05-24,297
2017-05-25,291
2017-05-26,284
2017-05-27,279
2017-05-28,270
2017-05-29,260
2017-05-30,260
2017-05-31,260
2017-06-01,267
2017-06-02,271
2017-06-03,270
2017-06-06,262
2017-06-07,271
2017-06-08,261
2017-06-09,259
2017-06-10,265
2017-06-11,276
2017-06-12,271
2017-06-13,269
2017-06-14,266
2017-06-15,263
2017-06-16,271
2017-06-17,271
2017-06-18,265
2017-06-19,260
2017-06-20,262
2017-06-21,267
2017-06-22,266
2017-06-23,264
2017-06-24,260
2017-06-25,264
2017-06-26,259
2017-06-27,258
2017-06-28,254
2017-06-29,258
2017-06-30,260
2017-07-01,264
2017-07-02,263
2017-07-03,264
2017-07-04,260
2017-07-05,259
2017-07-06,259
2017-07-07,260
2017-07-08,255
2017-07-13,259
2017-07-14,247
2017-07-15,234
2017-07-16,224
2017-07-17,229
2017-07-18,233
2017-07-19,232
2017-07-20,232
2017-07-21,231
2017-07-22,228
2017-07-23,220
2017-07-24,209
2017-07-25,200
2017-07-26,209
2017-07-27,220
2017-07-28,230
2017-07-29,223
2017-07-30,224
2017-07-31,223
2017-08-01,225
2017-08-02,225
2017-08-03,229
2017-08-04,235
2017-08-05,243
2017-08-06,247
2017-08-09,259
2017-08-10,254
2017-08-11,256
2017-08-12,254
2017-08-13,257
2017-08-14,248
2017-08-15,235
2017-08-17,237
2017-08-18,240
2017-08-19,234
2017-08-20,234
2017-08-21,234
2017-08-22,230
2017-08-23,228
2017-08-24,230
2017-08-25,234
2017-08-26,237
2017-08-27,229
2017-08-28,233
2017-08-29,232
2017-08-30,225
2017-08-31,220
2017-09-01,221
2017-09-02,219
2017-09-03,222
2017-09-04,216
2017-09-05,209
2017-09-06,211
2017-09-07,218
2017-09-08,223
2017-09-09,220
2017-09-10,229
2017-09-11,235
2017-09-12,234
2017-09-13,234
2017-09-14,233
2017-09-15,234
2017-09-16,237
2017-09-17,236
2017-09-19,235
2017-09-20,238
2017-09-21,235
2017-09-22,240
2017-09-23,241
2017-09-24,242
2017-09-25,249
2017-09-26,257
2017-09-27,259
2017-09-28,262
2017-09-29,265
2017-09-30,262
2017-10-01,264
2017-10-02,271
2017-10-03,262
2017-10-04,258
2017-10-05,254
2017-10-06,255
2017-10-07,258
2017-10-08,255
2017-10-09,261
2017-10-10,254
2017-10-11,245
2017-10-12,248
2017-10-13,243
2017-10-14,240
2017-10-15,239
2017-10-16,238
2017-10-17,236
2017-10-18,239
2017-10-19,243
2017-10-20,246
2017-10-21,244
2017-10-22,239
2017-10-23,235
2017-10-24,233
2017-10-25,234
2017-10-26,234
2017-10-27,232
2017-10-28,221
2017-10-29,222
2017-10-30,224
2017-10-31,231
2017-11-01,230
2017-11-02,229
2017-11-03,224
2017-11-04,232
2017-11-05,241
2017-11-06,238
2017-11-07,230
2017-11-08,235
2017-11-09,242
2017-11-10,242
2017-11-11,239
2017-11-12,238
2017-11-13,237
2017-11-14,237
2017-11-15,238
2017-11-16,232
2017-11-17,226
2017-11-18,225
2017-11-19,227
2017-11-20,233
2017-11-21,231
2017-11-22,231
2017-11-23,231
2017-11-24,232
2017-11-25,229
2017-11-26,219
2017-11-27,219
2017-11-28,223
2017-11-29,224
2017-11-30,223
2017-12-01,228
2017-12-02,231
2017-12-03,232
2017-12-04,235
2017-12-05,237
2017-12-06,235
2017-12-07,231
2017-12-08,229
2017-12-09,227
2017-12-10,229
2017-12-11,223
2017-12-12,223
2017-12-14,219
2017-12-15,223
2017-12-16,228
2017-12-17,227
2017-12-18,223
2017-12-19,222
2017-12-20,220
2017-12-21,219
2017-12-22,216
2017-12-23,215
2017-12-24,220
2017-12-25,228
2017-12-26,230
2017-12-27,228
2017-12-28,230
2017-12-29,229
2017-12-30,231
2017-12-31,237
2018-01-01,243
2018-01-02,248
2018-01-03,249
2018-01-04,238
2018-01-05,237
2018-01-06,229
2018-01-07,227
2018-01-08,224
2018-01-09,224
2018-01-10,225
2018-01-11,223
2018-01-12,228
2018-01-13,227
2018-01-14,222
2018-01-15,220
2018-01-16,219
2018-01-17,219
2018-01-18,222
2018-01-19,219
2018-01-20,218
2018-01-21,217
2018-01-22,216
2018-01-23,218
2018-01-25,218
2018-01-26,216
2018-01-27,215
2018-01-28,215
2018-01-29,216
2018-01-31,220
2018-02-01,231
2018-02-02,236
2018-02-03,234
2018-02-04,240
2018-02-05,229
2018-02-06,220
2018-02-07,226
2018-02-08,232
2018-02-09,229
2018-02-10,228
2018-02-11,230
2018-02-12,237
2018-02-13,249
2018-02-14,260
2018-02-15,266
2018-02-16,261
2018-02-17,250
2018-02-18,245
2018-02-19,245
2018-02-20,248
2018-02-21,243
2018-02-22,242
2018-02-23,243
2018-02-24,247
2018-02-25,257
2018-02-26,264
2018-02-27,268
2018-02-28,269
2018-03-01,266
2018-03-02,262
2018-03-03,259
2018-03-04,257
2018-03-05,260
2018-03-06,259
2018-03-07,250
2018-03-08,241
2018-03-09,238
2018-03-10,233
2018-03-11,236
2018-03-12,237
2018-03-13,236
2018-03-14,238
2018-03-15,234
2018-03-16,233
2018-03-17,234
2018-03-18,235
2018-03-19,237
2018-03-20,240
2018-03-21,241
2018-03-23,242
2018-03-24,238
2018-03-25,237
2018-03-26,235
2018-03-27,232
2018-03-28,233
2018-03-29,232
2018-03-30,229
2018-03-31,229
2018-04-01,231
2018-04-02,227
2018-04-03,221
2018-04-04,223
2018-04-05,225
2018-04-06,225
2018-04-07,229
2018-04-08,228
2018-04-09,228
2018-04-10,225
2018-04-11,225
2018-04-12,224
2018-04-13,225
2018-04-14,226
2018-04-15,232
2018-04-16,234
2018-04-17,233
2018-04-18,232
2018-04-19,231
2018-04-20,228
2018-04-21,232
2018-04-22,235
2018-04-23,242
2018-04-24,246
2018-04-25,241
2018-04-26,242
2018-04-27,236
2018-04-28,237
2018-04-29,234
2018-04-30,232
2018-05-01,230
2018-05-04,233
2018-05-05,235
2018-05-06,233
2018-05-07,232
2018-05-08,231
2018-05-09,230
2018-05-10,229
2018-05-11,228
2018-05-12,228
2018-05-13,228
2018-05-14,226
2018-05-15,225
2018-05-16,225
2018-05-17,227
2018-05-18,227
2018-05-19,226
2018-05-20,225
2018-05-21,226
2018-05-22,225
2018-05-23,225
2018-05-24,223
2018-05-25,227
2018-05-26,228
2018-05-27,227
2018-05-28,227
2018-05-29,228
2018-05-30,228
2018-05-31,227
2018-06-01,228
2018-06-02,230
2018-06-03,228
2018-06-04,226
2018-06-05,227
2018-06-06,225
2018-06-07,226
2018-06-08,226
2018-06-09,228
2018-06-10,227
2018-06-11,227
2018-06-12,226
2018-06-13,224
2018-06-14,222
2018-06-15,219
2018-06-16,222
2018-06-17,223
2018-06-18,222
2018-06-19,227
2018-06-20,228
2018-06-21,228
2018-06-22,229
2018-06-23,227
2018-06-24,228
2018-06-25,225
2018-06-26,225
2018-06-27,227
2018-06-28,227
2018-06-29,226
2018-06-30,226
2018-07-01,224
2018-07-02,222
2018-07-03,219
2018-07-04,216
2018-07-05,214
2018-07-06,218
2018-07-07,220
2018-07-08,220
2018-07-09,219
2018-07-10,224
2018-07-11,223
2018-07-12,224
2018-07-13,225
2018-07-14,223
2018-07-15,223
2018-07-16,223
2018-07-17,224
2018-07-18,223
2018-07-19,223
2018-07-20,224
2018-07-21,225
2018-07-22,227
2018-07-23,231
2018-07-24,243
2018-07-25,256
2018-07-26,269
2018-07-27,283
2018-07-28,298
2018-07-29,313
2018-07-30,329
2018-07-31,346
2018-08-01,364
2018-08-02,383
2018-08-03,403
2018-08-04,424
2018-08-05,444
2018-08-06,463
2018-08-07,468
2018-08-08,474
2018-08-09,473
2018-08-10,470
2018-08-11,466
2018-08-12,455
2018-08-14,412
2018-08-16,371
2018-08-17,352
2018-08-18,335
2018-08-19,330
2018-08-20,337
2018-08-21,349
2018-08-22,367
2018-08-23,386
2018-08-24,406
2018-08-25,427
2018-08-26,449
2018-08-27,472
2018-08-28,496
2018-08-29,521
2018-08-30,548
2018-08-31,576
2018-09-01,605
2018-09-02,636
2018-09-03,668
2018-09-04,702
2018-09-05,738
2018-09-06,775
2018-09-07,814
2018-09-08,855
2018-09-09,898
2018-09-10,943
2018-09-11,935
2018-09-12,940
2018-09-13,987
2018-09-14,977
2018-09-15,929
2018-09-16,882
2018-09-17,837
2018-09-18,833
2018-09-19,875
2018-09-20,919
2018-09-21,965
2018-09-22,1014
2018-09-23,1065
2018-09-24,1117
2018-09-25,1154
2018-09-26,1182
2018-09-27,1237
2018-09-28,1298
2018-09-29,1308
2018-09-30,1333
2018-10-02,1295
2018-10-03,1236
2018-10-04,1174
2018-10-05,1116
2018-10-06,1085
2018-10-07,1044
2018-10-08,999
2018-10-09,1003
2018-10-10,1053
2018-10-11,1048
2018-10-12,1026
2018-10-13,1018
2018-10-14,989
2018-10-15,988
2018-10-16,975
2018-10-17,965
2018-10-18,932
2018-10-19,927
2018-10-20,917
2018-10-21,907
2018-10-22,880
2018-10-23,841
2018-10-24,858
2018-10-25,871
2018-10-26,874
2018-10-27,838
2018-10-28,813
2018-10-29,794
2018-10-30,813
2018-10-31,819
2018-11-01,779
2018-11-03,704
2018-11-04,686
2018-11-05,668
2018-11-06,658
2018-11-07,669
2018-11-08,669
2018-11-09,663
2018-11-10,659
2018-11-11,679
2018-11-12,671
2018-11-13,668
2018-11-14,673
2018-11-15,662
2018-11-16,666
2018-11-17,657
2018-11-18,651
2018-11-19,632
2018-11-20,622
2018-11-21,609
2018-11-22,599
2018-11-23,569
2018-11-24,561
2018-11-25,580
2018-11-26,606
2018-11-27,630
2018-11-28,636
2018-11-29,647
2018-12-01,672
2018-12-02,698
2018-12-03,732
2018-12-04,750
2018-12-05,736
2018-12-07,721
2018-12-09,734
2018-12-10,754
2018-12-11,786
2018-12-13,820
2018-12-14,860
2018-12-15,902
2018-12-16,945
2018-12-17,972
2018-12-18,970
2018-12-19,962
2018-12-20,932
2018-12-21,903
2018-12-22,888
2018-12-23,891
2018-12-24,887
2018-12-25,894
2018-12-26,909
2018-12-27,945
2018-12-28,989
2018-12-29,1038
2018-12-30,1049
2018-12-31,1057
2019-01-01,1041
2019-01-02,993
2019-01-03,975
2019-01-04,963
2019-01-05,942
2019-01-06,927
2019-01-08,924
2019-01-10,915
2019-01-11,904
2019-01-12,892
2019-01-13,887
2019-01-14,897
2019-01-15,916
2019-01-16,935
2019-01-17,932
2019-01-18,937
2019-01-19,947
2019-01-20,948
2019-01-21,954
2019-01-22,957
2019-01-23,953
2019-01-24,940
2019-01-25,931
2019-01-26,909
2019-01-27,905
2019-01-28,906
2019-01-29,928
2019-01-30,931
2019-01-31,924
2019-02-01,908
2019-02-02,897
2019-02-03,891
2019-02-04,909
2019-02-05,908
2019-02-06,913
2019-02-07,912
2019-02-08,910
2019-02-09,904
2019-02-10,906
2019-02-11,908
2019-02-12,909
2019-02-13,910
2019-02-14,911
2019-02-15,907
2019-02-16,898
2019-02-17,899
2019-02-18,902
2019-02-19,903
2019-02-20,901
2019-02-21,898
2019-02-22,897
2019-02-23,898
2019-02-24,899
2019-02-25,898
2019-02-26,896
2019-02-27,896
2019-02-28,911
2019-03-01,900
2019-03-02,898
2019-03-03,897
2019-03-04,896
2019-03-05,895
2019-03-06,897
2019-03-07,909
2019-03-08,939
2019-03-09,961
2019-03-10,963
2019-03-11,997
2019-03-12,1038
2019-03-13,1055
2019-03-14,1029
2019-03-15,986
2019-03-16,969
2019-03-17,957
2019-03-18,955
2019-03-19,955
2019-03-20,956
2019-03-21,971
2019-03-22,961
2019-03-23,974
2019-03-24,1017
2019-03-25,1033
2019-03-26,1012
2019-03-27,1014
2019-03-28,1013
2019-03-29,1001
2019-03-30,1000
2019-03-31,990
2019-04-01,981
2019-04-02,974
2019-04-03,971
2019-04-04,968
2019-04-05,979
2019-04-06,991
2019-04-07,988
2019-04-08,983
2019-04-09,981
2019-04-10,981
2019-04-11,982
2019-04-12,975
2019-04-13,984
2019-04-14,986
2019-04-15,1022
2019-04-16,1056
2019-04-17,1045
2019-04-18,1021
2019-04-19,1006
2019-04-20,998
2019-04-21,995
2019-04-22,987
2019-04-23,982
2019-04-24,981
2019-04-25,976
2019-04-26,971
2019-04-27,968
2019-04-28,966
2019-04-29,982
2019-04-30,1012
2019-05-01,1002
2019-05-02,991
2019-05-03,985
2019-05-04,981
2019-05-05,978
2019-05-06,975
2019-05-07,989
2019-05-08,999
2019-05-09,1010
2019-05-10,1004
2019-05-11,991
2019-05-12,979
2019-05-13,981
2019-05-14,986
2019-05-15,982
2019-05-16,978
2019-05-17,981
2019-05-18,998
2019-05-19,1000
2019-05-20,991
2019-05-21,984
2019-05-22,983
2019-05-23,982
2019-05-24,976
2019-05-25,974
2019-05-26,970
2019-05-27,966
2019-05-28,963
2019-05-29,962
2019-05-30,957
2019-05-31,952
2019-06-01,946
2019-06-02,940
2019-06-03,932
2019-06-04,926
2019-06-05,922
2019-06-06,915
2019-06-07,913
2019-06-08,919
2019-06-09,925
2019-06-10,922
2019-06-11,916
2019-06-12,912
2019-06-13,897
2019-06-14,879
2019-06-15,857
2019-06-16,856
2019-06-17,848
2019-06-18,850
2019-06-19,841
2019-06-20,836
2019-06-21,829
2019-06-22,821
2019-06-23,811
2019-06-24,803
2019-06-25,795
2019-06-26,783
2019-06-27,758
2019-06-28,740
2019-06-29,739
2019-06-30,758
2019-07-01,775
2019-07-02,806
2019-07-03,812
2019-07-04,799
2019-07-05,794
2019-07-06,792
