date_obj,Zamorak%20platelegs price
2015-07-02,77891
2015-07-03,78639
2015-07-04,78639
2015-07-05,78402
2015-07-06,78402
2015-07-07,78688
2015-07-08,78688
2015-07-09,81782
2015-07-10,83066
2015-07-11,83066
2015-07-12,83250
2015-07-13,83246
2015-07-14,83246
2015-07-15,84558
2015-07-16,84558
2015-07-17,84231
2015-07-18,84231
2015-07-19,83932
2015-07-20,84122
2015-07-21,84122
2015-07-22,83599
2015-07-23,83599
2015-07-24,85487
2015-07-25,85487
2015-07-26,86388
2015-07-27,86388
2015-07-28,86949
2015-07-29,88137
2015-07-30,88137
2015-07-31,89544
2015-08-01,89544
2015-08-02,88558
2015-08-03,88558
2015-08-04,88123
2015-08-05,87651
2015-08-06,87651
2015-08-07,88591
2015-08-08,90667
2015-08-09,92809
2015-08-10,92809
2015-08-11,93580
2015-08-12,93580
2015-08-13,93567
2015-08-14,92769
2015-08-15,92769
2015-08-16,92779
2015-08-17,95777
2015-08-18,95777
2015-08-19,96840
2015-08-20,96840
2015-08-21,97140
2015-08-22,97534
2015-08-23,97534
2015-08-24,96789
2015-08-25,96789
2015-08-26,95799
2015-08-27,93723
2015-08-28,93723
2015-08-29,93405
2015-08-30,93405
2015-08-31,89992
2015-09-01,89992
2015-09-02,85814
2015-09-03,85814
2015-09-04,84427
2015-09-05,84427
2015-09-06,84627
2015-09-07,84627
2015-09-08,83955
2015-09-09,83955
2015-09-10,84391
2015-09-11,84586
2015-09-12,84586
2015-09-13,84036
2015-09-14,84036
2015-09-15,85509
2015-09-16,85509
2015-09-17,85687
2015-09-18,85687
2015-09-19,85221
2015-09-20,85221
2015-09-21,84092
2015-09-22,84092
2015-09-23,83649
2015-09-24,83649
2015-09-25,82772
2015-09-27,82298
2015-09-28,82647
2015-09-29,82647
2015-09-30,82804
2015-10-05,83239
2015-10-06,81897
2015-10-07,81897
2015-10-08,82563
2015-10-09,84437
2015-10-10,84437
2015-10-11,84689
2015-10-12,84689
2015-10-13,83621
2015-10-14,83621
2015-10-15,83326
2015-10-16,83326
2015-10-17,80998
2015-10-18,80998
2015-10-19,79746
2015-10-20,79746
2015-10-22,78570
2015-10-23,78483
2015-10-24,78483
2015-10-25,78502
2015-10-26,78502
2015-10-27,79676
2015-10-29,81542
2015-10-30,81542
2015-10-31,82666
2015-11-01,82666
2015-11-02,82753
2015-11-03,82753
2015-11-05,81580
2015-11-06,82106
2015-11-07,82475
2015-11-08,82475
2015-11-09,84026
2015-11-10,84026
2015-11-11,84844
2015-11-12,84844
2015-11-13,84285
2015-11-14,84285
2015-11-15,81074
2015-11-16,81074
2015-11-17,80860
2015-11-18,80860
2015-11-19,81159
2015-11-20,81159
2015-11-21,81210
2015-11-22,82059
2015-11-23,82059
2015-11-24,82703
2015-11-25,84208
2015-11-26,84208
2015-11-27,86077
2015-11-28,86077
2015-11-29,85571
2015-11-30,85571
2015-12-01,85164
2015-12-02,85164
2015-12-03,84894
2015-12-04,84894
2015-12-05,84237
2015-12-06,83603
2015-12-07,83603
2015-12-08,83051
2015-12-09,81414
2015-12-10,81414
2015-12-11,79935
2015-12-13,79020
2015-12-14,79020
2015-12-15,77222
2015-12-16,76912
2015-12-17,76912
2015-12-18,77386
2015-12-19,77386
2015-12-20,76871
2015-12-21,76871
2015-12-22,76116
2015-12-23,77089
2015-12-24,77089
2015-12-25,78266
2015-12-26,78266
2015-12-27,79543
2015-12-28,79543
2015-12-29,80303
2015-12-30,80303
2015-12-31,79072
2016-01-01,79072
2016-01-02,80023
2016-01-03,81105
2016-01-04,81579
2016-01-05,81579
2016-01-06,80635
2016-01-07,80635
2016-01-08,79747
2016-01-09,79747
2016-01-10,77924
2016-01-11,77924
2016-01-12,78490
2016-01-13,78490
2016-01-14,78700
2016-01-15,77544
2016-01-16,77544
2016-01-17,77717
2016-01-18,78213
2016-01-19,78213
2016-01-20,77188
2016-01-21,77188
2016-01-22,77447
2016-01-23,77447
2016-01-24,78232
2016-01-25,77399
2016-01-26,77399
2016-01-27,76891
2016-01-28,76891
2016-01-29,75620
2016-01-30,75620
2016-01-31,74321
2016-02-01,72569
2016-02-02,72569
2016-02-03,71464
2016-02-04,71464
2016-02-05,70717
2016-02-06,70128
2016-02-07,70128
2016-02-08,69260
2016-02-09,69260
2016-02-10,70295
2016-02-11,70295
2016-02-12,71609
2016-02-13,71566
2016-02-14,71566
2016-02-15,69995
2016-02-16,69995
2016-02-17,69318
2016-02-18,69318
2016-02-19,68967
2016-02-20,68967
2016-02-21,68621
2016-02-22,68621
2016-02-23,67431
2016-02-24,67431
2016-02-25,66287
2016-02-26,66287
2016-02-27,65145
2016-02-28,65145
2016-02-29,64332
2016-03-01,63337
2016-03-02,63337
2016-03-03,62311
2016-03-04,61362
2016-03-05,61362
2016-03-06,60447
2016-03-07,60447
2016-03-08,61072
2016-03-09,63078
2016-03-10,62528
2016-03-11,62528
2016-03-12,62802
2016-03-13,62802
2016-03-14,62719
2016-03-15,61823
2016-03-16,62237
2016-03-17,62956
2016-03-18,64015
2016-03-19,64015
2016-03-20,63887
2016-03-21,63887
2016-03-22,63050
2016-03-23,63911
2016-03-24,63911
2016-03-25,64699
2016-03-26,65195
2016-03-27,65195
2016-03-28,65942
2016-03-29,66884
2016-03-30,66884
2016-03-31,66995
2016-04-01,66995
2016-04-02,65887
2016-04-03,64932
2016-04-04,64095
2016-04-05,64095
2016-04-06,63252
2016-04-07,63252
2016-04-08,63203
2016-04-09,62917
2016-04-10,61697
2016-04-11,61697
2016-04-12,61208
2016-04-13,61208
2016-04-14,60909
2016-04-15,60116
2016-04-16,59589
2016-04-17,58983
2016-04-18,58740
2016-04-19,58740
2016-04-20,58620
2016-04-21,58620
2016-04-22,58833
2016-04-23,59925
2016-04-24,59699
2016-04-25,58750
2016-04-26,58202
2016-04-27,57955
2016-04-28,57955
2016-04-29,57690
2016-04-30,57704
2016-05-01,57704
2016-05-02,58504
2016-05-03,58400
2016-05-04,58400
2016-05-05,57928
2016-05-06,57928
2016-05-07,57032
2016-05-08,57032
2016-05-09,56270
2016-05-10,55009
2016-05-11,55009
2016-05-12,54481
2016-05-13,53226
2016-05-14,52585
2016-05-15,53042
2016-05-16,53042
2016-05-17,52678
2016-05-18,52585
2016-05-19,52585
2016-05-22,54470
2016-05-23,54039
2016-05-24,54620
2016-05-25,54620
2016-05-26,54972
2016-05-27,55427
2016-05-28,55427
2016-05-29,56733
2016-05-30,56733
2016-05-31,57248
2016-06-01,56912
2016-06-02,57025
2016-06-03,57025
2016-06-04,56486
2016-06-05,56486
2016-06-06,56295
2016-06-07,56295
2016-06-08,56090
2016-06-09,55622
2016-06-10,55567
2016-06-11,55567
2016-06-12,55558
2016-06-13,55558
2016-06-14,55054
2016-06-15,54393
2016-06-16,54393
2016-06-17,54278
2016-06-18,54278
2016-06-19,54072
2016-06-20,53055
2016-06-21,51775
2016-06-22,51306
2016-06-23,51296
2016-06-24,50097
2016-06-25,50964
2016-06-26,50964
2016-06-27,51404
2016-06-28,51901
2016-06-29,52369
2016-06-30,53240
2016-07-01,54235
2016-07-02,54235
2016-07-03,54303
2016-07-04,54611
2016-07-05,54611
2016-07-06,54043
2016-07-07,52592
2016-07-08,51978
2016-07-09,51088
2016-07-10,49190
2016-07-11,47558
2016-07-12,47205
2016-07-13,47205
2016-07-14,45689
2016-07-15,45689
2016-07-16,45666
2016-07-17,46097
2016-07-18,45320
2016-07-24,42968
2016-07-25,43147
2016-07-26,43147
2016-07-27,43256
2016-07-28,43256
2016-07-29,43050
2016-07-30,42571
2016-07-31,42571
2016-08-01,42711
2016-08-02,42829
2016-08-03,43103
2016-08-04,43103
2016-08-05,43761
2016-08-06,44592
2016-08-07,44682
2016-08-08,44682
2016-08-09,44809
2016-08-10,44989
2016-08-11,44989
2016-08-12,44675
2016-08-13,44675
2016-08-14,44729
2016-08-15,44795
2016-08-16,44808
2016-08-17,44808
2016-08-18,45266
2016-08-19,45751
2016-08-20,45582
2016-08-21,45582
2016-08-22,45416
2016-08-23,45631
2016-08-24,45631
2016-08-25,45048
2016-08-26,45048
2016-08-28,44250
2016-08-31,45984
2016-09-01,47055
2016-09-02,47055
2016-09-03,48786
2016-09-04,50020
2016-09-05,51547
2016-09-06,51761
2016-09-07,51761
2016-09-08,51690
2016-09-09,51690
2016-09-10,51822
2016-09-11,51822
2016-09-12,52170
2016-09-13,52002
2016-09-14,52002
2016-09-15,52791
2016-09-16,52791
2016-09-17,53495
2016-09-18,53495
2016-09-19,54439
2016-09-20,54439
2016-09-21,56152
2016-09-22,58676
2016-09-23,58676
2016-09-24,60219
2016-09-25,61616
2016-09-26,61616
2016-09-27,63495
2016-09-28,63495
2016-09-29,65776
2016-09-30,67097
2016-10-01,67097
2016-10-02,67604
2016-10-03,67604
2016-10-04,68052
2016-10-05,68052
2016-10-06,68966
2016-10-07,68966
2016-10-08,72392
2016-10-09,72392
2016-10-10,75872
2016-10-11,78324
2016-10-12,78324
2016-10-13,82239
2016-10-14,82239
2016-10-15,84190
2016-10-16,84190
2016-10-17,84959
2016-10-18,84959
2016-10-19,84712
2016-10-20,84712
2016-10-21,85302
2016-10-22,85302
2016-10-23,84887
2016-10-24,82603
2016-10-25,82603
2016-10-26,79547
2016-10-27,79547
2016-10-28,75569
2016-10-29,71884
2016-10-30,71884
2016-10-31,68289
2016-11-01,68289
2016-11-02,64942
2016-11-03,64942
2016-11-04,63629
2016-11-05,63629
2016-11-06,63309
2016-11-07,63309
2016-11-08,63106
2016-11-09,62810
2016-11-10,62810
2016-11-11,62435
2016-11-12,61621
2016-11-13,61621
2016-11-14,62097
2016-12-08,63421
2016-12-09,63285
2016-12-10,63285
2016-12-11,63087
2016-12-12,63087
2016-12-13,63591
2016-12-14,65056
2016-12-15,65056
2016-12-16,65667
2016-12-17,66333
2016-12-18,66333
2016-12-19,67852
2016-12-20,67528
2016-12-21,66277
2016-12-22,66277
2016-12-23,67083
2016-12-24,67083
2016-12-25,66947
2016-12-26,66947
2016-12-27,67182
2016-12-28,67413
2016-12-29,65913
2016-12-30,65913
2016-12-31,65938
2017-01-01,67209
2017-01-02,67631
2017-01-03,67631
2017-01-04,67672
2017-01-05,67672
2017-01-06,67070
2017-01-07,67241
2017-01-08,65906
2017-01-09,65937
2017-01-10,64092
2017-01-11,63575
2017-01-12,62825
2017-01-13,62825
2017-01-14,62352
2017-01-15,60854
2017-01-16,60107
2017-01-17,59787
2017-01-18,59648
2017-01-19,59648
2017-01-20,58348
2017-01-21,56575
2017-01-22,56575
2017-01-27,53076
2017-01-28,52891
2017-01-29,52118
2017-01-30,52118
2017-01-31,51172
2017-02-01,50641
2017-02-02,50552
2017-02-03,51144
2017-02-04,51600
2017-02-05,51880
2017-02-06,51846
2017-02-07,52070
2017-02-08,52660
2017-02-09,52660
2017-02-10,53341
2017-02-11,53131
2017-02-12,53131
2017-02-13,53667
2017-02-14,54055
2017-02-15,54055
2017-02-16,55045
2017-02-18,55592
2017-02-19,55384
2017-02-20,55337
2017-02-21,55564
2017-02-22,55564
2017-02-23,55673
2017-02-24,55673
2017-02-25,56543
2017-02-26,56543
2017-02-27,57190
2017-02-28,57606
2017-03-01,58073
2017-03-02,57949
2017-03-03,57949
2017-03-04,57767
2017-03-05,57767
2017-03-06,57766
2017-03-07,58108
2017-03-08,58108
2017-03-09,58963
2017-03-10,58949
2017-03-11,58832
2017-03-12,58832
2017-03-13,59627
2017-03-14,59952
2017-03-15,59738
2017-03-16,59773
2017-03-17,60470
2017-03-18,60646
2017-03-19,60601
2017-03-20,60520
2017-03-21,60763
2017-03-22,60763
2017-03-23,61855
2017-03-24,62445
2017-03-25,62445
2017-03-26,63385
2017-03-27,65475
2017-03-28,65475
2017-03-29,67231
2017-03-30,69033
2017-03-31,70277
2017-04-01,70927
2017-04-02,70927
2017-04-03,71900
2017-04-04,73029
2017-04-12,76210
2017-04-13,74527
2017-04-14,74527
2017-04-15,72441
2017-04-16,70413
2017-04-17,67530
2017-04-18,65110
2017-04-19,64452
2017-04-20,62828
2017-04-21,62871
2017-04-22,62871
2017-04-23,63132
2017-04-24,63952
2017-04-25,64167
2017-04-26,64167
2017-04-27,64273
2017-04-28,64888
2017-04-29,64293
2017-04-30,64293
2017-05-01,63912
2017-05-02,64513
2017-05-03,64513
2017-05-04,63955
2017-05-05,63602
2017-05-06,63602
2017-05-07,63899
2017-05-08,63899
2017-05-09,63160
2017-05-10,63160
2017-05-11,62802
2017-05-12,62281
2017-05-13,63035
2017-05-14,63035
2017-05-15,62665
2017-05-16,62186
2017-05-17,62186
2017-05-18,61664
2017-05-19,61664
2017-05-20,61348
2017-05-21,61348
2017-05-22,61991
2017-05-23,61991
2017-05-24,60894
2017-05-25,60894
2017-05-26,60394
2017-05-27,60902
2017-05-28,60902
2017-05-29,59709
2017-05-30,58364
2017-05-31,58170
2017-06-01,57510
2017-06-02,57371
2017-06-03,57371
2017-06-06,53136
2017-06-07,52347
2017-06-08,52347
2017-06-09,50992
2017-06-10,49543
2017-06-11,48146
2017-06-12,48146
2017-06-13,46236
2017-06-14,45600
2017-06-15,45600
2017-06-16,45488
2017-06-17,45488
2017-06-18,46494
2017-06-19,46494
2017-06-20,46620
2017-06-21,46542
2017-06-22,46542
2017-06-23,46726
2017-06-24,47179
2017-06-25,47179
2017-06-26,46623
2017-06-27,46802
2017-06-28,46802
2017-06-29,46968
2017-06-30,47317
2017-07-01,47317
2017-07-02,46769
2017-07-03,47504
2017-07-04,47242
2017-07-05,47242
2017-07-06,47260
2017-07-07,47260
2017-07-08,48042
2017-07-13,50822
2017-07-14,50965
2017-07-15,50965
2017-07-16,51673
2017-07-17,51863
2017-07-18,51863
2017-07-19,52619
2017-07-20,53899
2017-07-21,55112
2017-07-22,55523
2017-07-23,57110
2017-07-24,57110
2017-07-25,59294
2017-07-26,62099
2017-07-27,64755
2017-07-28,64755
2017-07-29,66463
2017-07-30,67141
2017-07-31,67141
2017-08-01,67215
2017-08-02,68706
2017-08-03,68706
2017-08-04,69107
2017-08-05,69694
2017-08-06,69694
2017-08-09,70698
2017-08-10,71048
2017-08-11,71048
2017-08-12,70864
2017-08-13,70864
2017-08-14,70249
2017-08-15,68626
2017-08-16,68626
2017-08-17,68104
2017-08-18,68104
2017-08-19,67401
2017-08-20,65688
2017-08-21,65688
2017-08-22,66225
2017-08-23,66225
2017-08-24,65692
2017-08-25,65692
2017-08-26,64486
2017-08-27,63842
2017-08-28,63842
2017-08-29,63023
2017-08-30,62536
2017-08-31,62536
2017-09-01,60981
2017-09-02,58824
2017-09-03,58824
2017-09-04,57461
2017-09-05,57058
2017-09-06,57058
2017-09-07,57223
2017-09-08,57223
2017-09-09,57113
2017-09-10,57105
2017-09-11,57105
2017-09-12,57003
2017-09-13,57142
2017-09-14,56758
2017-09-15,56758
2017-09-16,56064
2017-09-17,55923
2017-09-18,55685
2017-09-19,55685
2017-09-20,54640
2017-09-21,53301
2017-09-22,52886
2017-09-23,52886
2017-09-24,52348
2017-09-25,51616
2017-09-26,51399
2017-09-27,51399
2017-09-28,50621
2017-09-29,50012
2017-09-30,50012
2017-10-01,50004
2017-10-02,50535
2017-10-03,50535
2017-10-04,51166
2017-10-05,50920
2017-10-06,51488
2017-10-07,52340
2017-10-08,52340
2017-10-09,52860
2017-10-10,52691
2017-10-11,52691
2017-10-12,52475
2017-10-13,52602
2017-10-14,52486
2017-10-15,52486
2017-10-16,52699
2017-10-17,52699
2017-10-18,52208
2017-10-19,52208
2017-10-20,52524
2017-10-21,52524
2017-10-22,52492
2017-10-23,52867
2017-10-24,52867
2017-10-25,52389
2017-10-26,52389
2017-10-27,52213
2017-10-28,52213
2017-10-29,52211
2017-10-30,51826
2017-10-31,51463
2017-11-01,51463
2017-11-02,51515
2017-11-03,51515
2017-11-04,51158
2017-11-05,51158
2017-11-06,50514
2017-11-07,50514
2017-11-08,50696
2017-11-09,50241
2017-11-10,50241
2017-11-11,49596
2017-11-12,49447
2017-11-13,48335
2017-11-14,48335
2017-11-15,48133
2017-11-16,47631
2017-11-17,47364
2017-11-18,47364
2017-11-19,48082
2017-11-20,48650
2017-11-21,48890
2017-11-22,48890
2017-11-23,47826
2017-11-24,47826
2017-11-25,47186
2017-11-26,46987
2017-11-27,46987
2017-11-28,47103
2017-11-29,47103
2017-11-30,47088
2017-12-01,47131
2017-12-02,47131
2017-12-03,48057
2017-12-04,48057
2017-12-05,49050
2017-12-06,49959
2017-12-07,50687
2017-12-08,50687
2017-12-09,51659
2017-12-10,52798
2017-12-11,53968
2017-12-12,53968
2017-12-13,55000
2017-12-14,55000
2017-12-15,55492
2017-12-16,55492
2017-12-17,55623
2017-12-18,54872
2017-12-19,54872
2017-12-20,54261
2017-12-21,54655
2017-12-22,55819
2017-12-23,56320
2017-12-24,57865
2017-12-25,57865
2017-12-26,58507
2017-12-27,59539
2017-12-28,59539
2017-12-29,60197
2017-12-30,60266
2017-12-31,60266
2018-01-01,60082
2018-01-02,60082
2018-01-03,59226
2018-01-04,59226
2018-01-05,58508
2018-01-06,57839
2018-01-07,56918
2018-01-08,56918
2018-01-09,56511
2018-01-10,56511
2018-01-11,57122
2018-01-12,57122
2018-01-13,57634
2018-01-14,57720
2018-01-15,57493
2018-01-16,56994
2018-01-17,56610
2018-01-18,54893
2018-01-19,54893
2018-01-20,54916
2018-01-21,54750
2018-01-22,53716
2018-01-23,54095
2018-01-24,53531
2018-01-25,52979
2018-01-26,53612
2018-01-27,54091
2018-01-28,52919
2018-01-29,51895
2018-01-30,51751
2018-02-01,52491
2018-02-02,53672
2018-02-03,54078
2018-02-04,55090
2018-02-05,56346
2018-02-06,57611
2018-02-07,57650
2018-02-08,57650
2018-02-09,56343
2018-02-10,55801
2018-02-11,56663
2018-02-12,56493
2018-02-13,55495
2018-02-14,54224
2018-02-15,53773
2018-02-16,54044
2018-02-17,54732
2018-02-18,53077
2018-02-19,53703
2018-02-20,54197
2018-02-21,54605
2018-02-22,54240
2018-02-23,54497
2018-02-24,55547
2018-02-25,55661
2018-02-26,54744
2018-02-27,53681
2018-02-28,52115
2018-03-01,52006
2018-03-02,53534
2018-03-03,54748
2018-03-04,54748
2018-03-05,55081
2018-03-06,55355
2018-03-07,55912
2018-03-08,55873
2018-03-09,56819
2018-03-10,57229
2018-03-11,56190
2018-03-12,55958
2018-03-13,55577
2018-03-14,55567
2018-03-15,55387
2018-03-16,55912
2018-03-17,56071
2018-03-18,57169
2018-03-20,58936
2018-03-21,58060
2018-03-23,57236
2018-03-24,57528
2018-03-26,56614
2018-03-27,57184
2018-03-28,57657
2018-03-29,57695
2018-03-30,56623
2018-03-31,56298
2018-04-01,56946
2018-04-02,56870
2018-04-03,56981
2018-04-04,56742
2018-04-05,57176
2018-04-06,57366
2018-04-08,56939
2018-04-09,56802
2018-04-10,56920
2018-04-11,57396
2018-04-12,57547
2018-04-13,57358
2018-04-14,57347
2018-04-16,57478
2018-04-17,57223
2018-04-18,56281
2018-04-19,55884
2018-04-20,56162
2018-04-21,55784
2018-04-22,56366
2018-04-23,56136
2018-04-24,56178
2018-04-25,56477
2018-04-26,56477
2018-04-27,56972
2018-04-28,57827
2018-04-29,58025
2018-04-30,57059
2018-05-02,55820
2018-05-03,55553
2018-05-04,55563
2018-05-05,55982
2018-05-06,55982
2018-05-07,57014
2018-05-08,56948
2018-05-09,57480
2018-05-10,58839
2018-05-11,57626
2018-05-12,57242
2018-05-13,56555
2018-05-14,56002
2018-05-15,54780
2018-05-16,53303
2018-05-17,53126
2018-05-18,52810
2018-05-19,52036
2018-05-20,52079
2018-05-21,52923
2018-05-22,52981
2018-05-23,53757
2018-05-24,53109
2018-05-25,51685
2018-05-26,52195
2018-05-27,52417
2018-05-28,53333
2018-05-29,52422
2018-05-30,51812
2018-05-31,52067
2018-06-01,51153
2018-06-02,50990
2018-06-03,50545
2018-06-04,50645
2018-06-05,50293
2018-06-06,49745
2018-06-07,49745
2018-06-08,49823
2018-06-09,49932
2018-06-10,49762
2018-06-11,49043
2018-06-12,48287
2018-06-13,48276
2018-06-14,49127
2018-06-15,49454
2018-06-16,49366
2018-06-17,49011
2018-06-18,49041
2018-06-19,49127
2018-06-20,49127
2018-06-21,49019
2018-06-22,48347
2018-06-23,49246
2018-06-24,49926
2018-06-25,50768
2018-06-26,50634
2018-06-27,51008
2018-06-28,50323
2018-06-29,51110
2018-06-30,51634
2018-07-01,51670
2018-07-02,51087
2018-07-03,49873
2018-07-04,49552
2018-07-05,49426
2018-07-06,49541
2018-07-07,49677
2018-07-08,48984
2018-07-09,49306
2018-07-10,49026
2018-07-11,49901
2018-07-12,50664
2018-07-13,50333
2018-07-14,50021
2018-07-15,49912
2018-07-16,49662
2018-07-17,49017
2018-07-18,48661
2018-07-19,48987
2018-07-20,48386
2018-07-21,48012
2018-07-22,47961
2018-07-23,48478
2018-07-24,48405
2018-07-25,49186
2018-07-26,49697
2018-07-27,50340
2018-07-28,49222
2018-07-29,49615
2018-07-30,49674
2018-07-31,50691
2018-08-01,49639
2018-08-02,49758
2018-08-03,49748
2018-08-04,49682
2018-08-05,49084
2018-08-06,49117
2018-08-07,50099
2018-08-08,49839
2018-08-09,50145
2018-08-10,50721
2018-08-11,50364
2018-08-12,49023
2018-08-14,48642
2018-08-16,48232
2018-08-17,48346
2018-08-18,48295
2018-08-19,49205
2018-08-20,49117
2018-08-21,50175
2018-08-22,50287
2018-08-23,49451
2018-08-24,49071
2018-08-25,49096
2018-08-26,47869
2018-08-27,48284
2018-08-28,49346
2018-08-29,49254
2018-08-30,49004
2018-08-31,47758
2018-09-01,47434
2018-09-02,47328
2018-09-03,48212
2018-09-04,48466
2018-09-05,50134
2018-09-06,50134
2018-09-07,51589
2018-09-08,52612
2018-09-09,52778
2018-09-10,52132
2018-09-11,50984
2018-09-12,51012
2018-09-13,51224
2018-09-14,51886
2018-09-15,53274
2018-09-16,55159
2018-09-17,56008
2018-09-18,55476
2018-09-19,54428
2018-09-20,54090
2018-09-21,52781
2018-09-22,52275
2018-09-23,53079
2018-09-24,51562
2018-09-25,51112
2018-09-26,50831
2018-09-27,50349
2018-09-28,49974
2018-09-29,50592
2018-09-30,51068
2018-10-02,53620
2018-10-03,56204
2018-10-04,58947
2018-10-05,61088
2018-10-06,61709
2018-10-07,62942
2018-10-08,64843
2018-10-09,65534
2018-10-10,65103
2018-10-11,67251
2018-10-12,67665
2018-10-13,68748
2018-10-14,68294
2018-10-15,68116
2018-10-16,69673
2018-10-17,70667
2018-10-18,70461
2018-10-19,70255
2018-10-20,69098
2018-10-21,67920
2018-10-22,66710
2018-10-23,65159
2018-10-24,65186
2018-10-25,64722
2018-10-26,63621
2018-10-27,62276
2018-10-28,60624
2018-10-29,59386
2018-10-30,58220
2018-10-31,59995
2018-11-01,62364
2018-11-03,67751
2018-11-04,70475
2018-11-05,73867
2018-11-06,77158
2018-11-07,79809
2018-11-08,83190
2018-11-09,87104
2018-11-10,90157
2018-11-11,93970
2018-11-12,98386
2018-11-13,101294
2018-11-14,106359
2018-11-15,111677
2018-11-16,117261
2018-11-17,123125
2018-11-18,129282
2018-11-19,135747
2018-11-20,142535
2018-11-21,149662
2018-11-22,155771
2018-11-23,158704
2018-11-24,161780
2018-11-25,167665
2018-11-26,173718
2018-11-27,174326
2018-11-28,167057
2018-11-29,158735
2018-12-01,143802
2018-12-02,138072
2018-12-03,133833
2018-12-04,130201
2018-12-05,126115
2018-12-07,120385
2018-12-09,126364
2018-12-10,125191
2018-12-11,123945
2018-12-12,124252
2018-12-13,124207
2018-12-14,126846
2018-12-15,125215
2018-12-16,126215
2018-12-17,127166
2018-12-18,130067
2018-12-19,134662
2018-12-20,138574
2018-12-21,140224
2018-12-22,139964
2018-12-23,140518
2018-12-24,138150
2018-12-25,136706
2018-12-26,132937
2018-12-27,131345
2018-12-28,128183
2018-12-29,126836
2018-12-30,127349
2018-12-31,124810
2019-01-01,119657
2019-01-02,115975
2019-01-03,111871
2019-01-04,107838
2019-01-05,105384
2019-01-06,102108
2019-01-08,97086
2019-01-10,91552
2019-01-11,88066
2019-01-12,83867
2019-01-13,81116
2019-01-14,78822
2019-01-15,78275
2019-01-16,76172
2019-01-17,74750
2019-01-18,73321
2019-01-19,73016
2019-01-20,72268
2019-01-21,72898
2019-01-22,73133
2019-01-23,71353
2019-01-25,71396
2019-01-26,70443
2019-01-27,68575
2019-01-28,67062
2019-01-29,66536
2019-01-30,65720
2019-01-31,66072
2019-02-01,66702
2019-02-02,66925
2019-02-03,66746
2019-02-04,66941
2019-02-05,66513
2019-02-06,65826
2019-02-07,65150
2019-02-08,64710
2019-02-09,63989
2019-02-10,63467
2019-02-11,62325
2019-02-12,61939
2019-02-13,61111
2019-02-14,59677
2019-02-15,59044
2019-02-16,59348
2019-02-17,58914
2019-02-18,59184
2019-02-19,58744
2019-02-20,57944
2019-02-21,58344
2019-02-22,58288
2019-02-23,58555
2019-02-24,57441
2019-02-25,57314
2019-02-26,57326
2019-02-27,56779
2019-02-28,56557
2019-03-01,56574
2019-03-02,56726
2019-03-03,58149
2019-03-04,60686
2019-03-05,60364
2019-03-06,58811
2019-03-07,57638
2019-03-08,56828
2019-03-09,56121
2019-03-10,55292
2019-03-11,54727
2019-03-12,54342
2019-03-13,54481
2019-03-14,54673
2019-03-15,54075
2019-03-16,53214
2019-03-17,53071
2019-03-18,53025
2019-03-19,52529
2019-03-20,52846
2019-03-21,52939
2019-03-22,51848
2019-03-23,52335
2019-03-24,52292
2019-03-25,53234
2019-03-26,53270
2019-03-27,53068
2019-03-28,53267
2019-03-29,54092
2019-03-30,54597
2019-03-31,54830
2019-04-01,54939
2019-04-02,54745
2019-04-03,54638
2019-04-04,54260
2019-04-05,53100
2019-04-06,52957
2019-04-07,52816
2019-04-08,53400
