date_obj,Blue%20dragonhide%20set price
2015-12-02,11164
2015-12-03,11133
2015-12-04,11133
2015-12-05,11133
2015-12-06,10918
2015-12-07,10918
2015-12-08,10918
2015-12-09,10835
2015-12-10,10835
2015-12-11,10817
2015-12-12,10817
2015-12-13,10656
2015-12-14,10656
2015-12-15,10452
2015-12-16,10452
2015-12-17,10133
2015-12-18,10133
2015-12-19,10040
2015-12-20,10040
2015-12-21,9943
2015-12-22,9943
2015-12-23,9864
2015-12-24,9864
2015-12-25,9801
2015-12-26,9801
2015-12-27,9675
2015-12-28,9675
2015-12-29,9630
2015-12-30,9630
2015-12-31,9816
2016-01-01,9816
2016-01-02,9816
2016-01-03,10111
2016-01-04,10111
2016-01-05,10483
2016-01-06,10483
2016-01-07,10602
2016-01-08,10602
2016-01-09,10513
2016-01-10,10513
2016-01-11,10111
2016-01-12,10111
2016-01-13,9636
2016-01-14,9636
2016-01-15,9599
2016-01-16,9599
2016-01-17,9780
2016-01-18,9780
2016-01-19,10013
2016-01-20,10013
2016-01-21,10388
2016-01-22,10388
2016-01-23,10844
2016-01-24,10844
2016-01-25,10865
2016-01-26,10865
2016-01-27,10461
2016-01-28,10461
2016-01-29,10333
2016-01-30,10333
2016-01-31,10479
2016-02-01,10479
2016-02-02,10848
2016-02-03,10848
2016-02-04,10920
2016-02-05,10920
2016-02-06,10623
2016-02-07,10623
2016-02-08,10623
2016-02-09,10625
2016-02-10,10625
2016-02-11,10711
2016-02-12,10711
2016-02-13,10340
2016-02-14,10340
2016-02-15,10059
2016-02-16,10059
2016-02-17,10336
2016-02-18,10336
2016-02-19,10605
2016-02-20,10605
2016-02-21,10624
2016-02-22,10624
2016-02-23,10624
2016-02-24,10947
2016-02-25,10947
2016-02-26,11068
2016-02-27,11068
2016-02-28,11059
2016-02-29,11059
2016-03-01,11248
2016-03-02,11248
2016-03-03,10819
2016-03-04,10819
2016-03-05,10587
2016-03-06,10587
2016-03-07,10728
2016-03-08,10728
2016-03-09,11098
2016-03-10,11098
2016-03-11,11409
2016-03-12,11409
2016-03-13,11344
2016-03-14,11344
2016-03-15,11213
2016-03-16,11213
2016-03-17,11209
2016-03-18,11209
2016-03-19,11599
2016-03-20,11599
2016-03-21,11566
2016-03-22,11566
2016-03-23,11656
2016-03-24,11656
2016-03-25,11411
2016-03-26,11411
2016-03-27,10921
2016-03-28,11113
2016-03-29,11113
2016-03-30,11113
2016-03-31,10660
2016-04-01,10660
2016-04-02,10923
2016-04-03,10923
2016-04-04,11271
2016-04-05,11271
2016-04-06,10929
2016-04-07,10929
2016-04-08,10396
2016-04-09,10396
2016-04-10,9908
2016-04-11,9908
2016-04-12,9908
2016-04-13,10006
2016-04-14,10006
2016-04-15,9908
2016-04-16,9908
2016-04-17,10157
2016-04-18,10157
2016-04-19,10011
2016-04-20,10011
2016-04-21,10108
2016-04-22,10108
2016-04-23,10108
2016-04-24,9956
2016-04-25,9956
2016-04-26,10123
2016-04-27,10123
2016-04-28,10161
2016-04-29,10161
2016-04-30,10117
2016-05-01,10117
2016-05-02,10447
2016-05-03,10447
2016-05-04,10063
2016-05-05,10063
2016-05-06,9904
2016-05-07,9904
2016-05-08,10225
2016-05-09,10225
2016-05-10,10600
2016-05-11,10600
2016-05-12,10897
2016-05-13,10897
2016-05-14,11135
2016-05-15,11135
2016-05-16,10985
2016-05-17,10985
2016-05-18,10944
2016-05-19,10944
2016-05-22,10778
2016-05-23,10778
2016-05-24,10509
2016-05-25,10509
2016-05-26,10404
2016-05-27,10639
2016-05-28,10639
2016-05-29,10386
2016-05-30,10386
2016-05-31,10340
2016-06-01,10340
2016-06-02,10600
2016-06-03,10600
2016-06-04,10807
2016-06-05,10807
2016-06-06,11062
2016-06-07,11062
2016-06-08,11195
2016-06-09,11195
2016-06-10,11060
2016-06-11,11060
2016-06-12,10912
2016-06-13,10912
2016-06-14,10845
2016-06-15,10845
2016-06-16,10845
2016-06-17,10733
2016-06-18,10733
2016-06-19,10239
2016-06-20,10239
2016-06-21,10100
2016-06-22,10100
2016-06-23,10309
2016-06-24,10309
2016-06-25,10351
2016-06-26,10351
2016-06-27,10639
2016-06-28,10639
2016-06-29,10507
2016-06-30,10507
2016-07-01,10510
2016-07-02,10510
2016-07-03,10822
2016-07-04,10873
2016-07-05,10873
2016-07-06,10824
2016-07-07,10824
2016-07-08,10838
2016-07-09,10838
2016-07-10,10761
2016-07-11,10761
2016-07-12,10725
2016-07-13,10725
2016-07-14,10516
2016-07-15,10516
2016-07-16,10416
2016-07-17,10416
2016-07-18,10390
2016-07-23,10328
2016-07-24,10328
2016-07-25,10263
2016-07-26,10263
2016-07-27,10608
2016-07-28,10608
2016-07-29,10802
2016-07-30,10802
2016-07-31,10802
2016-08-01,10805
2016-08-02,10805
2016-08-03,10674
2016-08-04,10674
2016-08-05,10674
2016-08-06,10726
2016-08-07,10726
2016-08-08,10875
2016-08-09,10875
2016-08-10,10811
2016-08-11,10811
2016-08-12,10811
2016-08-13,10905
2016-08-14,10905
2016-08-15,10905
2016-08-16,11201
2016-08-17,11201
2016-08-18,11201
2016-08-19,11257
2016-08-20,11257
2016-08-21,11600
2016-08-22,11600
2016-08-23,11734
2016-08-24,11734
2016-08-25,11734
2016-08-26,11446
2016-08-28,11446
2016-08-31,11606
2016-09-01,11505
2016-09-02,11505
2016-09-03,11505
2016-09-04,11186
2016-09-05,11186
2016-09-06,10961
2016-09-07,10961
2016-09-08,10961
2016-09-09,10961
2016-09-10,10474
2016-09-11,10474
2016-09-12,10474
2016-09-13,10273
2016-09-14,10273
2016-09-15,10273
2016-09-16,10428
2016-09-17,10428
2016-09-18,10428
2016-09-19,10217
2016-09-20,10217
2016-09-21,10217
2016-09-22,10144
2016-09-23,10144
2016-09-24,10144
2016-09-25,10100
2016-09-26,10100
2016-09-27,10100
2016-09-28,9980
2016-09-29,9980
2016-09-30,9980
2016-10-01,10052
2016-10-02,10052
2016-10-03,10052
2016-10-04,10393
2016-10-05,10393
2016-10-06,10393
2016-10-07,10761
2016-10-08,10761
2016-10-09,10761
2016-10-10,11016
2016-10-11,11016
2016-10-12,11016
2016-10-13,11262
2016-10-14,11262
2016-10-15,11408
2016-10-16,11408
2016-10-17,11732
2016-10-18,11732
2016-10-19,11732
2016-10-20,11907
2016-10-21,11907
2016-10-22,11907
2016-10-23,11720
2016-10-24,11720
2016-10-25,11720
2016-10-26,11613
2016-10-27,11613
2016-10-28,11613
2016-10-29,11990
2016-10-30,11990
2016-10-31,11470
2016-11-01,11470
2016-11-02,11470
2016-11-03,10896
2016-11-04,10896
2016-11-05,10896
2016-11-06,10782
2016-11-07,10782
2016-11-08,10782
2016-11-09,10870
2016-11-10,10870
2016-11-11,10870
2016-11-12,10923
2016-11-13,10923
2016-11-14,10923
2016-11-15,10999
2016-12-07,10479
2016-12-08,10492
2016-12-09,10492
2016-12-10,10492
2016-12-11,10622
2016-12-12,10622
2016-12-13,10862
2016-12-14,10862
2016-12-15,10716
2016-12-16,10716
2016-12-17,10508
2016-12-18,10508
2016-12-19,10683
2016-12-20,10683
2016-12-21,10917
2016-12-22,10917
2016-12-23,10812
2016-12-24,10812
2016-12-25,10951
2016-12-26,10951
2016-12-27,11162
2016-12-28,11162
2016-12-29,11097
2016-12-30,11097
2016-12-31,10872
2017-01-01,10872
2017-01-02,10593
2017-01-03,10593
2017-01-04,10599
2017-01-05,10599
2017-01-06,10673
2017-01-07,10673
2017-01-08,10540
2017-01-09,10540
2017-01-10,10164
2017-01-11,10164
2017-01-12,10196
2017-01-13,10196
2017-01-14,10538
2017-01-15,10538
2017-01-16,10814
2017-01-17,10814
2017-01-18,10607
2017-01-19,10607
2017-01-20,10408
2017-01-21,10408
2017-01-22,10648
2017-01-23,10648
2017-01-27,10582
2017-01-28,10495
2017-01-29,10495
2017-01-30,10301
2017-01-31,10301
2017-02-01,10267
2017-02-02,10267
2017-02-03,10424
2017-02-04,10424
2017-02-05,10629
2017-02-06,10629
2017-02-07,10369
2017-02-08,10432
2017-02-09,10432
2017-02-10,10275
2017-02-11,10275
2017-02-12,10358
2017-02-13,10358
2017-02-14,10482
2017-02-15,10482
2017-02-16,10553
2017-02-18,10553
2017-02-19,10812
2017-02-20,10812
2017-02-21,11045
2017-02-22,11045
2017-02-23,11249
2017-02-24,11249
2017-02-25,11639
2017-02-26,11639
2017-02-27,11732
2017-02-28,11732
2017-03-01,11860
2017-03-02,11860
2017-03-03,11524
2017-03-04,11524
2017-03-05,11563
2017-03-06,11563
2017-03-07,11437
2017-03-08,11437
2017-03-09,11437
2017-03-10,10991
2017-03-11,10991
2017-03-12,10645
2017-03-13,10645
2017-03-14,10535
2017-03-15,10535
2017-03-16,10317
2017-03-17,10317
2017-03-18,10245
2017-03-19,10245
2017-03-20,10050
2017-03-21,10050
2017-03-22,10237
2017-03-23,10237
2017-03-24,10207
2017-03-25,10207
2017-03-26,10546
2017-03-27,10546
2017-03-28,10593
2017-03-29,10593
2017-03-30,10776
2017-03-31,10776
2017-04-01,10651
2017-04-02,10651
2017-04-03,10546
2017-04-04,10546
2017-04-12,10764
2017-04-13,10835
2017-04-14,10835
2017-04-15,10945
2017-04-16,10867
2017-04-17,10867
2017-04-18,11050
2017-04-19,11050
2017-04-20,11184
2017-04-21,11184
2017-04-22,11325
2017-04-23,11325
2017-04-24,11341
2017-04-25,11286
2017-04-26,11286
2017-04-27,11196
2017-04-28,11196
2017-04-29,11061
2017-04-30,11061
2017-05-01,11198
2017-05-02,11198
2017-05-03,11525
2017-05-04,11525
2017-05-05,11091
2017-05-06,11091
2017-05-07,10547
2017-05-08,10547
2017-05-09,10192
2017-05-10,10192
2017-05-11,10192
2017-05-12,10511
2017-05-13,10511
2017-05-14,10539
2017-05-15,10539
2017-05-16,10632
2017-05-17,10632
2017-05-18,10276
2017-05-19,10276
2017-05-20,10424
2017-05-21,10424
2017-05-22,10424
2017-05-23,10678
2017-05-24,10678
2017-05-25,10853
2017-05-26,10853
2017-05-27,10652
2017-05-28,10652
2017-05-29,10418
2017-05-30,10418
2017-05-31,10139
2017-06-01,10139
2017-06-02,10279
2017-06-03,10279
2017-06-04,10607
2017-06-05,10607
2017-06-06,10845
2017-06-07,10845
2017-06-08,10900
2017-06-09,10900
2017-06-10,10897
2017-06-11,10897
2017-06-12,10724
2017-06-13,10724
2017-06-14,10492
2017-06-15,10492
2017-06-16,10421
2017-06-17,10421
2017-06-18,10672
2017-06-19,10672
2017-06-20,11074
2017-06-21,11074
2017-06-22,11251
2017-06-23,11251
2017-06-24,10930
2017-06-25,10930
2017-06-26,10770
2017-06-27,10770
2017-06-28,10626
2017-06-29,10626
2017-06-30,10133
2017-07-01,10133
2017-07-02,10133
2017-07-03,9941
2017-07-04,9941
2017-07-05,9995
2017-07-06,9995
2017-07-07,10323
2017-07-08,10323
2017-07-13,10285
2017-07-14,10204
2017-07-15,10204
2017-07-16,10204
2017-07-17,10426
2017-07-18,10426
2017-07-19,10642
2017-07-20,10642
2017-07-21,10653
2017-07-22,10653
2017-07-23,10800
2017-07-24,10800
2017-07-25,10800
2017-07-26,10957
2017-07-27,10957
2017-07-28,11183
2017-07-29,11183
2017-07-30,11264
2017-07-31,11264
2017-08-01,11264
2017-08-02,11370
2017-08-03,11370
2017-08-04,11370
2017-08-05,11562
2017-08-06,11562
2017-08-09,11628
2017-08-10,11628
2017-08-11,11488
2017-08-12,11488
2017-08-13,11441
2017-08-14,11441
2017-08-15,11239
2017-08-16,11239
2017-08-17,11186
2017-08-18,11186
2017-08-19,11186
2017-08-20,10987
2017-08-21,10987
2017-08-22,11170
2017-08-23,11170
2017-08-24,11170
2017-08-25,10989
2017-08-26,10989
2017-08-27,10824
2017-08-28,10824
2017-08-29,10824
2017-08-30,10708
2017-08-31,10708
2017-09-01,10708
2017-09-02,10767
2017-09-03,10767
2017-09-04,10767
2017-09-05,11086
2017-09-06,11086
2017-09-07,11294
2017-09-08,11294
2017-09-09,11309
2017-09-10,11309
2017-09-11,11156
2017-09-12,11156
2017-09-13,11296
2017-09-14,11296
2017-09-15,10931
2017-09-16,10931
2017-09-17,11068
2017-09-18,11068
2017-09-19,11068
2017-09-20,11197
2017-09-22,11586
2017-09-23,11586
2017-09-24,11730
2017-09-25,11730
2017-09-26,11374
2017-09-27,11374
2017-09-28,11612
2017-09-29,11612
2017-09-30,11749
2017-10-01,11749
2017-10-02,11219
2017-10-03,11219
2017-10-04,11219
2017-10-05,11121
2017-10-06,11121
2017-10-07,10888
2017-10-08,10888
2017-10-09,10941
2017-10-10,10941
2017-10-11,11064
2017-10-12,11064
2017-10-13,11027
2017-10-14,11027
2017-10-15,11027
2017-10-16,10761
2017-10-17,10761
2017-10-18,10238
2017-10-19,10238
2017-10-20,10238
2017-10-21,9951
2017-10-22,9951
2017-10-23,9759
2017-10-24,9759
2017-10-25,9539
2017-10-26,9539
2017-10-27,9439
2017-10-28,9439
2017-10-29,9221
2017-10-30,9221
2017-10-31,9460
2017-11-01,9460
2017-11-02,9460
2017-11-03,9741
2017-11-04,9741
2017-11-05,9998
2017-11-06,9998
2017-11-07,9998
2017-11-08,10308
2017-11-09,10308
2017-11-10,10519
2017-11-11,10519
2017-11-12,10587
2017-11-13,10587
2017-11-14,10587
2017-11-15,10335
2017-11-16,10335
2017-11-17,9905
2017-11-18,9905
2017-11-19,9813
2017-11-20,9813
2017-11-21,10062
2017-11-22,10062
2017-11-23,10291
2017-11-24,10291
2017-11-25,10531
2017-11-26,10531
2017-11-27,10531
2017-11-28,10482
2017-11-29,10482
2017-11-30,10482
2017-12-01,10329
2017-12-02,10329
2017-12-03,10115
2017-12-04,10115
2017-12-05,10288
2017-12-06,10288
2017-12-07,9935
2017-12-08,9935
2017-12-09,9935
2017-12-10,9806
2017-12-11,9806
2017-12-12,10057
2017-12-13,10057
2017-12-14,10090
2017-12-15,10090
2017-12-16,10381
2017-12-17,10381
2017-12-18,10170
2017-12-19,10170
2017-12-20,10300
2017-12-21,10300
2017-12-22,10452
2017-12-23,10452
2017-12-24,10596
2017-12-25,10596
2017-12-26,10903
2017-12-27,10903
2017-12-28,11109
2017-12-29,11109
2017-12-30,11425
2017-12-31,11425
2018-01-01,11358
2018-01-02,11358
2018-01-03,10861
2018-01-04,10861
2018-01-05,10584
2018-01-06,10584
2018-01-07,10564
2018-01-08,10564
2018-01-09,10203
2018-01-10,10203
2018-01-11,9961
2018-01-12,9961
2018-01-13,9746
2018-01-14,9746
2018-01-15,9808
2018-01-16,9808
2018-01-17,9929
2018-01-18,9929
2018-01-19,10059
2018-01-20,10059
2018-01-21,9920
2018-01-22,9920
2018-01-23,10151
2018-01-24,10111
2018-01-25,10111
2018-01-26,10139
2018-01-27,10095
2018-01-28,10166
2018-01-29,10412
2018-01-30,10615
2018-01-31,10615
2018-02-01,10398
2018-02-02,10398
2018-02-03,10615
2018-02-04,10833
2018-02-05,10833
2018-02-06,10919
2018-02-07,10800
2018-02-08,10800
2018-02-09,10486
2018-02-10,10486
2018-02-11,9965
2018-02-12,10239
2018-02-13,10239
2018-02-14,10393
2018-02-15,10787
2018-02-16,10929
2018-02-17,11137
2018-02-18,11090
2018-02-19,10953
2018-02-20,10953
2018-02-21,11200
2018-02-22,11200
2018-02-23,11495
2018-02-24,11495
2018-02-25,11370
2018-02-26,10934
2018-02-27,10661
2018-02-28,10661
2018-03-01,10166
2018-03-02,10091
2018-03-03,9995
2018-03-04,9995
2018-03-05,9824
2018-03-06,9813
2018-03-07,9728
2018-03-08,9728
2018-03-09,9691
2018-03-10,9691
2018-03-11,10017
2018-03-12,10193
2018-03-13,10193
2018-03-14,10190
2018-03-15,10330
2018-03-16,10535
2018-03-17,10962
2018-03-18,10859
2018-03-20,10824
2018-03-21,10824
2018-03-22,10972
2018-03-23,10966
2018-03-24,10966
2018-03-25,10761
2018-03-26,10761
2018-03-27,11032
2018-03-28,11032
2018-03-29,10922
2018-03-30,10922
2018-03-31,11148
2018-04-01,11148
2018-04-02,11383
2018-04-03,11732
2018-04-04,11329
2018-04-05,11329
2018-04-06,10891
2018-04-07,10891
2018-04-08,10852
2018-04-09,10527
2018-04-10,10527
2018-04-11,10915
2018-04-12,11253
2018-04-13,11253
2018-04-14,11228
2018-04-15,10980
2018-04-16,10980
2018-04-17,10432
2018-04-18,10432
2018-04-19,10094
2018-04-20,10542
2018-04-21,10796
2018-04-22,10796
2018-04-23,11075
2018-04-24,11075
2018-04-25,11155
2018-04-26,11155
2018-04-27,10966
2018-04-28,10420
2018-04-29,10086
2018-04-30,10059
2018-05-01,10261
2018-05-02,10261
2018-05-03,10731
2018-05-04,10731
2018-05-05,11148
2018-05-06,11148
2018-05-07,10645
2018-05-08,10645
2018-05-09,10341
2018-05-10,9958
2018-05-11,9958
2018-05-12,9964
2018-05-13,9964
2018-05-14,10076
2018-05-15,10076
2018-05-16,10048
2018-05-17,10048
2018-05-18,10252
2018-05-19,10316
2018-05-20,10316
2018-05-21,10063
2018-05-22,10063
2018-05-23,10193
2018-05-24,10193
2018-05-25,10214
2018-05-26,10417
2018-05-27,10417
2018-05-28,10556
2018-05-29,10230
2018-05-30,10230
2018-05-31,10209
2018-06-01,10451
2018-06-02,10413
2018-06-03,10413
2018-06-04,10007
2018-06-05,10292
2018-06-06,10256
2018-06-07,10256
2018-06-08,10173
2018-06-09,10173
2018-06-10,10248
2018-06-11,10248
2018-06-12,9933
2018-06-13,10321
2018-06-14,10396
2018-06-15,10396
2018-06-16,10772
2018-06-17,10849
2018-06-18,10899
2018-06-19,10354
2018-06-20,10354
2018-06-21,10085
2018-06-22,10309
2018-06-23,10309
2018-06-24,10251
2018-06-25,10461
2018-06-26,10461
2018-06-27,10692
2018-06-28,10589
2018-06-29,10989
2018-06-30,10989
2018-07-01,11017
2018-07-02,11017
2018-07-03,10631
2018-07-04,10631
2018-07-05,10202
2018-07-06,10027
2018-07-07,10027
2018-07-08,10328
2018-07-09,10456
2018-07-10,10117
2018-07-11,10117
2018-07-12,10117
2018-07-13,10378
2018-07-14,10457
2018-07-15,10457
2018-07-16,10166
2018-07-17,9890
2018-07-18,9466
2018-07-19,9438
2018-07-20,9547
2018-07-21,9868
2018-07-22,9951
2018-07-23,10060
2018-07-24,10556
2018-07-25,10748
2018-07-26,10321
2018-07-27,10493
2018-07-28,10435
2018-07-29,10383
2018-07-30,10187
2018-07-31,9940
2018-08-01,9940
2018-08-02,9688
2018-08-03,9940
2018-08-04,10304
2018-08-05,10717
2018-08-06,10754
2018-08-07,11095
2018-08-08,10906
2018-08-09,10906
2018-08-10,10653
2018-08-11,10265
2018-08-12,9965
2018-08-14,10727
2018-08-16,11205
2018-08-17,10837
2018-08-18,10652
2018-08-19,10587
2018-08-20,10594
2018-08-21,10490
2018-08-22,10427
2018-08-23,10296
2018-08-24,9984
2018-08-25,9769
2018-08-26,9414
2018-08-27,9498
2018-08-28,9505
2018-08-29,9722
2018-08-30,10014
2018-08-31,10187
2018-09-01,10251
2018-09-02,10195
2018-09-03,10456
2018-09-04,10541
2018-09-05,10350
2018-09-06,10350
2018-09-07,10016
2018-09-08,9951
2018-09-09,9842
2018-09-10,9897
2018-09-11,9897
2018-09-12,9953
2018-09-13,10263
2018-09-14,10561
2018-09-15,10623
2018-09-16,10623
2018-09-17,10901
2018-09-18,11093
2018-09-19,11025
2018-09-20,11338
2018-09-21,11521
2018-09-22,11190
2018-09-23,11141
2018-09-24,11095
2018-09-25,11095
2018-09-26,11127
2018-09-27,11127
2018-09-28,11078
2018-09-29,11129
2018-09-30,11200
2018-10-01,11071
2018-10-02,10829
2018-10-03,10680
2018-10-04,10680
2018-10-05,10740
2018-10-06,10688
2018-10-07,10688
2018-10-08,10597
2018-10-09,10397
2018-10-10,10069
2018-10-11,9841
2018-10-12,9856
2018-10-13,9694
2018-10-14,9961
2018-10-15,10105
2018-10-16,10404
2018-10-17,10362
2018-10-18,10257
2018-10-19,10274
2018-10-20,10274
2018-10-21,10068
2018-10-22,10380
2018-10-23,10380
2018-10-24,10277
2018-10-25,10019
2018-10-26,9960
2018-10-27,10061
2018-10-28,9964
2018-10-29,9964
2018-10-30,9866
2018-10-31,9674
2018-11-01,9923
2018-11-03,9968
2018-11-04,10031
2018-11-05,10025
2018-11-06,9894
2018-11-07,9830
2018-11-08,9726
2018-11-09,9816
2018-11-10,10096
2018-11-11,10000
2018-11-12,9983
2018-11-13,10220
2018-11-15,9933
2018-11-16,9831
2018-11-17,9885
2018-11-18,10059
2018-11-19,10107
2018-11-20,10014
2018-11-21,9931
2018-11-22,9487
2018-11-23,9072
2018-11-24,9399
2018-11-25,9803
2018-11-26,9835
2018-11-27,9777
2018-11-28,9781
2018-11-29,9778
2018-12-01,9696
2018-12-02,9686
2018-12-03,9750
2018-12-04,9672
2018-12-05,9651
2018-12-07,9503
2018-12-09,9457
2018-12-10,9532
2018-12-11,9055
2018-12-12,9139
2018-12-13,9006
2018-12-14,9031
2018-12-15,9227
2018-12-16,9500
2018-12-17,9864
2018-12-18,9783
2018-12-19,9655
2018-12-20,9694
2018-12-21,9748
2018-12-22,10079
2018-12-23,10017
2018-12-24,9805
2018-12-25,9891
2018-12-26,10060
2018-12-27,9818
2018-12-28,9826
2018-12-29,9718
2018-12-30,9664
2018-12-31,9886
2019-01-01,9799
2019-01-02,9766
2019-01-03,9515
2019-01-04,9607
2019-01-05,9453
2019-01-06,9294
2019-01-08,8805
2019-01-10,8925
2019-01-11,9227
2019-01-12,9490
2019-01-13,9234
2019-01-14,9286
2019-01-15,9269
2019-01-16,9543
2019-01-17,9997
2019-01-18,9963
2019-01-19,9545
2019-01-20,9446
2019-01-21,9490
2019-01-22,9753
2019-01-23,9555
2019-01-24,9510
2019-01-25,9589
2019-01-26,9873
2019-01-27,10139
2019-01-28,10583
2019-01-29,10628
2019-01-30,10534
2019-01-31,10131
2019-02-01,9849
2019-02-02,9922
2019-02-03,10084
2019-02-04,10354
2019-02-05,10371
2019-02-06,10400
2019-02-07,10233
2019-02-08,9886
2019-02-09,9914
2019-02-10,9874
2019-02-11,10055
2019-02-12,10293
2019-02-13,10380
2019-02-14,10179
2019-02-15,10015
2019-02-16,9882
2019-02-17,9901
2019-02-18,9981
2019-02-19,10034
2019-02-20,10023
2019-02-21,10036
2019-02-22,10144
2019-02-23,9997
2019-02-24,10128
2019-02-25,10127
2019-02-26,10379
2019-02-27,10606
2019-02-28,10370
2019-03-01,10283
2019-03-02,10059
2019-03-03,9951
2019-03-04,10075
2019-03-05,10358
2019-03-06,9971
2019-03-07,9751
2019-03-08,9751
2019-03-09,9998
2019-03-10,10340
2019-03-11,10395
2019-03-12,10143
2019-03-13,9757
2019-03-14,9552
2019-03-15,9756
2019-03-16,9660
2019-03-17,9610
2019-03-18,9610
2019-03-19,9839
2019-03-20,9823
2019-03-21,10059
2019-03-22,10119
2019-03-23,9977
2019-03-24,9938
2019-03-25,9831
