date_obj,Dragon%20metal%20lump price
2018-10-17,3902694
2018-10-18,3902694
2018-10-19,3902694
2018-10-20,3902694
2018-10-21,3902694
2018-10-22,3902694
2018-10-23,3902694
2018-10-24,3902694
2018-10-25,3902694
2018-10-26,4091661
2018-10-27,4091661
2018-10-28,4091661
2018-10-29,4091661
2018-10-30,4091661
2018-10-31,4091661
2018-11-01,4091661
2018-11-03,4091661
2018-11-04,4091661
2018-11-05,4091661
2018-11-06,4281284
2018-11-07,4281284
2018-11-08,4281284
2018-11-09,4281284
2018-11-10,4281284
2018-11-11,4281284
2018-11-12,4281284
2018-11-13,4281284
2018-11-14,4281284
2018-11-15,4281284
2018-11-16,4281284
2018-11-17,4281284
2018-11-18,4281284
2018-11-19,4493124
2018-11-20,4493124
2018-11-21,4493124
2018-11-22,4493124
2018-11-23,4493124
2018-11-24,4493124
2018-11-25,4493124
2018-11-26,4493124
2018-11-27,4493124
2018-11-28,4493124
2018-11-29,4715378
2018-12-01,4715378
2018-12-02,4715378
2018-12-03,4715378
2018-12-04,4715378
2018-12-05,4715378
2018-12-07,4715378
2018-12-09,4927343
2018-12-10,4927343
2018-12-11,4927343
2018-12-12,4927343
2018-12-13,4927343
2018-12-14,4927343
2018-12-15,4927343
2018-12-16,4927343
2018-12-17,4927343
2018-12-18,5166002
2018-12-19,5166002
2018-12-20,5166002
2018-12-21,5166002
2018-12-22,5166002
2018-12-23,5166002
2018-12-24,5166002
2018-12-25,5166002
2018-12-26,5415935
2018-12-27,5415935
2018-12-28,5415935
2018-12-29,5415935
2018-12-30,5415935
2018-12-31,5415935
2019-01-01,5415935
2019-01-02,5680715
2019-01-03,5680715
2019-01-04,5680715
2019-01-05,5680715
2019-01-06,5680715
2019-01-08,5680715
2019-01-10,5957393
2019-01-11,5957393
2019-01-12,5957393
2019-01-13,5957393
2019-01-14,5957393
2019-01-15,5957393
2019-01-16,6235690
2019-01-17,6235690
2019-01-18,6235690
2019-01-19,6235690
2019-01-20,6235690
2019-01-21,6235690
2019-01-22,6542500
2019-01-23,6542500
2019-01-24,6542500
2019-01-25,6542500
2019-01-26,6542500
2019-01-27,6542500
2019-01-28,6857170
2019-01-29,6857170
2019-01-30,6857170
2019-01-31,6857170
2019-02-01,6857170
2019-02-02,6857170
2019-02-03,7200029
2019-02-04,7200029
2019-02-05,7200029
2019-02-06,7200029
2019-02-07,7200029
2019-02-08,7200029
2019-02-09,7537894
2019-02-10,7537894
2019-02-11,7537894
2019-02-12,7537894
2019-02-13,7537894
2019-02-14,7537894
2019-02-15,7537894
2019-02-16,7472110
2019-02-17,7472110
2019-02-18,7472110
2019-02-19,7472110
2019-02-20,7472110
2019-02-21,7472110
2019-02-22,7296609
2019-02-23,7296609
2019-02-24,7296609
2019-02-25,7296609
2019-02-26,7296609
2019-02-27,7296609
2019-02-28,7296609
2019-03-01,7296609
2019-03-02,7296609
2019-03-03,7296609
2019-03-04,7296609
2019-03-05,7105635
2019-03-06,7105635
2019-03-07,7105635
2019-03-08,7105635
2019-03-09,7105635
2019-03-10,7105635
2019-03-11,6792009
2019-03-12,6792009
2019-03-13,6792009
2019-03-14,6792009
2019-03-15,6792009
2019-03-16,6792009
2019-03-17,6494378
2019-03-18,6494378
2019-03-19,6494378
2019-03-20,6494378
2019-03-21,6494378
2019-03-22,6184386
2019-03-23,6184386
2019-03-24,6184386
2019-03-25,6184386
2019-03-26,6184386
2019-03-27,5906430
2019-03-28,5906430
2019-03-29,5906430
2019-03-30,5906430
2019-03-31,5906430
2019-04-01,5640751
2019-04-02,5640751
2019-04-03,5640751
2019-04-04,5640751
2019-04-05,5379156
2019-04-06,5379156
2019-04-07,5379156
2019-04-08,5379156
2019-04-09,5379156
2019-04-10,5110647
2019-04-11,5110647
2019-04-12,5110647
2019-04-13,5110647
2019-04-14,4878033
2019-04-15,4878033
2019-04-16,4878033
2019-04-17,4878033
2019-04-18,4648088
2019-04-19,4648088
2019-04-20,4648088
2019-04-21,4648088
2019-04-22,4438506
2019-04-23,4438506
2019-04-24,4438506
2019-04-25,4438506
2019-04-26,4239001
2019-04-27,4239001
2019-04-28,4239001
2019-04-29,4239001
2019-04-30,4239001
2019-05-01,4239001
2019-05-02,4095836
2019-05-03,4095836
2019-05-04,4095836
2019-05-05,4095836
2019-05-06,3896132
2019-05-07,3896132
2019-05-08,3896132
2019-05-09,3896132
2019-05-10,3896132
2019-05-11,3896132
2019-05-12,3712715
2019-05-13,3712715
2019-05-14,3712715
2019-05-15,3712715
2019-05-16,3712715
2019-05-17,3536266
2019-05-18,3536266
2019-05-19,3536266
2019-05-20,3536266
2019-05-21,3536266
2019-05-22,3390668
2019-05-23,3390668
2019-05-24,3390668
2019-05-25,3390668
2019-05-26,3390668
2019-05-27,3237863
2019-05-28,3237863
2019-05-29,3237863
2019-05-30,3237863
2019-05-31,3237863
2019-06-01,3130507
2019-06-02,3130507
2019-06-03,3130507
2019-06-04,3130507
2019-06-05,3130507
2019-06-06,3013517
2019-06-07,3013517
2019-06-08,3013517
2019-06-09,3013517
2019-06-10,3013517
2019-06-11,2870900
2019-06-12,2870900
2019-06-13,2870900
2019-06-14,2741156
2019-06-15,2741156
2019-06-16,2741156
2019-06-17,2741156
2019-06-18,2741156
2019-06-19,2613737
2019-06-20,2613737
2019-06-21,2613737
2019-06-22,2613737
2019-06-23,2613737
2019-06-24,2508160
2019-06-25,2508160
2019-06-26,2508160
2019-06-27,2508160
2019-06-28,2508160
2019-06-29,2434330
2019-06-30,2434330
2019-07-01,2434330
2019-07-02,2434330
2019-07-03,2434330
2019-07-04,2434330
2019-07-05,2532221
2019-07-06,2532221
2019-07-07,2532221
2019-07-08,2532221
2019-07-09,2532221
2019-07-10,2648640
2019-07-11,2648640
2019-07-12,2648640
2019-07-13,2648640
2019-07-14,2636982
2019-07-15,2636982
2019-07-16,2636982
2019-07-17,2636982
2019-07-18,2636982
2019-07-19,2755954
2019-07-20,2755954
2019-07-21,2755954
2019-07-22,2755954
2019-07-23,2755954
2019-07-24,2886360
2019-07-25,2886360
2019-07-26,2886360
2019-07-27,2886360
2019-07-28,2886360
2019-07-29,2886360
2019-07-30,2828426
2019-07-31,2828426
2019-08-01,2828426
2019-08-02,2828426
2019-08-03,2828426
2019-08-04,2969096
2019-08-05,2969096
2019-08-06,2969096
2019-08-07,2969096
2019-08-08,2969096
2019-08-09,3029049
2019-08-10,3029049
2019-08-11,3029049
2019-08-12,3029049
2019-08-13,3079558
2019-08-14,3079558
2019-08-15,3079558
2019-08-16,3079558
2019-08-17,3079558
2019-08-18,3037167
2019-08-19,3037167
2019-08-20,3037167
2019-08-21,3037167
2019-08-22,3037167
2019-08-23,2998477
2019-08-24,2998477
2019-08-24,2998477
2019-08-25,2998477
2019-08-25,2998477
2019-08-26,2998477
2019-08-27,2998477
2019-08-27,2998477
2019-08-28,2973617
2019-08-29,2973617
2019-08-30,2973617
2019-08-31,2973617
2019-09-01,2973617
2019-09-02,2973617
2019-09-03,2910977
2019-09-04,2910977
2019-09-05,2910977
2019-09-06,2910977
2019-09-07,2910977
2019-09-08,2796018
2019-09-09,2796018
2019-09-10,2796018
2019-09-11,2796018
2019-09-12,2796018
2019-09-13,2796018
2019-09-14,2686921
2019-09-15,2686921
2019-09-16,2686921
2019-09-17,2686921
2019-09-18,2566021
2019-09-19,2566021
2019-09-20,2566021
2019-09-21,2566021
2019-09-22,2566021
2019-09-23,2459058
2019-09-24,2459058
2019-09-25,2459058
2019-09-26,2459058
2019-09-27,2367912
2019-09-28,2367912
2019-09-29,2367912
2019-09-30,2367912
2019-10-01,2263083
2019-10-02,2263083
2019-10-03,2263083
2019-10-04,2263083
2019-10-05,2263083
2019-10-06,2182721
2019-10-07,2182721
2019-10-08,2182721
2019-10-09,2182721
2019-10-10,2182721
2019-10-11,2155246
2019-10-12,2155246
2019-10-13,2155246
2019-10-14,2155246
2019-10-15,2155246
2019-10-16,2066060
2019-10-17,2066060
2019-10-18,2066060
2019-10-19,2066060
2019-10-20,2066060
2019-10-21,2066060
2019-10-22,2158998
2019-10-23,2158998
2019-10-24,2158998
2019-10-25,2158998
2019-10-26,2158998
2019-10-27,2109785
2019-10-28,2109785
2019-10-29,2109785
2019-10-30,2109785
2019-10-31,2012643
2019-11-01,2012643
2019-11-02,2012643
2019-11-03,1926436
2019-11-04,1926436
2019-11-05,1926436
2019-11-06,1926436
2019-11-07,1926436
2019-11-08,1841702
2019-11-09,1841702
2019-11-10,1841702
2019-11-11,1766016
2019-11-12,1766016
2019-11-13,1766016
2019-11-14,1766016
2019-11-15,1766016
2019-11-16,1682058
2019-11-17,1682058
2019-11-18,1682058
2019-11-19,1682058
2019-11-20,1682058
2019-11-21,1603717
2019-11-22,1603717
2019-11-23,1603717
2019-11-24,1603717
2019-11-25,1529650
2019-11-26,1529650
2019-11-27,1529650
2019-11-28,1529650
2019-11-29,1529650
2019-11-30,1464271
2019-12-01,1464271
2019-12-02,1464271
2019-12-03,1464271
2019-12-04,1464271
2019-12-05,1464271
2019-12-06,1436945
2019-12-07,1436945
2019-12-08,1436945
2019-12-09,1436945
2019-12-10,1372064
2019-12-11,1372064
2019-12-12,1372064
2019-12-13,1372064
2019-12-14,1372064
2019-12-15,1323023
2019-12-16,1323023
2019-12-17,1323023
2019-12-18,1323023
2019-12-19,1323023
2019-12-20,1323023
2019-12-21,1363891
2019-12-22,1363891
2019-12-23,1363891
2019-12-24,1363891
2019-12-25,1363891
2019-12-26,1363891
2019-12-27,1428314
2019-12-28,1428314
2019-12-29,1428314
2019-12-30,1428314
2019-12-31,1428314
2020-01-01,1496156
2020-01-02,1496156
2020-01-03,1496156
2020-01-04,1496156
2020-01-05,1496156
2020-01-06,1525510
2020-01-07,1525510
2020-01-08,1525510
2020-01-09,1525510
2020-01-10,1525510
2020-01-11,1521387
2020-01-12,1521387
2020-01-13,1521387
2020-01-14,1521387
2020-01-15,1588897
2020-01-16,1588897
2020-01-17,1588897
2020-01-18,1666196
2020-01-19,1666196
2020-01-20,1666196
2020-01-21,1666196
2020-01-22,1744695
2020-01-23,1744695
2020-01-24,1744695
2020-01-25,1744695
2020-01-26,1669451
2020-01-27,1669451
2020-01-28,1669451
2020-01-29,1607699
2020-01-30,1607699
2020-01-31,1607699
2020-02-01,1563753
2020-02-02,1563753
2020-02-03,1563753
2020-02-04,1547262
2020-02-05,1547262
2020-02-06,1547262
2020-02-07,1486442
2020-02-08,1486442
2020-02-09,1486442
2020-02-10,1421375
2020-02-11,1421375
2020-02-12,1421375
2020-02-13,1379223
2020-02-14,1379223
2020-02-15,1379223
2020-02-16,1393191
2020-02-17,1393191
2020-02-18,1367483
2020-02-19,1367483
2020-02-20,1367483
2020-02-21,1367483
2020-02-22,1414618
2020-02-23,1414618
2020-02-24,1414618
2020-02-25,1457994
2020-02-26,1457994
2020-02-27,1457994
2020-02-28,1499581
2020-02-29,1499581
2020-03-01,1499581
2020-03-02,1518935
2020-03-03,1518935
2020-03-04,1518935
2020-03-05,1545260
2020-03-06,1545260
2020-03-07,1545260
2020-03-08,1613253
2020-03-09,1613253
2020-03-10,1613253
2020-03-11,1693916
2020-03-12,1693916
2020-03-13,1693916
2020-03-14,1683652
2020-03-15,1683652
2020-03-16,1683652
2020-03-17,1647921
2020-03-18,1647921
2020-03-19,1647921
2020-03-20,1630955
2020-03-21,1630955
2020-03-22,1630955
2020-03-23,1684231
2020-03-24,1684231
2020-03-25,1684231
2020-03-26,1768084
2020-03-27,1768084
2020-03-28,1768084
2020-03-29,1856109
2020-03-30,1856109
2020-03-31,1856109
2020-04-01,1909596
2020-04-02,1909596
2020-04-03,1909596
2020-04-04,2005076
2020-04-05,2005076
2020-04-06,2103484
2020-04-07,2103484
2020-04-08,2089889
2020-04-09,2089889
2020-04-10,2089889
2020-04-11,2108348
2020-04-12,2108348
2020-04-13,2108348
2020-04-14,2038618
2020-04-15,2038618
2020-04-16,2027595
2020-04-17,2027595
2020-04-18,1968041
2020-04-19,1968041
2020-04-20,1904209
2020-04-21,1904209
2020-04-22,1944800
2020-04-23,1944800
2020-04-24,1944800
2020-04-25,1919106
2020-04-26,1919106
2020-04-27,1888732
2020-04-28,1888732
2020-04-29,1840781
2020-04-30,1840781
2020-05-01,1762671
2020-05-02,1762671
2020-05-03,1686327
2020-05-04,1686327
2020-05-05,1614129
2020-05-06,1577950
2020-05-07,1577950
2020-05-08,1589491
2020-05-09,1589491
2020-05-10,1565993
2020-05-11,1565993
2020-05-12,1565993
2020-05-13,1566558
