date_obj,Monkey%20bones price
2019-09-07,357
2019-09-08,367
2019-09-09,365
2019-09-10,369
2019-09-11,364
2019-09-12,346
2019-09-13,329
2019-09-14,334
2019-09-15,324
2019-09-16,332
2019-09-17,331
2019-09-18,340
2019-09-19,333
2019-09-20,330
2019-09-21,338
2019-09-22,342
2019-09-23,345
2019-09-24,340
2019-09-25,350
2019-09-26,351
2019-09-27,333
2019-09-28,321
2019-09-29,326
2019-09-30,327
2019-10-01,328
2019-10-02,324
2019-10-03,328
2019-10-04,326
2019-10-05,328
2019-10-06,323
2019-10-07,315
2019-10-08,315
2019-10-09,308
2019-10-10,305
2019-10-11,310
2019-10-12,312
2019-10-13,316
2019-10-14,325
2019-10-15,312
2019-10-16,306
2019-10-17,315
2019-10-18,305
2019-10-19,300
2019-10-20,296
2019-10-21,294
2019-10-22,297
2019-10-23,304
2019-10-24,315
2019-10-25,317
2019-10-26,320
2019-10-27,319
2019-10-28,318
2019-10-29,323
2019-10-30,326
2019-10-31,325
2019-11-01,322
2019-11-02,326
2019-11-03,329
2019-11-04,332
2019-11-05,326
2019-11-06,318
2019-11-07,319
2019-11-08,318
2019-11-09,314
2019-11-10,315
2019-11-11,302
2019-11-12,296
2019-11-13,307
2019-11-14,323
2019-11-15,329
2019-11-16,318
2019-11-17,309
2019-11-18,316
2019-11-19,302
2019-11-20,299
2019-11-21,290
2019-11-22,291
2019-11-23,291
2019-11-24,294
2019-11-25,308
2019-11-26,301
2019-11-27,302
2019-11-28,311
2019-11-29,310
2019-11-30,309
2019-12-01,320
2019-12-02,315
2019-12-03,327
2019-12-04,326
2019-12-05,330
2019-12-06,343
2019-12-07,359
2019-12-08,377
2019-12-09,388
2019-12-10,393
2019-12-11,395
2019-12-12,395
2019-12-13,384
2019-12-14,393
2019-12-15,385
2019-12-16,400
2019-12-17,404
2019-12-18,425
2019-12-19,444
2019-12-20,441
2019-12-21,439
2019-12-22,427
2019-12-23,424
2019-12-24,418
2019-12-25,414
2019-12-26,403
2019-12-27,395
2019-12-28,399
2019-12-29,387
2019-12-30,377
2019-12-31,367
2020-01-01,357
2020-01-02,360
2020-01-03,365
2020-01-04,384
2020-01-05,404
2020-01-06,425
2020-01-07,422
2020-01-08,404
2020-01-09,399
2020-01-10,390
2020-01-11,389
2020-01-12,386
2020-01-13,376
2020-01-14,371
2020-01-15,368
2020-01-16,364
2020-01-17,364
2020-01-18,382
2020-01-19,398
2020-01-20,418
2020-01-21,425
2020-01-22,420
2020-01-23,441
2020-01-24,462
2020-01-25,486
2020-01-26,496
2020-01-27,472
2020-01-28,462
2020-01-29,449
2020-01-30,444
2020-01-31,438
2020-02-01,418
2020-02-02,424
2020-02-03,413
2020-02-04,398
2020-02-05,378
2020-02-06,359
2020-02-07,353
2020-02-08,365
2020-02-09,362
2020-02-10,350
2020-02-11,341
2020-02-12,330
2020-02-13,320
2020-02-14,311
2020-02-15,323
2020-02-16,340
2020-02-17,352
2020-02-18,347
2020-02-19,338
2020-02-20,328
2020-02-21,327
2020-02-22,317
2020-02-23,317
2020-02-24,314
2020-02-25,311
2020-02-26,305
2020-02-27,301
2020-02-28,301
2020-02-29,298
2020-03-01,290
2020-03-02,295
2020-03-03,300
2020-03-04,299
2020-03-05,311
2020-03-06,321
2020-03-07,311
2020-03-08,323
2020-03-09,328
2020-03-10,318
2020-03-11,324
2020-03-12,329
2020-03-13,337
2020-03-14,327
2020-03-15,331
2020-03-16,334
2020-03-17,329
2020-03-18,321
2020-03-19,322
2020-03-20,323
2020-03-21,314
2020-03-22,322
2020-03-23,330
2020-03-24,337
2020-03-25,333
2020-03-26,350
2020-03-27,368
2020-03-28,387
2020-03-29,405
2020-03-30,401
2020-03-31,385
2020-04-01,377
2020-04-02,376
2020-04-03,358
2020-04-04,359
2020-04-05,346
2020-04-06,339
2020-04-07,337
2020-04-08,338
2020-04-09,330
2020-04-10,333
2020-04-11,330
2020-04-12,331
2020-04-13,337
2020-04-14,338
2020-04-15,331
2020-04-16,334
2020-04-17,335
2020-04-18,328
2020-04-19,335
2020-04-20,347
2020-04-21,359
2020-04-22,363
2020-04-23,371
2020-04-24,388
2020-04-25,406
2020-04-26,409
2020-04-27,426
2020-04-28,424
2020-04-29,411
2020-04-30,399
2020-05-01,390
2020-05-02,383
2020-05-03,372
2020-05-04,354
2020-05-05,347
2020-05-06,343
2020-05-07,336
2020-05-08,336
2020-05-09,334
2020-05-10,338
2020-05-11,343
2020-05-12,337
2020-05-13,327
