date_obj,Lava%20scale price
2016-04-21,3028
2016-04-22,3028
2016-04-23,2913
2016-04-24,2913
2016-04-25,2827
2016-04-26,2827
2016-04-27,2889
2016-04-28,2889
2016-04-29,2926
2016-04-30,2926
2016-05-01,2824
2016-05-02,2824
2016-05-03,2788
2016-05-04,2788
2016-05-05,2756
2016-05-06,2756
2016-05-07,2621
2016-05-08,2621
2016-05-09,2543
2016-05-10,2543
2016-05-11,2591
2016-05-12,2591
2016-05-13,2542
2016-05-14,2542
2016-05-15,2647
2016-05-16,2647
2016-05-17,2716
2016-05-18,2716
2016-05-19,2807
2016-05-22,2948
2016-05-23,3075
2016-05-24,3075
2016-05-25,3220
2016-05-26,3220
2016-05-27,3086
2016-05-28,3086
2016-05-29,3033
2016-05-30,3033
2016-05-31,2972
2016-06-01,2972
2016-06-02,3085
2016-06-03,3085
2016-06-04,3197
2016-06-05,3197
2016-06-06,3357
2016-06-07,3357
2016-06-08,3520
2016-06-09,3603
2016-06-10,3784
2016-06-11,3974
2016-06-12,4053
2016-06-13,4026
2016-06-14,3883
2016-06-15,3691
2016-06-16,3566
2016-06-17,3415
2016-06-18,3244
2016-06-19,3081
2016-06-20,2928
2016-06-21,2924
2016-06-22,2777
2016-06-23,2666
2016-06-24,2543
2016-06-25,2465
2016-06-26,2589
2016-06-27,2538
2016-06-28,2423
2016-06-29,2319
2016-06-30,2273
2016-07-01,2317
2016-07-02,2356
2016-07-03,2384
2016-07-04,2452
2016-07-05,2534
2016-07-06,2511
2016-07-07,2616
2016-07-08,2747
2016-07-09,2885
2016-07-10,3011
2016-07-11,2927
2016-07-12,2796
2016-07-13,2830
2016-07-14,2836
2016-07-15,2741
2016-07-16,2655
2016-07-17,2540
2016-07-18,2435
2016-07-23,2344
2016-07-24,2360
2016-07-25,2435
2016-07-26,2531
2016-07-27,2654
2016-07-28,2741
2016-07-29,2625
2016-07-30,2496
2016-07-31,2396
2016-08-01,2377
2016-08-02,2332
2016-08-03,2226
2016-08-04,2212
2016-08-05,2235
2016-08-06,2225
2016-08-07,2292
2016-08-08,2350
2016-08-09,2343
2016-08-10,2381
2016-08-11,2430
2016-08-12,2367
2016-08-13,2264
2016-08-14,2190
2016-08-15,2144
2016-08-16,2074
2016-08-17,2009
2016-08-18,2015
2016-08-19,2016
2016-08-20,2064
2016-08-21,2059
2016-08-22,2085
2016-08-23,2067
2016-08-24,2056
2016-08-25,1954
2016-08-26,1954
2016-08-28,1809
2016-08-31,1769
2016-09-01,1767
2016-09-02,1767
2016-09-03,1766
2016-09-04,1683
2016-09-05,1598
2016-09-06,1535
2016-09-07,1465
2016-09-08,1454
2016-09-09,1503
2016-09-10,1562
2016-09-11,1562
2016-09-12,1586
2016-09-13,1635
2016-09-14,1635
2016-09-15,1659
2016-09-16,1659
2016-09-17,1606
2016-09-18,1669
2016-09-19,1634
2016-09-20,1634
2016-09-21,1571
2016-09-22,1614
2016-09-23,1672
2016-09-24,1672
2016-09-25,1659
2016-09-26,1659
2016-09-27,1689
2016-09-28,1607
2016-09-29,1620
2016-09-30,1623
2016-10-01,1632
2016-10-02,1632
2016-10-03,1595
2016-10-04,1522
2016-10-05,1505
2016-10-06,1449
2016-10-07,1440
2016-10-08,1489
2016-10-09,1489
2016-10-10,1553
2016-10-11,1631
2016-10-12,1711
2016-10-13,1695
2016-10-14,1629
2016-10-15,1607
2016-10-16,1629
2016-10-17,1623
2016-10-18,1609
2016-10-19,1534
2016-10-20,1601
2016-10-21,1660
2016-10-22,1660
2016-10-23,1734
2016-10-24,1783
2016-10-25,1783
2016-10-26,1809
2016-10-27,1879
2016-10-28,1894
2016-10-29,1951
2016-10-30,2021
2016-10-31,2079
2016-11-01,2079
2016-11-02,2112
2016-11-03,2218
2016-11-04,2230
2016-11-05,2230
2016-11-06,2223
2016-11-07,2226
2016-11-08,2235
2016-11-09,2202
2016-11-10,2203
2016-11-11,2258
2016-11-12,2242
2016-11-13,2250
2016-11-14,2238
2016-12-07,2152
2016-12-08,2246
2016-12-09,2352
2016-12-10,2271
2016-12-11,2266
2016-12-12,2234
2016-12-13,2202
2016-12-14,2188
2016-12-15,2166
2016-12-16,2172
2016-12-17,2184
2016-12-18,2293
2016-12-19,2211
2016-12-20,2144
2016-12-21,2036
2016-12-22,1977
2016-12-23,1972
2016-12-24,1874
2016-12-25,1794
2016-12-26,1734
2016-12-27,1690
2016-12-28,1733
2016-12-29,1820
2016-12-30,1799
2016-12-31,1731
2017-01-01,1679
2017-01-02,1713
2017-01-03,1665
2017-01-04,1749
2017-01-05,1837
2017-01-06,1898
2017-01-07,1993
2017-01-08,2093
2017-01-09,2198
2017-01-10,2308
2017-01-11,2424
2017-01-12,2546
2017-01-13,2642
2017-01-14,2773
2017-01-15,2912
2017-01-16,3058
2017-01-17,3099
2017-01-18,2965
2017-01-19,2834
2017-01-20,2745
2017-01-21,2823
2017-01-22,2838
2017-01-27,2475
2017-01-28,2487
2017-01-29,2548
2017-01-30,2668
2017-01-31,2754
2017-02-01,2817
2017-02-02,2676
2017-02-03,2542
2017-02-04,2570
2017-02-05,2699
2017-02-06,2823
2017-02-07,2931
2017-02-08,2979
2017-02-09,2949
2017-02-10,2866
2017-02-11,2722
2017-02-12,2592
2017-02-13,2462
2017-02-14,2432
2017-02-15,2438
2017-02-16,2518
2017-02-18,2706
2017-02-19,2708
2017-02-20,2652
2017-02-21,2631
2017-02-22,2738
2017-02-23,2659
2017-02-24,2690
2017-02-25,2658
2017-02-26,2525
2017-02-27,2398
2017-02-28,2316
2017-03-01,2267
2017-03-02,2261
2017-03-03,2294
2017-03-04,2397
2017-03-05,2503
2017-03-06,2495
2017-03-07,2420
2017-03-08,2306
2017-03-09,2237
2017-03-10,2223
2017-03-11,2185
2017-03-12,2270
2017-03-13,2357
2017-03-14,2395
2017-03-15,2432
2017-03-16,2401
2017-03-17,2452
2017-03-18,2414
2017-03-19,2303
2017-03-20,2238
2017-03-21,2276
2017-03-22,2336
2017-03-23,2301
2017-03-24,2286
2017-03-25,2282
2017-03-26,2231
2017-03-27,2148
2017-03-28,2050
2017-03-29,1963
2017-03-30,1957
2017-03-31,2017
2017-04-01,2027
2017-04-02,2102
2017-04-03,2208
2017-04-04,2319
2017-04-12,2317
2017-04-13,2318
2017-04-14,2409
2017-04-15,2367
2017-04-16,2286
2017-04-17,2219
2017-04-18,2208
2017-04-19,2262
2017-04-20,2376
2017-04-21,2495
2017-04-22,2620
2017-04-23,2712
2017-04-24,2808
2017-04-25,2897
2017-04-26,2925
2017-04-27,2823
2017-04-28,2862
2017-04-29,2872
2017-04-30,2757
2017-05-01,2625
2017-05-02,2614
2017-05-03,2560
2017-05-04,2537
2017-05-05,2664
2017-05-06,2792
2017-05-07,2863
2017-05-08,2719
2017-05-09,2583
2017-05-10,2500
2017-05-11,2387
2017-05-12,2465
2017-05-13,2589
2017-05-14,2589
2017-05-15,2576
2017-05-16,2586
2017-05-17,2647
2017-05-18,2617
2017-05-19,2670
2017-05-20,2701
2017-05-21,2698
2017-05-22,2714
2017-05-23,2687
2017-05-24,2562
2017-05-25,2465
2017-05-26,2377
2017-05-27,2345
2017-05-28,2443
2017-05-29,2420
2017-05-30,2493
2017-05-31,2460
2017-06-01,2415
2017-06-02,2351
2017-06-03,2324
2017-06-04,2347
2017-06-06,2242
2017-06-07,2145
2017-06-08,2081
2017-06-09,1976
2017-06-10,1877
2017-06-11,1855
2017-06-12,1784
2017-06-13,1735
2017-06-14,1739
2017-06-15,1817
2017-06-16,1850
2017-06-17,1801
2017-06-18,1793
2017-06-19,1843
2017-06-20,1756
2017-06-21,1675
2017-06-22,1598
2017-06-23,1555
2017-06-24,1477
2017-06-25,1408
2017-06-26,1357
2017-06-27,1339
2017-06-28,1341
2017-06-29,1385
2017-06-30,1332
2017-07-01,1339
2017-07-02,1333
2017-07-03,1332
2017-07-04,1281
2017-07-05,1216
2017-07-06,1232
2017-07-07,1291
2017-07-08,1294
2017-07-13,1626
2017-07-14,1689
2017-07-15,1774
2017-07-16,1863
2017-07-17,1957
2017-07-18,2055
2017-07-19,2158
2017-07-20,2266
2017-07-21,2329
2017-07-22,2382
2017-07-23,2487
2017-07-24,2612
2017-07-25,2743
2017-07-26,2879
2017-07-27,3023
2017-07-28,3043
2017-07-29,3019
2017-07-30,3013
2017-07-31,3026
2017-08-01,2875
2017-08-02,2740
2017-08-03,2652
2017-08-04,2758
2017-08-05,2793
2017-08-06,2653
2017-08-09,2718
2017-08-10,2610
2017-08-11,2479
2017-08-12,2497
2017-08-13,2528
2017-08-14,2581
2017-08-15,2646
2017-08-17,2710
2017-08-18,2666
2017-08-19,2667
2017-08-20,2696
2017-08-21,2701
2017-08-22,2765
2017-08-23,2763
2017-08-24,2756
2017-08-25,2783
2017-08-26,2860
2017-08-27,2939
2017-08-28,3016
2017-08-29,3144
2017-08-30,3151
2017-08-31,3153
2017-09-01,3154
2017-09-02,3036
2017-09-03,3032
2017-09-04,2974
2017-09-05,2825
2017-09-06,2702
2017-09-07,2578
2017-09-08,2627
2017-09-09,2645
2017-09-10,2642
2017-09-11,2711
2017-09-12,2737
2017-09-13,2774
2017-09-14,2823
2017-09-15,2833
2017-09-16,2770
2017-09-17,2662
2017-09-19,2532
2017-09-20,2553
2017-09-21,2560
2017-09-22,2543
2017-09-23,2598
2017-09-24,2611
2017-09-25,2609
2017-09-26,2500
2017-09-27,2414
2017-09-28,2463
2017-09-29,2511
2017-09-30,2541
2017-10-01,2575
2017-10-02,2559
2017-10-03,2435
2017-10-04,2318
2017-10-05,2302
2017-10-06,2302
2017-10-07,2310
2017-10-08,2309
2017-10-09,2304
2017-10-10,2300
2017-10-11,2296
2017-10-12,2300
2017-10-13,2301
2017-10-14,2305
2017-10-15,2301
2017-10-16,2302
2017-10-17,2304
2017-10-18,2316
2017-10-19,2346
2017-10-20,2353
2017-10-21,2314
2017-10-22,2315
2017-10-23,2209
2017-10-24,2171
2017-10-25,2106
2017-10-26,2049
2017-10-27,2072
2017-10-28,2072
2017-10-29,2115
2017-10-30,2070
2017-10-31,2055
2017-11-01,2073
2017-11-02,2152
2017-11-03,2241
2017-11-04,2264
2017-11-05,2271
2017-11-06,2252
2017-11-07,2185
2017-11-08,2093
2017-11-09,2037
2017-11-10,2009
2017-11-11,1984
2017-11-12,1973
2017-11-13,1928
2017-11-14,1947
2017-11-15,1947
2017-11-16,1954
2017-11-17,2024
2017-11-18,1981
2017-11-19,1975
2017-11-20,1928
2017-11-21,1910
2017-11-22,1888
2017-11-23,1892
2017-11-24,1812
2017-11-25,1845
2017-11-26,1853
2017-11-27,1828
2017-11-28,1772
2017-11-29,1746
2017-11-30,1764
2017-12-01,1690
2017-12-02,1622
2017-12-03,1674
2017-12-04,1701
2017-12-05,1754
2017-12-06,1811
2017-12-07,1810
2017-12-08,1809
2017-12-09,1787
2017-12-10,1775
2017-12-11,1686
2017-12-12,1662
2017-12-14,1614
2017-12-15,1602
2017-12-16,1582
2017-12-17,1619
2017-12-18,1592
2017-12-19,1545
2017-12-20,1509
2017-12-21,1458
2017-12-22,1478
2017-12-23,1532
2017-12-24,1516
2017-12-25,1526
2017-12-26,1592
2017-12-27,1614
2017-12-28,1607
2017-12-29,1650
2017-12-30,1708
2017-12-31,1708
2018-01-01,1712
2018-01-02,1688
2018-01-03,1624
2018-01-04,1608
2018-01-05,1527
2018-01-06,1480
2018-01-07,1508
2018-01-08,1453
2018-01-09,1380
2018-01-10,1315
2018-01-11,1279
2018-01-12,1331
2018-01-13,1398
2018-01-14,1468
2018-01-15,1542
2018-01-16,1620
2018-01-17,1701
2018-01-18,1787
2018-01-19,1877
2018-01-20,1971
2018-01-21,2070
2018-01-22,2174
2018-01-23,2283
2018-01-25,2273
2018-01-26,2159
2018-01-27,2051
2018-01-28,1948
2018-01-29,1851
2018-01-31,1763
2018-02-01,1750
2018-02-02,1682
2018-02-03,1712
2018-02-04,1790
2018-02-05,1880
2018-02-06,1974
2018-02-07,2001
2018-02-08,1943
2018-02-09,1903
2018-02-10,1819
2018-02-11,1762
2018-02-12,1849
2018-02-13,1938
2018-02-14,1929
2018-02-15,1884
2018-02-16,1938
2018-02-17,1991
2018-02-18,2086
2018-02-19,2187
2018-02-20,2297
2018-02-21,2355
2018-02-22,2403
2018-02-23,2524
2018-02-24,2651
2018-02-25,2757
2018-02-26,2895
2018-02-27,3034
2018-02-28,2986
2018-03-01,2923
2018-03-02,2776
2018-03-03,2865
2018-03-04,3009
2018-03-05,3158
2018-03-06,3262
2018-03-07,3388
2018-03-08,3284
2018-03-09,3244
2018-03-10,3267
2018-03-11,3248
2018-03-12,3114
2018-03-13,2958
2018-03-14,2810
2018-03-15,2669
2018-03-16,2535
2018-03-17,2408
2018-03-18,2407
2018-03-19,2433
2018-03-20,2358
2018-03-21,2357
2018-03-23,2391
2018-03-24,2332
2018-03-25,2338
2018-03-26,2321
2018-03-27,2205
2018-03-28,2101
2018-03-29,2052
2018-03-30,2093
2018-03-31,2095
2018-04-01,2115
2018-04-02,2146
2018-04-03,2171
2018-04-04,2210
2018-04-05,2237
2018-04-06,2235
2018-04-07,2144
2018-04-08,2214
2018-04-09,2274
2018-04-10,2280
2018-04-11,2285
2018-04-12,2294
2018-04-13,2259
2018-04-14,2161
2018-04-15,2231
2018-04-16,2343
2018-04-17,2431
2018-04-18,2523
2018-04-19,2627
2018-04-20,2553
2018-04-21,2521
2018-04-22,2400
2018-04-23,2433
2018-04-24,2454
2018-04-25,2501
2018-04-26,2521
2018-04-27,2498
2018-04-28,2490
2018-04-29,2585
2018-04-30,2611
2018-05-01,2678
2018-05-04,2610
2018-05-05,2489
2018-05-06,2369
2018-05-08,2375
2018-05-09,2283
2018-05-10,2264
2018-05-11,2316
2018-05-12,2379
2018-05-13,2385
2018-05-14,2421
2018-05-15,2502
2018-05-16,2525
2018-05-17,2468
2018-05-18,2521
2018-05-19,2580
2018-05-20,2610
2018-05-21,2689
2018-05-22,2821
2018-05-23,2776
2018-05-24,2646
2018-05-25,2707
2018-05-26,2640
2018-05-27,2549
2018-05-28,2457
2018-05-29,2363
2018-05-30,2383
2018-05-31,2476
2018-06-01,2354
2018-06-02,2352
2018-06-03,2423
2018-06-04,2503
2018-06-05,2515
2018-06-06,2402
2018-06-07,2281
2018-06-08,2254
2018-06-09,2300
2018-06-10,2307
2018-06-11,2290
2018-06-12,2230
2018-06-13,2179
2018-06-14,2103
2018-06-15,2107
2018-06-16,2133
2018-06-17,2110
2018-06-18,2048
2018-06-19,2124
2018-06-20,2148
2018-06-21,2239
2018-06-22,2230
2018-06-23,2258
2018-06-24,2236
2018-06-25,2238
2018-06-26,2273
2018-06-27,2227
2018-06-28,2138
2018-06-29,2052
2018-06-30,1992
2018-07-01,2023
2018-07-02,2072
2018-07-03,2166
2018-07-04,2265
2018-07-05,2270
2018-07-06,2259
2018-07-07,2228
2018-07-08,2186
2018-07-09,2094
2018-07-10,2130
2018-07-11,2147
2018-07-12,2189
2018-07-13,2200
2018-07-14,2202
2018-07-15,2186
2018-07-16,2200
2018-07-17,2174
2018-07-18,2263
2018-07-19,2288
2018-07-20,2260
2018-07-21,2249
2018-07-22,2161
2018-07-23,2228
2018-07-24,2318
2018-07-25,2283
2018-07-26,2177
2018-07-27,2081
2018-07-28,2116
2018-07-29,2185
2018-07-30,2212
2018-07-31,2223
2018-08-01,2221
2018-08-02,2224
2018-08-03,2282
2018-08-04,2375
2018-08-05,2424
2018-08-06,2302
2018-08-07,2186
2018-08-08,2199
2018-08-09,2119
2018-08-10,2157
2018-08-11,2236
2018-08-12,2229
2018-08-14,2074
2018-08-16,1908
2018-08-17,1954
2018-08-18,2025
2018-08-19,2111
2018-08-20,2026
2018-08-21,1954
2018-08-22,2034
2018-08-23,2134
2018-08-24,2224
2018-08-25,2134
2018-08-26,2066
2018-08-27,2167
2018-08-28,2167
2018-08-29,2058
2018-08-30,2009
2018-08-31,1972
2018-09-01,1975
2018-09-02,1993
2018-09-03,1979
2018-09-04,1950
2018-09-05,2037
2018-09-06,1935
2018-09-07,1887
2018-09-08,1808
2018-09-09,1859
2018-09-10,1945
2018-09-11,2043
2018-09-12,2142
2018-09-13,2159
2018-09-14,2177
2018-09-15,2189
2018-09-16,2198
2018-09-17,2210
2018-09-18,2241
2018-09-19,2172
2018-09-20,2208
2018-09-21,2234
2018-09-22,2288
2018-09-23,2288
2018-09-24,2333
2018-09-25,2449
2018-09-26,2492
2018-09-27,2562
2018-09-28,2520
2018-09-29,2521
2018-09-30,2525
2018-10-02,2468
2018-10-03,2437
2018-10-04,2338
2018-10-05,2394
2018-10-06,2450
2018-10-07,2376
2018-10-08,2373
2018-10-09,2390
2018-10-10,2419
2018-10-11,2316
2018-10-12,2334
2018-10-13,2351
2018-10-14,2422
2018-10-15,2417
2018-10-16,2498
2018-10-17,2539
2018-10-18,2480
2018-10-19,2446
2018-10-20,2433
2018-10-21,2363
2018-10-22,2244
2018-10-23,2131
2018-10-24,2024
2018-10-25,1974
2018-10-26,2013
2018-10-27,2072
2018-10-28,2052
2018-10-29,1960
2018-10-30,1945
2018-10-31,2004
2018-11-01,2099
2018-11-03,2148
2018-11-04,2188
2018-11-05,2205
2018-11-06,2170
2018-11-07,2176
2018-11-08,2179
2018-11-09,2152
2018-11-10,2167
2018-11-11,2147
2018-11-12,2057
2018-11-13,2016
2018-11-14,1940
2018-11-15,1902
2018-11-16,1948
2018-11-17,1969
2018-11-18,1956
2018-11-19,1978
2018-11-20,2063
2018-11-21,2094
2018-11-22,2102
2018-11-23,2048
2018-11-24,2008
2018-11-25,2035
2018-11-26,2056
2018-11-27,2081
2018-11-28,2107
2018-11-29,2111
2018-12-01,2044
2018-12-02,1945
2018-12-03,1989
2018-12-05,2045
2018-12-07,2103
2018-12-09,2021
2018-12-10,2017
2018-12-11,2018
2018-12-12,2020
2018-12-13,2029
2018-12-14,2038
2018-12-15,2040
2018-12-16,2091
2018-12-17,2119
2018-12-18,2209
2018-12-19,2320
2018-12-20,2382
2018-12-21,2344
2018-12-22,2353
2018-12-23,2272
2018-12-24,2306
2018-12-25,2326
2018-12-26,2323
2018-12-27,2385
2018-12-28,2484
2018-12-29,2475
2018-12-30,2354
2018-12-31,2390
2019-01-01,2452
2019-01-02,2505
2019-01-03,2507
2019-01-04,2549
2019-01-05,2608
2019-01-06,2709
2019-01-08,2698
2019-01-10,2596
2019-01-11,2551
2019-01-12,2542
2019-01-13,2559
2019-01-14,2579
2019-01-15,2510
2019-01-16,2510
2019-01-17,2499
2019-01-18,2392
2019-01-19,2298
2019-01-20,2203
2019-01-21,2208
2019-01-22,2243
2019-01-23,2263
2019-01-24,2273
2019-01-25,2293
2019-01-26,2303
2019-01-27,2345
2019-01-28,2361
2019-01-29,2353
2019-01-30,2366
2019-01-31,2385
2019-02-01,2409
2019-02-02,2394
2019-02-03,2389
2019-02-04,2302
2019-02-05,2358
2019-02-06,2476
2019-02-07,2549
2019-02-08,2636
2019-02-09,2664
2019-02-10,2705
2019-02-11,2742
2019-02-12,2880
2019-02-13,2978
2019-02-14,3127
2019-02-15,3280
2019-02-16,3371
2019-02-17,3278
2019-02-18,3247
2019-02-19,3131
2019-02-20,2976
2019-02-21,2827
2019-02-22,2702
2019-02-23,2630
2019-02-24,2725
2019-02-25,2777
2019-02-26,2848
2019-02-27,2781
2019-02-28,2757
2019-03-01,2777
2019-03-02,2904
2019-03-03,3046
2019-03-04,3109
2019-03-05,3126
2019-03-06,3148
2019-03-07,3164
2019-03-08,3120
2019-03-09,3125
2019-03-10,3211
2019-03-11,3231
2019-03-12,3378
2019-03-13,3534
2019-03-14,3556
2019-03-15,3425
2019-03-16,3430
2019-03-17,3492
2019-03-18,3537
2019-03-19,3488
2019-03-20,3610
2019-03-21,3713
2019-03-22,3731
2019-03-23,3673
2019-03-24,3521
2019-03-25,3568
2019-03-26,3577
2019-03-27,3610
2019-03-28,3641
2019-03-29,3651
2019-03-30,3693
2019-03-31,3689
2019-04-01,3709
2019-04-02,3765
2019-04-03,3730
2019-04-04,3697
2019-04-05,3596
2019-04-06,3428
