date_obj,Crier%20hat price
2015-09-06,21675
2015-09-07,21675
2015-09-08,21379
2015-09-09,21379
2015-09-10,20394
2015-09-11,20494
2015-09-12,20494
2015-09-13,20097
2015-09-14,20097
2015-09-15,20161
2015-09-16,20161
2015-09-17,20238
2015-09-18,20238
2015-09-19,20056
2015-09-20,20056
2015-09-21,20147
2015-09-22,20147
2015-09-23,20156
2015-09-24,20156
2015-09-25,20091
2015-09-27,20501
2015-09-28,20731
2015-09-29,20731
2015-09-30,20724
2015-10-05,21869
2015-10-06,22503
2015-10-07,22503
2015-10-08,22111
2015-10-09,22267
2015-10-10,22267
2015-10-11,22534
2015-10-12,22534
2015-10-13,23044
2015-10-14,23044
2015-10-15,24127
2015-10-16,24127
2015-10-17,25218
2015-10-18,25218
2015-10-19,25600
2015-10-20,25600
2015-10-22,25426
2015-10-23,25069
2015-10-24,25069
2015-10-25,25154
2015-10-26,25154
2015-10-27,24373
2015-10-29,24547
2015-10-30,24547
2015-10-31,25126
2015-11-01,25126
2015-11-02,25318
2015-11-03,25318
2015-11-04,25063
2015-11-05,25063
2015-11-06,25447
2015-11-07,24908
2015-11-08,24908
2015-11-09,24908
2015-11-10,24963
2015-11-11,24963
2015-11-12,24867
2015-11-13,24867
2015-11-14,24506
2015-11-15,24506
2015-11-16,24536
2015-11-17,24536
2015-11-18,24725
2015-11-19,24725
2015-11-20,25246
2015-11-21,25246
2015-11-22,25402
2015-11-23,25402
2015-11-24,25549
2015-11-25,25086
2015-11-26,25086
2015-11-27,24671
2015-11-28,24671
2015-11-29,24359
2015-11-30,23956
2015-12-01,23956
2015-12-02,23809
2015-12-03,23702
2015-12-04,23702
2015-12-05,23588
2015-12-06,23532
2015-12-07,23532
2015-12-08,23352
2015-12-09,23547
2015-12-10,23547
2015-12-11,23284
2015-12-12,23284
2015-12-13,23082
2015-12-14,23082
2015-12-15,23236
2015-12-16,23236
2015-12-17,23208
2015-12-18,23208
2015-12-19,23375
2015-12-20,23375
2015-12-21,22957
2015-12-22,22957
2015-12-23,22544
2015-12-24,22544
2015-12-25,23134
2015-12-26,23134
2015-12-27,22742
2015-12-28,22742
2015-12-29,22571
2015-12-30,22571
2015-12-31,23051
2016-01-01,23051
2016-01-02,23006
2016-01-03,23006
2016-01-04,22878
2016-01-05,22878
2016-01-06,23311
2016-01-07,23311
2016-01-08,23462
2016-01-09,23462
2016-01-10,24478
2016-01-11,24478
2016-01-12,24043
2016-01-13,24043
2016-01-14,23806
2016-01-15,23806
2016-01-16,23074
2016-01-17,23074
2016-01-18,22742
2016-01-19,22742
2016-01-20,22223
2016-01-21,22223
2016-01-22,21832
2016-01-23,21832
2016-01-24,21478
2016-01-25,21086
2016-01-26,21086
2016-01-27,21005
2016-01-28,21005
2016-01-29,20826
2016-01-30,20826
2016-01-31,20908
2016-02-01,21335
2016-02-02,21335
2016-02-03,20628
2016-02-04,20628
2016-02-05,20886
2016-02-06,20953
2016-02-07,20953
2016-02-08,20674
2016-02-09,20674
2016-02-10,19646
2016-02-11,19646
2016-02-12,19404
2016-02-13,19125
2016-02-14,19125
2016-02-15,18975
2016-02-16,18975
2016-02-17,18395
2016-02-18,18395
2016-02-19,17808
2016-02-20,17808
2016-02-21,17557
2016-02-22,17557
2016-02-23,17222
2016-02-24,17222
2016-02-25,17355
2016-02-26,17355
2016-02-27,17171
2016-02-28,17171
2016-03-01,16804
2016-03-02,16540
2016-03-03,16770
2016-03-04,16770
2016-03-05,16722
2016-03-06,16540
2016-03-07,16540
2016-03-08,16484
2016-03-09,16484
2016-03-10,16306
2016-03-11,16306
2016-03-12,16224
2016-03-13,16224
2016-03-14,16253
2016-03-15,16266
2016-03-16,16266
2016-03-17,16229
2016-03-18,16105
2016-03-19,16105
2016-03-20,15739
2016-03-21,15739
2016-03-22,15681
2016-03-23,15477
2016-03-24,15477
2016-03-25,15337
2016-03-26,14979
2016-03-27,14979
2016-03-28,14781
2016-03-29,14781
2016-03-30,14575
2016-03-31,14575
2016-04-01,14391
2016-04-02,14391
2016-04-03,14702
2016-04-04,14702
2016-04-05,14815
2016-04-06,14903
2016-04-07,14903
2016-04-08,14927
2016-04-09,14927
2016-04-10,14807
2016-04-11,14807
2016-04-12,15137
2016-04-13,15137
2016-04-14,15485
2016-04-15,15232
2016-04-16,15232
2016-04-17,15301
2016-04-18,15477
2016-04-19,15477
2016-04-20,15386
2016-04-21,15386
2016-04-22,15174
2016-04-23,15129
2016-04-24,15129
2016-04-25,15254
2016-04-26,15277
2016-04-27,15237
2016-04-28,15237
2016-04-29,15113
2016-04-30,15230
2016-05-01,15230
2016-05-02,15077
2016-05-03,15095
2016-05-04,15095
2016-05-05,14514
2016-05-06,14514
2016-05-07,14790
2016-05-08,14790
2016-05-09,15173
2016-05-10,15730
2016-05-11,15730
2016-05-12,15920
2016-05-13,15859
2016-05-14,15859
2016-05-15,15617
2016-05-16,15617
2016-05-17,15677
2016-05-18,16124
2016-05-19,16124
2016-05-22,16408
2016-05-23,16207
2016-05-24,15885
2016-05-25,15885
2016-05-26,15477
2016-05-27,15005
2016-05-28,15005
2016-05-29,14317
2016-05-30,14317
2016-05-31,13943
2016-06-01,13880
2016-06-02,13880
2016-06-03,13238
2016-06-04,12719
2016-06-05,12719
2016-06-06,12253
2016-06-07,12253
2016-06-08,12161
2016-06-09,11876
2016-06-10,11596
2016-06-11,11596
2016-06-12,11655
2016-06-13,11655
2016-06-14,11542
2016-06-15,11542
2016-06-16,11412
2016-06-17,11392
2016-06-18,11392
2016-06-19,11349
2016-06-20,11392
2016-06-21,11445
2016-06-22,11428
2016-06-23,11816
2016-06-24,11816
2016-06-25,11924
2016-06-26,11924
2016-06-27,12377
2016-06-28,12796
2016-06-29,12796
2016-06-30,12984
2016-07-01,12827
2016-07-02,12827
2016-07-03,13013
2016-07-04,13304
2016-07-05,13336
2016-07-06,13651
2016-07-07,13973
2016-07-08,14247
2016-07-09,14664
2016-07-10,15007
2016-07-11,15642
2016-07-12,16246
2016-07-13,16237
2016-07-14,16081
2016-07-15,16168
2016-07-16,16400
2016-07-17,16969
2016-07-18,17818
2016-07-23,19408
2016-07-24,18948
2016-07-25,18785
2016-07-26,18504
2016-07-27,18557
2016-07-28,18391
2016-07-29,18369
2016-07-30,18957
2016-07-31,18957
2016-08-01,19291
2016-08-02,19684
2016-08-03,19447
2016-08-04,19022
2016-08-05,18786
2016-08-06,18769
2016-08-07,18646
2016-08-08,18758
2016-08-09,18156
2016-08-10,17248
2016-08-11,17248
2016-08-12,16385
2016-08-13,15775
2016-08-14,15118
2016-08-15,14564
2016-08-16,14146
2016-08-17,13782
2016-08-18,13782
2016-08-19,13727
2016-08-20,13433
2016-08-21,13433
2016-08-22,12883
2016-08-23,12609
2016-08-24,12586
2016-08-25,12644
2016-08-26,12644
2016-08-28,12885
2016-08-31,13214
2016-09-01,13527
2016-09-02,13527
2016-09-03,13904
2016-09-04,14514
2016-09-05,14740
2016-09-06,14740
2016-09-07,14740
2016-09-08,14235
2016-09-09,14235
2016-09-10,14179
2016-09-11,14179
2016-09-12,14142
2016-09-13,14216
2016-09-14,14216
2016-09-15,14361
2016-09-16,14361
2016-09-17,14619
2016-09-18,14348
2016-09-19,14019
2016-09-20,14019
2016-09-21,14100
2016-09-22,14044
2016-09-23,14044
2016-09-24,13861
2016-09-25,14190
2016-09-26,14190
2016-09-27,14645
2016-09-28,14645
2016-09-29,14587
2016-09-30,15216
2016-10-01,15216
2016-10-02,15149
2016-10-03,15149
2016-10-04,14699
2016-10-05,14699
2016-10-06,14564
2016-10-07,14564
2016-10-08,14323
2016-10-09,14323
2016-10-10,14247
2016-10-11,13762
2016-10-12,13762
2016-10-13,13282
2016-10-14,13261
2016-10-15,13261
2016-10-16,13162
2016-10-17,12890
2016-10-18,12890
2016-10-19,12981
2016-10-20,12981
2016-10-21,13099
2016-10-22,13099
2016-10-23,12796
2016-10-24,12824
2016-10-25,12824
2016-10-26,12662
2016-10-27,12662
2016-10-28,12604
2016-10-29,12814
2016-10-30,12814
2016-10-31,13038
2016-11-01,13038
2016-11-02,13073
2016-11-03,13073
2016-11-04,13260
2016-11-05,13260
2016-11-06,12747
2016-11-07,12747
2016-11-08,12333
2016-11-09,12333
2016-11-10,12437
2016-11-11,12437
2016-11-12,11927
2016-11-13,11927
2016-11-14,12216
2016-11-15,12472
2016-12-07,12331
2016-12-08,12336
2016-12-09,12203
2016-12-10,12203
2016-12-11,11997
2016-12-12,11808
2016-12-13,11808
2016-12-14,11760
2016-12-15,11760
2016-12-16,11723
2016-12-17,11825
2016-12-18,11825
2016-12-19,11661
2016-12-20,11712
2016-12-21,11143
2016-12-22,11143
2016-12-23,10607
2016-12-24,10607
2016-12-25,10535
2016-12-26,10535
2016-12-27,10376
2016-12-28,10527
2016-12-29,10527
2016-12-30,10712
2016-12-31,10712
2017-01-01,10620
2017-01-02,10682
2017-01-03,10682
2017-01-04,10798
2017-01-05,10798
2017-01-06,10830
2017-01-07,10733
2017-01-08,10830
2017-01-09,10621
2017-01-10,10794
2017-01-11,10937
2017-01-12,11004
2017-01-13,11004
2017-01-14,11074
2017-01-15,11163
2017-01-16,11353
2017-01-17,11301
2017-01-18,11353
2017-01-19,11353
2017-01-20,11471
2017-01-21,11435
2017-01-22,10952
2017-01-23,10647
2017-01-27,9991
2017-01-28,9887
2017-01-29,9530
2017-01-30,9530
2017-01-31,9428
2017-02-01,9519
2017-02-02,9519
2017-02-03,9489
2017-02-04,9376
2017-02-05,9376
2017-02-06,9179
2017-02-07,8938
2017-02-08,9026
2017-02-09,9026
2017-02-10,9006
2017-02-11,9130
2017-02-12,9130
2017-02-13,8980
2017-02-14,8643
2017-02-15,8643
2017-02-16,8456
2017-02-18,8282
2017-02-19,8117
2017-02-20,8117
2017-02-21,7875
2017-02-22,7875
2017-02-23,7823
2017-02-24,7823
2017-02-25,7793
2017-02-26,7824
2017-02-27,7798
2017-02-28,7851
2017-03-01,7705
2017-03-02,7632
2017-03-03,7632
2017-03-04,7710
2017-03-05,7959
2017-03-06,8107
2017-03-07,8185
2017-03-08,8347
2017-03-09,8491
2017-03-10,8721
2017-03-11,8864
2017-03-12,8795
2017-03-13,9078
2017-03-14,9303
2017-03-15,9718
2017-03-16,9694
2017-03-17,9528
2017-03-18,9664
2017-03-19,9640
2017-03-20,9717
2017-03-21,9829
2017-03-22,9797
2017-03-23,10068
2017-03-24,10507
2017-03-25,10507
2017-03-26,10756
2017-03-27,10675
2017-03-28,10598
2017-03-29,10421
2017-03-30,10278
2017-03-31,10265
2017-04-01,10265
2017-04-02,10163
2017-04-03,10051
2017-04-04,10245
2017-04-12,10307
2017-04-13,10282
2017-04-14,10076
2017-04-15,9767
2017-04-16,9519
2017-04-17,9569
2017-04-18,9790
2017-04-19,9891
2017-04-20,9908
2017-04-21,10143
2017-04-22,10143
2017-04-23,10268
2017-04-24,10240
2017-04-25,10176
2017-04-26,10176
2017-04-27,10160
2017-04-28,10031
2017-04-29,9848
2017-04-30,9766
2017-05-01,9391
2017-05-02,9094
2017-05-03,9196
2017-05-04,9166
2017-05-05,9146
2017-05-06,8921
2017-05-07,9092
2017-05-08,9140
2017-05-09,8999
2017-05-10,9020
2017-05-11,9020
2017-05-12,8789
2017-05-13,8720
2017-05-14,8825
2017-05-15,8793
2017-05-16,8740
2017-05-17,8740
2017-05-18,8669
2017-05-19,8516
2017-05-20,8419
2017-05-21,8419
2017-05-22,8476
2017-05-23,8431
2017-05-24,8236
2017-05-25,8236
2017-05-26,7985
2017-05-27,7706
2017-05-28,7596
2017-05-29,7916
2017-05-30,7916
2017-05-31,8219
2017-06-01,8573
2017-06-02,8681
2017-06-03,8681
2017-06-04,8611
2017-06-05,8664
2017-06-06,8710
2017-06-07,8606
2017-06-08,8606
2017-06-09,8601
2017-06-10,8496
2017-06-11,8390
2017-06-12,8390
2017-06-13,8180
2017-06-14,8064
2017-06-15,8143
2017-06-16,8287
2017-06-17,8287
2017-06-18,7897
2017-06-19,7897
2017-06-20,7658
2017-06-21,7721
2017-06-22,7721
2017-06-23,7865
2017-06-24,8010
2017-06-25,7964
2017-06-26,8172
2017-06-27,8373
2017-06-28,8457
2017-06-29,8386
2017-06-30,8371
2017-07-01,8371
2017-07-02,8529
2017-07-03,8520
2017-07-04,8636
2017-07-05,8636
2017-07-06,8690
2017-07-07,8690
2017-07-08,8843
2017-07-13,8573
2017-07-14,8654
2017-07-15,8654
2017-07-16,8645
2017-07-17,8771
2017-07-18,8895
2017-07-19,9044
2017-07-20,9145
2017-07-21,9373
2017-07-22,9436
2017-07-23,9523
2017-07-24,9523
2017-07-25,9678
2017-07-26,9512
2017-07-27,9167
2017-07-28,9224
2017-07-29,9224
2017-07-30,9400
2017-07-31,9400
2017-08-01,9508
2017-08-02,9802
2017-08-03,9992
2017-08-04,9992
2017-08-05,10018
2017-08-06,10018
2017-08-09,9906
2017-08-10,9798
2017-08-11,9755
2017-08-12,9782
2017-08-13,9692
2017-08-14,9615
2017-08-15,9514
2017-08-16,9274
2017-08-17,8943
2017-08-18,8943
2017-08-19,8882
2017-08-20,9054
2017-08-21,9069
2017-08-22,8949
2017-08-23,8939
2017-08-24,8939
2017-08-25,8978
2017-08-26,8987
2017-08-27,9134
2017-08-28,9209
2017-08-29,9209
2017-08-30,9296
2017-08-31,9172
2017-09-01,9172
2017-09-03,9131
2017-09-04,9103
2017-09-05,9289
2017-09-06,9573
2017-09-07,9704
2017-09-08,9278
2017-09-09,9178
2017-09-10,9378
2017-09-11,9679
2017-09-12,9679
2017-09-13,9843
2017-09-14,10010
2017-09-15,10010
2017-09-16,9944
2017-09-17,9992
2017-09-18,9897
2017-09-19,10040
2017-09-20,10203
2017-09-21,9976
2017-09-22,10021
2017-09-23,10021
2017-09-24,9574
2017-09-25,9281
2017-09-26,9314
2017-09-27,9314
2017-09-28,9226
2017-09-29,9001
2017-09-30,9001
2017-10-01,8977
2017-10-02,8932
2017-10-03,8932
2017-10-04,8671
2017-10-05,8673
2017-10-06,8583
2017-10-07,8696
2017-10-08,8692
2017-10-09,9011
2017-10-10,9112
2017-10-11,9112
2017-10-12,9155
2017-10-13,8898
2017-10-14,8601
2017-10-15,8601
2017-10-16,8372
2017-10-17,8372
2017-10-18,8272
2017-10-19,8272
2017-10-20,8079
2017-10-21,8139
2017-10-22,8211
2017-10-23,8324
2017-10-24,8247
2017-10-25,8233
2017-10-26,8306
2017-10-27,8202
2017-10-28,8202
2017-10-29,8091
2017-10-30,7850
2017-10-31,7776
2017-11-01,7776
2017-11-02,7811
2017-11-03,7834
2017-11-04,7907
2017-11-05,7866
2017-11-06,7866
2017-11-07,7904
2017-11-08,7903
2017-11-09,8040
2017-11-10,8040
2017-11-11,8243
2017-11-12,8294
2017-11-13,8294
2017-11-14,8375
2017-11-15,8357
2017-11-16,8264
2017-11-17,8101
2017-11-18,8101
2017-11-19,7975
2017-11-20,8033
2017-11-21,7866
2017-11-22,7726
2017-11-23,7533
2017-11-24,7202
2017-11-25,7069
2017-11-26,7069
2017-11-27,6944
2017-11-28,6779
2017-11-29,6755
2017-11-30,6843
2017-12-01,6777
2017-12-02,6777
2017-12-03,6723
2017-12-04,6723
2017-12-05,6774
2017-12-06,6697
2017-12-07,6473
2017-12-08,6473
2017-12-09,6506
2017-12-10,6631
2017-12-11,6631
2017-12-12,6719
2017-12-13,6469
2017-12-14,6469
2017-12-15,6301
2017-12-16,6301
2017-12-17,6283
2017-12-18,6337
2017-12-19,6337
2017-12-20,6204
2017-12-21,6259
2017-12-22,6259
2017-12-23,6337
2017-12-24,6509
2017-12-25,6509
2017-12-26,6568
2017-12-27,6657
2017-12-28,6657
2017-12-29,6440
2017-12-30,6462
2017-12-31,6462
2018-01-01,6484
2018-01-02,6422
2018-01-03,6213
2018-01-04,6176
2018-01-05,6258
2018-01-06,6202
2018-01-07,6118
2018-01-08,6206
2018-01-09,6127
2018-01-10,6060
2018-01-11,5948
2018-01-12,6012
2018-01-13,6140
2018-01-14,6361
2018-01-15,6534
2018-01-16,6624
2018-01-17,6556
2018-01-18,6534
2018-01-19,6534
2018-01-20,6483
2018-01-21,6407
2018-01-22,6148
2018-01-23,5893
2018-01-24,5795
2018-01-25,5721
2018-01-26,5434
2018-01-27,5250
2018-01-28,5243
2018-01-29,5059
2018-01-30,5025
2018-01-31,4971
2018-02-01,4905
2018-02-02,4755
2018-02-03,4608
2018-02-04,4610
2018-02-05,4574
2018-02-06,4504
2018-02-07,4475
2018-02-08,4546
2018-02-09,4654
2018-02-10,4654
2018-02-11,4705
2018-02-12,4888
2018-02-13,4943
2018-02-14,5047
2018-02-15,5073
2018-02-16,5128
2018-02-17,5061
2018-02-18,5028
2018-02-19,5059
2018-02-20,4872
2018-02-21,4785
2018-02-22,4785
2018-02-23,4833
2018-02-24,4833
2018-02-25,4780
2018-02-26,4761
2018-02-27,4732
2018-02-28,4732
2018-03-01,4674
2018-03-02,4790
2018-03-03,4771
2018-03-04,4771
2018-03-05,4745
2018-03-06,4532
2018-03-07,4495
2018-03-08,4495
2018-03-09,4440
2018-03-10,4349
2018-03-11,4388
2018-03-12,4455
2018-03-13,4431
2018-03-14,4396
2018-03-15,4396
2018-03-16,4390
2018-03-17,4333
2018-03-18,4352
2018-03-19,4352
2018-03-20,4333
2018-03-21,4333
2018-03-23,4286
2018-03-24,4334
2018-03-25,4273
2018-03-26,4273
2018-03-27,4344
2018-03-28,4344
2018-03-29,4389
2018-03-30,4580
2018-03-31,4677
2018-04-01,4754
2018-04-02,4728
2018-04-03,4752
2018-04-04,4743
2018-04-05,4743
2018-04-06,4647
2018-04-07,4647
2018-04-08,4513
2018-04-09,4315
2018-04-10,4116
2018-04-11,3942
2018-04-12,3923
2018-04-13,3923
2018-04-14,4037
2018-04-15,4085
2018-04-16,4085
2018-04-17,4176
2018-04-18,4176
2018-04-19,4224
2018-04-20,4366
2018-04-21,4571
2018-04-22,4571
2018-04-23,4625
2018-04-24,4662
2018-04-25,4645
2018-04-26,4645
2018-04-27,4743
2018-04-28,4763
2018-04-29,4771
2018-04-30,4662
2018-05-01,4604
2018-05-03,4441
2018-05-04,4441
2018-05-05,4431
2018-05-07,4354
2018-05-08,4289
2018-05-09,4275
2018-05-10,4318
2018-05-11,4318
2018-05-12,4347
2018-05-13,4347
2018-05-14,4129
2018-05-15,3951
2018-05-16,3924
2018-05-17,3943
2018-05-18,3982
2018-05-19,4022
2018-05-20,4022
2018-05-21,4005
2018-05-22,4005
2018-05-23,3853
2018-05-24,3783
2018-05-25,3814
2018-05-26,3744
2018-05-27,3744
2018-05-28,3622
2018-05-29,3640
2018-05-30,3640
2018-05-31,3770
2018-06-01,3895
2018-06-02,3896
2018-06-03,3989
2018-06-04,3989
2018-06-05,4122
2018-06-06,4162
2018-06-07,4162
2018-06-08,4119
2018-06-09,4119
2018-06-10,4120
2018-06-11,4120
2018-06-12,4113
2018-06-13,4137
2018-06-14,4129
2018-06-15,4054
2018-06-16,4132
2018-06-17,4173
2018-06-18,4250
2018-06-19,4261
2018-06-20,4261
2018-06-21,4226
2018-06-22,4214
2018-06-23,4214
2018-06-24,4239
2018-06-25,4189
2018-06-26,4189
2018-06-27,4238
2018-06-28,4292
2018-06-29,4297
2018-06-30,4297
2018-07-01,4369
2018-07-02,4369
2018-07-03,4332
2018-07-04,4332
2018-07-05,4299
2018-07-06,4371
2018-07-07,4371
2018-07-08,4363
2018-07-09,4562
2018-07-10,4616
2018-07-11,4681
2018-07-12,4681
2018-07-13,4570
2018-07-14,4427
2018-07-15,4427
2018-07-16,4488
2018-07-17,4478
2018-07-18,4583
2018-07-19,4683
2018-07-20,4844
2018-07-21,4837
2018-07-22,4783
2018-07-23,4858
2018-07-24,4858
2018-07-25,4989
2018-07-26,5074
2018-07-27,5158
2018-07-28,5158
2018-07-29,5082
2018-07-30,5158
2018-07-31,5186
2018-08-01,5186
2018-08-02,5026
2018-08-03,4901
2018-08-04,4897
2018-08-05,4772
2018-08-06,4776
2018-08-07,4735
2018-08-08,4673
2018-08-09,4673
2018-08-10,4693
2018-08-11,4680
2018-08-12,4503
2018-08-14,4606
2018-08-16,4375
2018-08-17,4383
2018-08-18,4463
2018-08-19,4613
2018-08-20,4706
2018-08-21,4868
2018-08-22,5106
2018-08-23,5346
2018-08-24,5614
2018-08-25,5895
2018-08-26,6182
2018-08-27,6086
2018-08-28,6011
2018-08-29,6217
2018-08-30,6384
2018-08-31,6464
2018-09-01,6510
2018-09-02,6385
2018-09-03,6288
2018-09-04,6239
2018-09-05,5988
2018-09-06,5988
2018-09-07,6036
2018-09-08,6090
2018-09-09,5991
2018-09-10,5812
2018-09-11,5812
2018-09-12,5756
2018-09-13,5728
2018-09-14,6004
2018-09-15,6090
2018-09-16,6090
2018-09-17,6034
2018-09-18,5844
2018-09-19,5590
2018-09-20,5511
2018-09-21,5503
2018-09-22,5742
2018-09-23,6030
2018-09-24,5960
2018-09-25,5960
2018-09-26,5989
2018-09-27,5989
2018-09-28,6196
2018-09-29,6196
2018-09-30,6124
2018-10-01,6022
2018-10-02,6167
2018-10-03,5998
2018-10-04,5733
2018-10-05,5487
2018-10-06,5540
2018-10-07,5348
2018-10-08,5313
2018-10-09,5329
2018-10-10,5314
2018-10-11,5465
2018-10-12,5465
2018-10-13,5531
2018-10-14,5566
2018-10-15,5664
2018-10-16,5657
2018-10-17,5741
2018-10-18,5912
2018-10-19,5884
2018-10-20,5884
2018-10-21,5856
2018-10-22,5901
2018-10-23,5901
2018-10-24,5842
2018-10-25,5701
2018-10-26,5675
2018-10-27,5529
2018-10-28,5475
2018-10-29,5475
2018-10-30,5328
2018-10-31,5262
2018-11-01,5180
2018-11-03,4849
2018-11-04,4816
2018-11-05,4847
2018-11-06,4835
2018-11-07,4941
2018-11-08,4895
2018-11-09,4956
2018-11-10,4958
2018-11-11,4827
2018-11-12,4867
2018-11-13,4832
2018-11-14,4872
2018-11-15,4865
2018-11-16,4816
2018-11-17,4816
2018-11-18,4796
2018-11-19,4939
2018-11-20,5067
2018-11-21,5155
2018-11-22,5343
2018-11-23,5588
2018-11-24,5675
2018-11-25,5764
2018-11-26,6014
2018-11-27,6193
2018-11-28,6191
2018-11-29,6314
2018-12-01,6214
2018-12-02,6271
2018-12-03,6568
2018-12-04,6541
2018-12-05,6564
2018-12-07,6399
2018-12-09,6195
2018-12-10,6339
2018-12-11,6471
2018-12-12,6454
2018-12-13,6342
2018-12-14,6210
2018-12-15,6176
2018-12-16,6029
2018-12-17,5989
2018-12-18,5954
2018-12-19,5751
2018-12-20,5620
2018-12-21,5534
2018-12-22,5432
2018-12-23,5465
2018-12-24,5433
2018-12-25,5428
2018-12-26,5501
2018-12-27,5530
2018-12-28,5432
2018-12-29,5289
2018-12-30,5356
2018-12-31,5385
2019-01-01,5266
2019-01-02,5208
2019-01-03,5209
2019-01-04,5117
2019-01-05,5120
2019-01-06,5224
2019-01-08,5673
2019-01-10,5842
2019-01-11,5841
2019-01-12,5829
2019-01-13,5886
2019-01-14,6081
2019-01-15,6267
2019-01-16,6457
2019-01-17,6547
2019-01-18,6557
2019-01-19,6503
2019-01-20,6471
2019-01-21,6266
2019-01-22,6362
2019-01-23,6359
2019-01-24,6440
2019-01-25,6298
2019-01-26,6025
2019-01-27,5849
2019-01-28,5695
2019-01-29,5601
2019-01-30,5622
2019-01-31,5343
2019-02-01,5343
2019-02-02,5107
2019-02-03,4975
2019-02-04,4975
2019-02-05,5008
2019-02-06,4903
2019-02-07,4942
2019-02-08,5089
2019-02-09,5166
2019-02-10,5148
2019-02-11,4986
2019-02-12,4978
2019-02-13,5046
2019-02-14,5004
2019-02-15,5111
2019-02-16,5320
2019-02-17,5476
2019-02-18,5499
2019-02-19,5542
2019-02-20,5658
2019-02-21,5651
2019-02-22,5771
2019-02-23,5594
2019-02-24,5397
2019-02-25,5399
2019-02-26,5509
2019-02-27,5561
2019-02-28,5435
2019-03-01,5415
2019-03-02,5321
2019-03-03,5203
2019-03-04,5262
2019-03-05,5346
2019-03-06,5134
2019-03-07,4973
2019-03-08,4973
2019-03-09,4853
2019-03-10,4826
2019-03-11,5035
2019-03-12,5156
2019-03-13,5058
2019-03-14,5070
2019-03-15,5075
2019-03-16,4912
2019-03-17,4789
2019-03-18,4789
2019-03-19,4752
2019-03-20,4914
2019-03-21,5007
2019-03-22,4983
2019-03-23,4952
2019-03-24,4979
2019-03-25,4897
2019-03-26,4686
2019-03-27,4686
2019-03-28,4680
