date_obj,A%20powdered%20wig price
2017-08-16,7314
2017-08-17,6998
2017-08-18,6998
2017-08-19,6998
2017-08-20,6998
2017-08-21,6796
2017-08-22,6796
2017-08-23,6796
2017-08-24,6796
2017-08-25,6806
2017-08-26,6806
2017-08-27,6806
2017-08-28,6806
2017-08-29,6809
2017-08-30,6809
2017-08-31,6809
2017-09-01,6809
2017-09-02,6706
2017-09-03,6706
2017-09-04,6872
2017-09-05,6872
2017-09-06,6872
2017-09-07,6820
2017-09-08,6820
2017-09-09,6820
2017-09-10,6869
2017-09-11,6869
2017-09-12,6869
2017-09-13,7068
2017-09-14,7068
2017-09-15,7068
2017-09-16,7068
2017-09-17,6942
2017-09-18,6942
2017-09-19,6942
2017-09-20,6942
2017-09-21,6841
2017-09-22,6841
2017-09-23,6841
2017-09-24,6841
2017-09-25,6938
2017-09-26,6938
2017-09-27,6938
2017-09-28,6938
2017-09-29,6870
2017-09-30,6870
2017-10-01,6870
2017-10-02,6842
2017-10-03,6842
2017-10-04,6842
2017-10-05,6842
2017-10-06,6960
2017-10-07,6960
2017-10-08,6960
2017-10-09,6960
2017-10-10,6900
2017-10-11,6900
2017-10-12,6900
2017-10-13,6900
2017-10-14,6985
2017-10-15,6985
2017-10-16,6985
2017-10-17,6985
2017-10-18,6985
2017-10-19,6855
2017-10-20,6855
2017-10-21,6855
2017-10-22,6855
2017-10-23,7079
2017-10-24,7079
2017-10-25,7079
2017-10-26,7079
2017-10-27,6937
2017-10-28,6937
2017-10-29,6937
2017-10-30,6937
2017-10-31,7186
2017-11-01,7186
2017-11-02,7186
2017-11-03,7186
2017-11-04,7107
2017-11-05,7107
2017-11-06,7107
2017-11-07,7107
2017-11-08,7201
2017-11-09,7201
2017-11-10,7201
2017-11-11,7201
2017-11-12,7552
2017-11-13,7552
2017-11-14,7552
2017-11-15,7552
2017-11-16,7894
2017-11-17,7894
2017-11-18,7894
2017-11-19,7894
2017-11-20,8258
2017-11-21,8258
2017-11-22,8258
2017-11-23,8258
2017-11-24,8452
2017-11-25,8452
2017-11-26,8452
2017-11-27,8452
2017-11-28,8452
2017-11-29,8418
2017-11-30,8418
2017-12-01,8418
2017-12-02,8418
2017-12-03,8762
2017-12-04,8762
2017-12-05,8762
2017-12-06,8762
2017-12-07,9184
2017-12-08,9184
2017-12-09,9184
2017-12-10,9184
2017-12-11,9260
2017-12-12,9260
2017-12-13,9260
2017-12-14,9260
2017-12-15,9260
2017-12-16,9350
2017-12-17,9350
2017-12-18,9350
2017-12-19,9350
2017-12-20,9400
2017-12-21,9400
2017-12-22,9400
2017-12-23,9400
2017-12-24,9644
2017-12-25,9644
2017-12-26,9644
2017-12-27,9644
2017-12-28,9644
2017-12-29,9502
2017-12-30,9502
2017-12-31,9502
2018-01-01,9422
2018-01-02,9422
2018-01-03,9422
2018-01-04,9422
2018-01-05,9006
2018-01-06,9006
2018-01-07,9006
2018-01-08,9000
2018-01-09,9000
2018-01-10,9000
2018-01-11,9000
2018-01-12,9189
2018-01-13,9189
2018-01-14,9189
2018-01-15,9189
2018-01-16,8954
2018-01-17,8954
2018-01-18,8954
2018-01-19,8954
2018-01-20,8748
2018-01-21,8748
2018-01-22,8748
2018-01-23,8691
2018-01-24,8691
2018-01-25,8691
2018-01-26,8691
2018-01-27,8851
2018-01-28,8851
2018-01-29,8851
2018-01-30,8851
2018-01-31,9173
2018-02-01,9173
2018-02-02,9173
2018-02-03,9173
2018-02-04,8927
2018-02-05,8927
2018-02-06,8927
2018-02-07,8496
2018-02-08,8496
2018-02-09,8496
2018-02-10,8496
2018-02-11,8237
2018-02-12,8237
2018-02-13,8237
2018-02-14,8237
2018-02-15,8122
2018-02-16,8122
2018-02-17,8122
2018-02-18,8122
2018-02-19,8067
2018-02-20,8067
2018-02-21,8067
2018-02-22,8067
2018-02-23,7870
2018-02-24,7870
2018-02-25,7870
2018-02-26,7878
2018-02-27,7878
2018-02-28,7878
2018-03-01,7791
2018-03-02,7791
2018-03-03,7791
2018-03-04,7883
2018-03-05,7883
2018-03-06,7883
2018-03-07,7963
2018-03-08,7963
2018-03-09,7963
2018-03-10,7963
2018-03-11,8091
2018-03-12,8091
2018-03-13,8091
2018-03-14,8091
2018-03-15,8215
2018-03-16,8215
2018-03-17,8215
2018-03-18,8507
2018-03-19,8507
2018-03-20,8507
2018-03-21,8507
2018-03-22,8507
2018-03-23,8805
2018-03-24,8805
2018-03-25,8805
2018-03-26,8805
2018-03-27,8843
2018-03-28,8843
2018-03-29,8843
2018-03-30,8843
2018-03-31,8843
2018-04-01,9242
2018-04-02,9242
2018-04-03,9242
2018-04-04,9649
2018-04-05,9649
2018-04-06,9649
2018-04-07,9649
2018-04-08,9649
2018-04-09,9649
2018-04-10,9649
2018-04-11,9533
2018-04-12,9533
2018-04-13,9533
2018-04-14,9533
2018-04-15,9533
2018-04-16,9618
2018-04-17,9618
2018-04-18,9618
2018-04-19,9618
2018-04-20,9618
2018-04-21,9672
2018-04-22,9672
2018-04-23,9672
2018-04-24,9672
2018-04-25,9672
2018-04-26,9672
2018-04-27,10088
2018-04-28,10088
2018-04-29,10088
2018-04-30,10088
2018-05-01,10567
2018-05-02,10567
2018-05-03,10567
2018-05-04,10567
2018-05-05,11074
2018-05-06,11074
2018-05-07,11074
2018-05-08,11074
2018-05-09,11074
2018-05-10,11593
2018-05-11,11593
2018-05-12,11593
2018-05-13,11593
2018-05-14,11593
2018-05-15,11841
2018-05-16,11841
2018-05-17,11841
2018-05-18,11841
2018-05-19,12402
2018-05-20,12402
2018-05-21,12402
2018-05-22,12402
2018-05-23,13017
2018-05-24,13017
2018-05-25,13017
2018-05-26,13017
2018-05-27,13651
2018-05-28,13651
2018-05-29,13651
2018-05-30,13651
2018-05-31,14291
2018-06-01,14291
2018-06-02,14291
2018-06-03,14291
2018-06-04,14981
2018-06-05,14981
2018-06-06,14981
2018-06-07,14981
2018-06-08,15687
2018-06-09,15687
2018-06-10,15687
2018-06-11,15687
2018-06-12,15687
2018-06-13,16444
2018-06-14,16444
2018-06-15,16444
2018-06-16,16444
2018-06-17,16444
2018-06-18,17014
2018-06-19,17014
2018-06-20,17014
2018-06-21,17014
2018-06-22,17014
2018-06-23,17220
2018-06-24,17220
2018-06-25,17220
2018-06-26,17220
2018-06-27,17220
2018-06-28,17960
2018-06-29,17960
2018-06-30,17960
2018-07-01,17960
2018-07-02,17960
2018-07-03,18592
2018-07-04,18592
2018-07-05,18592
2018-07-06,18592
2018-07-07,18592
2018-07-08,18592
2018-07-09,19182
2018-07-10,19182
2018-07-11,19182
2018-07-12,19182
2018-07-13,19182
2018-07-14,19182
2018-07-15,18819
2018-07-16,18819
2018-07-17,18819
2018-07-18,18819
2018-07-19,19134
2018-07-20,19134
2018-07-21,19134
2018-07-22,19134
2018-07-23,19758
2018-07-24,19758
2018-07-25,19758
2018-07-26,19758
2018-07-27,19939
2018-07-28,19939
2018-07-29,19939
2018-07-30,19939
2018-07-31,19939
2018-08-01,20212
2018-08-02,20212
2018-08-03,20212
2018-08-04,20212
2018-08-05,20588
2018-08-06,20588
2018-08-07,20588
2018-08-08,20588
2018-08-09,20588
2018-08-10,21221
2018-08-11,21221
2018-08-12,21221
2018-08-14,22084
2018-08-16,22084
2018-08-17,22703
2018-08-18,22703
2018-08-19,22703
2018-08-20,22545
2018-08-21,22545
2018-08-22,22545
2018-08-23,22545
2018-08-24,22097
2018-08-25,22097
2018-08-26,22097
2018-08-27,22097
2018-08-28,22531
2018-08-29,22531
2018-08-30,22531
2018-08-31,22946
2018-09-01,22946
2018-09-02,22946
2018-09-03,22946
2018-09-04,22504
2018-09-05,22504
2018-09-06,22504
2018-09-07,21581
2018-09-08,21581
2018-09-09,21581
2018-09-10,21581
2018-09-11,21581
2018-09-12,22243
2018-09-13,22243
2018-09-14,22243
2018-09-15,22243
2018-09-16,22243
2018-09-17,22298
2018-09-18,22298
2018-09-19,22298
2018-09-20,22298
2018-09-21,22310
2018-09-22,22310
2018-09-23,22310
2018-09-24,22310
2018-09-25,22310
2018-09-26,21935
2018-09-27,21935
2018-09-28,21935
2018-09-29,21935
2018-09-30,22087
2018-10-01,22087
2018-10-02,22087
2018-10-03,22350
2018-10-04,22350
2018-10-05,22350
2018-10-06,22350
2018-10-07,23300
2018-10-08,23300
2018-10-09,23300
2018-10-10,24168
2018-10-11,24168
2018-10-12,24168
2018-10-13,24168
2018-10-14,24175
2018-10-15,24175
2018-10-16,24175
2018-10-17,24175
2018-10-18,23210
2018-10-19,23210
2018-10-20,23210
2018-10-21,23210
2018-10-22,23144
2018-10-23,23144
2018-10-24,23144
2018-10-25,23144
2018-10-26,22592
2018-10-27,22592
2018-10-28,22592
2018-10-29,22592
2018-10-30,21785
2018-10-31,21785
2018-11-01,21785
2018-11-03,21136
2018-11-04,21136
2018-11-05,20672
2018-11-06,20672
2018-11-07,20672
2018-11-08,20083
2018-11-09,20083
2018-11-10,19416
2018-11-11,19416
2018-11-12,19576
2018-11-13,19576
2018-11-14,19576
2018-11-15,19110
2018-11-16,19110
2018-11-17,18187
2018-11-18,18187
2018-11-19,17669
2018-11-20,17669
2018-11-21,17006
2018-11-22,17006
2018-11-23,16442
2018-11-24,16442
2018-11-25,16239
2018-11-26,16239
2018-11-27,16239
2018-11-28,16548
2018-11-29,16548
2018-12-01,17195
2018-12-02,17195
2018-12-03,17195
2018-12-04,17847
2018-12-05,17847
2018-12-07,18125
2018-12-09,18805
2018-12-10,18805
2018-12-11,19470
2018-12-12,19470
2018-12-13,20028
2018-12-14,20028
2018-12-15,20028
2018-12-16,20121
2018-12-17,20121
2018-12-18,20121
2018-12-19,19848
2018-12-20,19848
2018-12-21,19848
2018-12-22,19274
2018-12-23,19274
2018-12-24,19018
2018-12-25,19018
2018-12-26,19018
2018-12-27,19341
2018-12-28,19341
2018-12-29,19341
2018-12-30,19050
2018-12-31,19050
2019-01-01,19050
2019-01-02,18690
2019-01-03,18690
2019-01-04,18108
2019-01-05,18108
2019-01-06,17574
2019-01-08,17574
2019-01-10,16964
2019-01-11,16964
2019-01-12,16308
2019-01-13,16308
2019-01-14,16085
2019-01-15,16085
2019-01-16,16322
2019-01-17,16322
2019-01-18,16322
2019-01-19,16320
2019-01-20,16320
2019-01-21,16320
2019-01-22,16166
2019-01-23,16166
2019-01-24,16166
2019-01-25,15706
2019-01-26,15706
2019-01-27,15706
2019-01-28,15569
2019-01-29,15569
2019-01-30,15362
2019-01-31,15362
2019-02-01,15362
2019-02-02,15162
2019-02-03,15162
2019-02-04,15162
2019-02-05,15036
2019-02-06,15036
2019-02-07,14693
2019-02-08,14693
2019-02-09,14292
2019-02-10,14292
2019-02-11,14292
2019-02-12,14271
2019-02-13,14271
2019-02-14,14271
2019-02-15,13918
2019-02-16,13918
2019-02-17,13918
2019-02-18,13463
2019-02-19,13463
2019-02-20,13463
2019-02-21,13225
2019-02-22,13225
2019-02-23,13225
2019-02-24,12991
2019-02-25,12991
2019-02-26,12991
2019-02-27,12620
2019-02-28,12620
2019-03-01,12620
2019-03-02,12385
2019-03-03,12385
2019-03-04,12119
2019-03-05,12119
2019-03-06,12310
2019-03-07,12310
2019-03-08,12310
2019-03-09,12605
2019-03-10,12605
2019-03-11,13143
2019-03-12,13143
2019-03-13,13356
2019-03-14,13356
2019-03-15,13356
