date_obj,Guthan's%20helm price
2016-03-27,3582438
2016-03-28,3564099
2016-03-29,3564099
2016-03-30,3508451
2016-03-31,3508451
2016-04-01,3344909
2016-04-02,3344909
2016-04-03,3309295
2016-04-04,3309295
2016-04-05,3388369
2016-04-06,3388369
2016-04-07,3428952
2016-04-08,3428952
2016-04-09,3461521
2016-04-10,3537926
2016-04-11,3537926
2016-04-12,3556071
2016-04-13,3556071
2016-04-14,3490338
2016-04-15,3397900
2016-04-16,3397900
2016-04-17,3370318
2016-04-18,3263503
2016-04-19,3263503
2016-04-20,3234178
2016-04-21,3234178
2016-04-22,3210943
2016-04-23,3199254
2016-04-24,3199254
2016-04-25,3133177
2016-04-26,3133177
2016-04-27,3044975
2016-04-28,3044975
2016-04-29,3004736
2016-04-30,2998306
2016-05-01,2998306
2016-05-02,3036711
2016-05-03,3108868
2016-05-04,3217671
2016-05-05,3360922
2016-05-06,3360922
2016-05-07,3423870
2016-05-08,3423870
2016-05-09,3405102
2016-05-10,3443030
2016-05-11,3443030
2016-05-12,3430726
2016-05-13,3387146
2016-05-14,3376990
2016-05-15,3346432
2016-05-16,3346432
2016-05-17,3347823
2016-05-18,3254364
2016-05-19,3254364
2016-05-22,3183532
2016-05-23,3211040
2016-05-24,3191786
2016-05-25,3191786
2016-05-26,3102782
2016-05-27,3160319
2016-05-28,3160319
2016-05-29,3136774
2016-05-30,3136774
2016-05-31,3095494
2016-06-01,3099535
2016-06-02,3141261
2016-06-03,3141261
2016-06-04,3145736
2016-06-05,3145736
2016-06-06,3166975
2016-06-07,3166975
2016-06-08,3132462
2016-06-09,3103153
2016-06-10,3048720
2016-06-11,3048720
2016-06-12,2963201
2016-06-13,2963201
2016-06-14,2956940
2016-06-15,2956940
2016-06-16,2897879
2016-06-17,2821491
2016-06-18,2821491
2016-06-19,2790718
2016-06-20,2790718
2016-06-21,2725825
2016-06-22,2692628
2016-06-23,2713497
2016-06-24,2713497
2016-06-25,2753186
2016-06-26,2753186
2016-06-27,2774111
2016-06-28,2810634
2016-06-29,2810634
2016-06-30,2763432
2016-07-01,2785249
2016-07-02,2785249
2016-07-03,2843788
2016-07-04,2845987
2016-07-05,2845987
2016-07-06,2781944
2016-07-07,2642874
2016-07-08,2511168
2016-07-09,2435255
2016-07-10,2354121
2016-07-11,2300553
2016-07-12,2223711
2016-07-13,2192646
2016-07-14,2085966
2016-07-15,2124341
2016-07-16,2229350
2016-07-17,2264958
2016-07-18,2272978
2016-07-23,2131659
2016-07-24,2029158
2016-07-25,1958722
2016-07-26,1958722
2016-07-27,1951448
2016-07-28,1951448
2016-07-29,1992261
2016-07-30,1996895
2016-07-31,1996895
2016-08-01,1978872
2016-08-02,1961641
2016-08-03,1949250
2016-08-04,1949250
2016-08-05,1928898
2016-08-06,1901151
2016-08-07,1903578
2016-08-08,1903578
2016-08-09,1836928
2016-08-10,1823367
2016-08-11,1823367
2016-08-12,1841981
2016-08-13,1841981
2016-08-14,1865576
2016-08-15,1855580
2016-08-16,1895089
2016-08-17,1895089
2016-08-18,1969115
2016-08-19,1883341
2016-08-20,1850925
2016-08-21,1863354
2016-08-22,1826284
2016-08-23,1810255
2016-08-24,1810255
2016-08-25,1736066
2016-08-26,1736066
2016-08-28,1794728
2016-08-31,1817444
2016-09-01,1831896
2016-09-02,1831896
2016-09-03,1828400
2016-09-04,1804690
2016-09-05,1821459
2016-09-06,1845576
2016-09-07,1845576
2016-09-08,1825742
2016-09-09,1825742
2016-09-10,1794860
2016-09-11,1794860
2016-09-12,1809040
2016-09-13,1787565
2016-09-14,1787565
2016-09-15,1786757
2016-09-16,1786757
2016-09-17,1861762
2016-09-18,1949699
2016-09-19,2039716
2016-09-20,2039716
2016-09-21,2141702
2016-09-22,2248788
2016-09-23,2355545
2016-09-24,2355545
2016-09-25,2471992
2016-09-26,2471992
2016-09-27,2515281
2016-09-28,2515281
2016-09-29,2489981
2016-09-30,2452025
2016-10-01,2452025
2016-10-02,2439890
2016-10-03,2439890
2016-10-04,2448288
2016-10-05,2448288
2016-10-06,2384657
2016-10-07,2384657
2016-10-08,2341075
2016-10-09,2341075
2016-10-10,2361506
2016-10-11,2394296
2016-10-12,2394296
2016-10-13,2390487
2016-10-14,2390487
2016-10-15,2417591
2016-10-16,2417591
2016-10-17,2513742
2016-10-18,2513742
2016-10-19,2623356
2016-10-20,2623356
2016-10-21,2745214
2016-10-22,2745214
2016-10-23,2865255
2016-10-24,2940497
2016-10-25,2940497
2016-10-26,3004659
2016-10-27,3004659
2016-10-28,3008822
2016-10-29,3157805
2016-10-30,3290835
2016-10-31,3389470
2016-11-01,3389470
2016-11-02,3372491
2016-11-03,3372491
2016-11-04,3292330
2016-11-05,3292330
2016-11-06,3281765
2016-11-07,3281765
2016-11-08,3176863
2016-11-09,3075567
2016-11-10,2940056
2016-11-11,2940056
2016-11-12,2841575
2016-11-13,2841575
2016-11-14,2861455
2016-11-15,2861455
2016-12-07,3136429
2016-12-08,3111539
2016-12-09,3111539
2016-12-10,3173513
2016-12-11,3201343
2016-12-12,3290946
2016-12-13,3290946
2016-12-14,3407044
2016-12-15,3407044
2016-12-16,3500913
2016-12-17,3668982
2016-12-18,3668982
2016-12-19,3764016
2016-12-20,3951764
2016-12-21,4086574
2016-12-22,4086574
2016-12-23,4128067
2016-12-24,4128067
2016-12-25,4061771
2016-12-26,4041307
2016-12-27,4100619
2016-12-28,4079469
2016-12-29,3969884
2016-12-30,3947466
2016-12-31,3881905
2017-01-01,3743501
2017-01-02,3717831
2017-01-03,3717831
2017-01-04,3590009
2017-01-05,3410508
2017-01-06,3239982
2017-01-07,3077982
2017-01-08,2924082
2017-01-09,2777877
2017-01-10,2638983
2017-01-11,2511690
2017-01-12,2429794
2017-01-13,2429794
2017-01-14,2410009
2017-01-15,2381403
2017-01-16,2393456
2017-01-17,2446834
2017-01-18,2504692
2017-01-19,2569975
2017-01-20,2694446
2017-01-21,2746180
2017-01-22,2742640
2017-01-23,2708683
2017-01-27,2429382
2017-01-28,2450862
2017-01-29,2456215
2017-01-30,2456215
2017-01-31,2482775
2017-02-01,2564038
2017-02-02,2564038
2017-02-03,2554821
2017-02-04,2533515
2017-02-05,2561230
2017-02-06,2561230
2017-02-07,2549009
2017-02-08,2543053
2017-02-09,2543053
2017-02-10,2569771
2017-02-11,2554273
2017-02-12,2554273
2017-02-13,2528112
2017-02-14,2520206
2017-02-15,2520206
2017-02-16,2543669
2017-02-18,2549860
2017-02-19,2567225
2017-02-20,2567225
2017-02-21,2540244
2017-02-22,2540244
2017-02-23,2435006
2017-02-24,2435006
2017-02-25,2313684
2017-02-26,2215434
2017-02-27,2237448
2017-02-28,2205358
2017-03-01,2180854
2017-03-02,2175617
2017-03-03,2175617
2017-03-04,2214607
2017-03-05,2267663
2017-03-06,2261031
2017-03-07,2281659
2017-03-08,2281659
2017-03-09,2274470
2017-03-10,2231691
2017-03-11,2204815
2017-03-12,2219799
2017-03-13,2218601
2017-03-14,2202107
2017-03-15,2098671
2017-03-16,2064890
2017-03-17,2048494
2017-03-18,2012279
2017-03-19,1928487
2017-03-20,1897169
2017-03-21,1920417
2017-03-22,1969815
2017-03-23,2021486
2017-03-24,2119735
2017-03-25,2119735
2017-03-26,2208908
2017-03-27,2233743
2017-03-28,2219906
2017-03-29,2219661
2017-03-30,2266520
2017-03-31,2267305
2017-04-01,2215382
2017-04-02,2215382
2017-04-03,2137192
2017-04-04,2078668
2017-04-12,1943548
2017-04-13,1919675
2017-04-14,1878416
2017-04-15,1846895
2017-04-16,1848102
2017-04-17,1904951
2017-04-18,1888325
2017-04-19,1868927
2017-04-20,1837802
2017-04-21,1773351
2017-04-22,1773351
2017-04-23,1759740
2017-04-24,1740015
2017-04-25,1717946
2017-04-26,1717946
2017-04-27,1703424
2017-04-28,1696824
2017-04-29,1725957
2017-04-30,1770685
2017-05-01,1772650
2017-05-02,1758544
2017-05-03,1780028
2017-05-04,1856190
2017-05-05,1905686
2017-05-06,1849943
2017-05-07,1937896
2017-05-08,2029340
2017-05-09,2065223
2017-05-10,2056679
2017-05-11,2056679
2017-05-12,1954543
2017-05-13,1860746
2017-05-14,1860746
2017-05-15,1824089
2017-05-16,1783872
2017-05-17,1783872
2017-05-18,1804441
2017-05-19,1804441
2017-05-20,1833585
2017-05-21,1833585
2017-05-22,1919426
2017-05-23,1884483
2017-05-24,1843478
2017-05-25,1847672
2017-05-26,1815451
2017-05-27,1777111
2017-05-28,1783482
2017-05-29,1827403
2017-05-30,1895176
2017-05-31,1912568
2017-06-01,1866783
2017-06-02,1781522
2017-06-03,1781522
2017-06-04,1794376
2017-06-05,1706292
2017-06-06,1622070
2017-06-07,1556450
2017-06-08,1556450
2017-06-09,1618392
2017-06-10,1549702
2017-06-11,1472216
2017-06-12,1398605
2017-06-13,1328674
2017-06-14,1270816
2017-06-15,1276919
2017-06-16,1301910
2017-06-17,1293222
2017-06-18,1308159
2017-06-19,1308159
2017-06-20,1286423
2017-06-21,1231295
2017-06-22,1231295
2017-06-23,1274795
2017-06-24,1286752
2017-06-25,1272319
2017-06-26,1275791
2017-06-27,1286203
2017-06-28,1279974
2017-06-29,1281803
2017-06-30,1247795
2017-07-01,1247795
2017-07-02,1256692
2017-07-03,1262338
2017-07-04,1241431
2017-07-05,1241431
2017-07-06,1235800
2017-07-07,1235800
2017-07-08,1255653
2017-07-13,1226780
2017-07-14,1205025
2017-07-15,1205025
2017-07-16,1212380
2017-07-17,1193975
2017-07-18,1201227
2017-07-19,1241012
2017-07-20,1267257
2017-07-21,1317562
2017-07-22,1374082
2017-07-23,1411473
2017-07-24,1411473
2017-07-25,1413867
2017-07-26,1410925
2017-07-27,1414377
2017-07-28,1407416
2017-07-29,1407416
2017-07-30,1422134
2017-07-31,1422134
2017-08-01,1427277
2017-08-02,1410129
2017-08-03,1410129
2017-08-04,1421252
2017-08-05,1425266
2017-08-06,1425266
2017-08-09,1449050
2017-08-10,1448310
2017-08-11,1448310
2017-08-12,1457600
2017-08-13,1467881
2017-08-14,1492438
2017-08-15,1505996
2017-08-16,1498816
2017-08-17,1494062
2017-08-18,1494062
2017-08-19,1470568
2017-08-20,1506358
2017-08-21,1506358
2017-08-22,1551279
2017-08-23,1551279
2017-08-24,1591250
2017-08-25,1591250
2017-08-26,1586609
2017-08-27,1620801
2017-08-28,1632943
2017-08-29,1632943
2017-08-30,1613884
2017-08-31,1667338
2017-09-01,1667338
2017-09-02,1668542
2017-09-03,1668542
2017-09-04,1705271
2017-09-05,1782619
2017-09-06,1759575
2017-09-07,1700676
2017-09-08,1700676
2017-09-09,1636477
2017-09-10,1577881
2017-09-11,1593068
2017-09-12,1593068
2017-09-13,1574544
2017-09-14,1624689
2017-09-15,1624689
2017-09-16,1692338
2017-09-17,1774757
2017-09-18,1821717
2017-09-19,1821717
2017-09-20,1841563
2017-09-21,1843978
2017-09-22,1876212
2017-09-23,1876212
2017-09-24,1846391
2017-09-25,1850943
2017-09-26,1885586
2017-09-27,1885586
2017-09-28,1920222
2017-09-29,1940455
2017-09-30,1940455
2017-10-01,1952554
2017-10-02,1957194
2017-10-03,1957194
2017-10-04,1948736
2017-10-05,1953450
2017-10-06,2008120
2017-10-07,2032769
2017-10-08,2061714
2017-10-09,2159422
2017-10-10,2208068
2017-10-11,2208068
2017-10-12,2243975
2017-10-13,2218672
2017-10-14,2227934
2017-10-15,2227934
2017-10-16,2231287
2017-10-17,2231287
2017-10-18,2196690
2017-10-19,2196690
2017-10-20,2150704
2017-10-21,2152689
2017-10-22,2122337
2017-10-23,2137301
2017-10-24,2137301
2017-10-25,2104599
2017-10-26,2127433
2017-10-27,2137947
2017-10-28,2137947
2017-10-29,2240970
2017-10-30,2338938
2017-10-31,2321478
2017-11-01,2321478
2017-11-02,2259480
2017-11-03,2146714
2017-11-04,2065920
2017-11-05,2026286
2017-11-06,1984488
2017-11-07,1984488
2017-11-08,1955035
2017-11-09,1928241
2017-11-10,1924730
2017-11-11,1924730
2017-11-12,1937448
2017-11-13,1919903
2017-11-14,1919903
2017-11-15,1885254
2017-11-16,1864815
2017-11-17,1848531
2017-11-18,1848531
2017-11-19,1848827
2017-11-20,1879319
2017-11-21,1938413
2017-11-22,1987515
2017-11-23,1989226
2017-11-24,2012740
2017-11-25,2024341
2017-11-26,2018252
2017-11-27,2018252
2017-11-28,1977797
2017-11-29,1898738
2017-11-30,1898738
2017-12-01,1845772
2017-12-02,1845772
2017-12-03,1856868
2017-12-04,1856868
2017-12-05,1836945
2017-12-06,1786288
2017-12-07,1719280
2017-12-08,1719280
2017-12-09,1727899
2017-12-10,1762547
2017-12-11,1760279
2017-12-12,1760279
2017-12-13,1735978
2017-12-14,1723468
2017-12-15,1709602
2017-12-16,1705846
2017-12-17,1710383
2017-12-18,1739797
2017-12-19,1739797
2017-12-20,1712069
2017-12-21,1686807
2017-12-22,1762524
2017-12-23,1813738
2017-12-24,1880749
2017-12-25,1914013
2017-12-26,1986537
2017-12-27,1980648
2017-12-28,1981675
2017-12-29,1985008
2017-12-30,1988898
2017-12-31,1945877
2018-01-01,1893966
2018-01-02,1877180
2018-01-03,1883956
2018-01-04,1827928
2018-01-05,1737704
2018-01-06,1736865
2018-01-07,1782429
2018-01-08,1776102
2018-01-09,1715585
2018-01-10,1715585
2018-01-11,1644544
2018-01-12,1562316
2018-01-13,1563597
2018-01-14,1613903
2018-01-15,1671755
2018-01-16,1697697
2018-01-17,1653686
2018-01-18,1630186
2018-01-19,1630186
2018-01-20,1618244
2018-01-21,1620436
2018-01-22,1606639
2018-01-23,1612150
2018-01-25,1649261
2018-01-26,1658812
2018-01-27,1667700
2018-01-28,1695232
2018-01-29,1681518
2018-01-30,1685239
2018-01-31,1709352
2018-02-01,1736499
2018-02-02,1741258
2018-02-03,1752298
2018-02-04,1773170
2018-02-05,1777026
2018-02-06,1763633
2018-02-07,1747029
2018-02-08,1744322
2018-02-09,1723466
2018-02-10,1701048
2018-02-11,1662334
2018-02-12,1595900
2018-02-13,1536277
2018-02-14,1506251
2018-02-15,1505249
2018-02-16,1548135
2018-02-17,1576359
2018-02-18,1531238
2018-02-19,1502960
2018-02-20,1505953
2018-02-21,1532750
2018-02-22,1503248
2018-02-23,1534324
2018-02-24,1584285
2018-02-25,1597158
2018-02-26,1607874
2018-02-27,1572524
2018-02-28,1581097
2018-03-01,1559240
2018-03-02,1572497
2018-03-03,1600668
2018-03-04,1585466
2018-03-05,1592353
2018-03-06,1598943
2018-03-07,1573768
2018-03-08,1563312
2018-03-09,1563129
2018-03-10,1560449
2018-03-11,1558353
2018-03-12,1559011
2018-03-13,1556355
2018-03-14,1551715
2018-03-15,1535103
2018-03-16,1526418
2018-03-17,1521560
2018-03-18,1516389
2018-03-19,1501996
2018-03-20,1493861
2018-03-21,1496967
2018-03-23,1517471
2018-03-24,1531288
2018-03-25,1532542
2018-03-26,1532657
2018-03-27,1530153
2018-03-28,1525380
2018-03-29,1525605
2018-03-30,1529503
2018-03-31,1536288
2018-04-01,1532653
2018-04-02,1536222
2018-04-03,1524898
2018-04-04,1507227
2018-04-05,1506987
2018-04-06,1494567
2018-04-07,1512135
2018-04-08,1500889
2018-04-09,1485404
2018-04-10,1475302
2018-04-11,1464759
2018-04-12,1444530
2018-04-13,1438359
2018-04-14,1450535
2018-04-15,1464082
2018-04-16,1444153
2018-04-17,1466129
2018-04-18,1472315
2018-04-19,1450144
2018-04-20,1450972
2018-04-21,1439542
2018-04-22,1453596
2018-04-23,1453141
2018-04-24,1429240
2018-04-25,1417739
2018-04-26,1428377
2018-04-27,1435995
2018-04-28,1458174
2018-04-29,1460881
2018-04-30,1470356
2018-05-01,1485113
2018-05-03,1482792
2018-05-04,1478502
2018-05-05,1473161
2018-05-06,1473161
2018-05-07,1474291
2018-05-08,1475099
2018-05-09,1484501
2018-05-10,1459216
2018-05-11,1441564
2018-05-12,1405431
2018-05-13,1405996
2018-05-14,1381924
2018-05-15,1389615
2018-05-16,1400929
2018-05-17,1385190
2018-05-18,1365140
2018-05-19,1359652
2018-05-20,1367029
2018-05-21,1347454
2018-05-22,1343307
2018-05-23,1329490
2018-05-24,1313798
2018-05-25,1315544
2018-05-26,1289825
2018-05-27,1317474
2018-05-28,1331574
2018-05-29,1349579
2018-05-30,1388491
2018-05-31,1396465
2018-06-01,1417018
2018-06-02,1445013
2018-06-03,1444955
2018-06-04,1473384
2018-06-05,1499875
2018-06-06,1496189
2018-06-07,1432899
2018-06-08,1395441
2018-06-09,1331992
2018-06-10,1265917
2018-06-11,1211161
2018-06-12,1201619
2018-06-13,1144142
2018-06-14,1104825
2018-06-15,1091384
2018-06-16,1143871
2018-06-17,1182830
2018-06-18,1198180
2018-06-19,1169480
2018-06-20,1169480
2018-06-21,1177099
2018-06-22,1186563
2018-06-23,1180581
2018-06-24,1169451
2018-06-25,1197885
2018-06-26,1203392
2018-06-27,1185920
2018-06-28,1197654
2018-06-29,1218088
2018-06-30,1227916
2018-07-01,1242035
2018-07-02,1240066
2018-07-03,1263855
2018-07-04,1271093
2018-07-05,1270836
2018-07-06,1282499
2018-07-07,1263126
2018-07-08,1280917
2018-07-09,1298316
2018-07-10,1315604
2018-07-11,1313053
2018-07-12,1296693
2018-07-13,1306807
2018-07-14,1302717
2018-07-15,1295285
2018-07-16,1277684
2018-07-17,1260557
2018-07-18,1223935
2018-07-19,1207879
2018-07-20,1188215
2018-07-21,1181423
2018-07-22,1183626
2018-07-23,1179383
2018-07-24,1206025
2018-07-25,1193843
2018-07-26,1169294
2018-07-27,1165923
2018-07-28,1151841
2018-07-29,1123299
2018-07-30,1118563
2018-07-31,1095645
2018-08-01,1097515
2018-08-02,1078835
2018-08-03,1068312
2018-08-04,1067218
2018-08-05,1109804
2018-08-06,1115828
2018-08-07,1111555
2018-08-08,1113909
2018-08-09,1107555
2018-08-10,1104941
2018-08-11,1084929
2018-08-12,1075754
2018-08-14,1079261
2018-08-16,1008442
2018-08-17,1017462
2018-08-18,1018225
2018-08-19,1002092
2018-08-20,1032466
2018-08-21,1043204
2018-08-22,1037956
2018-08-23,1029334
2018-08-24,1043772
2018-08-25,1075300
2018-08-26,1062655
2018-08-27,1064985
2018-08-28,1058535
2018-08-29,1068820
2018-08-30,1092703
2018-08-31,1122110
2018-09-01,1123796
2018-09-02,1135089
2018-09-03,1158460
2018-09-04,1143906
2018-09-05,1166941
2018-09-06,1204080
2018-09-07,1252889
2018-09-08,1299635
2018-09-09,1349063
2018-09-10,1396585
2018-09-11,1447628
2018-09-12,1476459
2018-09-13,1484851
2018-09-14,1435550
2018-09-15,1375342
2018-09-16,1311742
2018-09-17,1254418
2018-09-18,1228304
2018-09-19,1223921
2018-09-20,1193415
2018-09-21,1179948
2018-09-22,1169441
2018-09-23,1163181
2018-09-24,1151403
2018-09-25,1157265
2018-09-26,1147641
2018-09-27,1117890
2018-09-28,1113345
2018-09-29,1127182
2018-09-30,1131557
2018-10-01,1138486
2018-10-02,1131055
2018-10-03,1108860
2018-10-04,1082502
2018-10-05,1063493
2018-10-06,1058731
2018-10-07,1048301
2018-10-08,1031919
2018-10-09,1023201
2018-10-10,995485
2018-10-11,1009668
2018-10-12,1024390
2018-10-13,1054189
2018-10-14,1088196
2018-10-15,1084912
2018-10-16,1072498
2018-10-17,1079731
2018-10-18,1040848
2018-10-19,1024071
2018-10-20,1036774
2018-10-21,1042701
2018-10-22,1040694
2018-10-23,1031730
2018-10-24,1026527
2018-10-25,1019120
2018-10-26,1031490
2018-10-27,1053053
2018-10-28,1062885
2018-10-29,1044258
2018-10-30,1040531
2018-10-31,1059266
2018-11-01,1049804
2018-11-03,1072723
2018-11-04,1097152
2018-11-05,1110838
2018-11-06,1133676
2018-11-07,1177915
2018-11-08,1174913
2018-11-09,1164038
2018-11-10,1179086
2018-11-11,1181755
2018-11-12,1203110
2018-11-13,1237267
2018-11-14,1268495
