date_obj,Amulet%20of%20eternal%20glory price
2017-08-06,21700126
2017-08-07,21717582
2017-08-08,21717582
2017-08-09,21817431
2017-08-10,21817431
2017-08-11,21568953
2017-08-12,21568953
2017-08-13,21411988
2017-08-14,21411988
2017-08-15,21703281
2017-08-16,21703281
2017-08-17,21430291
2017-08-18,21430291
2017-08-19,21421716
2017-08-20,21631511
2017-08-21,21631511
2017-08-22,21587329
2017-08-23,21587329
2017-08-24,21741114
2017-08-25,21741114
2017-08-26,22273493
2017-08-27,22273493
2017-08-28,23260340
2017-08-29,23260340
2017-08-30,23693166
2017-08-31,23693166
2017-09-01,23550331
2017-09-02,23715232
2017-09-03,23715232
2017-09-04,23690667
2017-09-05,23690667
2017-09-06,23658612
2017-09-07,23658612
2017-09-08,23273633
2017-09-09,22735872
2017-09-10,22735872
2017-09-11,22773337
2017-09-12,22773337
2017-09-13,23219535
2017-09-14,23567393
2017-09-15,23567393
2017-09-16,23475230
2017-09-17,23697446
2017-09-18,23697446
2017-09-19,23919556
2017-09-20,23919556
2017-09-21,24354668
2017-09-22,24748203
2017-09-23,24748203
2017-09-24,24761967
2017-09-25,24761967
2017-09-26,24770341
2017-09-27,24770341
2017-09-28,24768762
2017-09-29,24787290
2017-09-30,24787290
2017-10-01,24748386
2017-10-02,24728260
2017-10-03,24728260
2017-10-04,24728260
2017-10-05,24538013
2017-10-06,24538013
2017-10-07,24770389
2017-10-08,24770389
2017-10-09,24879404
2017-10-10,24879404
2017-10-11,24756719
2017-10-12,24756851
2017-10-13,25206984
2017-10-14,25479245
2017-10-15,25479245
2017-10-16,25824657
2017-10-17,25824657
2017-10-18,25716318
2017-10-19,25716318
2017-10-20,25321862
2017-10-21,25321862
2017-10-22,25200379
2017-10-23,25200379
2017-10-24,24991889
2017-10-25,24665509
2017-10-26,24665509
2017-10-27,24581935
2017-10-28,24581935
2017-10-29,24362970
2017-10-30,24362970
2017-10-31,24315572
2017-11-01,24315572
2017-11-02,24315572
2017-11-03,24378165
2017-11-04,24308630
2017-11-05,24308630
2017-11-06,24535840
2017-11-07,24535840
2017-11-08,24463252
2017-11-09,24463252
2017-11-10,24240087
2017-11-11,24240087
2017-11-12,23574691
2017-11-13,23574691
2017-11-14,23486347
2017-11-15,23486347
2017-11-16,23426853
2017-11-17,23426853
2017-11-18,23294264
2017-11-19,23742470
2017-11-20,23742470
2017-11-21,23722134
2017-11-22,23722134
2017-11-23,23526802
2017-11-24,23526802
2017-11-25,23223137
2017-11-26,23223137
2017-11-27,22950800
2017-11-28,22950800
2017-11-29,22718751
2017-11-30,22718751
2017-12-01,22312722
2017-12-02,22312722
2017-12-03,22130858
2017-12-04,22130858
2017-12-05,22197073
2017-12-06,22197073
2017-12-07,21830381
2017-12-08,21830381
2017-12-09,21730515
2017-12-10,21793102
2017-12-11,21793102
2017-12-12,21825852
2017-12-13,21825852
2017-12-14,21626756
2017-12-15,21309451
2017-12-16,21309451
2017-12-17,21264287
2017-12-18,21350929
2017-12-19,21350929
2017-12-20,21303536
2017-12-21,21573044
2017-12-22,21645441
2017-12-23,21831354
2017-12-24,21831354
2017-12-25,21825480
2017-12-26,21825480
2017-12-27,21939701
2017-12-28,21939701
2017-12-29,21843615
2017-12-30,21674759
2017-12-31,21674759
2018-01-01,21660277
2018-01-02,21660277
2018-01-03,21595827
2018-01-04,21595827
2018-01-05,21931520
2018-01-06,22380189
2018-01-07,22315435
2018-01-08,22315435
2018-01-09,21768932
2018-01-10,21768932
2018-01-11,21722722
2018-01-12,21722722
2018-01-13,21682839
2018-01-14,21682839
2018-01-15,21909612
2018-01-16,22256312
2018-01-17,22291241
2018-01-18,22291241
2018-01-19,22286541
2018-01-20,22110494
2018-01-21,22110494
2018-01-22,22226864
2018-01-23,22226864
2018-01-24,22146964
2018-01-25,22146964
2018-01-26,21653940
2018-01-27,20956205
2018-01-28,20812373
2018-01-29,21139996
2018-01-30,21540046
2018-01-31,21540046
2018-02-01,21678132
2018-02-02,21678132
2018-02-03,21767941
2018-02-04,21749445
2018-02-05,21749445
2018-02-06,21820546
2018-02-07,21795597
2018-02-08,21795597
2018-02-09,21632847
2018-02-10,21632847
2018-02-11,21481050
2018-02-12,21434251
2018-02-13,21434251
2018-02-14,21385053
2018-02-15,21235201
2018-02-16,21235201
2018-02-17,21226854
2018-02-18,21226854
2018-02-19,21075841
2018-02-20,21075841
2018-02-21,20925609
2018-02-22,20925609
2018-02-23,20955136
2018-02-24,20955136
2018-02-25,21234073
2018-02-26,21234073
2018-02-27,21551781
2018-02-28,21551781
2018-03-01,21489247
2018-03-02,21702953
2018-03-03,21772567
2018-03-04,21772567
2018-03-05,21808673
2018-03-06,22096485
2018-03-07,22350587
2018-03-08,22350587
2018-03-09,22773506
2018-03-10,22479788
2018-03-11,22818979
2018-03-12,23115378
2018-03-13,22869622
2018-03-14,22692614
2018-03-15,22592697
2018-03-16,22592697
2018-03-17,22388506
2018-03-18,22388506
2018-03-19,22571605
2018-03-20,22400825
2018-03-21,22400825
2018-03-22,22221624
2018-03-23,22221624
2018-03-24,22104056
2018-03-25,21911384
2018-03-26,21911384
2018-03-27,21701999
2018-03-28,21701999
2018-03-29,21590784
2018-03-30,21590784
2018-03-31,21619940
2018-04-01,21619940
2018-04-02,21738346
2018-04-03,21631649
2018-04-04,21631649
2018-04-05,21460909
2018-04-06,21433965
2018-04-07,21433965
2018-04-08,21512304
2018-04-09,21638635
2018-04-10,21638635
2018-04-11,22033392
2018-04-12,22180617
2018-04-13,22180617
2018-04-14,21907157
2018-04-15,21740173
2018-04-16,21740173
2018-04-17,21655581
2018-04-18,21655581
2018-04-19,21675074
2018-04-20,21722184
2018-04-21,21790488
2018-04-22,21790488
2018-04-23,21721125
2018-04-24,21721125
2018-04-25,22115307
2018-04-26,22115307
2018-04-27,22608100
2018-04-28,22587576
2018-04-29,22754958
2018-04-30,22761583
2018-05-01,22761583
2018-05-02,22971842
2018-05-03,23908108
2018-05-04,23908108
2018-05-05,24251475
2018-05-06,24251475
2018-05-07,23993940
2018-05-08,23993940
2018-05-09,24298668
2018-05-10,24383349
2018-05-11,24383349
2018-05-12,24674863
2018-05-13,24674863
2018-05-14,24240298
2018-05-15,24240298
2018-05-16,23593560
2018-05-17,23593560
2018-05-18,22732114
2018-05-19,22506806
2018-05-20,22506806
2018-05-21,22349452
2018-05-22,22349452
2018-05-23,22460041
2018-05-24,22460041
2018-05-25,22539974
2018-05-26,22716751
2018-05-27,22716751
2018-05-28,22573358
2018-05-29,22829198
2018-05-30,22829198
2018-05-31,22839191
2018-06-01,22714421
2018-06-02,22760316
2018-06-03,22760316
2018-06-04,22672512
2018-06-05,22557019
2018-06-06,21874368
2018-06-07,21874368
2018-06-08,20923015
2018-06-09,20923015
2018-06-10,20853499
2018-06-11,20853499
2018-06-12,19984943
2018-06-13,19235428
2018-06-14,18896086
2018-06-15,18896086
2018-06-16,18591367
2018-06-17,18928621
2018-06-18,18928621
2018-06-19,19572511
2018-06-20,19572511
2018-06-21,20482700
2018-06-22,20503967
2018-06-23,20503967
2018-06-24,20365021
2018-06-25,20508051
2018-06-26,20508051
2018-06-27,20480880
2018-06-28,20456603
2018-06-29,20356799
2018-06-30,20356799
2018-07-01,20258294
2018-07-02,20258294
2018-07-03,20145542
2018-07-04,20145542
2018-07-05,20104506
2018-07-06,20111342
2018-07-07,20111342
2018-07-08,20119263
2018-07-09,20057678
2018-07-10,20638042
2018-07-11,21012567
2018-07-12,21012567
2018-07-13,20994319
2018-07-14,20831592
2018-07-15,20831592
2018-07-16,20791857
2018-07-17,20852512
2018-07-18,20852512
2018-07-19,20883985
2018-07-20,20839496
2018-07-21,20719192
2018-07-22,20772317
2018-07-23,20714307
2018-07-24,20714307
2018-07-25,20895497
2018-07-26,20700555
2018-07-27,20770642
2018-07-28,20770642
2018-07-29,21047734
2018-07-30,21346226
2018-07-31,21327663
2018-08-01,21327663
2018-08-02,21319965
2018-08-03,21319965
2018-08-04,20993050
2018-08-05,20724256
2018-08-06,20666748
2018-08-07,20615972
2018-08-08,20597029
2018-08-09,20597029
2018-08-10,20407783
2018-08-11,20310175
2018-08-12,20189138
2018-08-14,19908297
2018-08-16,19742412
2018-08-17,19652470
2018-08-18,19652470
2018-08-19,19649655
2018-08-20,19658172
2018-08-21,19658172
2018-08-22,19723679
2018-08-23,19723679
2018-08-24,19786026
2018-08-25,19861837
2018-08-26,19861837
2018-08-27,19749344
2018-08-28,19700092
2018-08-29,19650181
2018-08-30,19650181
2018-08-31,19735326
2018-09-01,20115182
2018-09-02,20230704
2018-09-03,20594104
2018-09-04,21238092
2018-09-05,21276396
2018-09-06,21276396
2018-09-07,21057994
2018-09-08,20728197
2018-09-09,20687992
2018-09-10,20708891
2018-09-11,20708891
2018-09-12,21162817
2018-09-13,21162817
2018-09-14,21045688
2018-09-15,21135156
2018-09-16,21135156
2018-09-17,21074678
2018-09-18,20780588
2018-09-19,20780588
2018-09-20,20708475
2018-09-21,20708475
2018-09-22,20889903
2018-09-23,20684499
2018-09-24,20690098
2018-09-25,20690098
2018-09-26,20859677
2018-09-27,20859677
2018-09-28,21109728
2018-09-29,21555073
2018-09-30,21587575
2018-10-01,21502015
2018-10-02,21502015
2018-10-03,21739651
2018-10-04,21739651
2018-10-05,21788214
2018-10-06,21938966
2018-10-07,21938966
2018-10-08,22015468
2018-10-09,22179712
2018-10-10,22613102
2018-10-11,23131513
2018-10-12,23131513
2018-10-13,23664230
2018-10-14,23664230
2018-10-15,23900182
2018-10-16,24066507
2018-10-17,24240955
2018-10-18,24128240
2018-10-19,24086382
2018-10-20,24086382
2018-10-21,23807623
2018-10-22,23693483
2018-10-23,23693483
2018-10-24,23600797
2018-10-25,23342445
2018-10-26,23178708
2018-10-27,22996133
2018-10-28,23219542
2018-10-29,23219542
2018-10-30,23373886
2018-10-31,23027490
2018-11-01,22734105
2018-11-03,22478989
2018-11-04,23019220
2018-11-05,23309078
2018-11-06,23452052
2018-11-07,23452052
2018-11-08,23759231
2018-11-09,24600595
2018-11-10,25317206
2018-11-11,25596390
2018-11-12,25748954
2018-11-13,25916281
2018-11-14,25916281
2018-11-15,25508424
2018-11-16,26305311
2018-11-17,26305311
2018-11-18,26142680
2018-11-19,26362503
2018-11-20,25786839
2018-11-21,25786839
2018-11-22,25325891
2018-11-23,24084276
2018-11-24,22997819
2018-11-25,23148041
2018-11-26,22965698
2018-11-27,22825189
2018-11-28,22728795
2018-11-29,22738545
2018-12-01,22804865
2018-12-02,23009462
2018-12-03,23009462
2018-12-04,23309383
2018-12-05,23533996
2018-12-07,23474838
2018-12-09,23940790
2018-12-10,23934757
2018-12-11,23950965
2018-12-12,24056842
2018-12-13,24094265
2018-12-14,24194404
2018-12-15,24254414
2018-12-16,24496591
2018-12-17,24496591
2018-12-18,24741967
2018-12-19,24770439
2018-12-20,24662537
2018-12-21,24209243
2018-12-22,24122427
2018-12-23,23507613
2018-12-24,23259086
2018-12-25,23259086
2018-12-26,23345647
2018-12-27,23218307
2018-12-28,23218307
2018-12-29,22966452
2018-12-30,22897099
2018-12-31,22853223
2019-01-01,22853223
2019-01-02,22711032
2019-01-03,22386241
2019-01-04,22131949
2019-01-05,22218133
2019-01-06,22259264
2019-01-08,22292474
2019-01-10,21898629
2019-01-11,21626864
2019-01-12,21386308
2019-01-13,20873811
2019-01-14,20474109
2019-01-15,20376620
2019-01-16,20190866
2019-01-17,20512136
2019-01-18,21331305
2019-01-19,21489046
2019-01-20,21527283
2019-01-21,21527283
2019-01-22,21745041
2019-01-23,21748150
2019-01-24,21846886
2019-01-25,21926821
2019-01-26,22199061
2019-01-27,23153797
2019-01-28,23357273
2019-01-29,23272803
2019-01-30,23140857
2019-01-31,23140857
2019-02-01,23193052
2019-02-02,23188042
2019-02-03,23370951
2019-02-04,23370951
2019-02-05,23885765
2019-02-06,23885765
2019-02-07,23598271
2019-02-08,23345717
2019-02-09,23365254
2019-02-10,23372441
2019-02-11,23081523
2019-02-12,22686348
2019-02-13,22413514
2019-02-14,22413514
2019-02-15,22510143
2019-02-16,23237607
2019-02-17,23455909
2019-02-18,23921783
2019-02-19,23859277
2019-02-20,23817580
2019-02-21,23835198
2019-02-22,23861574
2019-02-23,23847749
2019-02-24,23981142
2019-02-25,23582788
2019-02-26,23582788
2019-02-27,23308643
2019-02-28,23215873
2019-03-01,23228112
2019-03-02,23344886
2019-03-03,23542199
2019-03-04,23498904
2019-03-05,23193517
2019-03-06,22931479
2019-03-07,22848344
2019-03-08,22848344
2019-03-09,22796298
2019-03-10,23411047
2019-03-11,23193583
2019-03-12,23201229
2019-03-13,23201229
2019-03-14,23291080
2019-03-15,23291080
2019-03-16,23181182
2019-03-17,23279057
2019-03-18,23279057
2019-03-19,23424033
2019-03-20,23408556
2019-03-21,23485524
2019-03-22,23515829
2019-03-23,23654094
2019-03-24,23697472
2019-03-25,23847252
2019-03-26,24310107
2019-03-27,24310107
2019-03-28,24474537
2019-03-29,25057357
2019-03-30,25057357
2019-03-31,25191735
2019-04-01,25858044
2019-04-02,26249706
2019-04-03,26758119
2019-04-04,26534870
2019-04-05,26665082
2019-04-06,26665082
2019-04-07,26594693
2019-04-08,26486409
2019-04-09,26540281
2019-04-10,26518434
2019-04-11,27282835
2019-04-12,28194332
2019-04-13,28905139
2019-04-14,30132334
2019-04-15,31325754
2019-04-16,30902935
2019-04-17,30543831
2019-04-18,30338133
2019-04-19,30586376
2019-04-20,30303008
2019-04-21,30291525
2019-04-22,30188503
2019-04-23,29453222
2019-04-24,28830896
2019-04-25,28489834
2019-04-26,29053441
2019-04-27,29206686
2019-04-28,29634529
2019-04-29,29998952
2019-04-30,30192603
2019-05-01,30478090
2019-05-02,31336523
2019-05-03,32898449
2019-05-04,34543372
2019-05-05,35710123
2019-05-06,35404527
2019-05-07,33924448
2019-05-08,32768558
2019-05-09,31791700
2019-05-10,31517409
2019-05-11,32009579
2019-05-12,31651016
2019-05-13,31768662
2019-05-14,31627618
2019-05-15,31627618
2019-05-16,31540105
2019-05-17,31540105
2019-05-18,31330243
2019-05-19,31243378
2019-05-20,31659047
2019-05-21,31889017
2019-05-22,31765480
2019-05-23,31099545
2019-05-24,31259470
2019-05-25,31353679
2019-05-26,31255236
2019-05-27,31345614
2019-05-28,31441305
2019-05-29,31328309
2019-05-30,31210284
2019-05-31,30940776
2019-06-01,30701787
2019-06-02,30394037
2019-06-03,30050945
2019-06-04,29641782
2019-06-05,28738587
2019-06-06,27785675
2019-06-07,27168411
2019-06-08,26364674
2019-06-09,25486960
2019-06-10,25486960
2019-06-11,25224018
2019-06-12,25062776
2019-06-13,25030091
2019-06-14,25943641
2019-06-15,25696215
2019-06-16,25492995
2019-06-17,25636379
2019-06-18,25697594
2019-06-19,26673145
2019-06-20,27353513
2019-06-21,27169650
2019-06-22,27486151
2019-06-23,27327698
2019-06-24,27198264
2019-06-25,27079800
2019-06-26,27266291
2019-06-27,27567151
2019-06-28,27567151
2019-06-29,27434872
2019-06-30,27334163
2019-07-01,27334163
2019-07-02,27140599
2019-07-03,26705238
2019-07-04,26357947
2019-07-05,25946480
2019-07-06,26018360
2019-07-07,26104003
2019-07-08,25978080
2019-07-09,25845537
2019-07-10,25599553
2019-07-11,25430659
2019-07-12,25591928
2019-07-13,25591928
2019-07-14,25338684
2019-07-15,25338684
2019-07-16,25341803
2019-07-17,25209122
2019-07-18,25068310
2019-07-19,25068310
2019-07-20,25064267
2019-07-21,25268090
2019-07-22,25421921
2019-07-23,25680596
2019-07-24,26137489
2019-07-25,26464655
2019-07-26,26379073
2019-07-27,26716218
2019-07-28,27124110
2019-07-29,27593559
2019-07-30,28461324
2019-07-31,29362354
2019-08-01,29718980
2019-08-02,29568816
2019-08-03,29831501
2019-08-04,29942862
2019-08-05,29810105
2019-08-06,29580787
2019-08-07,29156805
2019-08-08,29076886
2019-08-09,29076886
2019-08-10,28675235
2019-08-11,28675235
2019-08-12,28564132
2019-08-13,28279400
2019-08-14,28081801
2019-08-15,28122382
2019-08-16,28060674
2019-08-17,28060674
2019-08-18,27835013
2019-08-19,27462474
2019-08-20,27294734
2019-08-21,27321235
2019-08-22,27336067
2019-08-23,27336067
2019-08-24,26851426
2019-08-24,26851426
2019-08-25,26946208
2019-08-25,26946208
2019-08-26,26667611
2019-08-27,26387506
2019-08-27,26387506
2019-08-28,26287314
2019-08-29,26540292
2019-08-30,27190765
2019-08-31,27470425
2019-09-01,27339156
2019-09-02,27339156
2019-09-03,27815135
2019-09-04,28508859
2019-09-05,28625951
2019-09-06,28625951
2019-09-07,29149479
2019-09-08,29406951
2019-09-09,29795673
2019-09-10,29855565
2019-09-11,29794410
2019-09-12,29698185
2019-09-13,29725795
2019-09-14,29801389
2019-09-15,29724899
2019-09-16,29630879
2019-09-17,29403483
2019-09-18,29580545
2019-09-19,29847792
2019-09-20,29847792
2019-09-21,30329001
2019-09-22,31057994
2019-09-23,31131083
2019-09-24,31131083
2019-09-25,31257497
2019-09-26,30700814
2019-09-27,29818509
2019-09-28,29619706
2019-09-29,29346424
2019-09-30,29176332
2019-10-01,28890591
2019-10-02,28890591
2019-10-03,28965802
2019-10-04,28965802
2019-10-05,29165246
2019-10-06,29286679
2019-10-07,29619802
2019-10-08,30443469
2019-10-09,30443469
2019-10-10,30781400
2019-10-11,30781400
2019-10-12,30939506
2019-10-13,31123558
2019-10-14,31452856
2019-10-15,31452856
2019-10-16,31363078
2019-10-17,31363078
2019-10-18,31114315
2019-10-19,31250290
2019-10-20,31411045
2019-10-21,31339363
2019-10-22,31328046
2019-10-23,31188947
2019-10-24,30900570
2019-10-25,30798390
2019-10-26,30724881
2019-10-27,30786763
2019-10-28,30885342
2019-10-29,30885342
2019-10-30,30748967
2019-10-31,30833446
2019-11-01,30939817
2019-11-02,30809804
2019-11-03,30794366
2019-11-04,31113307
2019-11-05,31113307
2019-11-06,31708297
2019-11-07,32458489
2019-11-08,32607639
2019-11-09,32454273
2019-11-10,33773591
2019-11-11,34540269
2019-11-12,34540269
2019-11-13,34483569
2019-11-14,34269742
2019-11-15,33827922
2019-11-16,33844644
2019-11-17,33844644
2019-11-18,33894570
2019-11-19,33894570
2019-11-20,34125590
2019-11-21,34125590
2019-11-22,34540328
2019-11-23,34378988
2019-11-24,34281353
2019-11-25,34543314
2019-11-26,34355631
2019-11-27,34355631
2019-11-28,34063157
2019-11-29,34063157
2019-11-30,33780586
2019-12-01,33641433
2019-12-02,33554209
2019-12-03,33303263
2019-12-04,32983857
2019-12-05,32983857
2019-12-06,32541226
2019-12-07,32367639
2019-12-08,32501057
2019-12-09,32256305
2019-12-10,31933538
2019-12-11,31739988
2019-12-12,31739988
2019-12-13,30883704
2019-12-14,30790174
2019-12-15,31012256
2019-12-16,31199666
2019-12-17,31184511
2019-12-18,31308424
2019-12-19,31335820
2019-12-20,31784008
2019-12-21,32305020
2019-12-22,32122337
2019-12-23,32133955
2019-12-24,31991624
2019-12-25,32018007
2019-12-26,32018007
2019-12-27,32070354
2019-12-28,32675714
2019-12-29,33402621
2019-12-30,33129112
2019-12-31,32847565
2020-01-01,32771529
2020-01-02,32674255
2020-01-03,32747509
2020-01-04,32898976
2020-01-05,32820221
2020-01-06,32820221
2020-01-07,32742763
2020-01-08,32742763
2020-01-09,33227882
2020-01-10,33173833
2020-01-11,33351804
2020-01-12,33235539
2020-01-13,33235539
2020-01-14,33252805
2020-01-15,33454249
2020-01-16,33283571
2020-01-17,33165135
2020-01-18,33165135
2020-01-19,33623061
2020-01-20,34232393
2020-01-21,34232393
2020-01-22,34296386
2020-01-23,34299278
2020-01-24,34283368
2020-01-25,34379834
2020-01-26,34318239
2020-01-27,34156733
2020-01-28,33845276
2020-01-29,33786409
2020-01-30,33704002
2020-01-31,33619207
2020-02-01,33676313
2020-02-02,33722868
