date_obj,Disk%20of%20returning price
2016-03-03,22582
2016-03-04,22582
2016-03-05,22582
2016-03-06,22582
2016-03-07,22582
2016-03-08,22582
2016-03-09,22582
2016-03-10,22582
2016-03-11,22582
2016-03-12,22582
2016-03-13,22582
2016-03-14,22582
2016-03-15,23460
2016-03-16,23460
2016-03-17,23460
2016-03-18,23460
2016-03-19,23460
2016-03-20,23460
2016-03-21,23460
2016-03-22,23460
2016-03-23,23460
2016-03-24,23460
2016-03-25,23460
2016-03-26,23460
2016-03-27,23358
2016-03-28,23358
2016-03-29,23358
2016-03-30,23358
2016-03-31,23358
2016-04-01,23358
2016-04-02,23358
2016-04-03,23358
2016-04-04,23358
2016-04-05,23358
2016-04-06,23358
2016-04-07,23358
2016-04-08,23358
2016-04-09,23358
2016-04-10,22797
2016-04-11,22797
2016-04-12,22797
2016-04-13,22797
2016-04-14,22797
2016-04-15,22797
2016-04-16,22797
2016-04-17,22797
2016-04-18,22797
2016-04-19,22797
2016-04-20,22797
2016-04-21,22797
2016-04-22,22797
2016-04-23,22797
2016-04-24,22797
2016-04-25,22797
2016-04-26,22318
2016-04-27,22318
2016-04-28,22318
2016-04-29,22318
2016-04-30,22318
2016-05-01,22318
2016-05-02,22318
2016-05-03,22318
2016-05-04,22318
2016-05-05,22318
2016-05-06,22318
2016-05-07,22318
2016-05-08,22318
2016-05-09,21243
2016-05-10,21243
2016-05-11,21243
2016-05-12,21243
2016-05-13,21243
2016-05-14,21243
2016-05-15,21243
2016-05-16,21243
2016-05-17,21243
2016-05-18,21243
2016-05-19,21243
2016-05-22,20207
2016-05-23,20207
2016-05-24,20207
2016-05-25,20207
2016-05-26,20207
2016-05-27,20207
2016-05-28,20207
2016-05-29,20207
2016-05-30,20207
2016-05-31,20207
2016-06-01,20207
2016-06-02,19394
2016-06-03,19394
2016-06-04,19394
2016-06-05,19394
2016-06-06,19394
2016-06-07,19394
2016-06-08,19394
2016-06-09,19394
2016-06-10,19394
2016-06-11,19394
2016-06-12,19394
2016-06-13,19394
2016-06-14,18782
2016-06-15,18782
2016-06-16,18782
2016-06-17,18782
2016-06-18,18782
2016-06-19,17887
2016-06-20,17887
2016-06-21,17887
2016-06-22,17887
2016-06-23,17036
2016-06-24,17036
2016-06-25,17036
2016-06-26,17036
2016-06-27,17036
2016-06-28,16226
2016-06-29,16226
2016-06-30,16226
2016-07-01,16226
2016-07-02,16226
2016-07-03,16226
2016-07-04,15446
2016-07-05,15446
2016-07-06,15446
2016-07-07,15446
2016-07-08,15446
2016-07-09,15446
2016-07-10,15446
2016-07-11,14706
2016-07-12,14706
2016-07-13,14706
2016-07-14,14706
2016-07-15,14706
2016-07-16,14706
2016-07-17,14706
2016-07-18,14706
2016-07-23,14001
2016-07-24,14001
2016-07-25,14001
2016-07-26,14001
2016-07-27,14001
2016-07-28,14001
2016-07-29,14001
2016-07-30,14001
2016-07-31,14001
2016-08-01,14001
2016-08-02,14001
2016-08-03,14001
2016-08-04,14001
2016-08-05,13326
2016-08-06,13326
2016-08-07,13326
2016-08-08,13326
2016-08-09,13326
2016-08-10,13326
2016-08-11,13326
2016-08-12,13326
2016-08-13,13326
2016-08-14,13326
2016-08-15,13326
2016-08-16,13326
2016-08-17,13326
2016-08-18,13326
2016-08-19,13326
2016-08-20,13326
2016-08-21,12677
2016-08-22,12677
2016-08-23,12677
2016-08-24,12677
2016-08-25,12677
2016-08-26,12677
2016-08-28,12677
2016-08-31,12677
2016-09-01,12677
2016-09-02,12677
2016-09-03,12677
2016-09-04,12677
2016-09-05,12677
2016-09-06,12192
2016-09-07,12192
2016-09-08,12192
2016-09-09,12192
2016-09-10,12192
2016-09-11,12192
2016-09-12,12192
2016-09-13,12192
2016-09-14,12192
2016-09-15,12192
2016-09-16,12192
2016-09-17,12192
2016-09-18,12192
2016-09-19,12192
2016-09-20,12192
2016-09-21,12192
2016-09-22,12192
2016-09-23,12192
2016-09-24,12192
2016-09-25,11669
2016-09-26,11669
2016-09-27,11669
2016-09-28,11669
2016-09-29,11669
2016-09-30,11669
2016-10-01,11669
2016-10-02,11669
2016-10-03,11669
2016-10-04,11669
2016-10-05,11669
2016-10-06,11669
2016-10-07,11669
2016-10-08,11669
2016-10-09,11669
2016-10-10,11669
2016-10-11,11669
2016-10-12,11669
2016-10-13,11669
2016-10-14,11669
2016-10-15,11227
2016-10-16,11227
2016-10-17,11227
2016-10-18,11227
2016-10-19,11227
2016-10-20,11227
2016-10-21,11227
2016-10-22,11227
2016-10-23,11227
2016-10-24,11227
2016-10-25,11227
2016-10-26,11227
2016-10-27,11227
2016-10-28,11227
2016-10-29,11227
2016-10-30,11227
2016-10-31,11227
2016-11-01,10875
2016-11-02,10875
2016-11-03,10875
2016-11-04,10875
2016-11-05,10875
2016-11-06,10875
2016-11-07,10875
2016-11-08,10875
2016-11-09,10875
2016-11-10,10875
2016-11-11,10875
2016-11-12,10875
2016-11-13,10875
2016-11-14,10875
2016-11-15,10875
2016-12-07,10353
2016-12-08,9975
2016-12-09,9975
2016-12-10,9975
2016-12-11,9975
2016-12-12,9975
2016-12-13,9975
2016-12-14,9975
2016-12-15,9975
2016-12-16,9975
2016-12-17,9975
2016-12-18,9975
2016-12-19,9975
2016-12-20,9975
2016-12-21,9975
2016-12-22,9975
2016-12-23,9975
2016-12-24,9860
2016-12-25,9860
2016-12-26,9860
2016-12-27,9860
2016-12-28,9860
2016-12-29,9860
2016-12-30,9860
2016-12-31,9860
2017-01-01,9860
2017-01-02,9860
2017-01-03,9860
2017-01-04,9860
2017-01-05,9860
2017-01-06,9860
2017-01-07,9860
2017-01-08,9860
2017-01-09,9822
2017-01-10,9822
2017-01-11,9822
2017-01-12,9822
2017-01-13,9822
2017-01-14,9822
2017-01-15,9822
2017-01-16,9822
2017-01-17,9822
2017-01-18,9822
2017-01-19,9822
2017-01-20,9822
2017-01-21,9822
2017-01-22,9822
2017-01-23,9822
2017-01-27,9639
2017-01-28,9639
2017-01-29,9639
2017-01-30,9639
2017-01-31,9639
2017-02-01,9639
2017-02-02,9639
2017-02-03,9639
2017-02-04,9639
2017-02-05,9639
2017-02-06,9639
2017-02-07,9639
2017-02-08,9639
2017-02-09,9639
2017-02-10,9639
2017-02-11,9639
2017-02-12,9684
2017-02-13,9684
2017-02-14,9684
2017-02-15,9684
2017-02-16,9684
2017-02-18,9684
2017-02-19,9684
2017-02-20,9684
2017-02-21,9684
2017-02-22,9684
2017-02-23,9684
2017-02-24,9684
2017-02-25,9684
2017-02-26,9684
2017-02-27,9684
2017-02-28,9684
2017-03-01,9684
2017-03-02,9684
2017-03-03,9684
2017-03-04,9579
2017-03-05,9579
2017-03-06,9579
2017-03-07,9579
2017-03-08,9579
2017-03-09,9579
2017-03-10,9579
2017-03-11,9579
2017-03-12,9579
2017-03-13,9579
2017-03-14,9579
2017-03-15,9579
2017-03-16,9579
2017-03-17,9579
2017-03-18,9579
2017-03-19,9579
2017-03-20,9579
2017-03-21,9579
2017-03-22,9579
2017-03-23,9543
2017-03-24,9543
2017-03-25,9543
2017-03-26,9543
2017-03-27,9543
2017-03-28,9543
2017-03-29,9543
2017-03-30,9543
2017-03-31,9543
2017-04-01,9543
2017-04-02,9543
2017-04-03,9543
2017-04-04,9543
2017-04-12,9543
2017-04-13,9530
2017-04-14,9530
2017-04-15,9530
2017-04-16,9530
2017-04-17,9530
2017-04-18,9530
2017-04-19,9530
2017-04-20,9530
2017-04-21,9530
2017-04-22,9530
2017-04-23,9530
2017-04-24,9530
2017-04-25,9530
2017-04-26,9530
2017-04-27,9530
2017-04-28,9530
2017-04-29,9530
2017-04-30,9530
2017-05-01,9530
2017-05-02,9530
2017-05-03,9530
2017-05-04,9782
2017-05-05,9782
2017-05-06,9782
2017-05-07,9782
2017-05-08,9782
2017-05-09,9782
2017-05-10,9782
2017-05-11,9782
2017-05-12,9782
2017-05-13,9782
2017-05-14,9782
2017-05-15,9782
2017-05-16,9782
2017-05-17,9782
2017-05-18,9782
2017-05-19,9782
2017-05-20,9782
2017-05-21,9782
2017-05-22,9782
2017-05-23,9782
2017-05-24,9782
2017-05-25,9782
2017-05-26,9782
2017-05-27,9782
2017-05-28,10011
2017-05-29,10011
2017-05-30,10011
2017-05-31,10011
2017-06-01,10011
2017-06-02,10011
2017-06-03,10011
2017-06-04,10011
2017-06-05,10011
2017-06-06,10011
2017-06-07,10011
2017-06-08,10011
2017-06-09,10011
2017-06-10,10011
2017-06-11,10011
2017-06-12,10011
2017-06-13,10011
2017-06-14,10011
2017-06-15,10011
2017-06-16,10011
2017-06-17,10011
2017-06-18,10341
2017-06-19,10341
2017-06-20,10341
2017-06-21,10341
2017-06-22,10341
2017-06-23,10341
2017-06-24,10341
2017-06-25,10341
2017-06-26,10341
2017-06-27,10341
2017-06-28,10341
2017-06-29,10833
2017-06-30,10833
2017-07-01,10833
2017-07-02,10833
2017-07-03,10833
2017-07-04,10803
2017-07-05,10803
2017-07-06,10803
2017-07-07,10803
2017-07-08,10803
2017-07-13,10324
2017-07-14,10324
2017-07-15,10324
2017-07-16,10324
2017-07-17,10324
2017-07-18,10324
2017-07-19,10324
2017-07-20,10324
2017-07-21,9836
2017-07-22,9836
2017-07-23,9836
2017-07-24,9836
2017-07-25,9836
2017-07-26,9836
2017-07-27,9836
2017-07-28,9836
2017-07-29,9836
2017-07-30,9836
2017-07-31,9836
2017-08-01,9836
2017-08-02,9836
2017-08-03,9836
2017-08-04,9836
2017-08-05,9518
2017-08-06,9518
2017-08-09,9518
2017-08-10,9518
2017-08-11,9518
2017-08-12,9518
2017-08-13,9518
2017-08-14,9518
2017-08-15,9518
2017-08-16,9518
2017-08-17,9518
2017-08-18,9518
2017-08-19,9518
2017-08-20,9518
2017-08-21,9518
2017-08-22,9518
2017-08-23,9518
2017-08-24,9414
2017-08-25,9414
2017-08-26,9414
2017-08-27,9414
2017-08-28,9414
2017-08-29,9414
2017-08-30,9414
2017-08-31,9414
2017-09-01,9414
2017-09-03,9414
2017-09-04,9414
2017-09-05,9414
2017-09-06,9414
2017-09-07,9414
2017-09-08,9414
2017-09-09,9414
2017-09-10,9744
2017-09-11,9744
2017-09-12,9744
2017-09-13,9744
2017-09-14,9744
2017-09-15,9744
2017-09-16,9744
2017-09-17,9744
2017-09-18,9744
2017-09-19,9744
2017-09-20,9744
2017-09-21,9744
2017-09-22,9744
2017-09-23,9744
2017-09-24,9744
2017-09-25,9744
2017-09-26,9744
2017-09-27,9744
2017-09-28,9744
2017-09-29,10112
2017-09-30,10112
2017-10-01,10112
2017-10-02,10112
2017-10-03,10112
2017-10-04,10112
2017-10-05,10112
2017-10-06,10112
2017-10-07,10112
2017-10-08,10112
2017-10-09,10112
2017-10-10,10112
2017-10-11,10112
2017-10-12,10112
2017-10-13,10112
2017-10-14,10112
2017-10-15,10112
2017-10-16,10112
2017-10-17,10112
2017-10-18,10112
2017-10-19,10112
2017-10-20,10112
2017-10-21,10513
2017-10-22,10513
2017-10-23,10513
2017-10-24,10513
2017-10-25,10513
2017-10-26,10513
2017-10-27,10513
2017-10-28,10513
2017-10-29,10513
2017-10-30,10513
2017-10-31,10513
2017-11-01,10513
2017-11-02,10513
2017-11-03,10513
2017-11-04,10513
2017-11-05,10513
2017-11-06,10513
2017-11-07,10513
2017-11-08,10513
2017-11-09,10513
2017-11-10,10513
2017-11-11,11008
2017-11-12,11008
2017-11-13,11008
2017-11-14,11008
2017-11-15,11008
2017-11-16,11008
2017-11-17,11008
2017-11-18,11008
2017-11-19,11008
2017-11-20,11008
2017-11-21,11008
2017-11-22,11008
2017-11-23,11008
2017-11-24,11008
2017-11-25,11008
2017-11-26,11008
2017-11-27,11008
2017-11-28,11008
2017-11-29,11008
2017-11-30,11008
2017-12-01,11008
2017-12-02,11008
2017-12-03,11008
2017-12-04,11528
2017-12-05,11528
2017-12-06,11528
2017-12-07,11528
2017-12-08,11528
2017-12-09,11528
2017-12-10,11528
2017-12-11,11528
2017-12-12,11528
2017-12-13,11528
2017-12-14,11528
2017-12-15,11528
2017-12-16,11528
2017-12-17,11528
2017-12-18,11528
2017-12-19,11528
2017-12-20,11528
2017-12-21,11528
2017-12-22,11528
2017-12-23,11528
2017-12-24,11528
2017-12-25,11528
2017-12-26,12070
2017-12-27,12070
2017-12-28,12070
2017-12-29,12070
2017-12-30,12070
2017-12-31,12070
2018-01-01,12070
2018-01-02,12070
2018-01-03,12070
2018-01-04,12070
2018-01-05,12070
2018-01-06,12070
2018-01-07,12070
2018-01-08,12070
2018-01-09,12070
2018-01-10,12070
2018-01-11,12070
2018-01-12,12070
2018-01-13,12070
2018-01-14,12625
2018-01-15,12625
2018-01-16,12625
2018-01-17,12625
2018-01-18,12625
2018-01-19,12625
2018-01-20,12625
2018-01-21,12625
2018-01-22,12625
2018-01-23,12625
2018-01-25,12625
2018-01-26,12625
2018-01-27,12625
2018-01-28,12625
2018-01-29,12625
2018-01-30,12625
2018-01-31,13228
2018-02-01,13228
2018-02-02,13228
2018-02-03,13228
2018-02-04,13228
2018-02-05,13228
2018-02-06,13228
2018-02-07,13228
2018-02-08,13228
2018-02-09,13228
2018-02-10,13228
2018-02-11,13228
2018-02-12,13228
2018-02-13,13228
2018-02-14,13228
2018-02-15,13228
2018-02-16,13228
2018-02-17,13228
2018-02-18,13228
2018-02-19,13824
2018-02-20,13824
2018-02-21,13824
2018-02-22,13824
2018-02-23,13824
2018-02-24,13824
2018-02-25,13824
2018-02-26,13824
2018-02-27,13824
2018-02-28,13824
2018-03-01,13824
2018-03-02,13824
2018-03-03,13824
2018-03-04,13824
2018-03-05,13824
2018-03-06,13824
2018-03-07,13824
2018-03-08,13824
2018-03-09,14480
2018-03-10,14480
2018-03-11,14480
2018-03-12,14480
2018-03-13,14480
2018-03-14,14480
2018-03-15,14480
2018-03-16,14480
2018-03-17,14480
2018-03-18,14480
2018-03-19,14480
2018-03-20,14480
2018-03-21,14480
2018-03-23,14480
2018-03-24,14480
2018-03-25,14480
2018-03-26,14480
2018-03-27,14480
2018-03-28,15175
2018-03-29,15175
2018-03-30,15175
2018-03-31,15175
2018-04-01,15175
2018-04-02,15175
2018-04-03,15175
2018-04-04,15175
2018-04-05,15175
2018-04-06,15175
2018-04-07,15175
2018-04-08,15175
2018-04-09,15175
2018-04-10,15175
2018-04-11,15175
2018-04-12,15175
2018-04-13,15175
2018-04-14,15175
2018-04-15,15175
2018-04-16,15889
2018-04-17,15889
2018-04-18,15889
2018-04-19,15889
2018-04-20,15889
2018-04-21,15889
2018-04-22,15889
2018-04-23,15889
2018-04-24,15889
2018-04-25,15889
2018-04-26,15889
2018-04-27,15889
2018-04-28,15889
2018-04-29,15889
2018-04-30,15889
2018-05-01,15889
2018-05-03,15889
2018-05-04,15889
2018-05-05,15889
2018-05-07,16649
2018-05-08,16649
2018-05-09,16649
2018-05-10,16649
2018-05-11,16649
2018-05-12,16649
2018-05-13,16649
2018-05-14,16649
2018-05-15,16649
2018-05-16,16649
2018-05-17,16649
2018-05-18,16649
2018-05-19,16649
2018-05-20,16649
2018-05-21,16649
2018-05-22,17449
2018-05-23,17449
2018-05-24,17449
2018-05-25,17449
2018-05-26,17449
2018-05-27,17449
2018-05-28,17449
2018-05-29,17449
2018-05-30,17449
2018-05-31,17449
2018-06-01,17449
2018-06-02,17449
2018-06-03,17449
2018-06-04,17449
2018-06-05,17449
2018-06-06,18291
2018-06-07,18291
2018-06-08,18291
2018-06-09,18291
2018-06-10,18291
2018-06-11,18291
2018-06-12,18291
2018-06-13,18291
2018-06-14,18291
2018-06-15,18291
2018-06-16,18291
2018-06-17,18291
2018-06-18,18291
2018-06-19,18291
2018-06-20,18291
2018-06-21,18291
2018-06-22,18291
2018-06-23,18291
2018-06-24,18291
2018-06-25,19160
2018-06-26,19160
2018-06-27,19160
2018-06-28,19160
2018-06-29,19160
2018-06-30,19160
2018-07-01,19160
2018-07-02,19160
2018-07-03,19160
2018-07-04,19160
2018-07-05,19160
2018-07-06,19160
2018-07-07,19160
2018-07-08,19160
2018-07-09,19160
2018-07-10,19160
2018-07-11,19160
2018-07-12,19160
2018-07-13,19160
2018-07-14,19160
2018-07-15,19160
2018-07-16,19160
2018-07-17,19160
2018-07-18,3000
2018-07-19,2850
2018-07-20,2707
2018-07-21,2573
2018-07-22,2453
2018-07-23,2338
2018-07-24,2338
2018-07-25,2338
2018-07-26,2252
2018-07-27,2252
2018-07-28,2252
2018-07-29,2166
2018-07-30,2166
2018-07-31,2219
2018-08-01,2219
2018-08-02,2219
2018-08-03,2202
2018-08-04,2202
2018-08-05,2202
2018-08-06,2202
2018-08-07,2202
2018-08-08,2202
2018-08-09,2202
2018-08-10,2256
2018-08-11,2256
2018-08-12,2256
2018-08-14,2256
2018-08-16,2266
2018-08-17,2266
2018-08-18,2266
2018-08-19,2266
2018-08-20,2266
2018-08-21,2266
2018-08-22,2266
2018-08-23,2303
2018-08-24,2303
2018-08-25,2303
2018-08-26,2303
2018-08-27,2303
2018-08-28,2303
2018-08-29,2303
2018-08-30,2303
2018-08-31,2416
2018-09-01,2416
2018-09-02,2416
2018-09-03,2416
2018-09-04,2416
2018-09-05,2533
2018-09-06,2533
2018-09-07,2533
2018-09-08,2533
2018-09-09,2533
2018-09-10,2533
2018-09-11,2533
2018-09-12,2656
2018-09-13,2656
2018-09-14,2656
2018-09-15,2656
2018-09-16,2656
2018-09-17,2656
2018-09-18,2656
2018-09-19,2656
2018-09-20,2786
2018-09-21,2786
2018-09-22,2786
2018-09-23,2786
2018-09-24,2786
2018-09-25,2786
2018-09-26,2924
2018-09-27,2924
2018-09-28,2924
2018-09-29,2924
2018-09-30,2924
2018-10-01,2924
2018-10-02,3069
2018-10-03,3069
2018-10-04,3069
2018-10-05,3069
2018-10-06,3069
2018-10-07,3221
2018-10-08,3221
2018-10-09,3221
2018-10-10,3221
2018-10-11,3221
2018-10-12,3221
2018-10-13,3373
2018-10-14,3373
2018-10-15,3373
2018-10-16,3373
2018-10-17,3373
2018-10-18,3373
2018-10-19,3373
2018-10-20,3373
2018-10-21,3373
2018-10-22,3539
2018-10-23,3539
2018-10-24,3539
2018-10-25,3539
2018-10-26,3539
2018-10-27,3539
2018-10-28,3539
2018-10-29,3539
2018-10-30,3709
2018-10-31,3709
2018-11-01,3709
2018-11-03,3709
2018-11-04,3709
2018-11-05,3883
2018-11-06,3883
2018-11-07,3883
2018-11-08,3883
2018-11-09,3883
2018-11-10,4065
2018-11-11,4065
2018-11-12,4065
2018-11-13,4065
2018-11-14,4065
2018-11-15,4065
2018-11-16,4260
2018-11-17,4260
2018-11-18,4260
2018-11-19,4260
2018-11-20,4260
2018-11-21,4260
2018-11-22,4460
2018-11-23,4460
2018-11-24,4460
2018-11-25,4460
2018-11-26,4460
2018-11-27,4460
2018-11-28,4665
2018-11-29,4665
2018-12-01,4665
2018-12-02,4665
2018-12-03,4665
2018-12-05,4887
2018-12-07,4887
2018-12-09,4887
2018-12-10,4887
2018-12-11,4887
2018-12-12,5009
2018-12-13,5009
2018-12-14,5009
2018-12-15,5009
2018-12-16,5009
2018-12-17,5009
2018-12-18,5009
2018-12-19,5217
2018-12-20,5217
2018-12-21,5217
2018-12-22,5217
2018-12-23,5217
2018-12-24,5217
2018-12-25,5217
2018-12-26,5217
2018-12-27,5217
2018-12-28,5443
2018-12-29,5443
2018-12-30,5443
2018-12-31,5443
2019-01-01,5443
2019-01-02,5443
2019-01-03,5443
2019-01-04,5443
2019-01-05,5443
2019-01-06,5620
2019-01-08,5620
2019-01-10,5620
2019-01-11,5620
2019-01-12,5620
2019-01-13,5620
2019-01-14,5620
2019-01-15,5620
2019-01-16,5747
2019-01-17,5747
2019-01-18,5747
2019-01-19,5747
2019-01-20,5747
2019-01-21,5747
2019-01-22,5747
2019-01-23,5747
2019-01-24,5747
2019-01-25,5747
2019-01-26,5747
2019-01-27,5918
2019-01-28,5918
2019-01-29,5918
2019-01-30,5918
2019-01-31,5918
2019-02-01,5918
2019-02-02,5918
2019-02-03,5918
2019-02-04,5918
2019-02-05,5918
2019-02-06,5918
2019-02-07,5918
2019-02-08,6064
2019-02-09,6064
2019-02-10,6064
2019-02-11,6064
2019-02-12,6064
2019-02-13,6064
2019-02-14,6064
2019-02-15,6064
2019-02-16,6064
2019-02-17,6064
2019-02-18,6064
2019-02-19,6064
2019-02-20,6064
2019-02-21,6064
2019-02-22,6064
2019-02-23,6193
2019-02-24,6193
2019-02-25,6193
2019-02-26,6193
2019-02-27,6193
2019-02-28,6193
2019-03-01,6193
2019-03-02,6193
2019-03-03,6193
2019-03-04,6193
2019-03-05,6193
2019-03-06,6193
2019-03-07,6193
2019-03-08,6193
2019-03-09,6193
2019-03-10,6193
2019-03-11,6193
2019-03-12,6193
2019-03-13,6193
2019-03-14,5997
2019-03-15,5997
2019-03-16,5997
2019-03-17,5997
2019-03-18,5997
2019-03-19,5997
2019-03-20,5997
2019-03-21,5997
2019-03-22,5997
2019-03-23,5997
2019-03-24,5997
2019-03-25,5997
2019-03-26,5997
2019-03-27,5997
2019-03-28,5790
