date_obj,Redwood%20shield price
2018-05-29,495
2018-05-30,495
2018-05-31,495
2018-06-01,506
2018-06-02,506
2018-06-03,493
2018-06-04,493
2018-06-05,495
2018-06-06,495
2018-06-07,489
2018-06-08,489
2018-06-09,475
2018-06-10,475
2018-06-11,456
2018-06-12,456
2018-06-13,460
2018-06-14,460
2018-06-15,459
2018-06-16,459
2018-06-17,446
2018-06-18,446
2018-06-19,453
2018-06-20,453
2018-06-21,457
2018-06-22,457
2018-06-23,457
2018-06-24,466
2018-06-25,466
2018-06-26,466
2018-06-27,467
2018-06-28,467
2018-06-29,467
2018-06-30,466
2018-07-01,466
2018-07-02,450
2018-07-03,450
2018-07-04,450
2018-07-05,456
2018-07-06,456
2018-07-07,467
2018-07-08,467
2018-07-09,467
2018-07-10,467
2018-07-11,469
2018-07-12,469
2018-07-13,469
2018-07-14,469
2018-07-15,465
2018-07-16,465
2018-07-17,470
2018-07-18,470
2018-07-19,470
2018-07-20,486
2018-07-21,486
2018-07-22,476
2018-07-23,476
2018-07-24,491
2018-07-25,491
2018-07-26,491
2018-07-27,474
2018-07-28,474
2018-07-29,459
2018-07-30,459
2018-07-31,454
2018-08-01,454
2018-08-02,450
2018-08-03,450
2018-08-04,455
2018-08-05,455
2018-08-06,455
2018-08-07,469
2018-08-08,469
2018-08-09,468
2018-08-10,468
2018-08-11,464
2018-08-12,464
2018-08-14,464
2018-08-16,465
2018-08-17,465
2018-08-18,465
2018-08-19,468
2018-08-20,468
2018-08-21,468
2018-08-22,471
2018-08-23,471
2018-08-24,465
2018-08-25,465
2018-08-26,453
2018-08-27,453
2018-08-28,454
2018-08-29,454
2018-08-30,454
2018-08-31,468
2018-09-01,468
2018-09-02,468
2018-09-03,466
2018-09-04,466
2018-09-05,471
2018-09-06,471
2018-09-07,471
2018-09-08,459
2018-09-09,459
2018-09-10,459
2018-09-11,458
2018-09-12,458
2018-09-13,458
2018-09-14,462
2018-09-15,462
2018-09-16,462
2018-09-17,473
2018-09-18,473
2018-09-19,473
2018-09-20,462
2018-09-21,462
2018-09-22,462
2018-09-23,482
2018-09-24,482
2018-09-25,482
2018-09-26,488
2018-09-27,488
2018-09-28,488
2018-09-29,477
2018-09-30,477
2018-10-02,468
2018-10-03,468
2018-10-04,468
2018-10-05,476
2018-10-06,476
2018-10-07,476
2018-10-08,469
2018-10-09,469
2018-10-10,462
2018-10-11,462
2018-10-12,459
2018-10-13,459
2018-10-14,459
2018-10-15,461
2018-10-16,461
2018-10-17,461
2018-10-18,449
2018-10-19,449
2018-10-20,449
2018-10-21,448
2018-10-22,448
2018-10-23,448
2018-10-24,453
2018-10-25,453
2018-10-26,453
2018-10-27,453
2018-10-28,448
2018-10-29,448
2018-10-30,448
2018-10-31,448
2018-11-01,442
2018-11-03,429
2018-11-04,429
2018-11-05,447
2018-11-06,447
2018-11-07,448
2018-11-08,448
2018-11-09,453
2018-11-10,453
2018-11-11,447
2018-11-12,447
2018-11-13,442
2018-11-14,442
2018-11-15,429
2018-11-16,429
2018-11-17,413
2018-11-18,413
2018-11-19,407
2018-11-20,407
2018-11-21,408
2018-11-22,408
2018-11-23,411
2018-11-24,411
2018-11-25,400
2018-11-26,400
2018-11-27,399
2018-11-28,399
2018-11-29,411
2018-12-01,414
2018-12-02,414
2018-12-03,414
2018-12-05,415
2018-12-07,415
2018-12-09,427
2018-12-10,433
2018-12-11,433
2018-12-12,433
2018-12-13,444
2018-12-14,444
2018-12-15,435
2018-12-16,435
2018-12-17,435
2018-12-18,435
2018-12-19,434
2018-12-20,434
2018-12-21,429
2018-12-22,429
2018-12-23,446
2018-12-24,446
2018-12-25,439
2018-12-26,439
2018-12-27,440
2018-12-28,440
2018-12-29,432
2018-12-30,432
2018-12-31,425
2019-01-01,425
2019-01-02,412
2019-01-03,412
2019-01-04,418
2019-01-05,418
2019-01-06,423
2019-01-08,423
2019-01-10,420
2019-01-11,421
2019-01-12,421
2019-01-13,417
2019-01-14,417
2019-01-15,425
2019-01-16,425
2019-01-17,432
2019-01-18,432
2019-01-19,423
2019-01-20,423
2019-01-21,408
2019-01-22,405
2019-01-23,405
2019-01-24,416
2019-01-25,416
2019-01-26,408
2019-01-27,408
2019-01-28,415
2019-01-29,415
2019-01-30,420
2019-01-31,420
2019-02-01,428
2019-02-02,428
2019-02-03,424
2019-02-04,424
2019-02-05,419
2019-02-06,419
2019-02-07,411
2019-02-08,411
2019-02-09,418
2019-02-10,418
2019-02-11,424
2019-02-12,424
2019-02-13,443
2019-02-14,443
2019-02-15,431
2019-02-16,431
2019-02-17,447
2019-02-18,447
2019-02-19,445
2019-02-20,445
2019-02-21,443
2019-02-22,443
2019-02-23,450
2019-02-24,450
2019-02-25,454
2019-02-26,454
2019-02-27,449
2019-02-28,449
2019-03-01,452
2019-03-02,452
2019-03-03,444
2019-03-04,444
2019-03-05,442
2019-03-06,443
2019-03-07,443
2019-03-08,448
2019-03-09,448
2019-03-10,438
2019-03-11,426
2019-03-12,428
2019-03-13,428
2019-03-14,439
2019-03-15,439
2019-03-16,442
2019-03-17,453
2019-03-18,453
2019-03-19,437
2019-03-20,428
2019-03-21,428
2019-03-22,439
2019-03-23,433
2019-03-24,433
2019-03-25,437
2019-03-26,437
2019-03-27,435
2019-03-28,435
2019-03-29,435
2019-03-30,435
2019-03-31,435
2019-04-01,430
2019-04-02,430
2019-04-03,415
2019-04-04,415
2019-04-05,419
2019-04-06,419
2019-04-07,415
2019-04-08,415
2019-04-09,415
2019-04-10,420
2019-04-11,420
2019-04-12,424
2019-04-13,424
2019-04-14,422
2019-04-15,422
2019-04-16,422
2019-04-17,427
2019-04-18,427
2019-04-19,427
2019-04-20,424
2019-04-21,424
2019-04-22,423
2019-04-23,423
2019-04-24,425
2019-04-25,425
2019-04-26,424
2019-04-27,424
2019-04-28,424
2019-04-29,407
2019-04-30,407
2019-05-01,407
2019-05-02,419
2019-05-03,419
2019-05-04,411
2019-05-05,411
2019-05-06,411
2019-05-07,399
2019-05-08,399
2019-05-09,399
2019-05-10,403
2019-05-11,403
2019-05-12,403
2019-05-13,392
2019-05-14,392
2019-05-15,392
2019-05-16,395
2019-05-17,395
2019-05-18,402
2019-05-19,402
2019-05-20,403
2019-05-21,403
2019-05-22,403
2019-05-23,397
2019-05-24,397
2019-05-25,393
2019-05-26,393
2019-05-27,384
2019-05-28,384
2019-05-29,374
2019-05-30,374
2019-05-31,377
2019-06-01,377
2019-06-02,390
2019-06-03,390
2019-06-04,387
2019-06-05,387
2019-06-06,378
2019-06-07,378
2019-06-08,383
2019-06-09,383
2019-06-10,389
2019-06-11,389
2019-06-12,381
2019-06-13,381
2019-06-14,384
2019-06-15,384
2019-06-16,387
2019-06-17,387
2019-06-18,387
2019-06-19,374
2019-06-20,374
2019-06-21,366
2019-06-22,366
2019-06-23,364
2019-06-24,364
2019-06-25,364
2019-06-26,367
2019-06-27,367
2019-06-28,369
2019-06-29,369
2019-06-30,355
2019-07-01,355
2019-07-02,355
2019-07-03,355
2019-07-04,355
2019-07-05,350
2019-07-06,350
2019-07-07,350
2019-07-08,352
2019-07-09,352
2019-07-10,352
2019-07-11,361
2019-07-12,361
2019-07-13,361
2019-07-14,363
2019-07-15,363
2019-07-16,363
2019-07-17,378
2019-07-18,378
2019-07-19,374
2019-07-20,374
2019-07-21,366
2019-07-22,366
2019-07-23,374
2019-07-24,374
2019-07-25,374
2019-07-26,383
2019-07-27,383
2019-07-28,383
2019-07-29,382
2019-07-30,382
2019-07-31,379
2019-08-01,379
2019-08-02,379
2019-08-03,382
2019-08-04,366
2019-08-05,366
2019-08-06,364
2019-08-07,364
2019-08-08,367
2019-08-09,367
2019-08-10,361
2019-08-11,361
2019-08-12,362
2019-08-13,362
2019-08-14,366
2019-08-15,366
2019-08-16,374
2019-08-17,374
2019-08-18,375
2019-08-19,375
2019-08-20,382
2019-08-21,382
2019-08-22,382
2019-08-23,382
2019-08-24,378
2019-08-24,378
2019-08-25,378
2019-08-25,378
2019-08-26,376
2019-08-26,376
2019-08-27,376
2019-08-27,376
2019-08-28,376
2019-08-29,376
2019-08-30,373
2019-08-31,373
2019-09-01,374
2019-09-02,374
2019-09-03,382
2019-09-04,382
2019-09-05,376
2019-09-06,376
2019-09-07,376
2019-09-08,374
2019-09-09,374
2019-09-10,374
2019-09-11,372
2019-09-12,372
2019-09-13,372
2019-09-14,372
2019-09-15,369
2019-09-16,369
2019-09-17,376
2019-09-18,376
2019-09-19,374
2019-09-20,374
2019-09-21,371
2019-09-22,371
2019-09-23,373
2019-09-24,373
2019-09-25,373
2019-09-26,376
2019-09-27,376
2019-09-28,376
2019-09-29,377
2019-09-30,377
2019-10-01,377
2019-10-02,377
2019-10-03,384
2019-10-04,384
2019-10-05,384
2019-10-06,369
2019-10-07,369
2019-10-08,369
2019-10-09,369
2019-10-10,351
2019-10-11,351
2019-10-12,351
2019-10-13,343
2019-10-14,343
2019-10-15,343
2019-10-16,334
2019-10-17,334
2019-10-18,334
2019-10-19,334
2019-10-20,327
2019-10-21,327
2019-10-22,327
2019-10-23,327
2019-10-24,330
2019-10-25,330
2019-10-26,330
2019-10-27,323
2019-10-28,323
2019-10-29,323
2019-10-30,323
2019-10-31,328
2019-11-01,328
2019-11-02,328
2019-11-03,320
2019-11-04,320
2019-11-05,320
2019-11-06,320
2019-11-07,313
2019-11-08,313
2019-11-09,313
2019-11-10,324
2019-11-11,324
2019-11-12,324
2019-11-13,324
2019-11-14,328
2019-11-15,328
2019-11-16,328
2019-11-17,337
2019-11-18,337
2019-11-19,337
2019-11-20,338
2019-11-21,338
2019-11-22,338
2019-11-23,338
2019-11-24,339
2019-11-25,339
2019-11-26,339
2019-11-27,339
2019-11-28,342
2019-11-29,342
2019-11-30,342
2019-12-01,339
2019-12-02,339
2019-12-03,339
2019-12-04,334
2019-12-05,334
2019-12-06,334
2019-12-07,334
2019-12-08,333
2019-12-09,333
2019-12-10,333
2019-12-11,328
2019-12-12,328
2019-12-13,328
2019-12-14,328
2019-12-15,328
2019-12-16,328
2019-12-17,328
2019-12-18,328
2019-12-19,333
2019-12-20,333
2019-12-21,333
2019-12-22,333
2019-12-23,329
2019-12-24,329
2019-12-25,329
2019-12-26,329
2019-12-27,329
2019-12-28,329
2019-12-29,329
2019-12-30,333
2019-12-31,333
2020-01-01,333
2020-01-02,332
2020-01-03,332
2020-01-04,332
2020-01-05,332
2020-01-06,332
2020-01-07,332
2020-01-08,332
2020-01-09,332
2020-01-10,332
2020-01-11,333
2020-01-12,333
2020-01-13,333
2020-01-14,333
2020-01-15,331
2020-01-16,331
2020-01-17,331
2020-01-18,322
2020-01-19,322
2020-01-20,334
2020-01-21,334
2020-01-22,333
2020-01-23,333
2020-01-24,328
2020-01-25,328
2020-01-26,328
2020-01-27,333
2020-01-28,333
2020-01-29,333
2020-01-30,332
2020-01-31,332
2020-02-01,332
2020-02-02,333
2020-02-03,333
2020-02-04,333
2020-02-05,333
2020-02-06,339
2020-02-07,339
2020-02-08,339
2020-02-09,339
2020-02-10,330
2020-02-11,330
2020-02-12,330
2020-02-13,323
2020-02-14,323
2020-02-15,323
2020-02-16,319
2020-02-17,319
2020-02-18,306
2020-02-19,306
2020-02-20,307
2020-02-21,307
2020-02-22,307
2020-02-23,314
2020-02-24,314
2020-02-25,314
2020-02-26,322
2020-02-27,322
2020-02-28,324
2020-02-29,324
2020-03-01,324
2020-03-02,326
2020-03-03,326
2020-03-04,326
2020-03-05,328
2020-03-06,328
2020-03-07,328
2020-03-08,321
2020-03-09,321
2020-03-10,323
2020-03-11,323
2020-03-12,330
2020-03-13,330
2020-03-14,330
2020-03-15,341
2020-03-16,341
2020-03-17,331
2020-03-18,331
2020-03-19,322
2020-03-20,322
2020-03-21,322
2020-03-22,322
2020-03-23,333
2020-03-24,333
2020-03-25,330
2020-03-26,331
2020-03-27,331
2020-03-28,328
2020-03-29,326
2020-03-30,326
2020-03-31,329
2020-04-01,329
2020-04-02,335
2020-04-03,335
2020-04-04,335
2020-04-05,335
2020-04-06,337
2020-04-07,327
2020-04-08,334
2020-04-09,334
2020-04-10,338
2020-04-11,341
2020-04-12,341
2020-04-13,336
2020-04-14,344
2020-04-15,339
2020-04-16,339
2020-04-17,341
2020-04-18,344
2020-04-19,349
2020-04-20,340
2020-04-21,337
2020-04-22,344
2020-04-23,344
2020-04-24,343
2020-04-25,335
2020-04-26,333
2020-04-27,344
2020-04-28,344
2020-04-29,351
2020-04-30,339
2020-05-01,339
2020-05-02,338
2020-05-03,334
2020-05-04,334
2020-05-05,331
2020-05-06,333
2020-05-07,333
2020-05-08,339
2020-05-09,334
2020-05-10,333
2020-05-11,333
2020-05-12,341
2020-05-13,340
