date_obj,Armadyl%20chaps price
2016-03-10,65320
2016-03-11,64743
2016-03-12,64272
2016-03-13,63606
2016-03-14,61945
2016-03-15,62285
2016-03-16,63747
2016-03-17,65571
2016-03-18,67185
2016-03-19,68459
2016-03-20,69975
2016-03-21,71521
2016-03-22,74269
2016-03-23,77687
2016-03-24,81302
2016-03-25,84010
2016-03-26,86197
2016-03-27,87511
2016-03-28,88192
2016-03-29,88362
2016-03-30,88473
2016-03-31,87084
2016-04-01,84817
2016-04-02,84168
2016-04-03,86597
2016-04-04,90241
2016-04-05,91543
2016-04-06,93158
2016-04-07,93810
2016-04-08,94747
2016-04-09,92502
2016-04-10,91940
2016-04-11,91311
2016-04-12,90707
2016-04-13,90729
2016-04-14,89880
2016-04-15,89498
2016-04-16,89801
2016-04-17,88580
2016-04-18,87816
2016-04-19,88169
2016-04-20,87831
2016-04-21,87707
2016-04-22,87103
2016-04-23,85440
2016-04-24,85570
2016-04-25,84502
2016-04-26,83649
2016-04-27,84330
2016-04-28,84812
2016-04-29,82060
2016-04-30,80584
2016-05-01,79905
2016-05-02,79456
2016-05-03,78339
2016-05-04,78566
2016-05-05,79354
2016-05-06,80675
2016-05-07,79337
2016-05-08,77819
2016-05-09,76207
2016-05-10,76388
2016-05-11,76552
2016-05-12,74479
2016-05-13,73807
2016-05-14,73618
2016-05-15,73959
2016-05-16,71922
2016-05-17,70291
2016-05-18,69461
2016-05-19,68557
2016-05-22,65391
2016-05-23,65305
2016-05-24,67101
2016-05-25,68744
2016-05-26,71435
2016-05-27,73731
2016-05-28,75173
2016-05-29,75019
2016-05-30,76424
2016-05-31,77043
2016-06-01,77405
2016-06-02,77773
2016-06-03,78441
2016-06-04,78331
2016-06-05,79631
2016-06-06,79449
2016-06-07,78807
2016-06-08,77878
2016-06-09,78810
2016-06-10,80409
2016-06-11,82678
2016-06-12,85655
2016-06-13,89411
2016-06-14,93882
2016-06-15,98296
2016-06-16,102156
2016-06-17,98232
2016-06-18,95665
2016-06-19,93714
2016-06-20,93522
2016-06-21,96674
2016-06-22,98720
2016-06-23,102694
2016-06-24,105675
2016-06-25,108256
2016-06-26,108747
2016-06-27,107393
2016-06-28,104584
2016-06-29,101571
2016-06-30,100455
2016-07-01,98277
2016-07-02,96742
2016-07-03,96466
2016-07-04,95878
2016-07-05,95374
2016-07-06,94663
2016-07-07,94158
2016-07-08,92353
2016-07-09,90701
2016-07-10,88205
2016-07-11,85319
2016-07-12,82309
2016-07-13,80034
2016-07-14,80723
2016-07-15,81664
2016-07-16,81494
2016-07-17,82017
2016-07-18,83032
2016-07-23,79173
2016-07-24,78272
2016-07-25,77712
2016-07-26,78587
2016-07-27,80037
2016-07-28,81124
2016-07-29,84473
2016-07-30,86174
2016-07-31,86797
2016-08-01,88018
2016-08-02,89146
2016-08-03,89977
2016-08-04,90938
2016-08-05,90491
2016-08-06,89321
2016-08-07,88272
2016-08-08,86967
2016-08-09,88495
2016-08-10,89876
2016-08-11,89166
2016-08-12,89336
2016-08-13,87086
2016-08-14,87199
2016-08-15,87972
2016-08-16,87518
2016-08-17,85155
2016-08-18,83480
2016-08-19,81465
2016-08-20,79185
2016-08-21,77728
2016-08-22,76405
2016-08-23,74624
2016-08-24,74410
2016-08-25,74309
2016-08-26,74449
2016-08-28,74051
2016-08-31,76304
2016-09-01,76503
2016-09-02,75993
2016-09-03,75505
2016-09-04,74916
2016-09-05,74333
2016-09-06,71646
2016-09-07,71112
2016-09-08,69272
2016-09-09,68920
2016-09-10,68905
2016-09-11,69642
2016-09-12,69431
2016-09-13,66467
2016-09-14,65139
2016-09-15,63662
2016-09-16,63301
2016-09-17,64694
2016-09-18,65528
2016-09-19,66499
2016-09-20,66509
2016-09-21,66610
2016-09-22,66129
2016-09-23,63084
2016-09-24,60630
2016-09-25,58493
2016-09-26,55875
2016-09-27,55182
2016-09-28,55744
2016-09-29,55868
2016-09-30,56547
2016-10-01,56539
2016-10-02,57898
2016-10-03,58687
2016-10-04,59592
2016-10-05,60678
2016-10-06,61774
2016-10-07,63486
2016-10-08,65544
2016-10-09,67456
2016-10-10,69530
2016-10-11,70596
2016-10-12,71405
2016-10-13,71322
2016-10-14,73375
2016-10-15,74287
2016-10-16,76600
2016-10-17,79637
2016-10-18,81767
2016-10-19,83240
2016-10-20,85472
2016-10-21,87589
2016-10-22,88715
2016-10-23,86513
2016-10-24,82881
2016-10-25,79794
2016-10-26,77823
2016-10-27,74775
2016-10-28,73378
2016-10-29,71250
2016-10-30,70354
2016-10-31,70121
2016-11-01,69659
2016-11-02,69835
2016-11-03,69791
2016-11-04,70275
2016-11-05,69545
2016-11-06,69575
2016-11-07,70933
2016-11-08,73379
2016-11-09,75715
2016-11-10,78144
2016-11-11,80008
2016-11-12,81638
2016-11-13,83987
2016-11-14,86245
2016-11-15,87234
2016-12-07,72728
2016-12-08,74873
2016-12-09,76304
2016-12-10,77363
2016-12-11,75921
2016-12-12,75002
2016-12-13,73895
2016-12-14,75423
2016-12-15,76739
2016-12-16,77685
2016-12-17,80127
2016-12-18,84018
2016-12-19,86199
2016-12-20,86929
2016-12-21,90069
2016-12-22,93945
2016-12-23,96756
2016-12-24,98382
2016-12-25,101214
2016-12-26,104088
2016-12-27,106424
2016-12-28,110285
2016-12-29,114571
2016-12-30,115640
2016-12-31,114534
2017-01-01,114239
2017-01-02,112430
2017-01-03,111787
2017-01-04,110189
2017-01-05,108128
2017-01-06,106584
2017-01-07,105555
2017-01-08,102357
2017-01-09,98395
2017-01-10,96008
2017-01-11,93763
2017-01-12,93935
2017-01-13,94780
2017-01-14,92338
2017-01-15,89019
2017-01-16,85953
2017-01-17,82495
2017-01-18,81442
2017-01-19,79621
2017-01-20,77141
2017-01-21,75304
2017-01-22,75192
2017-01-23,73449
2017-01-27,77402
2017-01-28,76338
2017-01-29,76133
2017-01-30,76183
2017-01-31,76438
2017-02-01,76324
2017-02-02,74833
2017-02-03,73294
2017-02-04,71489
2017-02-05,71604
2017-02-06,73349
2017-02-07,75145
2017-02-08,77067
2017-02-09,79606
2017-02-10,81917
2017-02-11,83854
2017-02-12,85991
2017-02-13,89240
2017-02-14,91655
2017-02-15,93822
2017-02-16,95118
2017-02-18,99009
2017-02-19,100027
2017-02-20,100847
2017-02-21,100685
2017-02-22,101380
2017-02-23,103225
2017-02-24,100949
2017-02-25,98020
2017-02-26,97023
2017-02-27,96445
2017-02-28,96154
2017-03-01,96798
2017-03-02,96948
2017-03-03,96112
2017-03-04,94913
2017-03-05,96661
2017-03-06,98489
2017-03-07,101776
2017-03-08,102422
2017-03-09,102210
2017-03-10,102422
2017-03-11,102117
2017-03-12,101119
2017-03-13,101324
2017-03-14,99309
2017-03-15,99320
2017-03-16,99849
2017-03-17,100081
2017-03-18,101328
2017-03-19,101002
2017-03-20,100056
2017-03-21,99859
2017-03-22,100361
2017-03-23,101214
2017-03-24,101110
2017-03-25,101200
2017-03-26,100577
2017-03-27,99872
2017-03-28,100893
2017-03-29,102171
2017-03-30,102768
2017-03-31,104805
2017-04-01,106826
2017-04-02,108813
2017-04-03,108711
2017-04-04,109170
2017-04-05,109088
2017-04-12,114272
2017-04-13,115906
2017-04-14,113796
2017-04-15,112142
2017-04-16,110436
2017-04-17,109623
2017-04-18,110180
2017-04-19,109805
2017-04-20,109940
2017-04-21,108925
2017-04-22,108018
2017-04-23,107168
2017-04-24,109384
2017-04-25,109810
2017-04-26,108314
2017-04-27,107233
2017-04-28,106917
2017-04-29,107388
2017-04-30,106530
2017-05-01,106058
2017-05-02,107487
2017-05-03,107343
2017-05-04,108680
2017-05-05,109989
2017-05-06,111465
2017-05-07,110277
2017-05-08,110111
2017-05-09,111579
2017-05-10,110140
2017-05-11,110356
2017-05-12,111588
2017-05-13,113007
2017-05-14,113085
2017-05-15,114670
2017-05-16,112427
2017-05-17,112599
2017-05-18,111490
2017-05-19,110514
2017-05-20,108961
2017-05-21,106775
2017-05-22,107250
2017-05-23,106042
2017-05-24,106596
2017-05-25,107064
2017-05-26,109304
2017-05-27,111591
2017-05-28,114653
2017-05-29,118863
2017-05-30,123708
2017-05-31,127341
2017-06-01,129255
2017-06-02,133942
2017-06-03,137864
2017-06-04,142118
2017-06-05,146132
2017-06-06,153067
2017-06-07,160462
2017-06-08,165017
2017-06-09,168102
2017-06-10,171505
2017-06-11,174384
2017-06-12,177110
2017-06-13,177475
2017-06-14,174075
2017-06-15,167035
2017-06-16,165960
2017-06-17,160358
2017-06-18,160596
2017-06-19,162995
2017-06-20,161192
2017-06-21,160783
2017-06-22,160095
2017-06-23,161799
2017-06-24,162147
2017-06-25,160732
2017-06-26,159447
2017-06-27,159985
2017-06-28,161546
2017-06-29,162247
2017-06-30,163155
2017-07-01,160829
2017-07-02,161789
2017-07-03,160978
2017-07-04,161109
2017-07-05,161164
2017-07-06,163724
2017-07-07,164449
2017-07-08,165184
2017-07-09,165379
2017-07-13,163625
2017-07-14,164963
2017-07-15,162014
2017-07-16,158833
2017-07-17,160403
2017-07-18,160375
2017-07-19,160053
2017-07-20,162469
2017-07-21,164262
2017-07-22,165005
2017-07-23,164872
2017-07-24,163918
2017-07-25,163065
2017-07-26,164601
2017-07-27,164296
2017-07-28,165487
2017-07-29,167353
2017-07-30,164783
2017-07-31,163310
2017-08-01,166455
2017-08-02,170173
2017-08-03,170771
2017-08-04,169322
2017-08-05,168942
2017-08-06,167183
2017-08-07,167628
2017-08-08,168395
2017-08-09,169316
2017-08-10,171251
2017-08-11,168549
2017-08-12,168968
2017-08-13,168118
2017-08-14,166769
2017-08-15,167091
2017-08-16,167223
2017-08-17,165773
2017-08-18,166552
2017-08-19,165539
2017-08-20,165163
2017-08-21,165185
2017-08-22,165155
2017-08-23,166563
2017-08-24,166793
2017-08-25,164990
2017-08-26,166153
2017-08-27,167172
2017-08-28,168565
2017-08-29,170544
2017-08-30,166976
2017-08-31,168366
2017-09-01,168103
2017-09-02,168998
2017-09-03,171535
2017-09-04,174136
2017-09-05,176381
2017-09-06,178697
2017-09-07,181115
2017-09-08,179734
2017-09-09,176950
2017-09-10,177052
2017-09-11,177498
2017-09-12,177752
2017-09-13,178571
2017-09-14,177451
2017-09-15,175453
2017-09-16,176985
2017-09-17,177071
2017-09-18,172844
2017-09-19,170439
2017-09-20,172178
2017-09-22,167791
2017-09-23,169957
2017-09-24,167634
2017-09-25,169015
2017-09-26,169631
2017-09-27,169933
2017-09-28,171667
2017-09-29,175915
2017-09-30,182465
2017-10-01,186705
2017-10-02,186605
2017-10-03,187667
2017-10-04,190123
2017-10-05,191056
2017-10-06,189686
2017-10-07,188593
2017-10-08,187450
2017-10-09,187567
2017-10-10,189576
2017-10-11,185939
2017-10-12,188010
2017-10-13,188907
2017-10-14,189875
2017-10-15,191195
2017-10-16,189027
2017-10-17,190369
2017-10-18,189504
2017-10-19,187736
2017-10-20,185339
2017-10-21,184413
2017-10-22,185945
2017-10-23,187641
2017-10-24,187222
2017-10-25,187950
2017-10-26,191187
2017-10-27,195372
2017-10-28,197256
2017-10-29,193778
2017-10-30,192960
2017-10-31,192068
2017-11-01,192427
2017-11-02,192352
2017-11-03,190726
2017-11-04,189790
2017-11-05,192724
2017-11-06,190796
2017-11-07,187730
2017-11-08,187633
2017-11-09,186212
2017-11-10,183950
2017-11-11,180553
2017-11-12,179700
2017-11-13,175828
2017-11-14,173108
2017-11-15,173762
2017-11-16,174481
2017-11-17,172954
2017-11-18,173227
2017-11-19,170807
2017-11-20,169560
2017-11-21,165139
2017-11-22,164492
2017-11-23,163176
2017-11-24,162839
2017-11-25,161265
2017-11-26,154218
2017-11-27,150978
2017-11-28,153933
2017-11-29,153974
2017-11-30,150123
2017-12-01,152632
2017-12-02,153034
2017-12-03,153038
2017-12-04,152922
2017-12-05,154039
2017-12-06,153389
2017-12-07,150679
2017-12-08,152148
2017-12-09,151155
2017-12-10,149550
2017-12-11,152996
2017-12-12,151761
2017-12-13,157190
2017-12-14,158980
2017-12-15,160593
2017-12-16,163596
2017-12-17,162263
2017-12-18,164938
2017-12-19,160052
2017-12-20,159284
2017-12-21,161493
2017-12-22,157008
2017-12-23,155189
2017-12-24,153189
2017-12-25,152779
2017-12-26,155610
2017-12-27,157441
2017-12-28,159054
2017-12-29,158747
2017-12-30,159307
2017-12-31,160275
2018-01-01,162734
2018-01-02,160536
2018-01-03,158851
2018-01-04,156367
2018-01-05,157657
2018-01-06,158649
2018-01-07,160425
2018-01-08,158937
2018-01-09,160537
2018-01-10,159434
2018-01-11,164013
2018-01-12,165923
2018-01-13,165476
2018-01-14,165069
2018-01-15,164920
2018-01-16,165380
2018-01-17,166090
2018-01-18,165601
2018-01-19,165922
2018-01-20,165451
2018-01-21,167461
2018-01-22,169777
2018-01-23,167209
2018-01-24,167811
2018-01-25,167776
2018-01-26,168022
2018-01-27,168181
2018-01-28,168017
2018-01-29,168165
2018-01-30,168802
2018-01-31,169347
2018-02-01,170846
2018-02-02,169303
2018-02-03,171768
2018-02-04,171039
2018-02-05,172617
2018-02-06,174349
2018-02-07,174911
2018-02-08,171094
2018-02-09,170366
2018-02-10,170397
2018-02-11,170846
2018-02-12,171826
2018-02-13,171736
2018-02-14,170486
2018-02-15,172335
2018-02-16,172826
2018-02-17,173891
2018-02-18,176861
2018-02-19,177497
2018-02-20,173579
2018-02-21,173309
2018-02-22,176776
2018-02-23,183384
2018-02-24,184420
2018-02-25,186797
2018-02-26,188234
2018-02-27,188454
2018-02-28,187627
2018-03-01,188945
2018-03-02,191981
2018-03-03,195371
2018-03-04,195261
2018-03-05,194182
2018-03-06,194303
2018-03-07,196660
2018-03-08,199868
2018-03-09,202915
2018-03-10,202092
2018-03-11,201537
2018-03-12,204706
2018-03-13,208859
2018-03-14,212265
2018-03-15,213615
2018-03-16,213912
2018-03-17,214140
2018-03-18,206724
2018-03-20,203645
2018-03-22,203104
2018-03-23,201862
2018-03-24,203495
2018-03-25,202884
2018-03-26,201925
2018-03-27,201035
2018-03-28,203300
2018-03-29,204903
2018-03-30,206285
2018-03-31,209083
2018-04-01,210466
2018-04-02,213589
2018-04-03,215441
2018-04-04,216837
2018-04-05,217568
2018-04-06,215367
2018-04-07,215020
2018-04-08,217283
2018-04-09,218729
2018-04-10,220303
2018-04-11,222554
2018-04-12,218861
2018-04-13,216786
2018-04-14,218915
2018-04-15,219067
2018-04-16,218106
2018-04-17,226952
2018-04-18,230022
2018-04-19,231067
2018-04-20,234947
2018-04-21,227025
2018-04-22,219361
2018-04-23,223686
2018-04-24,224734
2018-04-25,227424
2018-04-26,229193
2018-04-27,235212
2018-04-28,235062
2018-04-29,235514
2018-04-30,237634
2018-05-01,236215
2018-05-02,236354
2018-05-03,232386
2018-05-04,233593
2018-05-05,236850
2018-05-06,236922
2018-05-07,233612
2018-05-08,230423
2018-05-09,224583
2018-05-10,220112
2018-05-11,215334
2018-05-12,215538
2018-05-13,210668
2018-05-14,210602
2018-05-15,209137
2018-05-16,209129
2018-05-17,207740
2018-05-18,215133
2018-05-19,221353
2018-05-20,225290
2018-05-21,230584
2018-05-22,238878
2018-05-23,245342
2018-05-24,248801
2018-05-25,249532
2018-05-26,249106
2018-05-27,250575
2018-05-28,249992
2018-05-29,256994
2018-05-30,262340
2018-05-31,262708
2018-06-01,265595
2018-06-02,270574
2018-06-03,272409
2018-06-04,273459
2018-06-05,271681
2018-06-06,267673
2018-06-07,256194
2018-06-08,246321
2018-06-09,237085
2018-06-10,228889
2018-06-11,225329
2018-06-12,222804
2018-06-13,214950
2018-06-14,207934
2018-06-15,200909
2018-06-16,197386
2018-06-17,196603
2018-06-18,191079
2018-06-19,193353
2018-06-20,194607
2018-06-21,194791
2018-06-22,191497
2018-06-23,185985
2018-06-24,183388
2018-06-25,181673
2018-06-26,181010
2018-06-27,181714
2018-06-28,183262
2018-06-29,186411
2018-06-30,187033
2018-07-01,189316
2018-07-02,189310
2018-07-03,190953
2018-07-04,191504
2018-07-05,199740
2018-07-06,201934
2018-07-07,202349
2018-07-08,202945
2018-07-09,199530
2018-07-10,201685
2018-07-11,204942
2018-07-12,207540
2018-07-13,207724
2018-07-14,204699
2018-07-15,204907
2018-07-16,206878
2018-07-17,212137
2018-07-18,219219
2018-07-19,226667
2018-07-20,225076
2018-07-21,225120
2018-07-22,230303
2018-07-23,234165
2018-07-24,235243
2018-07-25,236929
2018-07-26,232571
2018-07-27,229876
2018-07-28,228536
2018-07-29,228350
2018-07-30,229512
2018-07-31,229192
2018-08-01,227452
2018-08-02,227524
2018-08-03,226938
2018-08-04,223335
2018-08-05,219345
2018-08-06,216672
2018-08-07,216422
2018-08-08,212686
2018-08-09,209671
2018-08-10,208962
2018-08-11,209158
2018-08-12,209743
2018-08-14,210598
2018-08-16,209007
2018-08-17,211889
2018-08-18,209220
2018-08-19,209149
2018-08-20,205159
2018-08-21,199994
2018-08-22,198426
2018-08-23,197804
2018-08-24,196470
2018-08-25,191567
2018-08-26,185581
2018-08-27,181873
2018-08-28,184033
2018-08-29,189765
2018-08-30,195086
2018-08-31,199827
2018-09-01,203465
2018-09-02,202136
2018-09-03,203020
2018-09-04,205398
2018-09-05,205776
2018-09-06,206958
2018-09-07,205074
2018-09-08,199985
2018-09-09,198632
2018-09-10,204107
2018-09-11,213615
2018-09-12,217988
2018-09-13,221244
2018-09-14,225409
2018-09-15,224022
2018-09-16,228320
2018-09-17,231041
2018-09-18,233164
2018-09-19,231890
2018-09-20,234336
2018-09-21,227236
2018-09-22,227496
2018-09-23,227116
2018-09-24,228596
2018-09-25,230295
2018-09-26,236409
2018-09-27,240067
2018-09-28,243557
2018-09-29,244792
2018-09-30,246658
2018-10-01,249608
2018-10-02,245932
2018-10-03,245445
2018-10-04,242025
2018-10-05,242223
2018-10-06,246828
2018-10-07,253147
2018-10-08,256797
2018-10-09,259121
2018-10-10,260939
2018-10-11,259235
2018-10-12,260189
2018-10-13,258438
2018-10-14,258302
2018-10-15,258485
2018-10-16,258722
2018-10-17,257984
2018-10-18,261014
2018-10-19,259983
2018-10-20,262778
2018-10-21,263144
2018-10-22,263956
2018-10-23,262369
2018-10-24,265659
2018-10-25,266271
2018-10-26,270002
2018-10-27,266921
2018-10-28,269187
2018-10-29,276259
2018-10-30,272286
2018-10-31,267970
2018-11-01,265411
2018-11-03,259260
2018-11-04,258721
2018-11-05,266311
2018-11-06,276009
2018-11-07,284662
2018-11-08,289550
2018-11-09,288515
2018-11-10,292003
2018-11-11,297368
2018-11-12,307682
2018-11-13,317941
2018-11-14,321104
2018-11-15,327732
2018-11-16,334422
2018-11-17,339092
2018-11-18,339935
2018-11-19,342809
2018-11-20,349774
2018-11-21,355325
2018-11-22,356514
2018-11-23,367356
2018-11-24,375312
2018-11-25,385480
2018-11-26,383519
2018-11-27,382459
2018-11-28,371393
2018-11-29,369667
2018-12-01,379190
2018-12-02,388950
2018-12-03,391402
2018-12-04,399177
2018-12-05,400211
2018-12-07,391894
2018-12-09,392155
2018-12-10,384753
2018-12-11,383899
2018-12-12,379607
2018-12-13,376885
2018-12-14,368087
2018-12-15,376807
2018-12-16,375489
2018-12-17,376893
2018-12-18,385218
2018-12-19,381934
2018-12-20,384830
2018-12-21,391960
2018-12-22,399033
2018-12-23,396681
2018-12-24,405102
2018-12-25,414738
2018-12-26,415862
2018-12-27,416573
2018-12-28,421310
2018-12-29,425005
2018-12-30,412470
2018-12-31,408698
2019-01-01,405952
2019-01-02,406752
2019-01-03,403056
2019-01-04,398586
2019-01-05,395079
2019-01-06,389419
2019-01-08,386329
2019-01-10,378269
2019-01-11,388124
2019-01-12,395572
2019-01-13,413550
2019-01-14,433903
2019-01-15,455492
2019-01-16,470563
2019-01-17,481350
2019-01-18,488350
2019-01-19,475454
2019-01-20,467078
2019-01-21,462665
2019-01-22,466227
2019-01-23,466660
2019-01-24,471138
2019-01-25,477902
2019-01-26,474399
2019-01-27,482980
2019-01-28,483146
2019-01-29,488188
2019-01-30,493356
2019-01-31,509661
2019-02-01,526384
2019-02-02,544494
2019-02-03,537663
2019-02-04,539036
2019-02-05,540552
2019-02-06,551685
2019-02-07,552493
2019-02-08,554117
2019-02-09,563834
2019-02-10,563493
2019-02-11,547782
2019-02-12,537682
2019-02-13,522455
2019-02-14,520079
2019-02-15,503812
2019-02-16,500739
2019-02-17,496624
2019-02-18,492631
2019-02-19,476255
2019-02-20,465495
2019-02-21,447862
2019-02-22,437894
2019-02-23,425135
2019-02-24,420612
2019-02-25,411693
2019-02-26,411223
2019-02-27,405803
2019-02-28,398262
2019-03-01,399117
2019-03-02,397053
2019-03-03,402339
2019-03-04,407518
2019-03-05,406331
2019-03-06,405624
2019-03-07,408212
2019-03-08,414273
2019-03-09,424439
2019-03-10,439200
2019-03-11,458516
2019-03-12,468305
2019-03-13,469278
2019-03-14,480185
2019-03-15,477663
2019-03-16,472588
2019-03-17,469284
2019-03-18,463453
2019-03-19,459684
2019-03-20,453980
