date_obj,Armadyl%20robe%20legs price
2019-03-23,81943
2019-03-24,83213
2019-03-25,84232
2019-03-26,84612
2019-03-27,84612
2019-03-28,84651
2019-03-29,83025
2019-03-30,83025
2019-03-31,83092
2019-04-01,83745
2019-04-02,81997
2019-04-03,81709
2019-04-04,81850
2019-04-05,82080
2019-04-06,82080
2019-04-07,81963
2019-04-08,81804
2019-04-09,83682
2019-04-10,84907
2019-04-11,85279
2019-04-12,84396
2019-04-13,82834
2019-04-14,79808
2019-04-15,76225
2019-04-16,72413
2019-04-17,68853
2019-04-18,66651
2019-04-19,65810
2019-04-20,63933
2019-04-21,63933
2019-04-22,62337
2019-04-23,61626
2019-04-24,58763
2019-04-25,59811
2019-04-26,60695
2019-04-27,62152
2019-04-28,63702
2019-04-29,64425
2019-04-30,63668
2019-05-01,63668
2019-05-02,63870
2019-05-03,64600
2019-05-04,65791
2019-05-05,68147
2019-05-06,69222
2019-05-07,70075
2019-05-08,71634
2019-05-09,71880
2019-05-10,72454
2019-05-11,73585
2019-05-12,75568
2019-05-13,77075
2019-05-14,78389
2019-05-15,79849
2019-05-16,83370
2019-05-17,85165
2019-05-18,86311
2019-05-19,88140
2019-05-20,90169
2019-05-21,91779
2019-05-22,91499
2019-05-23,93796
2019-05-24,96449
2019-05-25,98739
2019-05-26,101126
2019-05-27,102325
2019-05-28,104135
2019-05-29,106935
2019-05-30,109676
2019-05-31,112568
2019-06-01,113788
2019-06-02,115916
2019-06-03,117766
2019-06-04,120079
2019-06-05,119387
2019-06-06,119736
2019-06-07,118886
2019-06-08,119801
2019-06-09,117368
2019-06-10,117368
2019-06-11,117100
2019-06-12,113578
2019-06-13,111489
2019-06-14,111280
2019-06-15,110991
2019-06-16,109211
2019-06-17,104257
2019-06-18,104257
2019-06-19,100869
2019-06-20,99472
2019-06-21,98623
2019-06-22,98623
2019-06-23,97311
2019-06-24,93240
2019-06-25,90255
2019-06-26,88809
2019-06-27,85951
2019-06-28,85951
2019-06-29,82738
2019-06-30,80296
2019-07-01,80296
2019-07-02,78574
2019-07-03,77901
2019-07-04,77901
2019-07-05,78319
2019-07-06,77168
2019-07-07,76413
2019-07-08,76156
2019-07-09,74179
2019-07-10,71272
2019-07-11,71272
2019-07-12,71097
2019-07-13,71097
2019-07-14,69181
2019-07-15,69181
2019-07-16,68647
2019-07-17,68518
2019-07-18,68518
2019-07-19,68609
2019-07-20,69496
2019-07-21,70427
2019-07-22,70800
2019-07-23,70310
2019-07-24,70310
2019-07-25,70613
2019-07-26,71577
2019-07-27,73111
2019-07-28,73786
2019-07-29,73026
2019-07-30,73619
2019-07-31,73872
2019-08-01,73872
2019-08-02,70471
2019-08-03,67970
2019-08-04,67661
2019-08-05,66630
2019-08-06,66630
2019-08-07,66513
2019-08-08,66513
2019-08-09,66548
2019-08-10,65801
2019-08-11,65801
2019-08-12,66070
2019-08-13,66070
2019-08-14,66123
2019-08-15,66647
2019-08-16,68500
2019-08-17,68500
2019-08-18,69930
2019-08-19,69057
2019-08-20,69247
2019-08-21,69247
2019-08-22,69120
2019-08-23,69120
2019-08-24,70303
2019-08-24,70303
2019-08-25,70303
2019-08-25,70303
2019-08-26,71165
2019-08-27,71165
2019-08-27,71165
2019-08-28,72348
2019-08-29,73070
2019-08-30,72463
2019-08-31,72463
2019-09-01,71831
2019-09-02,71831
2019-09-03,70805
2019-09-04,67819
2019-09-05,67819
2019-09-06,67121
2019-09-07,65985
2019-09-08,66539
2019-09-09,66539
2019-09-10,66908
2019-09-11,69043
2019-09-12,69043
2019-09-13,68918
2019-09-14,67790
2019-09-15,67534
2019-09-16,66945
2019-09-17,67871
2019-09-18,66648
2019-09-19,66648
2019-09-20,68219
2019-09-21,68299
2019-09-22,67522
2019-09-23,67255
2019-09-24,67255
2019-09-25,66748
2019-09-26,66470
2019-09-27,66470
2019-09-28,66772
2019-09-29,66772
2019-09-30,66692
2019-10-01,66419
2019-10-02,66419
2019-10-03,64915
2019-10-04,64915
2019-10-05,63226
2019-10-06,61737
2019-10-07,59044
2019-10-08,56358
2019-10-09,56358
2019-10-10,55387
2019-10-11,55387
2019-10-12,56141
2019-10-13,56961
2019-10-14,57508
2019-10-15,58259
2019-10-16,58545
2019-10-17,58545
2019-10-18,58820
2019-10-19,60063
2019-10-20,61700
2019-10-21,61700
2019-10-22,63022
2019-10-23,64521
2019-10-24,64521
2019-10-25,66279
2019-10-26,65675
2019-10-27,66016
2019-10-28,66067
2019-10-29,66067
2019-10-30,65563
2019-10-31,66228
2019-11-01,66017
2019-11-02,65932
2019-11-03,66408
2019-11-04,65706
2019-11-05,65706
2019-11-06,65994
2019-11-07,66925
2019-11-08,66876
2019-11-09,67285
2019-11-10,66692
2019-11-11,66192
2019-11-12,66192
2019-11-13,65006
2019-11-14,64647
2019-11-15,65636
2019-11-16,65876
2019-11-17,65876
2019-11-18,66455
2019-11-19,66455
2019-11-20,65749
2019-11-21,65749
2019-11-22,64665
2019-11-23,63979
2019-11-24,62947
2019-11-25,62947
2019-11-26,63744
2019-11-27,63744
2019-11-28,64280
2019-11-29,64280
2019-11-30,64370
2019-12-01,64528
2019-12-02,64528
2019-12-03,63210
2019-12-04,61884
2019-12-05,61884
2019-12-06,62012
2019-12-07,64069
2019-12-08,64069
2019-12-09,65445
2019-12-10,68293
2019-12-11,70112
2019-12-12,70112
2019-12-13,71830
2019-12-14,74102
2019-12-15,76308
2019-12-16,79278
2019-12-17,82217
2019-12-18,82217
2019-12-19,85032
2019-12-20,89029
2019-12-21,92047
2019-12-22,96064
2019-12-23,96064
2019-12-24,100868
2019-12-25,104843
2019-12-26,104843
2019-12-27,106550
2019-12-28,107775
2019-12-29,107775
2019-12-30,108758
2019-12-31,109447
2020-01-01,110619
2020-01-02,111327
2020-01-03,107745
2020-01-04,110929
2020-01-05,111845
2020-01-06,112110
2020-01-07,112488
2020-01-08,112488
2020-01-09,112829
2020-01-10,109182
2020-01-11,104551
2020-01-12,99667
2020-01-13,99667
2020-01-14,97517
2020-01-15,97031
2020-01-16,94287
2020-01-17,94136
2020-01-18,94356
2020-01-19,91684
2020-01-20,90669
2020-01-21,90669
2020-01-22,88840
2020-01-23,87848
2020-01-24,87680
2020-01-25,87196
2020-01-26,86449
2020-01-27,87661
2020-01-28,91864
2020-01-29,92244
2020-01-30,91416
2020-01-31,89932
2020-02-01,87423
2020-02-02,86584
2020-02-03,85130
2020-02-04,85397
2020-02-05,85341
2020-02-06,85267
2020-02-07,87911
2020-02-08,90298
2020-02-09,93193
2020-02-10,95083
2020-02-11,95392
2020-02-12,96461
2020-02-13,96461
2020-02-14,96414
2020-02-15,99276
2020-02-16,99397
2020-02-17,96481
2020-02-18,93841
2020-02-19,92684
2020-02-20,92398
2020-02-21,92398
2020-02-22,90799
2020-02-23,91821
2020-02-24,92164
2020-02-25,92036
2020-02-26,92059
2020-02-27,90576
2020-02-28,90713
2020-02-29,90713
2020-03-01,88460
2020-03-02,86257
2020-03-03,84876
2020-03-04,84876
2020-03-05,84781
2020-03-06,82438
2020-03-07,80980
2020-03-08,82379
2020-03-09,83735
2020-03-10,85765
2020-03-11,87320
2020-03-12,87979
2020-03-13,88231
2020-03-14,90925
2020-03-15,92860
2020-03-16,94463
2020-03-17,96101
2020-03-18,97263
2020-03-19,96582
2020-03-20,94251
2020-03-21,92667
2020-03-22,89969
2020-03-23,88463
2020-03-24,86646
2020-03-25,87255
2020-03-26,86388
2020-03-27,85452
2020-03-28,85080
2020-03-29,86150
2020-03-30,87209
2020-03-31,86572
2020-04-01,85673
2020-04-02,83182
2020-04-03,83182
2020-04-04,80091
2020-04-05,77655
2020-04-06,76505
2020-04-07,75718
2020-04-08,75995
2020-04-09,75120
2020-04-10,74466
2020-04-11,74348
2020-04-12,74460
2020-04-13,74682
2020-04-14,74978
2020-04-15,75314
2020-04-16,74951
2020-04-17,75333
2020-04-18,77578
2020-04-19,79213
2020-04-20,81165
2020-04-21,82462
2020-04-22,83172
2020-04-23,85339
2020-04-24,85780
2020-04-25,83862
2020-04-26,83979
2020-04-27,84231
2020-04-28,84907
2020-04-29,87229
2020-04-30,89348
2020-05-01,90380
2020-05-02,90427
2020-05-03,92946
2020-05-04,95094
2020-05-05,93587
2020-05-06,92253
2020-05-07,92191
2020-05-08,94029
2020-05-09,93701
2020-05-10,92960
2020-05-11,94460
2020-05-12,97245
2020-05-13,101115
