date_obj,Robe%20bottom%20of%20darkness price
2017-06-28,177162
2017-06-29,177162
2017-06-30,177162
2017-07-01,178611
2017-07-02,178611
2017-07-03,178611
2017-07-04,178611
2017-07-05,178611
2017-07-06,185413
2017-07-07,185413
2017-07-08,185413
2017-07-13,194399
2017-07-14,194399
2017-07-15,194399
2017-07-16,199456
2017-07-17,199456
2017-07-18,199456
2017-07-19,199456
2017-07-20,197123
2017-07-21,197123
2017-07-22,197123
2017-07-23,197123
2017-07-24,199178
2017-07-25,199178
2017-07-26,199178
2017-07-27,199178
2017-07-28,199178
2017-07-29,207303
2017-07-30,207303
2017-07-31,207303
2017-08-01,207303
2017-08-02,216156
2017-08-03,216156
2017-08-04,216156
2017-08-05,216156
2017-08-06,216156
2017-08-09,224086
2017-08-10,224086
2017-08-11,224086
2017-08-12,221766
2017-08-13,221766
2017-08-14,221766
2017-08-15,221766
2017-08-17,223985
2017-08-18,223985
2017-08-19,223985
2017-08-20,223985
2017-08-22,230463
2017-08-23,230463
2017-08-24,230463
2017-08-25,230463
2017-08-26,236827
2017-08-27,236827
2017-08-28,236827
2017-08-29,236827
2017-08-30,236827
2017-08-31,237989
2017-09-01,237989
2017-09-02,237989
2017-09-03,237989
2017-09-04,237989
2017-09-05,235927
2017-09-06,235927
2017-09-07,235927
2017-09-08,235927
2017-09-09,235927
2017-09-10,235709
2017-09-11,235709
2017-09-12,235709
2017-09-13,235709
2017-09-14,235709
2017-09-15,235709
2017-09-16,230510
2017-09-17,230510
2017-09-19,230510
2017-09-20,224306
2017-09-21,224306
2017-09-22,224306
2017-09-23,224306
2017-09-24,224306
2017-09-25,223391
2017-09-26,223391
2017-09-27,223391
2017-09-28,223391
2017-09-29,223391
2017-09-30,226174
2017-10-01,226174
2017-10-02,226174
2017-10-03,226174
2017-10-04,226174
2017-10-05,226174
2017-10-06,229544
2017-10-07,229544
2017-10-08,229544
2017-10-09,229544
2017-10-10,229544
2017-10-11,229544
2017-10-12,233144
2017-10-13,233144
2017-10-14,233144
2017-10-15,233144
2017-10-16,233144
2017-10-17,229874
2017-10-18,229874
2017-10-19,229874
2017-10-20,229874
2017-10-21,229874
2017-10-22,232614
2017-10-23,232614
2017-10-24,232614
2017-10-25,232614
2017-10-26,236831
2017-10-27,236831
2017-10-28,236831
2017-10-29,236831
2017-10-30,236831
2017-10-31,236905
2017-11-01,236905
2017-11-02,236905
2017-11-03,236905
2017-11-04,232901
2017-11-05,232901
2017-11-06,232901
2017-11-07,232901
2017-11-08,232901
2017-11-09,222874
2017-11-10,222874
2017-11-11,222874
2017-11-12,222874
2017-11-13,222874
2017-11-14,215004
2017-11-15,215004
2017-11-16,215004
2017-11-17,215004
2017-11-18,215004
2017-11-19,213063
2017-11-20,213063
2017-11-21,213063
2017-11-22,213063
2017-11-23,213063
2017-11-24,210184
2017-11-25,210184
2017-11-26,210184
2017-11-27,210184
2017-11-28,210184
2017-11-29,202061
2017-11-30,202061
2017-12-01,202061
2017-12-02,202061
2017-12-03,192993
2017-12-04,192993
2017-12-05,192993
2017-12-06,192993
2017-12-07,185807
2017-12-08,185807
2017-12-09,185807
2017-12-10,185807
2017-12-11,185295
2017-12-12,185295
2017-12-14,185295
2017-12-15,193019
2017-12-16,193019
2017-12-17,193019
2017-12-18,202324
2017-12-19,202324
2017-12-20,202324
2017-12-21,202324
2017-12-22,211978
2017-12-23,211978
2017-12-24,211978
2017-12-25,211978
2017-12-26,219464
2017-12-27,219464
2017-12-28,219464
2017-12-29,219464
2017-12-30,227411
2017-12-31,227411
2018-01-01,227411
2018-01-02,227411
2018-01-03,238782
2018-01-04,238782
2018-01-05,238782
2018-01-06,243948
2018-01-07,243948
2018-01-08,243948
2018-01-09,243948
2018-01-10,241383
2018-01-11,241383
2018-01-12,241383
2018-01-13,230886
2018-01-14,230886
2018-01-15,230886
2018-01-16,219980
2018-01-17,219980
2018-01-18,219980
2018-01-19,219980
2018-01-20,211817
2018-01-21,211817
2018-01-22,211817
2018-01-23,216126
2018-01-24,216126
2018-01-25,225074
2018-01-26,225074
2018-01-27,231558
2018-01-28,236784
2018-01-29,236784
2018-01-31,236800
2018-02-01,236800
2018-02-02,235628
2018-02-03,235628
2018-02-04,236806
2018-02-05,236806
2018-02-06,238316
2018-02-07,238316
2018-02-08,231110
2018-02-09,231110
2018-02-10,231879
2018-02-11,234338
2018-02-12,234338
2018-02-13,233757
2018-02-14,233757
2018-02-15,233757
2018-02-16,231650
2018-02-17,231650
2018-02-18,225615
2018-02-19,225615
2018-02-20,220526
2018-02-21,220526
2018-02-22,213483
2018-02-23,213483
2018-02-24,213483
2018-02-25,210346
2018-02-26,210346
2018-02-27,204368
2018-02-28,204368
2018-03-01,204368
2018-03-02,209113
2018-03-03,209113
2018-03-04,209113
2018-03-05,205885
2018-03-06,205885
2018-03-07,196581
2018-03-08,196581
2018-03-09,196581
2018-03-10,187124
2018-03-11,187124
2018-03-12,194671
2018-03-13,194671
2018-03-14,204405
2018-03-15,204405
2018-03-16,204405
2018-03-17,214574
2018-03-18,214574
2018-03-19,214574
2018-03-20,217034
2018-03-21,217034
2018-03-23,217158
2018-03-24,217158
2018-03-26,214864
2018-03-27,209913
2018-03-29,208185
2018-03-30,208185
2018-03-31,205738
2018-04-01,205738
2018-04-02,214566
2018-04-03,214566
2018-04-04,219439
2018-04-05,219439
2018-04-06,219439
2018-04-08,217747
2018-04-09,225150
2018-04-10,225150
2018-04-11,227593
2018-04-12,227593
2018-04-13,227593
2018-04-14,222724
2018-04-15,222724
2018-04-16,221983
2018-04-17,221983
2018-04-18,225713
2018-04-19,225713
2018-04-20,225713
2018-04-21,225713
2018-04-22,226482
2018-04-23,226482
2018-04-24,226482
2018-04-25,228596
2018-04-26,228596
2018-04-27,228596
2018-04-28,229897
2018-04-29,229897
2018-04-30,234579
2018-05-01,234579
2018-05-02,232681
2018-05-03,232681
2018-05-04,232681
2018-05-05,232022
2018-05-06,232022
2018-05-07,232022
2018-05-08,229489
2018-05-09,229489
2018-05-10,222482
2018-05-11,222482
2018-05-12,227610
2018-05-13,227610
2018-05-14,227610
2018-05-15,232431
2018-05-16,232431
2018-05-17,239599
2018-05-18,239599
2018-05-19,246066
2018-05-20,246066
2018-05-21,246066
2018-05-22,250529
2018-05-23,255687
2018-05-24,255687
2018-05-25,255687
2018-05-26,251174
2018-05-27,251174
2018-05-28,248548
2018-05-29,248548
2018-05-30,246795
2018-05-31,246795
2018-06-01,240309
2018-06-02,240309
2018-06-03,236405
2018-06-04,236405
2018-06-05,229487
2018-06-06,229487
2018-06-07,223069
2018-06-08,223069
2018-06-09,212455
2018-06-10,212455
2018-06-11,201832
2018-06-12,201832
2018-06-13,191740
2018-06-14,191740
2018-06-15,182216
2018-06-16,182216
2018-06-17,175175
2018-06-18,175175
2018-06-19,170286
2018-06-20,170286
2018-06-21,170286
2018-06-22,166489
2018-06-23,166489
2018-06-24,166489
2018-06-25,159740
2018-06-26,159740
2018-06-27,153972
2018-06-28,153972
2018-06-29,147266
2018-06-30,147266
2018-07-01,141741
2018-07-02,141741
2018-07-03,139489
2018-07-04,139489
2018-07-05,139489
2018-07-06,136920
2018-07-07,136920
2018-07-08,133960
2018-07-09,133960
2018-07-10,132661
2018-07-11,132661
2018-07-12,132661
2018-07-13,129323
2018-07-14,126561
2018-07-15,126561
2018-07-16,124940
2018-07-17,125427
2018-07-18,125427
2018-07-19,123825
2018-07-20,123825
2018-07-21,123530
2018-07-22,123173
2018-07-23,125336
2018-07-24,125336
2018-07-25,124691
2018-07-26,124691
2018-07-27,122663
2018-07-28,122663
2018-07-29,123202
2018-07-30,123202
2018-07-31,123022
2018-08-01,123022
2018-08-02,123668
2018-08-03,123668
2018-08-04,123383
2018-08-05,123383
2018-08-06,123491
2018-08-07,123491
2018-08-08,123599
2018-08-09,123599
2018-08-10,124830
2018-08-11,124830
2018-08-12,129295
2018-08-14,135760
2018-08-16,142181
2018-08-17,149197
2018-08-18,149197
2018-08-19,155860
2018-08-20,163148
2018-08-21,163148
2018-08-22,171306
2018-08-23,171306
2018-08-24,179872
2018-08-25,188223
2018-08-26,188223
2018-08-27,197228
2018-08-28,197228
2018-08-29,204397
2018-08-30,204397
2018-08-31,206738
2018-09-01,206738
2018-09-02,207983
2018-09-03,207983
2018-09-04,211201
2018-09-05,211201
2018-09-06,217908
2018-09-07,224538
2018-09-08,233779
2018-09-09,233779
2018-09-10,245468
2018-09-11,245468
2018-09-12,257742
2018-09-13,257742
2018-09-14,268613
2018-09-15,281200
2018-09-16,281200
2018-09-17,293586
2018-09-18,293586
2018-09-19,300087
2018-09-20,300087
2018-09-21,301952
2018-09-22,313776
2018-09-23,313776
2018-09-24,328033
2018-09-25,328033
2018-09-26,338379
2018-09-27,338379
2018-09-28,344866
2018-09-29,344866
2018-09-30,343266
2018-10-02,338284
2018-10-03,346096
2018-10-04,346096
2018-10-05,346096
2018-10-06,339228
2018-10-07,339228
2018-10-08,329230
2018-10-09,329230
2018-10-10,327807
2018-10-11,327807
2018-10-12,326677
2018-10-13,324393
2018-10-14,324393
2018-10-15,325213
2018-10-16,325213
2018-10-17,331666
2018-10-18,331666
2018-10-19,316800
2018-10-20,316800
2018-10-21,317912
2018-10-22,308112
2018-10-23,308112
2018-10-24,297719
2018-10-25,297719
2018-10-26,288470
2018-10-27,288470
2018-10-28,279466
2018-10-29,279466
2018-10-30,270473
2018-10-31,270473
2018-11-01,268407
2018-11-03,275260
2018-11-04,282863
2018-11-05,294216
2018-11-06,308927
2018-11-07,308927
2018-11-08,324357
2018-11-09,339602
2018-11-10,356583
2018-11-11,356583
2018-11-12,373914
2018-11-13,392610
2018-11-14,392610
2018-11-15,412082
2018-11-16,432687
2018-11-17,450124
2018-11-18,472631
2018-11-19,494741
2018-11-20,519479
2018-11-21,519479
2018-11-22,541074
2018-11-23,548143
2018-11-24,571834
2018-11-25,584407
2018-11-26,584407
2018-11-27,578076
2018-11-28,552981
2018-11-29,534996
2018-12-01,528354
2018-12-02,545690
2018-12-03,545690
2018-12-04,555574
2018-12-05,558122
2018-12-07,554864
2018-12-09,557410
2018-12-10,543308
2018-12-11,543308
2018-12-12,527187
2018-12-13,532091
2018-12-14,523775
2018-12-15,518939
2018-12-16,516674
2018-12-17,516674
2018-12-18,520422
2018-12-19,531348
2018-12-20,531348
2018-12-21,550268
2018-12-22,574642
2018-12-23,603375
2018-12-24,629919
2018-12-25,629919
2018-12-26,625425
2018-12-27,626720
2018-12-28,626720
2018-12-29,621534
2018-12-30,621534
2018-12-31,600708
2019-01-01,600708
2019-01-02,588346
2019-01-03,573532
2019-01-04,555433
2019-01-05,541246
2019-01-06,534023
2019-01-08,534107
2019-01-10,505702
2019-01-11,489257
2019-01-12,472177
2019-01-13,448781
2019-01-14,429285
2019-01-15,420428
2019-01-16,423196
2019-01-17,422613
2019-01-18,426661
2019-01-19,424907
2019-01-20,420339
2019-01-21,420339
2019-01-22,410169
2019-01-23,402281
2019-01-24,397226
2019-01-25,392556
2019-01-26,384915
2019-01-27,368585
2019-01-28,355661
2019-01-29,342987
2019-01-30,329491
2019-01-31,329491
2019-02-01,317579
2019-02-02,317579
2019-02-03,304872
2019-02-04,304872
2019-02-05,293751
2019-02-06,293751
2019-02-07,283757
2019-02-08,283757
2019-02-09,275356
2019-02-10,275356
2019-02-11,272458
2019-02-12,272458
2019-02-13,264404
2019-02-14,264404
2019-02-15,256852
2019-02-16,256852
2019-02-17,253698
2019-02-18,253698
2019-02-19,251807
2019-02-20,251807
2019-02-21,243127
2019-02-22,243127
2019-02-23,233569
2019-02-24,229160
2019-02-25,236052
2019-02-26,236052
2019-02-27,237696
2019-02-28,237696
2019-03-01,234217
2019-03-02,231086
2019-03-03,231086
2019-03-04,237394
2019-03-05,248634
2019-03-06,261066
2019-03-07,261066
2019-03-08,270184
2019-03-09,270184
2019-03-10,270307
2019-03-11,272104
2019-03-12,272082
2019-03-13,272082
2019-03-14,266119
2019-03-15,266119
2019-03-16,262575
2019-03-17,259336
2019-03-18,259336
2019-03-19,252889
2019-03-20,248946
2019-03-21,248946
2019-03-22,240089
2019-03-23,236444
2019-03-24,236444
2019-03-25,232794
2019-03-26,226764
2019-03-27,226764
2019-03-28,223685
2019-03-29,222715
2019-03-30,222715
2019-03-31,221431
2019-04-01,221431
2019-04-02,216485
2019-04-03,210915
2019-04-04,210915
2019-04-05,205511
2019-04-06,205511
2019-04-07,196098
2019-04-08,190211
2019-04-09,190211
2019-04-10,181547
2019-04-11,174687
2019-04-12,169155
2019-04-13,165305
2019-04-14,162886
2019-04-15,162886
2019-04-16,161970
2019-04-17,161970
2019-04-18,160312
2019-04-19,160312
2019-04-20,161271
2019-04-21,161271
2019-04-22,160929
2019-04-23,160129
2019-04-24,160129
2019-04-25,153737
2019-04-26,146050
2019-04-27,146050
2019-04-28,140385
2019-04-29,137472
2019-04-30,134263
2019-05-01,134263
2019-05-02,136749
2019-05-03,139521
2019-05-04,145854
2019-05-05,152183
2019-05-06,152183
2019-05-07,158948
2019-05-08,158948
2019-05-09,163837
2019-05-10,163837
2019-05-11,167264
2019-05-12,172243
2019-05-13,174528
2019-05-14,174872
2019-05-15,174872
2019-05-16,176281
2019-05-17,176281
2019-05-18,171685
2019-05-19,171685
2019-05-20,169305
2019-05-21,169305
2019-05-22,167003
2019-05-23,162607
2019-05-24,162607
2019-05-25,157983
2019-05-26,157983
2019-05-27,154441
2019-05-28,154441
2019-05-29,148651
2019-05-30,148651
2019-05-31,143189
2019-06-01,143189
2019-06-02,140608
2019-06-03,140608
2019-06-04,141500
2019-06-05,141500
2019-06-06,147398
2019-06-07,147398
2019-06-08,152418
2019-06-09,152418
2019-06-10,153548
2019-06-11,153548
2019-06-12,153976
2019-06-13,153976
2019-06-14,154263
2019-06-15,154263
2019-06-16,149424
2019-06-17,149424
2019-06-18,143020
2019-06-19,143020
2019-06-20,139770
2019-06-21,139770
2019-06-22,135842
2019-06-23,131506
2019-06-24,131506
2019-06-25,126768
2019-06-26,126768
2019-06-27,122625
2019-06-28,122625
2019-06-29,117543
2019-06-30,118000
2019-07-01,118000
2019-07-02,120055
2019-07-03,124596
2019-07-04,124596
2019-07-05,130825
2019-07-06,130825
2019-07-07,136940
2019-07-08,136940
2019-07-09,141460
2019-07-10,141460
2019-07-11,141147
2019-07-12,143119
2019-07-13,143119
2019-07-14,149330
2019-07-15,149330
2019-07-16,153712
2019-07-17,161132
2019-07-18,161132
2019-07-19,169189
2019-07-20,169189
2019-07-21,168798
2019-07-22,168798
2019-07-23,165645
2019-07-24,165645
2019-07-25,162249
2019-07-26,162249
2019-07-27,157695
2019-07-28,157695
2019-07-29,157009
2019-07-30,157009
2019-07-31,157377
2019-08-01,157377
2019-08-02,158539
2019-08-03,159282
2019-08-04,159282
2019-08-05,161168
2019-08-06,161168
2019-08-07,168466
2019-08-08,168466
2019-08-09,175912
2019-08-10,183409
2019-08-11,183409
2019-08-12,187467
2019-08-13,187467
2019-08-14,190243
2019-08-15,190243
2019-08-16,187911
2019-08-17,187911
2019-08-18,178515
2019-08-19,178515
2019-08-20,174523
2019-08-21,174523
2019-08-22,171304
2019-08-23,171304
2019-08-24,169868
2019-08-24,169868
2019-08-25,169868
2019-08-25,169868
2019-08-26,172870
2019-08-26,172870
2019-08-27,172870
2019-08-27,172870
2019-08-28,177726
2019-08-29,177726
2019-08-30,179583
2019-08-31,179583
2019-09-01,181983
2019-09-02,181983
2019-09-03,182112
2019-09-04,182112
2019-09-05,177957
2019-09-06,177957
2019-09-07,172620
2019-09-08,168080
2019-09-09,168080
2019-09-10,167887
2019-09-11,168651
2019-09-12,168651
2019-09-13,166074
2019-09-14,166074
2019-09-15,162146
2019-09-16,162146
2019-09-17,159720
2019-09-18,163199
2019-09-19,163199
2019-09-20,167446
2019-09-21,167446
2019-09-22,170266
2019-09-23,170266
2019-09-24,167442
2019-09-25,167442
2019-09-26,159918
2019-09-27,159918
2019-09-28,156382
2019-09-29,156382
2019-09-30,156382
2019-10-01,154180
2019-10-02,154180
2019-10-03,156349
2019-10-04,156349
2019-10-05,159369
2019-10-06,160324
2019-10-07,160324
2019-10-08,157534
2019-10-09,157534
2019-10-10,155266
2019-10-11,155266
2019-10-12,150561
2019-10-13,146753
2019-10-14,146753
2019-10-15,140104
2019-10-16,140104
2019-10-17,137099
2019-10-18,137099
2019-10-19,136123
2019-10-20,136123
2019-10-21,133318
2019-10-22,133318
2019-10-23,127057
2019-10-24,127057
2019-10-25,121925
2019-10-26,121925
2019-10-27,116768
2019-10-28,116768
2019-10-29,113518
2019-10-30,113518
2019-10-31,110115
2019-11-01,110115
2019-11-02,108882
2019-11-03,109264
2019-11-04,109264
2019-11-05,110349
2019-11-06,110349
2019-11-07,111305
2019-11-08,111305
2019-11-09,112050
2019-11-10,114645
2019-11-11,114645
2019-11-12,115405
2019-11-13,115405
2019-11-14,114585
2019-11-15,114585
2019-11-16,118478
2019-11-17,118478
2019-11-18,122151
2019-11-19,122151
2019-11-20,123224
2019-11-21,123224
2019-11-22,123098
2019-11-23,123098
2019-11-24,122144
2019-11-25,122144
2019-11-26,118933
2019-11-27,118933
2019-11-28,119033
2019-11-29,119033
2019-11-30,116458
2019-12-01,116458
2019-12-02,113179
2019-12-03,113179
2019-12-04,109950
2019-12-05,109950
2019-12-06,105837
2019-12-07,105837
2019-12-08,104291
2019-12-09,104291
2019-12-10,101966
2019-12-11,101966
2019-12-12,99556
2019-12-13,99556
2019-12-14,99797
2019-12-15,99797
2019-12-16,97066
2019-12-17,97066
2019-12-18,92339
2019-12-19,92339
2019-12-20,89127
2019-12-21,89127
2019-12-22,86964
2019-12-23,86964
2019-12-24,84406
2019-12-25,84406
2019-12-26,81927
2019-12-27,81149
2019-12-28,81149
2019-12-29,80763
2019-12-30,80763
2019-12-31,78752
2020-01-01,77689
2020-01-02,77689
2020-01-03,77709
2020-01-04,77709
2020-01-05,78414
2020-01-06,78414
2020-01-07,77507
2020-01-08,77507
2020-01-09,79233
2020-01-10,82665
2020-01-11,86437
2020-01-12,86437
2020-01-13,90626
2020-01-14,90626
2020-01-15,95158
2020-01-16,95158
2020-01-17,99850
2020-01-18,99850
2020-01-19,104843
2020-01-20,104843
2020-01-21,110086
2020-01-22,111779
2020-01-23,111779
2020-01-24,117036
2020-01-25,117036
2020-01-26,120495
2020-01-27,123885
2020-01-28,123885
2020-01-29,122132
2020-01-30,122132
2020-01-31,116052
2020-02-01,113676
2020-02-02,108348
2020-02-03,108348
2020-02-04,107165
2020-02-05,107165
2020-02-06,107828
2020-02-07,107828
2020-02-08,104663
2020-02-09,104663
2020-02-10,104404
2020-02-11,104404
2020-02-12,105064
2020-02-13,105064
2020-02-14,103876
2020-02-15,103876
2020-02-16,100584
2020-02-17,96930
2020-02-18,95197
2020-02-19,95197
2020-02-20,95217
2020-02-21,95217
2020-02-22,95112
2020-02-23,95112
2020-02-24,95380
2020-02-25,97203
2020-02-26,100401
2020-02-27,100401
2020-02-28,99873
2020-02-29,99873
2020-03-01,100740
2020-03-02,100740
2020-03-03,99304
2020-03-04,99304
2020-03-05,96586
2020-03-06,95089
2020-03-07,95089
2020-03-08,92215
2020-03-09,92431
2020-03-10,91770
2020-03-11,91770
2020-03-12,94385
2020-03-13,94385
2020-03-14,99023
2020-03-15,99023
2020-03-16,102390
2020-03-17,102390
2020-03-18,104380
2020-03-19,104380
2020-03-20,105461
2020-03-21,104664
2020-03-22,107550
2020-03-23,109978
2020-03-24,111084
2020-03-25,112263
2020-03-26,117751
2020-03-27,120028
2020-03-28,120712
2020-03-29,120571
2020-03-30,117228
2020-03-31,116109
2020-04-01,116734
2020-04-02,118137
2020-04-03,118137
2020-04-04,115602
2020-04-05,113049
2020-04-06,109677
2020-04-07,105108
2020-04-08,101798
2020-04-09,99757
2020-04-10,99757
2020-04-11,96775
2020-04-12,93347
2020-04-13,90477
2020-04-14,90846
2020-04-15,91645
2020-04-16,91645
2020-04-17,91984
2020-04-18,92527
2020-04-19,93193
2020-04-20,95237
2020-04-21,93186
2020-04-22,92526
2020-04-23,91517
2020-04-24,89270
2020-04-25,90346
2020-04-26,91306
2020-04-27,91658
2020-04-28,96020
2020-04-29,100527
2020-04-30,105554
2020-05-01,110675
2020-05-02,116209
2020-05-03,120139
2020-05-04,120139
2020-05-05,124180
2020-05-06,124009
2020-05-07,127963
2020-05-08,127963
2020-05-09,130681
2020-05-10,133322
2020-05-11,133322
2020-05-12,134325
2020-05-13,128237
