date_obj,Saltpetre price
2016-10-26,288
2016-10-27,301
2016-10-28,314
2016-10-29,304
2016-10-30,288
2016-10-31,273
2016-11-01,259
2016-11-02,246
2016-11-03,233
2016-11-04,224
2016-11-05,234
2016-11-06,246
2016-11-07,259
2016-11-08,271
2016-11-09,285
2016-11-10,300
2016-11-11,315
2016-11-12,331
2016-11-13,348
2016-11-14,366
2016-12-08,342
2016-12-09,342
2016-12-10,344
2016-12-11,336
2016-12-12,346
2016-12-13,347
2016-12-14,346
2016-12-15,357
2016-12-16,374
2016-12-17,384
2016-12-18,376
2016-12-19,379
2016-12-20,374
2016-12-21,368
2016-12-22,363
2016-12-23,357
2016-12-24,347
2016-12-25,336
2016-12-26,324
2016-12-27,309
2016-12-28,293
2016-12-29,278
2016-12-30,264
2016-12-31,250
2017-01-01,237
2017-01-02,225
2017-01-03,213
2017-01-04,202
2017-01-05,191
2017-01-06,181
2017-01-07,171
2017-01-08,162
2017-01-09,153
2017-01-10,145
2017-01-11,140
2017-01-12,142
2017-01-13,150
2017-01-14,157
2017-01-15,158
2017-01-16,161
2017-01-17,162
2017-01-18,166
2017-01-19,160
2017-01-20,157
2017-01-21,150
2017-01-22,143
2017-01-27,139
2017-01-28,137
2017-01-29,139
2017-01-30,137
2017-01-31,138
2017-02-01,138
2017-02-02,137
2017-02-03,134
2017-02-04,127
2017-02-05,121
2017-02-06,114
2017-02-07,115
2017-02-08,112
2017-02-09,110
2017-02-10,104
2017-02-11,101
2017-02-12,100
2017-02-13,100
2017-02-14,100
2017-02-15,99
2017-02-16,99
2017-02-18,98
2017-02-19,95
2017-02-20,93
2017-02-21,95
2017-02-22,96
2017-02-23,97
2017-02-24,97
2017-02-25,98
2017-02-26,101
2017-02-27,107
2017-02-28,113
2017-03-01,119
2017-03-02,125
2017-03-03,128
2017-03-04,129
2017-03-05,128
2017-03-06,125
2017-03-07,118
2017-03-08,112
2017-03-09,106
2017-03-10,101
2017-03-11,96
2017-03-12,92
2017-03-13,88
2017-03-14,86
2017-03-15,84
2017-03-16,80
2017-03-17,77
2017-03-18,74
2017-03-19,70
2017-03-20,66
2017-03-21,62
2017-03-22,58
2017-03-23,55
2017-03-24,52
2017-03-25,49
2017-03-26,48
2017-03-27,46
2017-03-28,43
2017-03-29,40
2017-03-30,39
2017-03-31,38
2017-04-01,38
2017-04-02,38
2017-04-03,37
2017-04-04,35
2017-04-12,25
2017-04-13,24
2017-04-14,23
2017-04-15,22
2017-04-16,22
2017-04-17,23
2017-04-18,23
2017-04-19,24
2017-04-20,24
2017-04-21,24
2017-04-22,24
2017-04-23,23
2017-04-24,21
2017-04-25,20
2017-04-26,19
2017-04-27,18
2017-04-28,17
2017-04-29,16
2017-04-30,15
2017-05-01,14
2017-05-02,13
2017-05-03,12
2017-05-04,11
2017-05-05,10
2017-05-06,10
2017-05-07,9
2017-05-08,9
2017-05-09,8
2017-05-10,7
2017-05-11,6
2017-05-12,6
2017-05-13,6
2017-05-14,6
2017-05-15,6
2017-05-16,6
2017-05-17,7
2017-05-18,7
2017-05-19,7
2017-05-20,7
2017-05-21,8
2017-05-22,8
2017-05-23,8
2017-05-24,8
2017-05-25,8
2017-05-26,8
2017-05-27,8
2017-05-28,8
2017-05-29,8
2017-05-30,8
2017-05-31,8
2017-06-01,8
2017-06-02,8
2017-06-03,8
2017-06-06,7
2017-06-07,7
2017-06-08,7
2017-06-09,7
2017-06-10,8
2017-06-11,8
2017-06-12,7
2017-06-13,7
2017-06-14,6
2017-06-15,6
2017-06-16,6
2017-06-17,6
2017-06-18,6
2017-06-19,6
2017-06-20,6
2017-06-21,7
2017-06-22,7
2017-06-23,7
2017-06-24,7
2017-06-25,7
2017-06-26,7
2017-06-27,7
2017-06-28,7
2017-06-29,7
2017-06-30,8
2017-07-01,8
2017-07-02,8
2017-07-03,8
2017-07-04,8
2017-07-05,8
2017-07-06,8
2017-07-07,7
2017-07-08,7
2017-07-13,7
2017-07-14,7
2017-07-15,7
2017-07-16,7
2017-07-17,7
2017-07-18,7
2017-07-19,7
2017-07-20,7
2017-07-21,7
2017-07-22,7
2017-07-23,7
2017-07-24,7
2017-07-25,7
2017-07-26,7
2017-07-27,7
2017-07-28,7
2017-07-29,7
2017-07-30,7
2017-07-31,7
2017-08-01,6
2017-08-02,6
2017-08-03,6
2017-08-04,6
2017-08-05,6
2017-08-06,6
2017-08-09,5
2017-08-10,5
2017-08-11,4
2017-08-12,4
2017-08-13,4
2017-08-14,4
2017-08-15,4
2017-08-17,4
2017-08-18,4
2017-08-19,4
2017-08-20,4
2017-08-21,4
2017-08-22,4
2017-08-23,4
2017-08-24,4
2017-08-25,4
2017-08-26,5
2017-08-27,5
2017-08-28,5
2017-08-29,5
2017-08-30,5
2017-08-31,6
2017-09-01,7
2017-09-02,8
2017-09-03,9
2017-09-04,10
2017-09-05,11
2017-09-06,12
2017-09-07,12
2017-09-08,11
2017-09-09,10
2017-09-10,9
2017-09-11,8
2017-09-12,7
2017-09-13,7
2017-09-14,7
2017-09-15,7
2017-09-16,7
2017-09-17,7
2017-09-19,7
2017-09-20,7
2017-09-21,7
2017-09-22,7
2017-09-23,7
2017-09-24,7
2017-09-25,7
2017-09-26,7
2017-09-27,7
2017-09-28,7
2017-09-29,7
2017-09-30,6
2017-10-01,6
2017-10-02,6
2017-10-03,6
2017-10-04,6
2017-10-05,6
2017-10-06,5
2017-10-07,5
2017-10-08,5
2017-10-09,5
2017-10-10,5
2017-10-11,5
2017-10-12,5
2017-10-13,5
2017-10-14,5
2017-10-15,5
2017-10-16,5
2017-10-17,5
2017-10-18,5
2017-10-19,5
2017-10-20,4
2017-10-21,4
2017-10-22,4
2017-10-23,4
2017-10-24,4
2017-10-25,4
2017-10-26,4
2017-10-27,4
2017-10-28,4
2017-10-29,4
2017-10-30,4
2017-10-31,4
2017-11-01,4
2017-11-02,4
2017-11-03,4
2017-11-04,4
2017-11-05,4
2017-11-06,4
2017-11-07,4
2017-11-08,4
2017-11-09,5
2017-11-10,5
2017-11-11,5
2017-11-12,5
2017-11-13,5
2017-11-14,5
2017-11-15,5
2017-11-16,5
2017-11-17,5
2017-11-18,5
2017-11-19,5
2017-11-20,4
2017-11-21,4
2017-11-22,4
2017-11-23,4
2017-11-24,4
2017-11-25,4
2017-11-26,4
2017-11-27,4
2017-11-28,4
2017-11-29,4
2017-11-30,4
2017-12-01,4
2017-12-02,4
2017-12-03,4
2017-12-04,4
2017-12-05,4
2017-12-06,4
2017-12-07,4
2017-12-08,4
2017-12-09,4
2017-12-10,4
2017-12-11,4
2017-12-12,4
2017-12-13,4
2017-12-14,4
2017-12-15,4
2017-12-16,4
2017-12-17,4
2017-12-18,4
2017-12-19,4
2017-12-20,4
2017-12-21,4
2017-12-22,4
2017-12-23,4
2017-12-24,4
2017-12-25,4
2017-12-26,4
2017-12-27,4
2017-12-28,4
2017-12-29,4
2017-12-30,4
2017-12-31,4
2018-01-01,4
2018-01-02,4
2018-01-03,4
2018-01-04,4
2018-01-05,4
2018-01-06,4
2018-01-07,4
2018-01-08,4
2018-01-09,4
2018-01-10,4
2018-01-11,4
2018-01-12,4
2018-01-13,4
2018-01-14,4
2018-01-15,4
2018-01-16,4
2018-01-17,4
2018-01-18,4
2018-01-19,4
2018-01-20,4
2018-01-21,4
2018-01-22,4
2018-01-23,4
2018-01-24,4
2018-01-25,4
2018-01-26,4
2018-01-27,4
2018-01-28,4
2018-01-29,4
2018-01-30,4
2018-02-01,3
2018-02-02,3
2018-02-03,3
2018-02-04,3
2018-02-05,3
2018-02-06,4
2018-02-07,3
2018-02-08,3
2018-02-09,3
2018-02-10,3
2018-02-11,3
2018-02-12,3
2018-02-13,4
2018-02-14,4
2018-02-15,4
2018-02-16,4
2018-02-17,4
2018-02-18,4
2018-02-19,4
2018-02-20,4
2018-02-21,4
2018-02-22,4
2018-02-23,4
2018-02-24,4
2018-02-25,4
2018-02-26,4
2018-02-27,4
2018-02-28,4
2018-03-01,4
2018-03-02,4
2018-03-03,4
2018-03-04,4
2018-03-05,4
2018-03-06,4
2018-03-07,4
2018-03-08,4
2018-03-09,4
2018-03-10,4
2018-03-11,4
2018-03-12,4
2018-03-13,4
2018-03-14,4
2018-03-15,4
2018-03-16,4
2018-03-17,4
2018-03-18,4
2018-03-19,4
2018-03-20,4
2018-03-21,4
2018-03-23,4
2018-03-24,4
2018-03-26,3
2018-03-27,3
2018-03-28,3
2018-03-29,4
2018-03-30,4
2018-03-31,4
2018-04-01,4
2018-04-02,4
2018-04-03,4
2018-04-04,4
2018-04-05,4
2018-04-06,4
2018-04-08,4
2018-04-09,4
2018-04-10,4
2018-04-11,4
2018-04-12,4
2018-04-13,4
2018-04-14,5
2018-04-15,5
2018-04-16,5
2018-04-17,5
2018-04-18,5
2018-04-19,4
2018-04-20,4
2018-04-21,4
2018-04-22,4
2018-04-23,4
2018-04-24,4
2018-04-25,4
2018-04-26,4
2018-04-27,4
2018-04-28,4
2018-04-29,4
2018-04-30,4
2018-05-01,4
2018-05-02,4
2018-05-03,4
2018-05-04,4
2018-05-05,4
2018-05-06,4
2018-05-07,4
2018-05-08,4
2018-05-09,4
2018-05-10,4
2018-05-11,4
2018-05-12,4
2018-05-13,4
2018-05-14,4
2018-05-15,4
2018-05-16,4
2018-05-17,4
2018-05-18,4
2018-05-19,4
2018-05-20,4
2018-05-21,4
2018-05-22,4
2018-05-23,4
2018-05-24,4
2018-05-25,4
2018-05-26,4
2018-05-27,4
2018-05-28,4
2018-05-29,4
2018-05-30,4
2018-05-31,4
2018-06-01,4
2018-06-02,4
2018-06-03,4
2018-06-04,4
2018-06-05,4
2018-06-06,3
2018-06-07,4
2018-06-08,4
2018-06-09,3
2018-06-10,3
2018-06-11,4
2018-06-12,4
2018-06-13,4
2018-06-14,3
2018-06-15,3
2018-06-16,3
2018-06-17,3
2018-06-18,4
2018-06-19,4
2018-06-20,4
2018-06-21,4
2018-06-22,4
2018-06-23,4
2018-06-24,4
2018-06-25,4
2018-06-26,4
2018-06-27,3
2018-06-28,3
2018-06-29,3
2018-06-30,3
2018-07-01,3
2018-07-02,3
2018-07-03,2
2018-07-04,2
2018-07-05,2
2018-07-06,3
2018-07-07,3
2018-07-08,3
2018-07-09,3
2018-07-10,3
2018-07-11,3
2018-07-12,3
2018-07-13,2
2018-07-14,3
2018-07-15,3
2018-07-16,3
2018-07-17,3
2018-07-18,3
2018-07-19,3
2018-07-20,3
2018-07-21,3
2018-07-22,3
2018-07-23,3
2018-07-24,3
2018-07-25,3
2018-07-26,3
2018-07-27,3
2018-07-28,3
2018-07-29,3
2018-07-30,3
2018-07-31,3
2018-08-01,3
2018-08-02,3
2018-08-03,3
2018-08-04,3
2018-08-05,3
2018-08-06,3
2018-08-07,3
2018-08-08,3
2018-08-09,3
2018-08-10,3
2018-08-11,3
2018-08-12,3
2018-08-14,3
2018-08-16,3
2018-08-17,3
2018-08-18,3
2018-08-19,3
2018-08-20,2
2018-08-21,2
2018-08-22,2
2018-08-23,2
2018-08-24,2
2018-08-25,2
2018-08-26,2
2018-08-27,2
2018-08-28,2
2018-08-29,2
2018-08-30,3
2018-08-31,3
2018-09-01,3
2018-09-02,3
2018-09-03,3
2018-09-04,3
2018-09-05,3
2018-09-06,2
2018-09-07,3
2018-09-08,3
2018-09-09,3
2018-09-10,3
2018-09-11,3
2018-09-12,3
2018-09-13,3
2018-09-14,3
2018-09-15,2
2018-09-16,2
2018-09-17,2
2018-09-18,2
2018-09-19,2
2018-09-20,3
2018-09-21,3
2018-09-22,3
2018-09-23,3
2018-09-24,2
2018-09-25,3
2018-09-26,3
2018-09-27,2
2018-09-28,3
2018-09-29,3
2018-09-30,3
2018-10-02,3
2018-10-03,2
2018-10-04,3
2018-10-05,3
2018-10-06,3
2018-10-07,3
2018-10-08,3
2018-10-09,3
2018-10-10,3
2018-10-11,3
2018-10-12,3
2018-10-13,3
2018-10-14,4
2018-10-15,4
2018-10-16,4
2018-10-17,4
2018-10-18,3
2018-10-19,3
2018-10-20,3
2018-10-21,3
2018-10-22,2
2018-10-23,3
2018-10-24,3
2018-10-25,4
2018-10-26,4
2018-10-27,4
2018-10-28,4
2018-10-29,4
2018-10-30,4
2018-10-31,4
2018-11-01,4
2018-11-03,4
2018-11-04,4
2018-11-05,4
2018-11-06,4
2018-11-07,4
2018-11-08,5
2018-11-09,4
2018-11-10,4
2018-11-11,5
2018-11-12,5
2018-11-13,5
2018-11-14,5
2018-11-15,5
2018-11-16,5
2018-11-17,5
2018-11-18,5
2018-11-19,4
2018-11-20,4
2018-11-21,4
2018-11-22,4
2018-11-23,4
2018-11-24,4
2018-11-25,4
2018-11-26,3
2018-11-27,3
2018-11-28,3
2018-11-29,3
2018-12-01,3
2018-12-02,3
2018-12-03,4
2018-12-04,4
2018-12-05,4
2018-12-07,5
2018-12-09,5
2018-12-10,5
2018-12-11,5
2018-12-12,5
2018-12-13,5
2018-12-14,4
2018-12-15,4
2018-12-16,4
2018-12-17,3
2018-12-18,3
2018-12-19,4
2018-12-20,5
2018-12-21,5
2018-12-22,5
2018-12-23,5
2018-12-24,5
2018-12-25,5
2018-12-26,5
2018-12-27,5
2018-12-28,5
2018-12-29,5
2018-12-30,5
2018-12-31,5
2019-01-01,5
2019-01-02,5
2019-01-03,5
2019-01-04,5
2019-01-05,5
2019-01-06,6
2019-01-08,7
2019-01-10,7
2019-01-11,7
2019-01-12,7
2019-01-13,7
2019-01-14,7
2019-01-15,6
2019-01-16,6
2019-01-17,6
2019-01-18,6
2019-01-19,6
2019-01-20,6
2019-01-21,6
2019-01-22,6
2019-01-23,6
2019-01-24,6
2019-01-25,6
2019-01-26,7
2019-01-27,7
2019-01-28,7
2019-01-29,7
2019-01-30,7
2019-01-31,7
2019-02-01,7
2019-02-02,7
2019-02-03,7
2019-02-04,7
2019-02-05,7
2019-02-06,7
2019-02-07,7
2019-02-08,7
2019-02-09,7
2019-02-10,7
2019-02-11,7
2019-02-12,6
2019-02-13,6
2019-02-14,6
2019-02-15,6
2019-02-16,6
2019-02-17,6
2019-02-18,6
2019-02-19,6
2019-02-20,6
2019-02-21,5
2019-02-22,5
2019-02-23,5
2019-02-24,5
2019-02-25,5
2019-02-26,5
2019-02-27,5
2019-02-28,5
2019-03-01,5
2019-03-02,5
2019-03-03,5
2019-03-04,5
2019-03-05,6
2019-03-06,6
2019-03-07,6
2019-03-08,6
2019-03-09,6
2019-03-10,6
2019-03-11,5
2019-03-12,5
2019-03-13,5
2019-03-14,5
2019-03-15,5
2019-03-16,5
2019-03-17,5
2019-03-18,5
2019-03-19,5
2019-03-20,5
2019-03-21,5
2019-03-22,5
2019-03-23,5
2019-03-24,5
2019-03-25,5
2019-03-26,5
2019-03-27,5
2019-03-28,5
2019-03-29,5
2019-03-30,4
2019-03-31,4
2019-04-01,4
2019-04-02,4
2019-04-03,4
2019-04-04,4
2019-04-05,4
2019-04-06,4
2019-04-07,4
2019-04-08,4
2019-04-09,4
2019-04-10,4
2019-04-11,4
2019-04-12,4
2019-04-13,4
2019-04-14,4
2019-04-15,4
2019-04-16,4
2019-04-17,4
2019-04-18,4
2019-04-19,4
2019-04-20,4
2019-04-21,4
2019-04-22,4
2019-04-23,4
2019-04-24,4
2019-04-25,4
2019-04-26,4
2019-04-27,4
2019-04-28,4
2019-04-29,4
2019-04-30,4
2019-05-01,4
2019-05-02,4
2019-05-03,4
2019-05-04,4
2019-05-05,4
2019-05-06,4
2019-05-07,4
2019-05-08,4
2019-05-09,4
2019-05-10,4
2019-05-11,4
2019-05-12,4
2019-05-13,4
2019-05-14,4
2019-05-15,4
2019-05-16,4
2019-05-17,4
2019-05-18,4
2019-05-19,4
2019-05-20,4
2019-05-21,5
2019-05-22,5
2019-05-23,5
2019-05-24,5
2019-05-25,5
2019-05-26,5
2019-05-27,5
2019-05-28,5
2019-05-29,5
2019-05-30,5
2019-05-31,5
2019-06-01,5
2019-06-02,5
2019-06-03,5
2019-06-04,5
2019-06-05,5
2019-06-06,5
2019-06-07,5
2019-06-08,5
2019-06-09,5
2019-06-10,5
2019-06-11,5
2019-06-12,5
2019-06-13,5
2019-06-14,5
2019-06-15,5
2019-06-16,5
2019-06-17,6
2019-06-18,6
2019-06-19,6
2019-06-20,6
2019-06-21,6
2019-06-22,6
2019-06-23,6
2019-06-24,6
2019-06-25,6
2019-06-26,6
2019-06-27,6
2019-06-28,6
2019-06-29,6
2019-06-30,6
2019-07-01,6
2019-07-02,6
2019-07-03,6
2019-07-04,6
2019-07-05,6
2019-07-06,6
2019-07-07,6
2019-07-08,6
2019-07-09,6
2019-07-10,5
2019-07-11,4
2019-07-12,4
2019-07-13,4
2019-07-14,4
2019-07-15,5
2019-07-16,5
2019-07-17,5
2019-07-18,5
2019-07-19,5
2019-07-20,5
2019-07-21,5
2019-07-22,5
2019-07-23,5
2019-07-24,5
2019-07-25,5
2019-07-26,5
2019-07-27,5
2019-07-28,5
2019-07-29,5
2019-07-30,5
2019-07-31,5
2019-08-01,5
2019-08-02,5
2019-08-03,5
2019-08-04,5
2019-08-05,5
2019-08-06,5
2019-08-07,5
2019-08-08,5
2019-08-09,5
2019-08-10,5
2019-08-11,5
2019-08-12,4
2019-08-13,4
2019-08-14,4
2019-08-15,4
2019-08-16,4
2019-08-17,3
2019-08-18,3
2019-08-19,4
2019-08-20,4
2019-08-21,4
2019-08-22,4
2019-08-23,4
2019-08-24,4
2019-08-24,4
2019-08-25,4
2019-08-25,4
2019-08-26,4
2019-08-26,4
2019-08-27,4
2019-08-27,4
2019-08-28,4
2019-08-29,4
2019-08-30,4
2019-08-31,4
2019-09-01,4
2019-09-02,4
2019-09-03,4
2019-09-04,4
2019-09-05,4
2019-09-06,4
2019-09-07,4
2019-09-08,4
2019-09-09,4
2019-09-10,4
2019-09-11,4
2019-09-12,4
2019-09-13,4
2019-09-14,4
2019-09-15,4
2019-09-16,4
2019-09-17,4
2019-09-18,4
2019-09-19,4
2019-09-20,4
2019-09-21,3
2019-09-22,3
2019-09-23,3
2019-09-24,3
2019-09-25,3
2019-09-26,3
2019-09-27,3
2019-09-28,3
2019-09-29,3
2019-09-30,3
2019-10-01,3
2019-10-02,3
2019-10-03,3
2019-10-04,3
2019-10-05,3
2019-10-06,3
2019-10-07,3
2019-10-08,3
2019-10-09,4
2019-10-10,3
2019-10-11,3
2019-10-12,3
2019-10-13,3
2019-10-14,4
2019-10-15,3
2019-10-16,3
2019-10-17,3
2019-10-18,3
2019-10-19,3
2019-10-20,3
2019-10-21,3
2019-10-22,3
2019-10-23,3
2019-10-24,3
2019-10-25,3
2019-10-26,3
2019-10-27,3
2019-10-28,3
2019-10-29,3
2019-10-30,3
2019-10-31,3
2019-11-01,3
2019-11-02,3
2019-11-03,3
2019-11-04,3
2019-11-05,3
2019-11-06,3
2019-11-07,3
2019-11-08,3
2019-11-09,3
2019-11-10,3
2019-11-11,3
2019-11-12,3
2019-11-13,3
2019-11-14,3
2019-11-15,3
2019-11-16,3
2019-11-17,3
2019-11-18,3
2019-11-19,3
2019-11-20,3
2019-11-21,3
2019-11-22,3
2019-11-23,3
2019-11-24,3
2019-11-25,3
2019-11-26,3
2019-11-27,3
2019-11-28,3
2019-11-29,3
2019-11-30,3
2019-12-01,3
2019-12-02,3
2019-12-03,3
2019-12-04,3
2019-12-05,3
2019-12-06,3
2019-12-07,4
2019-12-08,4
2019-12-09,3
2019-12-10,3
2019-12-11,3
2019-12-12,3
2019-12-13,3
2019-12-14,3
2019-12-15,3
2019-12-16,3
2019-12-17,3
2019-12-18,3
2019-12-19,3
2019-12-20,3
2019-12-21,3
2019-12-22,3
2019-12-23,3
2019-12-24,3
2019-12-25,3
2019-12-26,3
2019-12-27,3
2019-12-28,3
2019-12-29,3
2019-12-30,3
2019-12-31,3
2020-01-01,3
2020-01-02,3
2020-01-03,3
2020-01-04,3
2020-01-05,3
2020-01-06,3
2020-01-07,3
2020-01-08,3
2020-01-09,3
2020-01-10,3
2020-01-11,3
2020-01-12,3
2020-01-13,3
2020-01-14,3
2020-01-15,3
2020-01-16,3
2020-01-17,3
2020-01-18,3
2020-01-19,3
2020-01-20,3
2020-01-21,3
2020-01-22,3
2020-01-23,3
2020-01-24,3
2020-01-25,3
2020-01-26,3
2020-01-27,3
2020-01-28,3
2020-01-29,3
2020-01-30,3
2020-01-31,3
2020-02-01,3
2020-02-02,3
2020-02-03,3
2020-02-04,3
2020-02-05,3
2020-02-06,3
2020-02-07,2
2020-02-08,3
2020-02-09,3
2020-02-10,3
2020-02-11,3
2020-02-12,3
2020-02-13,3
2020-02-14,3
2020-02-15,3
2020-02-16,3
2020-02-17,3
2020-02-18,3
2020-02-19,3
2020-02-20,3
2020-02-21,3
2020-02-22,3
2020-02-23,3
2020-02-24,3
2020-02-25,3
2020-02-26,3
2020-02-27,3
2020-02-28,3
2020-02-29,3
2020-03-01,2
2020-03-02,3
2020-03-03,3
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,2
2020-03-08,2
2020-03-09,2
2020-03-10,2
2020-03-11,2
2020-03-12,2
2020-03-13,2
2020-03-14,2
2020-03-15,2
2020-03-16,2
2020-03-17,2
2020-03-18,2
2020-03-19,2
2020-03-20,2
2020-03-21,2
2020-03-22,2
2020-03-23,2
2020-03-24,2
2020-03-25,2
2020-03-26,2
2020-03-27,2
2020-03-28,2
2020-03-29,2
2020-03-30,2
2020-03-31,2
2020-04-01,2
2020-04-02,2
2020-04-03,2
2020-04-04,2
2020-04-05,2
2020-04-06,2
2020-04-07,2
2020-04-08,2
2020-04-09,2
2020-04-10,2
2020-04-11,2
2020-04-12,2
2020-04-13,2
2020-04-14,2
2020-04-15,2
2020-04-16,2
2020-04-17,2
2020-04-18,2
2020-04-19,2
2020-04-20,2
2020-04-21,2
2020-04-22,2
2020-04-23,2
2020-04-24,2
2020-04-25,2
2020-04-26,2
2020-04-27,2
2020-04-28,2
2020-04-29,2
2020-04-30,2
2020-05-01,2
2020-05-02,2
2020-05-03,2
2020-05-04,2
2020-05-05,2
2020-05-06,2
2020-05-07,2
2020-05-08,2
2020-05-09,2
2020-05-10,2
2020-05-11,2
2020-05-12,2
2020-05-13,2
