date_obj,Zamorak%20bracers price
2015-09-03,95274
2015-09-04,96480
2015-09-05,95862
2015-09-06,96501
2015-09-07,96926
2015-09-08,96715
2015-09-09,96096
2015-09-10,96916
2015-09-11,96696
2015-09-12,97559
2015-09-13,96404
2015-09-14,95893
2015-09-15,94940
2015-09-16,92807
2015-09-17,90215
2015-09-18,87005
2015-09-19,87024
2015-09-20,87594
2015-09-21,88276
2015-09-22,88817
2015-09-23,90267
2015-09-24,90332
2015-09-25,89994
2015-09-27,88837
2015-09-28,88175
2015-09-29,87276
2015-09-30,85998
2015-10-05,81881
2015-10-06,80992
2015-10-07,81056
2015-10-08,80298
2015-10-09,78767
2015-10-10,77384
2015-10-11,77097
2015-10-12,76392
2015-10-13,76339
2015-10-14,76188
2015-10-15,75192
2015-10-16,74775
2015-10-17,73651
2015-10-18,73670
2015-10-19,73410
2015-10-20,74147
2015-10-22,74958
2015-10-23,75189
2015-10-24,74427
2015-10-25,74346
2015-10-26,75101
2015-10-27,75395
2015-10-29,77547
2015-10-30,77672
2015-10-31,75939
2015-11-01,76475
2015-11-02,76218
2015-11-03,75716
2015-11-05,74348
2015-11-06,73936
2015-11-07,76163
2015-11-08,77384
2015-11-09,78620
2015-11-10,79020
2015-11-11,79825
2015-11-12,82515
2015-11-13,85823
2015-11-14,89160
2015-11-15,92107
2015-11-16,93128
2015-11-17,93471
2015-11-18,93592
2015-11-19,92689
2015-11-20,91765
2015-11-21,91288
2015-11-22,90888
2015-11-23,89471
2015-11-24,89788
2015-11-25,89444
2015-11-26,89122
2015-11-27,87919
2015-11-28,87283
2015-11-29,86420
2015-11-30,85727
2015-12-01,85025
2015-12-02,84945
2015-12-03,84250
2015-12-04,84403
2015-12-05,83503
2015-12-06,83720
2015-12-07,82857
2015-12-08,81789
2015-12-09,82016
2015-12-10,82868
2015-12-11,84085
2015-12-13,86081
2015-12-14,88250
2015-12-15,91578
2015-12-16,95543
2015-12-17,98346
2015-12-18,100382
2015-12-19,101124
2015-12-20,101676
2015-12-21,99009
2015-12-22,98753
2015-12-23,97583
2015-12-24,97961
2015-12-25,96019
2015-12-26,96527
2015-12-27,96533
2015-12-28,96636
2015-12-29,97968
2015-12-30,98801
2015-12-31,101805
2016-01-01,102578
2016-01-02,103357
2016-01-03,101818
2016-01-04,100623
2016-01-05,99178
2016-01-06,98008
2016-01-07,98163
2016-01-08,95672
2016-01-09,94805
2016-01-10,94167
2016-01-11,92194
2016-01-12,91918
2016-01-13,91969
2016-01-14,92450
2016-01-15,92301
2016-01-16,93306
2016-01-17,94137
2016-01-18,94544
2016-01-19,94633
2016-01-20,94670
2016-01-21,94175
2016-01-22,94310
2016-01-23,93899
2016-01-24,93971
2016-01-25,93749
2016-01-26,94777
2016-01-27,93511
2016-01-28,91785
2016-01-29,91881
2016-01-30,91135
2016-01-31,90937
2016-02-01,90650
2016-02-02,89990
2016-02-03,89476
2016-02-04,88541
2016-02-05,88436
2016-02-06,88915
2016-02-07,88656
2016-02-08,90267
2016-02-09,91093
2016-02-10,93363
2016-02-11,94041
2016-02-12,95133
2016-02-13,94592
2016-02-14,95051
2016-02-15,93368
2016-02-16,92475
2016-02-17,91450
2016-02-18,90673
2016-02-19,91249
2016-02-20,90646
2016-02-21,91621
2016-02-22,92216
2016-02-23,92046
2016-02-24,91419
2016-02-25,90612
2016-02-26,91550
2016-02-27,90956
2016-02-28,91023
2016-02-29,90760
2016-03-01,90754
2016-03-02,90176
2016-03-03,90813
2016-03-04,91325
2016-03-05,91776
2016-03-06,93092
2016-03-07,95475
2016-03-08,96245
2016-03-09,99456
2016-03-10,100753
2016-03-11,98883
2016-03-12,98612
2016-03-13,95614
2016-03-14,93093
2016-03-15,91072
2016-03-16,89434
2016-03-17,88707
2016-03-18,89415
2016-03-19,91739
2016-03-20,94248
2016-03-21,95946
2016-03-22,95087
2016-03-23,94758
2016-03-24,96083
2016-03-25,92809
2016-03-26,92005
2016-03-27,90954
2016-03-28,87472
2016-03-29,87653
2016-03-30,88193
2016-03-31,88563
2016-04-01,88573
2016-04-02,88384
2016-04-03,91356
2016-04-04,92410
2016-04-05,92705
2016-04-06,94431
2016-04-07,92336
2016-04-08,93262
2016-04-09,92977
2016-04-10,93224
2016-04-11,93918
2016-04-12,93546
2016-04-13,94081
2016-04-14,93514
2016-04-15,92098
2016-04-16,92621
2016-04-17,92791
2016-04-18,92351
2016-04-19,92579
2016-04-20,92745
2016-04-21,94651
2016-04-22,95139
2016-04-23,96046
2016-04-24,94926
2016-04-25,93944
2016-04-26,95664
2016-04-27,97505
2016-04-28,99118
2016-04-29,99110
2016-04-30,98708
2016-05-01,97443
2016-05-02,99467
2016-05-03,101613
2016-05-04,101358
2016-05-05,101696
2016-05-06,101374
2016-05-07,100822
2016-05-08,99395
2016-05-09,96632
2016-05-10,93640
2016-05-11,90161
2016-05-12,89286
2016-05-13,90311
2016-05-14,91653
2016-05-15,92401
2016-05-16,87780
2016-05-17,85046
2016-05-18,83557
2016-05-19,84250
2016-05-22,85158
2016-05-23,83349
2016-05-24,83620
2016-05-25,82907
2016-05-26,79544
2016-05-27,78716
2016-05-28,79046
2016-05-29,78274
2016-05-30,78510
2016-05-31,77088
2016-06-01,75616
2016-06-02,74727
2016-06-03,72744
2016-06-04,72238
2016-06-05,71848
2016-06-06,73007
2016-06-07,74541
2016-06-08,74922
2016-06-09,76895
2016-06-10,78560
2016-06-11,78514
2016-06-12,80350
2016-06-13,83688
2016-06-14,86184
2016-06-15,86695
2016-06-16,85270
2016-06-17,82820
2016-06-18,83317
2016-06-19,80738
2016-06-20,79095
2016-06-21,78252
2016-06-22,77726
2016-06-23,79123
2016-06-24,79632
2016-06-25,79219
2016-06-26,79406
2016-06-27,77562
2016-06-28,75377
2016-06-29,74010
2016-06-30,73157
2016-07-01,72565
2016-07-02,72698
2016-07-03,73410
2016-07-04,75453
2016-07-05,76123
2016-07-06,76576
2016-07-07,76873
2016-07-08,76201
2016-07-09,77310
2016-07-10,77161
2016-07-11,76341
2016-07-12,76451
2016-07-13,75565
2016-07-14,74293
2016-07-15,72405
2016-07-16,70896
2016-07-17,70497
2016-07-18,70317
2016-07-24,66764
2016-07-25,64013
2016-07-26,60839
2016-07-27,59444
2016-07-28,59014
2016-07-29,59599
2016-07-30,60300
2016-07-31,60808
2016-08-01,60968
2016-08-02,61430
2016-08-03,62458
2016-08-04,64170
2016-08-05,65967
2016-08-06,67169
2016-08-07,68582
2016-08-08,70392
2016-08-09,72208
2016-08-10,73781
2016-08-11,73141
2016-08-12,75137
2016-08-13,76828
2016-08-14,76952
2016-08-15,73106
2016-08-16,69489
2016-08-17,66488
2016-08-18,64939
2016-08-19,63110
2016-08-20,60925
2016-08-21,59972
2016-08-22,59154
2016-08-23,57947
2016-08-24,57096
2016-08-25,55829
2016-08-26,54695
2016-08-28,51790
2016-08-31,48593
2016-09-01,49929
2016-09-02,49929
2016-09-03,52142
2016-09-04,53779
2016-09-05,56168
2016-09-06,58420
2016-09-07,60392
2016-09-08,61187
2016-09-09,59858
2016-09-10,58251
2016-09-11,55962
2016-09-12,53732
2016-09-13,51045
2016-09-14,49111
2016-09-15,47965
2016-09-16,47167
2016-09-17,47113
2016-09-18,47951
2016-09-19,48238
2016-09-20,48010
2016-09-21,47764
2016-09-22,47957
2016-09-23,48564
2016-09-24,49687
2016-09-25,51995
2016-09-26,54595
2016-09-27,56485
2016-09-28,59289
2016-09-29,60212
2016-09-30,62182
2016-10-01,62699
2016-10-02,64749
2016-10-03,65851
2016-10-04,67846
2016-10-05,69533
2016-10-06,70993
2016-10-07,71164
2016-10-08,72219
2016-10-09,71053
2016-10-10,69910
2016-10-11,68432
2016-10-12,68149
2016-10-13,67325
2016-10-14,65938
2016-10-15,65695
2016-10-16,63899
2016-10-17,62879
2016-10-18,63216
2016-10-19,64487
2016-10-20,65332
2016-10-21,65258
2016-10-22,65972
2016-10-23,66791
2016-10-24,68753
2016-10-25,68069
2016-10-26,67161
2016-10-27,67673
2016-10-28,67905
2016-10-29,67457
2016-10-30,67012
2016-10-31,68872
2016-11-01,72177
2016-11-02,74769
2016-11-03,76531
2016-11-04,77453
2016-11-05,76791
2016-11-06,77918
2016-11-07,79071
2016-11-08,80710
2016-11-09,83242
2016-11-10,85582
2016-11-11,86403
2016-11-12,85572
2016-11-13,83629
2016-11-14,82482
2016-12-08,48576
2016-12-09,46182
2016-12-10,44700
2016-12-11,44186
2016-12-12,44496
2016-12-13,45257
2016-12-14,46683
2016-12-15,47619
2016-12-16,48608
2016-12-17,48435
2016-12-18,47153
2016-12-19,46895
2016-12-20,44953
2016-12-21,43400
2016-12-22,42394
2016-12-23,42163
2016-12-24,42005
2016-12-25,42812
2016-12-26,43676
2016-12-27,44677
2016-12-28,44972
2016-12-29,44933
2016-12-30,44814
2016-12-31,44633
2017-01-01,44832
2017-01-02,44826
2017-01-03,44539
2017-01-04,43025
2017-01-05,42200
2017-01-06,41311
2017-01-07,40715
2017-01-08,40211
2017-01-09,40072
2017-01-10,39701
2017-01-11,39583
2017-01-12,39083
2017-01-13,38757
2017-01-14,39132
2017-01-15,40619
2017-01-16,42117
2017-01-17,43885
2017-01-18,45375
2017-01-19,45838
2017-01-20,45709
2017-01-21,45667
2017-01-22,46100
2017-01-27,45967
2017-01-28,47932
2017-01-29,49577
2017-01-30,49889
2017-01-31,49813
2017-02-01,50964
2017-02-02,50842
2017-02-03,50721
2017-02-04,50161
2017-02-05,49952
2017-02-06,49494
2017-02-07,49623
2017-02-08,49124
2017-02-09,48264
2017-02-10,46908
2017-02-11,45915
2017-02-12,44552
2017-02-13,44589
2017-02-14,44231
2017-02-15,43950
2017-02-16,43523
2017-02-18,42535
2017-02-19,42352
2017-02-20,42569
2017-02-21,42354
2017-02-22,41307
2017-02-23,40630
2017-02-24,39916
2017-02-25,39509
2017-02-26,40218
2017-02-27,40543
2017-02-28,41532
2017-03-01,41545
2017-03-02,40722
2017-03-03,39014
2017-03-04,38969
2017-03-05,38564
2017-03-06,38219
2017-03-07,37481
2017-03-08,37652
2017-03-09,37474
2017-03-10,37809
2017-03-11,37948
2017-03-12,37557
2017-03-13,37623
2017-03-14,37687
2017-03-15,37874
2017-03-16,37748
2017-03-17,38268
2017-03-18,38910
2017-03-19,39144
2017-03-20,38510
2017-03-21,37623
2017-03-22,36494
2017-03-23,36015
2017-03-24,36571
2017-03-25,37310
2017-03-26,38042
2017-03-27,38307
2017-03-28,37781
2017-03-29,36855
2017-03-30,35769
2017-03-31,35411
2017-04-01,35666
2017-04-02,35725
2017-04-03,35729
2017-04-04,35040
2017-04-12,36554
2017-04-13,38382
2017-04-14,39716
2017-04-15,39741
2017-04-16,40025
2017-04-17,39860
2017-04-18,40224
2017-04-19,40188
2017-04-20,39931
2017-04-21,39512
2017-04-22,39389
2017-04-23,38666
2017-04-24,38107
2017-04-25,37499
2017-04-26,38131
2017-04-27,38083
2017-04-28,38283
2017-04-29,38025
2017-04-30,37478
2017-05-01,36567
2017-05-02,36231
2017-05-03,36294
2017-05-04,36779
2017-05-05,37301
2017-05-06,37409
2017-05-07,37538
2017-05-08,38115
2017-05-09,37244
2017-05-10,36736
2017-05-11,36250
2017-05-12,36843
2017-05-13,38073
2017-05-14,38224
2017-05-15,38647
2017-05-16,38410
2017-05-17,38925
2017-05-18,39467
2017-05-19,40215
2017-05-20,41127
2017-05-21,41251
2017-05-22,41384
2017-05-23,42298
2017-05-24,43209
2017-05-25,43862
2017-05-26,45015
2017-05-27,45739
2017-05-28,46787
2017-05-29,47538
2017-05-30,48987
2017-05-31,49644
2017-06-01,50485
2017-06-02,51150
2017-06-03,52643
2017-06-06,57071
2017-06-07,59048
2017-06-08,58144
2017-06-09,57820
2017-06-10,57767
2017-06-11,55651
2017-06-12,55370
2017-06-13,54999
2017-06-14,54333
2017-06-15,53695
2017-06-16,53225
2017-06-17,53249
2017-06-18,53015
2017-06-19,53293
2017-06-20,52856
2017-06-21,52112
2017-06-22,51259
2017-06-23,50007
2017-06-24,49797
2017-06-25,49607
2017-06-26,49682
2017-06-27,50880
2017-06-28,52418
2017-06-29,52629
2017-06-30,52565
2017-07-01,52763
2017-07-02,53275
2017-07-03,53383
2017-07-04,53450
2017-07-05,53845
2017-07-06,54501
2017-07-07,55796
2017-07-08,57724
2017-07-13,57255
2017-07-14,56370
2017-07-15,56239
2017-07-16,55850
2017-07-17,55644
2017-07-18,56263
2017-07-19,56502
2017-07-20,56617
2017-07-21,56943
2017-07-22,55143
2017-07-23,54122
2017-07-24,54460
2017-07-25,53763
2017-07-26,53368
2017-07-27,53205
2017-07-28,53682
2017-07-29,54440
2017-07-30,55146
2017-07-31,55682
2017-08-01,56375
2017-08-02,55541
2017-08-03,54678
2017-08-04,54160
2017-08-05,53862
2017-08-06,53222
2017-08-09,51541
2017-08-10,51228
2017-08-11,52353
2017-08-12,53167
2017-08-13,52228
2017-08-14,51668
2017-08-15,51516
2017-08-16,51720
2017-08-17,51835
2017-08-18,51476
2017-08-19,49911
2017-08-20,49368
2017-08-21,50101
2017-08-22,50855
2017-08-23,51131
2017-08-24,50902
2017-08-25,50684
2017-08-26,50667
2017-08-27,51341
2017-08-28,51653
2017-08-29,51944
2017-08-30,50875
2017-08-31,49946
2017-09-01,50732
2017-09-02,50536
2017-09-03,49983
2017-09-04,51128
2017-09-05,50736
2017-09-06,49459
2017-09-07,49109
2017-09-08,49386
2017-09-09,48549
2017-09-10,48372
2017-09-11,49664
2017-09-12,49161
2017-09-13,48919
2017-09-14,48931
2017-09-15,48471
2017-09-16,47907
2017-09-17,47577
2017-09-18,47633
2017-09-19,49280
2017-09-20,50400
2017-09-21,51728
2017-09-22,51228
2017-09-23,50719
2017-09-24,51258
2017-09-25,51026
2017-09-26,50186
2017-09-27,49444
2017-09-28,49589
2017-09-29,50233
2017-09-30,49546
2017-10-01,49657
2017-10-02,50086
2017-10-03,50003
2017-10-04,49875
2017-10-05,50157
2017-10-06,49694
2017-10-07,49377
2017-10-08,50338
2017-10-09,50173
2017-10-10,50575
2017-10-11,50954
2017-10-12,50787
2017-10-13,51172
2017-10-14,51268
2017-10-15,50918
2017-10-16,50074
2017-10-17,49418
2017-10-18,50712
2017-10-19,50022
2017-10-20,49652
2017-10-21,48889
2017-10-22,48576
2017-10-23,48298
2017-10-24,48270
2017-10-25,48069
2017-10-26,48300
2017-10-27,49364
2017-10-28,49107
2017-10-29,48724
2017-10-30,48427
2017-10-31,47319
2017-11-01,48102
2017-11-02,47772
2017-11-03,46746
2017-11-04,46336
2017-11-05,45313
2017-11-06,44591
2017-11-07,44681
2017-11-08,43547
2017-11-09,41868
2017-11-10,40425
2017-11-11,40349
2017-11-12,40055
2017-11-13,40085
2017-11-14,40753
2017-11-15,41122
2017-11-16,41147
2017-11-17,41719
2017-11-18,41383
2017-11-19,41814
2017-11-20,42125
2017-11-21,42931
2017-11-22,44772
2017-11-23,46144
2017-11-24,47272
2017-11-25,49529
2017-11-26,51631
2017-11-27,52272
2017-11-28,52280
2017-11-29,52332
2017-11-30,52185
2017-12-01,52218
2017-12-02,51805
2017-12-03,51843
2017-12-04,52748
2017-12-05,53171
2017-12-06,52378
2017-12-07,51428
2017-12-08,51137
2017-12-09,50974
2017-12-10,49929
2017-12-11,48951
2017-12-12,47467
2017-12-13,46340
2017-12-14,45451
2017-12-15,44578
2017-12-16,43764
2017-12-17,43027
2017-12-18,42585
2017-12-19,41417
2017-12-20,41223
2017-12-21,40772
2017-12-22,40542
2017-12-23,40601
2017-12-24,40549
2017-12-25,40973
2017-12-26,41359
2017-12-27,41270
2017-12-28,41322
2017-12-29,41558
2017-12-30,41355
2017-12-31,41820
2018-01-01,41933
2018-01-02,42210
2018-01-03,42176
2018-01-04,42027
2018-01-05,42002
2018-01-06,41710
2018-01-07,41668
2018-01-08,41177
2018-01-09,40916
2018-01-10,41358
2018-01-11,41076
2018-01-12,40586
2018-01-13,39786
2018-01-14,39303
2018-01-15,39267
2018-01-16,39440
2018-01-17,38905
2018-01-18,38508
2018-01-19,38316
2018-01-20,37522
2018-01-21,37051
2018-01-22,36751
2018-01-23,36327
2018-01-24,36592
2018-01-25,35996
2018-01-26,35824
2018-01-27,35977
2018-01-28,35879
2018-01-29,35698
2018-01-30,35304
2018-02-01,34528
2018-02-02,33909
2018-02-03,34536
2018-02-04,34686
2018-02-05,35385
2018-02-06,35296
2018-02-07,35466
2018-02-08,35522
2018-02-09,35693
2018-02-10,35821
2018-02-11,34982
2018-02-12,34598
2018-02-13,33622
2018-02-14,33686
2018-02-15,33032
2018-02-16,33180
2018-02-17,32979
2018-02-18,32971
2018-02-19,32955
2018-02-20,33015
2018-02-21,32212
2018-02-22,31101
2018-02-23,30706
2018-02-24,30034
2018-02-25,29663
2018-02-26,29249
2018-02-27,29119
2018-02-28,29628
2018-03-01,30402
2018-03-02,30505
2018-03-03,31370
2018-03-04,32781
2018-03-05,33483
2018-03-06,33792
2018-03-07,34740
2018-03-08,35148
2018-03-09,35362
2018-03-10,36389
2018-03-11,36991
2018-03-12,37165
2018-03-13,36734
2018-03-14,35848
2018-03-15,34986
2018-03-16,35218
2018-03-17,34956
2018-03-18,35389
2018-03-20,37013
2018-03-21,36995
2018-03-23,37372
2018-03-24,37260
2018-03-26,37633
2018-03-27,37671
2018-03-28,37668
2018-03-29,38068
2018-03-30,38643
2018-03-31,39121
2018-04-01,39226
2018-04-02,39863
2018-04-03,40483
2018-04-04,40665
2018-04-05,40430
2018-04-06,40747
2018-04-08,43959
2018-04-09,45531
2018-04-10,46953
2018-04-11,45685
2018-04-12,44589
2018-04-13,43984
2018-04-14,43659
2018-04-16,43253
2018-04-17,42964
2018-04-18,42326
2018-04-19,42244
2018-04-20,42303
2018-04-21,42526
2018-04-22,42510
2018-04-23,42544
2018-04-24,42490
2018-04-25,43285
2018-04-26,43781
2018-04-27,45037
2018-04-28,46040
2018-04-29,45919
2018-04-30,45393
2018-05-02,45458
2018-05-03,45396
2018-05-04,45345
2018-05-05,44306
2018-05-06,42731
2018-05-07,41748
2018-05-08,41439
2018-05-09,41525
2018-05-10,41317
2018-05-11,41406
2018-05-12,41859
2018-05-13,41955
2018-05-14,42367
2018-05-15,41613
2018-05-16,43259
2018-05-17,45003
2018-05-18,45782
2018-05-19,45611
2018-05-20,45914
2018-05-21,46143
2018-05-22,45739
2018-05-23,45206
2018-05-24,45127
2018-05-25,45467
2018-05-26,45448
2018-05-27,45329
2018-05-28,45815
2018-05-29,46320
2018-05-30,46295
2018-05-31,45127
2018-06-01,44934
2018-06-02,44524
2018-06-03,44476
2018-06-04,44367
2018-06-05,44498
2018-06-06,45489
2018-06-07,44812
2018-06-08,45134
2018-06-09,44560
2018-06-10,45169
2018-06-11,45101
2018-06-12,44528
2018-06-13,44324
2018-06-14,43639
2018-06-15,43633
2018-06-16,43697
2018-06-17,44049
2018-06-18,44262
2018-06-19,44062
2018-06-20,42919
2018-06-21,42822
2018-06-22,42880
2018-06-23,42924
2018-06-24,43164
2018-06-25,43463
2018-06-26,44149
2018-06-27,44437
2018-06-28,43970
2018-06-29,44052
2018-06-30,43689
2018-07-01,44649
2018-07-02,45004
2018-07-03,45077
2018-07-04,45423
2018-07-05,45491
2018-07-06,45007
2018-07-07,43732
2018-07-08,42836
2018-07-09,42322
2018-07-10,42365
2018-07-11,42250
2018-07-12,42588
2018-07-13,43124
2018-07-14,42740
2018-07-15,42654
2018-07-16,43114
2018-07-17,42919
2018-07-18,42417
2018-07-19,41342
2018-07-20,40636
2018-07-21,40349
2018-07-22,40126
2018-07-23,40142
2018-07-24,40359
2018-07-25,40188
2018-07-26,40142
2018-07-27,39410
2018-07-28,38463
2018-07-29,38703
2018-07-30,38111
2018-07-31,39033
2018-08-01,39782
2018-08-02,40539
2018-08-03,41748
2018-08-04,43461
2018-08-05,45175
2018-08-06,45434
2018-08-07,45771
2018-08-08,45567
2018-08-09,45735
2018-08-10,45150
2018-08-11,44775
2018-08-12,44444
2018-08-14,42117
2018-08-16,41207
2018-08-17,40002
2018-08-18,39237
2018-08-19,38873
2018-08-20,40337
2018-08-21,41416
2018-08-22,41865
2018-08-23,41858
2018-08-24,41636
2018-08-25,42007
2018-08-26,42713
2018-08-27,43384
2018-08-28,43433
2018-08-29,43594
2018-08-30,43355
2018-08-31,43213
2018-09-01,42777
2018-09-02,42618
2018-09-03,42894
2018-09-04,42237
2018-09-05,42012
2018-09-06,41011
2018-09-07,41221
2018-09-08,41612
2018-09-09,41682
2018-09-10,40963
2018-09-11,39899
2018-09-12,39487
2018-09-13,39239
2018-09-14,38634
2018-09-15,38477
2018-09-16,38708
2018-09-17,38644
2018-09-18,37401
2018-09-19,36662
2018-09-20,36128
2018-09-21,35366
2018-09-22,34991
2018-09-23,34011
2018-09-24,33696
2018-09-25,33584
2018-09-26,33814
2018-09-27,33915
2018-09-28,34285
2018-09-29,34839
2018-09-30,34867
2018-10-02,34124
2018-10-03,33318
2018-10-04,32777
2018-10-05,32672
2018-10-06,32355
2018-10-07,32976
2018-10-08,33027
2018-10-09,33265
2018-10-10,32404
2018-10-11,31684
2018-10-12,31008
2018-10-13,30556
2018-10-14,30266
2018-10-15,29924
2018-10-16,30031
2018-10-17,30071
2018-10-18,30040
2018-10-19,29544
2018-10-20,28591
2018-10-21,28234
2018-10-22,29084
2018-10-23,29783
2018-10-24,30076
2018-10-25,29954
2018-10-26,30730
2018-10-27,30447
2018-10-28,30532
2018-10-29,30078
2018-10-30,29914
2018-10-31,29441
2018-11-01,30298
2018-11-03,30529
2018-11-04,30738
2018-11-05,31404
2018-11-06,32499
2018-11-07,32488
2018-11-08,32986
2018-11-09,33367
2018-11-10,33747
2018-11-11,34166
2018-11-12,35237
2018-11-13,36914
2018-11-14,38400
2018-11-15,40247
2018-11-16,41736
2018-11-17,43310
2018-11-18,42624
2018-11-19,42717
2018-11-20,42301
2018-11-21,42618
2018-11-22,42954
2018-11-23,43357
2018-11-24,43860
2018-11-25,44326
2018-11-26,43941
2018-11-27,44572
2018-11-28,45386
2018-11-29,45385
2018-12-01,45700
2018-12-02,46096
2018-12-03,46342
2018-12-04,46439
2018-12-05,47316
2018-12-09,44866
2018-12-10,45112
2018-12-11,44455
2018-12-12,43309
2018-12-13,43925
2018-12-14,43747
2018-12-15,44279
2018-12-16,44471
2018-12-17,44552
2018-12-18,44352
2018-12-19,44295
2018-12-20,45167
2018-12-21,44556
2018-12-22,44464
2018-12-23,44626
2018-12-24,45408
2018-12-25,45121
2018-12-26,45521
2018-12-27,45585
2018-12-28,45163
2018-12-29,45561
2018-12-30,46041
2018-12-31,46180
2019-01-01,46100
2019-01-02,46561
2019-01-03,45989
2019-01-04,46737
2019-01-05,46799
2019-01-06,46519
2019-01-08,46498
2019-01-10,47446
2019-01-11,47541
2019-01-12,47381
2019-01-13,46653
2019-01-14,46776
2019-01-15,46018
2019-01-16,47012
2019-01-17,48129
2019-01-18,50068
2019-01-19,51057
2019-01-20,52614
2019-01-21,53029
2019-01-22,53282
2019-01-23,52894
2019-01-24,53424
2019-01-25,53474
2019-01-26,53681
2019-01-27,53228
2019-01-28,53278
2019-01-29,53477
2019-01-30,53294
2019-01-31,53630
2019-02-01,53880
2019-02-02,54864
2019-02-03,55205
2019-02-04,54824
2019-02-05,55141
2019-02-06,54342
2019-02-07,53614
2019-02-08,52808
2019-02-09,52471
2019-02-10,52574
2019-02-11,51387
2019-02-12,51453
2019-02-13,51775
2019-02-14,51392
2019-02-15,51516
2019-02-16,51798
2019-02-17,51825
2019-02-18,51771
2019-02-19,51756
2019-02-20,51448
2019-02-21,51921
2019-02-22,52659
2019-02-23,52823
2019-02-24,53287
2019-02-25,52038
2019-02-26,51832
2019-02-27,52170
2019-02-28,51423
2019-03-01,51740
2019-03-02,51805
2019-03-03,51857
2019-03-04,51131
2019-03-05,51409
2019-03-06,52689
2019-03-07,51827
2019-03-08,52650
2019-03-09,52787
2019-03-10,52514
2019-03-11,51786
2019-03-12,51778
2019-03-13,52487
2019-03-14,52468
2019-03-15,52177
2019-03-16,51252
2019-03-17,50699
2019-03-18,51035
2019-03-19,50698
2019-03-20,50705
2019-03-21,51294
2019-03-22,51200
2019-03-23,51537
2019-03-24,51562
2019-03-25,51768
2019-03-26,51545
2019-03-27,50937
2019-03-28,51390
2019-03-29,51238
2019-03-30,51148
2019-03-31,50637
2019-04-01,49844
2019-04-02,48856
2019-04-03,48134
2019-04-04,47602
2019-04-05,47258
2019-04-06,46463
2019-04-07,46425
2019-04-08,45948
