date_obj,Slayer's%20staff price
2015-07-14,13467
2015-07-15,13397
2015-07-16,13397
2015-07-17,13548
2015-07-18,13548
2015-07-19,13866
2015-07-20,13866
2015-07-21,14330
2015-07-22,14330
2015-07-23,14873
2015-07-24,14873
2015-07-25,15416
2015-07-26,15416
2015-07-27,15279
2015-07-28,15279
2015-07-29,15082
2015-07-30,15082
2015-07-31,15082
2015-08-01,15255
2015-08-02,15255
2015-08-03,15454
2015-08-04,15454
2015-08-05,15341
2015-08-06,15341
2015-08-07,15351
2015-08-08,15351
2015-08-09,15562
2015-08-10,15562
2015-08-11,15590
2015-08-12,15590
2015-08-13,15590
2015-08-14,16000
2015-08-15,16000
2015-08-16,16350
2015-08-17,16350
2015-08-18,16821
2015-08-19,16821
2015-08-20,17052
2015-08-21,17052
2015-08-22,16947
2015-08-23,16947
2015-08-24,17173
2015-08-25,17173
2015-08-26,17173
2015-08-27,16779
2015-08-28,16779
2015-08-29,16160
2015-08-30,16160
2015-08-31,15950
2015-09-01,15950
2015-09-02,15950
2015-09-03,16340
2015-09-04,16340
2015-09-05,16905
2015-09-06,16905
2015-09-07,16855
2015-09-08,16855
2015-09-09,16507
2015-09-10,16507
2015-09-11,16206
2015-09-12,16206
2015-09-13,15872
2015-09-14,15872
2015-09-15,15618
2015-09-16,15618
2015-09-17,15618
2015-09-18,15129
2015-09-19,15129
2015-09-20,15129
2015-09-21,14778
2015-09-22,14778
2015-09-23,14778
2015-09-24,14508
2015-09-25,14508
2015-09-27,14074
2015-09-28,14074
2015-09-29,13867
2015-09-30,13867
2015-10-05,13884
2015-10-06,13899
2015-10-07,13899
2015-10-08,13748
2015-10-09,13748
2015-10-10,13748
2015-10-11,13891
2015-10-12,13891
2015-10-13,13891
2015-10-14,14073
2015-10-15,14073
2015-10-16,14177
2015-10-17,14177
2015-10-18,14177
2015-10-19,14453
2015-10-20,14453
2015-10-22,14634
2015-10-23,14634
2015-10-24,14610
2015-10-25,14610
2015-10-26,14611
2015-10-27,14611
2015-10-29,14883
2015-10-30,14883
2015-10-31,14883
2015-11-01,15387
2015-11-02,15387
2015-11-03,15387
2015-11-04,15776
2015-11-05,15776
2015-11-06,15776
2015-11-07,15929
2015-11-08,15929
2015-11-09,15929
2015-11-10,16140
2015-11-11,16140
2015-11-12,16140
2015-11-13,15846
2015-11-14,15846
2015-11-15,15960
2015-11-16,15960
2015-11-17,15960
2015-11-18,15896
2015-11-19,15896
2015-11-20,15763
2015-11-21,15763
2015-11-22,15763
2015-11-23,15691
2015-11-24,15691
2015-11-25,15686
2015-11-26,15686
2015-11-27,15686
2015-11-28,15415
2015-11-29,15415
2015-11-30,15188
2015-12-01,15188
2015-12-02,15188
2015-12-03,14891
2015-12-04,14891
2015-12-05,14891
2015-12-06,14779
2015-12-07,14779
2015-12-08,14779
2015-12-09,14661
2015-12-10,14661
2015-12-11,14661
2015-12-12,14653
2015-12-13,14653
2015-12-14,14653
2015-12-15,14470
2015-12-16,14470
2015-12-17,14470
2015-12-18,14522
2015-12-19,14522
2015-12-20,14401
2015-12-21,14401
2015-12-22,14401
2015-12-23,14491
2015-12-24,14491
2015-12-25,14491
2015-12-26,14347
2015-12-27,14347
2015-12-28,14106
2015-12-29,14106
2015-12-30,14078
2015-12-31,14078
2016-01-01,14078
2016-01-02,14307
2016-01-03,14307
2016-01-04,14668
2016-01-05,14668
2016-01-06,15303
2016-01-07,15303
2016-01-08,15731
2016-01-09,15731
2016-01-10,15563
2016-01-11,15563
2016-01-12,14900
2016-01-13,14900
2016-01-14,14550
2016-01-15,14550
2016-01-16,14153
2016-01-17,14153
2016-01-18,13833
2016-01-19,13833
2016-01-20,13506
2016-01-21,13506
2016-01-22,13017
2016-01-23,13017
2016-01-24,12982
2016-01-25,12982
2016-01-26,13160
2016-01-27,13160
2016-01-28,13160
2016-01-29,13525
2016-01-30,13525
2016-01-31,13616
2016-02-01,13616
2016-02-02,13618
2016-02-03,13618
2016-02-04,13357
2016-02-05,13357
2016-02-06,13377
2016-02-07,13377
2016-02-08,13377
2016-02-09,13516
2016-02-10,13516
2016-02-11,13886
2016-02-12,13886
2016-02-13,14018
2016-02-14,14018
2016-02-15,13899
2016-02-16,13899
2016-02-17,13899
2016-02-18,13841
2016-02-19,13841
2016-02-20,13687
2016-02-21,13687
2016-02-22,13555
2016-02-23,13555
2016-02-24,13609
2016-02-25,13609
2016-02-26,13706
2016-02-27,13706
2016-02-28,13801
2016-02-29,13801
2016-03-01,13832
2016-03-02,13832
2016-03-03,13950
2016-03-04,13950
2016-03-05,14194
2016-03-06,14194
2016-03-07,14170
2016-03-08,14170
2016-03-09,13963
2016-03-10,13963
2016-03-11,14030
2016-03-12,14030
2016-03-13,13875
2016-03-14,13875
2016-03-15,13820
2016-03-16,13820
2016-03-17,13622
2016-03-18,13622
2016-03-19,13690
2016-03-20,13690
2016-03-21,13735
2016-03-22,13735
2016-03-23,13861
2016-03-24,13861
2016-03-25,14003
2016-03-26,14003
2016-03-27,14432
2016-03-28,14432
2016-03-29,14694
2016-03-30,14694
2016-03-31,14694
2016-04-01,15142
2016-04-02,15142
2016-04-03,15594
2016-04-04,15594
2016-04-05,15911
2016-04-06,15911
2016-04-07,15693
2016-04-08,15693
2016-04-09,15848
2016-04-10,15848
2016-04-11,15848
2016-04-12,15889
2016-04-13,15889
2016-04-14,16016
2016-04-15,16016
2016-04-16,16029
2016-04-17,16029
2016-04-18,15863
2016-04-19,15863
2016-04-20,15863
2016-04-21,16045
2016-04-22,16045
2016-04-23,16045
2016-04-24,16075
2016-04-25,16075
2016-04-26,16175
2016-04-27,16175
2016-04-28,16113
2016-04-29,16113
2016-04-30,15902
2016-05-01,15902
2016-05-02,16209
2016-05-03,16209
2016-05-04,16182
2016-05-05,16182
2016-05-06,16182
2016-05-07,15897
2016-05-08,15897
2016-05-09,15656
2016-05-10,15656
2016-05-11,15678
2016-05-12,15678
2016-05-13,15513
2016-05-14,15513
2016-05-15,15559
2016-05-16,15559
2016-05-17,15699
2016-05-18,15699
2016-05-19,15897
2016-05-22,16641
2016-05-23,17267
2016-05-24,17267
2016-05-25,17398
2016-05-26,17398
2016-05-27,17219
2016-05-28,17219
2016-05-29,16960
2016-05-30,16960
2016-05-31,16530
2016-06-01,16530
2016-06-02,16279
2016-06-03,16279
2016-06-04,15986
2016-06-05,15986
2016-06-06,15697
2016-06-07,15697
2016-06-08,15445
2016-06-09,15445
2016-06-10,15511
2016-06-11,15511
2016-06-12,15071
2016-06-13,15071
2016-06-14,14815
2016-06-15,14815
2016-06-16,14815
2016-06-17,14739
2016-06-18,14739
2016-06-19,14449
2016-06-20,14449
2016-06-21,13974
2016-06-22,13974
2016-06-23,13870
2016-06-24,13870
2016-06-25,13870
2016-06-26,13870
2016-06-27,13870
2016-06-28,13431
2016-06-29,13431
2016-06-30,13468
2016-07-01,13468
2016-07-02,13541
2016-07-03,13541
2016-07-04,13459
2016-07-05,13459
2016-07-06,13488
2016-07-07,13488
2016-07-08,13346
2016-07-09,13346
2016-07-10,13114
2016-07-11,13114
2016-07-12,13190
2016-07-13,13190
2016-07-14,12977
2016-07-15,12977
2016-07-16,12728
2016-07-17,12728
2016-07-18,12633
2016-07-24,12731
2016-07-25,12731
2016-07-26,12731
2016-07-27,12855
2016-07-28,12855
2016-07-29,12966
2016-07-30,12966
2016-07-31,12966
2016-08-01,13472
2016-08-02,13472
2016-08-03,13265
2016-08-04,13265
2016-08-05,13265
2016-08-06,13127
2016-08-07,13127
2016-08-08,13127
2016-08-09,13447
2016-08-10,13447
2016-08-11,13447
2016-08-12,14114
2016-08-13,14114
2016-08-14,14114
2016-08-15,14226
2016-08-16,14226
2016-08-17,14226
2016-08-18,14055
2016-08-19,14055
2016-08-20,14133
2016-08-21,14133
2016-08-22,14544
2016-08-23,14544
2016-08-24,14544
2016-08-25,14676
2016-08-26,14676
2016-08-28,14744
2016-08-31,14592
2016-09-01,14592
2016-09-02,14592
2016-09-03,14512
2016-09-04,14512
2016-09-05,14512
2016-09-06,14466
2016-09-07,14466
2016-09-08,14466
2016-09-09,14287
2016-09-10,14287
2016-09-11,14287
2016-09-12,14972
2016-09-13,14972
2016-09-14,14972
2016-09-15,15124
2016-09-16,15124
2016-09-17,15124
2016-09-18,14583
2016-09-19,14583
2016-09-20,14583
2016-09-21,14016
2016-09-22,14016
2016-09-23,14016
2016-09-24,13900
2016-09-25,13900
2016-09-26,13900
2016-09-27,13807
2016-09-28,13807
2016-09-29,13807
2016-09-30,14120
2016-10-01,14120
2016-10-02,14120
2016-10-03,14448
2016-10-04,14448
2016-10-05,14448
2016-10-06,14119
2016-10-07,14119
2016-10-08,14618
2016-10-09,14618
2016-10-11,14957
2016-10-12,14957
2016-10-13,14957
2016-10-14,15204
2016-10-15,15204
2016-10-16,15204
2016-10-17,15117
2016-10-18,15117
2016-10-19,15117
2016-10-20,15274
2016-10-21,15274
2016-10-22,15274
2016-10-23,15313
2016-10-24,15313
2016-10-25,15313
2016-10-26,14861
2016-10-27,14861
2016-10-28,14861
2016-10-29,14849
2016-10-30,14849
2016-10-31,14961
2016-11-01,14961
2016-11-02,14961
2016-11-03,14935
2016-11-04,14935
2016-11-05,14935
2016-11-06,15318
2016-11-07,15318
2016-11-08,15318
2016-11-09,15724
2016-11-10,15724
2016-11-11,15724
2016-11-12,15951
2016-11-13,15951
2016-11-14,15951
2016-12-08,17593
2016-12-09,17593
2016-12-10,17593
2016-12-11,18050
2016-12-12,18050
2016-12-13,18050
2016-12-14,18072
2016-12-15,18072
2016-12-16,18072
2016-12-17,17753
2016-12-18,17753
2016-12-19,17753
2016-12-20,17331
2016-12-21,17331
2016-12-22,17331
2016-12-23,17317
2016-12-24,17317
2016-12-25,17317
2016-12-26,17150
2016-12-27,17150
2016-12-28,16879
2016-12-29,16879
2016-12-30,17044
2016-12-31,17044
2017-01-01,17044
2017-01-02,16748
2017-01-03,16748
2017-01-04,16241
2017-01-05,16241
2017-01-06,16241
2017-01-07,15823
2017-01-08,15823
2017-01-09,15781
2017-01-10,15781
2017-01-11,15832
2017-01-12,15832
2017-01-13,15944
2017-01-14,15944
2017-01-15,15843
2017-01-16,15843
2017-01-17,15781
2017-01-18,15781
2017-01-19,15780
2017-01-20,15780
2017-01-21,15683
2017-01-22,15683
2017-01-27,15640
2017-01-28,15640
2017-01-29,15958
2017-01-30,15958
2017-01-31,15958
2017-02-01,15981
2017-02-02,15981
2017-02-03,15860
2017-02-04,15860
2017-02-05,15612
2017-02-06,15612
2017-02-07,15101
2017-02-08,15101
2017-02-09,14668
2017-02-10,14668
2017-02-11,14269
2017-02-12,14269
2017-02-13,13964
2017-02-14,13964
2017-02-15,13875
2017-02-16,13875
2017-02-18,13817
2017-02-19,13817
2017-02-20,13394
2017-02-21,13394
2017-02-22,13394
2017-02-23,13334
2017-02-24,13334
2017-02-25,13345
2017-02-26,13345
2017-02-27,13345
2017-02-28,13270
2017-03-01,13270
2017-03-02,13572
2017-03-03,13572
2017-03-04,13856
2017-03-05,13856
2017-03-06,14083
2017-03-07,14083
2017-03-08,14083
2017-03-09,13948
2017-03-10,13948
2017-03-11,14130
2017-03-12,14130
2017-03-13,14337
2017-03-14,14337
2017-03-15,14171
2017-03-16,14171
2017-03-17,14166
2017-03-18,14166
2017-03-19,14368
2017-03-20,14368
2017-03-21,14457
2017-03-22,14457
2017-03-23,14457
2017-03-24,14678
2017-03-25,14678
2017-03-26,14678
2017-03-27,14589
2017-03-28,14589
2017-03-29,14429
2017-03-30,14429
2017-03-31,14581
2017-04-01,14581
2017-04-02,14581
2017-04-03,15029
2017-04-04,15029
2017-04-12,17378
2017-04-13,18225
2017-04-14,18970
2017-04-15,18046
2017-04-16,17845
2017-04-17,18260
2017-04-18,19065
2017-04-19,19597
2017-04-20,19597
2017-04-21,19410
2017-04-22,19410
2017-04-23,20119
2017-04-24,19355
2017-04-25,19063
2017-04-26,19063
2017-04-27,19618
2017-04-28,19618
2017-04-29,19814
2017-04-30,19814
2017-05-01,19862
2017-05-02,19862
2017-05-03,20194
2017-05-04,20194
2017-05-05,19870
2017-05-06,19870
2017-05-07,20120
2017-05-08,20120
2017-05-09,20172
2017-05-10,20172
2017-05-11,20500
2017-05-12,20500
2017-05-13,20467
2017-05-14,20467
2017-05-15,20225
2017-05-16,20225
2017-05-17,19962
2017-05-18,19962
2017-05-19,20731
2017-05-20,20521
2017-05-21,20521
2017-05-22,19930
2017-05-23,19930
2017-05-24,20249
2017-05-25,20249
2017-05-26,19331
2017-05-27,19331
2017-05-28,19610
2017-05-29,19610
2017-05-30,19209
2017-05-31,19209
2017-06-01,18590
2017-06-02,18590
2017-06-03,18719
2017-06-06,18700
2017-06-07,18904
2017-06-08,18904
2017-06-09,19214
2017-06-10,18586
2017-06-11,17871
2017-06-12,17871
2017-06-13,17804
2017-06-14,17804
2017-06-15,17548
2017-06-16,17548
2017-06-17,17483
2017-06-18,17483
2017-06-19,17246
2017-06-20,17246
2017-06-21,17311
2017-06-22,17311
2017-06-23,17311
2017-06-24,17169
2017-06-25,17169
2017-06-26,17171
2017-06-27,17171
2017-06-28,17077
2017-06-29,17077
2017-06-30,17074
2017-07-01,17074
2017-07-02,17074
2017-07-03,17679
2017-07-04,17679
2017-07-05,18474
2017-07-06,18474
2017-07-07,19225
2017-07-08,19225
2017-07-13,19421
2017-07-14,19470
2017-07-15,19470
2017-07-16,19641
2017-07-17,19641
2017-07-18,19564
2017-07-19,19564
2017-07-20,19615
2017-07-21,19615
2017-07-22,19584
2017-07-23,19584
2017-07-24,20014
2017-07-25,20014
2017-07-26,19637
2017-07-27,19637
2017-07-28,19665
2017-07-29,19665
2017-07-30,19888
2017-07-31,19888
2017-08-01,19888
2017-08-02,20452
2017-08-03,20452
2017-08-04,20452
2017-08-05,19963
2017-08-06,19963
2017-08-09,19208
2017-08-10,18525
2017-08-11,18525
2017-08-12,17852
2017-08-13,17852
2017-08-14,17852
2017-08-15,17440
2017-08-17,17237
2017-08-18,17237
2017-08-19,17237
2017-08-20,17326
2017-08-21,17326
2017-08-22,17004
2017-08-23,17004
2017-08-24,17004
2017-08-25,17160
2017-08-26,17160
2017-08-27,17755
2017-08-28,17755
2017-08-29,17755
2017-08-30,18643
2017-08-31,18643
2017-09-01,18643
2017-09-02,19377
2017-09-03,19377
2017-09-04,19377
2017-09-05,18946
2017-09-06,18946
2017-09-07,18239
2017-09-08,18239
2017-09-09,17593
2017-09-10,17593
2017-09-11,17783
2017-09-12,17783
2017-09-13,18233
2017-09-14,18233
2017-09-15,18978
2017-09-16,18978
2017-09-17,19000
2017-09-19,19000
2017-09-20,18833
2017-09-21,18833
2017-09-22,18931
2017-09-23,18931
2017-09-24,19381
2017-09-25,19381
2017-09-26,18722
2017-09-27,18722
2017-09-28,18828
2017-09-29,18828
2017-09-30,18461
2017-10-01,18461
2017-10-02,18328
2017-10-03,18328
2017-10-04,18328
2017-10-05,17749
2017-10-06,17749
2017-10-07,17923
2017-10-08,17923
2017-10-09,18164
2017-10-10,18164
2017-10-11,18164
2017-10-12,18266
2017-10-13,18266
2017-10-14,18144
2017-10-15,18144
2017-10-16,17953
2017-10-17,17953
2017-10-18,17953
2017-10-19,17596
2017-10-20,17596
2017-10-21,17596
2017-10-22,18163
2017-10-23,18163
2017-10-24,18151
2017-10-25,18151
2017-10-26,18080
2017-10-27,18080
2017-10-28,18080
2017-10-29,17904
2017-10-30,17904
2017-10-31,17568
2017-11-01,17568
2017-11-02,17568
2017-11-03,17251
2017-11-04,17251
2017-11-05,17175
2017-11-06,17175
2017-11-07,17175
2017-11-08,16813
2017-11-09,16813
2017-11-10,16672
2017-11-11,16672
2017-11-12,16635
2017-11-13,16635
2017-11-14,16635
2017-11-15,16599
2017-11-16,16599
2017-11-17,16490
2017-11-18,16490
2017-11-19,16668
2017-11-20,16668
2017-11-21,16588
2017-11-22,16588
2017-11-23,16725
2017-11-24,16725
2017-11-25,16941
2017-11-26,16941
2017-11-27,16941
2017-11-28,16864
2017-11-29,16864
2017-11-30,16864
2017-12-01,16555
2017-12-02,16555
2017-12-03,16555
2017-12-04,17268
2017-12-05,17268
2017-12-06,17153
2017-12-07,17153
2017-12-08,17153
2017-12-09,17365
2017-12-10,17365
2017-12-11,17242
2017-12-12,17242
2017-12-13,17242
2017-12-14,17061
2017-12-15,17061
2017-12-16,17374
2017-12-17,17374
2017-12-18,17640
2017-12-19,17640
2017-12-20,17640
2017-12-21,17835
2017-12-22,17835
2017-12-23,18095
2017-12-24,18095
2017-12-25,18095
2017-12-26,18488
2017-12-27,18488
2017-12-28,18548
2017-12-29,18548
2017-12-30,17972
2017-12-31,17972
2018-01-01,18061
2018-01-02,18061
2018-01-03,17752
2018-01-04,17752
2018-01-05,17306
2018-01-06,17306
2018-01-07,17144
2018-01-08,17144
2018-01-09,16568
2018-01-10,16568
2018-01-11,16383
2018-01-12,16383
2018-01-13,16304
2018-01-14,16304
2018-01-15,16494
2018-01-16,16494
2018-01-17,16514
2018-01-18,16514
2018-01-19,16557
2018-01-20,16557
2018-01-21,16224
2018-01-22,16224
2018-01-23,15957
2018-01-24,15351
2018-01-25,15351
2018-01-26,15532
2018-01-27,15647
2018-01-28,15556
2018-01-29,15492
2018-01-30,16056
2018-01-31,16056
2018-02-01,16204
2018-02-02,16204
2018-02-04,16463
2018-02-05,16416
2018-02-06,16481
2018-02-07,16788
2018-02-08,16788
2018-02-09,17363
2018-02-10,17363
2018-02-11,18208
2018-02-12,18774
2018-02-13,18774
2018-02-14,19068
2018-02-15,18657
2018-02-16,18657
2018-02-17,18814
2018-02-18,18456
2018-02-19,18134
2018-02-20,18134
2018-02-21,18243
2018-02-22,18243
2018-02-23,18596
2018-02-24,18596
2018-02-25,19259
2018-02-26,19259
2018-02-27,20222
2018-02-28,20222
2018-03-01,20938
2018-03-02,20590
2018-03-03,20500
2018-03-04,20500
2018-03-05,20171
2018-03-06,19534
2018-03-07,19446
2018-03-08,19446
2018-03-09,19357
2018-03-10,19357
2018-03-11,19630
2018-03-12,19630
2018-03-13,19937
2018-03-14,19669
2018-03-15,19669
2018-03-16,20397
2018-03-17,20416
2018-03-18,20416
2018-03-19,20317
2018-03-20,19977
2018-03-21,19977
2018-03-23,20115
2018-03-24,19688
2018-03-26,19292
2018-03-27,19599
2018-03-28,19599
2018-03-29,20051
2018-03-30,20051
2018-03-31,20160
2018-04-01,20160
2018-04-02,20527
2018-04-03,20448
2018-04-04,20448
2018-04-05,20305
2018-04-06,19631
2018-04-08,18896
2018-04-09,18896
2018-04-10,18233
2018-04-11,18233
2018-04-12,17607
2018-04-13,17607
2018-04-14,17486
2018-04-16,17401
2018-04-17,17462
2018-04-18,17462
2018-04-19,17878
2018-04-20,17878
2018-04-21,17592
2018-04-22,17592
2018-04-23,17584
2018-04-24,17584
2018-04-25,17386
2018-04-26,17386
2018-04-27,17650
2018-04-28,17650
2018-04-29,17561
2018-04-30,17561
2018-05-01,17937
2018-05-02,17937
2018-05-03,17850
2018-05-04,17850
2018-05-05,17918
2018-05-06,17918
2018-05-07,18103
2018-05-08,18103
2018-05-09,18434
2018-05-10,18852
2018-05-11,18852
2018-05-12,19342
2018-05-13,19342
2018-05-14,19112
2018-05-15,19112
2018-05-16,18376
2018-05-17,18376
2018-05-18,18592
2018-05-19,18739
2018-05-20,18739
2018-05-21,18588
2018-05-22,18588
2018-05-23,18430
2018-05-24,18430
2018-05-25,17926
2018-05-26,17570
2018-05-27,17570
2018-05-28,17766
2018-05-29,17766
2018-05-30,17827
2018-05-31,17827
2018-06-01,17899
2018-06-02,17959
2018-06-03,17959
2018-06-04,17477
2018-06-05,17158
2018-06-06,17189
2018-06-07,17189
2018-06-08,17556
2018-06-09,17556
2018-06-10,17623
2018-06-11,17623
2018-06-12,18100
2018-06-13,18366
2018-06-14,18366
2018-06-15,18193
2018-06-16,18193
2018-06-17,17849
2018-06-18,17849
2018-06-19,17622
2018-06-20,17622
2018-06-21,17899
2018-06-22,17899
2018-06-23,17831
2018-06-24,17831
2018-06-25,18231
2018-06-26,18231
2018-06-27,18153
2018-06-28,18153
2018-06-29,18308
2018-06-30,18308
2018-07-01,18326
2018-07-02,18326
2018-07-03,18218
2018-07-04,18218
2018-07-05,17883
2018-07-06,17527
2018-07-07,17527
2018-07-08,17512
2018-07-09,17512
2018-07-10,17484
2018-07-11,17583
2018-07-12,17583
2018-07-13,17330
2018-07-14,16729
2018-07-15,16729
2018-07-16,17547
2018-07-17,18322
2018-07-18,18322
2018-07-19,18729
2018-07-20,18729
2018-07-21,19384
2018-07-22,20191
2018-07-23,19873
2018-07-24,19873
2018-07-25,20336
2018-07-26,20336
2018-07-27,20760
2018-07-28,20760
2018-07-29,19754
2018-07-30,19754
2018-07-31,19507
2018-08-01,19507
2018-08-02,19034
2018-08-03,19034
2018-08-04,18379
2018-08-05,18244
2018-08-06,18244
2018-08-07,18076
2018-08-08,18456
2018-08-09,18456
2018-08-10,19162
2018-08-11,19162
2018-08-12,18903
2018-08-14,18736
2018-08-16,18099
2018-08-17,17559
2018-08-18,17559
2018-08-19,17723
2018-08-20,18192
2018-08-21,18192
2018-08-22,18590
2018-08-23,18590
2018-08-24,19038
2018-08-25,18989
2018-08-26,18989
2018-08-27,19635
2018-08-28,19494
2018-08-29,19494
2018-08-30,19820
2018-08-31,20417
2018-09-01,20972
2018-09-02,20972
2018-09-03,21300
2018-09-04,21829
2018-09-05,21829
2018-09-06,22310
2018-09-07,21927
2018-09-08,21927
2018-09-09,21222
2018-09-10,20692
2018-09-11,20692
2018-09-12,20021
2018-09-13,20021
2018-09-14,19238
2018-09-15,18535
2018-09-16,18535
2018-09-17,18513
2018-09-18,18532
2018-09-19,18532
2018-09-20,18945
2018-09-21,18945
2018-09-22,18975
2018-09-23,18975
2018-09-24,19566
2018-09-25,19566
2018-09-26,20107
2018-09-27,20107
2018-09-28,20688
2018-09-29,20688
2018-09-30,21080
2018-10-02,21950
2018-10-03,22117
2018-10-04,22117
2018-10-05,22404
2018-10-06,23117
2018-10-07,23117
2018-10-08,23206
2018-10-09,22346
2018-10-10,21445
2018-10-11,21003
2018-10-12,21003
2018-10-13,21126
2018-10-14,21126
2018-10-15,20465
2018-10-16,20465
2018-10-17,20245
2018-10-18,20245
2018-10-19,20231
2018-10-20,20231
2018-10-21,20274
2018-10-22,19604
2018-10-23,19604
2018-10-24,19284
2018-10-25,19284
2018-10-26,19405
2018-10-27,19405
2018-10-28,19181
2018-10-29,19181
2018-10-30,18725
2018-10-31,19204
2018-11-01,19570
2018-11-03,18987
2018-11-04,19045
2018-11-05,19629
2018-11-06,20329
2018-11-07,20329
2018-11-08,19777
2018-11-09,19777
2018-11-10,19264
2018-11-11,19264
2018-11-12,18734
2018-11-13,18924
2018-11-14,18924
2018-11-15,18518
2018-11-16,18224
2018-11-17,18224
2018-11-18,18616
2018-11-19,18616
2018-11-20,19314
2018-11-21,19314
2018-11-22,20212
2018-11-23,20332
2018-11-24,20626
2018-11-25,20519
2018-11-26,20519
2018-11-27,20526
2018-11-28,20739
2018-11-29,20714
2018-12-01,20609
2018-12-02,20766
2018-12-03,20766
2018-12-04,20542
2018-12-05,20708
2018-12-07,20321
2018-12-09,20785
2018-12-10,20968
2018-12-11,21229
2018-12-12,20897
2018-12-13,21579
2018-12-14,21843
2018-12-15,21950
2018-12-16,22135
2018-12-17,22135
2018-12-18,22017
2018-12-19,21224
2018-12-20,21783
2018-12-21,22095
2018-12-22,22409
2018-12-23,21814
2018-12-24,21527
2018-12-25,21403
2018-12-26,21403
2018-12-27,21892
2018-12-28,21892
2018-12-29,21329
2018-12-30,20921
2018-12-31,20922
2019-01-01,20922
2019-01-02,21305
2019-01-03,21686
2019-01-04,21686
2019-01-05,22028
2019-01-06,21974
2019-01-08,21484
2019-01-10,20072
2019-01-11,19490
2019-01-12,18940
2019-01-13,18540
2019-01-14,17882
2019-01-15,16987
2019-01-16,16455
2019-01-17,16368
2019-01-18,17074
2019-01-19,17928
2019-01-20,17900
2019-01-22,18298
2019-01-23,18786
2019-01-24,19479
2019-01-25,20026
2019-01-26,20870
2019-01-27,21137
2019-01-29,20209
2019-01-30,19975
2019-01-31,19975
2019-02-01,20255
2019-02-02,20255
2019-02-03,20348
2019-02-04,20348
2019-02-05,20332
2019-02-06,20332
2019-02-07,20720
2019-02-08,20551
2019-02-09,20479
2019-02-10,20489
2019-02-11,20713
2019-02-12,21351
2019-02-13,21195
2019-02-14,21195
2019-02-15,21060
2019-02-16,20877
2019-02-17,20620
2019-02-18,20675
2019-02-19,19981
2019-02-20,19921
2019-02-21,19686
2019-02-22,19686
2019-02-23,20028
2019-02-24,20884
2019-02-25,21504
2019-02-26,22112
2019-02-27,22289
2019-02-28,21286
2019-03-01,20870
2019-03-02,20795
2019-03-03,20644
2019-03-04,20226
2019-03-05,20852
2019-03-06,21009
2019-03-07,21265
2019-03-08,21265
2019-03-09,21031
2019-03-10,21678
2019-03-11,21714
2019-03-12,20884
2019-03-13,20884
2019-03-14,21260
2019-03-15,22171
2019-03-16,22529
2019-03-17,21985
2019-03-18,21985
2019-03-19,21723
2019-03-20,20830
2019-03-21,20577
2019-03-22,20577
2019-03-23,20370
2019-03-24,19991
2019-03-25,19991
2019-03-26,20329
2019-03-27,20329
2019-03-28,20477
2019-03-29,20567
2019-03-30,20567
2019-03-31,20421
2019-04-01,20251
2019-04-02,20251
2019-04-03,20091
2019-04-04,20158
2019-04-05,20652
2019-04-06,20652
2019-04-07,20806
2019-04-08,21028
