date_obj,Necklace%20of%20anguish price
2016-12-09,14694661
2016-12-10,14538070
2016-12-11,14554211
2016-12-12,14563902
2016-12-13,14311184
2016-12-14,14174877
2016-12-15,14386777
2016-12-16,14487610
2016-12-17,14687980
2016-12-18,14855376
2016-12-19,15138406
2016-12-20,15136652
2016-12-21,15219133
2016-12-22,15535262
2016-12-23,15778402
2016-12-24,16016699
2016-12-25,16034721
2016-12-26,16343573
2016-12-27,16289308
2016-12-28,16013662
2016-12-29,15480830
2016-12-30,15279367
2016-12-31,15235430
2017-01-01,15356322
2017-01-02,15722864
2017-01-03,15784134
2017-01-04,15575673
2017-01-05,14805354
2017-01-06,14630092
2017-01-07,14799565
2017-01-08,15188557
2017-01-09,15273454
2017-01-10,15378470
2017-01-11,15673939
2017-01-12,15937138
2017-01-13,15827306
2017-01-14,15930860
2017-01-15,16249896
2017-01-16,15904836
2017-01-17,16027316
2017-01-18,16058371
2017-01-19,16092135
2017-01-20,16240735
2017-01-21,16481104
2017-01-22,16535373
2017-01-27,16116281
2017-01-28,15947815
2017-01-29,15937432
2017-01-30,15848995
2017-01-31,15760250
2017-02-01,15634769
2017-02-02,15418104
2017-02-03,15308885
2017-02-04,15383731
2017-02-05,15658603
2017-02-06,15587201
2017-02-07,15680669
2017-02-08,15759056
2017-02-09,15720050
2017-02-10,15862495
2017-02-11,16076605
2017-02-12,16041869
2017-02-13,16035572
2017-02-14,16039052
2017-02-15,16093340
2017-02-16,16097861
2017-02-18,16226455
2017-02-19,16101060
2017-02-20,16019339
2017-02-21,15989427
2017-02-22,15782514
2017-02-23,15184173
2017-02-24,14927955
2017-02-25,15286863
2017-02-26,15321796
2017-02-27,15342786
2017-02-28,15411412
2017-03-01,15402884
2017-03-02,15414786
2017-03-03,15450393
2017-03-04,15602443
2017-03-05,15702220
2017-03-06,15783187
2017-03-07,15957153
2017-03-08,15802636
2017-03-09,15749437
2017-03-10,15709392
2017-03-11,15600832
2017-03-12,15594469
2017-03-13,15515498
2017-03-14,15415744
2017-03-15,15294417
2017-03-16,15057043
2017-03-17,14514122
2017-03-18,14204367
2017-03-19,13868304
2017-03-20,13397514
2017-03-21,13677644
2017-03-22,14313529
2017-03-23,14536141
2017-03-24,14451809
2017-03-25,14317816
2017-03-26,14306478
2017-03-27,14338813
2017-03-28,14297613
2017-03-29,14207262
2017-03-30,14155693
2017-03-31,14156114
2017-04-01,14165422
2017-04-02,14303962
2017-04-03,14263427
2017-04-04,14176324
2017-04-12,14595972
2017-04-13,14722278
2017-04-14,14888902
2017-04-15,15055284
2017-04-16,15031490
2017-04-17,14884475
2017-04-18,14745744
2017-04-19,14944726
2017-04-20,15115219
2017-04-21,15276690
2017-04-22,15380218
2017-04-23,15272471
2017-04-24,15179956
2017-04-25,15186047
2017-04-26,15095103
2017-04-27,15143824
2017-04-28,15105244
2017-04-29,15216085
2017-04-30,15281895
2017-05-01,15333430
2017-05-02,15277796
2017-05-03,15328520
2017-05-04,15458653
2017-05-05,15618310
2017-05-06,15720625
2017-05-07,15860894
2017-05-08,15953173
2017-05-09,15981595
2017-05-10,15950113
2017-05-11,15867890
2017-05-12,15734727
2017-05-13,15806108
2017-05-14,15692865
2017-05-15,15680922
2017-05-16,15619165
2017-05-17,15535111
2017-05-18,15530289
2017-05-19,15473451
2017-05-20,15419696
2017-05-21,15356905
2017-05-22,15172101
2017-05-23,15093600
2017-05-24,14936217
2017-05-25,14189406
2017-05-26,13480118
2017-05-27,13149993
2017-05-28,13702486
2017-05-29,13635205
2017-05-30,13555840
2017-05-31,13366493
2017-06-01,12867385
2017-06-02,12322201
2017-06-03,11823715
2017-06-06,11639695
2017-06-07,11544197
2017-06-08,11527844
2017-06-09,11347025
2017-06-10,10886477
2017-06-11,10342153
2017-06-12,9829095
2017-06-13,10195772
2017-06-14,10705561
2017-06-15,10919712
2017-06-16,10956392
2017-06-17,10925661
2017-06-18,11095712
2017-06-19,11329625
2017-06-20,11573758
2017-06-21,11348589
2017-06-22,11422067
2017-06-23,11399903
2017-06-24,11472891
2017-06-25,11347557
2017-06-26,11228108
2017-06-27,11093403
2017-06-28,10986196
2017-06-29,10982265
2017-06-30,11016805
2017-07-01,10988339
2017-07-02,10898715
2017-07-03,10796476
2017-07-04,10773992
2017-07-05,10739210
2017-07-06,10494910
2017-07-07,10376675
2017-07-08,10376139
2017-07-13,9630076
2017-07-14,9679110
2017-07-15,9838557
2017-07-16,10041089
2017-07-17,10104187
2017-07-18,10042519
2017-07-19,10185938
2017-07-20,10306171
2017-07-21,10427142
2017-07-22,10716491
2017-07-23,10906704
2017-07-24,11220118
2017-07-25,11323005
2017-07-26,11370212
2017-07-27,11416960
2017-07-28,11382416
2017-07-29,11099347
2017-07-30,10888109
2017-07-31,10809259
2017-08-01,10908559
2017-08-02,10919369
2017-08-03,11033634
2017-08-04,11011642
2017-08-05,11147137
2017-08-06,11103493
2017-08-09,10942910
2017-08-10,10988915
2017-08-11,11029771
2017-08-12,10987468
2017-08-13,10951154
2017-08-14,10932370
2017-08-15,10935399
2017-08-16,10954733
2017-08-17,10974741
2017-08-18,11067224
2017-08-19,11094010
2017-08-20,11159629
2017-08-22,11259480
2017-08-23,11279525
2017-08-24,11353676
2017-08-25,11439969
2017-08-26,11643613
2017-08-27,11452674
2017-08-28,11413726
2017-08-29,11349734
2017-08-30,11353023
2017-08-31,11444011
2017-09-01,11573957
2017-09-02,11691461
2017-09-03,11861776
2017-09-04,12086600
2017-09-05,12104012
2017-09-06,12025493
2017-09-07,11708770
2017-09-08,11614609
2017-09-09,11783833
2017-09-10,11842702
2017-09-11,11711763
2017-09-12,11688157
2017-09-13,11613597
2017-09-14,11466465
2017-09-15,11314168
2017-09-16,11254141
2017-09-17,11204441
2017-09-19,11161649
2017-09-20,11070510
2017-09-21,10971168
2017-09-22,10954721
2017-09-23,10965347
2017-09-24,10954323
2017-09-25,10936995
2017-09-26,11081006
2017-09-27,11138654
2017-09-28,11148494
2017-09-29,11180024
2017-09-30,11247101
2017-10-01,11213087
2017-10-02,11160066
2017-10-03,11113307
2017-10-04,10993464
2017-10-05,10952433
2017-10-06,10992574
2017-10-07,11110007
2017-10-08,11233324
2017-10-09,11173377
2017-10-10,11207845
2017-10-11,11174552
2017-10-12,11212380
2017-10-13,11300216
2017-10-14,11490561
2017-10-15,11553961
2017-10-16,11528263
2017-10-17,11481398
2017-10-18,11421210
2017-10-19,11380836
2017-10-20,11351065
2017-10-21,11435336
2017-10-22,11473019
2017-10-23,11509042
2017-10-24,11484486
2017-10-25,11574904
2017-10-26,11695738
2017-10-27,11853104
2017-10-28,11991767
2017-10-29,12045147
2017-10-30,12066476
2017-10-31,12383269
2017-11-01,12389373
2017-11-02,12443221
2017-11-03,12492572
2017-11-04,12514628
2017-11-05,12493292
2017-11-06,12423758
2017-11-07,12347540
2017-11-08,12224990
2017-11-09,12053013
2017-11-10,11918148
2017-11-11,12052951
2017-11-12,12075553
2017-11-13,12120748
2017-11-14,12187222
2017-11-15,12118963
2017-11-16,12150657
2017-11-17,12112790
2017-11-18,12184360
2017-11-19,12195212
2017-11-20,12145846
2017-11-21,11999313
2017-11-22,11915776
2017-11-23,11925619
2017-11-24,11952265
2017-11-25,11975821
2017-11-26,12030725
2017-11-27,11961886
2017-11-28,11973840
2017-11-29,11947962
2017-11-30,11910158
2017-12-01,11887340
2017-12-02,11882027
2017-12-03,11907992
2017-12-04,11851210
2017-12-05,11825695
2017-12-06,11861188
2017-12-07,11969985
2017-12-08,11947309
2017-12-09,11956573
2017-12-10,12007999
2017-12-11,12024285
2017-12-12,11978264
2017-12-14,11932930
2017-12-15,11997578
2017-12-17,11975134
2017-12-18,12007102
2017-12-19,11995786
2017-12-20,11992128
2017-12-21,12036021
2017-12-22,12206060
2017-12-23,12423216
2017-12-24,12372996
2017-12-25,12671708
2017-12-26,12728517
2017-12-27,12781609
2017-12-28,12763610
2017-12-29,12789524
2017-12-30,12850235
2017-12-31,12778030
2018-01-01,12807188
2018-01-02,12925929
2018-01-03,13023895
2018-01-04,12993090
2018-01-05,12771757
2018-01-06,12745798
2018-01-07,12716055
2018-01-08,12530869
2018-01-09,12246612
2018-01-10,12103423
2018-01-11,11950214
2018-01-12,12045831
2018-01-13,12225061
2018-01-14,12194067
2018-01-15,12120988
2018-01-16,12002278
2018-01-17,11904902
2018-01-18,11842191
2018-01-19,11852428
2018-01-20,11900138
2018-01-21,11995596
2018-01-22,12048822
2018-01-23,12129220
2018-01-24,12205015
2018-01-25,12183762
2018-01-26,12272661
2018-01-27,12340203
2018-01-28,12433267
2018-01-29,12452855
2018-01-31,12436108
2018-02-01,12485064
2018-02-02,12571535
2018-02-03,12675931
2018-02-04,12714909
2018-02-05,12623164
2018-02-06,12610567
2018-02-07,12735516
2018-02-08,12662981
2018-02-09,12644667
2018-02-10,12508064
2018-02-11,12493152
2018-02-12,12438299
2018-02-13,12310164
2018-02-14,12199596
2018-02-15,12273548
2018-02-16,12315745
2018-02-17,12514055
2018-02-18,12573802
2018-02-19,12701549
2018-02-20,12956094
2018-02-21,13031041
2018-02-22,13089135
2018-02-23,13627697
2018-02-24,13881461
2018-02-25,13908579
2018-02-26,13942263
2018-02-27,13871855
2018-03-01,13966049
2018-03-02,13939701
2018-03-03,13900195
2018-03-04,13868727
2018-03-05,13826468
2018-03-06,13731140
2018-03-07,13649423
2018-03-08,13623772
2018-03-09,13668896
2018-03-10,13755808
2018-03-11,13707621
2018-03-12,13775112
2018-03-13,13859443
2018-03-14,13862751
2018-03-15,13836523
2018-03-16,13853407
2018-03-17,14021782
2018-03-18,14193588
2018-03-19,14230630
2018-03-20,14206352
2018-03-21,14285072
2018-03-23,14436381
2018-03-24,14651870
2018-03-26,14737531
2018-03-27,14663563
2018-03-28,14456409
2018-03-29,14327183
2018-03-30,14309365
2018-03-31,14342678
2018-04-01,14403697
2018-04-02,14414505
2018-04-03,14401493
2018-04-04,14402537
2018-04-05,14456190
2018-04-06,14443308
2018-04-07,14597107
2018-04-08,14513149
2018-04-09,14636519
2018-04-10,14618032
2018-04-11,14669297
2018-04-12,14727287
2018-04-13,14820890
2018-04-14,14964869
2018-04-15,15014161
2018-04-16,15026658
2018-04-17,15023135
2018-04-18,15069977
2018-04-19,15062152
2018-04-20,15167318
2018-04-21,15218692
2018-04-22,15255899
2018-04-23,15355196
2018-04-24,15350998
2018-04-25,15376016
2018-04-26,15367991
2018-04-27,15386565
2018-04-28,15710613
2018-04-29,16119254
2018-04-30,16146176
2018-05-01,16148832
2018-05-02,16151541
2018-05-04,16059129
2018-05-05,15992989
2018-05-06,15913478
2018-05-07,15692253
2018-05-08,15599196
2018-05-09,14997041
2018-05-10,14288777
2018-05-11,14115555
2018-05-12,14721024
2018-05-13,14708232
2018-05-14,14872053
2018-05-15,15146120
2018-05-16,15076492
2018-05-17,14971743
2018-05-18,15056016
2018-05-19,15146980
2018-05-20,15287619
2018-05-21,15235168
2018-05-22,15180204
2018-05-23,15163580
2018-05-24,15150190
2018-05-25,15154660
2018-05-26,15151946
2018-05-27,15199631
2018-05-28,15190555
2018-05-29,15181739
2018-05-30,15188346
2018-05-31,15159151
2018-06-01,15150548
2018-06-02,15096655
2018-06-03,15086470
2018-06-04,15055184
2018-06-05,14995612
2018-06-06,14472042
2018-06-07,14152345
2018-06-08,13980251
2018-06-09,13953970
2018-06-10,13939121
2018-06-11,13859881
2018-06-12,13759486
2018-06-13,13617214
2018-06-14,13835708
2018-06-15,14176190
2018-06-16,14434892
2018-06-17,14525902
2018-06-18,14440326
2018-06-19,14382069
2018-06-20,14358161
2018-06-21,14341796
2018-06-22,14360330
2018-06-23,14494004
2018-06-24,14448638
2018-06-25,14375956
2018-06-26,14293316
2018-06-27,14275887
2018-06-28,14042558
2018-06-29,14165790
2018-06-30,14204328
2018-07-01,14415561
2018-07-02,14391674
2018-07-03,14464291
2018-07-04,14556458
2018-07-05,14614203
2018-07-06,14954785
2018-07-07,15327072
2018-07-08,15423248
2018-07-09,15386426
2018-07-10,15451395
2018-07-11,15591713
2018-07-12,15794293
2018-07-13,16174727
2018-07-14,16605952
2018-07-15,16736384
2018-07-16,16700696
2018-07-17,16698667
2018-07-18,16648448
2018-07-19,16677562
2018-07-20,16626801
2018-07-21,16873809
2018-07-22,17203389
2018-07-23,17241295
2018-07-24,17177785
2018-07-25,17049371
2018-07-26,16660853
2018-07-27,15847033
2018-07-28,15903279
2018-07-29,15873169
2018-07-30,15894223
2018-07-31,15835061
2018-08-01,15956753
2018-08-02,15906061
2018-08-03,15902471
2018-08-04,15897776
2018-08-05,15891862
2018-08-06,15845158
2018-08-07,15719030
2018-08-08,15175186
2018-08-09,15013772
2018-08-10,14842269
2018-08-11,14770161
2018-08-12,14796301
2018-08-14,14729889
2018-08-16,14422907
2018-08-17,14401823
2018-08-18,14705358
2018-08-19,15059760
2018-08-20,15559121
2018-08-21,15538259
2018-08-22,15621579
2018-08-23,15850436
2018-08-24,15877083
2018-08-25,15999225
2018-08-26,15936530
2018-08-27,15899548
2018-08-28,15872902
2018-08-29,15845134
2018-08-30,15842470
2018-08-31,15873790
2018-09-01,16010360
2018-09-02,16066317
2018-09-03,16099752
2018-09-04,16035304
2018-09-05,16000598
2018-09-06,16009593
2018-09-07,16042583
2018-09-08,16057492
2018-09-09,15984691
2018-09-10,15829333
2018-09-11,15720169
2018-09-12,15493199
2018-09-13,15409629
2018-09-14,15418832
2018-09-15,15636400
2018-09-16,15667545
2018-09-17,15657239
2018-09-18,15598102
2018-09-19,15519138
2018-09-20,15500906
2018-09-21,15446789
2018-09-22,15583066
2018-09-23,15729598
2018-09-24,15657431
2018-09-25,15644868
2018-09-26,15653478
2018-09-27,15713869
2018-09-28,15823705
2018-09-29,15911221
2018-09-30,15943463
2018-10-02,15860244
2018-10-03,15831942
2018-10-04,15805073
2018-10-05,15811622
2018-10-06,15867581
2018-10-07,15866746
2018-10-08,15814871
2018-10-09,15836687
2018-10-10,15865230
2018-10-11,15881640
2018-10-12,15863556
2018-10-13,15874422
2018-10-14,15930412
2018-10-15,15897084
2018-10-16,15882307
2018-10-17,15873939
2018-10-18,15811522
2018-10-19,15804654
2018-10-20,15820085
2018-10-21,15831948
2018-10-22,15815627
2018-10-23,15800345
2018-10-24,15684254
2018-10-25,15658160
2018-10-26,15602436
2018-10-27,15631183
2018-10-28,15585085
2018-10-29,15507938
2018-10-30,15394659
2018-10-31,15361764
2018-11-01,15359349
2018-11-03,15272551
2018-11-04,15328240
2018-11-05,15257361
2018-11-06,15192136
2018-11-07,15089002
2018-11-08,15018814
2018-11-09,14952065
2018-11-10,14867159
2018-11-11,14889744
2018-11-12,14790769
2018-11-13,14642275
2018-11-15,14130955
2018-11-16,13936829
2018-11-17,13849320
2018-11-18,13915300
2018-11-19,13936492
2018-11-20,13819977
2018-11-21,13733355
2018-11-22,13463599
2018-11-23,13036368
2018-11-24,12936868
2018-11-25,13194135
2018-11-26,13341711
2018-11-27,13649378
2018-11-28,13858326
2018-11-29,14295063
2018-12-01,14349305
2018-12-02,14275466
2018-12-03,14199565
2018-12-04,13975386
2018-12-05,13930637
2018-12-07,13837697
2018-12-09,13934148
2018-12-11,14007243
2018-12-12,14066469
2018-12-13,14049945
2018-12-14,14203572
2018-12-15,14196097
2018-12-16,14215638
2018-12-17,14195223
2018-12-18,14152789
2018-12-19,14135988
2018-12-20,14167011
2018-12-21,14178156
2018-12-22,14191427
2018-12-23,14203446
2018-12-24,14221479
2018-12-25,14277752
2018-12-26,14323906
2018-12-27,14447736
2018-12-28,14561569
2018-12-29,14666563
2018-12-30,14659107
2018-12-31,14508054
2019-01-01,14365212
2019-01-02,14305543
2019-01-03,14319179
2019-01-04,14289784
2019-01-05,14371865
2019-01-06,14561075
2019-01-08,14723730
2019-01-10,15194297
2019-01-11,15823466
2019-01-12,15853757
2019-01-13,15973310
2019-01-14,15852725
2019-01-15,15690220
2019-01-16,15473167
2019-01-17,15401935
2019-01-18,15520772
2019-01-19,15771680
2019-01-20,15904585
2019-01-21,15911728
2019-01-22,15988427
2019-01-23,16157441
2019-01-24,16325018
2019-01-25,16685644
2019-01-26,16621292
2019-01-28,16762241
2019-01-29,16741257
2019-01-30,16694950
2019-01-31,16722382
2019-02-01,16941387
2019-02-02,17227057
2019-02-03,17344385
2019-02-04,17323445
2019-02-05,17286626
2019-02-06,17256968
2019-02-07,17115657
2019-02-08,17014606
2019-02-09,16977442
2019-02-10,16964891
2019-02-11,16775634
2019-02-12,16673253
2019-02-13,16241788
2019-02-14,15654351
2019-02-15,15690064
2019-02-16,16090164
2019-02-17,16257528
2019-02-18,16324508
2019-02-19,16587839
2019-02-20,16645026
2019-02-21,16747531
2019-02-22,16722657
2019-02-23,16813058
2019-02-24,16917694
2019-02-25,16828304
2019-02-26,16839380
2019-02-27,16866407
2019-02-28,16797244
2019-03-01,16750149
2019-03-02,16768459
2019-03-03,16822380
2019-03-04,16866030
2019-03-05,16836832
2019-03-06,16851322
2019-03-07,16874835
2019-03-08,17039557
2019-03-09,17046628
2019-03-10,17058634
2019-03-11,16951660
2019-03-12,16936830
2019-03-13,16912453
2019-03-14,16851383
2019-03-15,16833454
2019-03-16,16837375
2019-03-17,16784670
2019-03-18,16686483
2019-03-19,16526799
2019-03-20,16335091
2019-03-21,16195878
2019-03-22,16201099
2019-03-23,16273454
2019-03-24,16362941
2019-03-25,16359448
2019-03-26,16401974
2019-03-27,16398935
2019-03-28,16292583
2019-03-29,16318143
2019-03-30,16395465
2019-03-31,16416126
2019-04-01,16485769
2019-04-02,16539566
2019-04-03,16607869
2019-04-04,16624239
2019-04-05,16673063
2019-04-06,16656266
2019-04-07,16650358
2019-04-08,16654839
2019-04-09,16642396
2019-04-10,16661454
2019-04-11,16674049
2019-04-12,16747557
2019-04-13,16749180
2019-04-14,16785636
2019-04-15,16797642
2019-04-16,16723113
2019-04-17,16584372
2019-04-18,16458414
2019-04-19,16448545
2019-04-20,16404034
2019-04-21,16394547
2019-04-22,16360765
2019-04-23,16342091
2019-04-24,16321127
2019-04-25,16322764
2019-04-26,16341316
2019-04-27,16350642
2019-04-28,16335317
2019-04-29,16299710
2019-04-30,16228388
2019-05-01,16195143
2019-05-02,16140578
2019-05-03,16100066
2019-05-04,16084150
2019-05-05,16081713
2019-05-06,16031701
2019-05-07,16018356
2019-05-08,15806088
2019-05-09,15688709
2019-05-10,15544639
2019-05-11,15420711
2019-05-12,15359655
2019-05-13,15286011
2019-05-14,15225106
2019-05-15,15181209
2019-05-16,15084536
2019-05-17,14937709
2019-05-18,14748448
2019-05-19,14685523
2019-05-20,14655681
2019-05-21,14630543
2019-05-22,14668217
2019-05-23,14613917
2019-05-24,14597224
2019-05-25,14663415
2019-05-26,14680858
2019-05-27,14690447
2019-05-28,14637549
2019-05-29,14584450
2019-05-30,14567125
2019-05-31,14598850
2019-06-01,14581807
2019-06-02,14634228
2019-06-03,14588172
2019-06-04,14464964
2019-06-05,14317813
2019-06-06,14201020
2019-06-07,14167419
2019-06-08,14121230
2019-06-09,14047519
2019-06-10,13975289
2019-06-11,13893490
2019-06-12,13803595
2019-06-13,13674589
2019-06-14,13675445
2019-06-15,13780304
2019-06-16,13850557
2019-06-17,13881185
2019-06-18,13818770
2019-06-19,13708322
2019-06-20,13365411
2019-06-21,13015595
2019-06-22,12927389
2019-06-23,12584161
2019-06-24,12330434
2019-06-25,12795250
2019-06-26,13281456
2019-06-27,13827661
2019-06-28,14245915
2019-06-29,14470977
2019-06-30,14556723
2019-07-01,14323623
2019-07-02,14087994
2019-07-03,13881883
2019-07-04,13702565
2019-07-05,13851667
2019-07-06,14043656
2019-07-07,14103007
2019-07-08,14157107
2019-07-09,14091938
2019-07-10,14010027
2019-07-11,13996450
2019-07-12,13988905
2019-07-13,13958005
2019-07-14,13938065
2019-07-15,13910095
2019-07-16,13857868
2019-07-17,13842690
2019-07-18,13816951
2019-07-19,13816017
2019-07-20,13860872
2019-07-21,13898805
2019-07-22,13941106
2019-07-23,13980084
2019-07-24,14009741
2019-07-25,13957973
2019-07-26,13854257
2019-07-27,13817898
2019-07-28,13797951
2019-07-29,13785565
2019-07-30,13742072
2019-07-31,13738442
2019-08-01,13757816
2019-08-02,13759572
2019-08-03,13815966
2019-08-04,13836075
2019-08-05,13809339
2019-08-06,13857779
2019-08-07,13930366
2019-08-08,13934155
2019-08-09,13946260
2019-08-10,14007241
2019-08-11,14037387
2019-08-12,14078103
2019-08-13,14028909
2019-08-14,13951080
2019-08-15,13914197
2019-08-16,13880141
2019-08-17,13853432
2019-08-18,13833847
2019-08-19,13806048
2019-08-20,13779534
2019-08-21,13758137
2019-08-22,13708506
2019-08-23,13697249
2019-08-24,13680117
2019-08-24,13680117
2019-08-25,13689975
2019-08-25,13689975
2019-08-26,13685770
2019-08-26,13685770
2019-08-27,13643939
2019-08-27,13643939
2019-08-28,13608356
2019-08-29,13560222
2019-08-30,13562554
2019-08-31,13565266
2019-09-01,13576068
2019-09-02,13736916
2019-09-03,13633309
2019-09-04,13660376
2019-09-05,13613990
2019-09-06,13629454
2019-09-07,13608528
2019-09-08,13588381
2019-09-09,13570500
2019-09-10,13525613
2019-09-11,13433127
2019-09-12,13317291
2019-09-13,13326478
2019-09-14,13306470
2019-09-15,13366257
2019-09-16,13314385
2019-09-17,13311044
2019-09-18,13308142
2019-09-19,13270608
2019-09-20,13245017
2019-09-21,13230333
2019-09-22,13217673
2019-09-23,13188629
2019-09-24,13149007
2019-09-25,13131116
2019-09-26,13192162
2019-09-27,13406725
2019-09-28,13602253
2019-09-29,13753629
2019-09-30,14148263
2019-10-01,14200585
2019-10-02,14154331
2019-10-03,14228767
2019-10-04,14213482
2019-10-05,14490743
2019-10-06,14931589
2019-10-07,15132273
2019-10-08,15136741
2019-10-09,15211212
2019-10-10,15217331
2019-10-11,15191354
2019-10-12,15306956
2019-10-13,15312218
2019-10-14,15211619
2019-10-15,15191472
2019-10-16,15216939
2019-10-17,15204449
2019-10-18,15264613
2019-10-19,15366829
2019-10-20,15481486
2019-10-21,15445820
2019-10-22,15441056
2019-10-23,15362310
2019-10-24,15359650
2019-10-25,15316292
2019-10-26,15279345
2019-10-27,15282621
2019-10-28,15224425
2019-10-29,15209351
2019-10-30,15179411
2019-10-31,15115488
2019-11-01,15060516
2019-11-02,15063102
2019-11-03,15071741
2019-11-04,15013756
2019-11-05,14982378
2019-11-06,14984542
2019-11-07,14994679
2019-11-08,15038338
2019-11-09,15168255
2019-11-10,15439900
2019-11-11,15295499
2019-11-12,15277589
2019-11-13,15261644
2019-11-14,15310292
2019-11-15,15377839
2019-11-16,15647371
2019-11-17,15626885
2019-11-18,15535061
2019-11-19,15491207
2019-11-20,15435661
2019-11-21,15446189
2019-11-22,15506366
2019-11-23,15624375
2019-11-24,15692512
2019-11-25,15707980
2019-11-26,15660560
2019-11-27,15709164
2019-11-28,15859420
2019-11-29,15873831
2019-11-30,15804752
2019-12-01,15881263
2019-12-02,15818332
2019-12-03,15708747
2019-12-04,15579791
2019-12-05,15386266
2019-12-06,15309747
2019-12-07,15369872
2019-12-08,15529232
2019-12-09,15526633
2019-12-10,15470793
2019-12-11,15428460
2019-12-12,15351102
2019-12-13,15309861
2019-12-14,15394188
2019-12-15,15570824
2019-12-16,15545879
2019-12-17,15489917
2019-12-18,15496698
2019-12-19,15489145
2019-12-20,15475670
2019-12-21,15465369
2019-12-22,15454019
2019-12-23,15374394
2019-12-24,15399664
2019-12-25,15441561
2019-12-26,15512348
2019-12-27,15602281
2019-12-28,15617414
2019-12-29,15586700
2019-12-30,15543968
2019-12-31,15509224
2020-01-01,15608513
