date_obj,Grubby%20key price
2019-10-24,43044
2019-10-25,43044
2019-10-26,41438
2019-10-27,41438
2019-10-28,41438
2019-10-29,41438
2019-10-30,41438
2019-10-31,40529
2019-11-01,40529
2019-11-02,40529
2019-11-03,40529
2019-11-04,39497
2019-11-05,39497
2019-11-06,39497
2019-11-07,39497
2019-11-08,39497
2019-11-09,41050
2019-11-10,41050
2019-11-11,41050
2019-11-12,41050
2019-11-13,41050
2019-11-14,40828
2019-11-15,40828
2019-11-16,40828
2019-11-17,40828
2019-11-18,40828
2019-11-19,40427
2019-11-20,40427
2019-11-21,40427
2019-11-22,40427
2019-11-23,40427
2019-11-24,39730
2019-11-25,39730
2019-11-26,39730
2019-11-27,39730
2019-11-28,39730
2019-11-29,39730
2019-11-30,38603
2019-12-01,38603
2019-12-02,38603
2019-12-03,38603
2019-12-04,38603
2019-12-05,39666
2019-12-06,39666
2019-12-07,39666
2019-12-08,39666
2019-12-09,39666
2019-12-10,38274
2019-12-11,38274
2019-12-12,38274
2019-12-13,38274
2019-12-14,38274
2019-12-15,38357
2019-12-16,38357
2019-12-17,38357
2019-12-18,38357
2019-12-19,38357
2019-12-20,38357
2019-12-21,39088
2019-12-22,39088
2019-12-23,39088
2019-12-24,39088
2019-12-25,39088
2019-12-26,39582
2019-12-27,39582
2019-12-28,39582
2019-12-29,39582
2019-12-30,39582
2019-12-31,39145
2020-01-01,39145
2020-01-02,39145
2020-01-03,39145
2020-01-04,39145
2020-01-05,38455
2020-01-06,38455
2020-01-07,38455
2020-01-08,38455
2020-01-09,38455
2020-01-10,37980
2020-01-11,37980
2020-01-12,37980
2020-01-13,37980
2020-01-14,38221
2020-01-15,38221
2020-01-16,38221
2020-01-17,38568
2020-01-18,38568
2020-01-19,38568
2020-01-20,38568
2020-01-21,40375
2020-01-22,40375
2020-01-23,40375
2020-01-24,40375
2020-01-25,41238
2020-01-26,41238
2020-01-27,41238
2020-01-28,41274
2020-01-29,41274
2020-01-30,41274
2020-01-31,41274
2020-02-01,41985
2020-02-02,41985
2020-02-03,41985
2020-02-04,42681
2020-02-05,42681
2020-02-06,41147
2020-02-07,41147
2020-02-08,41147
2020-02-09,40183
2020-02-10,40183
2020-02-11,38888
2020-02-12,38888
2020-02-13,38888
2020-02-14,38482
2020-02-15,38482
2020-02-16,38482
2020-02-17,40055
2020-02-18,40055
2020-02-19,40055
2020-02-20,42057
2020-02-21,42057
2020-02-22,42057
2020-02-23,43886
2020-02-24,43886
2020-02-25,43886
2020-02-26,44594
2020-02-27,44594
2020-02-28,46147
2020-02-29,46147
2020-03-01,46147
2020-03-02,47164
2020-03-03,47164
2020-03-04,47164
2020-03-05,47462
2020-03-06,47462
2020-03-07,47462
2020-03-08,47730
2020-03-09,47730
2020-03-10,46976
2020-03-11,46976
2020-03-12,46976
2020-03-13,46450
2020-03-14,46450
2020-03-15,46450
2020-03-16,47054
2020-03-17,47054
2020-03-18,47054
2020-03-19,47601
2020-03-20,47601
2020-03-21,47606
2020-03-22,47606
2020-03-23,48370
2020-03-24,48370
2020-03-25,48375
2020-03-26,48375
2020-03-27,48487
2020-03-28,48487
2020-03-29,49599
2020-03-30,49599
2020-03-31,50920
2020-04-01,50920
2020-04-02,50544
2020-04-03,50544
2020-04-04,50399
2020-04-05,50399
2020-04-06,49500
2020-04-07,49500
2020-04-08,48093
2020-04-09,48093
2020-04-10,46709
2020-04-11,46071
2020-04-12,46071
2020-04-13,44934
2020-04-14,44934
2020-04-15,46497
2020-04-16,46497
2020-04-17,47536
2020-04-18,47536
2020-04-19,49153
2020-04-20,49153
2020-04-21,48907
2020-04-22,49084
2020-04-23,49084
2020-04-24,48832
2020-04-25,48832
2020-04-26,48480
2020-04-27,48480
2020-04-28,48358
2020-04-29,48358
2020-04-30,49379
2020-05-01,49379
2020-05-02,49228
2020-05-03,49228
2020-05-04,49424
2020-05-05,49424
2020-05-06,49062
2020-05-07,49062
2020-05-08,48887
2020-05-09,48887
2020-05-10,48235
2020-05-11,48235
2020-05-12,47875
2020-05-13,47875
