date_obj,Verac's%20helm price
2016-01-09,771197
2016-01-10,803687
2016-01-11,826035
2016-01-12,836794
2016-01-13,855474
2016-01-14,892104
2016-01-15,927168
2016-01-16,954651
2016-01-17,948983
2016-01-18,927808
2016-01-19,911843
2016-01-20,887246
2016-01-21,866593
2016-01-22,850323
2016-01-23,844180
2016-01-24,850965
2016-01-25,843998
2016-01-26,817780
2016-01-27,814974
2016-01-28,786053
2016-01-29,775407
2016-01-30,803860
2016-01-31,817678
2016-02-01,807389
2016-02-02,788286
2016-02-03,773837
2016-02-04,768702
2016-02-05,753579
2016-02-06,755062
2016-02-07,782178
2016-02-08,773563
2016-02-09,782906
2016-02-10,768204
2016-02-11,758719
2016-02-12,752107
2016-02-13,778917
2016-02-14,814018
2016-02-15,821913
2016-02-16,841763
2016-02-17,869407
2016-02-18,864167
2016-02-19,886762
2016-02-20,872645
2016-02-21,846650
2016-02-22,840123
2016-02-23,832957
2016-02-24,826379
2016-02-25,810278
2016-02-26,813673
2016-02-27,816011
2016-02-28,826587
2016-02-29,816004
2016-03-01,804764
2016-03-02,804326
2016-03-03,800827
2016-03-04,785200
2016-03-05,786389
2016-03-06,811962
2016-03-07,851459
2016-03-08,847623
2016-03-09,843027
2016-03-10,815200
2016-03-11,810335
2016-03-12,813488
2016-03-13,798048
2016-03-14,788517
2016-03-15,790437
2016-03-16,770045
2016-03-17,757606
2016-03-18,752250
2016-03-19,764251
2016-03-20,768862
2016-03-21,753158
2016-03-22,740083
2016-03-23,745448
2016-03-24,739690
2016-03-25,733208
2016-03-26,717185
2016-03-27,735401
2016-03-28,728248
2016-03-29,728856
2016-03-30,705630
2016-03-31,674398
2016-04-01,682793
2016-04-02,653378
2016-04-03,641279
2016-04-04,642934
2016-04-05,638619
2016-04-06,629359
2016-04-07,627868
2016-04-08,624692
2016-04-09,624169
2016-04-10,621286
2016-04-11,622804
2016-04-12,643589
2016-04-13,631775
2016-04-14,624123
2016-04-15,636098
2016-04-16,661626
2016-04-17,691877
2016-04-18,673252
2016-04-19,665088
2016-04-20,665943
2016-04-21,687632
2016-04-22,712398
2016-04-23,704936
2016-04-24,716682
2016-04-25,713257
2016-04-26,699138
2016-04-27,710410
2016-04-28,710756
2016-04-29,705448
2016-04-30,713542
2016-05-01,708732
2016-05-02,720328
2016-05-03,721465
2016-05-04,710532
2016-05-05,700793
2016-05-06,701193
2016-05-07,678310
2016-05-08,646847
2016-05-09,621485
2016-05-10,604434
2016-05-11,605948
2016-05-12,597018
2016-05-13,588478
2016-05-14,594036
2016-05-15,605543
2016-05-16,609953
2016-05-17,601385
2016-05-18,579950
2016-05-19,574966
2016-05-22,603443
2016-05-23,589692
2016-05-24,583901
2016-05-25,574530
2016-05-26,567564
2016-05-27,556239
2016-05-28,562698
2016-05-29,567994
2016-05-30,578858
2016-05-31,577400
2016-06-01,586145
2016-06-02,596144
2016-06-03,587278
2016-06-04,584078
2016-06-05,588425
2016-06-06,579603
2016-06-07,563429
2016-06-08,554997
2016-06-09,555278
2016-06-10,548939
2016-06-11,548146
2016-06-12,550602
2016-06-13,547598
2016-06-14,554683
2016-06-15,552414
2016-06-16,548250
2016-06-17,542412
2016-06-18,542204
2016-06-19,532805
2016-06-20,528129
2016-06-21,546755
2016-06-22,536213
2016-06-23,526514
2016-06-24,529349
2016-06-25,530367
2016-06-26,532578
2016-06-27,535381
2016-06-28,544679
2016-06-29,556888
2016-06-30,536999
2016-07-01,513596
2016-07-02,516722
2016-07-03,518898
2016-07-04,518178
2016-07-05,511202
2016-07-06,495011
2016-07-07,499887
2016-07-08,513552
2016-07-09,504053
2016-07-10,490395
2016-07-11,478269
2016-07-12,486815
2016-07-13,491163
2016-07-14,487412
2016-07-15,483295
2016-07-16,481269
2016-07-17,468882
2016-07-18,455475
2016-07-24,418738
2016-07-25,423050
2016-07-26,421077
2016-07-27,419344
2016-07-28,421795
2016-07-29,421401
2016-07-30,421809
2016-07-31,422970
2016-08-01,419403
2016-08-02,413022
2016-08-03,409809
2016-08-04,412157
2016-08-05,411454
2016-08-06,401409
2016-08-07,415335
2016-08-08,409518
2016-08-09,409073
2016-08-10,402367
2016-08-11,382248
2016-08-12,377603
2016-08-13,386610
2016-08-14,386107
2016-08-15,394564
2016-08-16,399914
2016-08-17,398193
2016-08-18,383344
2016-08-19,366357
2016-08-20,374224
2016-08-21,374225
2016-08-22,364246
2016-08-23,359415
2016-08-24,351543
2016-08-25,333965
2016-08-26,317266
2016-08-28,286381
2016-08-31,245755
2016-09-01,237043
2016-09-02,239372
2016-09-03,245697
2016-09-04,255905
2016-09-05,267958
2016-09-06,275887
2016-09-07,276573
2016-09-08,270725
2016-09-09,269777
2016-09-10,263735
2016-09-11,256834
2016-09-12,252628
2016-09-13,239996
2016-09-14,230723
2016-09-15,219330
2016-09-16,208363
2016-09-17,204735
2016-09-18,214066
2016-09-19,224444
2016-09-20,235549
2016-09-21,245456
2016-09-22,244173
2016-09-23,231965
2016-09-24,225469
2016-09-25,222832
2016-09-26,217079
2016-09-27,212945
2016-09-28,215112
2016-09-29,207148
2016-09-30,209590
2016-10-01,218625
2016-10-02,222612
2016-10-03,220529
2016-10-04,219873
2016-10-05,212095
2016-10-06,210680
2016-10-07,214080
2016-10-08,216086
2016-10-09,219833
2016-10-10,220517
2016-10-11,215581
2016-10-12,220124
2016-10-13,220147
2016-10-14,214820
2016-10-15,216349
2016-10-16,222813
2016-10-17,225946
2016-10-18,236484
2016-10-19,246889
2016-10-20,254557
2016-10-21,267244
2016-10-22,280390
2016-10-23,294305
2016-10-24,309021
2016-10-25,324473
2016-10-26,340446
2016-10-27,324870
2016-10-28,308626
2016-10-29,293194
2016-10-30,281089
2016-10-31,268484
2016-11-01,271681
2016-11-02,274462
2016-11-03,272021
2016-11-04,266859
2016-11-05,264214
2016-11-06,266422
2016-11-07,265103
2016-11-08,262682
2016-11-09,270318
2016-11-10,277360
2016-11-11,286293
2016-11-12,294300
2016-11-13,289032
2016-11-14,281089
2016-12-08,244357
2016-12-09,240787
2016-12-10,238268
2016-12-11,238795
2016-12-12,242856
2016-12-13,242439
2016-12-14,245375
2016-12-15,242933
2016-12-16,246071
2016-12-17,254189
2016-12-18,254486
2016-12-19,256259
2016-12-20,258671
2016-12-21,261813
2016-12-22,262901
2016-12-23,265488
2016-12-24,266592
2016-12-25,269253
2016-12-26,273616
2016-12-27,277632
2016-12-28,283912
2016-12-29,295572
2016-12-30,301045
2016-12-31,315180
2017-01-01,327756
2017-01-02,337905
2017-01-03,337635
2017-01-04,332899
2017-01-05,317651
2017-01-06,301933
2017-01-07,311197
2017-01-08,326757
2017-01-09,342285
2017-01-10,358186
2017-01-11,362594
2017-01-12,378955
2017-01-13,385098
2017-01-14,386727
2017-01-15,390552
2017-01-16,381014
2017-01-17,376854
2017-01-18,360948
2017-01-19,343043
2017-01-20,326183
2017-01-21,310609
2017-01-22,313034
2017-01-27,270040
2017-01-28,272807
2017-01-29,278838
2017-01-30,282496
2017-01-31,271090
2017-02-01,259887
2017-02-02,249135
2017-02-03,242397
2017-02-04,236529
2017-02-05,234988
2017-02-06,235642
2017-02-07,236238
2017-02-08,239307
2017-02-09,238633
2017-02-10,240786
2017-02-11,248901
2017-02-12,259683
2017-02-13,252064
2017-02-14,239893
2017-02-15,241320
2017-02-16,235599
2017-02-18,231834
2017-02-19,230410
2017-02-20,220405
2017-02-21,211141
2017-02-22,200583
2017-02-23,190553
2017-02-24,184685
2017-02-25,187295
2017-02-26,190176
2017-02-27,191785
2017-02-28,189628
2017-03-01,183405
2017-03-02,180829
2017-03-03,181560
2017-03-04,180270
2017-03-05,178329
2017-03-06,177030
2017-03-07,175722
2017-03-08,178187
2017-03-09,173131
2017-03-10,169117
2017-03-11,164419
2017-03-12,165157
2017-03-13,163847
2017-03-14,162731
2017-03-15,163675
2017-03-16,167020
2017-03-17,168995
2017-03-18,173667
2017-03-19,171888
2017-03-20,165338
2017-03-21,159559
2017-03-22,158797
2017-03-23,158856
2017-03-24,161999
2017-03-25,166302
2017-03-26,167816
2017-03-27,165558
2017-03-28,164562
2017-03-29,170857
2017-03-30,176728
2017-03-31,173657
2017-04-01,165806
2017-04-02,164946
2017-04-03,160003
2017-04-04,159981
2017-04-12,153636
2017-04-13,161119
2017-04-14,157097
2017-04-15,155771
2017-04-16,152817
2017-04-17,149277
2017-04-18,149922
2017-04-19,150083
2017-04-20,150085
2017-04-21,154549
2017-04-22,157698
2017-04-23,156384
2017-04-24,156369
2017-04-25,156301
2017-04-26,154797
2017-04-27,157652
2017-04-28,165139
2017-04-29,172299
2017-04-30,178259
2017-05-01,185386
2017-05-02,193965
2017-05-03,202625
2017-05-04,212757
2017-05-05,223395
2017-05-06,234565
2017-05-07,242698
2017-05-08,230815
2017-05-09,219636
2017-05-10,210219
2017-05-11,202702
2017-05-12,194578
2017-05-13,191433
2017-05-14,182427
2017-05-15,183818
2017-05-16,192178
2017-05-17,196379
2017-05-18,189731
2017-05-19,184458
2017-05-20,179763
2017-05-21,172140
2017-05-22,168125
2017-05-23,164149
2017-05-24,164813
2017-05-25,173053
2017-05-26,181706
2017-05-27,190792
2017-05-28,200329
2017-05-29,210322
2017-05-30,220839
2017-05-31,231881
2017-06-01,243476
2017-06-02,255650
2017-06-03,268433
2017-06-06,310554
2017-06-07,326082
2017-06-08,342387
2017-06-09,359044
2017-06-10,376997
2017-06-11,395847
2017-06-12,415367
2017-06-13,435820
2017-06-14,457156
2017-06-15,478688
2017-06-16,483877
2017-06-17,477651
2017-06-18,456921
2017-06-19,450743
2017-06-20,430267
2017-06-21,410011
2017-06-22,398001
2017-06-23,412671
2017-06-24,417568
2017-06-25,429291
2017-06-26,439544
2017-06-27,424835
2017-06-28,403594
2017-06-29,384225
2017-06-30,371772
2017-07-01,374268
2017-07-02,362835
2017-07-03,346149
2017-07-04,346720
2017-07-05,334137
2017-07-06,331206
2017-07-07,337089
2017-07-08,333009
2017-07-13,332963
2017-07-14,323804
2017-07-15,320757
2017-07-16,328132
2017-07-17,331906
2017-07-18,330405
2017-07-19,323219
2017-07-20,315142
2017-07-21,311191
2017-07-22,308320
2017-07-23,307323
2017-07-24,305761
2017-07-25,302527
2017-07-26,298334
2017-07-27,297135
2017-07-28,298506
2017-07-29,295844
2017-07-30,298465
2017-07-31,307540
2017-08-01,302162
2017-08-02,293821
2017-08-03,291264
2017-08-04,290258
2017-08-05,287490
2017-08-06,284629
2017-08-09,288929
2017-08-10,285144
2017-08-11,275284
2017-08-12,272679
2017-08-13,268036
2017-08-14,268708
2017-08-15,263496
2017-08-16,273003
2017-08-17,279425
2017-08-18,274567
2017-08-19,275768
2017-08-20,273891
2017-08-21,270308
2017-08-22,268642
2017-08-23,270353
2017-08-24,263599
2017-08-25,264978
2017-08-26,263614
2017-08-27,266506
2017-08-28,270272
2017-08-29,270376
2017-08-30,272021
2017-08-31,279487
2017-09-01,277794
2017-09-02,278545
2017-09-03,277893
2017-09-04,285007
2017-09-05,289772
2017-09-06,298937
2017-09-07,297586
2017-09-08,296688
2017-09-09,297750
2017-09-10,299263
2017-09-11,303304
2017-09-12,298018
2017-09-13,290575
2017-09-14,286412
2017-09-15,283236
2017-09-16,279415
2017-09-17,272369
2017-09-18,263358
2017-09-19,256682
2017-09-20,248517
2017-09-21,245752
2017-09-22,240997
2017-09-23,242188
2017-09-24,244642
2017-09-25,242308
2017-09-26,248877
2017-09-27,256072
2017-09-28,248670
2017-09-29,251955
2017-09-30,245944
2017-10-01,250529
2017-10-02,242832
2017-10-03,233186
2017-10-04,224827
2017-10-05,223111
2017-10-06,231065
2017-10-07,237653
2017-10-08,231840
2017-10-09,226336
2017-10-10,221032
2017-10-11,217349
2017-10-12,221441
2017-10-13,217337
2017-10-14,221012
2017-10-15,231259
2017-10-16,228197
2017-10-17,224700
2017-10-18,221968
2017-10-19,225470
2017-10-20,222911
2017-10-21,227389
2017-10-22,228347
2017-10-23,225086
2017-10-24,220520
2017-10-25,220724
2017-10-26,219261
2017-10-27,226657
2017-10-28,232617
2017-10-29,243839
2017-10-30,254940
2017-10-31,250214
2017-11-01,256350
2017-11-02,265625
2017-11-03,275631
2017-11-04,287436
2017-11-05,301807
2017-11-06,316740
2017-11-07,332449
2017-11-08,328602
2017-11-09,316964
2017-11-10,302765
2017-11-11,299934
2017-11-12,288660
2017-11-13,277497
2017-11-14,270984
2017-11-15,261232
2017-11-16,258683
2017-11-17,256921
2017-11-18,260453
2017-11-19,269887
2017-11-20,261896
2017-11-21,261568
2017-11-22,264297
2017-11-23,268413
2017-11-24,260234
2017-11-25,252718
2017-11-26,243407
2017-11-27,231898
2017-11-28,220499
2017-11-29,214611
2017-11-30,212130
2017-12-01,214354
2017-12-02,216506
2017-12-03,219587
2017-12-04,215703
2017-12-05,211508
2017-12-06,207655
2017-12-07,207470
2017-12-08,209934
2017-12-09,216761
2017-12-10,220826
2017-12-11,215654
2017-12-12,216566
2017-12-13,213243
2017-12-14,215410
2017-12-15,215091
2017-12-16,211196
2017-12-17,212153
2017-12-18,213290
2017-12-19,214870
2017-12-20,216391
2017-12-21,214498
2017-12-22,217130
2017-12-23,214764
2017-12-24,212495
2017-12-25,217241
2017-12-26,225239
2017-12-27,224018
2017-12-28,223795
2017-12-29,233677
2017-12-30,239009
2017-12-31,237164
2018-01-01,237371
2018-01-02,247202
2018-01-03,245746
2018-01-04,234545
2018-01-05,224890
2018-01-06,231380
2018-01-07,235840
2018-01-08,228411
2018-01-09,233876
2018-01-10,233010
2018-01-11,231270
2018-01-12,236212
2018-01-13,230658
2018-01-14,229303
2018-01-15,230592
2018-01-16,237720
2018-01-17,246011
2018-01-18,255614
2018-01-19,267864
2018-01-20,280269
2018-01-21,289346
2018-01-22,299524
2018-01-23,313916
2018-01-24,329155
2018-01-25,333480
2018-01-26,328036
2018-01-27,315031
2018-01-28,300010
2018-01-29,290611
2018-01-30,283004
2018-02-01,271937
2018-02-02,272406
2018-02-03,266375
2018-02-04,267187
2018-02-05,265573
2018-02-06,272024
2018-02-07,284324
2018-02-08,281528
2018-02-09,279827
2018-02-10,278818
2018-02-11,280823
2018-02-12,284583
2018-02-13,281979
2018-02-14,272447
2018-02-15,261914
2018-02-16,256163
2018-02-17,258338
2018-02-18,261639
2018-02-19,266316
2018-02-20,278252
2018-02-21,289478
2018-02-22,301277
2018-02-23,316197
2018-02-24,329927
2018-02-25,340620
2018-02-26,349918
2018-02-27,360785
2018-02-28,376508
2018-03-01,393005
2018-03-02,411998
2018-03-03,432576
2018-03-04,454205
2018-03-05,476916
2018-03-06,481616
2018-03-07,464105
2018-03-08,440899
2018-03-09,418865
2018-03-10,406484
2018-03-11,404155
2018-03-12,403655
2018-03-13,403375
2018-03-14,398724
2018-03-15,405214
2018-03-16,401986
2018-03-17,412641
2018-03-18,431258
2018-03-19,438386
2018-03-20,442117
2018-03-21,458070
2018-03-23,471053
2018-03-24,483146
2018-03-26,514933
2018-03-27,537931
2018-03-28,564190
2018-03-29,588367
2018-03-30,576562
2018-03-31,548787
2018-04-01,535192
2018-04-02,527171
2018-04-03,510005
2018-04-04,492697
2018-04-05,492263
2018-04-06,494332
2018-04-08,509613
2018-04-09,510328
2018-04-10,523667
2018-04-11,527057
2018-04-12,533719
2018-04-13,532468
2018-04-14,526323
2018-04-16,507269
2018-04-17,504875
2018-04-18,500658
2018-04-19,491895
2018-04-20,493590
2018-04-21,491676
2018-04-22,498535
2018-04-23,500911
2018-04-24,503870
2018-04-25,488954
2018-04-26,472372
2018-04-27,472694
2018-04-28,483287
2018-04-29,491108
2018-04-30,491803
2018-05-02,491638
2018-05-03,488046
2018-05-04,476579
2018-05-05,480634
2018-05-06,486261
2018-05-08,485463
2018-05-09,481368
2018-05-10,491235
2018-05-11,510904
2018-05-12,508409
2018-05-13,506007
2018-05-14,506878
2018-05-15,507781
2018-05-16,512769
2018-05-17,508204
2018-05-18,511401
2018-05-19,509298
2018-05-20,512380
2018-05-21,510540
2018-05-22,507027
2018-05-23,499990
2018-05-24,488905
2018-05-25,483356
2018-05-26,465755
2018-05-27,444536
2018-05-28,438907
2018-05-29,441529
2018-05-30,454008
2018-05-31,468621
2018-06-01,469948
2018-06-02,465110
2018-06-03,450100
2018-06-04,454661
2018-06-05,454869
2018-06-06,468286
2018-06-07,446593
2018-06-08,424263
2018-06-09,403049
2018-06-10,382902
2018-06-11,363790
2018-06-12,345600
2018-06-13,328320
2018-06-14,311904
2018-06-15,297723
2018-06-16,295615
2018-06-17,295415
2018-06-18,300704
2018-06-19,306472
2018-06-20,315226
2018-06-21,313618
2018-06-22,320048
2018-06-23,320324
2018-06-24,320949
2018-06-25,319773
2018-06-26,313677
2018-06-27,309650
2018-06-28,301560
2018-06-29,292851
2018-06-30,283603
2018-07-01,281979
2018-07-02,279314
2018-07-03,282176
2018-07-04,284122
2018-07-05,286181
2018-07-06,293048
2018-07-07,297877
2018-07-08,295032
2018-07-09,299736
2018-07-10,297953
2018-07-11,301719
2018-07-12,302254
2018-07-13,302932
2018-07-14,307242
2018-07-15,300713
2018-07-16,303123
2018-07-17,303577
2018-07-18,301993
2018-07-19,302132
2018-07-20,304409
2018-07-21,305572
2018-07-22,304883
2018-07-23,302870
2018-07-24,306346
2018-07-25,308808
2018-07-26,306395
2018-07-27,306196
2018-07-28,300213
2018-07-29,302830
2018-07-30,304243
2018-07-31,305619
2018-08-01,304847
2018-08-02,304632
2018-08-03,306344
2018-08-04,307603
2018-08-05,309079
2018-08-06,309160
2018-08-07,309862
2018-08-08,306205
2018-08-09,305089
2018-08-10,302620
2018-08-11,300135
2018-08-12,297639
2018-08-14,295988
2018-08-16,295965
2018-08-17,296677
2018-08-18,300303
2018-08-19,301628
2018-08-20,301847
2018-08-21,301162
2018-08-22,303514
2018-08-23,297394
2018-08-24,292435
2018-08-25,296009
2018-08-26,298871
2018-08-27,307524
2018-08-28,316214
2018-08-29,302420
2018-08-30,298787
2018-08-31,297434
2018-09-01,300781
2018-09-02,301695
2018-09-03,298033
2018-09-04,294989
2018-09-05,293631
2018-09-06,295458
2018-09-07,302725
2018-09-08,302224
2018-09-09,301674
2018-09-10,296570
2018-09-11,295909
2018-09-12,294415
2018-09-13,293604
2018-09-14,298514
2018-09-15,298520
2018-09-16,296541
2018-09-17,300952
2018-09-18,306798
2018-09-19,309806
2018-09-20,308456
2018-09-21,312574
2018-09-22,323859
2018-09-23,331933
2018-09-24,328495
2018-09-25,331001
2018-09-26,337157
2018-09-27,335862
2018-09-28,330998
2018-09-29,316276
2018-09-30,306607
2018-10-02,290715
2018-10-03,293073
2018-10-04,301689
2018-10-05,315977
2018-10-06,321855
2018-10-07,324074
2018-10-08,310897
2018-10-09,306048
2018-10-10,304547
2018-10-11,301160
2018-10-12,300683
2018-10-13,302195
2018-10-14,313754
2018-10-15,310311
2018-10-16,307186
2018-10-17,297424
2018-10-18,285328
2018-10-19,289147
2018-10-20,298945
2018-10-21,309160
2018-10-22,308582
2018-10-23,298862
2018-10-24,290510
2018-10-25,284667
2018-10-26,286732
2018-10-27,289655
2018-10-28,293268
2018-10-29,294595
2018-10-30,294460
2018-10-31,294453
2018-11-01,291970
2018-11-03,292577
2018-11-04,304543
2018-11-05,305671
2018-11-06,299767
2018-11-07,301157
2018-11-08,301840
2018-11-09,300547
2018-11-10,300491
2018-11-11,300228
2018-11-12,300782
2018-11-13,300952
2018-11-14,295551
2018-11-15,292757
2018-11-16,295762
2018-11-17,293708
2018-11-18,296060
2018-11-19,286226
2018-11-20,289463
2018-11-21,291621
2018-11-22,291987
2018-11-23,293071
2018-11-24,295818
2018-11-25,294056
2018-11-26,300245
2018-11-27,302540
2018-11-28,296364
2018-12-01,291300
2018-12-02,293860
2018-12-03,299785
2018-12-04,300747
2018-12-05,294548
2018-12-07,287469
2018-12-09,292404
2018-12-11,285682
2018-12-12,285424
2018-12-13,285660
2018-12-14,286385
2018-12-15,294216
2018-12-16,299189
2018-12-17,296354
2018-12-18,293088
2018-12-19,288894
2018-12-20,287785
2018-12-21,285317
2018-12-22,290099
2018-12-23,294275
2018-12-24,296643
2018-12-25,304340
2018-12-26,304905
2018-12-27,306340
2018-12-28,295325
2018-12-29,287992
2018-12-30,288359
2018-12-31,286215
2019-01-01,289185
2019-01-02,289790
2019-01-03,291512
2019-01-04,294332
2019-01-05,296587
2019-01-06,300085
2019-01-08,295513
2019-01-10,277468
2019-01-11,266883
2019-01-12,254359
2019-01-13,253306
2019-01-14,259191
2019-01-15,259887
2019-01-16,260912
2019-01-17,268503
2019-01-18,277053
2019-01-19,284925
2019-01-20,295655
2019-01-21,294218
2019-01-22,290544
2019-01-23,293680
2019-01-24,285164
2019-01-25,281688
2019-01-26,280572
2019-01-27,272471
2019-01-28,269768
2019-01-29,279100
2019-01-30,284271
2019-01-31,294637
2019-02-01,289428
2019-02-02,284777
2019-02-03,287540
2019-02-04,282024
2019-02-05,287590
2019-02-06,291723
2019-02-07,293740
2019-02-08,294668
2019-02-09,292849
2019-02-10,291764
2019-02-11,297096
2019-02-12,299686
2019-02-13,293894
2019-02-14,290350
2019-02-15,291401
2019-02-16,295940
2019-02-17,299522
2019-02-18,296384
2019-02-19,292210
2019-02-20,289721
2019-02-21,288050
2019-02-22,296100
2019-02-23,302888
2019-02-24,304106
2019-02-25,294063
2019-02-26,285921
2019-02-27,285794
2019-02-28,286248
2019-03-01,287656
2019-03-02,290314
2019-03-03,290657
2019-03-04,287773
2019-03-05,284027
2019-03-06,280042
2019-03-07,277257
2019-03-08,274082
2019-03-09,277834
2019-03-10,280881
2019-03-11,281081
2019-03-12,285310
2019-03-13,284429
2019-03-14,286287
2019-03-15,285030
2019-03-16,282376
2019-03-17,277101
2019-03-18,271277
2019-03-19,269875
2019-03-20,270042
2019-03-21,273252
2019-03-22,276670
2019-03-23,286975
2019-03-24,285983
2019-03-25,280808
2019-03-26,279758
2019-03-27,276781
2019-03-28,271906
2019-03-29,263857
2019-03-30,267140
2019-03-31,270301
2019-04-01,269610
2019-04-02,265744
2019-04-03,261359
2019-04-04,257800
2019-04-05,254953
2019-04-06,251619
