date_obj,Blue%20wizard%20hat%20(g) price
2019-03-27,214001
2019-03-28,214143
2019-03-29,216002
2019-03-30,216621
2019-03-31,217136
2019-04-01,219094
2019-04-02,223983
2019-04-03,226075
2019-04-04,225426
2019-04-05,223096
2019-04-06,223180
2019-04-07,221851
2019-04-08,219746
2019-04-09,217093
2019-04-10,219092
2019-04-11,217967
2019-04-12,213467
2019-04-13,210368
2019-04-14,206125
2019-04-15,202423
2019-04-16,197453
2019-04-17,190614
2019-04-18,181330
2019-04-19,172893
2019-04-20,165840
2019-04-21,162695
2019-04-22,160622
2019-04-23,156096
2019-04-24,152414
2019-04-25,149814
2019-04-26,147940
2019-04-27,148268
2019-04-28,146324
2019-04-29,146955
2019-04-30,145459
2019-05-01,146686
2019-05-02,147919
2019-05-03,148989
2019-05-04,149443
2019-05-05,150154
2019-05-06,148011
2019-05-07,148967
2019-05-08,148984
2019-05-09,149354
2019-05-10,148222
2019-05-11,148238
2019-05-12,148166
2019-05-13,144819
2019-05-14,146508
2019-05-15,147314
2019-05-16,148210
2019-05-17,148144
2019-05-18,151178
2019-05-19,148196
2019-05-20,146462
2019-05-21,146172
2019-05-22,146464
2019-05-23,149274
2019-05-24,150264
2019-05-25,151314
2019-05-26,152760
2019-05-27,154306
2019-05-28,157992
2019-05-29,160246
2019-05-30,161207
2019-05-31,164345
2019-06-01,169177
2019-06-02,175710
2019-06-03,184496
2019-06-04,193721
2019-06-05,203387
2019-06-06,213557
2019-06-07,224235
2019-06-08,235447
2019-06-09,247220
2019-06-10,258504
2019-06-11,271430
2019-06-12,284290
2019-06-13,298505
2019-06-14,313117
2019-06-15,326095
2019-06-16,342400
2019-06-17,359520
2019-06-18,375724
2019-06-19,394038
2019-06-20,413594
2019-06-21,431686
2019-06-22,453271
2019-06-23,475935
2019-06-24,498455
2019-06-25,518900
2019-06-26,544845
2019-06-27,572088
2019-06-28,595832
2019-06-29,625620
2019-06-30,656901
2019-07-01,689333
2019-07-02,723800
2019-07-03,759990
2019-07-04,795609
2019-07-05,835390
2019-07-06,877160
2019-07-07,915991
2019-07-08,960302
2019-07-09,1008318
2019-07-10,1050906
2019-07-11,1096381
2019-07-12,1151201
2019-07-13,1207970
2019-07-14,1268369
2019-07-15,1318263
2019-07-16,1376315
2019-07-17,1372928
2019-07-18,1384115
2019-07-19,1368911
2019-07-20,1329110
2019-07-21,1275419
2019-07-22,1211648
2019-07-23,1151065
2019-07-24,1093511
2019-07-25,1038835
2019-07-26,986935
2019-07-27,939858
2019-07-28,892865
2019-07-29,849172
2019-07-30,822429
2019-07-31,797677
2019-08-01,792495
2019-08-02,792495
2019-08-03,786537
2019-08-04,769725
2019-08-05,758044
2019-08-06,743485
2019-08-07,723937
2019-08-08,716081
2019-08-09,696915
2019-08-10,686374
2019-08-11,684305
2019-08-12,693250
2019-08-13,700985
2019-08-14,695208
2019-08-15,696874
2019-08-16,692168
2019-08-17,692168
2019-08-18,687567
2019-08-19,671858
2019-08-20,657869
2019-08-21,647153
2019-08-22,640652
2019-08-23,625734
2019-08-24,614260
2019-08-24,614260
2019-08-25,614260
2019-08-25,614260
2019-08-26,604561
2019-08-27,595158
2019-08-27,595158
2019-08-28,583817
2019-08-29,572341
2019-08-30,565690
2019-08-31,565690
2019-09-01,554201
2019-09-02,554201
2019-09-03,542178
2019-09-04,536737
2019-09-05,533611
2019-09-06,533611
2019-09-07,525953
2019-09-08,518743
2019-09-09,511721
2019-09-10,514277
2019-09-11,509314
2019-09-12,501322
2019-09-13,500872
2019-09-14,497175
2019-09-15,491612
2019-09-16,484916
2019-09-17,480785
2019-09-18,471139
2019-09-19,464064
2019-09-20,459436
2019-09-21,451907
2019-09-22,448880
2019-09-23,444491
2019-09-24,444491
2019-09-25,446029
2019-09-26,437122
2019-09-27,427544
2019-09-28,419416
2019-09-29,414990
2019-09-30,408503
2019-10-01,392209
2019-10-02,377870
2019-10-03,363241
2019-10-04,348573
2019-10-05,335057
2019-10-06,325305
2019-10-07,322634
2019-10-08,320195
2019-10-09,320195
2019-10-10,321544
2019-10-11,317644
2019-10-12,313874
2019-10-13,314574
2019-10-14,324379
2019-10-15,332472
2019-10-16,342331
2019-10-17,347462
2019-10-18,361779
2019-10-19,370983
2019-10-20,373995
2019-10-21,385982
2019-10-22,393431
2019-10-23,403808
2019-10-24,422461
2019-10-25,422355
2019-10-26,425249
2019-10-27,420074
2019-10-28,412428
2019-10-29,406313
2019-10-30,395409
2019-10-31,386634
2019-11-01,374161
2019-11-02,356222
2019-11-03,343219
2019-11-04,332000
2019-11-05,323063
2019-11-06,316277
2019-11-07,306008
2019-11-08,291066
2019-11-09,276512
2019-11-10,262686
2019-11-11,249551
2019-11-12,241755
2019-11-13,240797
2019-11-14,244275
2019-11-15,252176
2019-11-16,258663
2019-11-17,258663
2019-11-18,249617
2019-11-19,241185
2019-11-20,229125
2019-11-21,217668
2019-11-22,206784
2019-11-23,196444
2019-11-24,192046
2019-11-25,190148
2019-11-26,193332
2019-11-27,191794
2019-11-28,193182
2019-11-29,197956
2019-11-30,203504
2019-12-01,207615
2019-12-02,210915
2019-12-03,218706
2019-12-04,224806
2019-12-05,233828
2019-12-06,240085
2019-12-07,246318
2019-12-08,253322
2019-12-09,260220
2019-12-10,269673
2019-12-11,273529
2019-12-12,278510
2019-12-13,280231
2019-12-14,284074
2019-12-15,281486
2019-12-16,274802
2019-12-17,271964
2019-12-18,269288
2019-12-19,267603
2019-12-20,268695
2019-12-21,266237
2019-12-22,260389
2019-12-23,259624
2019-12-24,248998
2019-12-25,242477
2019-12-26,240336
2019-12-27,239061
2019-12-28,236118
2019-12-29,233801
2019-12-30,232664
2019-12-31,229663
2020-01-01,226603
2020-01-02,226333
2020-01-03,226399
2020-01-04,229571
2020-01-05,228437
2020-01-06,227653
2020-01-07,227056
2020-01-08,227056
2020-01-09,230030
2020-01-10,229277
2020-01-11,227901
2020-01-12,226369
2020-01-13,226033
2020-01-14,225715
2020-01-15,221847
2020-01-16,216688
2020-01-17,212933
2020-01-18,204803
2020-01-19,198138
2020-01-20,194312
2020-01-21,191918
2020-01-22,194703
2020-01-23,197001
2020-01-24,199231
2020-01-25,203450
2020-01-26,205675
2020-01-27,206319
2020-01-28,206644
2020-01-29,214507
2020-01-30,221155
2020-01-31,225318
2020-02-01,233017
2020-02-02,240916
2020-02-03,250530
2020-02-04,258874
2020-02-05,270264
2020-02-06,279503
2020-02-07,287441
2020-02-08,300351
2020-02-09,300318
2020-02-10,298370
2020-02-11,302067
2020-02-12,299999
2020-02-13,303043
2020-02-14,307033
2020-02-15,312375
2020-02-16,318303
2020-02-17,321496
2020-02-18,321051
2020-02-19,318568
2020-02-20,316634
2020-02-21,316634
2020-02-22,317916
2020-02-23,315139
2020-02-24,309397
2020-02-25,311564
2020-02-26,312767
2020-02-27,307805
2020-02-28,304944
2020-02-29,306164
2020-03-01,304301
2020-03-02,302514
2020-03-03,302074
2020-03-04,298991
2020-03-05,298908
2020-03-06,297411
2020-03-07,291072
2020-03-08,283689
2020-03-09,275932
2020-03-10,268162
2020-03-11,267867
2020-03-12,267419
2020-03-13,267646
2020-03-14,265373
2020-03-15,262094
2020-03-16,257367
2020-03-17,253826
2020-03-18,254093
2020-03-19,254558
2020-03-20,255298
2020-03-21,256502
2020-03-22,254648
2020-03-23,251337
2020-03-24,248776
2020-03-25,247666
2020-03-26,251724
2020-03-27,256204
2020-03-28,260958
2020-03-29,263174
2020-03-30,259599
2020-03-31,256456
2020-04-01,251487
2020-04-02,248627
2020-04-03,248461
2020-04-04,254359
2020-04-05,257023
2020-04-06,258518
2020-04-07,257493
2020-04-08,255279
2020-04-09,253758
2020-04-10,251001
2020-04-11,254171
2020-04-12,252124
2020-04-13,251820
2020-04-14,249303
2020-04-15,248606
2020-04-16,247088
2020-04-17,245235
2020-04-18,245998
2020-04-19,242277
2020-04-20,241336
2020-04-21,240078
2020-04-22,237110
2020-04-23,234456
2020-04-24,235061
2020-04-25,232407
2020-04-26,232479
2020-04-27,231486
2020-04-28,231509
2020-04-29,228331
2020-04-30,225835
2020-05-01,225854
2020-05-02,224801
2020-05-03,226746
2020-05-04,226485
2020-05-05,226358
2020-05-06,226568
2020-05-07,224913
2020-05-08,223641
2020-05-09,220270
2020-05-10,218964
2020-05-11,218695
2020-05-12,220427
2020-05-13,215226
