date_obj,Ancient%20full%20helm price
2015-07-21,22995
2015-07-22,23739
2015-07-23,23739
2015-07-24,24205
2015-07-25,24205
2015-07-26,24399
2015-07-27,24399
2015-07-28,25299
2015-07-29,26316
2015-07-30,26316
2015-07-31,26120
2015-08-01,26120
2015-08-02,25260
2015-08-03,25260
2015-08-04,25156
2015-08-05,24257
2015-08-06,24257
2015-08-07,23838
2015-08-08,23617
2015-08-09,23617
2015-08-10,23547
2015-08-11,23547
2015-08-12,24163
2015-08-13,24569
2015-08-14,24621
2015-08-15,24621
2015-08-16,23724
2015-08-17,23127
2015-08-18,22983
2015-08-19,22141
2015-08-20,22141
2015-08-21,21937
2015-08-22,21968
2015-08-23,21968
2015-08-24,22606
2015-08-25,22606
2015-08-26,22213
2015-08-27,21708
2015-08-28,21708
2015-08-29,21309
2015-08-30,21309
2015-08-31,21626
2015-09-01,21145
2015-09-02,21145
2015-09-03,20517
2015-09-04,19841
2015-09-05,19841
2015-09-06,19982
2015-09-07,20216
2015-09-08,20406
2015-09-09,20406
2015-09-10,20895
2015-09-11,21189
2015-09-12,22013
2015-09-13,22374
2015-09-14,22354
2015-09-15,22248
2015-09-16,22248
2015-09-17,21956
2015-09-18,21956
2015-09-19,21880
2015-09-20,21880
2015-09-21,21915
2015-09-22,21884
2015-09-23,21317
2015-09-24,21317
2015-09-25,21662
2015-09-27,21453
2015-09-28,21453
2015-09-29,21571
2015-09-30,21849
2015-10-05,22713
2015-10-06,23181
2015-10-07,23181
2015-10-08,23418
2015-10-09,23490
2015-10-10,23490
2015-10-11,24146
2015-10-12,23344
2015-10-13,23344
2015-10-14,24097
2015-10-15,25050
2015-10-16,25050
2015-10-17,25378
2015-10-18,24740
2015-10-19,24015
2015-10-20,24015
2015-10-22,23966
2015-10-23,24016
2015-10-24,24016
2015-10-25,23363
2015-10-26,23583
2015-10-27,23583
2015-10-28,22626
2015-10-29,22626
2015-10-30,21833
2015-10-31,21415
2015-11-01,21415
2015-11-02,21152
2015-11-03,21152
2015-11-04,21200
2015-11-05,21266
2015-11-06,21266
2015-11-07,20845
2015-11-08,20845
2015-11-09,21190
2015-11-10,21190
2015-11-11,20873
2015-11-12,20873
2015-11-13,20768
2015-11-14,20768
2015-11-15,21156
2015-11-16,21156
2015-11-17,21773
2015-11-18,21773
2015-11-19,22251
2015-11-20,22251
2015-11-21,22102
2015-11-22,22315
2015-11-23,22315
2015-11-24,23286
2015-11-25,24451
2015-11-26,24451
2015-11-27,25413
2015-11-28,25413
2015-11-29,25979
2015-11-30,26573
2015-12-01,26573
2015-12-02,26239
2015-12-03,25154
2015-12-04,25154
2015-12-05,25210
2015-12-06,25352
2015-12-07,25352
2015-12-08,25978
2015-12-09,26652
2015-12-10,26652
2015-12-11,27082
2015-12-12,27082
2015-12-13,27706
2015-12-14,27706
2015-12-15,28110
2015-12-16,28110
2015-12-17,27513
2015-12-18,27513
2015-12-19,27856
2015-12-20,28236
2015-12-21,28236
2015-12-22,28343
2015-12-23,28167
2015-12-24,28167
2015-12-25,28629
2015-12-26,28629
2015-12-27,28305
2015-12-28,28305
2015-12-29,28833
2015-12-30,28737
2015-12-31,28737
2016-01-01,28611
2016-01-02,28611
2016-01-03,28283
2016-01-04,26868
2016-01-05,25831
2016-01-06,24741
2016-01-07,24554
2016-01-08,24256
2016-01-09,24256
2016-01-10,23200
2016-01-11,22088
2016-01-12,21258
2016-01-13,21258
2016-01-14,20856
2016-01-15,20020
2016-01-16,20020
2016-01-17,20135
2016-01-18,20415
2016-01-19,20415
2016-01-20,20838
2016-01-21,20838
2016-01-22,20980
2016-01-23,20923
2016-01-24,21022
2016-01-25,20779
2016-01-26,20779
2016-01-27,21201
2016-01-28,21201
2016-01-29,21829
2016-01-30,21829
2016-01-31,22187
2016-02-01,21723
2016-02-02,21111
2016-02-03,20952
2016-02-04,20952
2016-02-05,20682
2016-02-06,21050
2016-02-07,21050
2016-02-08,21292
2016-02-09,21292
2016-02-10,20691
2016-02-11,20691
2016-02-12,20669
2016-02-13,20556
2016-02-14,20556
2016-02-15,20615
2016-02-16,20558
2016-02-17,20627
2016-02-18,20627
2016-02-19,20675
2016-02-20,20771
2016-02-21,20895
2016-02-22,20895
2016-02-23,20911
2016-02-24,20911
2016-02-25,20946
2016-02-26,20946
2016-02-27,21010
2016-02-28,21010
2016-02-29,20751
2016-03-01,21017
2016-03-02,21017
2016-03-03,20744
2016-03-04,20506
2016-03-05,20506
2016-03-06,20578
2016-03-07,20578
2016-03-08,20752
2016-03-09,20901
2016-03-10,20918
2016-03-11,20684
2016-03-12,20802
2016-03-13,20802
2016-03-14,21250
2016-03-15,21450
2016-03-16,21260
2016-03-17,21063
2016-03-18,21035
2016-03-19,21035
2016-03-20,20425
2016-03-21,20425
2016-03-22,20679
2016-03-23,20673
2016-03-24,20673
2016-03-25,20809
2016-03-26,20949
2016-03-27,20949
2016-03-28,20796
2016-03-29,20818
2016-03-30,20818
2016-03-31,21505
2016-04-01,22502
2016-04-02,23434
2016-04-03,24606
2016-04-04,25837
2016-04-05,25837
2016-04-06,27129
2016-04-07,28486
2016-04-08,29911
2016-04-09,31244
2016-04-10,32795
2016-04-11,32795
2016-04-12,32672
2016-04-13,32627
2016-04-14,33086
2016-04-15,33258
2016-04-16,32805
2016-04-17,33057
2016-04-18,31792
2016-04-19,31036
2016-04-20,30670
2016-04-21,30294
2016-04-22,30512
2016-04-23,31196
2016-04-24,31749
2016-04-25,32486
2016-04-26,33024
2016-04-27,32372
2016-04-28,31796
2016-04-29,31869
2016-04-30,31359
2016-05-01,31022
2016-05-02,30687
2016-05-03,31065
2016-05-04,31409
2016-05-05,31513
2016-05-06,31513
2016-05-07,31590
2016-05-08,31590
2016-05-09,31465
2016-05-10,31528
2016-05-11,31618
2016-05-12,31728
2016-05-13,30848
2016-05-14,30071
2016-05-15,30851
2016-05-16,30728
2016-05-17,31176
2016-05-18,31807
2016-05-19,32426
2016-05-22,29721
2016-05-23,28672
2016-05-24,28124
2016-05-25,27304
2016-05-26,27636
2016-05-27,27467
2016-05-28,27467
2016-05-29,28162
2016-05-30,28162
2016-05-31,28509
2016-06-01,28472
2016-06-02,28286
2016-06-03,28382
2016-06-04,28330
2016-06-05,28729
2016-06-06,28833
2016-06-07,28833
2016-06-08,29262
2016-06-09,29760
2016-06-10,29823
2016-06-11,29228
2016-06-12,29370
2016-06-13,29850
2016-06-14,30342
2016-06-15,30606
2016-06-16,31086
2016-06-17,30571
2016-06-18,30073
2016-06-19,29147
2016-06-20,28690
2016-06-21,27848
2016-06-22,27856
2016-06-23,27780
2016-06-24,28196
2016-06-25,28190
2016-06-26,27866
2016-06-27,27310
2016-06-28,26652
2016-06-29,27062
2016-06-30,27067
2016-07-01,27314
2016-07-02,27640
2016-07-03,27476
2016-07-04,27193
2016-07-05,26915
2016-07-06,26517
2016-07-07,25598
2016-07-08,25290
2016-07-09,25325
2016-07-10,25353
2016-07-11,25490
2016-07-12,25808
2016-07-13,25663
2016-07-14,25657
2016-07-15,25426
2016-07-16,25658
2016-07-17,25538
2016-07-18,25301
2016-07-23,25419
2016-07-24,25151
2016-07-25,24466
2016-07-26,24466
2016-07-27,23935
2016-07-28,23485
2016-07-29,23537
2016-07-30,23077
2016-07-31,23077
2016-08-01,22850
2016-08-02,22881
2016-08-03,22903
2016-08-04,23101
2016-08-05,22750
2016-08-06,22143
2016-08-07,22006
2016-08-08,22006
2016-08-09,21612
2016-08-10,21607
2016-08-11,21808
2016-08-12,21653
2016-08-13,21760
2016-08-14,21016
2016-08-15,20865
2016-08-16,20863
2016-08-17,20914
2016-08-18,21418
2016-08-19,21224
2016-08-20,21333
2016-08-21,21095
2016-08-22,21395
2016-08-23,21074
2016-08-24,21307
2016-08-25,21901
2016-08-26,21901
2016-08-28,22957
2016-08-31,23142
2016-09-01,23206
2016-09-02,23206
2016-09-03,23537
2016-09-04,23295
2016-09-05,23547
2016-09-06,24020
2016-09-07,24300
2016-09-08,24609
2016-09-09,24326
2016-09-10,24287
2016-09-11,24287
2016-09-12,24536
2016-09-13,24943
2016-09-14,25405
2016-09-15,25532
2016-09-16,25532
2016-09-17,25931
2016-09-18,25782
2016-09-19,25798
2016-09-20,25798
2016-09-21,25117
2016-09-22,25614
2016-09-23,25864
2016-09-24,25864
2016-09-25,26757
2016-09-26,26757
2016-09-27,27315
2016-09-28,27275
2016-09-29,27442
2016-09-30,27352
2016-10-01,26572
2016-10-02,26572
2016-10-03,25259
2016-10-04,24181
2016-10-05,23862
2016-10-06,24489
2016-10-07,24489
2016-10-08,23819
2016-10-09,24193
2016-10-10,24109
2016-10-11,24508
2016-10-12,24748
2016-10-13,25151
2016-10-14,25498
2016-10-15,25247
2016-10-16,24967
2016-10-17,25092
2016-10-18,25697
2016-10-19,25727
2016-10-20,26254
2016-10-21,26359
2016-10-22,26359
2016-10-23,26674
2016-10-24,27179
2016-10-25,27179
2016-10-26,27301
2016-10-27,26935
2016-10-28,26935
2016-10-29,26442
2016-10-30,25787
2016-10-31,24829
2016-11-01,24829
2016-11-02,24482
2016-11-03,24482
2016-11-04,24454
2016-11-05,24454
2016-11-06,24315
2016-11-07,23791
2016-11-08,23637
2016-11-09,24063
2016-11-10,25151
2016-11-11,25339
2016-11-12,25611
2016-11-13,25027
2016-11-14,25732
2016-11-15,25717
2016-12-07,26037
2016-12-08,26332
2016-12-09,26124
2016-12-10,25449
2016-12-11,25232
2016-12-12,25811
2016-12-13,25975
2016-12-15,26532
2016-12-16,26732
2016-12-17,27052
2016-12-18,27329
2016-12-19,27417
2016-12-20,27698
2016-12-21,28272
2016-12-22,28249
2016-12-23,28418
2016-12-24,28564
2016-12-25,28798
2016-12-26,28698
2016-12-27,29129
2016-12-28,29196
2016-12-29,29030
2016-12-30,29165
2016-12-31,29130
2017-01-01,29311
2017-01-02,29335
2017-01-03,29536
2017-01-04,29441
2017-01-05,29378
2017-01-06,28700
2017-01-07,28217
2017-01-08,27461
2017-01-09,28034
2017-01-10,27503
2017-01-11,28017
2017-01-12,27943
2017-01-13,27972
2017-01-14,27989
2017-01-15,27912
2017-01-16,27513
2017-01-17,28058
2017-01-18,28304
2017-01-19,28620
2017-01-20,28908
2017-01-21,28983
2017-01-22,29043
2017-01-23,28997
2017-01-27,30131
2017-01-28,30306
2017-01-29,30318
2017-01-30,30741
2017-01-31,30782
2017-02-01,30883
2017-02-02,31322
2017-02-03,31539
2017-02-04,31826
2017-02-05,31200
2017-02-06,31424
2017-02-07,31596
2017-02-08,32090
2017-02-09,32246
2017-02-10,32612
2017-02-11,32976
2017-02-12,32518
2017-02-13,32705
2017-02-14,32838
2017-02-15,32972
2017-02-16,32675
2017-02-17,32675
2017-02-18,32800
2017-02-19,32894
2017-02-20,32961
2017-02-21,32936
2017-02-22,32880
2017-02-23,32714
2017-02-24,31730
2017-02-25,31061
2017-02-26,29935
2017-02-27,28959
2017-02-28,29285
2017-03-01,29280
2017-03-02,29419
2017-03-03,29276
2017-03-04,29870
2017-03-05,30081
2017-03-06,30138
2017-03-07,30196
2017-03-08,30054
2017-03-09,30281
2017-03-10,30292
2017-03-11,30436
2017-03-12,30610
2017-03-13,30887
2017-03-14,31235
2017-03-15,30866
2017-03-16,30942
2017-03-17,30451
2017-03-18,29627
2017-03-19,29473
2017-03-20,29413
2017-03-21,28959
2017-03-22,28804
2017-03-23,29124
2017-03-24,29469
2017-03-25,29231
2017-03-26,29315
2017-03-27,29507
2017-03-28,29306
2017-03-29,29704
2017-03-30,29322
2017-03-31,29139
2017-04-01,29195
2017-04-02,28459
2017-04-03,27961
2017-04-04,27324
2017-04-05,26889
2017-04-12,27695
2017-04-13,27954
2017-04-14,28338
2017-04-15,28436
2017-04-16,28250
2017-04-17,28469
2017-04-18,28587
2017-04-19,28411
2017-04-20,27885
2017-04-21,27756
2017-04-22,28013
2017-04-23,27927
2017-04-24,28187
2017-04-25,28486
2017-04-26,28486
2017-04-27,28797
2017-04-28,28757
2017-04-29,28850
2017-04-30,28660
2017-05-01,28978
2017-05-02,29021
2017-05-03,29069
2017-05-04,29552
2017-05-05,29451
2017-05-06,29764
2017-05-07,29685
2017-05-08,29034
2017-05-09,28936
2017-05-10,28445
2017-05-11,28075
2017-05-12,27920
2017-05-13,27260
2017-05-14,28249
2017-05-15,28519
2017-05-16,28403
2017-05-17,28552
2017-05-18,28395
2017-05-19,28234
2017-05-20,28588
2017-05-21,28588
2017-05-22,28651
2017-05-23,28284
2017-05-24,27728
2017-05-25,27320
2017-05-26,26890
2017-05-27,26616
2017-05-28,26623
2017-05-29,26953
2017-05-30,26708
2017-05-31,26082
2017-06-01,26647
2017-06-02,26327
2017-06-03,25589
2017-06-04,25273
2017-06-05,25069
2017-06-06,25568
2017-06-07,25748
2017-06-08,25748
2017-06-09,25698
2017-06-10,25795
2017-06-11,25861
2017-06-12,25753
2017-06-13,26045
2017-06-14,25993
2017-06-15,26288
2017-06-16,27070
2017-06-17,27381
2017-06-18,27519
2017-06-19,27519
2017-06-20,27328
2017-06-21,26708
2017-06-22,26097
2017-06-23,24895
2017-06-24,23953
2017-06-25,22849
2017-06-26,22618
2017-06-27,23171
2017-06-28,23037
2017-06-29,23387
2017-06-30,23315
2017-07-01,23315
2017-07-02,23262
2017-07-03,23734
2017-07-04,24235
2017-07-05,24235
2017-07-06,24357
2017-07-07,24357
2017-07-08,23983
2017-07-09,23797
2017-07-13,23423
2017-07-14,23782
2017-07-15,23782
2017-07-16,23743
2017-07-17,24288
2017-07-18,25043
2017-07-19,25146
2017-07-20,25388
2017-07-21,25602
2017-07-22,25470
2017-07-23,25718
2017-07-24,26153
2017-07-25,26306
2017-07-26,26546
2017-07-27,26527
2017-07-28,25910
2017-07-29,25876
2017-07-30,25693
2017-07-31,25693
2017-08-01,25873
2017-08-02,25988
2017-08-03,26546
2017-08-04,27596
2017-08-05,27712
2017-08-06,28756
2017-08-07,28445
2017-08-08,27904
2017-08-09,27776
2017-08-10,28717
2017-08-11,28786
2017-08-12,27908
2017-08-13,27223
2017-08-14,26800
2017-08-15,27167
2017-08-16,26817
2017-08-17,26636
2017-08-18,26188
2017-08-19,26590
2017-08-20,26302
2017-08-21,26974
2017-08-22,26691
2017-08-23,26364
2017-08-24,26011
2017-08-25,26385
2017-08-26,26083
2017-08-27,26384
2017-08-28,26627
2017-08-29,26410
2017-08-30,26743
2017-08-31,26828
2017-09-01,26958
2017-09-02,26616
2017-09-03,26616
2017-09-04,26131
2017-09-05,25283
2017-09-06,24756
2017-09-07,24733
2017-09-08,24733
2017-09-09,24099
2017-09-10,23545
2017-09-11,23077
2017-09-12,23092
2017-09-13,23590
2017-09-14,23766
2017-09-15,23766
2017-09-16,23608
2017-09-17,23781
2017-09-18,23440
2017-09-19,23630
2017-09-20,23885
2017-09-22,24661
2017-09-23,24661
2017-09-24,24725
2017-09-25,25021
2017-09-26,25400
2017-09-27,25556
2017-09-28,25729
2017-09-29,25851
2017-09-30,25746
2017-10-01,25670
2017-10-02,25071
2017-10-03,25398
2017-10-04,25946
2017-10-05,26192
2017-10-06,26152
2017-10-07,25556
2017-10-08,24802
2017-10-09,24024
2017-10-10,23762
2017-10-11,23667
2017-10-12,24103
2017-10-13,23984
2017-10-14,24659
2017-10-15,25113
2017-10-16,25279
2017-10-17,25279
2017-10-18,25718
2017-10-19,26174
2017-10-20,26491
2017-10-21,26809
2017-10-22,26719
2017-10-23,26866
2017-10-24,26629
2017-10-25,27058
2017-10-26,27272
2017-10-27,27363
2017-10-28,27363
2017-10-29,26627
2017-10-30,26429
2017-10-31,25367
2017-11-01,25367
2017-11-02,24275
2017-11-03,23368
2017-11-04,22795
2017-11-05,22211
2017-11-06,22408
2017-11-07,22744
2017-11-08,22409
2017-11-09,21703
2017-11-10,21218
2017-11-11,20829
2017-11-12,21153
2017-11-13,21067
2017-11-14,21404
2017-11-15,21101
2017-11-16,20989
2017-11-17,21592
2017-11-18,21419
2017-11-19,21086
2017-11-20,20918
2017-11-21,21198
2017-11-22,21405
2017-11-23,21704
2017-11-24,22242
2017-11-25,22285
2017-11-26,22596
2017-11-27,22596
2017-11-28,22699
2017-11-29,22946
2017-11-30,22946
2017-12-01,23547
2017-12-02,23516
2017-12-03,23834
2017-12-04,24055
2017-12-05,24701
2017-12-06,25070
2017-12-07,26023
2017-12-08,27072
2017-12-09,27829
2017-12-10,28663
2017-12-11,28307
2017-12-12,28087
2017-12-13,28603
2017-12-14,27760
2017-12-15,27617
2017-12-16,27402
2017-12-17,27427
2017-12-18,26658
2017-12-19,26579
2017-12-20,26762
2017-12-21,25953
2017-12-22,25772
2017-12-23,26370
2017-12-24,26797
2017-12-25,26667
2017-12-26,26617
2017-12-27,26678
2017-12-28,26180
2017-12-29,27273
2017-12-30,26711
2017-12-31,25722
2018-01-01,25809
2018-01-02,25754
2018-01-03,25690
2018-01-04,25511
2018-01-05,25989
2018-01-06,26720
2018-01-07,26781
2018-01-08,26112
2018-01-09,25769
2018-01-10,25501
2018-01-11,25903
2018-01-12,25748
2018-01-13,25749
2018-01-14,25322
2018-01-15,24734
2018-01-16,24502
2018-01-17,24277
2018-01-18,24898
2018-01-19,25795
2018-01-20,25571
2018-01-21,25887
2018-01-22,26185
2018-01-23,25480
2018-01-24,26038
2018-01-25,25768
2018-01-26,25555
2018-01-27,25452
2018-01-28,25585
2018-01-29,25996
2018-01-30,25773
2018-01-31,26335
2018-02-01,26690
2018-02-02,26864
2018-02-03,27054
2018-02-04,26915
2018-02-05,27037
2018-02-06,26408
2018-02-07,26357
2018-02-08,26357
2018-02-09,26818
2018-02-10,26799
2018-02-11,26509
2018-02-12,25972
2018-02-13,25700
2018-02-14,25019
2018-02-15,25323
2018-02-16,26067
2018-02-17,25951
2018-02-18,26116
2018-02-19,26507
2018-02-20,26684
2018-02-21,26695
2018-02-22,26901
2018-02-23,26737
2018-02-24,26737
2018-02-25,26991
2018-02-26,26570
2018-02-27,26277
2018-02-28,25233
2018-03-01,24464
2018-03-02,24683
2018-03-03,24374
2018-03-04,23637
2018-03-05,24382
2018-03-06,25173
2018-03-07,25842
2018-03-08,26082
2018-03-09,26094
2018-03-10,26677
2018-03-11,26389
2018-03-12,26009
2018-03-13,26609
2018-03-14,26508
2018-03-15,26247
2018-03-16,26847
2018-03-17,26790
2018-03-18,26925
2018-03-19,26925
2018-03-20,27168
2018-03-21,27433
2018-03-22,27707
2018-03-23,28017
2018-03-24,28545
2018-03-25,28611
2018-03-26,27927
2018-03-27,27708
2018-03-28,26572
2018-03-29,26660
2018-03-30,26221
2018-03-31,27036
2018-04-01,27621
2018-04-02,27998
2018-04-03,28763
2018-04-04,28902
2018-04-05,29454
2018-04-06,30060
2018-04-07,30456
2018-04-08,29783
2018-04-09,29658
2018-04-10,29830
2018-04-11,29227
2018-04-12,29368
2018-04-13,29981
2018-04-14,30214
2018-04-15,30925
2018-04-16,30784
2018-04-17,31109
2018-04-18,31109
2018-04-19,31287
2018-04-20,31570
2018-04-21,31460
2018-04-22,31295
2018-04-23,30618
2018-04-24,30793
2018-04-25,30120
2018-04-26,30120
2018-04-27,30048
2018-04-28,29586
2018-04-29,29613
2018-04-30,29692
2018-05-01,29743
2018-05-02,29975
2018-05-03,30083
2018-05-04,30398
2018-05-05,30738
2018-05-06,30738
2018-05-07,30763
2018-05-08,31170
2018-05-09,31839
2018-05-10,32133
2018-05-11,32356
2018-05-12,32603
2018-05-13,32603
2018-05-14,33255
2018-05-15,33653
2018-05-16,33868
2018-05-17,33404
2018-05-18,33774
2018-05-19,34386
2018-05-20,34693
2018-05-21,34955
2018-05-22,35286
2018-05-23,36018
2018-05-24,36659
2018-05-25,37078
2018-05-26,36511
2018-05-27,34941
2018-05-28,35593
2018-05-29,36228
2018-05-30,36449
2018-05-31,36501
2018-06-01,35719
2018-06-02,34868
2018-06-03,34619
2018-06-04,34980
2018-06-05,35439
2018-06-06,35682
2018-06-07,35682
2018-06-08,35703
2018-06-09,35703
2018-06-10,35510
2018-06-11,34598
2018-06-12,33706
2018-06-13,33778
2018-06-14,33111
2018-06-15,32691
2018-06-16,32493
2018-06-17,31145
2018-06-18,30617
2018-06-19,30723
2018-06-20,30723
2018-06-21,30320
2018-06-22,28919
2018-06-23,27561
2018-06-24,26496
2018-06-25,25412
2018-06-26,25076
2018-06-27,25100
2018-06-28,25197
2018-06-29,25253
2018-06-30,25276
2018-07-01,24913
2018-07-02,24480
2018-07-03,24725
2018-07-04,24603
2018-07-05,24049
2018-07-06,24503
2018-07-07,24754
2018-07-08,24906
2018-07-09,24847
2018-07-10,25048
2018-07-11,25730
2018-07-12,24949
2018-07-13,24597
2018-07-14,25140
2018-07-15,25090
2018-07-16,24981
2018-07-17,24892
2018-07-18,24412
2018-07-19,24664
2018-07-20,24898
2018-07-21,25152
2018-07-22,25403
2018-07-23,25683
2018-07-24,26014
2018-07-25,26667
2018-07-26,27124
2018-07-27,27651
2018-07-28,27962
2018-07-29,28218
2018-07-30,28625
2018-07-31,28935
2018-08-01,29242
2018-08-02,30079
2018-08-03,30622
2018-08-04,31206
2018-08-05,30987
2018-08-06,30910
2018-08-07,31365
2018-08-08,32230
2018-08-09,32794
2018-08-10,33564
2018-08-11,33961
2018-08-12,34859
2018-08-14,34533
2018-08-16,32769
2018-08-17,32074
2018-08-18,32777
2018-08-19,33032
2018-08-20,33093
2018-08-21,33215
2018-08-22,33474
2018-08-23,33763
2018-08-24,33851
2018-08-25,33044
2018-08-26,31823
2018-08-27,30707
2018-08-28,30959
2018-08-29,31384
2018-08-30,32625
2018-08-31,33072
2018-09-01,33947
2018-09-02,33523
2018-09-03,33559
2018-09-04,33029
2018-09-05,33764
2018-09-06,33764
2018-09-07,35130
2018-09-08,36108
2018-09-09,37239
2018-09-10,38095
2018-09-11,38562
2018-09-12,39792
2018-09-13,40733
2018-09-14,41589
2018-09-15,42488
2018-09-16,42488
2018-09-17,43160
2018-09-18,43446
2018-09-19,43748
2018-09-20,44465
2018-09-21,44544
2018-09-22,45872
2018-09-23,45836
2018-09-24,44948
2018-09-25,45002
2018-09-26,45625
2018-09-27,47055
2018-09-28,47231
2018-09-29,49203
2018-09-30,48443
2018-10-01,49283
2018-10-02,50259
2018-10-03,49006
2018-10-04,46928
2018-10-05,45936
2018-10-06,45779
2018-10-07,44390
2018-10-08,43043
2018-10-09,41848
2018-10-10,42048
2018-10-11,42253
2018-10-12,42248
2018-10-13,42494
2018-10-14,42813
2018-10-15,43096
2018-10-16,43453
2018-10-17,44197
2018-10-18,44855
2018-10-19,45994
2018-10-20,45994
2018-10-21,44681
2018-10-22,44504
2018-10-23,44540
2018-10-24,43733
2018-10-25,44042
2018-10-26,44442
2018-10-27,43373
2018-10-28,42127
2018-10-29,40080
2018-10-30,38465
2018-10-31,38038
2018-11-01,38534
2018-11-03,39673
2018-11-04,41059
2018-11-05,43020
2018-11-06,44473
2018-11-07,46423
2018-11-08,48042
2018-11-09,49365
2018-11-10,51378
2018-11-11,53703
2018-11-12,56252
2018-11-13,58821
2018-11-14,61026
2018-11-15,62848
2018-11-16,64518
2018-11-17,66953
2018-11-18,69905
2018-11-19,71040
2018-11-20,73612
2018-11-21,74411
2018-11-22,76498
2018-11-23,78412
2018-11-24,80460
2018-11-25,80770
2018-11-26,80593
2018-11-27,80701
2018-11-28,80347
2018-11-29,78267
2018-12-01,73718
2018-12-02,70723
2018-12-03,70288
2018-12-04,70608
2018-12-05,71728
2018-12-07,75747
2018-12-09,78283
2018-12-10,80841
2018-12-11,81190
2018-12-12,82854
2018-12-13,81113
2018-12-14,79614
2018-12-15,77580
2018-12-16,77445
2018-12-17,76204
2018-12-18,76008
2018-12-19,76262
2018-12-20,77593
2018-12-21,77654
2018-12-22,78644
2018-12-23,78443
2018-12-24,79940
2018-12-25,80434
2018-12-26,81439
2018-12-27,79603
2018-12-28,77763
2018-12-29,76595
2018-12-30,75596
2018-12-31,76130
2019-01-01,76300
2019-01-02,76779
2019-01-03,76557
2019-01-04,75986
2019-01-05,76074
2019-01-06,75762
2019-01-08,76239
2019-01-10,73919
2019-01-11,73236
2019-01-12,73601
2019-01-13,73255
2019-01-14,72257
2019-01-15,70679
2019-01-16,69508
2019-01-17,68932
2019-01-18,67743
2019-01-19,67944
2019-01-20,68263
2019-01-21,67808
2019-01-22,67129
2019-01-23,65079
2019-01-24,64514
2019-01-25,64102
2019-01-26,63726
2019-01-27,61760
2019-01-28,59729
2019-01-29,57347
2019-01-30,55315
2019-01-31,53825
2019-02-01,53118
2019-02-02,51478
2019-02-03,49537
2019-02-04,48391
2019-02-05,47738
2019-02-06,46813
2019-02-07,46933
2019-02-08,47214
2019-02-09,47253
2019-02-10,46981
2019-02-11,47349
2019-02-12,46812
2019-02-13,45960
2019-02-14,45869
2019-02-15,45039
2019-02-16,44349
2019-02-17,43826
2019-02-18,44875
2019-02-19,43840
2019-02-20,44207
2019-02-21,44409
2019-02-22,44584
2019-02-23,44779
2019-02-24,44200
2019-02-25,43692
2019-02-26,43646
2019-02-27,44453
2019-02-28,43845
2019-03-01,43501
2019-03-02,44080
2019-03-03,44513
2019-03-04,45343
2019-03-05,46094
2019-03-06,46372
2019-03-07,47012
2019-03-08,47560
2019-03-09,47318
2019-03-10,46730
2019-03-11,47479
2019-03-12,47753
2019-03-13,48140
2019-03-14,48399
2019-03-15,48706
2019-03-16,48570
2019-03-17,48491
2019-03-18,48692
