date_obj,Wizard's%20mind%20bomb price
2015-11-30,72
2015-12-01,76
2015-12-02,80
2015-12-03,84
2015-12-04,84
2015-12-05,89
2015-12-06,94
2015-12-07,99
2015-12-08,103
2015-12-09,106
2015-12-10,107
2015-12-11,113
2015-12-13,121
2015-12-14,121
2015-12-15,123
2015-12-16,124
2015-12-17,118
2015-12-18,112
2015-12-19,112
2015-12-20,112
2015-12-21,116
2015-12-22,115
2015-12-23,113
2015-12-24,107
2015-12-25,108
2015-12-26,110
2015-12-27,104
2015-12-28,102
2015-12-29,104
2015-12-30,103
2015-12-31,103
2016-01-01,98
2016-01-02,99
2016-01-03,101
2016-01-04,102
2016-01-05,103
2016-01-06,98
2016-01-07,96
2016-01-08,96
2016-01-09,94
2016-01-10,96
2016-01-11,94
2016-01-12,91
2016-01-13,92
2016-01-14,92
2016-01-15,97
2016-01-16,98
2016-01-17,101
2016-01-18,100
2016-01-19,102
2016-01-20,102
2016-01-21,102
2016-01-22,99
2016-01-23,99
2016-01-24,101
2016-01-25,101
2016-01-26,98
2016-01-27,97
2016-01-28,97
2016-01-29,102
2016-01-30,108
2016-01-31,114
2016-02-01,116
2016-02-02,116
2016-02-03,112
2016-02-04,113
2016-02-05,109
2016-02-06,112
2016-02-07,117
2016-02-08,123
2016-02-09,128
2016-02-10,127
2016-02-11,120
2016-02-12,118
2016-02-13,120
2016-02-14,122
2016-02-15,124
2016-02-16,130
2016-02-17,128
2016-02-18,121
2016-02-19,126
2016-02-20,133
2016-02-21,140
2016-02-22,140
2016-02-23,140
2016-02-24,138
2016-02-25,134
2016-02-26,132
2016-02-27,128
2016-02-28,128
2016-02-29,129
2016-03-01,127
2016-03-02,127
2016-03-03,128
2016-03-04,121
2016-03-05,114
2016-03-06,115
2016-03-07,121
2016-03-08,128
2016-03-09,135
2016-03-10,139
2016-03-11,137
2016-03-12,133
2016-03-13,129
2016-03-14,124
2016-03-15,117
2016-03-16,113
2016-03-17,107
2016-03-18,107
2016-03-19,104
2016-03-20,100
2016-03-21,99
2016-03-22,103
2016-03-23,103
2016-03-24,102
2016-03-25,99
2016-03-26,94
2016-03-27,89
2016-03-28,85
2016-03-29,82
2016-03-30,82
2016-03-31,78
2016-04-01,75
2016-04-02,76
2016-04-03,74
2016-04-04,74
2016-04-05,72
2016-04-06,71
2016-04-07,73
2016-04-08,75
2016-04-09,78
2016-04-10,79
2016-04-11,79
2016-04-12,80
2016-04-13,83
2016-04-14,88
2016-04-15,90
2016-04-16,92
2016-04-17,94
2016-04-18,91
2016-04-19,91
2016-04-20,91
2016-04-21,93
2016-04-22,98
2016-04-23,103
2016-04-24,98
2016-04-25,97
2016-04-26,102
2016-04-27,98
2016-04-28,94
2016-04-29,92
2016-04-30,90
2016-05-01,88
2016-05-02,83
2016-05-03,80
2016-05-04,79
2016-05-05,77
2016-05-06,73
2016-05-07,70
2016-05-08,71
2016-05-09,71
2016-05-10,69
2016-05-11,70
2016-05-12,70
2016-05-13,68
2016-05-14,69
2016-05-15,69
2016-05-16,68
2016-05-17,69
2016-05-18,66
2016-05-19,62
2016-05-22,56
2016-05-23,56
2016-05-24,58
2016-05-25,59
2016-05-26,56
2016-05-27,54
2016-05-28,54
2016-05-29,55
2016-05-30,56
2016-05-31,58
2016-06-01,58
2016-06-02,60
2016-06-03,63
2016-06-04,66
2016-06-05,70
2016-06-06,68
2016-06-07,64
2016-06-08,61
2016-06-09,63
2016-06-10,63
2016-06-11,67
2016-06-12,71
2016-06-13,75
2016-06-14,76
2016-06-15,74
2016-06-16,74
2016-06-17,74
2016-06-18,74
2016-06-19,77
2016-06-20,81
2016-06-21,86
2016-06-22,91
2016-06-23,96
2016-06-24,101
2016-06-25,106
2016-06-26,107
2016-06-27,104
2016-06-28,107
2016-06-29,102
2016-06-30,99
2016-07-01,97
2016-07-02,98
2016-07-03,102
2016-07-04,106
2016-07-05,100
2016-07-06,97
2016-07-07,92
2016-07-08,87
2016-07-09,87
2016-07-10,89
2016-07-11,88
2016-07-12,86
2016-07-13,90
2016-07-14,93
2016-07-15,94
2016-07-16,94
2016-07-17,95
2016-07-18,97
2016-07-24,106
2016-07-25,108
2016-07-26,113
2016-07-27,117
2016-07-28,120
2016-07-29,121
2016-07-30,123
2016-07-31,123
2016-08-01,117
2016-08-02,113
2016-08-03,117
2016-08-04,118
2016-08-05,117
2016-08-06,116
2016-08-07,112
2016-08-08,108
2016-08-09,113
2016-08-10,114
2016-08-11,112
2016-08-12,113
2016-08-13,116
2016-08-14,117
2016-08-15,115
2016-08-16,117
2016-08-17,116
2016-08-18,121
2016-08-19,122
2016-08-20,122
2016-08-21,123
2016-08-22,119
2016-08-23,115
2016-08-24,109
2016-08-25,103
2016-08-26,103
2016-08-28,92
2016-08-31,77
2016-09-01,73
2016-09-02,73
2016-09-03,72
2016-09-04,68
2016-09-05,64
2016-09-06,61
2016-09-07,65
2016-09-08,67
2016-09-09,67
2016-09-10,70
2016-09-11,70
2016-09-12,71
2016-09-13,72
2016-09-14,72
2016-09-15,70
2016-09-16,70
2016-09-17,70
2016-09-18,71
2016-09-19,69
2016-09-20,65
2016-09-21,61
2016-09-22,62
2016-09-23,65
2016-09-24,65
2016-09-25,68
2016-09-26,68
2016-09-27,71
2016-09-28,68
2016-09-29,68
2016-09-30,66
2016-10-01,63
2016-10-02,63
2016-10-03,59
2016-10-04,56
2016-10-05,56
2016-10-06,59
2016-10-07,61
2016-10-08,64
2016-10-09,68
2016-10-10,71
2016-10-11,74
2016-10-12,76
2016-10-13,80
2016-10-14,84
2016-10-15,89
2016-10-16,94
2016-10-17,96
2016-10-18,93
2016-10-19,88
2016-10-20,83
2016-10-21,78
2016-10-22,78
2016-10-23,74
2016-10-24,71
2016-10-25,71
2016-10-26,70
2016-10-27,74
2016-10-28,77
2016-10-29,80
2016-10-30,84
2016-10-31,88
2016-11-01,88
2016-11-02,89
2016-11-03,93
2016-11-04,96
2016-11-05,94
2016-11-06,93
2016-11-07,93
2016-11-08,93
2016-11-09,93
2016-11-10,95
2016-11-11,93
2016-11-12,94
2016-11-13,99
2016-11-14,102
2016-12-08,58
2016-12-09,61
2016-12-10,63
2016-12-11,62
2016-12-12,58
2016-12-13,58
2016-12-14,55
2016-12-15,57
2016-12-16,55
2016-12-17,57
2016-12-18,59
2016-12-19,61
2016-12-20,60
2016-12-21,59
2016-12-22,57
2016-12-23,55
2016-12-24,52
2016-12-25,51
2016-12-26,54
2016-12-27,55
2016-12-28,55
2016-12-29,57
2016-12-30,60
2016-12-31,63
2017-01-01,65
2017-01-02,67
2017-01-03,69
2017-01-04,67
2017-01-05,63
2017-01-06,59
2017-01-07,56
2017-01-08,57
2017-01-09,58
2017-01-10,60
2017-01-11,57
2017-01-12,57
2017-01-13,55
2017-01-14,57
2017-01-15,57
2017-01-16,54
2017-01-17,57
2017-01-18,58
2017-01-19,61
2017-01-20,61
2017-01-21,64
2017-01-22,68
2017-01-27,70
2017-01-28,72
2017-01-29,73
2017-01-30,75
2017-01-31,77
2017-02-01,79
2017-02-02,77
2017-02-03,80
2017-02-04,83
2017-02-05,86
2017-02-06,86
2017-02-07,84
2017-02-08,79
2017-02-09,79
2017-02-10,81
2017-02-11,81
2017-02-12,77
2017-02-13,74
2017-02-14,72
2017-02-15,69
2017-02-16,71
2017-02-18,71
2017-02-19,72
2017-02-20,71
2017-02-21,68
2017-02-22,69
2017-02-23,68
2017-02-24,69
2017-02-25,72
2017-02-26,75
2017-02-27,77
2017-02-28,80
2017-03-01,81
2017-03-02,84
2017-03-03,85
2017-03-04,87
2017-03-05,87
2017-03-06,90
2017-03-07,92
2017-03-08,94
2017-03-09,93
2017-03-10,95
2017-03-11,99
2017-03-12,99
2017-03-13,103
2017-03-14,107
2017-03-15,112
2017-03-16,118
2017-03-17,124
2017-03-18,131
2017-03-19,138
2017-03-20,145
2017-03-21,139
2017-03-22,132
2017-03-23,125
2017-03-24,118
2017-03-25,112
2017-03-26,106
2017-03-27,100
2017-03-28,95
2017-03-29,90
2017-03-30,85
2017-03-31,81
2017-04-01,81
2017-04-02,81
2017-04-03,79
2017-04-04,78
2017-04-12,63
2017-04-13,61
2017-04-14,61
2017-04-15,58
2017-04-16,55
2017-04-17,55
2017-04-18,57
2017-04-19,56
2017-04-20,58
2017-04-21,57
2017-04-22,57
2017-04-23,59
2017-04-24,62
2017-04-25,62
2017-04-26,62
2017-04-27,61
2017-04-28,64
2017-04-29,66
2017-04-30,68
2017-05-01,71
2017-05-02,74
2017-05-03,75
2017-05-04,73
2017-05-05,73
2017-05-06,76
2017-05-07,80
2017-05-08,78
2017-05-09,74
2017-05-10,72
2017-05-11,72
2017-05-12,75
2017-05-13,77
2017-05-14,79
2017-05-15,82
2017-05-16,78
2017-05-17,80
2017-05-18,83
2017-05-19,83
2017-05-20,86
2017-05-21,86
2017-05-22,90
2017-05-23,90
2017-05-24,90
2017-05-25,91
2017-05-26,94
2017-05-27,93
2017-05-28,93
2017-05-29,95
2017-05-30,95
2017-05-31,97
2017-06-01,99
2017-06-02,99
2017-06-03,100
2017-06-06,97
2017-06-07,95
2017-06-08,90
2017-06-09,89
2017-06-10,90
2017-06-11,92
2017-06-12,87
2017-06-13,82
2017-06-14,77
2017-06-15,73
2017-06-16,73
2017-06-17,73
2017-06-18,75
2017-06-19,75
2017-06-20,77
2017-06-21,79
2017-06-22,81
2017-06-23,80
2017-06-24,81
2017-06-25,83
2017-06-26,86
2017-06-27,90
2017-06-28,89
2017-06-29,84
2017-06-30,79
2017-07-01,75
2017-07-02,76
2017-07-03,72
2017-07-04,68
2017-07-05,64
2017-07-06,60
2017-07-07,57
2017-07-08,54
2017-07-13,49
2017-07-14,52
2017-07-15,55
2017-07-16,57
2017-07-17,60
2017-07-18,63
2017-07-19,67
2017-07-20,70
2017-07-21,69
2017-07-22,66
2017-07-23,63
2017-07-24,65
2017-07-25,61
2017-07-26,63
2017-07-27,63
2017-07-28,64
2017-07-29,68
2017-07-30,70
2017-07-31,72
2017-08-01,73
2017-08-02,75
2017-08-03,79
2017-08-04,83
2017-08-05,88
2017-08-06,91
2017-08-09,88
2017-08-10,88
2017-08-11,90
2017-08-12,91
2017-08-13,92
2017-08-14,95
2017-08-15,93
2017-08-16,97
2017-08-17,96
2017-08-18,96
2017-08-19,92
2017-08-20,90
2017-08-21,88
2017-08-22,93
2017-08-23,97
2017-08-24,101
2017-08-25,102
2017-08-26,105
2017-08-27,99
2017-08-28,94
2017-08-29,94
2017-08-30,97
2017-08-31,102
2017-09-01,102
2017-09-02,100
2017-09-03,99
2017-09-04,97
2017-09-05,94
2017-09-06,92
2017-09-07,94
2017-09-08,98
2017-09-09,95
2017-09-10,99
2017-09-11,102
2017-09-12,107
2017-09-13,111
2017-09-14,111
2017-09-15,111
2017-09-16,106
2017-09-17,107
2017-09-18,113
2017-09-19,119
2017-09-20,125
2017-09-21,129
2017-09-22,132
2017-09-23,132
2017-09-24,126
2017-09-25,119
2017-09-26,113
2017-09-27,107
2017-09-28,101
2017-09-29,95
2017-09-30,90
2017-10-01,85
2017-10-02,82
2017-10-03,84
2017-10-04,84
2017-10-05,86
2017-10-06,89
2017-10-07,89
2017-10-08,84
2017-10-09,81
2017-10-10,79
2017-10-11,79
2017-10-12,76
2017-10-13,72
2017-10-14,68
2017-10-15,71
2017-10-16,70
2017-10-17,67
2017-10-18,69
2017-10-19,70
2017-10-20,73
2017-10-21,69
2017-10-22,68
2017-10-23,70
2017-10-24,70
2017-10-25,71
2017-10-26,74
2017-10-27,75
2017-10-28,75
2017-10-29,77
2017-10-30,78
2017-10-31,80
2017-11-01,80
2017-11-02,80
2017-11-03,81
2017-11-04,81
2017-11-05,81
2017-11-06,79
2017-11-07,75
2017-11-08,78
2017-11-09,76
2017-11-10,73
2017-11-11,73
2017-11-12,74
2017-11-13,73
2017-11-14,73
2017-11-15,69
2017-11-16,72
2017-11-17,74
2017-11-18,71
2017-11-19,73
2017-11-20,71
2017-11-21,72
2017-11-22,74
2017-11-23,70
2017-11-24,66
2017-11-25,66
2017-11-26,62
2017-11-27,62
2017-11-28,61
2017-11-29,62
2017-11-30,62
2017-12-01,59
2017-12-02,56
2017-12-03,53
2017-12-04,51
2017-12-05,48
2017-12-06,50
2017-12-07,49
2017-12-08,50
2017-12-09,51
2017-12-10,53
2017-12-11,55
2017-12-12,53
2017-12-13,53
2017-12-14,51
2017-12-15,50
2017-12-16,47
2017-12-17,47
2017-12-18,49
2017-12-19,52
2017-12-20,55
2017-12-21,58
2017-12-22,60
2017-12-23,63
2017-12-24,66
2017-12-25,70
2017-12-26,72
2017-12-27,74
2017-12-28,76
2017-12-29,76
2017-12-30,77
2017-12-31,78
2018-01-01,79
2018-01-02,76
2018-01-03,73
2018-01-04,76
2018-01-05,78
2018-01-06,77
2018-01-07,78
2018-01-08,75
2018-01-09,71
2018-01-10,69
2018-01-11,67
2018-01-12,68
2018-01-13,68
2018-01-14,68
2018-01-15,71
2018-01-16,72
2018-01-17,74
2018-01-18,77
2018-01-19,80
2018-01-20,81
2018-01-21,81
2018-01-22,83
2018-01-23,83
2018-01-24,87
2018-01-25,89
2018-01-26,94
2018-01-27,98
2018-01-28,96
2018-01-29,91
2018-01-30,86
2018-02-01,76
2018-02-02,72
2018-02-03,69
2018-02-04,71
2018-02-05,70
2018-02-06,70
2018-02-07,71
2018-02-08,74
2018-02-09,76
2018-02-10,75
2018-02-11,77
2018-02-12,78
2018-02-13,78
2018-02-14,77
2018-02-15,73
2018-02-16,69
2018-02-17,65
2018-02-18,61
2018-02-19,57
2018-02-20,54
2018-02-21,53
2018-02-22,54
2018-02-23,56
2018-02-24,58
2018-02-25,60
2018-02-26,62
2018-02-27,64
2018-02-28,68
2018-03-01,72
2018-03-02,76
2018-03-03,80
2018-03-04,84
2018-03-05,89
2018-03-06,94
2018-03-07,99
2018-03-08,102
2018-03-09,108
2018-03-10,113
2018-03-11,115
2018-03-12,117
2018-03-13,123
2018-03-14,127
2018-03-15,131
2018-03-16,129
2018-03-17,129
2018-03-18,128
2018-03-20,126
2018-03-21,130
2018-03-23,136
2018-03-24,143
2018-03-26,138
2018-03-27,133
2018-03-28,127
2018-03-29,128
2018-03-30,129
2018-03-31,124
2018-04-01,117
2018-04-02,111
2018-04-03,112
2018-04-04,110
2018-04-05,107
2018-04-06,109
2018-04-08,111
2018-04-09,106
2018-04-10,107
2018-04-11,103
2018-04-12,101
2018-04-13,100
2018-04-14,101
2018-04-16,96
2018-04-17,100
2018-04-18,100
2018-04-19,100
2018-04-20,103
2018-04-21,108
2018-04-22,102
2018-04-23,99
2018-04-24,100
2018-04-25,99
2018-04-26,99
2018-04-27,97
2018-04-28,96
2018-04-29,91
2018-04-30,88
2018-05-02,84
2018-05-03,86
2018-05-04,86
2018-05-05,84
2018-05-06,84
2018-05-07,81
2018-05-08,80
2018-05-09,79
2018-05-10,80
2018-05-11,81
2018-05-12,80
2018-05-13,80
2018-05-14,80
2018-05-15,77
2018-05-16,79
2018-05-17,78
2018-05-18,77
2018-05-19,77
2018-05-20,77
2018-05-21,76
2018-05-22,77
2018-05-23,75
2018-05-24,75
2018-05-25,76
2018-05-26,77
2018-05-27,80
2018-05-28,80
2018-05-29,79
2018-05-30,78
2018-05-31,79
2018-06-01,77
2018-06-02,75
2018-06-03,75
2018-06-04,75
2018-06-05,73
2018-06-06,73
2018-06-07,71
2018-06-08,69
2018-06-09,69
2018-06-10,67
2018-06-11,65
2018-06-12,66
2018-06-13,67
2018-06-14,64
2018-06-15,61
2018-06-16,60
2018-06-17,59
2018-06-18,59
2018-06-19,60
2018-06-20,58
2018-06-21,57
2018-06-22,57
2018-06-23,57
2018-06-24,57
2018-06-25,57
2018-06-26,57
2018-06-27,57
2018-06-28,59
2018-06-29,62
2018-06-30,66
2018-07-01,70
2018-07-02,73
2018-07-03,75
2018-07-04,79
2018-07-05,83
2018-07-06,87
2018-07-07,89
2018-07-08,90
2018-07-09,94
2018-07-10,92
2018-07-11,96
2018-07-12,100
2018-07-13,96
2018-07-14,91
2018-07-15,87
2018-07-16,91
2018-07-17,91
2018-07-18,90
2018-07-19,94
2018-07-20,96
2018-07-21,99
2018-07-22,98
2018-07-23,99
2018-07-24,96
2018-07-25,92
2018-07-26,93
2018-07-27,93
2018-07-28,90
2018-07-29,93
2018-07-30,95
2018-07-31,96
2018-08-01,101
2018-08-02,106
2018-08-03,106
2018-08-04,109
2018-08-05,107
2018-08-06,104
2018-08-07,105
2018-08-08,103
2018-08-09,102
2018-08-10,100
2018-08-11,101
2018-08-12,100
2018-08-14,97
2018-08-16,94
2018-08-17,94
2018-08-18,91
2018-08-19,93
2018-08-20,97
2018-08-21,102
2018-08-22,101
2018-08-23,105
2018-08-24,111
2018-08-25,117
2018-08-26,120
2018-08-27,126
2018-08-28,127
2018-08-29,134
2018-08-30,140
2018-08-31,142
2018-09-01,137
2018-09-02,133
2018-09-03,132
2018-09-04,133
2018-09-05,130
2018-09-06,126
2018-09-07,128
2018-09-08,134
2018-09-09,141
2018-09-10,147
2018-09-11,149
2018-09-12,156
2018-09-13,164
2018-09-14,161
2018-09-15,160
2018-09-16,162
2018-09-17,168
2018-09-18,169
2018-09-19,160
2018-09-20,152
2018-09-21,152
2018-09-22,152
2018-09-23,144
2018-09-24,136
2018-09-25,130
2018-09-26,123
2018-09-27,116
2018-09-28,111
2018-09-29,113
2018-09-30,117
2018-10-02,124
2018-10-03,117
2018-10-04,111
2018-10-05,105
2018-10-06,99
2018-10-07,99
2018-10-08,98
2018-10-09,98
2018-10-10,99
2018-10-11,97
2018-10-12,95
2018-10-13,95
2018-10-14,95
2018-10-15,98
2018-10-16,98
2018-10-17,97
2018-10-18,97
2018-10-19,95
2018-10-20,96
2018-10-21,98
2018-10-22,98
2018-10-23,99
2018-10-24,98
2018-10-25,99
2018-10-26,99
2018-10-27,101
2018-10-28,107
2018-10-29,113
2018-10-30,115
2018-10-31,121
2018-11-01,128
2018-11-03,141
2018-11-04,149
2018-11-05,157
2018-11-06,165
2018-11-07,174
2018-11-08,183
2018-11-09,189
2018-11-10,189
2018-11-11,184
2018-11-12,178
2018-11-13,169
2018-11-14,160
2018-11-15,152
2018-11-16,144
2018-11-17,136
2018-11-18,129
2018-11-19,122
2018-11-20,115
2018-11-21,109
2018-11-22,103
2018-11-23,97
2018-11-24,92
2018-11-25,89
2018-11-26,88
2018-11-27,89
2018-11-28,91
2018-11-29,91
2018-12-01,91
2018-12-02,91
2018-12-03,90
2018-12-04,94
2018-12-05,97
2018-12-07,94
2018-12-09,95
2018-12-10,96
2018-12-11,93
2018-12-12,90
2018-12-13,85
2018-12-14,80
2018-12-15,76
2018-12-16,73
2018-12-17,69
2018-12-18,71
2018-12-19,74
2018-12-20,77
2018-12-21,80
2018-12-22,84
2018-12-23,88
2018-12-24,90
2018-12-25,94
2018-12-26,95
2018-12-27,96
2018-12-28,100
2018-12-29,100
2018-12-30,98
2018-12-31,98
2019-01-01,97
2019-01-02,96
2019-01-03,98
2019-01-04,93
2019-01-05,89
2019-01-06,84
2019-01-08,81
2019-01-10,90
2019-01-11,92
2019-01-12,96
2019-01-13,101
2019-01-14,105
2019-01-15,107
2019-01-16,113
2019-01-17,118
2019-01-18,117
2019-01-19,113
2019-01-20,112
2019-01-21,106
2019-01-22,103
2019-01-23,97
2019-01-24,94
2019-01-25,91
2019-01-26,89
2019-01-27,88
2019-01-28,84
2019-01-29,80
2019-01-30,77
2019-01-31,73
2019-02-01,69
2019-02-02,69
2019-02-03,67
2019-02-04,70
2019-02-05,67
2019-02-06,66
2019-02-07,63
2019-02-08,63
2019-02-09,63
2019-02-10,63
2019-02-11,63
2019-02-12,66
2019-02-13,69
2019-02-14,73
2019-02-15,76
2019-02-16,79
2019-02-17,79
2019-02-18,75
2019-02-19,75
2019-02-20,77
2019-02-21,77
2019-02-22,79
2019-02-23,82
2019-02-24,86
2019-02-25,86
2019-02-26,90
2019-02-27,92
2019-02-28,95
2019-03-01,95
2019-03-02,97
2019-03-03,96
2019-03-04,97
2019-03-05,97
2019-03-06,98
2019-03-07,99
2019-03-08,97
2019-03-09,98
2019-03-10,94
2019-03-11,89
2019-03-12,88
2019-03-13,92
2019-03-14,93
2019-03-15,97
2019-03-16,94
2019-03-17,98
2019-03-18,97
2019-03-19,92
2019-03-20,88
2019-03-21,84
2019-03-22,86
2019-03-23,82
2019-03-24,77
2019-03-25,76
2019-03-26,79
2019-03-27,80
2019-03-28,81
2019-03-29,86
2019-03-30,91
2019-03-31,96
2019-04-01,99
2019-04-02,103
2019-04-03,105
2019-04-04,107
2019-04-05,112
2019-04-06,118
2019-04-07,122
2019-04-08,123
2019-04-09,121
2019-04-10,127
2019-04-11,133
2019-04-12,135
2019-04-13,136
2019-04-14,131
2019-04-15,131
2019-04-16,134
2019-04-17,132
2019-04-18,132
2019-04-19,125
2019-04-20,119
2019-04-21,113
2019-04-22,107
2019-04-23,101
2019-04-24,99
2019-04-25,104
2019-04-26,105
2019-04-27,104
2019-04-28,99
2019-04-29,94
2019-04-30,89
2019-05-01,84
2019-05-02,79
2019-05-03,75
2019-05-04,78
2019-05-05,79
2019-05-06,78
2019-05-07,79
2019-05-08,78
2019-05-09,80
2019-05-10,76
2019-05-11,72
2019-05-12,69
2019-05-13,65
2019-05-14,61
2019-05-15,59
2019-05-16,57
2019-05-17,60
2019-05-18,63
2019-05-19,67
2019-05-20,65
2019-05-21,61
2019-05-22,58
2019-05-23,60
2019-05-24,63
2019-05-25,67
2019-05-26,71
2019-05-27,75
2019-05-28,79
2019-05-29,83
2019-05-30,88
2019-05-31,88
2019-06-01,83
2019-06-02,78
2019-06-03,74
2019-06-04,70
2019-06-05,67
2019-06-06,71
2019-06-07,74
2019-06-08,73
2019-06-09,72
2019-06-10,76
2019-06-11,77
2019-06-12,75
2019-06-13,76
2019-06-14,74
2019-06-15,70
2019-06-16,70
2019-06-17,69
2019-06-18,67
2019-06-19,70
2019-06-20,70
2019-06-21,69
2019-06-22,68
2019-06-23,64
2019-06-24,60
2019-06-25,57
2019-06-26,55
2019-06-27,55
2019-06-28,54
2019-06-29,53
2019-06-30,53
2019-07-01,53
2019-07-02,51
2019-07-03,50
2019-07-04,50
2019-07-05,51
2019-07-06,53
2019-07-07,55
2019-07-08,58
2019-07-09,56
2019-07-10,53
2019-07-11,55
2019-07-12,56
2019-07-13,53
2019-07-14,50
2019-07-15,50
2019-07-16,48
2019-07-17,46
2019-07-18,43
2019-07-19,43
2019-07-20,45
2019-07-21,46
2019-07-22,47
2019-07-23,48
2019-07-24,45
2019-07-25,46
2019-07-26,46
2019-07-27,45
2019-07-28,44
2019-07-29,44
2019-07-30,43
2019-07-31,40
2019-08-01,40
2019-08-02,42
2019-08-03,44
2019-08-04,47
2019-08-05,48
2019-08-06,49
2019-08-07,50
2019-08-08,50
2019-08-09,51
2019-08-10,51
2019-08-11,51
2019-08-12,52
2019-08-13,54
2019-08-14,55
2019-08-15,58
2019-08-16,57
2019-08-17,54
2019-08-18,51
2019-08-19,54
2019-08-20,55
2019-08-21,56
2019-08-22,55
2019-08-23,55
2019-08-24,52
2019-08-24,52
2019-08-25,54
2019-08-25,54
2019-08-26,56
2019-08-26,56
2019-08-27,54
2019-08-27,54
2019-08-28,52
2019-08-29,52
2019-08-30,52
2019-08-31,50
2019-09-01,47
2019-09-02,49
2019-09-03,46
2019-09-04,43
