date_obj,Ahrim's%20hood price
2015-09-22,37797
2015-09-23,39219
2015-09-24,39219
2015-09-25,41091
2015-09-27,43272
2015-09-28,43697
2015-09-29,44074
2015-09-30,44911
2015-10-05,42339
2015-10-06,40945
2015-10-07,39440
2015-10-08,40158
2015-10-09,40151
2015-10-10,40151
2015-10-11,40642
2015-10-12,42142
2015-10-13,42142
2015-10-14,43454
2015-10-15,43155
2015-10-16,42304
2015-10-17,42304
2015-10-18,43214
2015-10-19,45375
2015-10-20,47494
2015-10-22,49850
2015-10-23,52343
2015-10-24,54927
2015-10-25,55810
2015-10-26,57722
2015-10-27,57722
2015-10-28,60042
2015-10-29,61626
2015-10-30,61626
2015-10-31,63772
2015-11-01,63772
2015-11-02,63579
2015-11-03,63579
2015-11-04,65394
2015-11-05,65746
2015-11-06,65746
2015-11-07,65674
2015-11-09,64902
2015-11-10,64902
2015-11-11,62277
2015-11-12,62277
2015-11-13,60263
2015-11-14,60263
2015-11-15,59427
2015-11-16,59427
2015-11-17,57254
2015-11-18,57254
2015-11-19,56817
2015-11-20,56745
2015-11-21,56745
2015-11-22,56943
2015-11-23,56943
2015-11-24,58012
2015-11-25,59577
2015-11-26,59577
2015-11-27,59784
2015-11-28,59091
2015-11-29,58982
2015-11-30,58696
2015-12-01,58696
2015-12-02,59325
2015-12-03,60907
2015-12-04,60907
2015-12-05,61895
2015-12-06,63385
2015-12-07,63073
2015-12-08,62436
2015-12-09,62189
2015-12-10,61785
2015-12-11,60747
2015-12-12,59761
2015-12-13,58017
2015-12-14,58017
2015-12-15,58034
2015-12-16,58143
2015-12-17,57690
2015-12-18,57036
2015-12-19,57950
2015-12-20,58826
2015-12-21,58985
2015-12-22,58915
2015-12-23,59836
2015-12-24,59707
2015-12-25,60882
2015-12-26,61193
2015-12-27,60768
2015-12-28,60299
2015-12-29,59915
2015-12-30,60353
2015-12-31,60498
2016-01-01,60665
2016-01-02,60257
2016-01-03,61120
2016-01-04,63788
2016-01-05,66939
2016-01-06,70241
2016-01-07,73001
2016-01-08,76238
2016-01-09,79977
2016-01-10,83304
2016-01-11,85292
2016-01-12,85923
2016-01-13,83423
2016-01-14,85266
2016-01-15,85466
2016-01-16,82257
2016-01-17,80265
2016-01-18,76615
2016-01-19,72908
2016-01-20,70051
2016-01-21,67830
2016-01-22,67023
2016-01-23,65621
2016-01-24,66346
2016-01-25,66677
2016-01-26,66848
2016-01-27,66516
2016-01-28,66516
2016-01-29,65828
2016-01-30,65828
2016-01-31,65406
2016-02-01,67736
2016-02-02,69014
2016-02-03,70072
2016-02-04,70282
2016-02-05,68582
2016-02-06,67989
2016-02-07,67989
2016-02-08,68592
2016-02-09,69334
2016-02-10,69021
2016-02-11,68996
2016-02-12,69192
2016-02-13,67236
2016-02-14,67236
2016-02-15,66575
2016-02-16,65701
2016-02-17,63385
2016-02-18,61428
2016-02-19,58631
2016-02-20,55718
2016-02-21,53309
2016-02-22,53309
2016-02-23,52911
2016-02-24,53125
2016-02-25,54768
2016-02-26,54768
2016-02-27,53416
2016-02-28,51820
2016-02-29,50449
2016-03-01,49589
2016-03-02,48745
2016-03-03,50008
2016-03-04,49976
2016-03-05,50192
2016-03-06,50461
2016-03-07,50461
2016-03-08,51975
2016-03-09,52934
2016-03-10,52583
2016-03-11,52532
2016-03-12,52397
2016-03-13,52162
2016-03-14,50826
2016-03-15,52204
2016-03-16,53428
2016-03-17,55321
2016-03-18,56381
2016-03-19,55764
2016-03-20,56220
2016-03-21,55066
2016-03-22,54150
2016-03-23,52904
2016-03-24,51467
2016-03-25,49843
2016-03-26,48344
2016-03-27,46117
2016-03-28,44767
2016-03-29,43329
2016-03-30,43329
2016-03-31,41806
2016-04-01,42007
2016-04-02,42276
2016-04-03,42032
2016-04-04,42809
2016-04-05,41374
2016-04-06,40150
2016-04-07,39247
2016-04-08,38741
2016-04-09,39881
2016-04-10,41241
2016-04-11,41241
2016-04-12,42325
2016-04-13,44156
2016-04-14,45131
2016-04-15,46593
2016-04-16,48481
2016-04-17,50051
2016-04-18,50427
2016-04-19,48854
2016-04-20,47872
2016-04-21,47233
2016-04-22,47233
2016-04-23,46763
2016-04-24,46425
2016-04-25,45444
2016-04-26,45724
2016-04-27,46011
2016-04-28,46850
2016-04-29,45702
2016-04-30,44386
2016-05-01,42616
2016-05-02,41755
2016-05-03,41239
2016-05-04,41722
2016-05-05,41933
2016-05-06,41933
2016-05-07,41104
2016-05-08,39308
2016-05-09,39246
2016-05-10,40102
2016-05-11,41744
2016-05-12,43708
2016-05-13,43450
2016-05-14,43185
2016-05-15,43220
2016-05-16,42546
2016-05-17,42412
2016-05-18,42313
2016-05-19,42854
2016-05-22,46913
2016-05-23,48890
2016-05-24,50246
2016-05-25,48677
2016-05-26,46657
2016-05-27,44754
2016-05-28,43875
2016-05-29,42542
2016-05-30,41471
2016-05-31,40203
2016-06-01,39355
2016-06-02,39813
2016-06-03,40824
2016-06-04,41894
2016-06-05,42342
2016-06-06,42154
2016-06-07,41638
2016-06-08,40676
2016-06-09,39566
2016-06-10,40332
2016-06-11,40910
2016-06-12,40681
2016-06-13,40393
2016-06-14,40507
2016-06-15,41421
2016-06-16,41706
2016-06-17,41712
2016-06-18,41317
2016-06-19,41447
2016-06-20,41922
2016-06-21,41644
2016-06-22,41828
2016-06-23,41912
2016-06-24,42302
2016-06-25,42749
2016-06-26,42958
2016-06-27,43354
2016-06-28,43104
2016-06-29,44107
2016-06-30,45611
2016-07-01,47722
2016-07-02,49740
2016-07-03,52152
2016-07-04,52677
2016-07-05,52874
2016-07-06,55049
2016-07-07,56968
2016-07-08,59755
2016-07-09,62532
2016-07-10,65442
2016-07-11,68715
2016-07-12,71799
2016-07-13,74980
2016-07-14,78729
2016-07-15,82666
2016-07-16,86800
2016-07-17,91084
2016-07-18,94707
2016-07-23,83081
2016-07-24,79525
2016-07-25,77293
2016-07-26,78764
2016-07-27,78084
2016-07-28,74696
2016-07-29,71190
2016-07-30,68565
2016-07-31,66097
2016-08-01,63144
2016-08-02,61154
2016-08-03,59276
2016-08-04,58065
2016-08-05,58443
2016-08-06,59323
2016-08-07,60677
2016-08-08,62665
2016-08-09,59577
2016-08-10,57054
2016-08-11,54883
2016-08-12,52144
2016-08-13,49744
2016-08-14,47646
2016-08-15,47924
2016-08-16,48391
2016-08-17,48721
2016-08-18,49032
2016-08-19,49015
2016-08-20,48175
2016-08-21,48024
2016-08-22,47632
2016-08-23,47678
2016-08-24,46704
2016-08-25,45072
2016-08-26,45072
2016-08-28,43666
2016-08-31,42903
2016-09-01,41873
2016-09-02,41873
2016-09-03,43443
2016-09-04,45048
2016-09-05,46567
2016-09-06,47810
2016-09-07,47786
2016-09-08,47786
2016-09-09,47603
2016-09-10,48362
2016-09-11,48362
2016-09-12,50305
2016-09-13,50684
2016-09-14,50684
2016-09-15,51464
2016-09-16,51464
2016-09-17,49241
2016-09-18,48064
2016-09-19,50144
2016-09-20,50144
2016-09-21,51076
2016-09-22,49768
2016-09-23,48964
2016-09-24,48964
2016-09-25,48942
2016-09-26,48942
2016-09-27,48279
2016-09-28,47944
2016-09-29,47601
2016-09-30,46810
2016-10-01,47697
2016-10-02,47697
2016-10-03,47177
2016-10-04,47065
2016-10-05,46888
2016-10-06,47267
2016-10-07,46231
2016-10-08,46077
2016-10-09,46834
2016-10-10,47191
2016-10-11,46577
2016-10-12,46821
2016-10-13,44936
2016-10-14,44660
2016-10-15,44778
2016-10-16,44588
2016-10-17,43904
2016-10-18,43104
2016-10-19,42137
2016-10-20,41320
2016-10-21,41335
2016-10-22,41335
2016-10-23,42166
2016-10-24,42070
2016-10-25,42070
2016-10-26,42680
2016-10-27,43802
2016-10-28,45609
2016-10-29,47703
2016-10-30,50089
2016-10-31,50895
2016-11-01,50895
2016-11-02,51845
2016-11-03,53772
2016-11-04,56123
2016-11-05,56123
2016-11-06,57926
2016-11-07,57690
2016-11-08,58344
2016-11-09,59777
2016-11-10,60207
2016-11-11,58973
2016-11-12,58252
2016-11-13,58885
2016-11-14,59027
2016-11-15,60090
2016-12-07,57563
2016-12-08,58101
2016-12-09,56947
2016-12-10,56682
2016-12-11,56722
2016-12-12,55228
2016-12-13,53689
2016-12-14,52477
2016-12-15,52477
2016-12-16,51336
2016-12-17,50528
2016-12-18,49180
2016-12-19,47477
2016-12-20,46504
2016-12-21,45803
2016-12-22,45282
2016-12-23,45320
2016-12-24,45748
2016-12-25,47373
2016-12-26,48843
2016-12-27,50409
2016-12-28,51337
2016-12-29,50165
2016-12-30,49386
2016-12-31,47807
2017-01-01,46223
2017-01-02,45019
2017-01-03,44380
2017-01-04,43372
2017-01-05,42242
2017-01-06,41437
2017-01-07,40885
2017-01-08,41452
2017-01-09,40982
2017-01-10,40638
2017-01-11,41967
2017-01-12,41126
2017-01-13,41285
2017-01-14,41162
2017-01-15,41713
2017-01-16,42411
2017-01-17,42533
2017-01-18,43288
2017-01-19,42089
2017-01-20,41741
2017-01-21,41772
2017-01-22,41459
2017-01-23,41501
2017-01-27,41324
2017-01-28,41206
2017-01-29,41153
2017-01-30,40303
2017-01-31,40886
2017-02-01,40711
2017-02-02,39867
2017-02-03,39243
2017-02-04,38483
2017-02-05,37608
2017-02-06,37052
2017-02-07,37488
2017-02-08,38445
2017-02-09,39030
2017-02-10,39560
2017-02-11,39903
2017-02-12,40659
2017-02-13,40310
2017-02-14,40588
2017-02-15,40402
2017-02-16,40229
2017-02-17,40229
2017-02-18,41153
2017-02-19,42163
2017-02-20,43018
2017-02-21,43979
2017-02-22,44966
2017-02-23,45815
2017-02-24,44035
2017-02-25,42933
2017-02-26,41897
2017-02-27,41267
2017-02-28,40454
2017-03-01,40432
2017-03-02,39292
2017-03-03,39439
2017-03-04,39510
2017-03-05,40334
2017-03-06,41419
2017-03-07,42220
2017-03-08,43782
2017-03-09,45130
2017-03-10,46395
2017-03-11,48651
2017-03-12,50101
2017-03-13,50346
2017-03-14,48079
2017-03-15,46557
2017-03-16,45368
2017-03-17,44811
2017-03-18,43437
2017-03-19,42172
2017-03-20,41778
2017-03-21,42325
2017-03-22,43593
2017-03-23,45250
2017-03-24,46236
2017-03-25,48063
2017-03-26,47902
2017-03-27,48263
2017-03-28,48627
2017-03-29,48005
2017-03-30,47927
2017-03-31,48358
2017-04-01,49427
2017-04-02,51532
2017-04-03,52630
2017-04-04,53280
2017-04-05,52657
2017-04-12,48897
2017-04-13,47479
2017-04-14,46615
2017-04-15,46710
2017-04-16,46245
2017-04-17,45639
2017-04-18,45056
2017-04-19,44448
2017-04-20,46288
2017-04-21,48477
2017-04-22,50827
2017-04-23,52511
2017-04-24,52319
2017-04-25,51518
2017-04-26,51336
2017-04-27,50484
2017-04-28,50938
2017-04-29,50602
2017-04-30,51277
2017-05-01,50033
2017-05-02,48991
2017-05-03,48536
2017-05-04,47913
2017-05-05,50086
2017-05-06,51028
2017-05-07,53501
2017-05-08,55996
2017-05-09,58773
2017-05-10,61699
2017-05-11,64539
2017-05-12,65916
2017-05-13,63670
2017-05-14,62472
2017-05-15,60320
2017-05-16,58295
2017-05-17,55557
2017-05-18,53410
2017-05-19,51965
2017-05-20,50368
2017-05-21,50368
2017-05-22,49006
2017-05-23,47612
2017-05-24,47433
2017-05-25,47019
2017-05-26,48949
2017-05-27,50853
2017-05-28,52789
2017-05-29,53073
2017-05-30,52249
2017-05-31,51335
2017-06-01,49497
2017-06-02,48025
2017-06-03,48449
2017-06-04,47065
2017-06-05,45160
2017-06-06,44319
2017-06-07,43079
2017-06-08,42794
2017-06-09,44301
2017-06-10,44098
2017-06-11,43963
2017-06-12,44898
2017-06-13,46473
2017-06-14,48134
2017-06-15,50014
2017-06-16,50023
2017-06-17,51682
2017-06-18,53509
2017-06-19,53509
2017-06-20,52748
2017-06-21,52926
2017-06-22,53561
2017-06-23,52790
2017-06-24,52147
2017-06-25,50763
2017-06-26,49603
2017-06-27,49687
2017-06-28,48878
2017-06-29,49093
2017-06-30,49239
2017-07-01,49239
2017-07-02,49636
2017-07-03,49069
2017-07-04,50502
2017-07-05,50502
2017-07-06,49696
2017-07-07,47734
2017-07-08,47772
2017-07-09,47517
2017-07-13,49348
2017-07-14,50806
2017-07-15,53022
2017-07-16,55151
2017-07-17,57432
2017-07-18,59923
2017-07-19,61036
2017-07-20,63384
2017-07-21,63026
2017-07-22,63694
2017-07-23,65028
2017-07-24,64473
2017-07-25,65770
2017-07-26,67172
2017-07-27,67906
2017-07-28,69553
2017-07-29,70911
2017-07-30,71008
2017-07-31,71008
2017-08-01,69477
2017-08-02,68691
2017-08-03,67379
2017-08-04,65629
2017-08-05,64995
2017-08-06,62857
2017-08-07,61740
2017-08-08,59239
2017-08-09,58915
2017-08-10,57039
2017-08-11,55812
2017-08-12,54437
2017-08-13,52979
2017-08-14,52368
2017-08-15,53524
2017-08-16,53902
2017-08-17,52986
2017-08-18,51957
2017-08-19,51434
2017-08-20,51210
2017-08-21,51903
2017-08-22,52520
2017-08-23,52153
2017-08-24,51440
2017-08-25,50678
2017-08-26,49262
2017-08-27,48670
2017-08-28,49488
2017-08-29,48733
2017-08-30,48665
2017-08-31,49758
2017-09-01,51100
2017-09-02,52056
2017-09-03,52923
2017-09-04,52701
2017-09-05,52298
2017-09-06,52255
2017-09-07,52904
2017-09-08,52776
2017-09-09,51503
2017-09-10,50113
2017-09-11,50981
2017-09-12,49701
2017-09-13,50426
2017-09-14,51946
2017-09-15,51946
2017-09-16,53376
2017-09-17,53760
2017-09-18,52695
2017-09-19,51855
2017-09-20,51692
2017-09-21,52775
2017-09-22,51672
2017-09-23,50412
2017-09-24,50554
2017-09-25,50103
2017-09-26,49566
2017-09-27,48782
2017-09-28,49147
2017-09-29,49003
2017-09-30,48895
2017-10-01,46989
2017-10-02,45555
2017-10-03,45354
2017-10-04,47241
2017-10-05,49551
2017-10-06,52029
2017-10-07,54614
2017-10-08,57070
2017-10-09,59761
2017-10-10,62398
2017-10-11,62398
2017-10-12,61504
2017-10-13,58737
2017-10-14,57134
2017-10-15,56209
2017-10-16,54708
2017-10-17,54565
2017-10-18,53618
2017-10-19,53990
2017-10-20,53982
2017-10-21,55592
2017-10-22,57209
2017-10-23,58637
2017-10-24,59010
2017-10-25,61853
2017-10-26,63619
2017-10-27,63626
2017-10-28,63626
2017-10-29,62983
2017-10-30,63838
2017-10-31,65376
2017-11-01,65841
2017-11-02,68578
2017-11-03,69626
2017-11-04,70024
2017-11-05,71108
2017-11-06,69093
2017-11-07,68196
2017-11-08,66371
2017-11-09,65068
2017-11-10,63678
2017-11-11,61837
2017-11-12,61532
2017-11-13,61020
2017-11-14,58632
2017-11-15,57526
2017-11-16,58359
2017-11-17,58763
2017-11-18,58390
2017-11-19,57320
2017-11-20,56064
2017-11-21,57652
2017-11-22,57960
2017-11-23,58710
2017-11-24,58829
2017-11-25,59980
2017-11-26,60969
2017-11-27,58830
2017-11-28,59809
2017-11-29,60588
2017-11-30,60243
2017-12-01,60742
2017-12-02,60157
2017-12-03,60979
2017-12-04,59835
2017-12-05,60398
2017-12-06,60799
2017-12-07,60615
2017-12-08,60624
2017-12-09,60857
2017-12-10,60148
2017-12-11,61330
2017-12-12,61396
2017-12-13,60152
2017-12-14,60926
2017-12-15,61517
2017-12-16,60849
2017-12-17,60420
2017-12-18,59138
2017-12-19,57593
2017-12-20,56815
2017-12-21,57155
2017-12-22,58064
2017-12-23,57057
2017-12-24,56692
2017-12-25,57274
2017-12-26,58266
2017-12-27,58204
2017-12-28,56512
2017-12-29,56882
2017-12-30,55726
2017-12-31,55894
2018-01-01,56725
2018-01-02,57374
2018-01-03,56886
2018-01-04,57992
2018-01-05,56877
2018-01-06,56930
2018-01-07,56241
2018-01-08,55249
2018-01-09,55061
2018-01-10,56355
2018-01-11,57304
2018-01-12,56609
2018-01-13,56523
2018-01-14,57091
2018-01-15,55643
2018-01-16,55799
2018-01-17,56490
2018-01-18,55870
2018-01-19,55870
2018-01-20,56215
2018-01-21,56914
2018-01-22,57025
2018-01-23,55922
2018-01-24,54816
2018-01-25,53361
2018-01-26,53001
2018-01-27,54167
2018-01-28,55276
2018-01-29,54099
2018-01-30,55333
2018-01-31,55264
2018-02-01,55374
2018-02-02,54370
2018-02-03,52981
2018-02-04,53069
2018-02-05,52949
2018-02-06,52690
2018-02-07,52930
2018-02-08,51939
2018-02-09,52864
2018-02-10,52900
2018-02-11,51807
2018-02-12,51746
2018-02-13,51044
2018-02-14,50921
2018-02-15,50566
2018-02-16,51258
2018-02-17,51885
2018-02-18,52741
2018-02-19,52229
2018-02-20,49849
2018-02-21,48991
2018-02-22,49579
2018-02-23,51929
2018-02-24,53022
2018-02-25,52491
2018-02-26,51333
2018-02-27,50264
2018-02-28,50002
2018-03-01,48455
2018-03-02,48381
2018-03-03,49777
2018-03-04,50125
2018-03-05,49744
2018-03-06,49654
2018-03-07,50641
2018-03-08,50698
2018-03-09,51749
2018-03-10,51801
2018-03-11,52541
2018-03-12,53436
2018-03-13,54311
2018-03-14,54615
2018-03-15,53529
2018-03-16,53679
2018-03-17,51536
2018-03-18,51371
2018-03-19,49546
2018-03-20,49924
2018-03-21,51486
2018-03-22,51677
2018-03-23,52240
2018-03-24,52115
2018-03-25,52242
2018-03-26,52280
2018-03-27,54506
2018-03-28,57202
2018-03-29,57303
2018-03-30,55272
2018-03-31,54837
2018-04-01,54814
2018-04-02,55293
2018-04-03,54331
2018-04-04,53660
2018-04-05,54102
2018-04-06,53807
2018-04-07,53238
2018-04-08,53532
2018-04-09,51490
2018-04-10,50236
2018-04-11,48912
2018-04-12,47425
2018-04-13,48217
2018-04-14,49165
2018-04-15,50079
2018-04-16,49942
2018-04-17,50207
2018-04-18,51054
2018-04-19,50564
2018-04-20,51495
2018-04-21,49503
2018-04-22,48989
2018-04-23,50170
2018-04-24,50115
2018-04-25,48801
2018-04-26,48330
2018-04-27,49711
2018-04-28,50283
2018-04-29,51139
2018-04-30,48920
2018-05-01,48215
2018-05-02,48896
2018-05-03,49450
2018-05-04,49184
2018-05-05,50052
2018-05-06,51213
2018-05-07,50068
2018-05-08,50946
2018-05-09,50071
2018-05-10,50666
2018-05-11,52522
2018-05-12,54005
2018-05-13,55463
2018-05-14,55963
2018-05-15,56639
2018-05-16,57495
2018-05-17,59192
2018-05-18,58295
2018-05-19,56370
2018-05-20,54278
2018-05-21,53961
2018-05-22,54055
2018-05-23,53352
2018-05-24,52137
2018-05-25,51456
2018-05-26,52227
2018-05-27,52926
2018-05-28,52029
2018-05-29,49706
2018-05-30,51057
2018-05-31,51284
2018-06-01,52390
2018-06-02,52923
2018-06-03,53488
2018-06-04,52243
2018-06-05,53497
2018-06-06,54192
2018-06-07,53813
2018-06-08,54182
2018-06-09,53058
2018-06-10,53881
2018-06-11,54327
2018-06-12,54283
2018-06-13,54374
2018-06-14,54178
2018-06-15,53335
2018-06-16,52441
2018-06-17,52186
2018-06-18,51418
2018-06-19,50373
2018-06-20,49509
2018-06-21,50297
2018-06-22,51370
2018-06-23,52437
2018-06-24,52262
2018-06-25,52539
2018-06-26,52817
2018-06-27,53262
2018-06-28,51892
2018-06-29,49576
2018-06-30,48636
2018-07-01,48633
2018-07-02,49521
2018-07-03,49379
2018-07-04,50420
2018-07-05,51397
2018-07-06,51333
2018-07-07,50586
2018-07-08,50257
2018-07-09,49801
2018-07-10,50149
2018-07-11,49714
2018-07-12,49710
2018-07-13,50467
2018-07-14,51258
2018-07-15,50755
2018-07-16,50325
2018-07-17,49908
2018-07-18,48471
2018-07-19,47447
2018-07-20,46961
2018-07-21,47319
2018-07-22,47819
2018-07-23,49171
2018-07-24,50369
2018-07-25,50325
2018-07-26,50059
2018-07-27,50688
2018-07-28,49315
2018-07-29,50749
2018-07-30,51468
2018-07-31,51377
2018-08-01,49778
2018-08-02,49863
2018-08-03,50362
2018-08-04,51148
2018-08-05,52147
2018-08-06,52062
2018-08-07,52077
2018-08-08,51757
2018-08-09,51424
2018-08-10,51391
2018-08-11,52004
2018-08-12,52412
2018-08-14,50573
2018-08-16,49558
2018-08-17,50273
2018-08-18,51472
2018-08-19,51808
2018-08-20,51740
2018-08-21,50057
2018-08-22,50710
2018-08-23,49777
2018-08-24,50127
2018-08-25,50050
2018-08-26,51028
2018-08-27,51662
2018-08-28,51318
2018-08-29,51173
2018-08-30,49275
2018-08-31,48028
2018-09-01,48207
2018-09-02,47756
2018-09-03,48728
2018-09-04,49311
2018-09-05,50876
2018-09-06,50932
2018-09-07,51361
2018-09-08,50355
2018-09-09,49880
2018-09-10,50424
2018-09-11,49327
2018-09-12,49774
2018-09-13,50655
2018-09-14,51289
2018-09-15,50481
2018-09-16,50930
2018-09-17,51011
2018-09-18,51183
2018-09-19,50351
2018-09-20,50617
2018-09-21,49375
2018-09-22,49624
2018-09-23,49650
2018-09-24,49904
2018-09-25,50286
2018-09-26,50335
2018-09-27,50688
2018-09-28,49309
2018-09-29,48850
2018-09-30,47026
2018-10-01,48114
2018-10-02,49155
2018-10-03,49957
2018-10-04,50139
2018-10-05,50916
2018-10-06,50934
2018-10-07,51800
2018-10-08,51622
2018-10-09,51918
2018-10-10,53858
2018-10-11,54411
2018-10-12,56718
2018-10-13,59191
2018-10-14,60483
2018-10-15,61072
2018-10-16,59019
2018-10-17,59768
2018-10-18,61814
2018-10-19,63521
2018-10-20,66698
2018-10-21,69034
2018-10-22,70636
2018-10-23,70613
2018-10-24,72320
2018-10-25,70865
2018-10-26,70136
2018-10-27,68572
2018-10-28,66910
2018-10-29,65774
2018-10-30,63827
2018-10-31,63466
2018-11-01,61711
2018-11-03,61525
2018-11-04,61139
2018-11-05,60356
2018-11-06,60859
2018-11-07,60134
2018-11-08,60446
2018-11-09,59857
2018-11-10,57724
2018-11-11,56771
2018-11-12,56831
2018-11-13,57683
2018-11-14,56331
2018-11-15,56240
2018-11-16,57279
2018-11-17,57485
2018-11-18,57722
2018-11-19,58320
2018-11-20,58936
2018-11-21,61293
2018-11-22,62821
2018-11-23,61797
2018-11-24,59912
2018-11-25,58141
2018-11-26,58393
2018-11-27,57859
2018-11-28,59502
2018-11-29,60200
2018-12-01,59298
2018-12-02,59240
2018-12-03,59123
2018-12-04,59674
2018-12-05,61744
2018-12-07,66265
2018-12-09,66119
2018-12-10,66387
2018-12-11,66680
2018-12-12,69244
2018-12-13,71811
2018-12-14,72855
2018-12-15,72122
2018-12-16,71582
2018-12-17,70866
2018-12-18,69855
2018-12-19,67714
2018-12-20,66230
2018-12-21,65070
2018-12-22,63643
2018-12-23,63538
2018-12-24,62043
2018-12-25,62778
2018-12-26,63985
2018-12-27,64569
2018-12-28,63002
2018-12-29,62186
2018-12-30,62359
2018-12-31,60357
2019-01-01,59845
2019-01-02,57817
2019-01-03,56738
2019-01-04,56845
2019-01-05,56245
2019-01-06,56324
2019-01-08,55878
2019-01-10,54671
2019-01-11,54613
2019-01-12,55431
2019-01-13,57902
2019-01-14,58380
2019-01-15,60191
2019-01-16,61817
2019-01-17,64549
2019-01-18,65570
2019-01-19,64989
2019-01-20,64223
2019-01-21,61535
2019-01-22,58974
2019-01-23,57307
2019-01-24,58430
2019-01-25,57944
2019-01-26,58670
2019-01-27,59734
2019-01-28,58772
2019-01-29,58287
2019-01-30,55912
2019-01-31,55139
2019-02-01,54493
2019-02-02,56876
2019-02-03,57784
2019-02-04,57041
2019-02-05,59216
2019-02-06,60897
2019-02-07,61981
2019-02-08,60643
2019-02-09,60449
2019-02-10,60266
2019-02-11,58909
2019-02-12,58660
2019-02-13,58779
2019-02-14,58262
2019-02-15,57846
2019-02-16,57971
2019-02-17,58664
2019-02-18,59120
2019-02-19,58866
2019-02-20,57778
2019-02-21,56842
2019-02-22,57648
2019-02-23,58865
2019-02-24,60460
2019-02-25,63149
2019-02-26,61053
2019-02-27,59816
2019-02-28,58378
2019-03-01,60528
2019-03-02,63529
2019-03-03,66078
2019-03-04,65766
2019-03-05,64838
2019-03-06,65877
2019-03-07,68801
2019-03-08,71647
2019-03-09,70234
2019-03-10,66910
2019-03-11,64519
2019-03-12,64640
2019-03-13,62093
2019-03-14,60822
2019-03-15,60539
2019-03-16,59697
2019-03-17,62259
