date_obj,Ensouled%20elf%20head price
2019-01-04,2296
2019-01-05,2250
2019-01-06,2191
2019-01-08,2272
2019-01-10,2336
2019-01-11,2356
2019-01-12,2248
2019-01-13,2159
2019-01-14,2139
2019-01-15,2206
2019-01-16,2194
2019-01-17,2115
2019-01-18,2086
2019-01-19,2107
2019-01-20,2064
2019-01-21,2066
2019-01-22,2161
2019-01-23,2135
2019-01-24,2199
2019-01-25,2298
2019-01-26,2413
2019-01-27,2467
2019-01-28,2451
2019-01-29,2431
2019-01-30,2439
2019-01-31,2429
2019-02-01,2317
2019-02-02,2271
2019-02-03,2175
2019-02-04,2124
2019-02-05,2158
2019-02-06,2199
2019-02-07,2193
2019-02-08,2224
2019-02-09,2189
2019-02-10,2177
2019-02-11,2095
2019-02-12,2153
2019-02-13,2164
2019-02-14,2182
2019-02-15,2178
2019-02-16,2144
2019-02-17,2063
2019-02-18,1996
2019-02-19,1957
2019-02-20,2016
2019-02-21,2047
2019-02-22,2137
2019-02-23,2158
2019-02-24,2173
2019-02-25,2245
2019-02-26,2334
2019-02-27,2433
2019-02-28,2316
2019-03-01,2412
2019-03-02,2533
2019-03-03,2660
2019-03-04,2749
2019-03-05,2705
2019-03-06,2775
2019-03-07,2731
2019-03-08,2602
2019-03-09,2495
2019-03-10,2445
2019-03-11,2559
2019-03-12,2582
2019-03-13,2683
2019-03-14,2712
2019-03-15,2705
2019-03-16,2587
2019-03-17,2539
2019-03-18,2431
2019-03-19,2318
2019-03-20,2307
2019-03-21,2223
2019-03-22,2206
2019-03-23,2105
2019-03-24,1999
2019-03-25,1899
2019-03-26,1874
2019-03-27,1805
2019-03-28,1885
2019-03-29,1935
2019-03-30,2032
2019-03-31,2107
2019-04-01,2049
2019-04-02,2074
2019-04-03,2111
2019-04-04,2165
2019-04-05,2134
2019-04-06,2131
2019-04-07,2156
2019-04-08,2202
2019-04-09,2150
2019-04-10,2063
2019-04-11,2076
2019-04-12,1986
2019-04-13,1926
2019-04-14,1875
2019-04-15,1952
2019-04-16,2011
2019-04-17,1950
2019-04-18,1921
2019-04-19,1845
2019-04-20,1827
2019-04-21,1821
2019-04-22,1864
2019-04-23,1867
2019-04-24,1841
2019-04-25,1828
2019-04-26,1767
2019-04-27,1794
2019-04-28,1873
2019-04-29,1804
2019-04-30,1788
2019-05-01,1731
2019-05-02,1680
2019-05-03,1663
2019-05-04,1678
2019-05-05,1669
2019-05-06,1645
2019-05-07,1697
2019-05-08,1748
2019-05-09,1785
2019-05-10,1875
2019-05-11,1893
2019-05-12,1885
2019-05-13,1887
2019-05-14,1878
2019-05-15,1865
2019-05-16,1935
2019-05-17,2001
2019-05-18,2003
2019-05-19,2103
2019-05-20,2176
2019-05-21,2236
2019-05-22,2343
2019-05-23,2461
2019-05-24,2478
2019-05-25,2433
2019-05-26,2430
2019-05-27,2386
2019-05-28,2292
2019-05-29,2219
2019-05-30,2230
2019-05-31,2230
2019-06-01,2239
2019-06-02,2232
2019-06-03,2272
2019-06-04,2226
2019-06-05,2251
2019-06-06,2230
2019-06-07,2249
2019-06-08,2216
2019-06-09,2156
2019-06-10,2139
2019-06-11,2080
2019-06-12,2003
2019-06-13,1922
2019-06-14,1832
2019-06-15,1799
2019-06-16,1764
2019-06-17,1799
2019-06-18,1810
2019-06-19,1794
2019-06-20,1783
2019-06-21,1783
2019-06-22,1794
2019-06-23,1826
2019-06-24,1878
2019-06-25,1961
2019-06-26,1934
2019-06-27,1882
2019-06-28,1808
2019-06-29,1726
2019-06-30,1737
2019-07-01,1713
2019-07-02,1783
2019-07-03,1788
2019-07-04,1722
2019-07-05,1780
2019-07-06,1773
2019-07-07,1807
2019-07-08,1779
2019-07-09,1839
2019-07-10,1887
2019-07-11,1951
2019-07-12,1967
2019-07-13,1938
2019-07-14,1954
2019-07-15,1898
2019-07-16,1852
2019-07-17,1835
2019-07-18,1885
2019-07-19,1873
2019-07-20,1936
2019-07-21,2016
2019-07-22,2081
2019-07-23,2070
2019-07-24,2064
2019-07-25,1979
2019-07-26,1930
2019-07-27,1874
2019-07-28,1815
2019-07-29,1763
2019-07-30,1764
2019-07-31,1753
2019-08-01,1841
2019-08-02,1900
2019-08-03,1962
2019-08-04,2031
2019-08-05,2004
2019-08-06,1948
2019-08-07,1905
2019-08-08,1929
2019-08-09,1910
2019-08-10,1945
2019-08-11,1924
2019-08-12,1917
2019-08-13,1951
2019-08-14,1998
2019-08-15,1995
2019-08-16,1999
2019-08-17,1973
2019-08-18,1944
2019-08-19,2005
2019-08-20,2071
2019-08-21,2055
2019-08-22,2145
2019-08-23,2170
2019-08-24,2071
2019-08-24,2071
2019-08-25,2140
2019-08-25,2140
2019-08-26,2140
2019-08-27,2195
2019-08-27,2195
2019-08-28,2302
2019-08-29,2406
2019-08-30,2361
2019-08-31,2302
2019-09-01,2288
2019-09-02,2251
2019-09-03,2260
2019-09-04,2240
2019-09-05,2255
2019-09-06,2189
2019-09-07,2241
2019-09-08,2205
2019-09-09,2130
2019-09-10,2023
2019-09-11,2028
2019-09-12,1965
2019-09-13,1955
2019-09-14,1976
2019-09-15,1993
2019-09-16,1992
2019-09-17,2032
2019-09-18,1994
2019-09-19,2094
2019-09-20,2031
2019-09-21,2026
2019-09-22,1924
2019-09-23,1882
2019-09-24,1793
2019-09-25,1883
2019-09-26,1978
2019-09-27,2020
2019-09-28,1977
2019-09-29,1893
2019-09-30,1886
2019-10-01,1925
2019-10-02,1904
2019-10-03,1917
2019-10-04,1821
2019-10-05,1774
2019-10-06,1776
2019-10-07,1743
2019-10-08,1795
2019-10-09,1795
2019-10-10,1849
2019-10-11,1872
2019-10-12,1865
2019-10-13,1822
2019-10-14,1730
2019-10-15,1647
2019-10-16,1573
2019-10-17,1581
2019-10-18,1562
2019-10-19,1562
2019-10-20,1602
2019-10-21,1551
2019-10-22,1627
2019-10-23,1662
2019-10-24,1700
2019-10-25,1782
2019-10-26,1789
2019-10-27,1709
2019-10-28,1697
2019-10-29,1749
2019-10-30,1737
2019-10-31,1691
2019-11-01,1721
2019-11-02,1719
2019-11-03,1675
2019-11-04,1649
2019-11-05,1724
2019-11-06,1811
2019-11-07,1822
2019-11-08,1779
2019-11-09,1852
2019-11-10,1821
2019-11-11,1773
2019-11-12,1760
2019-11-13,1731
2019-11-14,1685
2019-11-15,1696
2019-11-16,1672
2019-11-17,1627
2019-11-18,1677
2019-11-19,1701
2019-11-20,1648
2019-11-21,1642
2019-11-22,1694
2019-11-23,1779
2019-11-24,1746
2019-11-25,1830
2019-11-26,1784
2019-11-27,1864
2019-11-28,1853
2019-11-29,1819
2019-11-30,1827
2019-12-01,1895
2019-12-02,1942
2019-12-03,1936
2019-12-04,1984
2019-12-05,1984
2019-12-06,1968
2019-12-07,2067
2019-12-08,2046
2019-12-09,1960
2019-12-10,1991
2019-12-11,2039
2019-12-12,2055
2019-12-13,2110
2019-12-14,2135
2019-12-15,2107
2019-12-16,2091
2019-12-17,2196
2019-12-18,2213
2019-12-19,2227
2019-12-20,2257
2019-12-21,2290
2019-12-22,2269
2019-12-23,2265
2019-12-24,2288
2019-12-25,2267
2019-12-26,2243
2019-12-27,2238
2019-12-28,2194
2019-12-29,2126
2019-12-30,2210
2019-12-31,2117
